SourceFiscalYear,Organization,AccountTitle,BudgetActivityTitle,AGtitle,SAG.Title,FiscalYear,OriginType,Type,Amount,Amount2
2017,Air Force,Operation and Maitenance,Air Force - Operating Forces,Air Operations,Mission Support Operations,2016,OCO,Enacted,0.0,100.0
2017,Air Force,Operation and Maitenance,Air Force - Operating Forces,Air Operations,Depot Maintenance,2016,OCO,Enacted,0.0,0.0
2017,Air Force,Operation and Maitenance,Air Force - Operating Forces,Air Operations,"Facilities Sustainment, Restoration & Modernization",2016,OCO,Enacted,0.0,0.0
2017,Air Force,Operation and Maitenance,Air Force - Operating Forces,Air Operations,Base Support,2016,OCO,Enacted,0.0,19800.0
2017,Air Force,Operation and Maitenance,Air Force - Administration and Servicewide Activities,Servicewide Activities,Administration,2016,OCO,Enacted,0.0,0.0
2017,Air Force,Operation and Maitenance,Air Force - Administration and Servicewide Activities,Servicewide Activities,Recruiting and Advertising,2016,OCO,Enacted,0.0,0.0
2017,Army,Operation and Maitenance,Army - Department Of The Army,Defense Environmental Restoration Fund,"Environmental Restoration, Army",2016,OCO,Enacted,0.0,0.0
2017,Navy,Operation and Maitenance,Navy - Department Of The Navy,Closed Account Adjustments,"Environmental Restoration, Navy",2016,OCO,Enacted,0.0,0.0
2017,Air Force,Operation and Maitenance,Air Force - Department Of The Air Force,Closed Account Adjustments,"Environmental Restoration, Air Force",2016,OCO,Enacted,0.0,0.0
2017,Air Force,Operation and Maitenance,Air Force - Concept Obligations,Disposal of DoD Real Property,Disposal of DoD Real Property,2016,OCO,Enacted,0.0,0.0
2017,Army,Operation and Maitenance,Army - Concept Obligations,Disposal of DoD Real Property,Disposal of DoD Real Property,2016,OCO,Enacted,0.0,0.0
2017,Navy,Operation and Maitenance,Navy - Concept Obligations,Disposal of DoD Real Property,Disposal of DoD Real Property,2016,OCO,Enacted,0.0,0.0
2017,Air Force,Operation and Maitenance,Air Force - Concept Obligations,Lease of DoD Real Property,Lease of DoD Real Property,2016,OCO,Enacted,0.0,0.0
2017,Army,Operation and Maitenance,Army - Concept Obligations,Lease of DoD Real Property,Lease of DoD Real Property,2016,OCO,Enacted,0.0,0.0
2017,Navy,Operation and Maitenance,Navy - Concept Obligations,Lease of DoD Real Property,Lease of DoD Real Property,2016,OCO,Enacted,0.0,0.0
2017,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Maneuver Units,2016,Total,Enacted,1298105.0,0.0
2017,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Modular Support Brigades,2016,Total,Enacted,64329.0,0.0
2017,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Echelons Above Brigade,2016,Total,Enacted,468310.0,0.0
2017,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Theater Level Assets,2016,Total,Enacted,1832042.0,0.0
2017,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Land Forces Operations Support,2016,Total,Enacted,1338748.0,0.0
2017,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Aviation Assets,2016,Total,Enacted,1477977.0,0.0
2017,Army,Operation and Maitenance,Army - Operating Forces,Land Forces Readiness,Force Readiness Operations Support,2016,Total,Enacted,4312905.0,0.0
2017,Army,Operation and Maitenance,Army - Operating Forces,Land Forces Readiness,Land Forces Systems Readiness,2016,Total,Enacted,549381.0,0.0
2017,Army,Operation and Maitenance,Army - Operating Forces,Land Forces Readiness,Land Forces Depot Maintenance,2016,Total,Enacted,1093952.0,0.0
2017,Army,Operation and Maitenance,Army - Operating Forces,Land Forces Readiness Support,Base Operations Support,2016,Total,Enacted,7487593.0,0.0
2017,Army,Operation and Maitenance,Army - Operating Forces,Land Forces Readiness Support,"Facilities Sustainment, Restoration & Modernization",2016,Total,Enacted,2628253.0,0.0
2017,Army,Operation and Maitenance,Army - Operating Forces,Land Forces Readiness Support,Management and Operational Headquarters,2016,Total,Enacted,410698.0,0.0
2017,Army,Operation and Maitenance,Army - Operating Forces,Land Forces Readiness Support,Combatant Commanders Core Operations,2016,Total,Enacted,163225.0,0.0
2017,Army,Operation and Maitenance,Army - Operating Forces,Land Forces Readiness Support,Additional Activities,2016,Total,Enacted,5284216.0,0.0
2017,Army,Operation and Maitenance,Army - Operating Forces,Land Forces Readiness Support,Commanders Emergency Response Program,2016,Total,Enacted,5e3,0.0
2017,Army,Operation and Maitenance,Army - Operating Forces,Land Forces Readiness Support,RESET,2016,Total,Enacted,1834777.0,0.0
2017,Army,Operation and Maitenance,Army - Operating Forces,Land Forces Readiness Support,Combatant Commands Direct Mission Support,2016,Total,Enacted,426611.0,0.0
2017,Army,Operation and Maitenance,Army - Mobilization,Mobility Operations,Strategic Mobility,2016,Total,Enacted,387118.0,0.0
2017,Army,Operation and Maitenance,Army - Mobilization,Mobility Operations,Army Prepositioned Stocks,2016,Total,Enacted,291083.0,0.0
2017,Army,Operation and Maitenance,Army - Mobilization,Mobility Operations,Industrial Preparedness,2016,Total,Enacted,6532.0,0.0
2017,Army,Operation and Maitenance,Army - Training and Recruiting,Accession Training,Officer Acquisition,2016,Total,Enacted,128997.0,0.0
2017,Army,Operation and Maitenance,Army - Training and Recruiting,Accession Training,Recruit Training,2016,Total,Enacted,47468.0,0.0
2017,Army,Operation and Maitenance,Army - Training and Recruiting,Accession Training,One Station Unit Training,2016,Total,Enacted,41954.0,0.0
2017,Army,Operation and Maitenance,Army - Training and Recruiting,Accession Training,Senior Reserve Officers Training Corps,2016,Total,Enacted,478430.0,0.0
2017,Army,Operation and Maitenance,Army - Training and Recruiting,Basic Skill and Advanced Training,Specialized Skill Training,2016,Total,Enacted,938759.0,0.0
2017,Army,Operation and Maitenance,Army - Training and Recruiting,Basic Skill and Advanced Training,Flight Training,2016,Total,Enacted,926320.0,0.0
2017,Army,Operation and Maitenance,Army - Training and Recruiting,Basic Skill and Advanced Training,Professional Development Education,2016,Total,Enacted,221917.0,0.0
2017,Army,Operation and Maitenance,Army - Training and Recruiting,Basic Skill and Advanced Training,Training Support,2016,Total,Enacted,570598.0,0.0
2017,Army,Operation and Maitenance,Army - Training and Recruiting,"Recruiting, and Other Training & Education",Recruiting and Advertising,2016,Total,Enacted,479121.0,0.0
2017,Army,Operation and Maitenance,Army - Training and Recruiting,"Recruiting, and Other Training & Education",Examining,2016,Total,Enacted,175937.0,0.0
2017,Army,Operation and Maitenance,Army - Training and Recruiting,"Recruiting, and Other Training & Education",Off-Duty and Voluntary Education,2016,Total,Enacted,219210.0,0.0
2017,Army,Operation and Maitenance,Army - Training and Recruiting,"Recruiting, and Other Training & Education",Civilian Education and Training,2016,Total,Enacted,145583.0,0.0
2017,Army,Operation and Maitenance,Army - Training and Recruiting,"Recruiting, and Other Training & Education",Junior Reserve Officer Training Corps,2016,Total,Enacted,175015.0,0.0
2017,Army,Operation and Maitenance,Army - Administration and Servicewide Activities,Logistics Operations,Servicewide Transportation,2016,Total,Enacted,1248555.0,0.0
2017,Army,Operation and Maitenance,Army - Administration and Servicewide Activities,Logistics Operations,Central Supply Activities,2016,Total,Enacted,780360.0,0.0
2017,Army,Operation and Maitenance,Army - Administration and Servicewide Activities,Logistics Operations,Logistic Support Activities,2016,Total,Enacted,668522.0,0.0
2017,Army,Operation and Maitenance,Army - Administration and Servicewide Activities,Logistics Operations,Ammunition Management,2016,Total,Enacted,319778.0,0.0
2017,Army,Operation and Maitenance,Army - Administration and Servicewide Activities,Servicewide Support,Administration,2016,Total,Enacted,372235.0,0.0
2017,Army,Operation and Maitenance,Army - Administration and Servicewide Activities,Servicewide Support,Servicewide Communications,2016,Total,Enacted,1736106.0,0.0
2017,Army,Operation and Maitenance,Army - Administration and Servicewide Activities,Servicewide Support,Manpower Management,2016,Total,Enacted,277101.0,0.0
2017,Army,Operation and Maitenance,Army - Administration and Servicewide Activities,Servicewide Support,Other Personnel Support,2016,Total,Enacted,475334.0,0.0
2017,Army,Operation and Maitenance,Army - Administration and Servicewide Activities,Servicewide Support,Other Service Support,2016,Total,Enacted,1077926.0,0.0
2017,Army,Operation and Maitenance,Army - Administration and Servicewide Activities,Servicewide Support,Army Claims Activities,2016,Total,Enacted,215153.0,0.0
2017,Army,Operation and Maitenance,Army - Administration and Servicewide Activities,Servicewide Support,Real Estate Management,2016,Total,Enacted,391730.0,0.0
2017,Army,Operation and Maitenance,Army - Administration and Servicewide Activities,Servicewide Support,Financial Management and Audit Readiness,2016,Total,Enacted,222938.0,0.0
2017,Army,Operation and Maitenance,Army - Administration and Servicewide Activities,Support of Other Nations,International Military Headquarters,2016,Total,Enacted,376804.0,0.0
2017,Army,Operation and Maitenance,Army - Administration and Servicewide Activities,Support of Other Nations,Misc. Support of Other Nations,2016,Total,Enacted,39608.0,0.0
2017,Army,Operation and Maitenance,Army - Administration and Servicewide Activities,Closed Account Adjustments,Closed Account Adjustments,2016,Total,Enacted,0.0,0.0
2017,Army,Operation and Maitenance,Army - Administration and Servicewide Activities,Closed Account Adjustments,Foreign Currency Fluctuation,2016,Total,Enacted,0.0,0.0
2017,Army,Operation and Maitenance,Army - Administration and Servicewide Activities,Closed Account Adjustments,Defense Environmental Restoration Account (DERA),2016,Total,Enacted,0.0,0.0
2017,Army,Operation and Maitenance,Army - Administration and Servicewide Activities,Judgment Fund,Judgment Fund,2016,Total,Enacted,0.0,0.0
2017,Army,Operation and Maitenance,Army - Administration and Servicewide Activities,NA,Classified Programs,2016,Total,Enacted,2292310.0,0.0
2017,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Modular Support Brigades,2016,Total,Enacted,16408.0,0.0
2017,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Echelons Above Brigade,2016,Total,Enacted,495332.0,0.0
2017,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Theater Level Assets,2016,Total,Enacted,104529.0,0.0
2017,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Land Forces Operations Support,2016,Total,Enacted,533934.0,0.0
2017,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Aviation Assets,2016,Total,Enacted,79442.0,0.0
2017,Army,Operation and Maitenance,Army - Operating Forces,Land Forces Readiness,Force Readiness Operations Support,2016,Total,Enacted,361880.0,0.0
2017,Army,Operation and Maitenance,Army - Operating Forces,Land Forces Readiness,Land Forces Systems Readiness,2016,Total,Enacted,81350.0,0.0
2017,Army,Operation and Maitenance,Army - Operating Forces,Land Forces Readiness,Land Forces Depot Maintenance,2016,Total,Enacted,59574.0,0.0
2017,Army,Operation and Maitenance,Army - Operating Forces,Land Forces Readiness Support,Base Operations Support,2016,Total,Enacted,597772.0,0.0
2017,Army,Operation and Maitenance,Army - Operating Forces,Land Forces Readiness Support,"Facilities Sustainment, Restoration & Modernization",2016,Total,Enacted,258462.0,0.0
2017,Army,Operation and Maitenance,Army - Operating Forces,Land Forces Readiness Support,Management and Operational Headquarters,2016,Total,Enacted,40962.0,0.0
2017,Army,Operation and Maitenance,Army - Administration and Servicewide Activities,Logistics Operations,Servicewide Transportation,2016,Total,Enacted,10665.0,0.0
2017,Army,Operation and Maitenance,Army - Administration and Servicewide Activities,Servicewide Support,Administration,2016,Total,Enacted,18390.0,0.0
2017,Army,Operation and Maitenance,Army - Administration and Servicewide Activities,Servicewide Support,Servicewide Communications,2016,Total,Enacted,9976.0,0.0
2017,Army,Operation and Maitenance,Army - Administration and Servicewide Activities,Servicewide Support,Manpower Management,2016,Total,Enacted,8841.0,0.0
2017,Army,Operation and Maitenance,Army - Administration and Servicewide Activities,Servicewide Support,Recruiting and Advertising,2016,Total,Enacted,50928.0,0.0
2017,Army,Operation and Maitenance,Army - Administration and Servicewide Activities,Closed Account Adjustments,Closed Account Adjustments,2016,Total,Enacted,0.0,0.0
2017,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Maneuver Units,2016,Total,Enacted,765187.0,0.0
2017,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Modular Support Brigades,2016,Total,Enacted,164887.0,0.0
2017,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Echelons Above Brigade,2016,Total,Enacted,726949.0,0.0
2017,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Theater Level Assets,2016,Total,Enacted,94825.0,0.0
2017,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Land Forces Operations Support,2016,Total,Enacted,31224.0,0.0
2017,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Aviation Assets,2016,Total,Enacted,939907.0,0.0
2017,Army,Operation and Maitenance,Army - Operating Forces,Land Forces Readiness,Force Readiness Operations Support,2016,Total,Enacted,693549.0,0.0
2017,Army,Operation and Maitenance,Army - Operating Forces,Land Forces Readiness,Land Forces Systems Readiness,2016,Total,Enacted,67934.0,0.0
2017,Army,Operation and Maitenance,Army - Operating Forces,Land Forces Readiness,Land Forces Depot Maintenance,2016,Total,Enacted,165112.0,0.0
2017,Army,Operation and Maitenance,Army - Operating Forces,Land Forces Readiness Support,Base Operations Support,2016,Total,Enacted,1018830.0,0.0
2017,Army,Operation and Maitenance,Army - Operating Forces,Land Forces Readiness Support,"Facilities Sustainment, Restoration & Modernization",2016,Total,Enacted,692586.0,0.0
2017,Army,Operation and Maitenance,Army - Operating Forces,Land Forces Readiness Support,Management and Operational Headquarters,2016,Total,Enacted,934321.0,0.0
2017,Army,Operation and Maitenance,Army - Administration and Servicewide Activities,Logistics Operations,Servicewide Transportation,2016,Total,Enacted,6570.0,0.0
2017,Army,Operation and Maitenance,Army - Administration and Servicewide Activities,Servicewide Support,Administration,2016,Total,Enacted,52438.0,0.0
2017,Army,Operation and Maitenance,Army - Administration and Servicewide Activities,Servicewide Support,Servicewide Communications,2016,Total,Enacted,67616.0,0.0
2017,Army,Operation and Maitenance,Army - Administration and Servicewide Activities,Servicewide Support,Manpower Management,2016,Total,Enacted,8298.0,0.0
2017,Army,Operation and Maitenance,Army - Administration and Servicewide Activities,Servicewide Support,Other Personnel Support,2016,Total,Enacted,258615.0,0.0
2017,Army,Operation and Maitenance,Army - Administration and Servicewide Activities,Servicewide Support,Real Estate Management,2016,Total,Enacted,2942.0,0.0
2017,Army,Operation and Maitenance,Army - Ministry of Defense,Defense Forces,Sustainment,2016,Total,Enacted,2136899.0,0.0
2017,Army,Operation and Maitenance,Army - Ministry of Defense,Defense Forces,Infrastructure,2016,Total,Enacted,182751.0,0.0
2017,Army,Operation and Maitenance,Army - Ministry of Defense,Defense Forces,Equipment and Transportation,2016,Total,Enacted,281555.0,0.0
2017,Army,Operation and Maitenance,Army - Ministry of Defense,Defense Forces,Training and Operations,2016,Total,Enacted,0.0,0.0
2017,Army,Operation and Maitenance,Army - Ministry of Interior,Interior Forces,Sustainment,2016,Total,Enacted,869137.0,0.0
2017,Army,Operation and Maitenance,Army - Ministry of Interior,Interior Forces,Infrastructure,2016,Total,Enacted,116573.0,0.0
2017,Army,Operation and Maitenance,Army - Ministry of Interior,Interior Forces,Equipment and Transportation,2016,Total,Enacted,65342.0,0.0
2017,Army,Operation and Maitenance,Army - Ministry of Interior,Interior Forces,Training and Operations,2016,Total,Enacted,0.0,0.0
2017,Army,Operation and Maitenance,Army - Detainee Ops,Related Activities,Sustainment,2016,Total,Enacted,0.0,0.0
2017,Army,Operation and Maitenance,Army - Detainee Ops,Related Activities,Training and Operations,2016,Total,Enacted,0.0,0.0
2017,Army,Operation and Maitenance,Army - Iraq Train and Equip Fund,Defense Forces,Iraq Train and Equip Fund,2016,Total,Enacted,715e3,0.0
2017,Army,Operation and Maitenance,Army - Syria Train and Equip Fund,Defense Forces,Syria Train and Equip Fund,2016,Total,Enacted,0.0,0.0
2017,Navy,Operation and Maitenance,Navy - Operating Forces,Air Operations,Mission and Other Flight Operations,2016,Total,Enacted,4811827.0,0.0
2017,Navy,Operation and Maitenance,Navy - Operating Forces,Air Operations,Fleet Air Training,2016,Total,Enacted,1652081.0,0.0
2017,Navy,Operation and Maitenance,Navy - Operating Forces,Air Operations,Aviation Technical Data & Engineering Services,2016,Total,Enacted,37335.0,0.0
2017,Navy,Operation and Maitenance,Navy - Operating Forces,Air Operations,Air Operations and Safety Support,2016,Total,Enacted,107969.0,0.0
2017,Navy,Operation and Maitenance,Navy - Operating Forces,Air Operations,Air Systems Support,2016,Total,Enacted,477845.0,0.0
2017,Navy,Operation and Maitenance,Navy - Operating Forces,Air Operations,Aircraft Depot Maintenance,2016,Total,Enacted,989480.0,0.0
2017,Navy,Operation and Maitenance,Navy - Operating Forces,Air Operations,Aircraft Depot Operations Support,2016,Total,Enacted,35818.0,0.0
2017,Navy,Operation and Maitenance,Navy - Operating Forces,Air Operations,Aviation Logistics,2016,Total,Enacted,538157.0,0.0
2017,Navy,Operation and Maitenance,Navy - Operating Forces,Ship Operations,Mission and Other Ship Operations,2016,Total,Enacted,5145195.0,0.0
2017,Navy,Operation and Maitenance,Navy - Operating Forces,Ship Operations,Ship Operations Support & Training,2016,Total,Enacted,803982.0,0.0
2017,Navy,Operation and Maitenance,Navy - Operating Forces,Ship Operations,Ship Depot Maintenance,2016,Total,Enacted,7856822.0,0.0
2017,Navy,Operation and Maitenance,Navy - Operating Forces,Ship Operations,Ship Depot Operations Support,2016,Total,Enacted,1554812.0,0.0
2017,Navy,Operation and Maitenance,Navy - Operating Forces,Combat Operations/Support,Combat Communications,2016,Total,Enacted,714920.0,0.0
2017,Navy,Operation and Maitenance,Navy - Operating Forces,Combat Operations/Support,Electronic Warfare,2016,Total,Enacted,96916.0,0.0
2017,Navy,Operation and Maitenance,Navy - Operating Forces,Combat Operations/Support,Space Systems and Surveillance,2016,Total,Enacted,191892.0,0.0
2017,Navy,Operation and Maitenance,Navy - Operating Forces,Combat Operations/Support,Warfare Tactics,2016,Total,Enacted,477287.0,0.0
2017,Navy,Operation and Maitenance,Navy - Operating Forces,Combat Operations/Support,Operational Meteorology and Oceanography,2016,Total,Enacted,373920.0,0.0
2017,Navy,Operation and Maitenance,Navy - Operating Forces,Combat Operations/Support,Combat Support Forces,2016,Total,Enacted,1645830.0,0.0
2017,Navy,Operation and Maitenance,Navy - Operating Forces,Combat Operations/Support,Equipment Maintenance,2016,Total,Enacted,133946.0,0.0
2017,Navy,Operation and Maitenance,Navy - Operating Forces,Combat Operations/Support,Depot Operations Support,2016,Total,Enacted,2443.0,0.0
2017,Navy,Operation and Maitenance,Navy - Operating Forces,Combat Operations/Support,Combatant Commanders Core Operations,2016,Total,Enacted,95210.0,0.0
2017,Navy,Operation and Maitenance,Navy - Operating Forces,Combat Operations/Support,Combatant Commanders Direct Mission Support,2016,Total,Enacted,71969.0,0.0
2017,Navy,Operation and Maitenance,Navy - Operating Forces,Weapons Support,Cruise Missile,2016,Total,Enacted,110734.0,0.0
2017,Navy,Operation and Maitenance,Navy - Operating Forces,Weapons Support,Fleet Ballistic Missile,2016,Total,Enacted,1206145.0,0.0
2017,Navy,Operation and Maitenance,Navy - Operating Forces,Weapons Support,In-Service Weapons Systems Support,2016,Total,Enacted,202529.0,0.0
2017,Navy,Operation and Maitenance,Navy - Operating Forces,Weapons Support,Weapons Maintenance,2016,Total,Enacted,810353.0,0.0
2017,Navy,Operation and Maitenance,Navy - Operating Forces,Weapons Support,Other Weapon Systems Support,2016,Total,Enacted,371547.0,0.0
2017,Navy,Operation and Maitenance,Navy - Operating Forces,Base Support,Enterprise Information,2016,Total,Enacted,872491.0,0.0
2017,Navy,Operation and Maitenance,Navy - Operating Forces,Base Support,"Sustainment, Restoration and Modernization",2016,Total,Enacted,2279319.0,0.0
2017,Navy,Operation and Maitenance,Navy - Operating Forces,Base Support,Base Operating Support,2016,Total,Enacted,4469976.0,0.0
2017,Navy,Operation and Maitenance,Navy - Mobilization,Ready Reserve and Prepositioning Force,Ship Prepositioning and Surge,2016,Total,Enacted,422825.0,0.0
2017,Navy,Operation and Maitenance,Navy - Mobilization,Ready Reserve and Prepositioning Force,Ready Reserve Force,2016,Total,Enacted,0.0,0.0
2017,Navy,Operation and Maitenance,Navy - Mobilization,Activations/Inactivations,Aircraft Activations/Inactivations,2016,Total,Enacted,6464.0,0.0
2017,Navy,Operation and Maitenance,Navy - Mobilization,Activations/Inactivations,Ship Activations/Inactivations,2016,Total,Enacted,361764.0,0.0
2017,Navy,Operation and Maitenance,Navy - Mobilization,Mobilization Preparation,Expeditionary Health Services Systems,2016,Total,Enacted,102835.0,0.0
2017,Navy,Operation and Maitenance,Navy - Mobilization,Mobilization Preparation,Industrial Readiness,2016,Total,Enacted,2237.0,0.0
2017,Navy,Operation and Maitenance,Navy - Mobilization,Mobilization Preparation,Coast Guard Support,2016,Total,Enacted,21823.0,0.0
2017,Navy,Operation and Maitenance,Navy - Training and Recruiting,Accession Training,Officer Acquisition,2016,Total,Enacted,149320.0,0.0
2017,Navy,Operation and Maitenance,Navy - Training and Recruiting,Accession Training,Recruit Training,2016,Total,Enacted,9035.0,0.0
2017,Navy,Operation and Maitenance,Navy - Training and Recruiting,Accession Training,Reserve Officers Training Corps,2016,Total,Enacted,156288.0,0.0
2017,Navy,Operation and Maitenance,Navy - Training and Recruiting,Basic Skill and Advanced Training,Specialized Skill Training,2016,Total,Enacted,698380.0,0.0
2017,Navy,Operation and Maitenance,Navy - Training and Recruiting,Basic Skill and Advanced Training,Flight Training,2016,Total,Enacted,8171.0,0.0
2017,Navy,Operation and Maitenance,Navy - Training and Recruiting,Basic Skill and Advanced Training,Professional Development Education,2016,Total,Enacted,165471.0,0.0
2017,Navy,Operation and Maitenance,Navy - Training and Recruiting,Basic Skill and Advanced Training,Training Support,2016,Total,Enacted,196048.0,0.0
2017,Navy,Operation and Maitenance,Navy - Training and Recruiting,Recruiting and Other Training & Education,Recruiting and Advertising,2016,Total,Enacted,230188.0,0.0
2017,Navy,Operation and Maitenance,Navy - Training and Recruiting,Recruiting and Other Training & Education,Off-Duty and Voluntary Education,2016,Total,Enacted,134207.0,0.0
2017,Navy,Operation and Maitenance,Navy - Training and Recruiting,Recruiting and Other Training & Education,Civilian Education and Training,2016,Total,Enacted,69257.0,0.0
2017,Navy,Operation and Maitenance,Navy - Training and Recruiting,Recruiting and Other Training & Education,Junior ROTC,2016,Total,Enacted,47653.0,0.0
2017,Navy,Operation and Maitenance,Navy - Administration and Servicewide Activities,Servicewide Support,Administration,2016,Total,Enacted,926284.0,0.0
2017,Navy,Operation and Maitenance,Navy - Administration and Servicewide Activities,Servicewide Support,External Relations,2016,Total,Enacted,14237.0,0.0
2017,Navy,Operation and Maitenance,Navy - Administration and Servicewide Activities,Servicewide Support,Civilian Manpower and Personnel Management,2016,Total,Enacted,120812.0,0.0
2017,Navy,Operation and Maitenance,Navy - Administration and Servicewide Activities,Servicewide Support,Military Manpower and Personnel Management,2016,Total,Enacted,347008.0,0.0
2017,Navy,Operation and Maitenance,Navy - Administration and Servicewide Activities,Servicewide Support,Other Personnel Support,2016,Total,Enacted,266016.0,0.0
2017,Navy,Operation and Maitenance,Navy - Administration and Servicewide Activities,Servicewide Support,Servicewide Communications,2016,Total,Enacted,326512.0,0.0
2017,Navy,Operation and Maitenance,Navy - Administration and Servicewide Activities,Servicewide Support,Spectrum Relocation Pre-Auction,2016,Total,Enacted,0.0,0.0
2017,Navy,Operation and Maitenance,Navy - Administration and Servicewide Activities,Servicewide Support,Medical Activities,2016,Total,Enacted,0.0,0.0
2017,Navy,Operation and Maitenance,Navy - Administration and Servicewide Activities,Logistics Operations and Technical Support,Servicewide Transportation,2016,Total,Enacted,354395.0,0.0
2017,Navy,Operation and Maitenance,Navy - Administration and Servicewide Activities,Logistics Operations and Technical Support,Environmental Programs,2016,Total,Enacted,0.0,0.0
2017,Navy,Operation and Maitenance,Navy - Administration and Servicewide Activities,Logistics Operations and Technical Support,"Planning, Engineering and Design",2016,Total,Enacted,274936.0,0.0
2017,Navy,Operation and Maitenance,Navy - Administration and Servicewide Activities,Logistics Operations and Technical Support,Acquisition and Program Management,2016,Total,Enacted,1125766.0,0.0
2017,Navy,Operation and Maitenance,Navy - Administration and Servicewide Activities,Logistics Operations and Technical Support,"Hull, Mechanical and Electrical Support",2016,Total,Enacted,48587.0,0.0
2017,Navy,Operation and Maitenance,Navy - Administration and Servicewide Activities,Logistics Operations and Technical Support,Combat/Weapons Systems,2016,Total,Enacted,25599.0,0.0
2017,Navy,Operation and Maitenance,Navy - Administration and Servicewide Activities,Logistics Operations and Technical Support,Space and Electronic Warfare Systems,2016,Total,Enacted,72768.0,0.0
2017,Navy,Operation and Maitenance,Navy - Administration and Servicewide Activities,Investigations and Security Programs,Naval Investigative Service,2016,Total,Enacted,590686.0,0.0
2017,Navy,Operation and Maitenance,Navy - Administration and Servicewide Activities,Support of Other Nations,International Headquarters and Agencies,2016,Total,Enacted,4768.0,0.0
2017,Navy,Operation and Maitenance,Navy - Administration and Servicewide Activities,Cancelled Accounts,Cancelled Account Adjustments,2016,Total,Enacted,0.0,0.0
2017,Navy,Operation and Maitenance,Navy - Administration and Servicewide Activities,Cancelled Accounts,Judgement Fund,2016,Total,Enacted,0.0,0.0
2017,Navy,Operation and Maitenance,Navy - Administration and Servicewide Activities,NA,Classified Programs,2016,Total,Enacted,532609.0,0.0
2017,Navy,Operation and Maitenance,Navy - Operating Forces,Expeditionary Forces,Operational Forces,2016,Total,Enacted,1236462.0,0.0
2017,Navy,Operation and Maitenance,Navy - Operating Forces,Expeditionary Forces,Field Logistics,2016,Total,Enacted,1191433.0,0.0
2017,Navy,Operation and Maitenance,Navy - Operating Forces,Expeditionary Forces,Depot Maintenance,2016,Total,Enacted,428583.0,0.0
2017,Navy,Operation and Maitenance,Navy - Operating Forces,USMC Prepositioning,Maritime Prepositioning,2016,Total,Enacted,86176.0,0.0
2017,Navy,Operation and Maitenance,Navy - Operating Forces,Base Support,"Sustainment, Restoration & Modernization",2016,Total,Enacted,749079.0,0.0
2017,Navy,Operation and Maitenance,Navy - Operating Forces,Base Support,Base Operating Support,2016,Total,Enacted,2041640.0,0.0
2017,Navy,Operation and Maitenance,Navy - Training and Recruiting,Accession Training,Recruit Training,2016,Total,Enacted,16260.0,0.0
2017,Navy,Operation and Maitenance,Navy - Training and Recruiting,Accession Training,Officer Acquisition,2016,Total,Enacted,975.0,0.0
2017,Navy,Operation and Maitenance,Navy - Training and Recruiting,Basic Skill and Advanced Training,Specialized Skill Training,2016,Total,Enacted,97307.0,0.0
2017,Navy,Operation and Maitenance,Navy - Training and Recruiting,Basic Skill and Advanced Training,Professional Development Education,2016,Total,Enacted,40786.0,0.0
2017,Navy,Operation and Maitenance,Navy - Training and Recruiting,Basic Skill and Advanced Training,Training Support,2016,Total,Enacted,385336.0,0.0
2017,Navy,Operation and Maitenance,Navy - Training and Recruiting,Recruiting and Other Training & Education,Recruiting and Advertising,2016,Total,Enacted,164806.0,0.0
2017,Navy,Operation and Maitenance,Navy - Training and Recruiting,Recruiting and Other Training & Education,Off-Duty and Voluntary Education,2016,Total,Enacted,37721.0,0.0
2017,Navy,Operation and Maitenance,Navy - Training and Recruiting,Recruiting and Other Training & Education,Junior ROTC,2016,Total,Enacted,23397.0,0.0
2017,Navy,Operation and Maitenance,Navy - Administration and Servicewide Activities,Servicewide Support,Servicewide Transportation,2016,Total,Enacted,81153.0,0.0
2017,Navy,Operation and Maitenance,Navy - Administration and Servicewide Activities,Servicewide Support,Administration,2016,Total,Enacted,335167.0,0.0
2017,Navy,Operation and Maitenance,Navy - Administration and Servicewide Activities,Servicewide Support,Acquisition and Program Management,2016,Total,Enacted,74641.0,0.0
2017,Navy,Operation and Maitenance,Navy - Administration and Servicewide Activities,Cancelled Accounts,Cancelled Account Adjustment,2016,Total,Enacted,0.0,0.0
2017,Navy,Operation and Maitenance,Navy - Operating Forces,Air Operations,Mission and Other Flight Operations,2016,Total,Enacted,523819.0,0.0
