SourceFiscalYear,Organization,AccountTitle,BudgetActivityTitle,AGtitle,SAG.Title,FiscalYear,OriginType,Type,Amount,Amount2
2013,Army,Operation and Maitenance,Army - Administration and Servicewide Activities,Servicewide Support,Base Operations Support,2011,Total,Obligated,0.0,0.0
2013,Army,Operation and Maitenance,Army - Administration and Servicewide Activities,Support to Other Nations,Support of NATO Operations,2011,Total,Obligated,465687.0,0.0
2013,Army,Operation and Maitenance,Army - Administration and Servicewide Activities,Support to Other Nations,Misc. Support of Other Nations,2011,Total,Obligated,15735.0,0.0
2013,Army,Operation and Maitenance,Army - Administration and Servicewide Activities,NA,Classified Programs,2011,Total,Obligated,3039942.0,0.0
2013,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Maneuver Units,2011,Total,Obligated,960.0,0.0
2013,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Modular Support Brigades,2011,Total,Obligated,9419.0,0.0
2013,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Echelons Above Brigade,2011,Total,Obligated,399609.0,0.0
2013,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Theater Level Assets,2011,Total,Obligated,133464.0,0.0
2013,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Land Forces Operations Support,2011,Total,Obligated,542199.0,0.0
2013,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Aviation Assets,2011,Total,Obligated,66381.0,0.0
2013,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Force Readiness Operations Support,2011,Total,Obligated,387195.0,0.0
2013,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Land Forces Systems Readiness,2011,Total,Obligated,104155.0,0.0
2013,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Land Forces Depot Maintenance,2011,Total,Obligated,138854.0,0.0
2013,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Base Operations Support,2011,Total,Obligated,550103.0,0.0
2013,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,"Facilities Sustainment, Restoration & Modernization",2011,Total,Obligated,222831.0,0.0
2013,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Management and Operational Headquarters,2011,Total,Obligated,0.0,0.0
2013,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Additional Activities,2011,Total,Obligated,196783.0,0.0
2013,Army,Operation and Maitenance,Army - Administration and Servicewide Activities,Logistics Operations and Technical Support,Servicewide Transportation,2011,Total,Obligated,12717.0,0.0
2013,Army,Operation and Maitenance,Army - Administration and Servicewide Activities,Servicewide Support,Administration,2011,Total,Obligated,73083.0,0.0
2013,Army,Operation and Maitenance,Army - Administration and Servicewide Activities,Servicewide Support,Servicewide Communications,2011,Total,Obligated,4167.0,0.0
2013,Army,Operation and Maitenance,Army - Administration and Servicewide Activities,Servicewide Support,Manpower Management,2011,Total,Obligated,19510.0,0.0
2013,Army,Operation and Maitenance,Army - Administration and Servicewide Activities,Servicewide Support,Recruiting and Advertising,2011,Total,Obligated,53470.0,0.0
2013,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Maneuver Units,2011,Total,Obligated,694610.0,0.0
2013,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Modular Support Brigades,2011,Total,Obligated,176593.0,0.0
2013,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Echelons Above Brigade,2011,Total,Obligated,580696.0,0.0
2013,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Theater Level Assets,2011,Total,Obligated,273999.0,0.0
2013,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Land Forces Operations Support,2011,Total,Obligated,36912.0,0.0
2013,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Aviation Assets,2011,Total,Obligated,954356.0,0.0
2013,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Force Readiness Operations Support,2011,Total,Obligated,624537.0,0.0
2013,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Land Forces Systems Readiness,2011,Total,Obligated,145110.0,0.0
2013,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Land Forces Depot Maintenance,2011,Total,Obligated,313832.0,0.0
2013,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Base Operations Support,2011,Total,Obligated,1067579.0,0.0
2013,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,"Facilities Sustainment, Restoration & Modernization",2011,Total,Obligated,599759.0,0.0
2013,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Management and Operational Headquarters,2011,Total,Obligated,739176.0,0.0
2013,Army,Operation and Maitenance,Army - Administration and Servicewide Activities,Logistics Operations and Technical Support,Servicewide Transportation,2011,Total,Obligated,6579.0,0.0
2013,Army,Operation and Maitenance,Army - Administration and Servicewide Activities,Servicewide Support,Real Estate Management,2011,Total,Obligated,0.0,0.0
2013,Army,Operation and Maitenance,Army - Administration and Servicewide Activities,Servicewide Support,Administration,2011,Total,Obligated,136714.0,0.0
2013,Army,Operation and Maitenance,Army - Administration and Servicewide Activities,Servicewide Support,Servicewide Communications,2011,Total,Obligated,52475.0,0.0
2013,Army,Operation and Maitenance,Army - Administration and Servicewide Activities,Servicewide Support,Manpower Management,2011,Total,Obligated,6521.0,0.0
2013,Army,Operation and Maitenance,Army - Administration and Servicewide Activities,Servicewide Support,Recruiting and Advertising,2011,Total,Obligated,377384.0,0.0
2013,Army,Operation and Maitenance,Army - Ministry of Defense,Defense Forces,"Sustainment, Restoration and Modernization",2011,Total,Obligated,2611200.0,0.0
2013,Army,Operation and Maitenance,Army - Ministry of Defense,Defense Forces,Infrastructure,2011,Total,Obligated,1614900.0,0.0
2013,Army,Operation and Maitenance,Army - Ministry of Defense,Defense Forces,Equipment and Transportation,2011,Total,Obligated,2437249.0,0.0
2013,Army,Operation and Maitenance,Army - Ministry of Defense,Defense Forces,Training and Operations,2011,Total,Obligated,843951.0,0.0
2013,Army,Operation and Maitenance,Army - Ministry of Interior,Interior Forces,"Sustainment, Restoration and Modernization",2011,Total,Obligated,1419950.0,0.0
2013,Army,Operation and Maitenance,Army - Ministry of Interior,Interior Forces,Infrastructure,2011,Total,Obligated,883914.0,0.0
2013,Army,Operation and Maitenance,Army - Ministry of Interior,Interior Forces,Equipment and Transportation,2011,Total,Obligated,1083403.0,0.0
2013,Army,Operation and Maitenance,Army - Ministry of Interior,Interior Forces,Training and Operations,2011,Total,Obligated,618903.0,0.0
2013,Army,Operation and Maitenance,Army - Related Activities,Related Activities,"Sustainment, Restoration and Modernization",2011,Total,Obligated,30637.0,0.0
2013,Army,Operation and Maitenance,Army - Related Activities,Related Activities,Infrastructure,2011,Total,Obligated,61e3,0.0
2013,Army,Operation and Maitenance,Army - Related Activities,Related Activities,Equipment and Transportation,2011,Total,Obligated,4876.0,0.0
2013,Army,Operation and Maitenance,Army - Related Activities,Related Activities,Training and Operations,2011,Total,Obligated,9300.0,0.0
2013,Army,Operation and Maitenance,Army - Ministry of Defense,Administration,Iraq Security Forces Fund,2011,Total,Obligated,1381334.0,0.0
2013,Army,Operation and Maitenance,Army - Ministry of Interior,Administration,Iraq Interior Forces,2011,Total,Obligated,113666.0,0.0
2013,Army,Operation and Maitenance,Army - Associated Activities,Administration,Iraq Quick Response,2011,Total,Obligated,5e3,0.0
2013,Army,Operation and Maitenance,Army - Afghanistan Infrastructure Fund,Administration,Power,2011,Total,Obligated,357e3,0.0
2013,Army,Operation and Maitenance,Army - Afghanistan Infrastructure Fund,Administration,Transportation,2011,Total,Obligated,23e3,0.0
2013,Army,Operation and Maitenance,Army - Afghanistan Infrastructure Fund,Administration,Other Related Activities,2011,Total,Obligated,2e4,0.0
2013,Army,Operation and Maitenance,Army - Defense Security Forces,Pakistan Counterinsurgency Fund,Infrastructure,2011,Total,Obligated,102780.0,0.0
2013,Army,Operation and Maitenance,Army - Frontier Corps,Pakistan Counterinsurgency Fund,Equipment and Transportation,2011,Total,,0.0,0.0
2013,Navy,Operation and Maitenance,Navy - Operating Forces,Air Operations,Mission and Other Flight Operations,2011,Total,Obligated,5502887.0,0.0
2013,Navy,Operation and Maitenance,Navy - Operating Forces,Air Operations,Fleet Air Training,2011,Total,Obligated,1741145.0,0.0
2013,Navy,Operation and Maitenance,Navy - Operating Forces,Air Operations,Aviation Technical Data & Engineering Services,2011,Total,Obligated,41015.0,0.0
2013,Navy,Operation and Maitenance,Navy - Operating Forces,Air Operations,Air Operations and Safety Support,2011,Total,Obligated,111621.0,0.0
2013,Navy,Operation and Maitenance,Navy - Operating Forces,Air Operations,Air Systems Support,2011,Total,Obligated,407161.0,0.0
2013,Navy,Operation and Maitenance,Navy - Operating Forces,Air Operations,Aircraft Depot Maintenance,2011,Total,Obligated,1468160.0,0.0
2013,Navy,Operation and Maitenance,Navy - Operating Forces,Air Operations,Aircraft Depot Operations Support,2011,Total,Obligated,35853.0,0.0
2013,Navy,Operation and Maitenance,Navy - Operating Forces,Air Operations,Aviation Logistics,2011,Total,Obligated,0.0,0.0
2013,Navy,Operation and Maitenance,Navy - Operating Forces,Ship Operations,Mission and Other Ship Operations,2011,Total,Obligated,5055942.0,0.0
2013,Navy,Operation and Maitenance,Navy - Operating Forces,Ship Operations,Ship Operations Support & Training,2011,Total,Obligated,810205.0,0.0
2013,Navy,Operation and Maitenance,Navy - Operating Forces,Ship Operations,Ship Depot Maintenance,2011,Total,Obligated,7173659.0,0.0
2013,Navy,Operation and Maitenance,Navy - Operating Forces,Ship Operations,Ship Depot Operations Support,2011,Total,Obligated,1362285.0,0.0
2013,Navy,Operation and Maitenance,Navy - Operating Forces,Combat Related Operations,Combat Communications,2011,Total,Obligated,722457.0,0.0
2013,Navy,Operation and Maitenance,Navy - Operating Forces,Combat Related Operations,Electronic Warfare,2011,Total,Obligated,88053.0,0.0
2013,Navy,Operation and Maitenance,Navy - Operating Forces,Combat Related Operations,Space Systems and Surveillance,2011,Total,Obligated,224511.0,0.0
2013,Navy,Operation and Maitenance,Navy - Operating Forces,Combat Related Operations,Warfare Tactics,2011,Total,Obligated,501235.0,0.0
2013,Navy,Operation and Maitenance,Navy - Operating Forces,Combat Related Operations,Operational Meteorology and Oceanography,2011,Total,Obligated,345711.0,0.0
2013,Navy,Operation and Maitenance,Navy - Operating Forces,Combat Related Operations,Combat Support Forces,2011,Total,Obligated,2638136.0,0.0
2013,Navy,Operation and Maitenance,Navy - Operating Forces,Combat Related Operations,Equipment and Transportation,2011,Total,Obligated,179578.0,0.0
2013,Navy,Operation and Maitenance,Navy - Operating Forces,Combat Related Operations,Depot Operations Support,2011,Total,Obligated,2588.0,0.0
2013,Navy,Operation and Maitenance,Navy - Operating Forces,Combat Related Operations,Combatant Commanders Core Operations,2011,Total,Obligated,195405.0,0.0
2013,Navy,Operation and Maitenance,Navy - Operating Forces,Combat Related Operations,Combatant Commanders Direct Mission Support,2011,Total,Obligated,266702.0,0.0
2013,Navy,Operation and Maitenance,Navy - Operating Forces,Weapons Support,Cruise Missile,2011,Total,Obligated,126020.0,0.0
2013,Navy,Operation and Maitenance,Navy - Operating Forces,Weapons Support,Fleet Ballistic Missile,2011,Total,Obligated,1152855.0,0.0
2013,Navy,Operation and Maitenance,Navy - Operating Forces,Weapons Support,In-Service Weapons Systems Support,2011,Total,Obligated,145153.0,0.0
2013,Navy,Operation and Maitenance,Navy - Operating Forces,Weapons Support,Weapons Maintenance,2011,Total,Obligated,603826.0,0.0
2013,Navy,Operation and Maitenance,Navy - Operating Forces,Weapons Support,Other Weapon Systems Support,2011,Total,Obligated,367034.0,0.0
2013,Navy,Operation and Maitenance,Navy - Operating Forces,Base Support,Enterprise Information,2011,Total,Obligated,1009419.0,0.0
2013,Navy,Operation and Maitenance,Navy - Operating Forces,Base Support,"Sustainment, Restoration and Modernization",2011,Total,Obligated,2218009.0,0.0
2013,Navy,Operation and Maitenance,Navy - Operating Forces,Base Support,Base Support,2011,Total,Obligated,4765005.0,0.0
2013,Navy,Operation and Maitenance,Navy - Mobilization,Ready Reserve and Prepositioning Force,Ship Prepositioning and Surge,2011,Total,Obligated,418070.0,0.0
2013,Navy,Operation and Maitenance,Navy - Mobilization,Activations/Inactivations,Aircraft Activations/Inactivations,2011,Total,Obligated,5834.0,0.0
2013,Navy,Operation and Maitenance,Navy - Mobilization,Activations/Inactivations,Ship Activations/Inactivations,2011,Total,Obligated,181640.0,0.0
2013,Navy,Operation and Maitenance,Navy - Mobilization,Mobilization Preparation,Expeditionary Health Services Systems,2011,Total,Obligated,71961.0,0.0
2013,Navy,Operation and Maitenance,Navy - Mobilization,Mobilization Preparation,Industrial Preparedness,2011,Total,Obligated,2156.0,0.0
2013,Navy,Operation and Maitenance,Navy - Mobilization,Mobilization Preparation,Coast Guard Support,2011,Total,Obligated,23232.0,0.0
2013,Navy,Operation and Maitenance,Navy - Training and Recruiting,Accession Training,Officer Acquisition,2011,Total,Obligated,141740.0,0.0
2013,Navy,Operation and Maitenance,Navy - Training and Recruiting,Accession Training,Recruit Training,2011,Total,Obligated,10831.0,0.0
2013,Navy,Operation and Maitenance,Navy - Training and Recruiting,Accession Training,Reserve Officers Training Corps,2011,Total,Obligated,135567.0,0.0
2013,Navy,Operation and Maitenance,Navy - Training and Recruiting,Basic Skills and Advanced Training,Specialized Skill Training,2011,Total,Obligated,628063.0,0.0
2013,Navy,Operation and Maitenance,Navy - Training and Recruiting,Basic Skills and Advanced Training,Flight Training,2011,Total,Obligated,9079.0,0.0
2013,Navy,Operation and Maitenance,Navy - Training and Recruiting,Basic Skills and Advanced Training,Professional Development Education,2011,Total,Obligated,162442.0,0.0
2013,Navy,Operation and Maitenance,Navy - Training and Recruiting,Basic Skills and Advanced Training,Training and Operations,2011,Total,Obligated,176483.0,0.0
2013,Navy,Operation and Maitenance,Navy - Training and Recruiting,"Recruiting, and Other Training & Education",Recruiting and Advertising,2011,Total,Obligated,256063.0,0.0
2013,Navy,Operation and Maitenance,Navy - Training and Recruiting,"Recruiting, and Other Training & Education",Off-Duty and Voluntary Education,2011,Total,Obligated,133224.0,0.0
2013,Navy,Operation and Maitenance,Navy - Training and Recruiting,"Recruiting, and Other Training & Education",Civilian Education and Training,2011,Total,Obligated,95529.0,0.0
2013,Navy,Operation and Maitenance,Navy - Training and Recruiting,"Recruiting, and Other Training & Education",Junior Reserve Officer Training Corps,2011,Total,Obligated,52412.0,0.0
2013,Navy,Operation and Maitenance,Navy - Administration and Servicewide Activities,Servicewide Support,Administration,2011,Total,Obligated,866309.0,0.0
2013,Navy,Operation and Maitenance,Navy - Administration and Servicewide Activities,Servicewide Support,External Relations,2011,Total,Obligated,9571.0,0.0
2013,Navy,Operation and Maitenance,Navy - Administration and Servicewide Activities,Servicewide Support,Civilian Manpower and Personnel Management,2011,Total,Obligated,121251.0,0.0
2013,Navy,Operation and Maitenance,Navy - Administration and Servicewide Activities,Servicewide Support,Military Manpower and Personnel Management,2011,Total,Obligated,204838.0,0.0
2013,Navy,Operation and Maitenance,Navy - Administration and Servicewide Activities,Servicewide Support,Other Personnel Support,2011,Total,Obligated,277652.0,0.0
2013,Navy,Operation and Maitenance,Navy - Administration and Servicewide Activities,Servicewide Support,Servicewide Communications,2011,Total,Obligated,515420.0,0.0
2013,Navy,Operation and Maitenance,Navy - Administration and Servicewide Activities,Servicewide Support,Medical Activities,2011,Total,Obligated,21729.0,0.0
2013,Navy,Operation and Maitenance,Navy - Administration and Servicewide Activities,Logistics Operations and Technical Support,Servicewide Transportation,2011,Total,Obligated,411581.0,0.0
2013,Navy,Operation and Maitenance,Navy - Administration and Servicewide Activities,Logistics Operations and Technical Support,Environmental Programs,2011,Total,Obligated,302270.0,0.0
2013,Navy,Operation and Maitenance,Navy - Administration and Servicewide Activities,Logistics Operations and Technical Support,"Planning, Engineering and Design",2011,Total,Obligated,259434.0,0.0
2013,Navy,Operation and Maitenance,Navy - Administration and Servicewide Activities,Logistics Operations and Technical Support,Acquisition and Program Management,2011,Total,Obligated,849027.0,0.0
2013,Navy,Operation and Maitenance,Navy - Administration and Servicewide Activities,Logistics Operations and Technical Support,"Hull, Mechanical and Electrical Support",2011,Total,Obligated,51980.0,0.0
2013,Navy,Operation and Maitenance,Navy - Administration and Servicewide Activities,Logistics Operations and Technical Support,Combat/Weapons Systems,2011,Total,Obligated,17627.0,0.0
2013,Navy,Operation and Maitenance,Navy - Administration and Servicewide Activities,Logistics Operations and Technical Support,Space and Electronic Warfare Systems,2011,Total,Obligated,71842.0,0.0
2013,Navy,Operation and Maitenance,Navy - Administration and Servicewide Activities,Investigations and Security Programs,Naval Investigative Service,2011,Total,Obligated,581693.0,0.0
2013,Navy,Operation and Maitenance,Navy - Administration and Servicewide Activities,Support to Other Nations,International Headquarters and Agencies,2011,Total,Obligated,5179.0,0.0
2013,Navy,Operation and Maitenance,Navy - Administration and Servicewide Activities,Cancelled Accounts,Cancelled Account Adjustments,2011,Total,Obligated,5666.0,0.0
2013,Navy,Operation and Maitenance,Navy - Administration and Servicewide Activities,Cancelled Accounts,Judgment Fund,2011,Total,Obligated,591.0,0.0
2013,Navy,Operation and Maitenance,Navy - Administration and Servicewide Activities,NA,Classified Programs,2011,Total,Obligated,625214.0,0.0
2013,Navy,Operation and Maitenance,Navy - Operating Forces,Expeditionary Forces,Operating Forces,2011,Total,Obligated,2456726.0,0.0
2013,Navy,Operation and Maitenance,Navy - Operating Forces,Expeditionary Forces,Field Logistics,2011,Total,Obligated,1884035.0,0.0
2013,Navy,Operation and Maitenance,Navy - Operating Forces,Expeditionary Forces,Depot Maintenance,2011,Total,Obligated,493266.0,0.0
2013,Navy,Operation and Maitenance,Navy - Operating Forces,USMC Prepositioning,Maritime Prepositioning,2011,Total,Obligated,72727.0,0.0
2013,Navy,Operation and Maitenance,Navy - Operating Forces,Base Support,"Sustainment, Restoration and Modernization",2011,Total,Obligated,716401.0,0.0
2013,Navy,Operation and Maitenance,Navy - Operating Forces,Base Support,Base Support,2011,Total,Obligated,2419965.0,0.0
2013,Navy,Operation and Maitenance,Navy - Training and Recruiting,Accession Training,Recruit Training,2011,Total,Obligated,16200.0,0.0
2013,Navy,Operation and Maitenance,Navy - Training and Recruiting,Accession Training,Officer Acquisition,2011,Total,Obligated,416.0,0.0
2013,Navy,Operation and Maitenance,Navy - Training and Recruiting,Basic Skills and Advanced Training,Specialized Skill Training,2011,Total,Obligated,89714.0,0.0
2013,Navy,Operation and Maitenance,Navy - Training and Recruiting,Basic Skills and Advanced Training,Professional Development Education,2011,Total,Obligated,31492.0,0.0
2013,Navy,Operation and Maitenance,Navy - Training and Recruiting,Basic Skills and Advanced Training,Training and Operations,2011,Total,Obligated,574773.0,0.0
2013,Navy,Operation and Maitenance,Navy - Training and Recruiting,"Recruiting, and Other Training & Education",Recruiting and Advertising,2011,Total,Obligated,234351.0,0.0
2013,Navy,Operation and Maitenance,Navy - Training and Recruiting,"Recruiting, and Other Training & Education",Off-Duty and Voluntary Education,2011,Total,Obligated,61228.0,0.0
2013,Navy,Operation and Maitenance,Navy - Training and Recruiting,"Recruiting, and Other Training & Education",Junior Reserve Officer Training Corps,2011,Total,Obligated,19291.0,0.0
2013,Navy,Operation and Maitenance,Navy - Administration and Servicewide Activities,Servicewide Support,Servicewide Transportation,2011,Total,Obligated,532715.0,0.0
2013,Navy,Operation and Maitenance,Navy - Administration and Servicewide Activities,Servicewide Support,Acquisition and Program Management,2011,Total,Obligated,91404.0,0.0
2013,Navy,Operation and Maitenance,Navy - Administration and Servicewide Activities,Cancelled Accounts,Cancelled Account Adjustments,2011,Total,Obligated,91.0,0.0
2013,Navy,Operation and Maitenance,Navy - Operating Forces,Air Operations,Mission and Other Flight Operations,2011,Total,Obligated,633997.0,0.0
2013,Navy,Operation and Maitenance,Navy - Operating Forces,Air Operations,Intermediate Maintenance,2011,Total,Obligated,12075.0,0.0
2013,Navy,Operation and Maitenance,Navy - Operating Forces,Air Operations,Air Operations and Safety Support,2011,Total,Obligated,1228.0,0.0
2013,Navy,Operation and Maitenance,Navy - Operating Forces,Air Operations,Aircraft Depot Maintenance,2011,Total,Obligated,152358.0,0.0
2013,Navy,Operation and Maitenance,Navy - Operating Forces,Air Operations,Aircraft Depot Operations Support,2011,Total,Obligated,244.0,0.0
2013,Navy,Operation and Maitenance,Navy - Operating Forces,Ship Operations,Mission and Other Ship Operations,2011,Total,Obligated,66117.0,0.0
2013,Navy,Operation and Maitenance,Navy - Operating Forces,Ship Operations,Ship Operations Support & Training,2011,Total,Obligated,582.0,0.0
2013,Navy,Operation and Maitenance,Navy - Operating Forces,Ship Operations,Ship Depot Maintenance,2011,Total,Obligated,88590.0,0.0
2013,Navy,Operation and Maitenance,Navy - Operating Forces,Combat Related Operations,Combat Communications,2011,Total,Obligated,17625.0,0.0
2013,Navy,Operation and Maitenance,Navy - Operating Forces,Combat Related Operations,Combat Support Forces,2011,Total,Obligated,150536.0,0.0
2013,Navy,Operation and Maitenance,Navy - Operating Forces,Weapons Support,Weapons Maintenance,2011,Total,Obligated,5055.0,0.0
2013,Navy,Operation and Maitenance,Navy - Operating Forces,Base Support,Enterprise Information,2011,Total,Obligated,70098.0,0.0
2013,Navy,Operation and Maitenance,Navy - Operating Forces,Base Support,"Sustainment, Restoration and Modernization",2011,Total,Obligated,90551.0,0.0
2013,Navy,Operation and Maitenance,Navy - Operating Forces,Base Support,Base Support,2011,Total,Obligated,124990.0,0.0
2013,Navy,Operation and Maitenance,Navy - Administration and Servicewide Activities,Servicewide Support,Administration,2011,Total,Obligated,1906.0,0.0
2013,Navy,Operation and Maitenance,Navy - Administration and Servicewide Activities,Servicewide Support,Military Manpower and Personnel Management,2011,Total,Obligated,19082.0,0.0
2013,Navy,Operation and Maitenance,Navy - Administration and Servicewide Activities,Servicewide Support,Servicewide Communications,2011,Total,Obligated,2665.0,0.0
2013,Navy,Operation and Maitenance,Navy - Administration and Servicewide Activities,Logistics Operations and Technical Support,Acquisition and Program Management,2011,Total,Obligated,3540.0,0.0
2013,Navy,Operation and Maitenance,Navy - Operating Forces,Expeditionary Forces,Operating Forces,2011,Total,Obligated,122418.0,0.0
2013,Navy,Operation and Maitenance,Navy - Operating Forces,Expeditionary Forces,Depot Maintenance,2011,Total,Obligated,16207.0,0.0
2013,Navy,Operation and Maitenance,Navy - Operating Forces,Base Support,"Sustainment, Restoration and Modernization",2011,Total,Obligated,45903.0,0.0
2013,Navy,Operation and Maitenance,Navy - Operating Forces,Base Support,Base Support,2011,Total,Obligated,100647.0,0.0
2013,Navy,Operation and Maitenance,Navy - Administration and Servicewide Activities,Servicewide Support,Servicewide Transportation,2011,Total,Obligated,50.0,0.0
2013,Navy,Operation and Maitenance,Navy - Administration and Servicewide Activities,Servicewide Support,Administration,2011,Total,Obligated,9930.0,0.0
2013,Navy,Operation and Maitenance,Navy - Administration and Servicewide Activities,Servicewide Support,Recruiting and Advertising,2011,Total,Obligated,8808.0,0.0
2013,Navy,Operation and Maitenance,Navy - Administration and Servicewide Activities,Cancelled Accounts,Cancelled Account Adjustments,2011,Total,Obligated,7.0,0.0
2013,Air Force,Operation and Maitenance,Air Force - Operating Forces,Air Operations,Primary Combat Forces,2011,Total,Obligated,6363629.0,0.0
2013,Air Force,Operation and Maitenance,Air Force - Operating Forces,Air Operations,Combat Enhancement Forces,2011,Total,Obligated,4838579.0,0.0
2013,Air Force,Operation and Maitenance,Air Force - Operating Forces,Air Operations,"Air Operations Training (OJT, Maintain Skills)",2011,Total,Obligated,1509357.0,0.0
2013,Air Force,Operation and Maitenance,Air Force - Operating Forces,Air Operations,Depot Maintenance,2011,Total,Obligated,2571144.0,0.0
2013,Air Force,Operation and Maitenance,Air Force - Operating Forces,Air Operations,"Facilities Sustainment, Restoration & Modernization",2011,Total,Obligated,1871511.0,0.0
2013,Air Force,Operation and Maitenance,Air Force - Operating Forces,Air Operations,Base Support,2011,Total,Obligated,5435874.0,0.0
2013,Air Force,Operation and Maitenance,Air Force - Operating Forces,Combat Related Operations,Global C3I and Early Warning,2011,Total,Obligated,1540359.0,0.0
2013,Air Force,Operation and Maitenance,Air Force - Operating Forces,Combat Related Operations,Other Combat Ops Spt Programs,2011,Total,Obligated,1326726.0,0.0
2013,Air Force,Operation and Maitenance,Air Force - Operating Forces,Combat Related Operations,JCS Exercises,2011,Total,Obligated,224.0,0.0
2013,Air Force,Operation and Maitenance,Air Force - Operating Forces,Combat Related Operations,Tactical Intel and Other Special Activities,2011,Total,Obligated,623781.0,0.0
2013,Air Force,Operation and Maitenance,Air Force - Operating Forces,Space Operations,Launch Facilities,2011,Total,Obligated,338374.0,0.0
2013,Air Force,Operation and Maitenance,Air Force - Operating Forces,Space Operations,Space Control Systems,2011,Total,Obligated,753881.0,0.0
2013,Air Force,Operation and Maitenance,Air Force - Operating Forces,COCOM,Combatant Commanders Direct Mission Support,2011,Total,Obligated,1019169.0,0.0
2013,Air Force,Operation and Maitenance,Air Force - Operating Forces,COCOM,Combatant Commanders Core Operations,2011,Total,Obligated,198401.0,0.0
2013,Air Force,Operation and Maitenance,Air Force - Mobilization,Mobility Operations,Airlift Operations,2011,Total,Obligated,6886700.0,0.0
2013,Air Force,Operation and Maitenance,Air Force - Mobilization,Mobility Operations,Mobilization Preparedness,2011,Total,Obligated,243836.0,0.0
2013,Air Force,Operation and Maitenance,Air Force - Mobilization,Mobility Operations,Depot Maintenance,2011,Total,Obligated,472343.0,0.0
2013,Air Force,Operation and Maitenance,Air Force - Mobilization,Mobility Operations,"Facilities Sustainment, Restoration & Modernization",2011,Total,Obligated,384945.0,0.0
2013,Air Force,Operation and Maitenance,Air Force - Mobilization,Mobility Operations,Base Support,2011,Total,Obligated,821598.0,0.0
2013,Air Force,Operation and Maitenance,Air Force - Training and Recruiting,Accession Training,Officer Acquisition,2011,Total,Obligated,122369.0,0.0
2013,Air Force,Operation and Maitenance,Air Force - Training and Recruiting,Accession Training,Recruit Training,2011,Total,Obligated,16364.0,0.0
2013,Air Force,Operation and Maitenance,Air Force - Training and Recruiting,Accession Training,Reserve Officers Training Corps,2011,Total,Obligated,82538.0,0.0
2013,Air Force,Operation and Maitenance,Air Force - Training and Recruiting,Accession Training,"Facilities Sustainment, Restoration & Modernization",2011,Total,Obligated,408594.0,0.0
2013,Air Force,Operation and Maitenance,Air Force - Training and Recruiting,Accession Training,Base Support,2011,Total,Obligated,957038.0,0.0
2013,Air Force,Operation and Maitenance,Air Force - Training and Recruiting,Basic Skills and Advanced Training,Specialized Skill Training,2011,Total,Obligated,436777.0,0.0
2013,Air Force,Operation and Maitenance,Air Force - Training and Recruiting,Basic Skills and Advanced Training,Flight Training,2011,Total,Obligated,970354.0,0.0
2013,Air Force,Operation and Maitenance,Air Force - Training and Recruiting,Basic Skills and Advanced Training,Professional Development Education,2011,Total,Obligated,208533.0,0.0
2013,Air Force,Operation and Maitenance,Air Force - Training and Recruiting,Basic Skills and Advanced Training,Training and Operations,2011,Total,Obligated,131822.0,0.0
2013,Air Force,Operation and Maitenance,Air Force - Training and Recruiting,Basic Skills and Advanced Training,Depot Maintenance,2011,Total,Obligated,9986.0,0.0
2013,Air Force,Operation and Maitenance,Air Force - Training and Recruiting,Basic Skills and Advanced Training,Judgment Fund,2011,Total,Obligated,11701.0,0.0
2013,Air Force,Operation and Maitenance,Air Force - Training and Recruiting,"Recruiting, and Other Training & Education",Recruiting and Advertising,2011,Total,Obligated,123470.0,0.0
2013,Air Force,Operation and Maitenance,Air Force - Training and Recruiting,"Recruiting, and Other Training & Education",Examining,2011,Total,Obligated,2224.0,0.0
2013,Air Force,Operation and Maitenance,Air Force - Training and Recruiting,"Recruiting, and Other Training & Education",Off-Duty and Voluntary Education,2011,Total,Obligated,232746.0,0.0
