SourceFiscalYear,Organization,AccountTitle,BudgetActivityTitle,AGtitle,SAG.Title,FiscalYear,Amount2,Amount,Amount3
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Maneuver Units,2011,1087321.0,1087321.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Maneuver Units,2011,1087321.0,1087321.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Maneuver Units,2011,1087321.0,1087321.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Maneuver Units,2011,1087321.0,1087321.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Maneuver Units,2011,1087321.0,1087321.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Maneuver Units,2011,1087321.0,1087321.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Maneuver Units,2011,1087321.0,1282.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Maneuver Units,2011,1087321.0,1282.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Maneuver Units,2011,1087321.0,1282.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Maneuver Units,2011,1087321.0,1282.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Maneuver Units,2011,1087321.0,1282.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Maneuver Units,2011,1087321.0,1282.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Maneuver Units,2011,1087321.0,807193.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Maneuver Units,2011,1087321.0,807193.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Maneuver Units,2011,1087321.0,807193.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Maneuver Units,2011,1087321.0,807193.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Maneuver Units,2011,1087321.0,807193.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Maneuver Units,2011,1087321.0,807193.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Maneuver Units,2011,1087321.0,0.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Maneuver Units,2011,1087321.0,0.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Maneuver Units,2011,1087321.0,0.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Maneuver Units,2011,1087321.0,0.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Maneuver Units,2011,1087321.0,0.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Maneuver Units,2011,1087321.0,0.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Maneuver Units,2011,1087321.0,0.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Maneuver Units,2011,1087321.0,0.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Maneuver Units,2011,1087321.0,0.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Maneuver Units,2011,1087321.0,0.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Maneuver Units,2011,1087321.0,0.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Maneuver Units,2011,1087321.0,0.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Maneuver Units,2011,1087321.0,0.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Maneuver Units,2011,1087321.0,0.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Maneuver Units,2011,1087321.0,0.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Maneuver Units,2011,1087321.0,0.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Maneuver Units,2011,1087321.0,0.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Maneuver Units,2011,1087321.0,0.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Modular Support Brigades,2011,114448.0,114448.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Modular Support Brigades,2011,114448.0,114448.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Modular Support Brigades,2011,114448.0,114448.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Modular Support Brigades,2011,114448.0,114448.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Modular Support Brigades,2011,114448.0,114448.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Modular Support Brigades,2011,114448.0,114448.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Modular Support Brigades,2011,114448.0,12413.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Modular Support Brigades,2011,114448.0,12413.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Modular Support Brigades,2011,114448.0,12413.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Modular Support Brigades,2011,114448.0,12413.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Modular Support Brigades,2011,114448.0,12413.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Modular Support Brigades,2011,114448.0,12413.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Modular Support Brigades,2011,114448.0,166474.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Modular Support Brigades,2011,114448.0,166474.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Modular Support Brigades,2011,114448.0,166474.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Modular Support Brigades,2011,114448.0,166474.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Modular Support Brigades,2011,114448.0,166474.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Modular Support Brigades,2011,114448.0,166474.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Modular Support Brigades,2011,114448.0,0.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Modular Support Brigades,2011,114448.0,0.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Modular Support Brigades,2011,114448.0,0.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Modular Support Brigades,2011,114448.0,0.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Modular Support Brigades,2011,114448.0,0.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Modular Support Brigades,2011,114448.0,0.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Modular Support Brigades,2011,114448.0,0.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Modular Support Brigades,2011,114448.0,0.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Modular Support Brigades,2011,114448.0,0.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Modular Support Brigades,2011,114448.0,0.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Modular Support Brigades,2011,114448.0,0.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Modular Support Brigades,2011,114448.0,0.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Modular Support Brigades,2011,114448.0,0.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Modular Support Brigades,2011,114448.0,0.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Modular Support Brigades,2011,114448.0,0.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Modular Support Brigades,2011,114448.0,0.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Modular Support Brigades,2011,114448.0,0.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Modular Support Brigades,2011,114448.0,0.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Echelons Above Brigade,2011,773540.0,773540.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Echelons Above Brigade,2011,773540.0,773540.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Echelons Above Brigade,2011,773540.0,773540.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Echelons Above Brigade,2011,773540.0,773540.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Echelons Above Brigade,2011,773540.0,773540.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Echelons Above Brigade,2011,773540.0,773540.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Echelons Above Brigade,2011,773540.0,460814.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Echelons Above Brigade,2011,773540.0,460814.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Echelons Above Brigade,2011,773540.0,460814.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Echelons Above Brigade,2011,773540.0,460814.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Echelons Above Brigade,2011,773540.0,460814.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Echelons Above Brigade,2011,773540.0,460814.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Echelons Above Brigade,2011,773540.0,607567.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Echelons Above Brigade,2011,773540.0,607567.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Echelons Above Brigade,2011,773540.0,607567.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Echelons Above Brigade,2011,773540.0,607567.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Echelons Above Brigade,2011,773540.0,607567.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Echelons Above Brigade,2011,773540.0,607567.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Echelons Above Brigade,2011,773540.0,0.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Echelons Above Brigade,2011,773540.0,0.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Echelons Above Brigade,2011,773540.0,0.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Echelons Above Brigade,2011,773540.0,0.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Echelons Above Brigade,2011,773540.0,0.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Echelons Above Brigade,2011,773540.0,0.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Echelons Above Brigade,2011,773540.0,0.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Echelons Above Brigade,2011,773540.0,0.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Echelons Above Brigade,2011,773540.0,0.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Echelons Above Brigade,2011,773540.0,0.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Echelons Above Brigade,2011,773540.0,0.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Echelons Above Brigade,2011,773540.0,0.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Echelons Above Brigade,2011,773540.0,0.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Echelons Above Brigade,2011,773540.0,0.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Echelons Above Brigade,2011,773540.0,0.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Echelons Above Brigade,2011,773540.0,0.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Echelons Above Brigade,2011,773540.0,0.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Echelons Above Brigade,2011,773540.0,0.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Theater Level Assets,2011,794806.0,794806.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Theater Level Assets,2011,794806.0,794806.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Theater Level Assets,2011,794806.0,794806.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Theater Level Assets,2011,794806.0,794806.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Theater Level Assets,2011,794806.0,794806.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Theater Level Assets,2011,794806.0,794806.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Theater Level Assets,2011,794806.0,168020.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Theater Level Assets,2011,794806.0,168020.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Theater Level Assets,2011,794806.0,168020.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Theater Level Assets,2011,794806.0,168020.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Theater Level Assets,2011,794806.0,168020.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Theater Level Assets,2011,794806.0,168020.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Theater Level Assets,2011,794806.0,249930.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Theater Level Assets,2011,794806.0,249930.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Theater Level Assets,2011,794806.0,249930.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Theater Level Assets,2011,794806.0,249930.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Theater Level Assets,2011,794806.0,249930.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Theater Level Assets,2011,794806.0,249930.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Theater Level Assets,2011,794806.0,0.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Theater Level Assets,2011,794806.0,0.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Theater Level Assets,2011,794806.0,0.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Theater Level Assets,2011,794806.0,0.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Theater Level Assets,2011,794806.0,0.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Theater Level Assets,2011,794806.0,0.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Theater Level Assets,2011,794806.0,0.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Theater Level Assets,2011,794806.0,0.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Theater Level Assets,2011,794806.0,0.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Theater Level Assets,2011,794806.0,0.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Theater Level Assets,2011,794806.0,0.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Theater Level Assets,2011,794806.0,0.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Theater Level Assets,2011,794806.0,0.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Theater Level Assets,2011,794806.0,0.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Theater Level Assets,2011,794806.0,0.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Theater Level Assets,2011,794806.0,0.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Theater Level Assets,2011,794806.0,0.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Theater Level Assets,2011,794806.0,0.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Land Forces Operations Support,2011,1399332.0,1399332.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Land Forces Operations Support,2011,1399332.0,1399332.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Land Forces Operations Support,2011,1399332.0,1399332.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Land Forces Operations Support,2011,1399332.0,1399332.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Land Forces Operations Support,2011,1399332.0,1399332.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Land Forces Operations Support,2011,1399332.0,1399332.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Land Forces Operations Support,2011,1399332.0,555944.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Land Forces Operations Support,2011,1399332.0,555944.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Land Forces Operations Support,2011,1399332.0,555944.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Land Forces Operations Support,2011,1399332.0,555944.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Land Forces Operations Support,2011,1399332.0,555944.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Land Forces Operations Support,2011,1399332.0,555944.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Land Forces Operations Support,2011,1399332.0,35657.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Land Forces Operations Support,2011,1399332.0,35657.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Land Forces Operations Support,2011,1399332.0,35657.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Land Forces Operations Support,2011,1399332.0,35657.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Land Forces Operations Support,2011,1399332.0,35657.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Land Forces Operations Support,2011,1399332.0,35657.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Land Forces Operations Support,2011,1399332.0,0.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Land Forces Operations Support,2011,1399332.0,0.0,0.0
2012,Army,Operation and Maitenance,Army - Operating Forces,Land Forces,Land Forces Operations Support,2011,1399332.0,0.0,0.0
