SourceFiscalYear,Organization,AccountTitle,BudgetActivityTitle,AGtitle,SAG.Title,FiscalYear,Amount2,Amount,Amount3
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Air Operations,Aircraft Depot Maintenance,2011,0.0,0.0,17760.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Air Operations,Aircraft Depot Maintenance,2011,0.0,0.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Air Operations,Aircraft Depot Maintenance,2011,0.0,0.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Air Operations,Aircraft Depot Operations Support,2011,0.0,27448.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Air Operations,Aircraft Depot Operations Support,2011,0.0,27448.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Air Operations,Aircraft Depot Operations Support,2011,0.0,27448.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Air Operations,Aircraft Depot Operations Support,2011,0.0,27448.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Air Operations,Aircraft Depot Operations Support,2011,0.0,309.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Air Operations,Aircraft Depot Operations Support,2011,0.0,309.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Air Operations,Aircraft Depot Operations Support,2011,0.0,309.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Air Operations,Aircraft Depot Operations Support,2011,0.0,309.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Air Operations,Aircraft Depot Operations Support,2011,0.0,0.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Air Operations,Aircraft Depot Operations Support,2011,0.0,0.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Air Operations,Aircraft Depot Operations Support,2011,0.0,0.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Air Operations,Aircraft Depot Operations Support,2011,0.0,0.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Air Operations,Aircraft Depot Operations Support,2011,0.0,0.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Air Operations,Aircraft Depot Operations Support,2011,0.0,0.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Air Operations,Aircraft Depot Operations Support,2011,0.0,0.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Air Operations,Aircraft Depot Operations Support,2011,0.0,0.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Air Operations,Aviation Logistics,2011,0.0,0.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Air Operations,Aviation Logistics,2011,0.0,0.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Air Operations,Aviation Logistics,2011,0.0,0.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Air Operations,Aviation Logistics,2011,0.0,0.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Ship Operations,Mission and Other Ship Operations,2011,0.0,4848378.0,1151465.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Ship Operations,Mission and Other Ship Operations,2011,0.0,4848378.0,9395.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Ship Operations,Mission and Other Ship Operations,2011,0.0,4848378.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Ship Operations,Mission and Other Ship Operations,2011,0.0,4848378.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Ship Operations,Mission and Other Ship Operations,2011,0.0,75152.0,1151465.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Ship Operations,Mission and Other Ship Operations,2011,0.0,75152.0,9395.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Ship Operations,Mission and Other Ship Operations,2011,0.0,75152.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Ship Operations,Mission and Other Ship Operations,2011,0.0,75152.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Ship Operations,Mission and Other Ship Operations,2011,0.0,0.0,1151465.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Ship Operations,Mission and Other Ship Operations,2011,0.0,0.0,9395.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Ship Operations,Mission and Other Ship Operations,2011,0.0,0.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Ship Operations,Mission and Other Ship Operations,2011,0.0,0.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Ship Operations,Mission and Other Ship Operations,2011,0.0,0.0,1151465.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Ship Operations,Mission and Other Ship Operations,2011,0.0,0.0,9395.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Ship Operations,Mission and Other Ship Operations,2011,0.0,0.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Ship Operations,Mission and Other Ship Operations,2011,0.0,0.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Ship Operations,Ship Operations Support & Training,2011,0.0,756455.0,27472.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Ship Operations,Ship Operations Support & Training,2011,0.0,756455.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Ship Operations,Ship Operations Support & Training,2011,0.0,756455.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Ship Operations,Ship Operations Support & Training,2011,0.0,756455.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Ship Operations,Ship Operations Support & Training,2011,0.0,587.0,27472.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Ship Operations,Ship Operations Support & Training,2011,0.0,587.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Ship Operations,Ship Operations Support & Training,2011,0.0,587.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Ship Operations,Ship Operations Support & Training,2011,0.0,587.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Ship Operations,Ship Operations Support & Training,2011,0.0,0.0,27472.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Ship Operations,Ship Operations Support & Training,2011,0.0,0.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Ship Operations,Ship Operations Support & Training,2011,0.0,0.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Ship Operations,Ship Operations Support & Training,2011,0.0,0.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Ship Operations,Ship Operations Support & Training,2011,0.0,0.0,27472.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Ship Operations,Ship Operations Support & Training,2011,0.0,0.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Ship Operations,Ship Operations Support & Training,2011,0.0,0.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Ship Operations,Ship Operations Support & Training,2011,0.0,0.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Ship Operations,Ship Depot Maintenance,2011,0.0,6028226.0,1266556.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Ship Operations,Ship Depot Maintenance,2011,0.0,6028226.0,497.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Ship Operations,Ship Depot Maintenance,2011,0.0,6028226.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Ship Operations,Ship Depot Maintenance,2011,0.0,6028226.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Ship Operations,Ship Depot Maintenance,2011,0.0,91551.0,1266556.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Ship Operations,Ship Depot Maintenance,2011,0.0,91551.0,497.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Ship Operations,Ship Depot Maintenance,2011,0.0,91551.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Ship Operations,Ship Depot Maintenance,2011,0.0,91551.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Ship Operations,Ship Depot Maintenance,2011,0.0,0.0,1266556.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Ship Operations,Ship Depot Maintenance,2011,0.0,0.0,497.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Ship Operations,Ship Depot Maintenance,2011,0.0,0.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Ship Operations,Ship Depot Maintenance,2011,0.0,0.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Ship Operations,Ship Depot Maintenance,2011,0.0,0.0,1266556.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Ship Operations,Ship Depot Maintenance,2011,0.0,0.0,497.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Ship Operations,Ship Depot Maintenance,2011,0.0,0.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Ship Operations,Ship Depot Maintenance,2011,0.0,0.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Ship Operations,Ship Depot Operations Support,2011,0.0,1344844.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Ship Operations,Ship Depot Operations Support,2011,0.0,1344844.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Ship Operations,Ship Depot Operations Support,2011,0.0,0.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Ship Operations,Ship Depot Operations Support,2011,0.0,0.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Combat Related Operations,Combat Communications,2011,0.0,653537.0,38468.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Combat Related Operations,Combat Communications,2011,0.0,653537.0,3185.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Combat Related Operations,Combat Communications,2011,0.0,653537.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Combat Related Operations,Combat Communications,2011,0.0,653537.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Combat Related Operations,Combat Communications,2011,0.0,19067.0,38468.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Combat Related Operations,Combat Communications,2011,0.0,19067.0,3185.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Combat Related Operations,Combat Communications,2011,0.0,19067.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Combat Related Operations,Combat Communications,2011,0.0,19067.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Combat Related Operations,Combat Communications,2011,0.0,0.0,38468.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Combat Related Operations,Combat Communications,2011,0.0,0.0,3185.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Combat Related Operations,Combat Communications,2011,0.0,0.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Combat Related Operations,Combat Communications,2011,0.0,0.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Combat Related Operations,Combat Communications,2011,0.0,0.0,38468.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Combat Related Operations,Combat Communications,2011,0.0,0.0,3185.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Combat Related Operations,Combat Communications,2011,0.0,0.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Combat Related Operations,Combat Communications,2011,0.0,0.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Combat Related Operations,Electronic Warfare,2011,0.0,89340.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Combat Related Operations,Electronic Warfare,2011,0.0,89340.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Combat Related Operations,Electronic Warfare,2011,0.0,0.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Combat Related Operations,Electronic Warfare,2011,0.0,0.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Combat Related Operations,Space Systems and Surveillance,2011,0.0,177397.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Combat Related Operations,Space Systems and Surveillance,2011,0.0,177397.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Combat Related Operations,Space Systems and Surveillance,2011,0.0,0.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Combat Related Operations,Space Systems and Surveillance,2011,0.0,0.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Combat Related Operations,Warfare Tactics,2011,0.0,498869.0,82801.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Combat Related Operations,Warfare Tactics,2011,0.0,498869.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Combat Related Operations,Warfare Tactics,2011,0.0,0.0,82801.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Combat Related Operations,Warfare Tactics,2011,0.0,0.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Combat Related Operations,Operational Meteorology and Oceanography,2011,0.0,341380.0,24855.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Combat Related Operations,Operational Meteorology and Oceanography,2011,0.0,341380.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Combat Related Operations,Operational Meteorology and Oceanography,2011,0.0,0.0,24855.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Combat Related Operations,Operational Meteorology and Oceanography,2011,0.0,0.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Combat Related Operations,Combat Support Forces,2011,0.0,3821345.0,2737727.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Combat Related Operations,Combat Support Forces,2011,0.0,3821345.0,12169.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Combat Related Operations,Combat Support Forces,2011,0.0,3821345.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Combat Related Operations,Combat Support Forces,2011,0.0,3821345.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Combat Related Operations,Combat Support Forces,2011,0.0,152355.0,2737727.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Combat Related Operations,Combat Support Forces,2011,0.0,152355.0,12169.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Combat Related Operations,Combat Support Forces,2011,0.0,152355.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Combat Related Operations,Combat Support Forces,2011,0.0,152355.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Combat Related Operations,Combat Support Forces,2011,0.0,0.0,2737727.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Combat Related Operations,Combat Support Forces,2011,0.0,0.0,12169.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Combat Related Operations,Combat Support Forces,2011,0.0,0.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Combat Related Operations,Combat Support Forces,2011,0.0,0.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Combat Related Operations,Combat Support Forces,2011,0.0,0.0,2737727.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Combat Related Operations,Combat Support Forces,2011,0.0,0.0,12169.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Combat Related Operations,Combat Support Forces,2011,0.0,0.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Combat Related Operations,Combat Support Forces,2011,0.0,0.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Combat Related Operations,Equipment and Transportation,2011,0.0,169662.0,3677.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Combat Related Operations,Equipment and Transportation,2011,0.0,169662.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Combat Related Operations,Equipment and Transportation,2011,0.0,0.0,3677.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Combat Related Operations,Equipment and Transportation,2011,0.0,0.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Combat Related Operations,Depot Operations Support,2011,0.0,2836.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Combat Related Operations,Depot Operations Support,2011,0.0,2836.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Combat Related Operations,Depot Operations Support,2011,0.0,0.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Combat Related Operations,Depot Operations Support,2011,0.0,0.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Combat Related Operations,Combatant Commanders Core Operations,2011,0.0,215250.0,7e3
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Combat Related Operations,Combatant Commanders Core Operations,2011,0.0,215250.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Combat Related Operations,Combatant Commanders Core Operations,2011,0.0,0.0,7e3
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Combat Related Operations,Combatant Commanders Core Operations,2011,0.0,0.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Combat Related Operations,Combatant Commanders Direct Mission Support,2011,0.0,281526.0,7455.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Combat Related Operations,Combatant Commanders Direct Mission Support,2011,0.0,281526.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Combat Related Operations,Combatant Commanders Direct Mission Support,2011,0.0,0.0,7455.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Combat Related Operations,Combatant Commanders Direct Mission Support,2011,0.0,0.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Weapons Support,Cruise Missile,2011,0.0,130219.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Weapons Support,Cruise Missile,2011,0.0,130219.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Weapons Support,Cruise Missile,2011,0.0,0.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Weapons Support,Cruise Missile,2011,0.0,0.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Weapons Support,Fleet Ballistic Missile,2011,0.0,1138418.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Weapons Support,Fleet Ballistic Missile,2011,0.0,1138418.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Weapons Support,Fleet Ballistic Missile,2011,0.0,0.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Weapons Support,Fleet Ballistic Missile,2011,0.0,0.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Weapons Support,In-Service Weapons Systems Support,2011,0.0,188302.0,99118.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Weapons Support,In-Service Weapons Systems Support,2011,0.0,188302.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Weapons Support,In-Service Weapons Systems Support,2011,0.0,0.0,99118.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Weapons Support,In-Service Weapons Systems Support,2011,0.0,0.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Weapons Support,Weapons Maintenance,2011,0.0,542080.0,82519.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Weapons Support,Weapons Maintenance,2011,0.0,542080.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Weapons Support,Weapons Maintenance,2011,0.0,542080.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Weapons Support,Weapons Maintenance,2011,0.0,542080.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Weapons Support,Weapons Maintenance,2011,0.0,5492.0,82519.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Weapons Support,Weapons Maintenance,2011,0.0,5492.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Weapons Support,Weapons Maintenance,2011,0.0,5492.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Weapons Support,Weapons Maintenance,2011,0.0,5492.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Weapons Support,Weapons Maintenance,2011,0.0,0.0,82519.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Weapons Support,Weapons Maintenance,2011,0.0,0.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Weapons Support,Weapons Maintenance,2011,0.0,0.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Weapons Support,Weapons Maintenance,2011,0.0,0.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Weapons Support,Weapons Maintenance,2011,0.0,0.0,82519.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Weapons Support,Weapons Maintenance,2011,0.0,0.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Weapons Support,Weapons Maintenance,2011,0.0,0.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Weapons Support,Weapons Maintenance,2011,0.0,0.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Weapons Support,Other Weapon Systems Support,2011,0.0,383689.0,16938.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Weapons Support,Other Weapon Systems Support,2011,0.0,383689.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Weapons Support,Other Weapon Systems Support,2011,0.0,0.0,16938.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Weapons Support,Other Weapon Systems Support,2011,0.0,0.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Base Support,Enterprise Information,2011,0.0,830857.0,10350.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Base Support,Enterprise Information,2011,0.0,830857.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Base Support,Enterprise Information,2011,0.0,830857.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Base Support,Enterprise Information,2011,0.0,830857.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Base Support,Enterprise Information,2011,0.0,56046.0,10350.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Base Support,Enterprise Information,2011,0.0,56046.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Base Support,Enterprise Information,2011,0.0,56046.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Base Support,Enterprise Information,2011,0.0,56046.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Base Support,Enterprise Information,2011,0.0,0.0,10350.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Base Support,Enterprise Information,2011,0.0,0.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Base Support,Enterprise Information,2011,0.0,0.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Base Support,Enterprise Information,2011,0.0,0.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Base Support,Enterprise Information,2011,0.0,0.0,10350.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Base Support,Enterprise Information,2011,0.0,0.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Base Support,Enterprise Information,2011,0.0,0.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Base Support,Enterprise Information,2011,0.0,0.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Base Support,"Sustainment, Restoration and Modernization",2011,0.0,1928636.0,28250.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Base Support,"Sustainment, Restoration and Modernization",2011,0.0,1928636.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Base Support,"Sustainment, Restoration and Modernization",2011,0.0,1928636.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Base Support,"Sustainment, Restoration and Modernization",2011,0.0,1928636.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Base Support,"Sustainment, Restoration and Modernization",2011,0.0,1928636.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Base Support,"Sustainment, Restoration and Modernization",2011,0.0,1928636.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Base Support,"Sustainment, Restoration and Modernization",2011,0.0,1928636.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Base Support,"Sustainment, Restoration and Modernization",2011,0.0,1928636.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Base Support,"Sustainment, Restoration and Modernization",2011,0.0,594904.0,28250.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Base Support,"Sustainment, Restoration and Modernization",2011,0.0,594904.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Base Support,"Sustainment, Restoration and Modernization",2011,0.0,594904.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Base Support,"Sustainment, Restoration and Modernization",2011,0.0,594904.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Base Support,"Sustainment, Restoration and Modernization",2011,0.0,594904.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Base Support,"Sustainment, Restoration and Modernization",2011,0.0,594904.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Base Support,"Sustainment, Restoration and Modernization",2011,0.0,594904.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Base Support,"Sustainment, Restoration and Modernization",2011,0.0,594904.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Base Support,"Sustainment, Restoration and Modernization",2011,0.0,81407.0,28250.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Base Support,"Sustainment, Restoration and Modernization",2011,0.0,81407.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Base Support,"Sustainment, Restoration and Modernization",2011,0.0,81407.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Base Support,"Sustainment, Restoration and Modernization",2011,0.0,81407.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Base Support,"Sustainment, Restoration and Modernization",2011,0.0,81407.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Base Support,"Sustainment, Restoration and Modernization",2011,0.0,81407.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Base Support,"Sustainment, Restoration and Modernization",2011,0.0,81407.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Base Support,"Sustainment, Restoration and Modernization",2011,0.0,81407.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Base Support,"Sustainment, Restoration and Modernization",2011,0.0,38762.0,28250.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Base Support,"Sustainment, Restoration and Modernization",2011,0.0,38762.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Base Support,"Sustainment, Restoration and Modernization",2011,0.0,38762.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Base Support,"Sustainment, Restoration and Modernization",2011,0.0,38762.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Base Support,"Sustainment, Restoration and Modernization",2011,0.0,38762.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Base Support,"Sustainment, Restoration and Modernization",2011,0.0,38762.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Base Support,"Sustainment, Restoration and Modernization",2011,0.0,38762.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Base Support,"Sustainment, Restoration and Modernization",2011,0.0,38762.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Base Support,"Sustainment, Restoration and Modernization",2011,0.0,0.0,28250.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Base Support,"Sustainment, Restoration and Modernization",2011,0.0,0.0,0.0
