"","SourceFiscalYear","AccountDSI","AccountTitle","Organization","BudgetActivity","BudgetActivityTitle","BSA","BSAtitle","LineNumber","LineItem","LineItemTitle","CostType","CostTypeTitle","LineNumber","AddOrNonAdd","Classified","FiscalYear","OriginType","PBtotal","PBtype","QuantPBtotal","QuantPBtype"
"32",2013,"2031A","Aircraft Procurement, Army","ARMY","02","Modification of Aircraft","10","Modification of Aircraft","28 ","8472AA0700","Airborne Avionics","A","Weapon System Cost","28 ","Add","U",2011,"Total",209231,NA,0,NA
"33",2013,"2031A","Aircraft Procurement, Army","ARMY","02","Modification of Aircraft","10","Modification of Aircraft","29 ","8658AA0712","Network and Mission Plan","A","Weapon System Cost","29 ","Add","U",2011,"Total",0,NA,0,NA
"34",2013,"2031A","Aircraft Procurement, Army","ARMY","02","Modification of Aircraft","10","Modification of Aircraft","30 ","8659AA0723","Comms, Nav Surveillance","A","Weapon System Cost","30 ","Add","U",2011,"Total",0,NA,0,NA
"35",2013,"2031A","Aircraft Procurement, Army","ARMY","02","Modification of Aircraft","10","Modification of Aircraft","31 ","8859AA0711","GATM Rollup","A","Weapon System Cost","31 ","Add","U",2011,"Total",97591,NA,0,NA
"36",2013,"2031A","Aircraft Procurement, Army","ARMY","02","Modification of Aircraft","10","Modification of Aircraft","32 ","9555A00018","RQ-7 UAV MODS","A","Weapon System Cost","32 ","Add","U",2011,"Total",548998,NA,0,NA
"37",2013,"2031A","Aircraft Procurement, Army","ARMY","03","Spares and Repair Parts","10","Spares and Repair Parts","33 ","0420AA0950","Spare Parts (AIR)","A","Weapon System Cost","33 ","Add","U",2011,"Total",10398,NA,0,NA
"38",2013,"2031A","Aircraft Procurement, Army","ARMY","04","Support Equipment and Facilities","10","Ground Support Avionics","34 ","3632AZ3504","Aircraft Survivability Equipment","A","Weapon System Cost","34 ","Add","U",2011,"Total",24338,NA,0,NA
"39",2013,"2031A","Aircraft Procurement, Army","ARMY","04","Support Equipment and Facilities","10","Ground Support Avionics","35 ","5044AZ3507","Survivability CM","A","Weapon System Cost","35 ","Add","U",2011,"Total",345783,NA,0,NA
"40",2013,"2031A","Aircraft Procurement, Army","ARMY","04","Support Equipment and Facilities","10","Ground Support Avionics","36 ","5397AZ3517","CMWS","A","Weapon System Cost","36 ","Add","U",2011,"Total",0,NA,0,NA
"41",2013,"2031A","Aircraft Procurement, Army","ARMY","04","Support Equipment and Facilities","30","Other Support","37 ","0832AZ3000","Avionics Support Equipment","A","Weapon System Cost","37 ","Add","U",2011,"Total",4857,NA,0,NA
"42",2013,"2031A","Aircraft Procurement, Army","ARMY","04","Support Equipment and Facilities","30","Other Support","38 ","5212AZ3100","Common Ground Equipment","A","Weapon System Cost","38 ","Add","U",2011,"Total",141324,NA,0,NA
"43",2013,"2031A","Aircraft Procurement, Army","ARMY","04","Support Equipment and Facilities","30","Other Support","39 ","6380AZ3110","Aircrew Integrated Systems","A","Weapon System Cost","39 ","Add","U",2011,"Total",52125,NA,0,NA
"44",2013,"2031A","Aircraft Procurement, Army","ARMY","04","Support Equipment and Facilities","30","Other Support","40 ","6818AA0050","Air Traffic Control","A","Weapon System Cost","40 ","Add","U",2011,"Total",82374,NA,0,NA
"45",2013,"2031A","Aircraft Procurement, Army","ARMY","04","Support Equipment and Facilities","30","Other Support","41 ","8132AZ3300","Industrial Facilities","A","Weapon System Cost","41 ","Add","U",2011,"Total",1557,NA,0,NA
"46",2013,"2031A","Aircraft Procurement, Army","ARMY","04","Support Equipment and Facilities","30","Other Support","42 ","9154A50100","Launcher, 2.75 Rocket","A","Weapon System Cost","42 ","Add","U",2011,"Total",2875,NA,495,NA
"47",2013,"2032A","Missile Procurement, Army","ARMY","02","Other Missiles","10","Surface-to-Air Missile System","1  ","7152C49100","Patriot System Summary","A","Weapon System Cost","1  ","Add","U",2011,"Total",628422,NA,78,NA
"48",2013,"2032A","Missile Procurement, Army","ARMY","02","Other Missiles","10","Surface-to-Air Missile System","2  ","8260C53101","MSE Missile","A","Weapon System Cost","2  ","Add","U",2011,"Total",0,NA,0,NA
"49",2013,"2032A","Missile Procurement, Army","ARMY","02","Other Missiles","10","Surface-to-Air Missile System","3  ","9001C81001","Surface-Launched Amraam System Summary:","A","Weapon System Cost","3  ","Add","U",2011,"Total",2355,NA,0,NA
"50",2013,"2032A","Missile Procurement, Army","ARMY","02","Other Missiles","20","Air-To-Surface Missile System","4  ","1338C70000","Hellfire Sys Summary","A","Weapon System Cost","4  ","Add","U",2011,"Total",222160,NA,1473,NA
"51",2013,"2032A","Missile Procurement, Army","ARMY","02","Other Missiles","30","Anti-Tank/Assault Missile Sys","5  ","0648CC0007","Javelin (Aaws-M) System Summary","A","Weapon System Cost","5  ","Add","U",2011,"Total",163009,NA,715,NA
"52",2013,"2032A","Missile Procurement, Army","ARMY","02","Other Missiles","30","Anti-Tank/Assault Missile Sys","6  ","2104C59300","Tow 2 System Summary","A","Weapon System Cost","6  ","Add","U",2011,"Total",88605,NA,0,NA
"53",2013,"2032A","Missile Procurement, Army","ARMY","02","Other Missiles","30","Anti-Tank/Assault Missile Sys","6  ","2104C59300","Tow 2 System Summary","B","Less: Advance Procurement (PY)","6  ","Add","U",2011,"Total",0,NA,0,NA
"54",2013,"2032A","Missile Procurement, Army","ARMY","02","Other Missiles","30","Anti-Tank/Assault Missile Sys","7  ","2104C59300","Tow 2 System Summary","C","Advance Procurement (CY)","7  ","Add","U",2011,"Total",48355,NA,0,NA
"55",2013,"2032A","Missile Procurement, Army","ARMY","02","Other Missiles","30","Anti-Tank/Assault Missile Sys","8  ","6005C64400","Guided MLRS Rocket (GMLRS)","A","Weapon System Cost","8  ","Add","U",2011,"Total",264548,NA,2592,NA
"56",2013,"2032A","Missile Procurement, Army","ARMY","02","Other Missiles","30","Anti-Tank/Assault Missile Sys","9  ","6060C65405","MLRS Reduced Range Practice Rockets (RRPR)","A","Weapon System Cost","9  ","Add","U",2011,"Total",15796,NA,2149,NA
"57",2013,"2032A","Missile Procurement, Army","ARMY","02","Other Missiles","30","Anti-Tank/Assault Missile Sys","10 ","6200C02901","High Mobility Artillery Rocket System","A","Weapon System Cost","10 ","Add","U",2011,"Total",203369,NA,44,NA
"58",2013,"2032A","Missile Procurement, Army","ARMY","03","Modification of Missiles","10","Modifications","11 ","0962C50700","Patriot Mods","A","Weapon System Cost","11 ","Add","U",2011,"Total",56849,NA,0,NA
"59",2013,"2032A","Missile Procurement, Army","ARMY","03","Modification of Missiles","10","Modifications","12 ","3972C61700","Itas/Tow Mods","A","Weapon System Cost","12 ","Add","U",2011,"Total",53805,NA,0,NA
"60",2013,"2032A","Missile Procurement, Army","ARMY","03","Modification of Missiles","10","Modifications","13 ","6552C67500","MLRS Mods","A","Weapon System Cost","13 ","Add","U",2011,"Total",8170,NA,0,NA
"61",2013,"2032A","Missile Procurement, Army","ARMY","03","Modification of Missiles","10","Modifications","14 ","6580C67501","Himars Modifications","A","Weapon System Cost","14 ","Add","U",2011,"Total",39149,NA,0,NA
"62",2013,"2032A","Missile Procurement, Army","ARMY","03","Modification of Missiles","10","Modifications","15 ","6700C71500","Hellfire Modifications","A","Weapon System Cost","15 ","Add","U",2011,"Total",8,NA,0,NA
"63",2013,"2032A","Missile Procurement, Army","ARMY","04","Spares and Repair Parts","10","Spares and Repair Parts","16 ","1242CA0250","Spares and Repair Parts","A","Weapon System Cost","16 ","Add","U",2011,"Total",19458,NA,0,NA
"64",2013,"2032A","Missile Procurement, Army","ARMY","05","Support Equipment and Facilities","10","Support Equipment & Facilities","17 ","1242C93000","Air Defense Targets","A","Weapon System Cost","17 ","Add","U",2011,"Total",3592,NA,0,NA
"65",2013,"2032A","Missile Procurement, Army","ARMY","05","Support Equipment and Facilities","10","Support Equipment & Facilities","18 ","3902CL2000","Items Less Than $5 Million (Missiles)","A","Weapon System Cost","18 ","Add","U",2011,"Total",1200,NA,0,NA
"66",2013,"2032A","Missile Procurement, Army","ARMY","05","Support Equipment and Facilities","10","Support Equipment & Facilities","19 ","4662CA0100","Production Base Support","A","Weapon System Cost","19 ","Add","U",2011,"Total",4484,NA,0,NA
"67",2013,"2033A","Procurement of W&TCV, Army","ARMY","01","Tracked Combat Vehicles","10","Tracked Combat Vehicles","1  ","7180G85100","Stryker Vehicle","A","Weapon System Cost","1  ","Add","U",2011,"Total",1386014,NA,292,NA
"68",2013,"2033A","Procurement of W&TCV, Army","ARMY","01","Tracked Combat Vehicles","10","Tracked Combat Vehicles","2  ","7310G86200","FCS Spin Outs","A","Weapon System Cost","2  ","Add","U",2011,"Total",41871,NA,0,NA
"69",2013,"2033A","Procurement of W&TCV, Army","ARMY","01","Tracked Combat Vehicles","10","Tracked Combat Vehicles","2  ","7310G86200","FCS Spin Outs","B","Less: Advance Procurement (PY)","2  ","Add","U",2011,"Total",-41871,NA,0,NA
"70",2013,"2033A","Procurement of W&TCV, Army","ARMY","01","Tracked Combat Vehicles","20","Modification of Tracked Combat Vehicles","3  ","0230GM0100","STRYKER (MOD)","A","Weapon System Cost","3  ","Add","U",2011,"Total",84573,NA,0,NA
"71",2013,"2033A","Procurement of W&TCV, Army","ARMY","01","Tracked Combat Vehicles","20","Modification of Tracked Combat Vehicles","4  ","1284GZ2300","Fist Vehicle (MOD)","A","Weapon System Cost","4  ","Add","U",2011,"Total",30908,NA,0,NA
"72",2013,"2033A","Procurement of W&TCV, Army","ARMY","01","Tracked Combat Vehicles","20","Modification of Tracked Combat Vehicles","5  ","1678GZ2400","Bradley Program (MOD)","A","Weapon System Cost","5  ","Add","U",2011,"Total",202987,NA,0,NA
"73",2013,"2033A","Procurement of W&TCV, Army","ARMY","01","Tracked Combat Vehicles","20","Modification of Tracked Combat Vehicles","6  ","2072GA0400","Howitzer, Med Sp Ft 155mm M109a6 (MOD)","A","Weapon System Cost","6  ","Add","U",2011,"Total",5244,NA,0,NA
"74",2013,"2033A","Procurement of W&TCV, Army","ARMY","01","Tracked Combat Vehicles","20","Modification of Tracked Combat Vehicles","7  ","2073GZ0410","Paladin PIM Mod In Service","A","Weapon System Cost","7  ","Add","U",2011,"Total",0,NA,0,NA
"75",2013,"2033A","Procurement of W&TCV, Army","ARMY","01","Tracked Combat Vehicles","20","Modification of Tracked Combat Vehicles","8  ","3700GA0570","Improved Recovery Vehicle (M88a2 Hercules)","A","Weapon System Cost","8  ","Add","U",2011,"Total",120218,NA,29,NA
"76",2013,"2033A","Procurement of W&TCV, Army","ARMY","01","Tracked Combat Vehicles","20","Modification of Tracked Combat Vehicles","9  ","4872G82925","Assault Breacher Vehicle","A","Weapon System Cost","9  ","Add","U",2011,"Total",77492,NA,19,NA
"77",2013,"2033A","Procurement of W&TCV, Army","ARMY","01","Tracked Combat Vehicles","20","Modification of Tracked Combat Vehicles","10 ","5129G80571","M88 FOV MODS","A","Weapon System Cost","10 ","Add","U",2011,"Total",9105,NA,0,NA
"78",2013,"2033A","Procurement of W&TCV, Army","ARMY","01","Tracked Combat Vehicles","20","Modification of Tracked Combat Vehicles","11 ","6406GA0700","M1 Abrams Tank (MOD)","A","Weapon System Cost","11 ","Add","U",2011,"Total",229612,NA,0,NA
"79",2013,"2033A","Procurement of W&TCV, Army","ARMY","01","Tracked Combat Vehicles","20","Modification of Tracked Combat Vehicles","12 ","6500GA0750","Abrams Upgrade Program","A","Weapon System Cost","12 ","Add","U",2011,"Total",181973,NA,21,NA
"80",2013,"2033A","Procurement of W&TCV, Army","ARMY","01","Tracked Combat Vehicles","30","Support Equipment & Facilities","13 ","5960GA0050","Production Base Support (TCV-WTCV)","A","Weapon System Cost","13 ","Add","U",2011,"Total",3126,NA,0,NA
"81",2013,"2033A","Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","10","Weapons & Other Combat Vehicles","14 ","1696G16101","Integrated Air Burst Weapon System Family","A","Weapon System Cost","14 ","Add","U",2011,"Total",0,NA,0,NA
"82",2013,"2033A","Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","10","Weapons & Other Combat Vehicles","15 ","2472G13000","M240 Medium Machine Gun (7.62MM)","A","Weapon System Cost","15 ","Add","U",2011,"Total",20362,NA,479,NA
"83",2013,"2033A","Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","10","Weapons & Other Combat Vehicles","16 ","5000GB2000","Machine Gun, Cal .50 M2 Roll","A","Weapon System Cost","16 ","Add","U",2011,"Total",79496,NA,0,NA
"84",2013,"2033A","Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","10","Weapons & Other Combat Vehicles","17 ","5237G12800","Lightweight .50 Caliber Machine Gun","A","Weapon System Cost","17 ","Add","U",2011,"Total",0,NA,0,NA
"85",2013,"2033A","Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","10","Weapons & Other Combat Vehicles","18 ","6106G13400","Mk-19 Grenade Machine Gun (40MM)","A","Weapon System Cost","18 ","Add","U",2011,"Total",4439,NA,196,NA
"86",2013,"2033A","Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","10","Weapons & Other Combat Vehicles","19 ","6580G02200","Mortar Systems","A","Weapon System Cost","19 ","Add","U",2011,"Total",25585,NA,409,NA
"87",2013,"2033A","Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","10","Weapons & Other Combat Vehicles","20 ","8165G01500","M107, Cal. 50, Sniper Rifle","A","Weapon System Cost","20 ","Add","U",2011,"Total",232,NA,0,NA
"88",2013,"2033A","Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","10","Weapons & Other Combat Vehicles","21 ","8181G01501","Xm320 Grenade Launcher Module (GLM)","A","Weapon System Cost","21 ","Add","U",2011,"Total",38690,NA,13655,NA
"89",2013,"2033A","Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","10","Weapons & Other Combat Vehicles","22 ","8182G01505","M110 Semi-Automatic Sniper System (SASS)","A","Weapon System Cost","22 ","Add","U",2011,"Total",18429,NA,844,NA
"90",2013,"2033A","Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","10","Weapons & Other Combat Vehicles","23 ","8198G14904","M4 Carbine","A","Weapon System Cost","23 ","Add","U",2011,"Total",20066,NA,11494,NA
"91",2013,"2033A","Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","10","Weapons & Other Combat Vehicles","24 ","8201G13501","Carbine","A","Weapon System Cost","24 ","Add","U",2011,"Total",0,NA,0,NA
"92",2013,"2033A","Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","10","Weapons & Other Combat Vehicles","25 ","8262G18300","Shotgun, Modular Accessory System (MASS)","A","Weapon System Cost","25 ","Add","U",2011,"Total",7112,NA,2401,NA
"93",2013,"2033A","Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","10","Weapons & Other Combat Vehicles","26 ","8310G04700","Common Remotely Operated Weapons Station","A","Weapon System Cost","26 ","Add","U",2011,"Total",160000,NA,725,NA
"94",2013,"2033A","Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","10","Weapons & Other Combat Vehicles","27 ","9582G01700","Howitzer Lt Wt 155mm (T)","A","Weapon System Cost","27 ","Add","U",2011,"Total",62000,NA,14,NA
"95",2013,"2033A","Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","20","Mod of Weapons and Other Combat Veh","28 ","3000GB3000","MK-19 Grenade Machine Gun Mods","A","Weapon System Cost","28 ","Add","U",2011,"Total",2968,NA,0,NA
"96",2013,"2033A","Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","20","Mod of Weapons and Other Combat Veh","29 ","3005GZ1700","M777 Mods","A","Weapon System Cost","29 ","Add","U",2011,"Total",0,NA,0,NA
"97",2013,"2033A","Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","20","Mod of Weapons and Other Combat Veh","30 ","3010GB3007","M4 Carbine Mods","A","Weapon System Cost","30 ","Add","U",2011,"Total",56864,NA,0,NA
"98",2013,"2033A","Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","20","Mod of Weapons and Other Combat Veh","31 ","3015GB4000","M2 50 Cal Machine Gun Mods","A","Weapon System Cost","31 ","Add","U",2011,"Total",60000,NA,0,NA
"99",2013,"2033A","Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","20","Mod of Weapons and Other Combat Veh","32 ","3020GZ1290","M249 Saw Machine Gun Mods","A","Weapon System Cost","32 ","Add","U",2011,"Total",5888,NA,0,NA
"100",2013,"2033A","Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","20","Mod of Weapons and Other Combat Veh","33 ","3030GZ1300","M240 Medium Machine Gun Mods","A","Weapon System Cost","33 ","Add","U",2011,"Total",15762,NA,0,NA
"101",2013,"2033A","Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","20","Mod of Weapons and Other Combat Veh","34 ","3181GZ1500","Sniper Rifles Modifications","A","Weapon System Cost","34 ","Add","U",2011,"Total",20900,NA,0,NA
"102",2013,"2033A","Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","20","Mod of Weapons and Other Combat Veh","35 ","3640GC0401","M119 Modifications","A","Weapon System Cost","35 ","Add","U",2011,"Total",61086,NA,0,NA
"103",2013,"2033A","Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","20","Mod of Weapons and Other Combat Veh","36 ","6456GZ2800","M16 Rifle Mods","A","Weapon System Cost","36 ","Add","U",2011,"Total",3832,NA,0,NA
"104",2013,"2033A","Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","20","Mod of Weapons and Other Combat Veh","37 ","9280GC0925","Modifications Less Than $5.0m (WOCV-WTCV)","A","Weapon System Cost","37 ","Add","U",2011,"Total",6048,NA,0,NA
"105",2013,"2033A","Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","30","Support Equipment & Facilities","38 ","1862GL3200","Items Less Than $5 Million (WOCV-WTCV)","A","Weapon System Cost","38 ","Add","U",2011,"Total",4664,NA,0,NA
"106",2013,"2033A","Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","30","Support Equipment & Facilities","39 ","3270GC0050","Production Base Support (WOCV-WTCV)","A","Weapon System Cost","39 ","Add","U",2011,"Total",7824,NA,0,NA
"107",2013,"2033A","Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","30","Support Equipment & Facilities","40 ","3400GC0075","Industrial Preparedness","A","Weapon System Cost","40 ","Add","U",2011,"Total",405,NA,0,NA
"108",2013,"2033A","Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","30","Support Equipment & Facilities","41 ","4010GC0076","Small Arms Equipment (Soldier Enh Prog)","A","Weapon System Cost","41 ","Add","U",2011,"Total",4018,NA,0,NA
"109",2013,"2033A","Procurement of W&TCV, Army","ARMY","03","Spare and Repair Parts","10","Spares","42 ","4540GE0150","Spares and Repair Parts (WTCV)","A","Weapon System Cost","42 ","Add","U",2011,"Total",0,NA,0,NA
"110",2013,"2034A","Procurement of Ammunition, Army","ARMY","01","Ammunition","30","Small/Medium Cal Ammunition","1  ","0132E00700","Ctg, 5.56mm, All Types","A","Weapon System Cost","1  ","Add","U",2011,"Total",205351,NA,0,NA
"111",2013,"2034A","Procurement of Ammunition, Army","ARMY","01","Ammunition","30","Small/Medium Cal Ammunition","2  ","0612E02000","CTG, 7.62mm, All Types","A","Weapon System Cost","2  ","Add","U",2011,"Total",91107,NA,0,NA
"112",2013,"2034A","Procurement of Ammunition, Army","ARMY","01","Ammunition","30","Small/Medium Cal Ammunition","3  ","1450EA3000","CTG, Handgun, All Types","A","Weapon System Cost","3  ","Add","U",2011,"Total",6415,NA,0,NA
"113",2013,"2034A","Procurement of Ammunition, Army","ARMY","01","Ammunition","30","Small/Medium Cal Ammunition","4  ","1722E08000","CTG, .50 Cal, All Types","A","Weapon System Cost","4  ","Add","U",2011,"Total",206812,NA,0,NA
"114",2013,"2034A","Procurement of Ammunition, Army","ARMY","01","Ammunition","30","Small/Medium Cal Ammunition","5  ","2382E08900","CTG, 20mm, All Types","A","Weapon System Cost","5  ","Add","U",2011,"Total",10500,NA,0,NA
