"","SourceFiscalYear","AccountDSI","AccountTitle","Organization","BudgetActivity","BudgetActivityTitle","BSA","BSAtitle","LineNumber","LineItem","LineItemTitle","CostType","CostTypeTitle","LineNumber","AddOrNonAdd","Classified","FiscalYear","OriginType","PBtotal","PBtype","QuantPBtotal","QuantPBtype"
"4386",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","18","Comm - Satellite Communications","27 ","9856K77200","Sat Term, Emut (SPACE)","A","Weapon System Cost","27 ","Add","U",2013,"Base",NA,0,NA,0
"4387",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","18","Comm - Satellite Communications","28 ","9894K47800","Navstar Global Positioning System (SPACE)","A","Weapon System Cost","28 ","Add","U",2013,"Base",NA,27353,NA,3592
"4388",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","18","Comm - Satellite Communications","29 ","9910BC4002","Smart-T (SPACE)","A","Weapon System Cost","29 ","Add","U",2013,"Base",NA,98656,NA,0
"4389",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","18","Comm - Satellite Communications","30 ","9911BC4003","Scamp (SPACE)","A","Weapon System Cost","30 ","Add","U",2013,"Base",NA,0,NA,0
"4390",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","18","Comm - Satellite Communications","31 ","9915BC4120","Global Brdcst Svc - Gbs","A","Weapon System Cost","31 ","Add","U",2013,"Base",NA,47131,NA,0
"4391",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","18","Comm - Satellite Communications","32 ","9920BB8417","Mod of In-Svc Equip (TAC SAT)","A","Weapon System Cost","32 ","Add","U",2013,"Base",NA,23281,NA,39
"4392",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","20","Comm - Combat Support Comm","33 ","0207K27910","Mod-In-Service Profiler","A","Weapon System Cost","33 ","Add","U",2013,"Base",NA,0,NA,0
"4393",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","24","Comm - C3 System","34 ","8148BA8250","Army Global Cmd & Control Sys (AGCCS)","A","Weapon System Cost","34 ","Add","U",2013,"Base",NA,10848,NA,0
"4394",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","32","Comm - Combat Communications","35 ","6316BU1400","Army Data Distribution System (DATA RADIO)","A","Weapon System Cost","35 ","Add","U",2013,"Base",NA,979,NA,0
"4395",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","32","Comm - Combat Communications","36 ","6450B90000","Joint Tactical Radio System","A","Weapon System Cost","36 ","Add","U",2013,"Base",NA,556250,NA,11059
"4396",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","32","Comm - Combat Communications","37 ","6506B51001","Mid-Tier Networking Vehicular Radio (MNVR)","A","Weapon System Cost","37 ","Add","U",2013,"Base",NA,86219,NA,0
"4397",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","32","Comm - Combat Communications","38 ","6948B22603","Radio Terminal Set, Mids Lvt(2)","A","Weapon System Cost","38 ","Add","U",2013,"Base",NA,7798,NA,0
"4398",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","32","Comm - Combat Communications","39 ","7638BW0006","Sincgars Family","A","Weapon System Cost","39 ","Add","U",2013,"Base",NA,9001,NA,0
"4399",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","32","Comm - Combat Communications","40 ","7667B19920","AMC Critical Items - OPA2","A","Weapon System Cost","40 ","Add","U",2013,"Base",NA,24601,NA,108
"4400",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","32","Comm - Combat Communications","41 ","8104BC3000","TRACTOR DESK","A","Weapon System Cost","41 ","Add","U",2013,"Base",NA,7779,NA,0
"4401",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","32","Comm - Combat Communications","42 ","8548BA5210","CMMS-Elec Equip Fielding","A","Weapon System Cost","42 ","Add","U",2013,"Base",NA,0,NA,0
"4402",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","32","Comm - Combat Communications","43 ","8554B55501","Spider Apla Remote Control Unit","A","Weapon System Cost","43 ","Add","U",2013,"Base",NA,34365,NA,0
"4403",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","32","Comm - Combat Communications","44 ","8560BA5300","Soldier Enhancement Program Comm/Electronics","A","Weapon System Cost","44 ","Add","U",2013,"Base",NA,1833,NA,0
"4404",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","32","Comm - Combat Communications","45 ","8562B55510","Tactical Communications and Protective System","A","Weapon System Cost","45 ","Add","U",2013,"Base",NA,12984,NA,0
"4405",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","32","Comm - Combat Communications","46 ","8960B03200","Combat Survivor Evader Locator (CSEL)","A","Weapon System Cost","46 ","Add","U",2013,"Base",NA,0,NA,0
"4406",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","32","Comm - Combat Communications","47 ","8978BA3301","Gunshot Detection System (GDS)","A","Weapon System Cost","47 ","Add","U",2013,"Base",NA,2332,NA,46
"4407",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","32","Comm - Combat Communications","48 ","9164BU8100","Radio, Improved HF (COTS) Family","A","Weapon System Cost","48 ","Add","U",2013,"Base",NA,1132,NA,0
"4408",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","32","Comm - Combat Communications","49 ","9890MA8046","Medical Comm for CBT Casualty Care (MC4)","A","Weapon System Cost","49 ","Add","U",2013,"Base",NA,22899,NA,2535
"4409",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","36","Comm - Intelligence Comm","51 ","0250BK5284","CI Automation Architecture","A","Weapon System Cost","51 ","Add","U",2013,"Base",NA,1564,NA,0
"4410",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","36","Comm - Intelligence Comm","52 ","0263BK6285","Reserve Ca/Miso GPF Equipment","A","Weapon System Cost","52 ","Add","U",2013,"Base",NA,28781,NA,1540
"4411",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","64","Information Security","53 ","0120BA1201","TSEC - Army Key Mgt Sys (AKMS)","A","Weapon System Cost","53 ","Add","U",2013,"Base",NA,23432,NA,6087
"4412",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","64","Information Security","54 ","0122TA0600","Information System Security Program-ISSP","A","Weapon System Cost","54 ","Add","U",2013,"Base",NA,43897,NA,2469
"4413",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","64","Information Security","55 ","0123B01301","Biometrics Enterprise","A","Weapon System Cost","55 ","Add","U",2013,"Base",NA,0,NA,0
"4414",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","72","Comm - Long Haul Communications","56 ","9400BU1900","Terrestrial Transmission","A","Weapon System Cost","56 ","Add","U",2013,"Base",NA,2891,NA,0
"4415",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","72","Comm - Long Haul Communications","57 ","9716BU4160","Base Support Communications","A","Weapon System Cost","57 ","Add","U",2013,"Base",NA,13872,NA,0
"4416",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","72","Comm - Long Haul Communications","58 ","9850BU3610","WW Tech Con Imp Prog (WWTCIP)","A","Weapon System Cost","58 ","Add","U",2013,"Base",NA,9595,NA,0
"4417",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","73","Comm - Base Communications","59 ","9200BB8650","Information Systems","A","Weapon System Cost","59 ","Add","U",2013,"Base",NA,142133,NA,0
"4418",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","73","Comm - Base Communications","60 ","9632BU3770","Defense Message System (DMS)","A","Weapon System Cost","60 ","Add","U",2013,"Base",NA,0,NA,0
"4419",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","73","Comm - Base Communications","61 ","9700BU0500","Installation Info Infrastructure Mod Program(","A","Weapon System Cost","61 ","Add","U",2013,"Base",NA,57727,NA,0
"4420",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","73","Comm - Base Communications","62 ","9846BQ0100","Pentagon Information Mgt and Telecom","A","Weapon System Cost","62 ","Add","U",2013,"Base",NA,5000,NA,0
"4421",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","80","Elect Equip - Tact Int Rel Act (TIARA)","65 ","9522V29600","JTT/CIBS-M","A","Weapon System Cost","65 ","Add","U",2013,"Base",NA,1641,NA,0
"4422",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","80","Elect Equip - Tact Int Rel Act (TIARA)","66 ","9544BZ7326","Prophet Ground","A","Weapon System Cost","66 ","Add","U",2013,"Base",NA,48797,NA,13
"4423",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","80","Elect Equip - Tact Int Rel Act (TIARA)","67 ","9607KA2550","Digital Topographic Spt Sys (DTSS)","A","Weapon System Cost","67 ","Add","U",2013,"Base",NA,0,NA,0
"4424",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","80","Elect Equip - Tact Int Rel Act (TIARA)","68 ","9654BU4050","Drug Interdiction Program (Dip) (TIARA)","A","Weapon System Cost","68 ","Add","U",2013,"Base",NA,0,NA,0
"4425",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","80","Elect Equip - Tact Int Rel Act (TIARA)","69 ","9690BZ7316","DCGS-A (MIP)","A","Weapon System Cost","69 ","Add","U",2013,"Base",NA,184007,NA,1743
"4426",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","80","Elect Equip - Tact Int Rel Act (TIARA)","70 ","9692BZ8401","Joint Tactical Ground Station (JTAGS)","A","Weapon System Cost","70 ","Add","U",2013,"Base",NA,2680,NA,5
"4427",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","80","Elect Equip - Tact Int Rel Act (TIARA)","71 ","9704BA0326","TROJAN (MIP)","A","Weapon System Cost","71 ","Add","U",2013,"Base",NA,21483,NA,0
"4428",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","80","Elect Equip - Tact Int Rel Act (TIARA)","72 ","9912BZ9750","Mod of In-Svc Equip (Intel Spt) (MIP)","A","Weapon System Cost","72 ","Add","U",2013,"Base",NA,2412,NA,0
"4429",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","80","Elect Equip - Tact Int Rel Act (TIARA)","73 ","9925BK5275","CI Humint Auto Reprinting and Collection","A","Weapon System Cost","73 ","Add","U",2013,"Base",NA,7077,NA,0
"4430",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","80","Elect Equip - Tact Int Rel Act (TIARA)","74 ","9990BK5278","Items Less Than $5 Million (MIP)","A","Weapon System Cost","74 ","Add","U",2013,"Base",NA,0,NA,0
"4431",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","83","Elect Equip - Electronic Warfare (EW)","75 ","8387B05201","Lightweight Counter Mortar Radar","A","Weapon System Cost","75 ","Add","U",2013,"Base",NA,72594,NA,43
"4432",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","83","Elect Equip - Electronic Warfare (EW)","76 ","8490VA8000","Crew","A","Weapon System Cost","76 ","Add","U",2013,"Base",NA,15446,NA,0
"4433",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","83","Elect Equip - Electronic Warfare (EW)","77 ","9926BL5287","Fmly of Persistent Surveillance Capabilities","A","Weapon System Cost","77 ","Add","U",2013,"Base",NA,0,NA,0
"4434",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","83","Elect Equip - Electronic Warfare (EW)","78 ","9996BL5283","Counterintelligence/Security Countermeasures","A","Weapon System Cost","78 ","Add","U",2013,"Base",NA,1470,NA,0
"4435",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","83","Elect Equip - Electronic Warfare (EW)","79 ","9997BL5285","CI Modernization","A","Weapon System Cost","79 ","Add","U",2013,"Base",NA,1368,NA,0
"4436",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","86","Elect Equip - Tactical Surv. (Tac Surv)","80 ","0121WK5053","Faad Gbs","A","Weapon System Cost","80 ","Add","U",2013,"Base",NA,7980,NA,0
"4437",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","86","Elect Equip - Tactical Surv. (Tac Surv)","81 ","0125WK5057","Sentinel Mods","A","Weapon System Cost","81 ","Add","U",2013,"Base",NA,33444,NA,70
"4438",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","86","Elect Equip - Tactical Surv. (Tac Surv)","82 ","0127KA2300","Sense Through the Wall (STTW)","A","Weapon System Cost","82 ","Add","U",2013,"Base",NA,6212,NA,0
"4439",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","86","Elect Equip - Tactical Surv. (Tac Surv)","83 ","0140KA3500","Night Vision Devices","A","Weapon System Cost","83 ","Add","U",2013,"Base",NA,166516,NA,8687
"4440",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","86","Elect Equip - Tactical Surv. (Tac Surv)","84 ","0142K38300","Long Range Advanced Scout Surveillance System","A","Weapon System Cost","84 ","Add","U",2013,"Base",NA,0,NA,0
"4441",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","86","Elect Equip - Tactical Surv. (Tac Surv)","85 ","0152K22900","Night Vision, Thermal Wpn Sight","A","Weapon System Cost","85 ","Add","U",2013,"Base",NA,82162,NA,0
"4442",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","86","Elect Equip - Tactical Surv. (Tac Surv)","86 ","0155K35110","Small Tactical Optical Rifle Mounted MLRF","A","Weapon System Cost","86 ","Add","U",2013,"Base",NA,20717,NA,0
"4443",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","86","Elect Equip - Tactical Surv. (Tac Surv)","87 ","0165BZ0526","Counter-Rocket, Artillery & Mortar (C-RAM)","A","Weapon System Cost","87 ","Add","U",2013,"Base",NA,0,NA,0
"4444",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","86","Elect Equip - Tactical Surv. (Tac Surv)","88 ","0169BZ6501","Base Expeditiary Targeting and Surv Sys","A","Weapon System Cost","88 ","Add","U",2013,"Base",NA,0,NA,0
"4445",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","86","Elect Equip - Tactical Surv. (Tac Surv)","89 ","0170AD5311","Green Laser Interdiction System (GLIS)","A","Weapon System Cost","89 ","Add","U",2013,"Base",NA,1014,NA,0
"4446",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","86","Elect Equip - Tactical Surv. (Tac Surv)","90 ","0173BZ0501","Indirect Fire Protection Family of Systems","A","Weapon System Cost","90 ","Add","U",2013,"Base",NA,29881,NA,0
"4447",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","86","Elect Equip - Tactical Surv. (Tac Surv)","91 ","0200K27900","Profiler","A","Weapon System Cost","91 ","Add","U",2013,"Base",NA,12482,NA,136
"4448",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","86","Elect Equip - Tactical Surv. (Tac Surv)","92 ","0224BZ7325","Mod of In-Svc Equip (Firefinder Radars)","A","Weapon System Cost","92 ","Add","U",2013,"Base",NA,3075,NA,0
"4449",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","86","Elect Equip - Tactical Surv. (Tac Surv)","93 ","0240W61900","Force XXI Battle Cmd Brigade & Below (FBCB2)","A","Weapon System Cost","93 ","Add","U",2013,"Base",NA,0,NA,0
"4450",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","86","Elect Equip - Tactical Surv. (Tac Surv)","94 ","0245W61990","Joint Battle Command - Platform (JBC-P)","A","Weapon System Cost","94 ","Add","U",2013,"Base",NA,141385,NA,1032
"4451",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","86","Elect Equip - Tactical Surv. (Tac Surv)","95 ","0250K31100","Lightweight Laser Designator/Rangefinder","A","Weapon System Cost","95 ","Add","U",2013,"Base",NA,0,NA,0
"4452",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","86","Elect Equip - Tactical Surv. (Tac Surv)","96 ","0255KA3100","Mod of In-Svc Equip (LLDR)","A","Weapon System Cost","96 ","Add","U",2013,"Base",NA,22403,NA,0
"4453",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","86","Elect Equip - Tactical Surv. (Tac Surv)","97 ","5726K99200","Computer Ballistics:  LHMBC XM32","A","Weapon System Cost","97 ","Add","U",2013,"Base",NA,0,NA,0
"4454",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","86","Elect Equip - Tactical Surv. (Tac Surv)","98 ","7500K99300","Mortar Fire Control System","A","Weapon System Cost","98 ","Add","U",2013,"Base",NA,29505,NA,0
"4455",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","86","Elect Equip - Tactical Surv. (Tac Surv)","99 ","8386BA5500","Counterfire Radars","A","Weapon System Cost","99 ","Add","U",2013,"Base",NA,244409,NA,13
"4456",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","86","Elect Equip - Tactical Surv. (Tac Surv)","100","8700BZ5050","Enhanced Sensor & Monitoring System","A","Weapon System Cost","100","Add","U",2013,"Base",NA,2426,NA,0
"4457",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","89","Elect Equip - Tactical C2 Systems","101","9040BZ9865","Tactical Operations Centers","A","Weapon System Cost","101","Add","U",2013,"Base",NA,30196,NA,133
"4458",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","89","Elect Equip - Tactical C2 Systems","102","9060B28501","Fire Support C2 Family","A","Weapon System Cost","102","Add","U",2013,"Base",NA,58903,NA,1642
"4459",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","89","Elect Equip - Tactical C2 Systems","103","9142W34600","Battle Command Sustainment Support System","A","Weapon System Cost","103","Add","U",2013,"Base",NA,8111,NA,445
"4460",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","89","Elect Equip - Tactical C2 Systems","104","9262AD5050","Faad C2","A","Weapon System Cost","104","Add","U",2013,"Base",NA,5031,NA,0
"4461",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","89","Elect Equip - Tactical C2 Systems","105","9266AD5070","AIR & MSL Defense Planning & Control Sys","A","Weapon System Cost","105","Add","U",2013,"Base",NA,64144,NA,12
"4462",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","89","Elect Equip - Tactical C2 Systems","106","9329B78504","Knight Family","A","Weapon System Cost","106","Add","U",2013,"Base",NA,11999,NA,0
"4463",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","89","Elect Equip - Tactical C2 Systems","107","9442BD3955","Life Cycle Software Support (LCSS)","A","Weapon System Cost","107","Add","U",2013,"Base",NA,1853,NA,0
"4464",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","89","Elect Equip - Tactical C2 Systems","108","9502BZ8889","Automatic Identification Technology","A","Weapon System Cost","108","Add","U",2013,"Base",NA,14377,NA,0
"4465",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","89","Elect Equip - Tactical C2 Systems","109","9510BZ8900","TC AIMS II","A","Weapon System Cost","109","Add","U",2013,"Base",NA,0,NA,0
"4466",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","89","Elect Equip - Tactical C2 Systems","110","9678B93900","Tactical Internet Manager","A","Weapon System Cost","110","Add","U",2013,"Base",NA,0,NA,0
"4467",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","89","Elect Equip - Tactical C2 Systems","111","9705BA9301","Network Management Initialization and Service","A","Weapon System Cost","111","Add","U",2013,"Base",NA,59821,NA,0
"4468",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","89","Elect Equip - Tactical C2 Systems","112","9742BA9320","Maneuver Control System (MCS)","A","Weapon System Cost","112","Add","U",2013,"Base",NA,51228,NA,721
"4469",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","89","Elect Equip - Tactical C2 Systems","113","9920W10801","Single Army Logistics Enterprise (SALE)","A","Weapon System Cost","113","Add","U",2013,"Base",NA,176901,NA,5976
"4470",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","89","Elect Equip - Tactical C2 Systems","114","9966BZ9966","Reconnaissance and Surveying Instrument Set","A","Weapon System Cost","114","Add","U",2013,"Base",NA,15209,NA,0
"4471",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","92","Elect Equip - Automation","115","3001BE4169","Army Training Modernization","A","Weapon System Cost","115","Add","U",2013,"Base",NA,8866,NA,0
"4472",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","92","Elect Equip - Automation","116","3002BD3000","Automated Data Processing Equip","A","Weapon System Cost","116","Add","U",2013,"Base",NA,129438,NA,0
"4473",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","92","Elect Equip - Automation","117","3004B55500","General Fund Enterprise Business Sys Fam","A","Weapon System Cost","117","Add","U",2013,"Base",NA,9184,NA,0
"4474",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","92","Elect Equip - Automation","118","3051BD3501","CSS Communications","A","Weapon System Cost","118","Add","U",2013,"Base",NA,20639,NA,2062
"4475",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","92","Elect Equip - Automation","119","9956BE4167","Reserve Component Automation Sys (RCAS)","A","Weapon System Cost","119","Add","U",2013,"Base",NA,35493,NA,0
"4476",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","95","Elect Equip - Audio Visual Sys (A/V)","120","9988BK5289","Items Less Than $5 Million (A/V)","A","Weapon System Cost","120","Add","U",2013,"Base",NA,8467,NA,0
"4477",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","95","Elect Equip - Audio Visual Sys (A/V)","121","9998BL5300","Items Less Than $5 Million","A","Weapon System Cost","121","Add","U",2013,"Base",NA,5309,NA,89
"4478",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","98","Elect Equip - Support","122","2716BF5400","Production Base Support (C-E)","A","Weapon System Cost","122","Add","U",2013,"Base",NA,586,NA,0
"4479",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","98","Elect Equip - Support","123","8496B00002","BCT Network","A","Weapon System Cost","123","Add","U",2013,"Base",NA,0,NA,0
"4480",2013,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","98","Elect Equip - Support","124","8500BU4555","Defense Rapid Innovation Program","A","Weapon System Cost","124","Add","U",2013,"Base",NA,0,NA,0
"4481",2013,"2035A","Other Procurement, Army",NA,"02","Communications and Electronics Equipment","99","Classified Programs",NA,"9999999999","Classified Programs",NA,NA,NA,"Add","U",2013,"Base",NA,3435,NA,0
"4482",2013,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","10","Chemical Defensive Equipment","125","2205W01103","Protective Systems","A","Weapon System Cost","125","Add","U",2013,"Base",NA,0,NA,0
"4483",2013,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","10","Chemical Defensive Equipment","126","2224M11205","Family of Non-Lethal Equipment  (FNLE)","A","Weapon System Cost","126","Add","U",2013,"Base",NA,3960,NA,1562
"4484",2013,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","10","Chemical Defensive Equipment","127","2300M90101","Base Defense Systems (BDS)","A","Weapon System Cost","127","Add","U",2013,"Base",NA,4374,NA,637
"4485",2013,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","10","Chemical Defensive Equipment","128","4516M01001","CBRN Soldier Protection","A","Weapon System Cost","128","Add","U",2013,"Base",NA,9259,NA,219
"4486",2013,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","10","Chemical Defensive Equipment","129","6230MX0600","Smoke & Obscurant Family: SOF (NON AAO ITEM)","A","Weapon System Cost","129","Add","U",2013,"Base",NA,0,NA,0
"4487",2013,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","15","Bridging Equipment","130","2831MX0100","Tactical Bridging","A","Weapon System Cost","130","Add","U",2013,"Base",NA,35499,NA,7
"4488",2013,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","15","Bridging Equipment","131","3542MA8890","Tactical Bridge, Float-Ribbon","A","Weapon System Cost","131","Add","U",2013,"Base",NA,32893,NA,68
"4489",2013,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","20","Engineer (Non-Construction) Equipment","132","2876R68200","Handheld Standoff Minefield Detection Sys-Hst","A","Weapon System Cost","132","Add","U",2013,"Base",NA,0,NA,0
"4490",2013,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","20","Engineer (Non-Construction) Equipment","133","2881R68400","Grnd Standoff Mine Detectn Sysm (GSTAMIDS)","A","Weapon System Cost","133","Add","U",2013,"Base",NA,0,NA,0
"4491",2013,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","20","Engineer (Non-Construction) Equipment","134","4865M80400","Robotic Combat Support System (Rcss)","A","Weapon System Cost","134","Add","U",2013,"Base",NA,29106,NA,0
"4492",2013,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","20","Engineer (Non-Construction) Equipment","135","5900MA9200","Explosive Ordnance Disposal Eqpmt (EOD EQPMT)","A","Weapon System Cost","135","Add","U",2013,"Base",NA,25459,NA,522
"4493",2013,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","20","Engineer (Non-Construction) Equipment","136","5912M60001","Remote Demolition Systems","A","Weapon System Cost","136","Add","U",2013,"Base",NA,8044,NA,364
"4494",2013,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","20","Engineer (Non-Construction) Equipment","137","5943MA7700","< $5m, Countermine Equipment","A","Weapon System Cost","137","Add","U",2013,"Base",NA,3698,NA,0
"4495",2013,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","25","Combat Service Support Equipment","138","0100MF9000","Heaters and ECU'S","A","Weapon System Cost","138","Add","U",2013,"Base",NA,12210,NA,1332
"4496",2013,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","25","Combat Service Support Equipment","139","8796MA6800","Soldier Enhancement","A","Weapon System Cost","139","Add","U",2013,"Base",NA,6522,NA,0
"4497",2013,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","25","Combat Service Support Equipment","140","8822G01101","Personnel Recovery Support System (PRSS)","A","Weapon System Cost","140","Add","U",2013,"Base",NA,11222,NA,0
"4498",2013,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","25","Combat Service Support Equipment","141","8825R80501","Ground Soldier System","A","Weapon System Cost","141","Add","U",2013,"Base",NA,103317,NA,5226
