"","SourceFiscalYear","AccountDSI","AccountTitle","Organization","BudgetActivity","BudgetActivityTitle","LineNumber","LineNumber","SAG","SAG.Title","Classified","FiscalYear","OriginType","ActualTotal","EnactedTotal","PBtotal","PBtype"
"990",2011,"3400F","Operation & Maintenance, Air Force","AF","02","Mobilization","190","190","021Z","Base Support","U",2011,"Base",NA,NA,NA,683286
"991",2011,"3400F","Operation & Maintenance, Air Force","AF","03","Training and Recruiting","200","200","031A","Officer Acquisition","U",2011,"Base",NA,NA,NA,114403
"992",2011,"3400F","Operation & Maintenance, Air Force","AF","03","Training and Recruiting","210","210","031B","Recruit Training","U",2011,"Base",NA,NA,NA,28195
"993",2011,"3400F","Operation & Maintenance, Air Force","AF","03","Training and Recruiting","220","220","031D","Reserve Officers Training Corps (ROTC)","U",2011,"Base",NA,NA,NA,90453
"994",2011,"3400F","Operation & Maintenance, Air Force","AF","03","Training and Recruiting","230","230","031R","Facilities Sustainment, Restoration & Modernization","U",2011,"Base",NA,NA,NA,411570
"995",2011,"3400F","Operation & Maintenance, Air Force","AF","03","Training and Recruiting","240","240","031Z","Base Support","U",2011,"Base",NA,NA,NA,902323
"996",2011,"3400F","Operation & Maintenance, Air Force","AF","03","Training and Recruiting","250","250","032A","Specialized Skill Training","U",2011,"Base",NA,NA,NA,510065
"997",2011,"3400F","Operation & Maintenance, Air Force","AF","03","Training and Recruiting","260","260","032B","Flight Training","U",2011,"Base",NA,NA,NA,1012816
"998",2011,"3400F","Operation & Maintenance, Air Force","AF","03","Training and Recruiting","270","270","032C","Professional Development Education","U",2011,"Base",NA,NA,NA,221553
"999",2011,"3400F","Operation & Maintenance, Air Force","AF","03","Training and Recruiting","280","280","032D","Training Support","U",2011,"Base",NA,NA,NA,126784
"1000",2011,"3400F","Operation & Maintenance, Air Force","AF","03","Training and Recruiting","290","290","032M","Depot Maintenance","U",2011,"Base",NA,NA,NA,619
"1001",2011,"3400F","Operation & Maintenance, Air Force","AF","03","Training and Recruiting","300","300","033A","Recruiting And Advertising","U",2011,"Base",NA,NA,NA,150222
"1002",2011,"3400F","Operation & Maintenance, Air Force","AF","03","Training and Recruiting","310","310","033B","Examining","U",2011,"Base",NA,NA,NA,409
"1003",2011,"3400F","Operation & Maintenance, Air Force","AF","03","Training and Recruiting","320","320","033C","Off-Duty And Voluntary Education","U",2011,"Base",NA,NA,NA,172643
"1004",2011,"3400F","Operation & Maintenance, Air Force","AF","03","Training and Recruiting","330","330","033D","Civilian Education And Training","U",2011,"Base",NA,NA,NA,208872
"1005",2011,"3400F","Operation & Maintenance, Air Force","AF","03","Training and Recruiting","340","340","033E","Junior ROTC","U",2011,"Base",NA,NA,NA,77692
"1006",2011,"3400F","Operation & Maintenance, Air Force","AF","04","Admin & Srvwd Activities","350","350","041A","Logistics Operations","U",2011,"Base",NA,NA,NA,1110471
"1007",2011,"3400F","Operation & Maintenance, Air Force","AF","04","Admin & Srvwd Activities","360","360","041B","Technical Support Activities","U",2011,"Base",NA,NA,NA,949018
"1008",2011,"3400F","Operation & Maintenance, Air Force","AF","04","Admin & Srvwd Activities","370","370","041M","Depot Maintenance","U",2011,"Base",NA,NA,NA,7365
"1009",2011,"3400F","Operation & Maintenance, Air Force","AF","04","Admin & Srvwd Activities","380","380","041R","Facilities Sustainment, Restoration & Modernization","U",2011,"Base",NA,NA,NA,368349
"1010",2011,"3400F","Operation & Maintenance, Air Force","AF","04","Admin & Srvwd Activities","390","390","041Z","Base Support","U",2011,"Base",NA,NA,NA,1363230
"1011",2011,"3400F","Operation & Maintenance, Air Force","AF","04","Admin & Srvwd Activities","400","400","042A","Administration","U",2011,"Base",NA,NA,NA,657268
"1012",2011,"3400F","Operation & Maintenance, Air Force","AF","04","Admin & Srvwd Activities","410","410","042B","Servicewide Communications","U",2011,"Base",NA,NA,NA,693379
"1013",2011,"3400F","Operation & Maintenance, Air Force","AF","04","Admin & Srvwd Activities","420","420","042G","Other Servicewide Activities","U",2011,"Base",NA,NA,NA,1152877
"1014",2011,"3400F","Operation & Maintenance, Air Force","AF","04","Admin & Srvwd Activities","430","430","042I","Civil Air Patrol","U",2011,"Base",NA,NA,NA,22848
"1015",2011,"3400F","Operation & Maintenance, Air Force","AF","04","Admin & Srvwd Activities","440","440","043A","Security Programs","U",2011,"Base",NA,NA,NA,1159342
"1016",2011,"3400F","Operation & Maintenance, Air Force","AF","04","Admin & Srvwd Activities","450","450","044A","International Support","U",2011,"Base",NA,NA,NA,36206
"1017",2011,"3400F","Operation & Maintenance, Air Force","","04","Admin & Srvwd Activities","","","9999","Classified Programs","U",2011,"Base",NA,NA,NA,0
"1018",2011,"3404F","Operation & Maintenance, Air Force, RA","AF","01","Operating Forces","010","010","011R","Facilities Sustainment, Restoration & Modernization","U",2011,"Base",NA,NA,NA,0
"1019",2011,"3740F","Operation & Maintenance, AF Reserve","AF","01","Operating Forces","010","010","011A","Primary Combat Forces","U",2011,"Base",NA,NA,NA,2275407
"1020",2011,"3740F","Operation & Maintenance, AF Reserve","AF","01","Operating Forces","020","020","011G","Mission Support Operations","U",2011,"Base",NA,NA,NA,111742
"1021",2011,"3740F","Operation & Maintenance, AF Reserve","AF","01","Operating Forces","030","030","011M","Depot Maintenance","U",2011,"Base",NA,NA,NA,415687
"1022",2011,"3740F","Operation & Maintenance, AF Reserve","AF","01","Operating Forces","040","040","011R","Facilities Sustainment, Restoration & Modernization","U",2011,"Base",NA,NA,NA,88822
"1023",2011,"3740F","Operation & Maintenance, AF Reserve","AF","01","Operating Forces","050","050","011Z","Base Support","U",2011,"Base",NA,NA,NA,277985
"1024",2011,"3740F","Operation & Maintenance, AF Reserve","AF","04","Admin & Srvwd Activities","060","060","042A","Administration","U",2011,"Base",NA,NA,NA,80526
"1025",2011,"3740F","Operation & Maintenance, AF Reserve","AF","04","Admin & Srvwd Activities","070","070","042J","Recruiting And Advertising","U",2011,"Base",NA,NA,NA,24353
"1026",2011,"3740F","Operation & Maintenance, AF Reserve","AF","04","Admin & Srvwd Activities","080","080","042K","Military Manpower And Pers Mgmt (Arpc)","U",2011,"Base",NA,NA,NA,19716
"1027",2011,"3740F","Operation & Maintenance, AF Reserve","AF","04","Admin & Srvwd Activities","090","090","042L","Other Pers Support (Disability Comp)","U",2011,"Base",NA,NA,NA,6071
"1028",2011,"3740F","Operation & Maintenance, AF Reserve","AF","04","Admin & Srvwd Activities","100","100","042M","Audiovisual","U",2011,"Base",NA,NA,NA,726
"1029",2011,"3744F","Operation & Maintenance, AF Reserve, RA","AF","01","Operating Forces","010","010","011R","Facilities Sustainment, Restoration & Modernization","U",2011,"Base",NA,NA,NA,0
"1030",2011,"3840F","Operation & Maintenance, ANG","AF","01","Operating Forces","010","010","011F","Aircraft Operations","U",2011,"Base",NA,NA,NA,3519452
"1031",2011,"3840F","Operation & Maintenance, ANG","AF","01","Operating Forces","020","020","011G","Mission Support Operations","U",2011,"Base",NA,NA,NA,762937
"1032",2011,"3840F","Operation & Maintenance, ANG","AF","01","Operating Forces","030","030","011M","Depot Maintenance","U",2011,"Base",NA,NA,NA,598779
"1033",2011,"3840F","Operation & Maintenance, ANG","AF","01","Operating Forces","040","040","011R","Facilities Sustainment, Restoration & Modernization","U",2011,"Base",NA,NA,NA,315210
"1034",2011,"3840F","Operation & Maintenance, ANG","AF","01","Operating Forces","050","050","011Z","Base Support","U",2011,"Base",NA,NA,NA,668176
"1035",2011,"3840F","Operation & Maintenance, ANG","AF","04","Admin & Srvwd Activities","060","060","042A","Administration","U",2011,"Base",NA,NA,NA,41930
"1036",2011,"3840F","Operation & Maintenance, ANG","AF","04","Admin & Srvwd Activities","070","070","042J","Recruiting And Advertising","U",2011,"Base",NA,NA,NA,34659
"1037",2011,"3844F","Operation & Maintenance, ANG, RA","AF","01","Operating Forces","010","010","011R","Facilities Sustainment, Restoration & Modernization","U",2011,"Base",NA,NA,NA,0
"1038",2011,"0100D","Operation & Maintenance, Defense-Wide","SOCOM","01","Operating Forces","020","020","1PL2","Special Operations Command","U",2011,"Base",NA,NA,NA,3944330
"1039",2011,"0100D","Operation & Maintenance, Defense-Wide","TJS","01","Operating Forces","010","010","1PL1","Joint Chiefs Of Staff","U",2011,"Base",NA,NA,NA,420940
"1040",2011,"0100D","Operation & Maintenance, Defense-Wide","DAU","03","Training and Recruiting","030","030","3EV2","Defense Acquisition University","U",2011,"Base",NA,NA,NA,145896
"1041",2011,"0100D","Operation & Maintenance, Defense-Wide","NDU","03","Training and Recruiting","040","040","PEV5","National Defense University","U",2011,"Base",NA,NA,NA,97633
"1042",2011,"0100D","Operation & Maintenance, Defense-Wide","BTA","04","Admin & Srvwd Activities","070","070","4GTZ","Defense Business Transformation Agency","U",2011,"Base",NA,NA,NA,143441
"1043",2011,"0100D","Operation & Maintenance, Defense-Wide","CMP","04","Admin & Srvwd Activities","050","050","4GT3","Civil Military Programs","U",2011,"Base",NA,NA,NA,156043
"1044",2011,"0100D","Operation & Maintenance, Defense-Wide","DCAA","04","Admin & Srvwd Activities","080","080","4GT6","Defense Contract Audit Agency","U",2011,"Base",NA,NA,NA,486143
"1045",2011,"0100D","Operation & Maintenance, Defense-Wide","DCMA","04","Admin & Srvwd Activities","090","090","4GTO","Defense Contract Management Agency","U",2011,"Base",NA,NA,NA,1112849
"1046",2011,"0100D","Operation & Maintenance, Defense-Wide","DFAS","04","Admin & Srvwd Activities","100","100","4GT7","Defense Finance And Accounting Service","U",2011,"Base",NA,NA,NA,1593
"1047",2011,"0100D","Operation & Maintenance, Defense-Wide","DHRA","04","Admin & Srvwd Activities","110","110","4GT8","Defense Human Resources Activity","U",2011,"Base",NA,NA,NA,824153
"1048",2011,"0100D","Operation & Maintenance, Defense-Wide","DISA","04","Admin & Srvwd Activities","120","120","4GT9","Defense Information Systems Agency","U",2011,"Base",NA,NA,NA,1384450
"1049",2011,"0100D","Operation & Maintenance, Defense-Wide","DLA","04","Admin & Srvwd Activities","150","150","4GTB","Defense Logistics Agency","U",2011,"Base",NA,NA,NA,448043
"1050",2011,"0100D","Operation & Maintenance, Defense-Wide","DLSA","04","Admin & Srvwd Activities","140","140","4GTA","Defense Legal Services Agency","U",2011,"Base",NA,NA,NA,42404
"1051",2011,"0100D","Operation & Maintenance, Defense-Wide","DMACT","04","Admin & Srvwd Activities","160","160","ES18","Defense Media Activity","U",2011,"Base",NA,NA,NA,255878
"1052",2011,"0100D","Operation & Maintenance, Defense-Wide","DODEA","04","Admin & Srvwd Activities","220","220","4GTJ","Department Of Defense Education Activity","U",2011,"Base",NA,NA,NA,2514537
"1053",2011,"0100D","Operation & Maintenance, Defense-Wide","DPMO","04","Admin & Srvwd Activities","170","170","4GTC","Defense Pow/Mia Office","U",2011,"Base",NA,NA,NA,24155
"1054",2011,"0100D","Operation & Maintenance, Defense-Wide","DSCA","04","Admin & Srvwd Activities","180","180","4GTD","Defense Security Cooperation Agency","U",2011,"Base",NA,NA,NA,683853
"1055",2011,"0100D","Operation & Maintenance, Defense-Wide","DSS","04","Admin & Srvwd Activities","190","190","4GTE","Defense Security Service","U",2011,"Base",NA,NA,NA,518743
"1056",2011,"0100D","Operation & Maintenance, Defense-Wide","DTRA","04","Admin & Srvwd Activities","210","210","4GTI","Defense Threat Reduction Agency","U",2011,"Base",NA,NA,NA,463522
"1057",2011,"0100D","Operation & Maintenance, Defense-Wide","DTSA","04","Admin & Srvwd Activities","200","200","4GTH","Defense Technology Security Administration","U",2011,"Base",NA,NA,NA,37624
"1058",2011,"0100D","Operation & Maintenance, Defense-Wide","OEA","04","Admin & Srvwd Activities","240","240","4GTM","Office Of Economic Adjustment","U",2011,"Base",NA,NA,NA,50811
"1059",2011,"0100D","Operation & Maintenance, Defense-Wide","OSD","04","Admin & Srvwd Activities","250","250","4GTN","Office Of The Secretary Of Defense","U",2011,"Base",NA,NA,NA,2245300
"1060",2011,"0100D","Operation & Maintenance, Defense-Wide","WHS","04","Admin & Srvwd Activities","260","260","4GTQ","Washington Headquarters Service","U",2011,"Base",NA,NA,NA,604130
"1061",2011,"0100D","Operation & Maintenance, Defense-Wide","","04","Admin & Srvwd Activities","","","9999","Classified Programs","U",2011,"Base",NA,NA,NA,13977425
"1062",2011,"0107D","Office of the Inspector General","IG","01","Operation & Maintenance","010","010","4GTV","Office Of The Inspector General","U",2011,"Base",NA,NA,NA,282354
"1063",2011,"0107D","Office of the Inspector General","IG","02","RDT&E","020","020","4GTV","Office Of The Inspector General","U",2011,"Base",NA,NA,NA,0
"1064",2011,"0107D","Office of the Inspector General","IG","03","Procurement","030","030","4GTV","Office Of The Inspector General","U",2011,"Base",NA,NA,NA,1000
"1065",2011,"0112D","Office of the Inspector General, RA","IG","01","O&M","010","010","4GTV","Office Of The Inspector General, RA","U",2011,"Base",NA,NA,NA,0
"1066",2011,"0104D","US Court of Appeals for Armed Forces, Def","DASD","04","Administration & Associated Activities","010","010","4GTT","Us Court Of Appeals For The Armed Forces, Defense","U",2011,"Base",NA,NA,NA,14068
"1067",2011,"0130D","Defense Health Program","DHP","01","Operation & Maintenance","010","010","1","In-House Care","U",2011,"Base",NA,NA,NA,7781877
"1068",2011,"0130D","Defense Health Program","DHP","01","Operation & Maintenance","020","020","2","Private Sector Care","U",2011,"Base",NA,NA,NA,16034745
"1069",2011,"0130D","Defense Health Program","DHP","01","Operation & Maintenance","030","030","3","Consolidated Health Support","U",2011,"Base",NA,NA,NA,2122483
"1070",2011,"0130D","Defense Health Program","DHP","01","Operation & Maintenance","040","040","4","Information Management","U",2011,"Base",NA,NA,NA,1452330
"1071",2011,"0130D","Defense Health Program","DHP","01","Operation & Maintenance","050","050","5","Management Activities","U",2011,"Base",NA,NA,NA,293698
"1072",2011,"0130D","Defense Health Program","DHP","01","Operation & Maintenance","060","060","6","Education And Training","U",2011,"Base",NA,NA,NA,632534
"1073",2011,"0130D","Defense Health Program","DHP","01","Operation & Maintenance","070","070","7","Base Operations/Communications","U",2011,"Base",NA,NA,NA,1597610
"1074",2011,"0130D","Defense Health Program","DHP","02","RDT&E","080","080","4GTR","Defense Health Program","U",2011,"Base",NA,NA,NA,499913
"1075",2011,"0130D","Defense Health Program","DHP","03","Procurement","090","090","4GTR","Defense Health Program","U",2011,"Base",NA,NA,NA,519921
"1076",2011,"0150D","Defense Health Program, RA","DHP","01","O&M","010","010","7","Base Operations/Communications","U",2011,"Base",NA,NA,NA,0
"1077",2011,"0819D","Overseas Humanitarian, Disaster and Civic Aid","DSCA","01","Humanitarian Assistance","010","010","4GTD","Overseas Humanitarian, Disaster And Civic Aid","U",2011,"Base",NA,NA,NA,108032
"1078",2011,"0134D","Former Soviet Union (FSU) Threat Reduction","DTRA","01","Former Soviet Union (FSU) Threat Reduction","010","010","1PL3","Former Soviet Union (Fsu) Threat Reduction","U",2011,"Base",NA,NA,NA,522512
"1079",2011,"0111D","DoD Acquisition Workforce Development Fund","AT&L","01","ACQ WORKFORCE DEV FD","010","010","012","Acq Workforce Dev Fd","U",2011,"Base",NA,NA,NA,217561
"1080",2011,"0105D","Drug Interdiction & Ctr-Drug Activities, Def","DEPS","01","Operating Forces","010","010","2FU1","Drug Interdiction And Counter-Drug Activities, Defense","U",2011,"Base",NA,NA,NA,1131351
"1081",2011,"0810A","Environmental Restoration, Army","ARMY","01","Environmental Restoration, Army","020","020","493","Environmental Restoration, Army","U",2011,"Base",NA,NA,NA,444581
"1082",2011,"0810N","Environmental Restoration, Navy","NAVY","02","Environmental Restoration, Navy","030","030","044G","Environmental Restoration, Navy","U",2011,"Base",NA,NA,NA,304867
"1083",2011,"0810F","Environmental Restoration, Air Force","AF","03","Environmental Restoration, Air Force","040","040","042G","Environmental Restoration, Air Force","U",2011,"Base",NA,NA,NA,502653
"1084",2011,"0810D","Environmental Restoration, Defense","UNDD","04","Environmental Restoration, Defense","050","050","045G","Environmental Restoration, Defense","U",2011,"Base",NA,NA,NA,10744
"1085",2011,"0811D","Environmental Restoration Formerly Used Sites","UNDD","05","Environmental Restoration Used Sites","060","060","047G","Environmental Restoration Formerly Used Sites","U",2011,"Base",NA,NA,NA,276546
"1086",2011,"0118D","Overseas Contingency Operations Transfer Fund","UNDD","01","Overseas Contingency Operations Transfer Fund","070","070","052","Overseas Contingency Operations Transfer Fund","U",2011,"Base",NA,NA,NA,5000
"1087",2011,"1236N","Payment to Kaho'olawe Island Fund","NAVY","01","Payment to Kaho'olawe Island Fund","080","080","0000","Payment To Kaho'Olawe Island Fund","U",2011,"Base",NA,NA,NA,0
"1088",2011,"0838D","Support Of International Sporting Comptns, Def","ARMY","01","Operations Support","090","090","054","Support Of International Sporting Competitions, Defense","U",2011,"Base",NA,NA,NA,0
"1089",2011,"0833D","Emergency Response Fund, Defense","UNDD","20","Undistributed","100","100","4GTF","Emergency Response Fund, Defense","U",2011,"Base",NA,NA,NA,0
"1090",2011,"5286A","National Science Center, Army","ARMY","10","Concept Obligations","110","110","110","National Science Center, Army","U",2011,"Base",NA,NA,NA,25
"1091",2011,"5188D","Disposal of DoD Real Property","AF","10","Concept Obligations","","","110","Disposal Of DoD Real Property","U",2011,"Base",NA,NA,NA,6687
"1092",2011,"5188D","Disposal of DoD Real Property","ARMY","10","Concept Obligations","","","110","Disposal Of DoD Real Property","U",2011,"Base",NA,NA,NA,3091
"1093",2011,"5188D","Disposal of DoD Real Property","NAVY","10","Concept Obligations","","","110","Disposal Of DoD Real Property","U",2011,"Base",NA,NA,NA,539
"1094",2011,"5188D","Disposal of DoD Real Property","UNDD","10","Concept Obligations","120","120","110","Disposal Of DoD Real Property","U",2011,"Base",NA,NA,NA,0
"1095",2011,"5189D","Lease of DoD Real Property","AF","10","Concept Obligations","","","110","Lease Of DoD Real Property","U",2011,"Base",NA,NA,NA,1578
"1096",2011,"5189D","Lease of DoD Real Property","ARMY","10","Concept Obligations","","","110","Lease Of DoD Real Property","U",2011,"Base",NA,NA,NA,6306
"1097",2011,"5189D","Lease of DoD Real Property","NAVY","10","Concept Obligations","","","110","Lease Of DoD Real Property","U",2011,"Base",NA,NA,NA,1000
"1098",2011,"5189D","Lease of DoD Real Property","UNDD","10","Concept Obligations","130","130","110","Lease Of DoD Real Property","U",2011,"Base",NA,NA,NA,0
"1099",2011,"5193D","DoD Overseas Mil Facility Investment Recovery","AF","10","Concept Obligations","","","110","DoD Overseas Mil Facility Investment Recovery","U",2011,"Base",NA,NA,NA,0
"1100",2011,"5193D","DoD Overseas Mil Facility Investment Recovery","ARMY","10","Concept Obligations","140","140","110","DoD Overseas Mil Facility Investment Recovery","U",2011,"Base",NA,NA,NA,0
"1101",2011,"5193D","DoD Overseas Mil Facility Investment Recovery","UNDD","10","Concept Obligations","","","110","DoD Overseas Mil Facility Investment Recovery","U",2011,"Base",NA,NA,NA,0
"1102",2011,"2020A","Operation & Maintenance, Army","ARMY","01","Operating Forces","010","010","111","Maneuver Units","U",2011,"OCO",NA,NA,NA,0
"1103",2011,"2020A","Operation & Maintenance, Army","ARMY","01","Operating Forces","020","020","112","Modular Support Brigades","U",2011,"OCO",NA,NA,NA,0
"1104",2011,"2020A","Operation & Maintenance, Army","ARMY","01","Operating Forces","030","030","113","Echelons Above Brigade","U",2011,"OCO",NA,NA,NA,0
"1105",2011,"2020A","Operation & Maintenance, Army","ARMY","01","Operating Forces","040","040","114","Theater Level Assets","U",2011,"OCO",NA,NA,NA,0
"1106",2011,"2020A","Operation & Maintenance, Army","ARMY","01","Operating Forces","050","050","115","Land Forces Operations Support","U",2011,"OCO",NA,NA,NA,0
"1107",2011,"2020A","Operation & Maintenance, Army","ARMY","01","Operating Forces","060","060","116","Aviation Assets","U",2011,"OCO",NA,NA,NA,0
"1108",2011,"2020A","Operation & Maintenance, Army","ARMY","01","Operating Forces","070","070","121","Force Readiness Operations Support","U",2011,"OCO",NA,NA,NA,0
"1109",2011,"2020A","Operation & Maintenance, Army","ARMY","01","Operating Forces","080","080","122","Land Forces Systems Readiness","U",2011,"OCO",NA,NA,NA,0
"1110",2011,"2020A","Operation & Maintenance, Army","ARMY","01","Operating Forces","090","090","123","Land Forces Depot Maintenance","U",2011,"OCO",NA,NA,NA,0
"1111",2011,"2020A","Operation & Maintenance, Army","ARMY","01","Operating Forces","100","100","131","Base Operations Support","U",2011,"OCO",NA,NA,NA,0
"1112",2011,"2020A","Operation & Maintenance, Army","ARMY","01","Operating Forces","110","110","132","Facilities Sustainment, Restoration, & Modernization","U",2011,"OCO",NA,NA,NA,0
"1113",2011,"2020A","Operation & Maintenance, Army","ARMY","01","Operating Forces","120","120","133","Management And Operational Hq","U",2011,"OCO",NA,NA,NA,0
"1114",2011,"2020A","Operation & Maintenance, Army","ARMY","01","Operating Forces","130","130","134","Combatant Commanders Core Operations","U",2011,"OCO",NA,NA,NA,0
"1115",2011,"2020A","Operation & Maintenance, Army","ARMY","01","Operating Forces","140","140","135","Additional Activities","U",2011,"OCO",NA,NA,NA,47638208
"1116",2011,"2020A","Operation & Maintenance, Army","ARMY","01","Operating Forces","150","150","136","CommanderS Emergency Response Program","U",2011,"OCO",NA,NA,NA,1300000
"1117",2011,"2020A","Operation & Maintenance, Army","ARMY","01","Operating Forces","160","160","137","RESET","U",2011,"OCO",NA,NA,NA,7840211
"1118",2011,"2020A","Operation & Maintenance, Army","ARMY","01","Operating Forces","170","170","138","Combatant Commanders Ancillary Missions","U",2011,"OCO",NA,NA,NA,0
"1119",2011,"2020A","Operation & Maintenance, Army","ARMY","02","Mobilization","180","180","211","Strategic Mobility","U",2011,"OCO",NA,NA,NA,0
"1120",2011,"2020A","Operation & Maintenance, Army","ARMY","02","Mobilization","190","190","212","Army Prepositioning Stocks","U",2011,"OCO",NA,NA,NA,0
"1121",2011,"2020A","Operation & Maintenance, Army","ARMY","02","Mobilization","200","200","213","Industrial Preparedness","U",2011,"OCO",NA,NA,NA,0
"1122",2011,"2020A","Operation & Maintenance, Army","ARMY","03","Training and Recruiting","210","210","311","Officer Acquisition","U",2011,"OCO",NA,NA,NA,0
"1123",2011,"2020A","Operation & Maintenance, Army","ARMY","03","Training and Recruiting","220","220","312","Recruit Training","U",2011,"OCO",NA,NA,NA,0
"1124",2011,"2020A","Operation & Maintenance, Army","ARMY","03","Training and Recruiting","230","230","313","One Station Unit Training","U",2011,"OCO",NA,NA,NA,0
"1125",2011,"2020A","Operation & Maintenance, Army","ARMY","03","Training and Recruiting","240","240","314","Senior Reserve Officers Training Corps","U",2011,"OCO",NA,NA,NA,0
"1126",2011,"2020A","Operation & Maintenance, Army","ARMY","03","Training and Recruiting","250","250","321","Specialized Skill Training","U",2011,"OCO",NA,NA,NA,0
"1127",2011,"2020A","Operation & Maintenance, Army","ARMY","03","Training and Recruiting","260","260","322","Flight Training","U",2011,"OCO",NA,NA,NA,0
"1128",2011,"2020A","Operation & Maintenance, Army","ARMY","03","Training and Recruiting","270","270","323","Professional Development Education","U",2011,"OCO",NA,NA,NA,0
"1129",2011,"2020A","Operation & Maintenance, Army","ARMY","03","Training and Recruiting","280","280","324","Training Support","U",2011,"OCO",NA,NA,NA,0
"1130",2011,"2020A","Operation & Maintenance, Army","ARMY","03","Training and Recruiting","290","290","331","Recruiting And Advertising","U",2011,"OCO",NA,NA,NA,0
"1131",2011,"2020A","Operation & Maintenance, Army","ARMY","03","Training and Recruiting","300","300","332","Examining","U",2011,"OCO",NA,NA,NA,0
"1132",2011,"2020A","Operation & Maintenance, Army","ARMY","03","Training and Recruiting","310","310","333","Off-Duty And Voluntary Education","U",2011,"OCO",NA,NA,NA,0
"1133",2011,"2020A","Operation & Maintenance, Army","ARMY","03","Training and Recruiting","320","320","334","Civilian Education And Training","U",2011,"OCO",NA,NA,NA,0
"1134",2011,"2020A","Operation & Maintenance, Army","ARMY","03","Training and Recruiting","330","330","335","Junior ROTC","U",2011,"OCO",NA,NA,NA,0
"1135",2011,"2020A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","340","340","411","Security Programs","U",2011,"OCO",NA,NA,NA,2358865
"1136",2011,"2020A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","350","350","421","Servicewide Transportation","U",2011,"OCO",NA,NA,NA,3465334
"1137",2011,"2020A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","360","360","422","Central Supply Activities","U",2011,"OCO",NA,NA,NA,0
"1138",2011,"2020A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","370","370","423","Logistic Support Activities","U",2011,"OCO",NA,NA,NA,0
"1139",2011,"2020A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","380","380","424","Ammunition Management","U",2011,"OCO",NA,NA,NA,0
"1140",2011,"2020A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","390","390","431","Administration","U",2011,"OCO",NA,NA,NA,0
"1141",2011,"2020A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","400","400","432","Servicewide Communications","U",2011,"OCO",NA,NA,NA,0
"1142",2011,"2020A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","410","410","433","Manpower Management","U",2011,"OCO",NA,NA,NA,0
"1143",2011,"2020A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","420","420","434","Other Personnel Support","U",2011,"OCO",NA,NA,NA,0
"1144",2011,"2020A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","430","430","435","Other Service Support","U",2011,"OCO",NA,NA,NA,0
"1145",2011,"2020A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","440","440","436","Army Claims Activities","U",2011,"OCO",NA,NA,NA,0
"1146",2011,"2020A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","450","450","437","Real Estate Management","U",2011,"OCO",NA,NA,NA,0
"1147",2011,"2020A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","460","460","441","Support Of NATO Operations","U",2011,"OCO",NA,NA,NA,0
"1148",2011,"2020A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","470","470","442","Misc. Support Of Other Nations","U",2011,"OCO",NA,NA,NA,0
"1149",2011,"2022A","Operation & Maintenance, Army, RA","ARMY","01","Operating Forces","010","010","132","Facilities Sustainment, Restoration, & Modernization","U",2011,"OCO",NA,NA,NA,0
"1150",2011,"2080A","Operation & Maintenance, Army Res","ARMY","01","Operating Forces","010","010","111","Maneuver Units","U",2011,"OCO",NA,NA,NA,0
"1151",2011,"2080A","Operation & Maintenance, Army Res","ARMY","01","Operating Forces","020","020","112","Modular Support Brigades","U",2011,"OCO",NA,NA,NA,0
"1152",2011,"2080A","Operation & Maintenance, Army Res","ARMY","01","Operating Forces","030","030","113","Echelons Above Brigade","U",2011,"OCO",NA,NA,NA,0
"1153",2011,"2080A","Operation & Maintenance, Army Res","ARMY","01","Operating Forces","040","040","114","Theater Level Assets","U",2011,"OCO",NA,NA,NA,0
"1154",2011,"2080A","Operation & Maintenance, Army Res","ARMY","01","Operating Forces","050","050","115","Land Forces Operations Support","U",2011,"OCO",NA,NA,NA,0
"1155",2011,"2080A","Operation & Maintenance, Army Res","ARMY","01","Operating Forces","060","060","116","Aviation Assets","U",2011,"OCO",NA,NA,NA,0
"1156",2011,"2080A","Operation & Maintenance, Army Res","ARMY","01","Operating Forces","070","070","121","Force Readiness Operations Support","U",2011,"OCO",NA,NA,NA,0
"1157",2011,"2080A","Operation & Maintenance, Army Res","ARMY","01","Operating Forces","080","080","122","Land Forces Systems Readiness","U",2011,"OCO",NA,NA,NA,0
"1158",2011,"2080A","Operation & Maintenance, Army Res","ARMY","01","Operating Forces","090","090","123","Land Forces Depot Maintenance","U",2011,"OCO",NA,NA,NA,0
