"","SourceFiscalYear","AccountDSI","AccountTitle","Organization","BudgetActivity","BudgetActivityTitle","BSA","BSAtitle","LineNumber","LineItem","LineItemTitle","CostType","CostTypeTitle","LineNumber","AddOrNonAdd","Classified","FiscalYear","OriginType","ActualTotal","EnactedTotal","PBtotal","PBtype","QuantActualTotal","QuantPBtotal","QuantPBtype"
"2464",2011,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","90","Other Support Equipment","187","0050MA0780","Physical Security Systems (OPA3)","A","Weapon System Cost","187","Add","U",2010,"Total",NA,49601,444617,NA,NA,0,NA
"2465",2011,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","90","Other Support Equipment","188","0312MB7000","Base Level Com'L Equipment","A","Weapon System Cost","188","Add","U",2010,"Total",NA,1299,1299,NA,NA,0,NA
"2466",2011,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","90","Other Support Equipment","189","1110MA4500","Modification Of In-Svc Equipment (OPA-3)","A","Weapon System Cost","189","Add","U",2010,"Total",NA,53713,53713,NA,NA,0,NA
"2467",2011,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","90","Other Support Equipment","190","1220MA0450","Production Base Support (OTH)","A","Weapon System Cost","190","Add","U",2010,"Total",NA,3040,3040,NA,NA,0,NA
"2468",2011,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","90","Other Support Equipment","191","1500MA9160","Building, Pre-Fab, Relocatable","A","Weapon System Cost","191","Add","U",2010,"Total",NA,0,0,NA,NA,0,NA
"2469",2011,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","90","Other Support Equipment","192","1572MA6700","Special Equipment For User Testing","A","Weapon System Cost","192","Add","U",2010,"Total",NA,45372,45372,NA,NA,0,NA
"2470",2011,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","90","Other Support Equipment","193","3569G01001","AMC Critical Items OPA3","A","Weapon System Cost","193","Add","U",2010,"Total",NA,12193,12193,NA,NA,0,NA
"2471",2011,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","90","Other Support Equipment","194","9219MA8975","MA8975","A","Weapon System Cost","194","Add","U",2010,"Total",NA,4478,4478,NA,NA,0,NA
"2472",2011,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","90","Other Support Equipment","195","9221F00001","BCT UNMANNED GROUND VEHICLE","A","Weapon System Cost","195","Add","U",2010,"Total",NA,0,0,NA,NA,0,NA
"2473",2011,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","90","Other Support Equipment","196","9222G80001","BCT TRAINING/LOGISTICS/MANAGEMENT","A","Weapon System Cost","196","Add","U",2010,"Total",NA,0,0,NA,NA,0,NA
"2474",2011,"2035A","Other Procurement, Army","ARMY","04","Spare and Repair Parts","20","OPA2","197","0200BS9100","Initial Spares - C&E","A","Weapon System Cost","197","Add","U",2010,"Total",NA,35515,35515,NA,NA,0,NA
"2475",2011,"2093A","Joint Impr Explosive Dev Defeat Fund","ARMY","01","Network Attack","01","Network Attack","1  ","JIED01","Attack The Network","A","Weapon System Cost","1  ","Add","U",2010,"Total",NA,865100,1065100,NA,NA,0,NA
"2476",2011,"2093A","Joint Impr Explosive Dev Defeat Fund","ARMY","02","JIEDDO Device Defeat","01","JIEDDO Device Defeat","2  ","JIED02","Defeat The Device","A","Weapon System Cost","2  ","Add","U",2010,"Total",NA,735100,1335100,NA,NA,0,NA
"2477",2011,"2093A","Joint Impr Explosive Dev Defeat Fund","ARMY","03","Force Training","01","Force Training","3  ","JIED03","Train The Force","A","Weapon System Cost","3  ","Add","U",2010,"Total",NA,161810,161810,NA,NA,0,NA
"2478",2011,"2093A","Joint Impr Explosive Dev Defeat Fund","ARMY","04","Staff and Infrastructure","01","Staff And Infrastructure","4  ","JIED04","Operations","A","Weapon System Cost","4  ","Add","U",2010,"Total",NA,121550,121550,NA,NA,0,NA
"2479",2011,"1506N","Aircraft Procurement, Navy","NAVY","01","Combat Aircraft","01","Combat Aircraft","1  ","0143","EA-18g","A","Weapon System Cost","1  ","Add","U",2010,"Total",NA,1653564,1653564,NA,NA,22,NA
"2480",2011,"1506N","Aircraft Procurement, Navy","NAVY","01","Combat Aircraft","01","Combat Aircraft","1  ","0143","EA-18g","B","Less: Advance Procurement (PY)","1  ","Add","U",2010,"Total",NA,-46693,-46693,NA,NA,0,NA
"2481",2011,"1506N","Aircraft Procurement, Navy","NAVY","01","Combat Aircraft","01","Combat Aircraft","2  ","0143","EA-18g","C","Advance Procurement (CY)","2  ","Add","U",2010,"Total",NA,20496,20496,NA,NA,0,NA
"2482",2011,"1506N","Aircraft Procurement, Navy","NAVY","01","Combat Aircraft","01","Combat Aircraft","3  ","0145","F/A-18e/F (Fighter) Hornet","A","Weapon System Cost","3  ","Add","U",2010,"Total",NA,1545364,1545364,NA,NA,18,NA
"2483",2011,"1506N","Aircraft Procurement, Navy","NAVY","01","Combat Aircraft","01","Combat Aircraft","3  ","0145","F/A-18e/F (Fighter) Hornet","B","Less: Advance Procurement (PY)","3  ","Add","U",2010,"Total",NA,-45462,-45462,NA,NA,0,NA
"2484",2011,"1506N","Aircraft Procurement, Navy","NAVY","01","Combat Aircraft","01","Combat Aircraft","4  ","0145","F/A-18e/F (Fighter) Hornet","C","Advance Procurement (CY)","4  ","Add","U",2010,"Total",NA,51273,51273,NA,NA,0,NA
"2485",2011,"1506N","Aircraft Procurement, Navy","NAVY","01","Combat Aircraft","01","Combat Aircraft","5  ","0147","Joint Strike Fighter CV","A","Weapon System Cost","5  ","Add","U",2010,"Total",NA,4242876,4242876,NA,NA,20,NA
"2486",2011,"1506N","Aircraft Procurement, Navy","NAVY","01","Combat Aircraft","01","Combat Aircraft","5  ","0147","Joint Strike Fighter CV","B","Less: Advance Procurement (PY)","5  ","Add","U",2010,"Total",NA,-258143,-258143,NA,NA,0,NA
"2487",2011,"1506N","Aircraft Procurement, Navy","NAVY","01","Combat Aircraft","01","Combat Aircraft","6  ","0147","Joint Strike Fighter CV","C","Advance Procurement (CY)","6  ","Add","U",2010,"Total",NA,479518,479518,NA,NA,0,NA
"2488",2011,"1506N","Aircraft Procurement, Navy","NAVY","01","Combat Aircraft","01","Combat Aircraft","7  ","0152","JSF STOVL","A","Weapon System Cost","7  ","Add","U",2010,"Total",NA,0,0,NA,NA,0,NA
"2489",2011,"1506N","Aircraft Procurement, Navy","NAVY","01","Combat Aircraft","01","Combat Aircraft","8  ","0152","JSF STOVL","C","Advance Procurement (CY)","8  ","Add","U",2010,"Total",NA,0,0,NA,NA,0,NA
"2490",2011,"1506N","Aircraft Procurement, Navy","NAVY","01","Combat Aircraft","01","Combat Aircraft","9  ","0164","V-22 (Medium Lift)","A","Weapon System Cost","9  ","Add","U",2010,"Total",NA,2352208,2352208,NA,NA,30,NA
"2491",2011,"1506N","Aircraft Procurement, Navy","NAVY","01","Combat Aircraft","01","Combat Aircraft","9  ","0164","V-22 (Medium Lift)","B","Less: Advance Procurement (PY)","9  ","Add","U",2010,"Total",NA,-143205,-143205,NA,NA,0,NA
"2492",2011,"1506N","Aircraft Procurement, Navy","NAVY","01","Combat Aircraft","01","Combat Aircraft","10 ","0164","V-22 (Medium Lift)","C","Advance Procurement (CY)","10 ","Add","U",2010,"Total",NA,84082,84082,NA,NA,0,NA
"2493",2011,"1506N","Aircraft Procurement, Navy","NAVY","01","Combat Aircraft","01","Combat Aircraft","11 ","0178","Uh-1y/Ah-1z","A","Weapon System Cost","11 ","Add","U",2010,"Total",NA,638005,756005,NA,NA,29,NA
"2494",2011,"1506N","Aircraft Procurement, Navy","NAVY","01","Combat Aircraft","01","Combat Aircraft","11 ","0178","Uh-1y/Ah-1z","B","Less: Advance Procurement (PY)","11 ","Add","U",2010,"Total",NA,0,0,NA,NA,0,NA
"2495",2011,"1506N","Aircraft Procurement, Navy","NAVY","01","Combat Aircraft","01","Combat Aircraft","12 ","0178","Uh-1y/Ah-1z","C","Advance Procurement (CY)","12 ","Add","U",2010,"Total",NA,50394,50394,NA,NA,0,NA
"2496",2011,"1506N","Aircraft Procurement, Navy","NAVY","01","Combat Aircraft","01","Combat Aircraft","13 ","0179","Mh-60s (MYP)","A","Weapon System Cost","13 ","Add","U",2010,"Total",NA,477414,477414,NA,NA,18,NA
"2497",2011,"1506N","Aircraft Procurement, Navy","NAVY","01","Combat Aircraft","01","Combat Aircraft","13 ","0179","Mh-60s (MYP)","B","Less: Advance Procurement (PY)","13 ","Add","U",2010,"Total",NA,-84483,-84483,NA,NA,0,NA
"2498",2011,"1506N","Aircraft Procurement, Navy","NAVY","01","Combat Aircraft","01","Combat Aircraft","14 ","0179","Mh-60s (MYP)","C","Advance Procurement (CY)","14 ","Add","U",2010,"Total",NA,78587,78587,NA,NA,0,NA
"2499",2011,"1506N","Aircraft Procurement, Navy","NAVY","01","Combat Aircraft","01","Combat Aircraft","15 ","0182","Mh-60r","A","Weapon System Cost","15 ","Add","U",2010,"Total",NA,970899,970899,NA,NA,24,NA
"2500",2011,"1506N","Aircraft Procurement, Navy","NAVY","01","Combat Aircraft","01","Combat Aircraft","15 ","0182","Mh-60r","B","Less: Advance Procurement (PY)","15 ","Add","U",2010,"Total",NA,-157133,-157133,NA,NA,0,NA
"2501",2011,"1506N","Aircraft Procurement, Navy","NAVY","01","Combat Aircraft","01","Combat Aircraft","16 ","0182","Mh-60r","C","Advance Procurement (CY)","16 ","Add","U",2010,"Total",NA,117940,117940,NA,NA,0,NA
"2502",2011,"1506N","Aircraft Procurement, Navy","NAVY","01","Combat Aircraft","01","Combat Aircraft","17 ","0193","P-8a Poseidon","A","Weapon System Cost","17 ","Add","U",2010,"Total",NA,1761724,1761724,NA,NA,6,NA
"2503",2011,"1506N","Aircraft Procurement, Navy","NAVY","01","Combat Aircraft","01","Combat Aircraft","17 ","0193","P-8a Poseidon","B","Less: Advance Procurement (PY)","17 ","Add","U",2010,"Total",NA,-102327,-102327,NA,NA,0,NA
"2504",2011,"1506N","Aircraft Procurement, Navy","NAVY","01","Combat Aircraft","01","Combat Aircraft","18 ","0193","P-8a Poseidon","C","Advance Procurement (CY)","18 ","Add","U",2010,"Total",NA,137999,137999,NA,NA,0,NA
"2505",2011,"1506N","Aircraft Procurement, Navy","NAVY","01","Combat Aircraft","01","Combat Aircraft","19 ","0195","E-2d Adv Hawkeye","A","Weapon System Cost","19 ","Add","U",2010,"Total",NA,702092,702092,NA,NA,3,NA
"2506",2011,"1506N","Aircraft Procurement, Navy","NAVY","01","Combat Aircraft","01","Combat Aircraft","19 ","0195","E-2d Adv Hawkeye","B","Less: Advance Procurement (PY)","19 ","Add","U",2010,"Total",NA,-54648,-54648,NA,NA,0,NA
"2507",2011,"1506N","Aircraft Procurement, Navy","NAVY","01","Combat Aircraft","01","Combat Aircraft","20 ","0195","E-2d Adv Hawkeye","C","Advance Procurement (CY)","20 ","Add","U",2010,"Total",NA,94632,94632,NA,NA,0,NA
"2508",2011,"1506N","Aircraft Procurement, Navy","NAVY","02","Airlift Aircraft","01","Airlift Aircraft","21 ","0246","C-40a","A","Weapon System Cost","21 ","Add","U",2010,"Total",NA,74152,74152,NA,NA,1,NA
"2509",2011,"1506N","Aircraft Procurement, Navy","NAVY","03","Trainer Aircraft","01","Trainer Aircraft","22 ","0339","JPATS","A","Weapon System Cost","22 ","Add","U",2010,"Total",NA,255450,255450,NA,NA,37,NA
"2510",2011,"1506N","Aircraft Procurement, Navy","NAVY","04","Other Aircraft","01","Other Aircraft","23 ","0416","KC-130J","A","Weapon System Cost","23 ","Add","U",2010,"Total",NA,0,0,NA,NA,0,NA
"2511",2011,"1506N","Aircraft Procurement, Navy","NAVY","04","Other Aircraft","01","Other Aircraft","23 ","0416","KC-130J","B","Less: Advance Procurement (PY)","23 ","Add","U",2010,"Total",NA,0,0,NA,NA,0,NA
"2512",2011,"1506N","Aircraft Procurement, Navy","NAVY","04","Other Aircraft","01","Other Aircraft","24 ","0416","KC-130J","C","Advance Procurement (CY)","24 ","Add","U",2010,"Total",NA,0,0,NA,NA,0,NA
"2513",2011,"1506N","Aircraft Procurement, Navy","NAVY","04","Other Aircraft","01","Other Aircraft","25 ","0441","RQ-7 UAV","A","Weapon System Cost","25 ","Add","U",2010,"Total",NA,51372,51372,NA,NA,4,NA
"2514",2011,"1506N","Aircraft Procurement, Navy","NAVY","04","Other Aircraft","01","Other Aircraft","26 ","0443","MQ-8 UAV","A","Weapon System Cost","26 ","Add","U",2010,"Total",NA,77377,104177,NA,NA,5,NA
"2515",2011,"1506N","Aircraft Procurement, Navy","NAVY","04","Other Aircraft","01","Other Aircraft","27 ","0444","STUASL0 UAV","A","Weapon System Cost","27 ","Add","U",2010,"Total",NA,0,0,NA,NA,0,NA
"2516",2011,"1506N","Aircraft Procurement, Navy","NAVY","04","Other Aircraft","01","Other Aircraft","28 ","0465","Other Support Aircraft","A","Weapon System Cost","28 ","Add","U",2010,"Total",NA,1954,1954,NA,NA,0,NA
"2517",2011,"1506N","Aircraft Procurement, Navy","NAVY","05","Modification of Aircraft","01","Modification Of Aircraft","29 ","0511","EA-6 Series","A","Weapon System Cost","29 ","Add","U",2010,"Total",NA,84854,84854,NA,NA,0,NA
"2518",2011,"1506N","Aircraft Procurement, Navy","NAVY","05","Modification of Aircraft","01","Modification Of Aircraft","30 ","0513","AEA Systems","A","Weapon System Cost","30 ","Add","U",2010,"Total",NA,0,0,NA,NA,0,NA
"2519",2011,"1506N","Aircraft Procurement, Navy","NAVY","05","Modification of Aircraft","01","Modification Of Aircraft","31 ","0514","AV-8 Series","A","Weapon System Cost","31 ","Add","U",2010,"Total",NA,51166,51166,NA,NA,0,NA
"2520",2011,"1506N","Aircraft Procurement, Navy","NAVY","05","Modification of Aircraft","01","Modification Of Aircraft","32 ","0525","F-18 Series","A","Weapon System Cost","32 ","Add","U",2010,"Total",NA,527595,592181,NA,NA,0,NA
"2521",2011,"1506N","Aircraft Procurement, Navy","NAVY","05","Modification of Aircraft","01","Modification Of Aircraft","33 ","0526","H-46 Series","A","Weapon System Cost","33 ","Add","U",2010,"Total",NA,52701,52701,NA,NA,0,NA
"2522",2011,"1506N","Aircraft Procurement, Navy","NAVY","05","Modification of Aircraft","01","Modification Of Aircraft","34 ","0527","AH-1W Series","A","Weapon System Cost","34 ","Add","U",2010,"Total",NA,32959,32959,NA,NA,0,NA
"2523",2011,"1506N","Aircraft Procurement, Navy","NAVY","05","Modification of Aircraft","01","Modification Of Aircraft","35 ","0528","H-53 Series","A","Weapon System Cost","35 ","Add","U",2010,"Total",NA,232717,232717,NA,NA,0,NA
"2524",2011,"1506N","Aircraft Procurement, Navy","NAVY","05","Modification of Aircraft","01","Modification Of Aircraft","36 ","0530","SH-60 Series","A","Weapon System Cost","36 ","Add","U",2010,"Total",NA,93192,93192,NA,NA,0,NA
"2525",2011,"1506N","Aircraft Procurement, Navy","NAVY","05","Modification of Aircraft","01","Modification Of Aircraft","37 ","0532","H-1 Series","A","Weapon System Cost","37 ","Add","U",2010,"Total",NA,31195,31195,NA,NA,0,NA
"2526",2011,"1506N","Aircraft Procurement, Navy","NAVY","05","Modification of Aircraft","01","Modification Of Aircraft","38 ","0537","EP-3 Series","A","Weapon System Cost","38 ","Add","U",2010,"Total",NA,92245,92245,NA,NA,0,NA
"2527",2011,"1506N","Aircraft Procurement, Navy","NAVY","05","Modification of Aircraft","01","Modification Of Aircraft","39 ","0538","P-3 Series","A","Weapon System Cost","39 ","Add","U",2010,"Total",NA,462351,462351,NA,NA,0,NA
"2528",2011,"1506N","Aircraft Procurement, Navy","NAVY","05","Modification of Aircraft","01","Modification Of Aircraft","40 ","0544","E-2 Series","A","Weapon System Cost","40 ","Add","U",2010,"Total",NA,49952,49952,NA,NA,0,NA
"2529",2011,"1506N","Aircraft Procurement, Navy","NAVY","05","Modification of Aircraft","01","Modification Of Aircraft","41 ","0549","Trainer A/C Series","A","Weapon System Cost","41 ","Add","U",2010,"Total",NA,17154,17154,NA,NA,0,NA
"2530",2011,"1506N","Aircraft Procurement, Navy","NAVY","05","Modification of Aircraft","01","Modification Of Aircraft","42 ","0556","C-2a","A","Weapon System Cost","42 ","Add","U",2010,"Total",NA,28377,28377,NA,NA,0,NA
"2531",2011,"1506N","Aircraft Procurement, Navy","NAVY","05","Modification of Aircraft","01","Modification Of Aircraft","43 ","0560","C-130 Series","A","Weapon System Cost","43 ","Add","U",2010,"Total",NA,74703,74703,NA,NA,0,NA
"2532",2011,"1506N","Aircraft Procurement, Navy","NAVY","05","Modification of Aircraft","01","Modification Of Aircraft","44 ","0561","FEWSG","A","Weapon System Cost","44 ","Add","U",2010,"Total",NA,9457,9457,NA,NA,0,NA
"2533",2011,"1506N","Aircraft Procurement, Navy","NAVY","05","Modification of Aircraft","01","Modification Of Aircraft","45 ","0562","Cargo/Transport A/C Series","A","Weapon System Cost","45 ","Add","U",2010,"Total",NA,19369,19369,NA,NA,0,NA
"2534",2011,"1506N","Aircraft Procurement, Navy","NAVY","05","Modification of Aircraft","01","Modification Of Aircraft","46 ","0564","E-6 Series","A","Weapon System Cost","46 ","Add","U",2010,"Total",NA,102330,102330,NA,NA,0,NA
"2535",2011,"1506N","Aircraft Procurement, Navy","NAVY","05","Modification of Aircraft","01","Modification Of Aircraft","47 ","0566","Executive Helicopters Series","A","Weapon System Cost","47 ","Add","U",2010,"Total",NA,42325,42325,NA,NA,0,NA
"2536",2011,"1506N","Aircraft Procurement, Navy","NAVY","05","Modification of Aircraft","01","Modification Of Aircraft","48 ","0567","Special Project Aircraft","A","Weapon System Cost","48 ","Add","U",2010,"Total",NA,12331,12331,NA,NA,0,NA
"2537",2011,"1506N","Aircraft Procurement, Navy","NAVY","05","Modification of Aircraft","01","Modification Of Aircraft","49 ","0569","T-45 Series","A","Weapon System Cost","49 ","Add","U",2010,"Total",NA,48833,48833,NA,NA,0,NA
"2538",2011,"1506N","Aircraft Procurement, Navy","NAVY","05","Modification of Aircraft","01","Modification Of Aircraft","50 ","0570","Power Plant Changes","A","Weapon System Cost","50 ","Add","U",2010,"Total",NA,26314,26314,NA,NA,0,NA
"2539",2011,"1506N","Aircraft Procurement, Navy","NAVY","05","Modification of Aircraft","01","Modification Of Aircraft","51 ","0571","JPATS Series","A","Weapon System Cost","51 ","Add","U",2010,"Total",NA,4907,4907,NA,NA,0,NA
"2540",2011,"1506N","Aircraft Procurement, Navy","NAVY","05","Modification of Aircraft","01","Modification Of Aircraft","52 ","0575","Aviation Life Support Mods","A","Weapon System Cost","52 ","Add","U",2010,"Total",NA,5577,5577,NA,NA,0,NA
"2541",2011,"1506N","Aircraft Procurement, Navy","NAVY","05","Modification of Aircraft","01","Modification Of Aircraft","53 ","0576","Common ECM Equipment","A","Weapon System Cost","53 ","Add","U",2010,"Total",NA,309748,309748,NA,NA,0,NA
"2542",2011,"1506N","Aircraft Procurement, Navy","NAVY","05","Modification of Aircraft","01","Modification Of Aircraft","54 ","0577","Common Avionics Changes","A","Weapon System Cost","54 ","Add","U",2010,"Total",NA,142372,142372,NA,NA,0,NA
"2543",2011,"1506N","Aircraft Procurement, Navy","NAVY","05","Modification of Aircraft","01","Modification Of Aircraft","55 ","0581","Common Defensive Weapon System","A","Weapon System Cost","55 ","Add","U",2010,"Total",NA,5500,5500,NA,NA,0,NA
"2544",2011,"1506N","Aircraft Procurement, Navy","NAVY","05","Modification of Aircraft","01","Modification Of Aircraft","56 ","0582","ID Systems","A","Weapon System Cost","56 ","Add","U",2010,"Total",NA,24051,24051,NA,NA,0,NA
"2545",2011,"1506N","Aircraft Procurement, Navy","NAVY","05","Modification of Aircraft","01","Modification Of Aircraft","57 ","0589","RQ-7 Series","A","Weapon System Cost","57 ","Add","U",2010,"Total",NA,0,0,NA,NA,0,NA
"2546",2011,"1506N","Aircraft Procurement, Navy","NAVY","05","Modification of Aircraft","01","Modification Of Aircraft","58 ","0590","V-22 (Tilt/Rotor  ACFT) Osprey","A","Weapon System Cost","58 ","Add","U",2010,"Total",NA,77927,77927,NA,NA,0,NA
"2547",2011,"1506N","Aircraft Procurement, Navy","NAVY","06","Aircraft Spares and Repair Parts","01","Aircraft Spares And Repair Parts","59 ","0605","Spares And Repair Parts","A","Weapon System Cost","59 ","Add","U",2010,"Total",NA,1256549,1256549,NA,NA,0,NA
"2548",2011,"1506N","Aircraft Procurement, Navy","NAVY","07","Aircraft Support Equip & Facilities","01","Aircraft Support Equip & Facilities","60 ","0705","Common Ground Equipment","A","Weapon System Cost","60 ","Add","U",2010,"Total",NA,359177,359177,NA,NA,0,NA
"2549",2011,"1506N","Aircraft Procurement, Navy","NAVY","07","Aircraft Support Equip & Facilities","01","Aircraft Support Equip & Facilities","61 ","0715","Aircraft Industrial Facilities","A","Weapon System Cost","61 ","Add","U",2010,"Total",NA,11041,11041,NA,NA,0,NA
"2550",2011,"1506N","Aircraft Procurement, Navy","NAVY","07","Aircraft Support Equip & Facilities","01","Aircraft Support Equip & Facilities","62 ","0720","War Consumables","A","Weapon System Cost","62 ","Add","U",2010,"Total",NA,55235,55235,NA,NA,0,NA
"2551",2011,"1506N","Aircraft Procurement, Navy","NAVY","07","Aircraft Support Equip & Facilities","01","Aircraft Support Equip & Facilities","63 ","0725","Other Production Charges","A","Weapon System Cost","63 ","Add","U",2010,"Total",NA,23787,23787,NA,NA,0,NA
"2552",2011,"1506N","Aircraft Procurement, Navy","NAVY","07","Aircraft Support Equip & Facilities","01","Aircraft Support Equip & Facilities","64 ","0735","Special Support Equipment","A","Weapon System Cost","64 ","Add","U",2010,"Total",NA,42017,42017,NA,NA,0,NA
"2553",2011,"1506N","Aircraft Procurement, Navy","NAVY","07","Aircraft Support Equip & Facilities","01","Aircraft Support Equip & Facilities","65 ","0740","First Destination Transportation","A","Weapon System Cost","65 ","Add","U",2010,"Total",NA,1729,1729,NA,NA,0,NA
"2554",2011,"1506N","Aircraft Procurement, Navy","NAVY","07","Aircraft Support Equip & Facilities","01","Aircraft Support Equip & Facilities","66 ","0790","Cancelled Account Adjustments","A","Weapon System Cost","66 ","Add","U",2010,"Total",NA,0,0,NA,NA,0,NA
"2555",2011,"1507N","Weapons Procurement, Navy","NAVY","01","Ballistic Missiles","02","Modification Of Missiles","1  ","1250","Trident II Mods","A","Weapon System Cost","1  ","Add","U",2010,"Total",NA,1052246,1052246,NA,NA,24,NA
"2556",2011,"1507N","Weapons Procurement, Navy","NAVY","01","Ballistic Missiles","03","Support Equipment & Facilities","2  ","1350","Missile Industrial Facilities","A","Weapon System Cost","2  ","Add","U",2010,"Total",NA,3436,3436,NA,NA,0,NA
"2557",2011,"1507N","Weapons Procurement, Navy","NAVY","02","Other Missiles","01","Strategic Missiles","3  ","2101","Tomahawk","A","Weapon System Cost","3  ","Add","U",2010,"Total",NA,276500,276500,NA,NA,196,NA
"2558",2011,"1507N","Weapons Procurement, Navy","NAVY","02","Other Missiles","02","Tactical Missiles","4  ","2206","AMRAAM","A","Weapon System Cost","4  ","Add","U",2010,"Total",NA,138079,138079,NA,NA,79,NA
"2559",2011,"1507N","Weapons Procurement, Navy","NAVY","02","Other Missiles","02","Tactical Missiles","5  ","2209","Sidewinder","A","Weapon System Cost","5  ","Add","U",2010,"Total",NA,53679,53679,NA,NA,161,NA
"2560",2011,"1507N","Weapons Procurement, Navy","NAVY","02","Other Missiles","02","Tactical Missiles","6  ","2230","JSOW","A","Weapon System Cost","6  ","Add","U",2010,"Total",NA,141997,141997,NA,NA,357,NA
"2561",2011,"1507N","Weapons Procurement, Navy","NAVY","02","Other Missiles","02","Tactical Missiles","7  ","2234","Standard Missile","A","Weapon System Cost","7  ","Add","U",2010,"Total",NA,188649,188649,NA,NA,45,NA
"2562",2011,"1507N","Weapons Procurement, Navy","NAVY","02","Other Missiles","02","Tactical Missiles","8  ","2242","Ram","A","Weapon System Cost","8  ","Add","U",2010,"Total",NA,69728,69728,NA,NA,90,NA
"2563",2011,"1507N","Weapons Procurement, Navy","NAVY","02","Other Missiles","02","Tactical Missiles","9  ","2254","Hellfire","A","Weapon System Cost","9  ","Add","U",2010,"Total",NA,109928,109928,NA,NA,1361,NA
"2564",2011,"1507N","Weapons Procurement, Navy","NAVY","02","Other Missiles","02","Tactical Missiles","10 ","2280","Aerial Targets","A","Weapon System Cost","10 ","Add","U",2010,"Total",NA,43349,43349,NA,NA,0,NA
"2565",2011,"1507N","Weapons Procurement, Navy","NAVY","02","Other Missiles","02","Tactical Missiles","11 ","2290","Other Missile Support","A","Weapon System Cost","11 ","Add","U",2010,"Total",NA,3916,3916,NA,NA,0,NA
"2566",2011,"1507N","Weapons Procurement, Navy","NAVY","02","Other Missiles","03","Modification Of Missiles","12 ","2307","ESSM","A","Weapon System Cost","12 ","Add","U",2010,"Total",NA,51229,51229,NA,NA,43,NA
"2567",2011,"1507N","Weapons Procurement, Navy","NAVY","02","Other Missiles","03","Modification Of Missiles","13 ","2327","Harm Mods","A","Weapon System Cost","13 ","Add","U",2010,"Total",NA,47825,47825,NA,NA,0,NA
"2568",2011,"1507N","Weapons Procurement, Navy","NAVY","02","Other Missiles","03","Modification Of Missiles","14 ","2356","Standard Missiles Mods","A","Weapon System Cost","14 ","Add","U",2010,"Total",NA,81200,81200,NA,NA,0,NA
"2569",2011,"1507N","Weapons Procurement, Navy","NAVY","02","Other Missiles","04","Support Equipment & Facilities","15 ","2420","Weapons Industrial Facilities","A","Weapon System Cost","15 ","Add","U",2010,"Total",NA,12672,12672,NA,NA,0,NA
"2570",2011,"1507N","Weapons Procurement, Navy","NAVY","02","Other Missiles","04","Support Equipment & Facilities","16 ","2433","Fleet Satellite Comm Follow-On","A","Weapon System Cost","16 ","Add","U",2010,"Total",NA,508881,508881,NA,NA,1,NA
"2571",2011,"1507N","Weapons Procurement, Navy","NAVY","02","Other Missiles","04","Support Equipment & Facilities","16 ","2433","Fleet Satellite Comm Follow-On","B","Less: Advance Procurement (PY)","16 ","Add","U",2010,"Total",NA,-27776,-27776,NA,NA,0,NA
"2572",2011,"1507N","Weapons Procurement, Navy","NAVY","02","Other Missiles","04","Support Equipment & Facilities","17 ","2433","Fleet Satellite Comm Follow-On","C","Advance Procurement (CY)","17 ","Add","U",2010,"Total",NA,28758,28758,NA,NA,0,NA
"2573",2011,"1507N","Weapons Procurement, Navy","NAVY","02","Other Missiles","05","Ordnance Support Equipment","18 ","2500","Ordnance Support Equipment","A","Weapon System Cost","18 ","Add","U",2010,"Total",NA,48732,48732,NA,NA,0,NA
"2574",2011,"1507N","Weapons Procurement, Navy","NAVY","03","Torpedoes and Related Equipment","01","Torpedoes And Related Equip","19 ","3141","ASW Targets","A","Weapon System Cost","19 ","Add","U",2010,"Total",NA,9259,9259,NA,NA,0,NA
"2575",2011,"1507N","Weapons Procurement, Navy","NAVY","03","Torpedoes and Related Equipment","02","Mod Of Torpedoes And Related Equip","20 ","3215","MK-54 Torpedo Mods","A","Weapon System Cost","20 ","Add","U",2010,"Total",NA,89985,89985,NA,NA,0,NA
"2576",2011,"1507N","Weapons Procurement, Navy","NAVY","03","Torpedoes and Related Equipment","02","Mod Of Torpedoes And Related Equip","21 ","3225","MK-48 Torpedo ADCAP Mods","A","Weapon System Cost","21 ","Add","U",2010,"Total",NA,56134,56134,NA,NA,0,NA
"2577",2011,"1507N","Weapons Procurement, Navy","NAVY","03","Torpedoes and Related Equipment","02","Mod Of Torpedoes And Related Equip","22 ","3231","Quickstrike Mine","A","Weapon System Cost","22 ","Add","U",2010,"Total",NA,4666,4666,NA,NA,0,NA
"2578",2011,"1507N","Weapons Procurement, Navy","NAVY","03","Torpedoes and Related Equipment","03","Support Equipment","23 ","3301","Torpedo Support Equipment","A","Weapon System Cost","23 ","Add","U",2010,"Total",NA,35220,35220,NA,NA,0,NA
