,SourceFiscalYear,AccountDSI,MilDeptDW,AccountTitle,Organization,BudgetActivity,BudgetActivityTitle,AGtitle,LineNumber,SAG,SAG.Title,IncludeInTOA,Classified,FiscalYear,OriginType,ActualTotal,EnactedTotal,EnactedType,PBtotal,PBtype,SpecialTotal,SpecialType,BudgetSubActivityTitle,BudgetLineItem,Var.16
16234,2017,3400F,,"Operation & Maintenance, Air Force",Air Force,1,Operating Forces,,50,011R,,Y,U,2017,OCO,NA,NA,NA,NA,56700,NA,NA,Air Operations,"Facilities Sustainment, Restoration & Modernization",NA
16235,2017,3400F,,"Operation & Maintenance, Air Force",Air Force,1,Operating Forces,,60,011Z,,Y,U,2017,OCO,NA,NA,NA,NA,941714,NA,NA,Air Operations,Base Support,NA
16236,2017,3400F,,"Operation & Maintenance, Air Force",Air Force,1,Operating Forces,,70,012A,,Y,U,2017,OCO,NA,NA,NA,NA,30219,NA,NA,Combat Related Operations,Global C3I and Early Warning,NA
16237,2017,3400F,,"Operation & Maintenance, Air Force",Air Force,1,Operating Forces,,80,012C,,Y,U,2017,OCO,NA,NA,NA,NA,213696,NA,NA,Combat Related Operations,Other Combat Ops Spt Programs,NA
16238,2017,3400F,,"Operation & Maintenance, Air Force",Air Force,1,Operating Forces,,100,013A,,Y,U,2017,OCO,NA,NA,NA,NA,869,NA,NA,Space Operations,Launch Facilities,NA
16239,2017,3400F,,"Operation & Maintenance, Air Force",Air Force,1,Operating Forces,,110,013C,,Y,U,2017,OCO,NA,NA,NA,NA,5008,NA,NA,Space Operations,Space Control Systems,NA
16240,2017,3400F,,"Operation & Maintenance, Air Force",Air Force,1,Operating Forces,,120,015A,,Y,U,2017,OCO,NA,NA,NA,NA,100081,NA,NA,COCOM,Combatant Commanders Direct Mission Support,NA
16241,2017,3400F,,"Operation & Maintenance, Air Force",Air Force,1,Operating Forces,,130,015B,,Y,U,2017,OCO,NA,NA,NA,NA,0,NA,NA,COCOM,Combatant Commanders Core Operations,NA
16242,2017,3400F,,"Operation & Maintenance, Air Force",,1,Operating Forces,,NA,9999,,Y,U,2017,OCO,NA,NA,NA,NA,79893,NA,NA,,Classified Programs,NA
16243,2017,3400F,,"Operation & Maintenance, Air Force",Air Force,2,Mobilization,,140,021A,,Y,U,2017,OCO,NA,NA,NA,NA,2606729,NA,NA,Mobility Operations,Airlift Operations,NA
16244,2017,3400F,,"Operation & Maintenance, Air Force",Air Force,2,Mobilization,,150,021D,,Y,U,2017,OCO,NA,NA,NA,NA,108163,NA,NA,Mobility Operations,Mobilization Preparedness,NA
16245,2017,3400F,,"Operation & Maintenance, Air Force",Air Force,2,Mobilization,,160,021M,,Y,U,2017,OCO,NA,NA,NA,NA,891102,NA,NA,Mobility Operations,Depot Maintenance,NA
16246,2017,3400F,,"Operation & Maintenance, Air Force",Air Force,2,Mobilization,,170,021R,,Y,U,2017,OCO,NA,NA,NA,NA,0,NA,NA,Mobility Operations,"Facilities Sustainment, Restoration & Modernization",NA
16247,2017,3400F,,"Operation & Maintenance, Air Force",Air Force,2,Mobilization,,180,021Z,,Y,U,2017,OCO,NA,NA,NA,NA,3686,NA,NA,Mobility Operations,Base Support,NA
16248,2017,3400F,,"Operation & Maintenance, Air Force",Air Force,3,Training and Recruiting,,190,031A,,Y,U,2017,OCO,NA,NA,NA,NA,0,NA,NA,Accession Training,Officer Acquisition,NA
16249,2017,3400F,,"Operation & Maintenance, Air Force",Air Force,3,Training and Recruiting,,200,031B,,Y,U,2017,OCO,NA,NA,NA,NA,0,NA,NA,Accession Training,Recruit Training,NA
16250,2017,3400F,,"Operation & Maintenance, Air Force",Air Force,3,Training and Recruiting,,210,031D,,Y,U,2017,OCO,NA,NA,NA,NA,0,NA,NA,Accession Training,Reserve Officers Training Corps (ROTC),NA
16251,2017,3400F,,"Operation & Maintenance, Air Force",Air Force,3,Training and Recruiting,,220,031R,,Y,U,2017,OCO,NA,NA,NA,NA,0,NA,NA,Accession Training,"Facilities Sustainment, Restoration & Modernization",NA
16252,2017,3400F,,"Operation & Maintenance, Air Force",Air Force,3,Training and Recruiting,,230,031Z,,Y,U,2017,OCO,NA,NA,NA,NA,52740,NA,NA,Accession Training,Base Support,NA
16253,2017,3400F,,"Operation & Maintenance, Air Force",Air Force,3,Training and Recruiting,,240,032A,,Y,U,2017,OCO,NA,NA,NA,NA,4500,NA,NA,Basic Skill and Advanced Training,Specialized Skill Training,NA
16254,2017,3400F,,"Operation & Maintenance, Air Force",Air Force,3,Training and Recruiting,,250,032B,,Y,U,2017,OCO,NA,NA,NA,NA,0,NA,NA,Basic Skill and Advanced Training,Flight Training,NA
16255,2017,3400F,,"Operation & Maintenance, Air Force",Air Force,3,Training and Recruiting,,260,032C,,Y,U,2017,OCO,NA,NA,NA,NA,0,NA,NA,Basic Skill and Advanced Training,Professional Development Education,NA
16256,2017,3400F,,"Operation & Maintenance, Air Force",Air Force,3,Training and Recruiting,,270,032D,,Y,U,2017,OCO,NA,NA,NA,NA,0,NA,NA,Basic Skill and Advanced Training,Training Support,NA
16257,2017,3400F,,"Operation & Maintenance, Air Force",Air Force,3,Training and Recruiting,,280,032M,,Y,U,2017,OCO,NA,NA,NA,NA,0,NA,NA,Basic Skill and Advanced Training,Depot Maintenance,NA
16258,2017,3400F,,"Operation & Maintenance, Air Force",Air Force,3,Training and Recruiting,,290,033A,,Y,U,2017,OCO,NA,NA,NA,NA,0,NA,NA,"Recruiting, and Other Training & Education",Recruiting and Advertising,NA
16259,2017,3400F,,"Operation & Maintenance, Air Force",Air Force,3,Training and Recruiting,,300,033B,,Y,U,2017,OCO,NA,NA,NA,NA,0,NA,NA,"Recruiting, and Other Training & Education",Examining,NA
16260,2017,3400F,,"Operation & Maintenance, Air Force",Air Force,3,Training and Recruiting,,310,033C,,Y,U,2017,OCO,NA,NA,NA,NA,0,NA,NA,"Recruiting, and Other Training & Education",Off-Duty and Voluntary Education,NA
16261,2017,3400F,,"Operation & Maintenance, Air Force",Air Force,3,Training and Recruiting,,320,033D,,Y,U,2017,OCO,NA,NA,NA,NA,0,NA,NA,"Recruiting, and Other Training & Education",Civilian Education and Training,NA
16262,2017,3400F,,"Operation & Maintenance, Air Force",Air Force,3,Training and Recruiting,,330,033E,,Y,U,2017,OCO,NA,NA,NA,NA,0,NA,NA,"Recruiting, and Other Training & Education",Junior ROTC,NA
16263,2017,3400F,,"Operation & Maintenance, Air Force",Air Force,4,Administration and Servicewide Activities,,340,041A,,Y,U,2017,OCO,NA,NA,NA,NA,86716,NA,NA,Logistics Operations,Logistics Operations,NA
16264,2017,3400F,,"Operation & Maintenance, Air Force",Air Force,4,Administration and Servicewide Activities,,350,041B,,Y,U,2017,OCO,NA,NA,NA,NA,0,NA,NA,Logistics Operations,Technical Support Activities,NA
16265,2017,3400F,,"Operation & Maintenance, Air Force",Air Force,4,Administration and Servicewide Activities,,360,041M,,Y,U,2017,OCO,NA,NA,NA,NA,0,NA,NA,Logistics Operations,Depot Maintenance,NA
16266,2017,3400F,,"Operation & Maintenance, Air Force",Air Force,4,Administration and Servicewide Activities,,370,041R,,Y,U,2017,OCO,NA,NA,NA,NA,0,NA,NA,Logistics Operations,"Facilities Sustainment, Restoration & Modernization",NA
16267,2017,3400F,,"Operation & Maintenance, Air Force",Air Force,4,Administration and Servicewide Activities,,380,041Z,,Y,U,2017,OCO,NA,NA,NA,NA,59133,NA,NA,Logistics Operations,Base Support,NA
16268,2017,3400F,,"Operation & Maintenance, Air Force",Air Force,4,Administration and Servicewide Activities,,390,042A,,Y,U,2017,OCO,NA,NA,NA,NA,0,NA,NA,Servicewide Activities,Administration,NA
16269,2017,3400F,,"Operation & Maintenance, Air Force",Air Force,4,Administration and Servicewide Activities,,400,042B,,Y,U,2017,OCO,NA,NA,NA,NA,165348,NA,NA,Servicewide Activities,Servicewide Communications,NA
16270,2017,3400F,,"Operation & Maintenance, Air Force",Air Force,4,Administration and Servicewide Activities,,410,042G,,Y,U,2017,OCO,NA,NA,NA,NA,141883,NA,NA,Servicewide Activities,Other Servicewide Activities,NA
16271,2017,3400F,,"Operation & Maintenance, Air Force",Air Force,4,Administration and Servicewide Activities,,420,042I,,Y,U,2017,OCO,NA,NA,NA,NA,0,NA,NA,Servicewide Activities,Civil Air Patrol,NA
16272,2017,3400F,,"Operation & Maintenance, Air Force",Air Force,4,Administration and Servicewide Activities,,430,042N,,Y,U,2017,OCO,NA,NA,NA,NA,0,NA,NA,Servicewide Activities,Judgement Fund Reimbursement,NA
16273,2017,3400F,,"Operation & Maintenance, Air Force",Air Force,4,Administration and Servicewide Activities,,450,044A,,Y,U,2017,OCO,NA,NA,NA,NA,61,NA,NA,Support to Other Nations,International Support,NA
16274,2017,3400F,,"Operation & Maintenance, Air Force",,4,Administration and Servicewide Activities,,NA,9999,,Y,U,2017,OCO,NA,NA,NA,NA,15823,NA,NA,,Classified Programs,NA
16275,2017,3740F,,"Operation & Maintenance, AF Reserve",Air Force,1,Operating Forces,,10,011A,,Y,U,2017,OCO,NA,NA,NA,NA,0,NA,NA,Air Operations,Primary Combat Forces,NA
16276,2017,3740F,,"Operation & Maintenance, AF Reserve",Air Force,1,Operating Forces,,20,011G,,Y,U,2017,OCO,NA,NA,NA,NA,0,NA,NA,Air Operations,Mission Support Operations,NA
16277,2017,3740F,,"Operation & Maintenance, AF Reserve",Air Force,1,Operating Forces,,30,011M,,Y,U,2017,OCO,NA,NA,NA,NA,51086,NA,NA,Air Operations,Depot Maintenance,NA
16278,2017,3740F,,"Operation & Maintenance, AF Reserve",Air Force,1,Operating Forces,,40,011R,,Y,U,2017,OCO,NA,NA,NA,NA,0,NA,NA,Air Operations,"Facilities Sustainment, Restoration & Modernization",NA
16279,2017,3740F,,"Operation & Maintenance, AF Reserve",Air Force,1,Operating Forces,,50,011Z,,Y,U,2017,OCO,NA,NA,NA,NA,6500,NA,NA,Air Operations,Base Support,NA
16280,2017,3740F,,"Operation & Maintenance, AF Reserve",Air Force,4,Administration and Servicewide Activities,,60,042A,,Y,U,2017,OCO,NA,NA,NA,NA,0,NA,NA,Servicewide Activities,Administration,NA
16281,2017,3740F,,"Operation & Maintenance, AF Reserve",Air Force,4,Administration and Servicewide Activities,,70,042J,,Y,U,2017,OCO,NA,NA,NA,NA,0,NA,NA,Servicewide Activities,Recruiting and Advertising,NA
16282,2017,3740F,,"Operation & Maintenance, AF Reserve",Air Force,4,Administration and Servicewide Activities,,80,042K,,Y,U,2017,OCO,NA,NA,NA,NA,0,NA,NA,Servicewide Activities,Military Manpower and Pers Mgmt (ARPC),NA
16283,2017,3740F,,"Operation & Maintenance, AF Reserve",Air Force,4,Administration and Servicewide Activities,,90,042L,,Y,U,2017,OCO,NA,NA,NA,NA,0,NA,NA,Servicewide Activities,Other Pers Support (Disability Comp),NA
16284,2017,3740F,,"Operation & Maintenance, AF Reserve",Air Force,4,Administration and Servicewide Activities,,100,042M,,Y,U,2017,OCO,NA,NA,NA,NA,0,NA,NA,Servicewide Activities,Audiovisual,NA
16285,2017,3840F,,"Operation & Maintenance, ANG",Air Force,1,Operating Forces,,10,011F,,Y,U,2017,OCO,NA,NA,NA,NA,0,NA,NA,Air Operations,Aircraft Operations,NA
16286,2017,3840F,,"Operation & Maintenance, ANG",Air Force,1,Operating Forces,,20,011G,,Y,U,2017,OCO,NA,NA,NA,NA,3400,NA,NA,Air Operations,Mission Support Operations,NA
16287,2017,3840F,,"Operation & Maintenance, ANG",Air Force,1,Operating Forces,,30,011M,,Y,U,2017,OCO,NA,NA,NA,NA,0,NA,NA,Air Operations,Depot Maintenance,NA
16288,2017,3840F,,"Operation & Maintenance, ANG",Air Force,1,Operating Forces,,40,011R,,Y,U,2017,OCO,NA,NA,NA,NA,0,NA,NA,Air Operations,"Facilities Sustainment, Restoration & Modernization",NA
16289,2017,3840F,,"Operation & Maintenance, ANG",Air Force,1,Operating Forces,,50,011Z,,Y,U,2017,OCO,NA,NA,NA,NA,16600,NA,NA,Air Operations,Base Support,NA
16290,2017,3840F,,"Operation & Maintenance, ANG",Air Force,4,Administration and Servicewide Activities,,60,042A,,Y,U,2017,OCO,NA,NA,NA,NA,0,NA,NA,Servicewide Activities,Administration,NA
16291,2017,3840F,,"Operation & Maintenance, ANG",Air Force,4,Administration and Servicewide Activities,,70,042J,,Y,U,2017,OCO,NA,NA,NA,NA,0,NA,NA,Servicewide Activities,Recruiting and Advertising,NA
16292,2017,0100D,,"Operation and Maintenance, Defense-Wide",Tactical Jamming System,1,Operating Forces,,10,1PL1,,Y,U,2017,OCO,NA,NA,NA,NA,0,NA,NA,Defensewide Activities,Joint Chiefs of Staff,NA
16293,2017,0100D,,"Operation and Maintenance, Defense-Wide",Office of the Secretary of Defense,1,Operating Forces,,20,1GTN,,Y,U,2017,OCO,NA,NA,NA,NA,0,NA,NA,Defensewide Activities,Office of the Secretary of Defense,NA
16294,2017,0100D,,"Operation and Maintenance, Defense-Wide",Special Operations Command,1,Operating Forces,,30,1PL2,,Y,U,2017,OCO,NA,NA,NA,NA,2867707,NA,NA,Defensewide Activities,Special Operations Command/Operating Forces,NA
16295,2017,0100D,,"Operation and Maintenance, Defense-Wide",DAU,3,Training and Recruiting,,40,3EV2,,Y,U,2017,OCO,NA,NA,NA,NA,0,NA,NA,Defensewide Activities,Defense Acquisition University,NA
16296,2017,0100D,,"Operation and Maintenance, Defense-Wide",Tactical Jamming System,3,Training and Recruiting,,50,3PL1,,Y,U,2017,OCO,NA,NA,NA,NA,0,NA,NA,"Recruiting, and Other Training & Education",Joint Chiefs of Staff,NA
16297,2017,0100D,,"Operation and Maintenance, Defense-Wide",National Defense University,3,Training and Recruiting,,60,PEV5,,Y,U,2017,OCO,NA,NA,NA,NA,0,NA,NA,"Recruiting, and Other Training & Education",National Defense University,NA
16298,2017,0100D,,"Operation and Maintenance, Defense-Wide",Special Operations Command,3,Training and Recruiting,,70,3EV7,,Y,U,2017,OCO,NA,NA,NA,NA,0,NA,NA,Defensewide Activities,Special Operations Command/Training and Recruiting,NA
16299,2017,0100D,,"Operation and Maintenance, Defense-Wide",Contractor Management Plan,4,Administration and Servicewide Activities,,80,4GT3,,Y,U,2017,OCO,NA,NA,NA,NA,0,NA,NA,Defensewide Activities,Civil Military Programs,NA
16300,2017,0100D,,"Operation and Maintenance, Defense-Wide",Defense Contract Audit Agency,4,Administration and Servicewide Activities,,100,4GT6,,Y,U,2017,OCO,NA,NA,NA,NA,13436,NA,NA,Defensewide Activities,Defense Contract Audit Agency,NA
16301,2017,0100D,,"Operation and Maintenance, Defense-Wide",Defense Contract Management Agency,4,Administration and Servicewide Activities,,110,4GTO,,Y,U,2017,OCO,NA,NA,NA,NA,13564,NA,NA,Defensewide Activities,Defense Contract Management Agency,NA
16302,2017,0100D,,"Operation and Maintenance, Defense-Wide",DHRA,4,Administration and Servicewide Activities,,120,4GT8,,Y,U,2017,OCO,NA,NA,NA,NA,0,NA,NA,Defensewide Activities,Defense Human Resources Activity,NA
16303,2017,0100D,,"Operation and Maintenance, Defense-Wide",Defense Information Systems Agency,4,Administration and Servicewide Activities,,130,4GT9,,Y,U,2017,OCO,NA,NA,NA,NA,48999,NA,NA,Defensewide Activities,Defense Information Systems Agency,NA
16304,2017,0100D,,"Operation and Maintenance, Defense-Wide",Defense Legal Services Agency,4,Administration and Servicewide Activities,,150,4GTA,,Y,U,2017,OCO,NA,NA,NA,NA,111986,NA,NA,Defensewide Activities,Defense Legal Services Agency,NA
16305,2017,0100D,,"Operation and Maintenance, Defense-Wide",Defense Logistics Agency,4,Administration and Servicewide Activities,,160,4GTB,,Y,U,2017,OCO,NA,NA,NA,NA,0,NA,NA,Defensewide Activities,Defense Logistics Agency,NA
16306,2017,0100D,,"Operation and Maintenance, Defense-Wide",DMACT,4,Administration and Servicewide Activities,,170,ES18,,Y,U,2017,OCO,NA,NA,NA,NA,13317,NA,NA,Defensewide Activities,Defense Media Activity,NA
16307,2017,0100D,,"Operation and Maintenance, Defense-Wide", Defense POW/MIA Accounting Agency,4,Administration and Servicewide Activities,,180,4GTC,,Y,U,2017,OCO,NA,NA,NA,NA,0,NA,NA,Defensewide Activities,Defense Personnel Accounting Agency,NA
16308,2017,0100D,,"Operation and Maintenance, Defense-Wide",Defense Security Cooperation Agency,4,Administration and Servicewide Activities,,190,4GTD,,Y,U,2017,OCO,NA,NA,NA,NA,1412000,NA,NA,Defensewide Activities,Defense Security Cooperation Agency,NA
16309,2017,0100D,,"Operation and Maintenance, Defense-Wide",Defense Security Service,4,Administration and Servicewide Activities,,200,4GTE,,Y,U,2017,OCO,NA,NA,NA,NA,0,NA,NA,Defensewide Activities,Defense Security Service,NA
16310,2017,0100D,,"Operation and Maintenance, Defense-Wide",Overseas Contingency Operations Transfer Fund,4,Administration and Servicewide Activities,,220,4GTG,,Y,U,2017,OCO,NA,NA,NA,NA,0,NA,NA,Defensewide Activities,Defense Support Activities,NA
16311,2017,0100D,,"Operation and Maintenance, Defense-Wide",Defense Technology Security Administration,4,Administration and Servicewide Activities,,230,4GTH,,Y,U,2017,OCO,NA,NA,NA,NA,0,NA,NA,Defensewide Activities,Defense Technology Security Administration,NA
16312,2017,0100D,,"Operation and Maintenance, Defense-Wide",Defense Threat Reduction Agency,4,Administration and Servicewide Activities,,240,4GTI,,Y,U,2017,OCO,NA,NA,NA,NA,0,NA,NA,Defensewide Activities,Defense Threat Reduction Agency,NA
16313,2017,0100D,,"Operation and Maintenance, Defense-Wide",Department of Defense Education Activity,4,Administration and Servicewide Activities,,260,4GTJ,,Y,U,2017,OCO,NA,NA,NA,NA,67000,NA,NA,Defensewide Activities,Department of Defense Education Activity,NA
16314,2017,0100D,,"Operation and Maintenance, Defense-Wide", Missile Defense Agency,4,Administration and Servicewide Activities,,270,011A,,Y,U,2017,OCO,NA,NA,NA,NA,0,NA,NA,Defensewide Activities,Missile Defense Agency,NA
16315,2017,0100D,,"Operation and Maintenance, Defense-Wide",Office of Economic Adjustment,4,Administration and Servicewide Activities,,290,4GTM,,Y,U,2017,OCO,NA,NA,NA,NA,0,NA,NA,Defensewide Activities,Office of Economic Adjustment,NA
16316,2017,0100D,,"Operation and Maintenance, Defense-Wide",Office of the Secretary of Defense,4,Administration and Servicewide Activities,,300,4GTN,,Y,U,2017,OCO,NA,NA,NA,NA,31106,NA,NA,Defensewide Activities,Office of the Secretary of Defense,NA
16317,2017,0100D,,"Operation and Maintenance, Defense-Wide",Special Operations Command,4,Administration and Servicewide Activities,,310,4GT1,,Y,U,2017,OCO,NA,NA,NA,NA,0,NA,NA,Defensewide Activities,Special Operations Command/Admin & Svc-wide Activities,NA
16318,2017,0100D,,"Operation and Maintenance, Defense-Wide",Washington Headquarters Service,4,Administration and Servicewide Activities,,320,4GTQ,,Y,U,2017,OCO,NA,NA,NA,NA,3137,NA,NA,Defensewide Activities,Washington Headquarters Services,NA
16319,2017,0100D,,"Operation and Maintenance, Defense-Wide",,4,Administration and Servicewide Activities,,NA,9999,,Y,U,2017,OCO,NA,NA,NA,NA,1812880,NA,NA,,Classified Programs,NA
16320,2017,0107D,,Office of the Inspector General,Inspector General,1,Operation And Maintenance,,10,4GTV,,Y,U,2017,OCO,NA,NA,NA,NA,22062,NA,NA,Defensewide Activities,Office of the Inspector General,NA
16321,2017,0107D,,Office of the Inspector General,Inspector General,2,RDT&E,,20,4GTV,,Y,U,2017,OCO,NA,NA,NA,NA,0,NA,NA,Defensewide Activities,Office of the Inspector General,NA
16322,2017,0107D,,Office of the Inspector General,Inspector General,3,Procurement,,30,4GTV,,Y,U,2017,OCO,NA,NA,NA,NA,0,NA,NA,Defensewide Activities,Office of the Inspector General,NA
16323,2017,0104D,,"US Court of Appeals for Armed Forces, Def",Contractors Authorized to Accompany the Force,4,Administration And Associated Activities,,10,4GTT,,Y,U,2017,OCO,NA,NA,NA,NA,0,NA,NA,Defensewide Activities,"Us Court of Appeals for the Armed Forces, Defense",NA
16324,2017,0130D,,Defense Health Program,detainee holding area,1,Operation And Maintenance,,10,1,,Y,U,2017,OCO,NA,NA,NA,NA,95366,NA,NA,Defense Health Program,In-House Care,NA
16325,2017,0130D,,Defense Health Program,detainee holding area,1,Operation And Maintenance,,20,2,,Y,U,2017,OCO,NA,NA,NA,NA,235620,NA,NA,Defense Health Program,Private Sector Care,NA
16326,2017,0130D,,Defense Health Program,detainee holding area,1,Operation And Maintenance,,30,3,,Y,U,2017,OCO,NA,NA,NA,NA,3325,NA,NA,Defense Health Program,Consolidated Health Support,NA
16327,2017,0130D,,Defense Health Program,detainee holding area,1,Operation And Maintenance,,40,4,,Y,U,2017,OCO,NA,NA,NA,NA,0,NA,NA,Defense Health Program,Information Management,NA
16328,2017,0130D,,Defense Health Program,detainee holding area,1,Operation And Maintenance,,50,5,,Y,U,2017,OCO,NA,NA,NA,NA,0,NA,NA,Defense Health Program,Management Activities,NA
16329,2017,0130D,,Defense Health Program,detainee holding area,1,Operation And Maintenance,,60,6,,Y,U,2017,OCO,NA,NA,NA,NA,0,NA,NA,Defense Health Program,Education and Training,NA
16330,2017,0130D,,Defense Health Program,detainee holding area,1,Operation And Maintenance,,70,7,,Y,U,2017,OCO,NA,NA,NA,NA,0,NA,NA,Defense Health Program,Base Operations/Communications,NA
16331,2017,0130D,,Defense Health Program,detainee holding area,2,RDT&E,,80,601,,Y,U,2017,OCO,NA,NA,NA,NA,0,NA,NA,Defensewide Activities,R&D Research,NA
16332,2017,0130D,,Defense Health Program,detainee holding area,2,RDT&E,,90,602,,Y,U,2017,OCO,NA,NA,NA,NA,0,NA,NA,Defensewide Activities,R&D Exploratry Development,NA
16333,2017,0130D,,Defense Health Program,detainee holding area,2,RDT&E,,100,603,,Y,U,2017,OCO,NA,NA,NA,NA,0,NA,NA,Defensewide Activities,R&D Advanced Development,NA
16334,2017,0130D,,Defense Health Program,detainee holding area,2,RDT&E,,110,604,,Y,U,2017,OCO,NA,NA,NA,NA,0,NA,NA,Defensewide Activities,R&D Demonstration/Validation,NA
16335,2017,0130D,,Defense Health Program,detainee holding area,2,RDT&E,,120,605,,Y,U,2017,OCO,NA,NA,NA,NA,0,NA,NA,Defensewide Activities,R&D Engineering Development,NA
16336,2017,0130D,,Defense Health Program,detainee holding area,2,RDT&E,,130,606,,Y,U,2017,OCO,NA,NA,NA,NA,0,NA,NA,Defensewide Activities,R&D Management and Support,NA
16337,2017,0130D,,Defense Health Program,detainee holding area,2,RDT&E,,140,607,,Y,U,2017,OCO,NA,NA,NA,NA,0,NA,NA,Defensewide Activities,R&D Capabilities Enhancement,NA
16338,2017,0130D,,Defense Health Program,detainee holding area,3,Procurement,,150,7720,,Y,U,2017,OCO,NA,NA,NA,NA,0,NA,NA,Defensewide Activities,PROC Initial Outfitting,NA
16339,2017,0130D,,Defense Health Program,detainee holding area,3,Procurement,,160,7721,,Y,U,2017,OCO,NA,NA,NA,NA,0,NA,NA,Defensewide Activities,PROC Replacement & Modernization,NA
16340,2017,0130D,,Defense Health Program,detainee holding area,3,Procurement,,170,7744,,Y,U,2017,OCO,NA,NA,NA,NA,0,NA,NA,Defensewide Activities,PROC Theater Medical Information Program,NA
16341,2017,0130D,,Defense Health Program,detainee holding area,3,Procurement,,180,7746,,Y,U,2017,OCO,NA,NA,NA,NA,0,NA,NA,Defensewide Activities,PROC Joint Operational Medicine Information System,NA
16342,2017,0130D,,Defense Health Program,detainee holding area,3,Procurement,,190,7784,,Y,U,2017,OCO,NA,NA,NA,NA,0,NA,NA,Defensewide Activities,PROC IEHR,NA
16343,2017,0130D,,Defense Health Program,detainee holding area,3,Procurement,,200,7787,,Y,U,2017,OCO,NA,NA,NA,NA,0,NA,NA,Defensewide Activities,PROC DoD Healthcare Management System Modernization,NA
16344,2017,0819D,,"Overseas Humanitarian, Disaster, and Civic Aid",Defense Security Cooperation Agency,1,Humanitarian Assistance,,10,4GTD,,Y,U,2017,OCO,NA,NA,NA,NA,0,NA,NA,Defensewide Activities,"Overseas Humanitarian, Disaster and Civic Aid",NA
16345,2017,0134D,,Cooperative Threat Reduction Account,Defense Threat Reduction Agency,1,Former Soviet Union (FSU) Threat Reduction,,10,1PL3,,Y,U,2017,OCO,NA,NA,NA,NA,0,NA,NA,Defensewide Activities,Former Soviet Union (FSU) Threat Reduction,NA
16346,2017,5751D,,Contributions to the Cooperative Threat Red Pgm,Defense Threat Reduction Agency,1,Former Soviet Union (FSU) Threat Reduction,,10,1PL3,,Y,U,2017,OCO,NA,NA,NA,NA,0,NA,NA,Defensewide Activities,Contributions to the CTR Program,NA
16347,2017,0111D,,DoD Acquisition Workforce Development Fund,DAU,1,Acquisition Workforce Development,,10,12,,Y,U,2017,OCO,NA,NA,NA,NA,0,NA,NA,Acq Workforce Dev Fd,Acq Workforce Dev Fd,NA
16348,2017,0105D,,"Drug Interdiction & Ctr-Drug Activities, Def",DEPS,1,Drug Demand Reduction Program,,10,2FU1,,Y,U,2017,OCO,NA,NA,NA,NA,215333,NA,NA,Defensewide Activities,"Drug Interdiction and Counter-Drug Activities, Defense",NA
16349,2017,0105D,,"Drug Interdiction & Ctr-Drug Activities, Def",DEPSDDR,2,Drug Demand Reduction Program,,20,ES01,,Y,U,2017,OCO,NA,NA,NA,NA,0,NA,NA,"Drug Intrdct & Cntr-Drg Act, Def",Drug Demand Reduction Program,NA
16350,2017,0105D,,"Drug Interdiction & Ctr-Drug Activities, Def",DEPS,3,National Guard Counter-Drug Program,,30,ES01,,Y,U,2017,OCO,NA,NA,NA,NA,0,NA,NA,"Drug Intrdct & Cntr-Drg Act, Def",National Guard Counter-Drug Program,NA
16351,2017,0810A,,"Environmental Restoration, Army",Army,1,Department Of The Army,,40,493,,Y,U,2017,OCO,NA,NA,NA,NA,0,NA,NA,Defense Environmental Restoration Fund,"Environmental Restoration, Army",NA
16352,2017,0810N,,"Environmental Restoration, Navy",Navy,2,Department Of The Navy,,50,044G,,Y,U,2017,OCO,NA,NA,NA,NA,0,NA,NA,Closed Account Adjustments,"Environmental Restoration, Navy",NA
16353,2017,0810F,,"Environmental Restoration, Air Force",Air Force,3,Department Of The Air Force,,60,042G,,Y,U,2017,OCO,NA,NA,NA,NA,0,NA,NA,Closed Account Adjustments,"Environmental Restoration, Air Force",NA
16354,2017,0810D,,"Environmental Restoration, Defense",Overseas Contingency Operations Transfer Fund,4,Defense-Wide,,70,045G,,Y,U,2017,OCO,NA,NA,NA,NA,0,NA,NA,Closed Account Adjustments,"Environmental Restoration, Defense",NA
16355,2017,0811D,,Environmental Restoration Formerly Used Sites,Overseas Contingency Operations Transfer Fund,5,Defense-Wide,,80,047G,,Y,U,2017,OCO,NA,NA,NA,NA,0,NA,NA,Closed Account Adjustments,Environmental Restoration Formerly Used Sites,NA
16356,2017,0145D,,Counterterrorism Partnerships Fund,Overseas Contingency Operations Transfer Fund,1,Counterterrorism Partnerships Fund,,90,10,,Y,U,2017,OCO,NA,NA,NA,NA,1.00E+06,NA,NA,Counterterrorism Partnerships Fund,Counterterrorism Partnerships Fund,NA
16357,2017,0838D,,"Support for International Sporting Competitions , Defense",Overseas Contingency Operations Transfer Fund,1,Operations Support,,100,54,,Y,U,2017,OCO,NA,NA,NA,NA,0,NA,NA,Closed Account Adjustments,"Support of International Sporting Competitions, Defense",NA
16358,2017,5188D,,Disposal of DoD Real Property,Air Force,10,Concept Obligations,,110,110,,N,U,2017,OCO,NA,NA,NA,NA,0,NA,NA,Disposal of DoD Real Property,Disposal of DoD Real Property,NA
16359,2017,5188D,,Disposal of DoD Real Property,Army,10,Concept Obligations,,120,110,,N,U,2017,OCO,NA,NA,NA,NA,0,NA,NA,Disposal of DoD Real Property,Disposal of DoD Real Property,NA
