"","SourceFiscalYear","Account","MilDeptDW","AccountTitle","Organization","BudgetActivity","BudgetActivityTitle","StateCountry","StateCountryTitle","FacilityCategoryTitle","LocationTitle","ConstructionProjectTitle","Classified","FiscalYear","OriginType","ActualTotal","EnactedTotal","PBtype"
"1",2014,"2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","AL","ALABAMA","Misc Items & Equip RDT&E Buildings","Fort Rucker","Combat Readiness Center","U","2012","Base",NA,NA,46400
"2",2014,"2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","AK","ALASKA","Aircraft Maintenance Facilities","Fort Wainwright","Aviation Complex, Ph 3A Inc 1","U","2012","Base",NA,NA,285000
"3",2014,"2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","AK","ALASKA","Personnel Support Facilities","Joint Base Elmendorf-Richardson","Physical Fitness Facility","U","2012","Base",NA,NA,104000
"4",2014,"2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","AK","ALASKA","Tank and Automotive Maintenance Facilities","Joint Base Elmendorf-Richardson","Brigade Complex, Ph 2","U","2012","Base",NA,NA,296000
"5",2014,"2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","AK","ALASKA","Vehicle Facilities","Joint Base Elmendorf-Richardson","Organizational Parking","U","2012","Base",NA,NA,14400
"6",2014,"2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","CA","CALIFORNIA","Training Ranges","Fort Irwin","Qualification Training Range","U","2012","Base",NA,NA,62000
"7",2014,"2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","CA","CALIFORNIA","Training Ranges","Fort Irwin","Infantry Squad Battle Course","U","2012","Base",NA,NA,30000
"8",2014,"2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","CA","CALIFORNIA","Training Buildings","Presidio Monterey","General Instruction Building","U","2012","Base",NA,NA,12000
"9",2014,"2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","CO","COLORADO","Airfield Operational Buildings","Fort Carson, Colorado","Brigade Headquarters","U","2012","Base",NA,NA,57600
"10",2014,"2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","CO","COLORADO","Enlisted Personnel Unaccompanied Personnel Housing","Fort Carson, Colorado","Barracks","U","2012","Base",NA,NA,452000
"11",2014,"2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","CO","COLORADO","Aviation Navigation & Traffic Aids Building","Fort Carson, Colorado","Control Tower","U","2012","Base",NA,NA,56800
"12",2014,"2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","CO","COLORADO","Aircraft Maintenance Facilities","Fort Carson, Colorado","Aircraft Maintenance Hangar","U","2012","Base",NA,NA,252000
"13",2014,"2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","CO","COLORADO","Airfield Aprons","Fort Carson, Colorado","Aircraft Loading Area","U","2012","Base",NA,NA,136000
"14",2014,"2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","GA","GEORGIA","Railroad Tracks","Fort Benning","Rail Loading Facility","U","2012","Base",NA,NA,54400
"15",2014,"2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","GA","GEORGIA","Enlisted Personnel Unaccompanied Personnel Housing","Fort Benning","Trainee Barracks Complex, Ph 3","U","2012","Base",NA,NA,92000
"16",2014,"2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","GA","GEORGIA","Training Ranges","Fort Gordon","Hand Grenade Familiarization Range","U","2012","Base",NA,NA,5800
"17",2014,"2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","GA","GEORGIA","Airfield Operational Buildings","Fort Stewart, Georgia","Dog Kennel","U","2012","Base",NA,NA,10400
"18",2014,"2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","HI","HAWAII","Personnel Support Facilities","Fort Shafter","Child Development Center","U","2012","Base",NA,NA,70000
"19",2014,"2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","HI","HAWAII","Operational Support Facilities Other Than Buildings","Schofield Barracks","Centralized Wash Facility","U","2012","Base",NA,NA,128000
"20",2014,"2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","HI","HAWAII","Potable Water Distribution System","Schofield Barracks","Combat Aviation Brigade Complex, Ph 1","U","2012","Base",NA,NA,292000
"21",2014,"2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","KS","KANSAS","Personnel Support Facilities","Fort Riley, Kansas","Physical Fitness Facility","U","2012","Base",NA,NA,52000
"22",2014,"2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","KS","KANSAS","Religious Facilities","Fort Riley, Kansas","Chapel","U","2012","Base",NA,NA,41600
"23",2014,"2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","KS","KANSAS","Aircraft Maintenance Facilities","Fort Riley, Kansas","Unmanned Aerial Vehicle Maintenance Hangar","U","2012","Base",NA,NA,240000
"24",2014,"2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","KS","KANSAS","Airfield Operational Buildings","Forbes Air Field","Deployment Support Facility","U","2012","Base",NA,NA,21200
"25",2014,"2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","KY","KENTUCKY","Tank and Automotive Maintenance Facilities","Fort Campbell, Kentucky","Vehicle Maintenance Facility","U","2012","Base",NA,NA,224000
"26",2014,"2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","KY","KENTUCKY","Personnel Support Facilities","Fort Campbell, Kentucky","Physical Fitness Facility","U","2012","Base",NA,NA,74000
"27",2014,"2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","KY","KENTUCKY","Aircraft Maintenance Facilities","Fort Campbell, Kentucky","Unmanned Aerial Vehicle Maintenance Hangar","U","2012","Base",NA,NA,268000
"28",2014,"2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","KY","KENTUCKY","Training Ranges","Fort Campbell, Kentucky","Scout/Recce Gunnery Range","U","2012","Base",NA,NA,72000
"29",2014,"2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","KY","KENTUCKY","Enlisted Personnel Unaccompanied Personnel Housing","Fort Campbell, Kentucky","Barracks Complex","U","2012","Base",NA,NA,260000
"30",2014,"2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","KY","KENTUCKY","Enlisted Personnel Unaccompanied Personnel Housing","Fort Campbell, Kentucky","Barracks","U","2012","Base",NA,NA,92000
"31",2014,"2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","KY","KENTUCKY","Training Ranges","Fort Knox","Automated Infantry Platoon Battle Course","U","2012","Base",NA,NA,28000
"32",2014,"2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","KY","KENTUCKY","Enlisted Personnel Unaccompanied Personnel Housing","Fort Knox","Battalion Complex","U","2012","Base",NA,NA,192000
"33",2014,"2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","LA","LOUISIANA","Safety, Disp, & Rehab Fac","Fort Polk, Louisiana","Fire Station","U","2012","Base",NA,NA,36800
"34",2014,"2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","LA","LOUISIANA","Airfield Operational Buildings","Fort Polk, Louisiana","Military Working Dog Facility","U","2012","Base",NA,NA,10400
"35",2014,"2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","LA","LOUISIANA","Airfield Operational Buildings","Fort Polk, Louisiana","Brigade Complex","U","2012","Base",NA,NA,92000
"36",2014,"2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","LA","LOUISIANA","Training Ranges","Fort Polk, Louisiana","Multipurpose Machine Gun Range","U","2012","Base",NA,NA,33200
"37",2014,"2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","MD","MARYLAND","RDT&E Facilities Other Than Buildings","Aberdeen Proving Ground","Auto Technology Evaluation Fac, Ph 3","U","2012","Base",NA,NA,62000
"38",2014,"2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","MD","MARYLAND","Airfield Operational Buildings","Aberdeen Proving Ground","Command and Control Facility","U","2012","Base",NA,NA,252000
"39",2014,"2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","MD","MARYLAND","Admin Bldgs","Fort Meade","Applied Instruction Facility","U","2012","Base",NA,NA,172000
"40",2014,"2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","MD","MARYLAND","Airfield Operational Buildings","Fort Meade","Brigade Complex","U","2012","Base",NA,NA,144000
"41",2014,"2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","MO","MISSOURI","Tank and Automotive Maintenance Facilities","Fort Leonard Wood","Vehicle Maintenance Facility","U","2012","Base",NA,NA,196000
"42",2014,"2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","NY","NEW YORK","Install & Ready-Issue Ammunition Storage","Fort Drum, New York","Ammunition Supply Point","U","2012","Base",NA,NA,22800
"43",2014,"2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","NY","NEW YORK","Religious Facilities","Fort Drum, New York","Chapel","U","2012","Base",NA,NA,30400
"44",2014,"2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","NC","NORTH CAROLINA","Training Buildings","Fort Bragg","NCO Academy","U","2012","Base",NA,NA,168000
"45",2014,"2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","NC","NORTH CAROLINA","Roads","Fort Bragg","Access Roads, Ph 2","U","2012","Base",NA,NA,72000
"46",2014,"2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","NC","NORTH CAROLINA","Aircraft Maintenance Facilities","Fort Bragg","Unmanned Aerial Vehicle Maintenance Hangar","U","2012","Base",NA,NA,216000
"47",2014,"2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","NC","NORTH CAROLINA","Sewage & Industrial Waste Collection Lines","Fort Bragg","Brigade Complex Facilities","U","2012","Base",NA,NA,196000
"48",2014,"2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","NC","NORTH CAROLINA","Simulation Facilities","Fort Bragg","Battle Command Training Center","U","2012","Base",NA,NA,92000
"49",2014,"2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","OK","OKLAHOMA","Personnel Support Facilities","Fort Sill","Physical Fitness Facility","U","2012","Base",NA,NA,1e+05
"50",2014,"2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","OK","OKLAHOMA","Religious Facilities","Fort Sill","Chapel","U","2012","Base",NA,NA,52800
"51",2014,"2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","OK","OKLAHOMA","Admin Bldgs","Fort Sill","Reception Station, Ph 1","U","2012","Base",NA,NA,144000
"52",2014,"2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","OK","OKLAHOMA","Railroad Fac Other Than Tracks","Fort Sill","Rail Deployment Facility","U","2012","Base",NA,NA,13600
"53",2014,"2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","OK","OKLAHOMA","Tank and Automotive Maintenance Facilities","Fort Sill","Vehicle Maintenance Facility","U","2012","Base",NA,NA,204000
"54",2014,"2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","OK","OKLAHOMA","Simulation Facilities","Fort Sill","Battle Command Training Center","U","2012","Base",NA,NA,92000
"55",2014,"2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","OK","OKLAHOMA","Training Buildings","Fort Sill","THAAD Instruction Facility","U","2012","Base",NA,NA,132000
"56",2014,"2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","OK","OKLAHOMA","Railroad Tracks","Mcalester","Railroad Tracks","U","2012","Base",NA,NA,25200
"57",2014,"2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","OK","OKLAHOMA","Install & Ready-Issue Ammunition Storage","Mcalester","Ammunition Loading Pads","U","2012","Base",NA,NA,6800
"58",2014,"2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","SC","SOUTH CAROLINA","Enlisted Personnel Unaccompanied Personnel Housing","Fort Jackson","Trainee Barracks Complex, Ph 2","U","2012","Base",NA,NA,236000
"59",2014,"2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","SC","SOUTH CAROLINA","Training Ranges","Fort Jackson","Modified Record Fire Range","U","2012","Base",NA,NA,19600
"60",2014,"2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","TX","TEXAS","Tank and Automotive Maintenance Facilities","Fort Bliss","Electronics Maintenance Facility","U","2012","Base",NA,NA,58400
"61",2014,"2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","TX","TEXAS","Electric Power Transmission & Dist Lines","Fort Bliss","Infrastructure","U","2012","Base",NA,NA,52400
"62",2014,"2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","TX","TEXAS","Tank and Automotive Maintenance Facilities","Fort Bliss","Vehicle Maintenance Facility","U","2012","Base",NA,NA,134400
"63",2014,"2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","TX","TEXAS","Enlisted Personnel Unaccompanied Personnel Housing","Fort Bliss","Barracks Complex","U","2012","Base",NA,NA,52000
"64",2014,"2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","TX","TEXAS","Training Buildings","Fort Bliss","JLENS Tactical Training Facility","U","2012","Base",NA,NA,156000
"65",2014,"2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","TX","TEXAS","Potable Water Supply, Treatment & Storage","Fort Bliss","Water Well, Potable","U","2012","Base",NA,NA,9600
"66",2014,"2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","TX","TEXAS","Training Buildings","Fort Bliss","Applied Instruction Building","U","2012","Base",NA,NA,33200
"67",2014,"2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","TX","TEXAS","Enlisted Personnel Unaccompanied Personnel Housing","Fort Hood, Texas","Operational Readiness Training Complex","U","2012","Base",NA,NA,204000
"68",2014,"2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","TX","TEXAS","Aircraft Maintenance Facilities","Fort Hood, Texas","Unmanned Aerial Vehicle Maintenance Hangar","U","2012","Base",NA,NA,188000
"69",2014,"2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","TX","TEXAS","Tank and Automotive Maintenance Facilities","Fort Hood, Texas","Vehicle Maintenance Facility","U","2012","Base",NA,NA,136000
"70",2014,"2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","TX","TEXAS","Tank and Automotive Maintenance Facilities","Red River Army Depot","Maneuver Systems Sustainment Ctr, Ph 3","U","2012","Base",NA,NA,176000
"71",2014,"2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","TX","TEXAS","Tank and Automotive Maintenance Facilities","Joint Base San Antonio","Vehicle Maintenance Facility","U","2012","Base",NA,NA,41600
"72",2014,"2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","UT","UTAH","Ammunition, Explosives, & Toxics RDT&E Buildings","Dugway Proving Ground","Life Sciences Test Facility Addition","U","2012","Base",NA,NA,128000
"73",2014,"2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","VA","VIRGINIA","Vehicle Facilities","Fort Belvoir","Information Dominance Center, Ph 1","U","2012","Base",NA,NA,208000
"74",2014,"2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","VA","VIRGINIA","Potable Water Distribution System","Fort Belvoir","Road and Infrastucture Improvements","U","2012","Base",NA,NA,75000
"75",2014,"2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","VA","VIRGINIA","Training Buildings","Joint Base Langley-Eustis","Aviation Training Facility","U","2012","Base",NA,NA,104000
"76",2014,"2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","WA","WASHINGTON","Enlisted Personnel Unaccompanied Personnel Housing","Joint Base Lewis-Mcchord","Brigade Complex, Ph 2","U","2012","Base",NA,NA,224000
"77",2014,"2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","WA","WASHINGTON","Enlisted Personnel Unaccompanied Personnel Housing","Joint Base Lewis-Mcchord","Operational Readiness Training Cplx, Ph 1","U","2012","Base",NA,NA,112000
"78",2014,"2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","WA","WASHINGTON","Training Buildings","Joint Base Lewis-Mcchord","Air Support Operations Facilities","U","2012","Base",NA,NA,29200
"79",2014,"2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","WA","WASHINGTON","Enlisted Personnel Unaccompanied Personnel Housing","Joint Base Lewis-Mcchord","Battalion Complex","U","2012","Base",NA,NA,236000
"80",2014,"2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","WA","WASHINGTON","Roads","Joint Base Lewis-Mcchord","Infrastructure, Ph 1","U","2012","Base",NA,NA,256000
"81",2014,"2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","WA","WASHINGTON","Enlisted Personnel Unaccompanied Personnel Housing","Joint Base Lewis-Mcchord","Aviation Unit Complex, Ph 1A","U","2012","Base",NA,NA,136000
"82",2014,"2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","WA","WASHINGTON","Misc Utilities-Gallons","Joint Base Lewis-Mcchord","Aviation Complex, Ph 1B","U","2012","Base",NA,NA,192000
"83",2014,"2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","AF","AFGHANISTAN","Airfield Operational Buildings","Bagram Air Base, Afghanistan","Entry Control Point","U","2012","Base",NA,NA,60000
"84",2014,"2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","AF","AFGHANISTAN","Clearing, Grading, & Landscaping","Bagram Air Base, Afghanistan","Construct Drainage System, Ph 3","U","2012","Base",NA,NA,114436
"85",2014,"2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","AF","AFGHANISTAN","Enlisted Personnel Unaccompanied Personnel Housing","Bagram Air Base, Afghanistan","Barracks, Ph 5","U","2012","Base",NA,NA,108257
"86",2014,"2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","GY","GERMANY","Religious Facilities","Grafenwoehr","Chapel","U","2012","Base",NA,NA,62000
"87",2014,"2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","GY","GERMANY","Training Facilities Other Than Buildings","Grafenwoehr","Convoy Live Fire Range","U","2012","Base",NA,NA,20000
"88",2014,"2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","GY","GERMANY","Enlisted Personnel Unaccompanied Personnel Housing","Grafenwoehr","Barracks","U","2012","Base",NA,NA,70000
"89",2014,"2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","GY","GERMANY","Communication Buildings","Landstuhl","Satellite Communications Center","U","2012","Base",NA,NA,252000
"90",2014,"2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","GY","GERMANY","Airfield Operational Buildings","Stuttgart","Access Control Point","U","2012","Base",NA,NA,48800
"91",2014,"2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","GY","GERMANY","Enlisted Personnel Unaccompanied Personnel Housing","Vilseck","Barracks","U","2012","Base",NA,NA,80000
"92",2014,"2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","GY","GERMANY","Training Ranges","Oberdachstetten","Automated Record Fire Range","U","2012","Base",NA,NA,48800
"93",2014,"2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","KR","KOREA","Enlisted Personnel Unaccompanied Personnel Housing","Camp Carroll","Barracks","U","2012","Base",NA,NA,164000
"94",2014,"2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","KR","KOREA","Enlisted Personnel Unaccompanied Personnel Housing","Camp Henry","Barracks Complex","U","2012","Base",NA,NA,192000
"95",2014,"2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","ZU","WORLDWIDE UNSPECIFIED","Other Operational","Unspecified Worldwide Locations","Foreign Currency Fluctuation Account","U","2012","Base",NA,NA,159726
"96",2014,"2050","A","MILCON, Army","ARMY","02","MINOR CONSTRUCTION","ZU","WORLDWIDE UNSPECIFIED","Milcon Unspecified Minor Construction","Unspecified Worldwide Locations","Minor Construction","U","2012","Base",NA,NA,60000
"97",2014,"2050","A","MILCON, Army","ARMY","03","Planning & Design","ZU","WORLDWIDE UNSPECIFIED","Host Nation Support (P&D)","Unspecified Worldwide Locations","Host Nation Support","U","2012","Base",NA,NA,76500
"98",2014,"2050","A","MILCON, Army","ARMY","03","Planning & Design","ZU","WORLDWIDE UNSPECIFIED","Milcon Planning & Design","Unspecified Worldwide Locations","Planning & Design","U","2012","Base",NA,NA,644223
"99",2014,"2050","A","MILCON, Army","ARMY","04","SUPPORTING ACTIVITIES","GA","GEORGIA","Land Purchase, Condemnation, Donation or Transfer","Fort Benning","Land Acquisition","U","2012","Base",NA,NA,120400
"100",2014,"2050","A","MILCON, Army","ARMY","04","SUPPORTING ACTIVITIES","LA","LOUISIANA","Land Purchase, Condemnation, Donation or Transfer","Fort Polk, Louisiana","Land Acquisition","U","2012","Base",NA,NA,108000
"101",2014,"051001","A","BRAC - Army","ARMY","02","BASE CLOSURE II","ZU","WORLDWIDE UNSPECIFIED","Base Realignment & Closure Account IV","Base Realignment & Closure, Army","Base Realignment & Closure","U","2012","Base",NA,NA,388092
"102",2014,"2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","AL","ALABAMA","Training Buildings","Fort Mc Clellan","Readiness Center PH2","U","2012","Base",NA,NA,66000
"103",2014,"2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","AZ","ARIZONA","Training Buildings","Papago Military Reservation","Readiness Center","U","2012","Base",NA,NA,71200
"104",2014,"2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","AR","ARKANSAS","Training Ranges","Fort Chaffee","Convoy Live Fire/Entry Control Point Range","U","2012","Base",NA,NA,14000
"105",2014,"2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","CA","CALIFORNIA","Sewage & Industrial Waste Collection Lines","Camp Roberts","Utilities Replacement Ph1","U","2012","Base",NA,NA,128000
"106",2014,"2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","CA","CALIFORNIA","Aircraft Maintenance Facilities","Camp Roberts","Tactical Unmanned Aircraft System Facility","U","2012","Base",NA,NA,24640
"107",2014,"2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","CA","CALIFORNIA","Tank and Automotive Maintenance Facilities","Camp San Luis Obispo","Field Maintenance Shop","U","2012","Base",NA,NA,32000
"108",2014,"2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","CO","COLORADO","Enlisted Personnel Unaccompanied Personnel Housing","Fort Carson, Colorado","Barracks Complex (ORTC)","U","2012","Base",NA,NA,172000
"109",2014,"2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","CO","COLORADO","Aircraft Maintenance Facilities","Aurora","Tactical Unmanned Aircraft System Facility","U","2012","Base",NA,NA,14400
"110",2014,"2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","CO","COLORADO","Training Buildings","Alamosa","Readiness Center","U","2012","Base",NA,NA,25600
"111",2014,"2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","DC","DISTRICT OF COLUMBIA","Admin Bldgs","Anacostia","US Property & Fiscal Office Add/Alt","U","2012","Base",NA,NA,21200
"112",2014,"2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","FL","FLORIDA","Training Ranges","Camp Blanding","Convoy Live Fire/Entry Control Point Range","U","2012","Base",NA,NA,9600
"113",2014,"2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","FL","FLORIDA","Training Ranges","Camp Blanding","Live Fire Shoot House","U","2012","Base",NA,NA,12400
"114",2014,"2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","GA","GEORGIA","Training Buildings","Atlanta","Readiness Center","U","2012","Base",NA,NA,44000
"115",2014,"2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","GA","GEORGIA","Tank and Automotive Maintenance Facilities","Hinesville","Maneuver Area Training & Equipment Site Ph1","U","2012","Base",NA,NA,70000
"116",2014,"2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","GA","GEORGIA","Training Buildings","Macon","Readiness Center Ph1","U","2012","Base",NA,NA,58000
"117",2014,"2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","HI","HAWAII","Training Buildings","Kalaeloa","Readiness Center Ph1","U","2012","Base",NA,NA,132000
"118",2014,"2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","IL","ILLINOIS","Training Buildings","Normal","Readiness Center","U","2012","Base",NA,NA,40000
"119",2014,"2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","IN","INDIANA","Railroad Fac Other Than Tracks","Camp Atterbury","Railhead Expansion & Container Facility","U","2012","Base",NA,NA,84000
"120",2014,"2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","IN","INDIANA","Railroad Fac Other Than Tracks","Camp Atterbury","Deployment Processing Facility","U","2012","Base",NA,NA,35600
"121",2014,"2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","IN","INDIANA","Enlisted Personnel Unaccompanied Personnel Housing","Camp Atterbury","Operations Readiness Training Complex 1","U","2012","Base",NA,NA,1e+05
"122",2014,"2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","IN","INDIANA","Enlisted Personnel Unaccompanied Personnel Housing","Camp Atterbury","Operations Readiness Training Cmplx 2","U","2012","Base",NA,NA,108000
"123",2014,"2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","IN","INDIANA","Training Buildings","Indianapolis","JFHQ Add/Alt","U","2012","Base",NA,NA,102800
"124",2014,"2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","ME","MAINE","Training Buildings","Bangor","Readiness Center","U","2012","Base",NA,NA,62400
"125",2014,"2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","ME","MAINE","Training Buildings","Brunswick","Armed Forces Reserve Center","U","2012","Base",NA,NA,92000
"126",2014,"2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","MD","MARYLAND","Training Buildings","Dundalk","Readiness Center Add/Alt","U","2012","Base",NA,NA,64000
"127",2014,"2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","MD","MARYLAND","Training Buildings","Westminster","Readiness Center Add/Alt","U","2012","Base",NA,NA,41600
"128",2014,"2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","MD","MARYLAND","Training Buildings","La Plata","Readiness Center","U","2012","Base",NA,NA,36000
"129",2014,"2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","MA","MASSACHUSETTS","Training Buildings","Natick","Readiness Center","U","2012","Base",NA,NA,36000
"130",2014,"2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","MN","MINNESOTA","Training Ranges","Camp Ripley","Multipurpose Machine Gun Range","U","2012","Base",NA,NA,33600
"131",2014,"2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","MS","MISSISSIPPI","Enlisted Personnel Unaccompanied Personnel Housing","Camp Shelby","Troop Housing (ORTC) Ph1","U","2012","Base",NA,NA,1e+05
