"","SourceFiscalYear","Account","MilDeptDW","AccountTitle","Organization","BudgetActivity","BudgetActivityTitle","StateCountry","StateCountryTitle","FacilityCategoryTitle","LocationTitle","ConstructionProjectTitle","Classified","FiscalYear","OriginType","ActualTotal","EnactedTotal","PBtype"
"370",2014,"3300","F","MilCon, Air Force","AF","01","MAJOR CONSTRUCTION","KR","KOREA","Enlisted Personnel Unaccompanied Personnel Housing","Osan AFB","Dormitory (156 RM)","U","2012","Base",NA,NA,92000
"371",2014,"3300","F","MilCon, Air Force","AF","01","MAJOR CONSTRUCTION","ZU","WORLDWIDE UNSPECIFIED","General","Unspecified Worldwide Locations","Foreign Currency Fluctuation","U","2012","Base",NA,NA,36194
"372",2014,"3300","F","MilCon, Air Force","AF","02","MINOR CONSTRUCTION","ZU","WORLDWIDE UNSPECIFIED","Milcon Unspecified Minor Construction","Unspecified Worldwide Locations","Unspecified Minor Construction","U","2012","Base",NA,NA,60000
"373",2014,"3300","F","MilCon, Air Force","AF","03","Planning & Design","ZU","WORLDWIDE UNSPECIFIED","Milcon Planning & Design","Unspecified Worldwide Locations","Planning & Design","U","2012","Base",NA,NA,216739
"374",2014,"051003","F","BRAC - Air Force","AF","04","BASE CLOSURE IV","ZU","WORLDWIDE UNSPECIFIED","Base Realignment & Closure Account IV","Base Realignment & Closure, Air Force","Base Realignment & Closure","U","2012","Base",NA,NA,504986
"375",2014,"3830","F","MilCon, ANG","AF","01","MAJOR CONSTRUCTION","CA","CALIFORNIA","Admin Bldgs","Beale AFB","Wing Operations and Training Facility","U","2012","Base",NA,NA,24400
"376",2014,"3830","F","MilCon, ANG","AF","01","MAJOR CONSTRUCTION","CA","CALIFORNIA","Airfield Operational Buildings","Moffett Field","Replace Pararescue Training Facility","U","2012","Base",NA,NA,104000
"377",2014,"3830","F","MilCon, ANG","AF","01","MAJOR CONSTRUCTION","HI","HAWAII","Training Buildings","Joint Base Pearl Harbor-Hickam","TFI - F-22 Flight Simulator Facility","U","2012","Base",NA,NA,79200
"378",2014,"3830","F","MilCon, ANG","AF","01","MAJOR CONSTRUCTION","HI","HAWAII","Training Buildings","Joint Base Pearl Harbor-Hickam","TFI - F-22 Weapons Load Crew Training Fac","U","2012","Base",NA,NA,28000
"379",2014,"3830","F","MilCon, ANG","AF","01","MAJOR CONSTRUCTION","HI","HAWAII","Airfield Aprons","Joint Base Pearl Harbor-Hickam","TFI - F-22 Combat Aircraft Parking Apron","U","2012","Base",NA,NA,50884
"380",2014,"3830","F","MilCon, ANG","AF","01","MAJOR CONSTRUCTION","IN","INDIANA","Ammunition, Explosives, and Toxic Maintenance Facilities","Fort Wayne IAP","A-10 Facility Conversion - Munitions","U","2012","Base",NA,NA,16000
"381",2014,"3830","F","MilCon, ANG","AF","01","MAJOR CONSTRUCTION","MD","MARYLAND","Airfield Operational Buildings","Martin State Airport","TFI - C-27 Conversion - Squadron Operations","U","2012","Base",NA,NA,19600
"382",2014,"3830","F","MilCon, ANG","AF","01","MAJOR CONSTRUCTION","MA","MASSACHUSETTS","Admin Bldgs","Otis ANGB","TFI - CNAF Beddown - Upgrade Facility","U","2012","Base",NA,NA,31200
"383",2014,"3830","F","MilCon, ANG","AF","01","MAJOR CONSTRUCTION","OH","OHIO","Operational Support Facilities Other Than Buildings","Springfield Beckley-Map","Alter Predator Operations Center","U","2012","Base",NA,NA,26800
"384",2014,"3830","F","MilCon, ANG","AF","02","MINOR CONSTRUCTION","ZU","WORLDWIDE UNSPECIFIED","General","Various Worldwide Locations","Minor Construction","U","2012","Base",NA,NA,27000
"385",2014,"3830","F","MilCon, ANG","AF","03","Planning & Design","ZU","WORLDWIDE UNSPECIFIED","General","Various Worldwide Locations","Planning and Design","U","2012","Base",NA,NA,36675
"386",2014,"3730","F","MilCon, AF Res","AF","01","MAJOR CONSTRUCTION","CA","CALIFORNIA","Operational Support Facilities Other Than Buildings","March AFB","Airfield Control Tower/Base Ops","U","2012","Base",NA,NA,65572
"387",2014,"3730","F","MilCon, AF Res","AF","01","MAJOR CONSTRUCTION","SC","SOUTH CAROLINA","Training Buildings","Charleston AFB","TFI Red Horse Readiness & Trng Center","U","2012","Base",NA,NA,38372
"388",2014,"3730","F","MilCon, AF Res","AF","02","MINOR CONSTRUCTION","ZU","WORLDWIDE UNSPECIFIED","Milcon Unspecified Minor Construction","Unspecified Worldwide Locations","Unspecified Minor Construction","U","2012","Base",NA,NA,16302
"389",2014,"3730","F","MilCon, AF Res","AF","03","Planning & Design","ZU","WORLDWIDE UNSPECIFIED","Milcon Planning & Design","Unspecified Worldwide Locations","Planning & Design","U","2012","Base",NA,NA,6600
"390",2014,"0740","F","Fam Hsg Con, AF","AF","03","CONSTRUCTION IMPROVEMENTS","ZU","WORLDWIDE UNSPECIFIED","FH Post Acquisition Construction Improvements","Unspecified Worldwide Locations","Classified Improvements","U","2012","Base",NA,NA,150
"391",2014,"0740","F","Fam Hsg Con, AF","AF","03","CONSTRUCTION IMPROVEMENTS","ZU","WORLDWIDE UNSPECIFIED","FH Post Acquisition Construction Improvements","Unspecified Worldwide Locations","Improvements","U","2012","Base",NA,NA,794757
"392",2014,"0740","F","Fam Hsg Con, AF","AF","04","PLANNING & DESIGN","ZU","WORLDWIDE UNSPECIFIED","Family Housing P&D","Unspecified Worldwide Locations","Planning and Design","U","2012","Base",NA,NA,12624
"393",2014,"0745","F","Fam Hsg O&M, AF","AF","05","UTILITIES","ZU","WORLDWIDE UNSPECIFIED","FH Utilities Account","Unspecified Worldwide Locations","Utilities Account","U","2012","Base",NA,NA,261693
"394",2014,"0745","F","Fam Hsg O&M, AF","AF","06","Operation","ZU","WORLDWIDE UNSPECIFIED","FH Management Account","Unspecified Worldwide Locations","Foreign Currency Fluctuation CMA","U","2012","Base",NA,NA,41394
"395",2014,"0745","F","Fam Hsg O&M, AF","AF","06","Operation","ZU","WORLDWIDE UNSPECIFIED","FH Management Account","Unspecified Worldwide Locations","Management Account","U","2012","Base",NA,NA,119883
"396",2014,"0745","F","Fam Hsg O&M, AF","AF","06","Operation","ZU","WORLDWIDE UNSPECIFIED","FH Services Account","Unspecified Worldwide Locations","Services Account","U","2012","Base",NA,NA,48525
"397",2014,"0745","F","Fam Hsg O&M, AF","AF","06","Operation","ZU","WORLDWIDE UNSPECIFIED","FH Furnishings Account","Unspecified Worldwide Locations","Furnishings Account","U","2012","Base",NA,NA,89913
"398",2014,"0745","F","Fam Hsg O&M, AF","AF","06","Operation","ZU","WORLDWIDE UNSPECIFIED","FH Miscellaneous Account","Unspecified Worldwide Locations","Miscellaneous Account","U","2012","Base",NA,NA,5661
"399",2014,"0745","F","Fam Hsg O&M, AF","AF","07","LEASING","ZU","WORLDWIDE UNSPECIFIED","FH Leasing Account","Unspecified Worldwide Locations","Leasing","U","2012","Base",NA,NA,173688
"400",2014,"0745","F","Fam Hsg O&M, AF","AF","08","Maintenance","ZU","WORLDWIDE UNSPECIFIED","FH Maintenance Of Real Property","Unspecified Worldwide Locations","Maintenance Account","U","2012","Base",NA,NA,441
"401",2014,"0745","F","Fam Hsg O&M, AF","AF","08","Maintenance","ZU","WORLDWIDE UNSPECIFIED","FH Maintenance Of Real Property","Unspecified Worldwide Locations","Maintenance (RPMA  RPMC)","U","2012","Base",NA,NA,449658
"402",2014,"0745","F","Fam Hsg O&M, AF","AF","12","HOUSING PVT  SUPPORT","ZU","WORLDWIDE UNSPECIFIED","FH Privatization Support","Unspecified Worldwide Locations","Housing Privatization","U","2012","Base",NA,NA,130707
"403",2014,"051203","F","FY 2005 BRAC - AF","AF","01","FY 2005 BRAC","ZU","WORLDWIDE UNSPECIFIED","Base Realignment & Closure Account V","Unspecified Worldwide Locations","Program Management Various Locations","U","2012","Base",NA,NA,3312
"404",2014,"051203","F","FY 2005 BRAC - AF","AF","01","FY 2005 BRAC","ZU","WORLDWIDE UNSPECIFIED","Base Realignment & Closure Account V","Unspecified Worldwide Locations","Med-57: Brooks City Base, TX","U","2012","Base",NA,NA,820
"405",2014,"051203","F","FY 2005 BRAC - AF","AF","01","FY 2005 BRAC","ZU","WORLDWIDE UNSPECIFIED","Base Realignment & Closure Account V","Unspecified Worldwide Locations","Comm Add 3: Galena Fol, AK","U","2012","Base",NA,NA,155748
"406",2014,"0500","D","Mil Con, Def-Wide","AF","01","MAJOR CONSTRUCTION","ZU","WORLDWIDE UNSPECIFIED","Energy Conservation","Unspecified Worldwide Locations","Energy Conservation Investment Program","U","2012","Base",NA,NA,168164
"407",2014,"0500","D","Mil Con, Def-Wide","ARMY","01","MAJOR CONSTRUCTION","BE","BELGIUM","General","Brussels","NATO Headquarters Facility","U","2012","Base",NA,NA,48236
"408",2014,"0500","D","Mil Con, Def-Wide","ARMY","01","MAJOR CONSTRUCTION","ZU","WORLDWIDE UNSPECIFIED","Energy Conservation","Unspecified Worldwide Locations","Energy Conservation Investment Program","U","2012","Base",NA,NA,206108
"409",2014,"0500","D","Mil Con, Def-Wide","DEFW","01","MAJOR CONSTRUCTION","ZU","WORLDWIDE UNSPECIFIED","General","Unspecified Worldwide Locations","Foreign Currency","U","2012","Base",NA,NA,5570
"410",2014,"0500","D","Mil Con, Def-Wide","DEFW","01","MAJOR CONSTRUCTION","ZU","WORLDWIDE UNSPECIFIED","Contingency Construction","Unspecified Worldwide Locations","Contingency Construction","U","2012","Base",NA,NA,30000
"411",2014,"0500","D","Mil Con, Def-Wide","DIA","01","MAJOR CONSTRUCTION","DC","DISTRICT OF COLUMBIA","Vehicle Facilities","Bolling AFB","DIAC Parking Garage","U","2012","Base",NA,NA,54344
"412",2014,"0500","D","Mil Con, Def-Wide","DIA","01","MAJOR CONSTRUCTION","DC","DISTRICT OF COLUMBIA","Electric Power Substations & Switching Stations","Bolling AFB","Electrical Upgrades","U","2012","Base",NA,NA,4320
"413",2014,"0500","D","Mil Con, Def-Wide","DIA","01","MAJOR CONSTRUCTION","DC","DISTRICT OF COLUMBIA","Chilled Water (AC) Transmission & Dist Lines","Bolling AFB","Cooling Tower Expansion","U","2012","Base",NA,NA,8280
"414",2014,"0500","D","Mil Con, Def-Wide","DIA","01","MAJOR CONSTRUCTION","VA","VIRGINIA","Install & Org Covered Storage","Charlottesville","Remote Delivery Facility","U","2012","Base",NA,NA,43220
"415",2014,"0500","D","Mil Con, Def-Wide","DIA","01","MAJOR CONSTRUCTION","ZU","WORLDWIDE UNSPECIFIED","Energy Conservation","Unspecified Worldwide Locations","Energy Conservation Investment Program","U","2012","Base",NA,NA,4800
"416",2014,"0500","D","Mil Con, Def-Wide","DISA","01","MAJOR CONSTRUCTION","GY","GERMANY","Admin Bldgs","Stuttgart-Patch Barracks","DISA Europe Facility Upgrades","U","2012","Base",NA,NA,9736
"417",2014,"0500","D","Mil Con, Def-Wide","DLA","01","MAJOR CONSTRUCTION","AK","ALASKA","Railroad Tracks","Eielson AFB","Upgrade Rail Line","U","2012","Base",NA,NA,59200
"418",2014,"0500","D","Mil Con, Def-Wide","DLA","01","MAJOR CONSTRUCTION","AZ","ARIZONA","Aircraft Fuel Dispensing Facilities","Davis-Monthan AFB","Replace Hydrant Fuel System","U","2012","Base",NA,NA,92000
"419",2014,"0500","D","Mil Con, Def-Wide","DLA","01","MAJOR CONSTRUCTION","CA","CALIFORNIA","Safety, Disp, & Rehab Fac","Defense Distribution Depot-Tracy","Replace Public Safety Center","U","2012","Base",NA,NA,62000
"420",2014,"0500","D","Mil Con, Def-Wide","DLA","01","MAJOR CONSTRUCTION","CA","CALIFORNIA","Bulk Liquid Fuel Storage","Point Loma Annex","Replace Fuel Storage Facilities Incr 4","U","2012","Base",NA,NA,81000
"421",2014,"0500","D","Mil Con, Def-Wide","DLA","01","MAJOR CONSTRUCTION","CA","CALIFORNIA","Bulk Liquid Fuel Storage","San Clemente","Replace Fuel Storage Tanks & Pipeline","U","2012","Base",NA,NA,87200
"422",2014,"0500","D","Mil Con, Def-Wide","DLA","01","MAJOR CONSTRUCTION","FL","FLORIDA","Other Liquid Fuel & Dispensing Facilities","Whiting Field","Truck Load/Unload Facility","U","2012","Base",NA,NA,15200
"423",2014,"0500","D","Mil Con, Def-Wide","DLA","01","MAJOR CONSTRUCTION","HI","HAWAII","Operating Fuel Storage Facilities","Joint Base Pearl Harbor-Hickam","Upgrade Refueler Truck Parking Area","U","2012","Base",NA,NA,20800
"424",2014,"0500","D","Mil Con, Def-Wide","DLA","01","MAJOR CONSTRUCTION","HI","HAWAII","Admin Bldgs","Joint Base Pearl Harbor-Hickam","Alter Warehouse Space","U","2012","Base",NA,NA,36800
"425",2014,"0500","D","Mil Con, Def-Wide","DLA","01","MAJOR CONSTRUCTION","LA","LOUISIANA","Aircraft Fuel Dispensing Facilities","Barksdale AFB","Hydrant Fuel System","U","2012","Base",NA,NA,24800
"426",2014,"0500","D","Mil Con, Def-Wide","DLA","01","MAJOR CONSTRUCTION","MA","MASSACHUSETTS","Aircraft Fuel Dispensing Facilities","Westover ARB","Replace Hydrant Fuel System","U","2012","Base",NA,NA,93200
"427",2014,"0500","D","Mil Con, Def-Wide","DLA","01","MAJOR CONSTRUCTION","MS","MISSISSIPPI","Operating Fuel Storage Facilities","Columbus AFB","Replace Refueler Parking Facility","U","2012","Base",NA,NA,10400
"428",2014,"0500","D","Mil Con, Def-Wide","DLA","01","MAJOR CONSTRUCTION","OH","OHIO","Ground/Fencing","Columbus","Security Enhancements","U","2012","Base",NA,NA,40000
"429",2014,"0500","D","Mil Con, Def-Wide","DLA","01","MAJOR CONSTRUCTION","OK","OKLAHOMA","POL Pipelines","Altus AFB","Replace Fuel Transfer Pipeline","U","2012","Base",NA,NA,32800
"430",2014,"0500","D","Mil Con, Def-Wide","DLA","01","MAJOR CONSTRUCTION","PA","PENNSYLVANIA","Depot & Arsenal Covered Storage","Def Distribution Depot New Cumberland","Replace General Purpose Warehouse","U","2012","Base",NA,NA,102000
"431",2014,"0500","D","Mil Con, Def-Wide","DLA","01","MAJOR CONSTRUCTION","PA","PENNSYLVANIA","Grounds Fencing, Gates, & Guard Towers","Def Distribution Depot New Cumberland","Upgrade Access Control Points","U","2012","Base",NA,NA,70000
"432",2014,"0500","D","Mil Con, Def-Wide","DLA","01","MAJOR CONSTRUCTION","PA","PENNSYLVANIA","Admin Bldgs","Philadelphia","Upgrade HVAC System","U","2012","Base",NA,NA,32000
"433",2014,"0500","D","Mil Con, Def-Wide","DLA","01","MAJOR CONSTRUCTION","SC","SOUTH CAROLINA","Bulk Liquid Fuel Storage","Joint Base Charleston","Replace Fuel Storage & Distribution Facility","U","2012","Base",NA,NA,99472
"434",2014,"0500","D","Mil Con, Def-Wide","DLA","01","MAJOR CONSTRUCTION","WA","WASHINGTON","POL Pipelines","Whidbey Island","Replace Fuel Pipeline","U","2012","Base",NA,NA,1e+05
"435",2014,"0500","D","Mil Con, Def-Wide","DLA","01","MAJOR CONSTRUCTION","WA","WASHINGTON","Other Liquid Fuel & Dispensing Facilities","Joint Base Lewis-Mcchord","Replace Fuel Distribution Facilities","U","2012","Base",NA,NA,56000
"436",2014,"0500","D","Mil Con, Def-Wide","DLA","01","MAJOR CONSTRUCTION","WV","WEST VIRGINIA","Aircraft Fuel Dispensing Facilities","Camp Dawson","Replace Hydrant Fuel System","U","2012","Base",NA,NA,8800
"437",2014,"0500","D","Mil Con, Def-Wide","DLA","01","MAJOR CONSTRUCTION","ZU","WORLDWIDE UNSPECIFIED","Energy Conservation","Unspecified Worldwide Locations","Energy Conservation Investment Program","U","2012","Base",NA,NA,17320
"438",2014,"0500","D","Mil Con, Def-Wide","DLA","01","MAJOR CONSTRUCTION","ZU","WORLDWIDE UNSPECIFIED","General","Unspecified Worldwide Locations","Foreign Currency","U","2012","Base",NA,NA,3600
"439",2014,"0500","D","Mil Con, Def-Wide","DODEA","01","MAJOR CONSTRUCTION","GA","GEORGIA","Education Facilities","Fort Benning","Replace McBride Elementary School","U","2012","Base",NA,NA,148820
"440",2014,"0500","D","Mil Con, Def-Wide","DODEA","01","MAJOR CONSTRUCTION","KY","KENTUCKY","Education Facilities","Fort Knox","Replace Kingsolver-Pierce Elementary Schools","U","2012","Base",NA,NA,155380
"441",2014,"0500","D","Mil Con, Def-Wide","DODEA","01","MAJOR CONSTRUCTION","MA","MASSACHUSETTS","Education Facilities","Hanscom AFB","Replace Hanscom Middle School","U","2012","Base",NA,NA,136160
"442",2014,"0500","D","Mil Con, Def-Wide","DODEA","01","MAJOR CONSTRUCTION","NC","NORTH CAROLINA","Education Facilities","Fort Bragg","Replace District Superintendant's Office","U","2012","Base",NA,NA,12552
"443",2014,"0500","D","Mil Con, Def-Wide","DODEA","01","MAJOR CONSTRUCTION","NC","NORTH CAROLINA","Education Facilities","New River","Replace Delalio Elementary School","U","2012","Base",NA,NA,90748
"444",2014,"0500","D","Mil Con, Def-Wide","DODEA","01","MAJOR CONSTRUCTION","VA","VIRGINIA","Education Facilities","Dahlgren","Dahlgren E/MS School Addition","U","2012","Base",NA,NA,7952
"445",2014,"0500","D","Mil Con, Def-Wide","DODEA","01","MAJOR CONSTRUCTION","GY","GERMANY","Education Facilities","Ansbach","Ansbach Middle/High School Addition","U","2012","Base",NA,NA,46688
"446",2014,"0500","D","Mil Con, Def-Wide","DODEA","01","MAJOR CONSTRUCTION","GY","GERMANY","Education Facilities","Baumholder","Replace Wetzel-Smith Elementary Schools","U","2012","Base",NA,NA,237676
"447",2014,"0500","D","Mil Con, Def-Wide","DODEA","01","MAJOR CONSTRUCTION","GY","GERMANY","Education Facilities","Grafenwoehr","Netzaberg MS School Addition","U","2012","Base",NA,NA,26116
"448",2014,"0500","D","Mil Con, Def-Wide","DODEA","01","MAJOR CONSTRUCTION","GY","GERMANY","Education Facilities","Spangdahlem AB","Replace Bitburg Elementary School","U","2012","Base",NA,NA,167504
"449",2014,"0500","D","Mil Con, Def-Wide","DODEA","01","MAJOR CONSTRUCTION","GY","GERMANY","Education Facilities","Spangdahlem AB","Replace Bitburg Middle & High School","U","2012","Base",NA,NA,348668
"450",2014,"0500","D","Mil Con, Def-Wide","DODEA","01","MAJOR CONSTRUCTION","IT","ITALY","Education Facilities","Vicenza","Replace Vicenza High School","U","2012","Base",NA,NA,167456
"451",2014,"0500","D","Mil Con, Def-Wide","DODEA","01","MAJOR CONSTRUCTION","JA","JAPAN","Education Facilities","Yokota AB","Replace Temp Classrm/Joan K. Mendel ES","U","2012","Base",NA,NA,48944
"452",2014,"0500","D","Mil Con, Def-Wide","DODEA","01","MAJOR CONSTRUCTION","JA","JAPAN","Education Facilities","Yokota AB","Replace Yokota High School","U","2012","Base",NA,NA,198424
"453",2014,"0500","D","Mil Con, Def-Wide","DODEA","01","MAJOR CONSTRUCTION","UK","UNITED KINGDOM","Education Facilities","Royal Air Force Alconbury","Replace Alconbury High School","U","2012","Base",NA,NA,140120
"454",2014,"0500","D","Mil Con, Def-Wide","DODEA","01","MAJOR CONSTRUCTION","ZU","WORLDWIDE UNSPECIFIED","General","Unspecified Worldwide Locations","Foreign Currency","U","2012","Base",NA,NA,44074
"455",2014,"0500","D","Mil Con, Def-Wide","DSS","01","MAJOR CONSTRUCTION","VA","VIRGINIA","Admin Bldgs","Quantico","DSS Headquarters Addition","U","2012","Base",NA,NA,170908
"456",2014,"0500","D","Mil Con, Def-Wide","DSS","01","MAJOR CONSTRUCTION","VA","VIRGINIA","Roads","Quantico","Defense Access Road Improvements-Telegraph Rd","U","2012","Base",NA,NA,16000
"457",2014,"0500","D","Mil Con, Def-Wide","MDA","01","MAJOR CONSTRUCTION","AL","ALABAMA","Admin Bldgs","Redstone Arsenal","Von Braun Complex Phase IV","U","2012","Base",NA,NA,235200
"458",2014,"0500","D","Mil Con, Def-Wide","MDA","01","MAJOR CONSTRUCTION","ZU","WORLDWIDE UNSPECIFIED","General","Unspecified Worldwide Locations","Foreign Currency","U","2012","Base",NA,NA,6
"459",2014,"0500","D","Mil Con, Def-Wide","NAVY","01","MAJOR CONSTRUCTION","ZU","WORLDWIDE UNSPECIFIED","General","Unspecified Worldwide Locations","Foreign Currency","U","2012","Base",NA,NA,200
"460",2014,"0500","D","Mil Con, Def-Wide","NAVY","01","MAJOR CONSTRUCTION","ZU","WORLDWIDE UNSPECIFIED","Energy Conservation","Unspecified Worldwide Locations","Energy Conservation Investment Program","U","2012","Base",NA,NA,132732
"461",2014,"0500","D","Mil Con, Def-Wide","NGA","01","MAJOR CONSTRUCTION","MO","MISSOURI","Electric Power Source","Arnold","Data Ctr West #1 Power & Cooling Upgrade","U","2012","Base",NA,NA,37012
"462",2014,"0500","D","Mil Con, Def-Wide","NGA","01","MAJOR CONSTRUCTION","VA","VIRGINIA","Communication Buildings","Fort Belvoir","Technology Center Third Floor Fit-out","U","2012","Base",NA,NA,218500
"463",2014,"0500","D","Mil Con, Def-Wide","NSA","01","MAJOR CONSTRUCTION","CO","COLORADO","Operational Support Buildings","Buckley Air Force Base","Mountainview Operations Facility Inc 1","U","2012","Base",NA,NA,352228
"464",2014,"0500","D","Mil Con, Def-Wide","NSA","01","MAJOR CONSTRUCTION","GA","GEORGIA","Operational Support Buildings","Fort Gordon","Whitelaw Wedge Building Addition","U","2012","Base",NA,NA,70820
"465",2014,"0500","D","Mil Con, Def-Wide","NSA","01","MAJOR CONSTRUCTION","MD","MARYLAND","Airfield Operational Buildings","Fort Meade","High Performance Computing Capacity Inc 1","U","2012","Base",NA,NA,78560
"466",2014,"0500","D","Mil Con, Def-Wide","NSA","01","MAJOR CONSTRUCTION","UT","UTAH","Airfield Operational Buildings","Camp Williams","IC CNCI Data Center 1 Inc 3","U","2012","Base",NA,NA,499203
"467",2014,"0500","D","Mil Con, Def-Wide","NSA","01","MAJOR CONSTRUCTION","UK","UNITED KINGDOM","Electric Power Transmission & Dist Lines","Menwith Hill Station","MHS PSC Construction Generator Plant","U","2012","Base",NA,NA,274404
"468",2014,"0500","D","Mil Con, Def-Wide","SOCOM","01","MAJOR CONSTRUCTION","AK","ALASKA","Training Buildings","Anchorage","SOF Cold Weather Maritime Training Facility","U","2012","Base",NA,NA,73600
"469",2014,"0500","D","Mil Con, Def-Wide","SOCOM","01","MAJOR CONSTRUCTION","CA","CALIFORNIA","Training Ranges","Camp Pendleton, California","SOF Range 130 Support Projects","U","2012","Base",NA,NA,34564
"470",2014,"0500","D","Mil Con, Def-Wide","SOCOM","01","MAJOR CONSTRUCTION","CA","CALIFORNIA","Ground Operational Buildings","Camp Pendleton, California","SOF Military Working Dog Facility","U","2012","Base",NA,NA,14000
"471",2014,"0500","D","Mil Con, Def-Wide","SOCOM","01","MAJOR CONSTRUCTION","CA","CALIFORNIA","Other Waterfront Operational Facilities","Coronado","SOF Support Activity Operations Facility","U","2012","Base",NA,NA,168000
"472",2014,"0500","D","Mil Con, Def-Wide","SOCOM","01","MAJOR CONSTRUCTION","FL","FLORIDA","Airfield Operational Buildings","Eglin AFB","SOF Company Operations Facility (GSTB)","U","2012","Base",NA,NA,76000
"473",2014,"0500","D","Mil Con, Def-Wide","SOCOM","01","MAJOR CONSTRUCTION","FL","FLORIDA","Airfield Operational Buildings","Eglin AFB","SOF Company Operations Facility (GSB)","U","2012","Base",NA,NA,84000
"474",2014,"0500","D","Mil Con, Def-Wide","SOCOM","01","MAJOR CONSTRUCTION","FL","FLORIDA","Aircraft Maintenance Facilities","Eglin AUX9","SOF Enclosed Engine Noise Suppressors","U","2012","Base",NA,NA,12800
"475",2014,"0500","D","Mil Con, Def-Wide","SOCOM","01","MAJOR CONSTRUCTION","FL","FLORIDA","Simulation Facilities","Eglin AUX9","SOF Simulator Facility","U","2012","Base",NA,NA,25200
"476",2014,"0500","D","Mil Con, Def-Wide","SOCOM","01","MAJOR CONSTRUCTION","FL","FLORIDA","Operational Support Buildings","Macdill AFB","SOF Acquisition Center (Phase II)","U","2012","Base",NA,NA,60800
"477",2014,"0500","D","Mil Con, Def-Wide","SOCOM","01","MAJOR CONSTRUCTION","KY","KENTUCKY","Aircraft Maintenance Facilities","Fort Campbell, Kentucky","SOF Rotary Wing Hangar","U","2012","Base",NA,NA,155600
"478",2014,"0500","D","Mil Con, Def-Wide","SOCOM","01","MAJOR CONSTRUCTION","KY","KENTUCKY","Aircraft Maintenance Facilities","Fort Campbell, Kentucky","SOF MH47 Aviation Facility","U","2012","Base",NA,NA,172000
"479",2014,"0500","D","Mil Con, Def-Wide","SOCOM","01","MAJOR CONSTRUCTION","NM","NEW MEXICO","Airfield Operational Buildings","Cannon AFB","SOF C-130 Squadron Operations Facility","U","2012","Base",NA,NA,43764
"480",2014,"0500","D","Mil Con, Def-Wide","SOCOM","01","MAJOR CONSTRUCTION","NM","NEW MEXICO","Aircraft Maintenance Facilities","Cannon AFB","SOF C-130 Wash Rack Hangar","U","2012","Base",NA,NA,43424
"481",2014,"0500","D","Mil Con, Def-Wide","SOCOM","01","MAJOR CONSTRUCTION","NM","NEW MEXICO","Aircraft Maintenance Facilities","Cannon AFB","SOF Aircraft Maintenance Squadron Facility","U","2012","Base",NA,NA,60000
"482",2014,"0500","D","Mil Con, Def-Wide","SOCOM","01","MAJOR CONSTRUCTION","NM","NEW MEXICO","Airfield Aprons","Cannon AFB","SOF Apron and Taxiway","U","2012","Base",NA,NA,112400
"483",2014,"0500","D","Mil Con, Def-Wide","SOCOM","01","MAJOR CONSTRUCTION","NM","NEW MEXICO","Aircraft Maintenance Facilities","Cannon AFB","SOF Hangar Aircraft Maintenance Unit","U","2012","Base",NA,NA,164800
"484",2014,"0500","D","Mil Con, Def-Wide","SOCOM","01","MAJOR CONSTRUCTION","NM","NEW MEXICO","Training Buildings","Cannon AFB","SOF ADAL Simulator Facility","U","2012","Base",NA,NA,38400
"485",2014,"0500","D","Mil Con, Def-Wide","SOCOM","01","MAJOR CONSTRUCTION","NM","NEW MEXICO","Airfield Operational Buildings","Cannon AFB","SOF Squadron Operations Facility","U","2012","Base",NA,NA,69200
"486",2014,"0500","D","Mil Con, Def-Wide","SOCOM","01","MAJOR CONSTRUCTION","NC","NORTH CAROLINA","Ground Operational Buildings","Camp Lejeune, North Carolina","SOF Armory Facility Expansion","U","2012","Base",NA,NA,26680
"487",2014,"0500","D","Mil Con, Def-Wide","SOCOM","01","MAJOR CONSTRUCTION","NC","NORTH CAROLINA","Training Buildings","Fort Bragg","SOF Communications Training Complex","U","2012","Base",NA,NA,43032
"488",2014,"0500","D","Mil Con, Def-Wide","SOCOM","01","MAJOR CONSTRUCTION","NC","NORTH CAROLINA","Ground Operational Buildings","Fort Bragg","SOF Squadron HQ Addition","U","2012","Base",NA,NA,44000
"489",2014,"0500","D","Mil Con, Def-Wide","SOCOM","01","MAJOR CONSTRUCTION","NC","NORTH CAROLINA","Airfield Operational Buildings","Fort Bragg","SOF Entry Control Point","U","2012","Base",NA,NA,9200
"490",2014,"0500","D","Mil Con, Def-Wide","SOCOM","01","MAJOR CONSTRUCTION","NC","NORTH CAROLINA","Ground Operational Buildings","Fort Bragg","SOF Battalion Operations Complex","U","2012","Base",NA,NA,93912
"491",2014,"0500","D","Mil Con, Def-Wide","SOCOM","01","MAJOR CONSTRUCTION","NC","NORTH CAROLINA","Ground Operational Buildings","Fort Bragg","SOF Brigade Headquarters","U","2012","Base",NA,NA,76000
"492",2014,"0500","D","Mil Con, Def-Wide","SOCOM","01","MAJOR CONSTRUCTION","NC","NORTH CAROLINA","Airfield Operational Buildings","Fort Bragg","SOF Group Headquarters","U","2012","Base",NA,NA,104000
"493",2014,"0500","D","Mil Con, Def-Wide","SOCOM","01","MAJOR CONSTRUCTION","NC","NORTH CAROLINA","Ground Operational Buildings","Fort Bragg","SOF Battalion Operations Facility","U","2012","Base",NA,NA,164000
