"SourceFiscalYear","AccountDSI","MilDeptDW","AccountTitle","Organization","BudgetActivity","BudgetActivityTitle","AGtitle","LineNumber","SAG","SAG.Title","IncludeInTOA","Classified","FiscalYear","OriginType","ActualTotal","EnactedTotal","EnactedType","PBtotal","PBtype","SpecialTotal","SpecialType","BudgetSubActivityTitle","BudgetLineItem","Var.16"
2015,"2020A",,"Operation & Maintenance, Army","ARMY","01","Operating Forces","Land Forces Readiness Support","160","137","RESET","Y","U",2013,"Total",2024164,,,,,,,,,
2015,"2020A",,"Operation & Maintenance, Army","ARMY","01","Operating Forces","Land Forces Readiness Support","170","138","Combatant Commands Direct Mission Support","Y","U",2013,"Total",384054,,,,,,,,,
2015,"2020A",,"Operation & Maintenance, Army","ARMY","02","Mobilization","Mobility Operations","180","211","Strategic Mobility","Y","U",2013,"Total",384714,,,,,,,,,
2015,"2020A",,"Operation & Maintenance, Army","ARMY","02","Mobilization","Mobility Operations","190","212","Army Prepositioned Stocks","Y","U",2013,"Total",145108,,,,,,,,,
2015,"2020A",,"Operation & Maintenance, Army","ARMY","02","Mobilization","Mobility Operations","200","213","Industrial Preparedness","Y","U",2013,"Total",5962,,,,,,,,,
2015,"2020A",,"Operation & Maintenance, Army","ARMY","03","Training and Recruiting","Accession Training","210","311","Officer Acquisition","Y","U",2013,"Total",99927,,,,,,,,,
2015,"2020A",,"Operation & Maintenance, Army","ARMY","03","Training and Recruiting","Accession Training","220","312","Recruit Training","Y","U",2013,"Total",57753,,,,,,,,,
2015,"2020A",,"Operation & Maintenance, Army","ARMY","03","Training and Recruiting","Accession Training","230","313","One Station Unit Training","Y","U",2013,"Total",42060,,,,,,,,,
2015,"2020A",,"Operation & Maintenance, Army","ARMY","03","Training and Recruiting","Accession Training","240","314","Senior Reserve Officers Training Corps","Y","U",2013,"Total",490440,,,,,,,,,
2015,"2020A",,"Operation & Maintenance, Army","ARMY","03","Training and Recruiting","Basic Skill and Advanced Training","250","321","Specialized Skill Training","Y","U",2013,"Total",871329,,,,,,,,,
2015,"2020A",,"Operation & Maintenance, Army","ARMY","03","Training and Recruiting","Basic Skill and Advanced Training","260","322","Flight Training","Y","U",2013,"Total",972365,,,,,,,,,
2015,"2020A",,"Operation & Maintenance, Army","ARMY","03","Training and Recruiting","Basic Skill and Advanced Training","270","323","Professional Development Education","Y","U",2013,"Total",156073,,,,,,,,,
2015,"2020A",,"Operation & Maintenance, Army","ARMY","03","Training and Recruiting","Basic Skill and Advanced Training","280","324","Training Support","Y","U",2013,"Total",662464,,,,,,,,,
2015,"2020A",,"Operation & Maintenance, Army","ARMY","03","Training and Recruiting","Recruiting, and Other Training & Education","290","331","Recruiting and Advertising","Y","U",2013,"Total",504396,,,,,,,,,
2015,"2020A",,"Operation & Maintenance, Army","ARMY","03","Training and Recruiting","Recruiting, and Other Training & Education","300","332","Examining","Y","U",2013,"Total",153482,,,,,,,,,
2015,"2020A",,"Operation & Maintenance, Army","ARMY","03","Training and Recruiting","Recruiting, and Other Training & Education","310","333","Off-Duty and Voluntary Education","Y","U",2013,"Total",229641,,,,,,,,,
2015,"2020A",,"Operation & Maintenance, Army","ARMY","03","Training and Recruiting","Recruiting, and Other Training & Education","320","334","Civilian Education and Training","Y","U",2013,"Total",136812,,,,,,,,,
2015,"2020A",,"Operation & Maintenance, Army","ARMY","03","Training and Recruiting","Recruiting, and Other Training & Education","330","335","Junior Reserve Officer Training Corps","Y","U",2013,"Total",164585,,,,,,,,,
2015,"2020A",,"Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Logistics Operations","350","421","Servicewide Transportation","Y","U",2013,"Total",4467406,,,,,,,,,
2015,"2020A",,"Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Logistics Operations","360","422","Central Supply Activities","Y","U",2013,"Total",753694,,,,,,,,,
2015,"2020A",,"Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Logistics Operations","370","423","Logistic Support Activities","Y","U",2013,"Total",639881,,,,,,,,,
2015,"2020A",,"Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Logistics Operations","380","424","Ammunition Management","Y","U",2013,"Total",447146,,,,,,,,,
2015,"2020A",,"Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Servicewide Support","390","431","Administration","Y","U",2013,"Total",521960,,,,,,,,,
2015,"2020A",,"Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Servicewide Support","400","432","Servicewide Communications","Y","U",2013,"Total",1690044,,,,,,,,,
2015,"2020A",,"Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Servicewide Support","410","433","Manpower Management","Y","U",2013,"Total",284608,,,,,,,,,
2015,"2020A",,"Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Servicewide Support","420","434","Other Personnel Support","Y","U",2013,"Total",298358,,,,,,,,,
2015,"2020A",,"Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Servicewide Support","430","435","Other Service Support","Y","U",2013,"Total",1109015,,,,,,,,,
2015,"2020A",,"Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Servicewide Support","440","436","Army Claims Activities","Y","U",2013,"Total",207860,,,,,,,,,
2015,"2020A",,"Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Servicewide Support","450","437","Real Estate Management","Y","U",2013,"Total",195930,,,,,,,,,
2015,"2020A",,"Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Servicewide Support","460","438","Financial Management and Audit Readiness","Y","U",2013,"Total",193665,,,,,,,,,
2015,"2020A",,"Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Support of Other Nations","470","441","International Military Headquarters","Y","U",2013,"Total",434784,,,,,,,,,
2015,"2020A",,"Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Support of Other Nations","480","442","Misc. Support of Other Nations","Y","U",2013,"Total",19668,,,,,,,,,
2015,"2020A",,"Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Closed Account Adjustments","490","451","Closed Account Adjustments","Y","U",2013,"Total",20748,,,,,,,,,
2015,"2020A",,"Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Closed Account Adjustments","500","471","Foreign Currency Fluctuation","Y","U",2013,"Total",-53807,,,,,,,,,
2015,"2020A",,"Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Closed Account Adjustments","510","493","Defense Environmental Restoration Account (DERA)","Y","U",2013,"Total",565563,,,,,,,,,
2015,"2020A",,"Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Judgment Fund","520","461","Judgment Fund","Y","U",2013,"Total",1384,,,,,,,,,
2015,"2020A",,"Operation & Maintenance, Army","","04","Admin & Srvwide Activities","","","9999","Classified Programs","Y","U",2013,"Total",2959642,,,,,,,,,
2015,"2080A",,"Operation & Maintenance, Army Res","ARMY","01","Operating Forces","Land Forces","010","111","Maneuver Units","Y","U",2013,"Total",1299,,,,,,,,,
2015,"2080A",,"Operation & Maintenance, Army Res","ARMY","01","Operating Forces","Land Forces","020","112","Modular Support Brigades","Y","U",2013,"Total",14467,,,,,,,,,
2015,"2080A",,"Operation & Maintenance, Army Res","ARMY","01","Operating Forces","Land Forces","030","113","Echelons Above Brigade","Y","U",2013,"Total",523995,,,,,,,,,
2015,"2080A",,"Operation & Maintenance, Army Res","ARMY","01","Operating Forces","Land Forces","040","114","Theater Level Assets","Y","U",2013,"Total",90731,,,,,,,,,
2015,"2080A",,"Operation & Maintenance, Army Res","ARMY","01","Operating Forces","Land Forces","050","115","Land Forces Operations Support","Y","U",2013,"Total",585461,,,,,,,,,
2015,"2080A",,"Operation & Maintenance, Army Res","ARMY","01","Operating Forces","Land Forces","060","116","Aviation Assets","Y","U",2013,"Total",76781,,,,,,,,,
2015,"2080A",,"Operation & Maintenance, Army Res","ARMY","01","Operating Forces","Land Forces Readiness","070","121","Force Readiness Operations Support","Y","U",2013,"Total",432545,,,,,,,,,
2015,"2080A",,"Operation & Maintenance, Army Res","ARMY","01","Operating Forces","Land Forces Readiness","080","122","Land Forces Systems Readiness","Y","U",2013,"Total",83218,,,,,,,,,
2015,"2080A",,"Operation & Maintenance, Army Res","ARMY","01","Operating Forces","Land Forces Readiness","090","123","Land Forces Depot Maintenance","Y","U",2013,"Total",162073,,,,,,,,,
2015,"2080A",,"Operation & Maintenance, Army Res","ARMY","01","Operating Forces","Land Forces Readiness Support","100","131","Base Operations Support","Y","U",2013,"Total",573867,,,,,,,,,
2015,"2080A",,"Operation & Maintenance, Army Res","ARMY","01","Operating Forces","Land Forces Readiness Support","110","132","Facilities Sustainment, Restoration & Modernization","Y","U",2013,"Total",320908,,,,,,,,,
2015,"2080A",,"Operation & Maintenance, Army Res","ARMY","01","Operating Forces","Land Forces Readiness Support","120","133","Management and Operational Headquarters","Y","U",2013,"Total",53059,,,,,,,,,
2015,"2080A",,"Operation & Maintenance, Army Res","ARMY","04","Admin & Srvwd Activities","Logistics Operations","130","421","Servicewide Transportation","Y","U",2013,"Total",11192,,,,,,,,,
2015,"2080A",,"Operation & Maintenance, Army Res","ARMY","04","Admin & Srvwd Activities","Servicewide Support","140","431","Administration","Y","U",2013,"Total",26032,,,,,,,,,
2015,"2080A",,"Operation & Maintenance, Army Res","ARMY","04","Admin & Srvwd Activities","Servicewide Support","150","432","Servicewide Communications","Y","U",2013,"Total",4238,,,,,,,,,
2015,"2080A",,"Operation & Maintenance, Army Res","ARMY","04","Admin & Srvwd Activities","Servicewide Support","160","433","Manpower Management","Y","U",2013,"Total",16140,,,,,,,,,
2015,"2080A",,"Operation & Maintenance, Army Res","ARMY","04","Admin & Srvwd Activities","Servicewide Support","170","434","Recruiting and Advertising","Y","U",2013,"Total",46417,,,,,,,,,
2015,"2065A",,"Operation & Maintenance, ARNG","ARMY","01","Operating Forces","Land Forces","010","111","Maneuver Units","Y","U",2013,"Total",610207,,,,,,,,,
2015,"2065A",,"Operation & Maintenance, ARNG","ARMY","01","Operating Forces","Land Forces","020","112","Modular Support Brigades","Y","U",2013,"Total",148007,,,,,,,,,
2015,"2065A",,"Operation & Maintenance, ARNG","ARMY","01","Operating Forces","Land Forces","030","113","Echelons Above Brigade","Y","U",2013,"Total",772456,,,,,,,,,
2015,"2065A",,"Operation & Maintenance, ARNG","ARMY","01","Operating Forces","Land Forces","040","114","Theater Level Assets","Y","U",2013,"Total",129808,,,,,,,,,
2015,"2065A",,"Operation & Maintenance, ARNG","ARMY","01","Operating Forces","Land Forces","050","115","Land Forces Operations Support","Y","U",2013,"Total",37976,,,,,,,,,
2015,"2065A",,"Operation & Maintenance, ARNG","ARMY","01","Operating Forces","Land Forces","060","116","Aviation Assets","Y","U",2013,"Total",856015,,,,,,,,,
2015,"2065A",,"Operation & Maintenance, ARNG","ARMY","01","Operating Forces","Land Forces Readiness","070","121","Force Readiness Operations Support","Y","U",2013,"Total",707170,,,,,,,,,
2015,"2065A",,"Operation & Maintenance, ARNG","ARMY","01","Operating Forces","Land Forces Readiness","080","122","Land Forces Systems Readiness","Y","U",2013,"Total",52882,,,,,,,,,
2015,"2065A",,"Operation & Maintenance, ARNG","ARMY","01","Operating Forces","Land Forces Readiness","090","123","Land Forces Depot Maintenance","Y","U",2013,"Total",357030,,,,,,,,,
2015,"2065A",,"Operation & Maintenance, ARNG","ARMY","01","Operating Forces","Land Forces Readiness Support","100","131","Base Operations Support","Y","U",2013,"Total",1076568,,,,,,,,,
2015,"2065A",,"Operation & Maintenance, ARNG","ARMY","01","Operating Forces","Land Forces Readiness Support","110","132","Facilities Sustainment, Restoration & Modernization","Y","U",2013,"Total",814799,,,,,,,,,
2015,"2065A",,"Operation & Maintenance, ARNG","ARMY","01","Operating Forces","Land Forces Readiness Support","120","133","Management and Operational Headquarters","Y","U",2013,"Total",1073514,,,,,,,,,
2015,"2065A",,"Operation & Maintenance, ARNG","ARMY","04","Admin & Srvwd Activities","Logistics Operations","130","421","Servicewide Transportation","Y","U",2013,"Total",7446,,,,,,,,,
2015,"2065A",,"Operation & Maintenance, ARNG","ARMY","04","Admin & Srvwd Activities","Servicewide Support","140","437","Real Estate Management","Y","U",2013,"Total",1491,,,,,,,,,
2015,"2065A",,"Operation & Maintenance, ARNG","ARMY","04","Admin & Srvwd Activities","Servicewide Support","150","431","Administration","Y","U",2013,"Total",69507,,,,,,,,,
2015,"2065A",,"Operation & Maintenance, ARNG","ARMY","04","Admin & Srvwd Activities","Servicewide Support","160","432","Servicewide Communications","Y","U",2013,"Total",50086,,,,,,,,,
2015,"2065A",,"Operation & Maintenance, ARNG","ARMY","04","Admin & Srvwd Activities","Servicewide Support","170","433","Manpower Management","Y","U",2013,"Total",6043,,,,,,,,,
2015,"2065A",,"Operation & Maintenance, ARNG","ARMY","04","Admin & Srvwd Activities","Servicewide Support","180","434","Other Personnel Support","Y","U",2013,"Total",274161,,,,,,,,,
2015,"2091A",,"Afghanistan Security Forces Fund","ARMY","01","Ministry of Defense","Defense Forces","011","110","Sustainment","Y","U",2013,"Total",0,,,,,,,,,
2015,"2091A",,"Afghanistan Security Forces Fund","ARMY","01","Ministry of Defense","Defense Forces","012","120","Infrastructure","Y","U",2013,"Total",0,,,,,,,,,
2015,"2091A",,"Afghanistan Security Forces Fund","ARMY","01","Ministry of Defense","Defense Forces","013","130","Equipment and Transportation","Y","U",2013,"Total",0,,,,,,,,,
2015,"2091A",,"Afghanistan Security Forces Fund","ARMY","01","Ministry of Defense","Defense Forces","014","140","Training and Operations","Y","U",2013,"Total",0,,,,,,,,,
2015,"2091A",,"Afghanistan Security Forces Fund","ARMY","01","Ministry of Defense","Closed Account Adjustments","010","100","Afghanistan Security Forces Fund","Y","U",2013,"Total",3049565,,,,,,,,,
2015,"2091A",,"Afghanistan Security Forces Fund","ARMY","02","Ministry of Interior","Interior Forces","021","210","Sustainment","Y","U",2013,"Total",0,,,,,,,,,
2015,"2091A",,"Afghanistan Security Forces Fund","ARMY","02","Ministry of Interior","Interior Forces","022","220","Infrastructure","Y","U",2013,"Total",0,,,,,,,,,
2015,"2091A",,"Afghanistan Security Forces Fund","ARMY","02","Ministry of Interior","Interior Forces","023","230","Equipment and Transportation","Y","U",2013,"Total",0,,,,,,,,,
2015,"2091A",,"Afghanistan Security Forces Fund","ARMY","02","Ministry of Interior","Interior Forces","024","240","Training and Operations","Y","U",2013,"Total",0,,,,,,,,,
2015,"2091A",,"Afghanistan Security Forces Fund","ARMY","02","Ministry of Interior","Closed Account Adjustments","020","200","Ministry Of Interior","Y","U",2013,"Total",1842975,,,,,,,,,
2015,"2091A",,"Afghanistan Security Forces Fund","ARMY","04","Detainee Ops","Related Activities","031","410","Sustainment","Y","U",2013,"Total",0,,,,,,,,,
2015,"2091A",,"Afghanistan Security Forces Fund","ARMY","04","Detainee Ops","Related Activities","032","440","Training and Operations","Y","U",2013,"Total",0,,,,,,,,,
2015,"2091A",,"Afghanistan Security Forces Fund","ARMY","04","Detainee Ops","Closed Account Adjustments","030","400","Iraq Training Facility","Y","U",2013,"Total",53652,,,,,,,,,
2015,"2096A",,"Afghanistan Infrastructure Fund","ARMY","01","Afghanistan Infrastructure Fund","Closed Account Adjustments","010","011","Power","Y","U",2013,"Total",0,,,,,,,,,
2015,"2096A",,"Afghanistan Infrastructure Fund","ARMY","01","Afghanistan Infrastructure Fund","Closed Account Adjustments","020","110","Power","Y","U",2013,"Total",325000,,,,,,,,,
2015,"5098A",,"Restoration of the Rocky Mountain Arsenal","ARMY","01","RESTORATION OF ROCKY MOUNTAIN ARSENAL","Restoration of the Rocky Mountain Arsenal","010","580","Restoration of the Rocky Mountain Arsenal","Y","U",2013,"Total",3107,,,,,,,,,
2015,"1804N",,"Operation & Maintenance, Navy","NAVY","01","Operating Forces","Air Operations","010","1A1A","Mission and Other Flight Operations","Y","U",2013,"Total",5344864,,,,,,,,,
2015,"1804N",,"Operation & Maintenance, Navy","NAVY","01","Operating Forces","Air Operations","020","1A2A","Fleet Air Training","Y","U",2013,"Total",1847179,,,,,,,,,
2015,"1804N",,"Operation & Maintenance, Navy","NAVY","01","Operating Forces","Air Operations","030","1A3A","Aviation Technical Data & Engineering Services","Y","U",2013,"Total",41678,,,,,,,,,
2015,"1804N",,"Operation & Maintenance, Navy","NAVY","01","Operating Forces","Air Operations","040","1A4A","Air Operations and Safety Support","Y","U",2013,"Total",90065,,,,,,,,,
2015,"1804N",,"Operation & Maintenance, Navy","NAVY","01","Operating Forces","Air Operations","050","1A4N","Air Systems Support","Y","U",2013,"Total",341200,,,,,,,,,
2015,"1804N",,"Operation & Maintenance, Navy","NAVY","01","Operating Forces","Air Operations","060","1A5A","Aircraft Depot Maintenance","Y","U",2013,"Total",1031281,,,,,,,,,
2015,"1804N",,"Operation & Maintenance, Navy","NAVY","01","Operating Forces","Air Operations","070","1A6A","Aircraft Depot Operations Support","Y","U",2013,"Total",38491,,,,,,,,,
2015,"1804N",,"Operation & Maintenance, Navy","NAVY","01","Operating Forces","Air Operations","080","1A9A","Aviation Logistics","Y","U",2013,"Total",325333,,,,,,,,,
2015,"1804N",,"Operation & Maintenance, Navy","NAVY","01","Operating Forces","Ship Operations","090","1B1B","Mission and Other Ship Operations","Y","U",2013,"Total",5289875,,,,,,,,,
2015,"1804N",,"Operation & Maintenance, Navy","NAVY","01","Operating Forces","Ship Operations","100","1B2B","Ship Operations Support & Training","Y","U",2013,"Total",708492,,,,,,,,,
2015,"1804N",,"Operation & Maintenance, Navy","NAVY","01","Operating Forces","Ship Operations","110","1B4B","Ship Depot Maintenance","Y","U",2013,"Total",6938324,,,,,,,,,
2015,"1804N",,"Operation & Maintenance, Navy","NAVY","01","Operating Forces","Ship Operations","120","1B5B","Ship Depot Operations Support","Y","U",2013,"Total",1157393,,,,,,,,,
2015,"1804N",,"Operation & Maintenance, Navy","NAVY","01","Operating Forces","Combat Operations/Support","130","1C1C","Combat Communications","Y","U",2013,"Total",709650,,,,,,,,,
2015,"1804N",,"Operation & Maintenance, Navy","NAVY","01","Operating Forces","Combat Operations/Support","140","1C2C","Electronic Warfare","Y","U",2013,"Total",64084,,,,,,,,,
2015,"1804N",,"Operation & Maintenance, Navy","NAVY","01","Operating Forces","Combat Operations/Support","150","1C3C","Space Systems and Surveillance","Y","U",2013,"Total",219150,,,,,,,,,
2015,"1804N",,"Operation & Maintenance, Navy","NAVY","01","Operating Forces","Combat Operations/Support","160","1C4C","Warfare Tactics","Y","U",2013,"Total",467614,,,,,,,,,
2015,"1804N",,"Operation & Maintenance, Navy","NAVY","01","Operating Forces","Combat Operations/Support","170","1C5C","Operational Meteorology and Oceanography","Y","U",2013,"Total",351524,,,,,,,,,
2015,"1804N",,"Operation & Maintenance, Navy","NAVY","01","Operating Forces","Combat Operations/Support","180","1C6C","Combat Support Forces","Y","U",2013,"Total",2101091,,,,,,,,,
2015,"1804N",,"Operation & Maintenance, Navy","NAVY","01","Operating Forces","Combat Operations/Support","190","1C7C","Equipment Maintenance","Y","U",2013,"Total",129285,,,,,,,,,
2015,"1804N",,"Operation & Maintenance, Navy","NAVY","01","Operating Forces","Combat Operations/Support","200","1C8C","Depot Operations Support","Y","U",2013,"Total",3251,,,,,,,,,
2015,"1804N",,"Operation & Maintenance, Navy","NAVY","01","Operating Forces","Combat Operations/Support","210","1CCH","Combatant Commanders Core Operations","Y","U",2013,"Total",104515,,,,,,,,,
2015,"1804N",,"Operation & Maintenance, Navy","NAVY","01","Operating Forces","Combat Operations/Support","220","1CCM","Combatant Commanders Direct Mission Support","Y","U",2013,"Total",174519,,,,,,,,,
2015,"1804N",,"Operation & Maintenance, Navy","NAVY","01","Operating Forces","Weapons Support","230","1D1D","Cruise Missile","Y","U",2013,"Total",89606,,,,,,,,,
2015,"1804N",,"Operation & Maintenance, Navy","NAVY","01","Operating Forces","Weapons Support","240","1D2D","Fleet Ballistic Missile","Y","U",2013,"Total",1109152,,,,,,,,,
2015,"1804N",,"Operation & Maintenance, Navy","NAVY","01","Operating Forces","Weapons Support","250","1D3D","In-Service Weapons Systems Support","Y","U",2013,"Total",125942,,,,,,,,,
2015,"1804N",,"Operation & Maintenance, Navy","NAVY","01","Operating Forces","Weapons Support","260","1D4D","Weapons Maintenance","Y","U",2013,"Total",753326,,,,,,,,,
2015,"1804N",,"Operation & Maintenance, Navy","NAVY","01","Operating Forces","Weapons Support","270","1D7D","Other Weapon Systems Support","Y","U",2013,"Total",281819,,,,,,,,,
2015,"1804N",,"Operation & Maintenance, Navy","NAVY","01","Operating Forces","Working Capital Fund Support","280","1Z1Z","NWCF Support","Y","U",2013,"Total",0,,,,,,,,,
2015,"1804N",,"Operation & Maintenance, Navy","NAVY","01","Operating Forces","Base Support","290","BSIT","Enterprise Information","Y","U",2013,"Total",976243,,,,,,,,,
2015,"1804N",,"Operation & Maintenance, Navy","NAVY","01","Operating Forces","Base Support","300","BSM1","Sustainment, Restoration and Modernization","Y","U",2013,"Total",1598393,,,,,,,,,
2015,"1804N",,"Operation & Maintenance, Navy","NAVY","01","Operating Forces","Base Support","310","BSS1","Base Operating Support","Y","U",2013,"Total",4573705,,,,,,,,,
2015,"1804N",,"Operation & Maintenance, Navy","NAVY","02","Mobilization","Ready Reserve and Prepositioning Force","320","2A1F","Ship Prepositioning and Surge","Y","U",2013,"Total",358681,,,,,,,,,
2015,"1804N",,"Operation & Maintenance, Navy","NAVY","02","Mobilization","Ready Reserve and Prepositioning Force","330","2A2F","Ready Reserve Force","Y","U",2013,"Total",0,,,,,,,,,
2015,"1804N",,"Operation & Maintenance, Navy","NAVY","02","Mobilization","Activations/Inactivations","340","2B1G","Aircraft Activations/Inactivations","Y","U",2013,"Total",5219,,,,,,,,,
2015,"1804N",,"Operation & Maintenance, Navy","NAVY","02","Mobilization","Activations/Inactivations","350","2B2G","Ship Activations/Inactivations","Y","U",2013,"Total",1017119,,,,,,,,,
2015,"1804N",,"Operation & Maintenance, Navy","NAVY","02","Mobilization","Mobilization Preparation","360","2C1H","Expeditionary Health Services Systems","Y","U",2013,"Total",53271,,,,,,,,,
2015,"1804N",,"Operation & Maintenance, Navy","NAVY","02","Mobilization","Mobilization Preparation","370","2C2H","Industrial Readiness","Y","U",2013,"Total",1952,,,,,,,,,
2015,"1804N",,"Operation & Maintenance, Navy","NAVY","02","Mobilization","Mobilization Preparation","380","2C3H","Coast Guard Support","Y","U",2013,"Total",22713,,,,,,,,,
2015,"1804N",,"Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","Accession Training","390","3A1J","Officer Acquisition","Y","U",2013,"Total",141632,,,,,,,,,
2015,"1804N",,"Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","Accession Training","400","3A2J","Recruit Training","Y","U",2013,"Total",10036,,,,,,,,,
2015,"1804N",,"Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","Accession Training","410","3A3J","Reserve Officers Training Corps","Y","U",2013,"Total",132102,,,,,,,,,
2015,"1804N",,"Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","Basic Skill and Advanced Training","420","3B1K","Specialized Skill Training","Y","U",2013,"Total",600681,,,,,,,,,
2015,"1804N",,"Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","Basic Skill and Advanced Training","430","3B2K","Flight Training","Y","U",2013,"Total",7149,,,,,,,,,
2015,"1804N",,"Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","Basic Skill and Advanced Training","440","3B3K","Professional Development Education","Y","U",2013,"Total",152156,,,,,,,,,
2015,"1804N",,"Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","Basic Skill and Advanced Training","450","3B4K","Training Support","Y","U",2013,"Total",144525,,,,,,,,,
2015,"1804N",,"Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","Recruiting and Other Training & Education","460","3C1L","Recruiting and Advertising","Y","U",2013,"Total",184450,,,,,,,,,
2015,"1804N",,"Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","Recruiting and Other Training & Education","470","3C3L","Off-Duty and Voluntary Education","Y","U",2013,"Total",130406,,,,,,,,,
2015,"1804N",,"Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","Recruiting and Other Training & Education","480","3C4L","Civilian Education and Training","Y","U",2013,"Total",59463,,,,,,,,,
2015,"1804N",,"Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","Recruiting and Other Training & Education","490","3C5L","Junior ROTC","Y","U",2013,"Total",50820,,,,,,,,,
2015,"1804N",,"Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Servicewide Support","500","4A1M","Administration","Y","U",2013,"Total",740507,,,,,,,,,
2015,"1804N",,"Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Servicewide Support","510","4A2M","External Relations","Y","U",2013,"Total",11669,,,,,,,,,
2015,"1804N",,"Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Servicewide Support","520","4A3M","Civilian Manpower and Personnel Management","Y","U",2013,"Total",116964,,,,,,,,,
2015,"1804N",,"Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Servicewide Support","530","4A4M","Military Manpower and Personnel Management","Y","U",2013,"Total",198389,,,,,,,,,
2015,"1804N",,"Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Servicewide Support","540","4A5M","Other Personnel Support","Y","U",2013,"Total",246672,,,,,,,,,
2015,"1804N",,"Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Servicewide Support","550","4A6M","Servicewide Communications","Y","U",2013,"Total",310804,,,,,,,,,
2015,"1804N",,"Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Servicewide Support","560","4A8M","Medical Activities","Y","U",2013,"Total",22473,,,,,,,,,
2015,"1804N",,"Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Logistics Operations and Technical Support","570","4B1N","Servicewide Transportation","Y","U",2013,"Total",330677,,,,,,,,,
2015,"1804N",,"Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Logistics Operations and Technical Support","580","4B2E","Environmental Programs","Y","U",2013,"Total",287239,,,,,,,,,
2015,"1804N",,"Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Logistics Operations and Technical Support","590","4B2N","Planning, Engineering and Design","Y","U",2013,"Total",266656,,,,,,,,,
2015,"1804N",,"Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Logistics Operations and Technical Support","600","4B3N","Acquisition and Program Management","Y","U",2013,"Total",1013081,,,,,,,,,
2015,"1804N",,"Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Logistics Operations and Technical Support","610","4B5N","Hull, Mechanical and Electrical Support","Y","U",2013,"Total",50742,,,,,,,,,
2015,"1804N",,"Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Logistics Operations and Technical Support","620","4B6N","Combat/Weapons Systems","Y","U",2013,"Total",20813,,,,,,,,,
2015,"1804N",,"Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Logistics Operations and Technical Support","630","4B7N","Space and Electronic Warfare Systems","Y","U",2013,"Total",56927,,,,,,,,,
2015,"1804N",,"Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Investigations and Security Programs","640","4C1P","Naval Investigative Service","Y","U",2013,"Total",533932,,,,,,,,,
2015,"1804N",,"Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Support of Other Nations","700","4D1Q","International Headquarters and Agencies","Y","U",2013,"Total",4521,,,,,,,,,
2015,"1804N",,"Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Cancelled Accounts","710","4EMM","Cancelled Account Adjustments","Y","U",2013,"Total",3309,,,,,,,,,
