"","ContractingCustomer","ContractingSubCustomer","Contracting.Agency.ID","MajorCommandCode","MajorCommandName","ContractingOfficeID","ContractingOfficeCode","ContractingOfficeName","Total","OCO","MinOfTotalFiscalYear","MaxOfTotalFiscalYear","MinOfOCOfiscalYear","MaxOfOCOfiscalYear","OCOrate"
"1","Defense","Air Force","Uncategorized","Uncategorized","Uncategorized","AC30",NA,NA,0.37525573518166,0,2000,2002,NA,NA,0
"2","Defense","Air Force","Uncategorized","Uncategorized","Uncategorized","AC39",NA,NA,0.0883045252342969,0,2000,2002,NA,NA,0
"3","Defense","Air Force","Uncategorized","Uncategorized","Uncategorized","CA16",NA,NA,0.143723650942315,0,2000,2002,NA,NA,0
"4","Defense","Air Force","Uncategorized","Uncategorized","Uncategorized","DA21",NA,NA,0.109333884490867,0,2000,2004,NA,NA,0
"5","Defense","Air Force","Uncategorized","Uncategorized","Uncategorized","FA4497",NA,NA,0.0796405832097962,7.88019407958284e-05,2000,2016,2016,2016,0.000989469660063155
"6","Defense","Air Force","Uncategorized","Uncategorized","Uncategorized","FA4610",NA,NA,0.234541427750105,0.000550167308841435,2000,2016,2015,2016,0.00234571484500221
"7","Defense","Air Force","Uncategorized","Uncategorized","Uncategorized","FA4659",NA,NA,0.0612144351648164,3e-07,2000,2016,2015,2015,4.90080483781753e-06
"8","Defense","Air Force","Uncategorized","Uncategorized","Uncategorized","FA4861",NA,NA,0.288670234930594,0,2000,2016,NA,NA,0
"9","Defense","Air Force","Uncategorized","Uncategorized","Uncategorized","FA8522",NA,NA,0.430413132224716,0,2000,2016,NA,NA,0
"10","Defense","Air Force","Uncategorized","Uncategorized","Uncategorized","FA8626",NA,NA,0.423299361599827,0,2000,2016,NA,NA,0
"11","Defense","Air Force","Uncategorized","Uncategorized","Uncategorized","GH40",NA,NA,0.00561290785807669,0,2000,2000,NA,NA,0
"12","Defense","Air Force","Uncategorized","Uncategorized","Uncategorized","JA02",NA,NA,1.10136179340891,0,2000,2002,NA,NA,0
"13","Defense","Air Force","Uncategorized","Uncategorized","Uncategorized","JA23",NA,NA,0.166874345557561,0,2000,2002,NA,NA,0
"14","Defense","Air Force","Uncategorized","Uncategorized","Uncategorized","JA26",NA,NA,0.163804385764295,0,2000,2002,NA,NA,0
"15","Defense","Air Force","Uncategorized","Uncategorized","Uncategorized","JA30",NA,NA,0.0431251576453063,0,2000,2002,NA,NA,0
"16","Defense","Air Force","Uncategorized","Uncategorized","Uncategorized","QA30",NA,NA,0.0787102682471231,0,2000,2002,NA,NA,0
"17","Defense","Air Force","Uncategorized","Uncategorized","Uncategorized","RB03",NA,NA,0.427391694234555,0,2000,2002,NA,NA,0
"18","Defense","Air Force","Uncategorized","Uncategorized","Uncategorized","WA01",NA,NA,5.33588306723508,0,2000,2004,NA,NA,0
"19","Defense","Air Force","5700","AFMC","U.S. AIR FORCE MATERIAL COMMAND","GE10",NA,NA,0.33030575588285,0,2000,2004,NA,NA,0
"20","Defense","Air Force","5700","AFMC","U.S. AIR FORCE MATERIAL COMMAND","GJ05",NA,NA,3.35878574119967,0,2000,2004,NA,NA,0
"21","Defense","Air Force","5700","AFMC","U.S. AIR FORCE MATERIAL COMMAND","GJ10",NA,NA,0.00699317989411159,0,2000,2004,NA,NA,0
"22","Defense","Air Force","5700","AFMC","U.S. AIR FORCE MATERIAL COMMAND","GJ15",NA,NA,0.636911776944946,0,2000,2003,NA,NA,0
"23","Defense","Air Force","5700","AFMC","U.S. AIR FORCE MATERIAL COMMAND","GJ200",NA,NA,0.00134200513751353,0,2000,2004,NA,NA,0
"24","Defense","Air Force","5700","AFMC","U.S. AIR FORCE MATERIAL COMMAND","GR05",NA,NA,0.44334241736497,0,2000,2004,NA,NA,0
"25","Defense","Air Force","5700","AFMC","U.S. AIR FORCE MATERIAL COMMAND","GR10",NA,NA,0.26067692792477,0,2000,2004,NA,NA,0
"26","Defense","Air Force","5700","AFMC","U.S. AIR FORCE MATERIAL COMMAND","GU070",NA,NA,0.120226029883015,0,2000,2001,NA,NA,0
"27","Defense","Air Force","5700","AFMC","U.S. AIR FORCE MATERIAL COMMAND","GU57",NA,NA,5.11997433879515,0,2000,2004,NA,NA,0
"28","Defense","Air Force","5700","AFMC","U.S. AIR FORCE MATERIAL COMMAND","GU75",NA,NA,25.3707597602332,0,2000,2004,NA,NA,0
"29","Defense","Air Force","5700","AFMC","U.S. AIR FORCE MATERIAL COMMAND","GV67",NA,NA,1.21278736142674,0,2000,2004,NA,NA,0
"30","Defense","Air Force","5700","AFSPC","U.S. AIR FORCE SPACE COMMAND","GZ01",NA,NA,0.148966704259589,0,2000,2001,NA,NA,0
"31","Defense","Air Force","5700","AFSPC","U.S. AIR FORCE SPACE COMMAND","GZ04",NA,NA,1.3673577637448,0,2000,2002,NA,NA,0
"32","Defense","Air Force","5700","AFSPC","U.S. AIR FORCE SPACE COMMAND","GZ26",NA,NA,0.851824082911962,0,2000,2001,NA,NA,0
"33","Defense","Air Force","5700","AFSPC","U.S. AIR FORCE SPACE COMMAND","GZ75",NA,NA,0.648967911341939,0,2000,2001,NA,NA,0
"34","Defense","Air Force","5700","AMC (AIR FORCE)","U.S. AIR FORCE AIR MOBILITY COMMAND","QA250",NA,NA,0,0,2000,2001,NA,NA,0
"35","Defense","Army","Uncategorized","Uncategorized","Uncategorized","AB070",NA,NA,0,0,2000,2002,NA,NA,0
"36","Defense","Army","Uncategorized","Uncategorized","Uncategorized","CW29",NA,NA,1.17491023363502,0,2000,2003,NA,NA,0
"37","Defense","Army","Uncategorized","Uncategorized","Uncategorized","CW33",NA,NA,0.542804776999615,0,2000,2003,NA,NA,0
"38","Defense","Army","Uncategorized","Uncategorized","Uncategorized","CW430",NA,NA,0,0,2000,2000,NA,NA,0
"39","Defense","Army","Uncategorized","Uncategorized","Uncategorized","CW45",NA,NA,0.358263754689082,0,2000,2003,NA,NA,0
"40","Defense","Army","Uncategorized","Uncategorized","Uncategorized","CW47",NA,NA,0.2148372791632,0,2000,2003,NA,NA,0
"41","Defense","Army","Uncategorized","Uncategorized","Uncategorized","CW49",NA,NA,0.162390171342178,0,2000,2003,NA,NA,0
"42","Defense","Army","Uncategorized","Uncategorized","Uncategorized","CW51",NA,NA,0.62795903218487,0,2000,2003,NA,NA,0
"43","Defense","Army","Uncategorized","Uncategorized","Uncategorized","CW63",NA,NA,0.196645697545919,0,2000,2003,NA,NA,0
"44","Defense","Army","Uncategorized","Uncategorized","Uncategorized","CW66",NA,NA,0.340005329468242,0,2000,2003,NA,NA,0
"45","Defense","Army","Uncategorized","Uncategorized","Uncategorized","CW68",NA,NA,0.257312619656598,0,2000,2003,NA,NA,0
"46","Defense","Army","Uncategorized","Uncategorized","Uncategorized","CW69",NA,NA,0.48546244901007,0,2000,2005,NA,NA,0
"47","Defense","Army","Uncategorized","Uncategorized","Uncategorized","DA150",NA,NA,0,0,2000,2001,NA,NA,0
"48","Defense","Army","Uncategorized","Uncategorized","Uncategorized","DAAB15",NA,NA,0.00394826815154641,0,2000,2003,NA,NA,0
"49","Defense","Army","Uncategorized","Uncategorized","Uncategorized","SW010",NA,NA,0,0,2000,2001,NA,NA,0
"50","Defense","Army","Uncategorized","Uncategorized","Uncategorized","W15P7T",NA,NA,3.11385934206166,0.000272738697938511,2000,2016,2016,2016,8.75886377571353e-05
"51","Defense","Army","Uncategorized","Uncategorized","Uncategorized","W91249",NA,NA,0.301483577864524,0,2000,2016,2016,2016,0
"52","Defense","Army","2100","USARPAC","U.S. ARMY PACIFIC COMMAND","PC49",NA,NA,0.17993562178712,0,2000,2002,NA,NA,0
"53","Defense","Army","2100","TRADOC","U.S. ARMY TRAINING & DOCTRINE COMMAND","BT02",NA,NA,0.00969468103289306,0,2000,2002,NA,NA,0
"54","Defense","Army","2100","TRADOC","U.S. ARMY TRAINING & DOCTRINE COMMAND","BT19",NA,NA,0.055487273120362,0,2000,2002,NA,NA,0
"55","Defense","Army","2100","MDW","MILITARY DISTRICT OF WASHINGTON","DW35",NA,NA,0.547882510076974,0,2000,2002,NA,NA,0
"56","Defense","Army","2100","DSSW","DISABILITY SERVICES OF THE SOUTHWEST","SW02",NA,NA,0.00375667494583824,0,2000,2001,NA,NA,0
"57","Defense","Army","2100","FORSCOM","U.S. ARMY FORCES COMMAND","KF29",NA,NA,0.240550959295751,0,2000,2002,NA,NA,0
"58","Defense","Army","2100","NGB","NATIONAL GUARD BUREAU","HA09",NA,NA,0.0540072364057419,0,2000,2003,NA,NA,0
"59","Defense","Army","2100","NGB","NATIONAL GUARD BUREAU","HA10",NA,NA,0.0705491253829739,0,2000,2003,NA,NA,0
"60","Defense","Army","2100","NGB","NATIONAL GUARD BUREAU","HA27",NA,NA,0.0317993783152354,0,2000,2003,NA,NA,0
"61","Defense","Army","2100","NGB","NATIONAL GUARD BUREAU","HA45",NA,NA,0.0512524766143675,0,2000,2003,NA,NA,0
"62","Defense","Army","2100","NGB","NATIONAL GUARD BUREAU","HA48",NA,NA,0.0119783998918195,0,2000,2003,NA,NA,0
"63","Defense","Army","2100","USACE (MIL.)","U.S. Army Corps of Engineers","CA27",NA,NA,1.70622849945205,0,2000,2003,NA,NA,0
"64","Defense","Army","2100","USACE (MIL.)","U.S. Army Corps of Engineers","CA33",NA,NA,0.309561084491505,0,2000,2003,NA,NA,0
"65","Defense","Army","2100","USACE (MIL.)","U.S. Army Corps of Engineers","CA90",NA,NA,2.12891465916918,0,2000,2003,NA,NA,0
"66","Defense","Army","2100","MEDCOM","U.S. ARMY MEDICAL COMMAND","DA13",NA,NA,0.173754175539082,0,2000,2003,NA,NA,0
"67","Defense","Army","2100","AMC (ARMY)","ARMY MATERIAL COMMAND","AD07",NA,NA,0.212267143039974,0,2000,2000,NA,NA,0
"68","Defense","Army","2100","AMC (ARMY)","ARMY MATERIAL COMMAND","AD15",NA,NA,0.340818653308403,0,2000,2003,NA,NA,0
"69","Defense","Army","2100","AMC (ARMY)","ARMY MATERIAL COMMAND","AD19",NA,NA,0.578721533994363,0,2000,2003,NA,NA,0
"70","Defense","Army","2100","AMC (ARMY)","ARMY MATERIAL COMMAND","AH01",NA,NA,19.5662747280924,-0.000646247369482395,2000,2003,2003,2003,-3.30286361846152e-05
"71","Defense","DLA","Uncategorized","Uncategorized","Uncategorized","0490",NA,NA,0.30452626536012,0,2000,2004,NA,NA,0
"72","Defense","DLA","Uncategorized","Uncategorized","Uncategorized","0500",NA,NA,7.47544799884356,0.0265993618665224,2000,2004,2004,2004,0.00355822980383749
"73","Defense","DLA","Uncategorized","Uncategorized","Uncategorized","0900",NA,NA,2.7253218179722,0,2000,2004,NA,NA,0
"74","Defense","DLA","Uncategorized","Uncategorized","Uncategorized","SP4400",NA,NA,0.000122623230695401,0,2000,2004,NA,NA,0
"75","Defense","DLA","Uncategorized","Uncategorized","Uncategorized","SPM4A6",NA,NA,-0.0008842101140193,0,2000,2016,NA,NA,0
"76","Defense","Navy","Uncategorized","Uncategorized","Uncategorized","MA10D",NA,NA,0.018053431388184,0,2000,2001,NA,NA,0
"77","Defense","Navy","Uncategorized","Uncategorized","Uncategorized","N00244",NA,NA,0.495858845817153,0.000764770249198588,2000,2016,2015,2016,0.00154231442203735
"78","Defense","Navy","Uncategorized","Uncategorized","Uncategorized","N40192",NA,NA,0.706977433661666,7.3959812533059e-05,2000,2016,2016,2016,0.000104614106492759
"79","Defense","Navy","Uncategorized","Uncategorized","Uncategorized","N62472",NA,NA,0.0176832007098435,0,2000,2008,NA,NA,0
"80","Defense","Navy","Uncategorized","Uncategorized","Uncategorized","N62793",NA,NA,0.264391515670381,2.3398922706618e-05,2000,2016,2016,2016,8.85010347147057e-05
"81","Defense","Navy","Uncategorized","Uncategorized","Uncategorized","N63394",NA,NA,0.466276585090153,5e-04,2000,2016,2015,2015,0.00107232491612961
"82","Defense","Navy","Uncategorized","Uncategorized","Uncategorized","N65540",NA,NA,0.729946377938962,2.576494e-05,2000,2015,2015,2015,3.5297031095282e-05
"83","Defense","Navy","Uncategorized","Uncategorized","Uncategorized","N68292",NA,NA,0.00308370167162473,0,2000,2016,NA,NA,0
"84","Defense","Navy","Uncategorized","Uncategorized","Uncategorized","WA60P",NA,NA,0.000438530621644352,0,2000,2000,NA,NA,0
"85","Defense","Navy","1700","NAVAIR","U.S. NAVY NAVAL AIR SYSTEMS COMMAND","A8050",NA,NA,2.58284406822682,0,2000,2004,NA,NA,0
"86","Defense","Navy","1700","NAVAIR","U.S. NAVY NAVAL AIR SYSTEMS COMMAND","A8107",NA,NA,1.68408365954319,0,2000,2004,NA,NA,0
"87","Defense","Navy","1700","NAVAIR","U.S. NAVY NAVAL AIR SYSTEMS COMMAND","A8108",NA,NA,0.804047078973737,0,2000,2004,NA,NA,0
"88","Defense","Navy","1700","NAVAIR","U.S. NAVY NAVAL AIR SYSTEMS COMMAND","A8119",NA,NA,0.000594581483461212,0,2000,2001,NA,NA,0
"89","Defense","Navy","1700","NAVAIR","U.S. NAVY NAVAL AIR SYSTEMS COMMAND","A8302",NA,NA,2.19849278826093,0,2000,2004,NA,NA,0
"90","Defense","Navy","1700","NAVAIR","U.S. NAVY NAVAL AIR SYSTEMS COMMAND","A8458",NA,NA,0.0459085174978433,0,2000,2002,NA,NA,0
"91","Defense","Navy","1700","NAVAIR","U.S. NAVY NAVAL AIR SYSTEMS COMMAND","A8550",NA,NA,0.178877795862776,0,2000,2004,NA,NA,0
"92","Defense","Navy","1700","NAVAIR","U.S. NAVY NAVAL AIR SYSTEMS COMMAND","AA423",NA,NA,0.665005525475489,0,2000,2004,NA,NA,0
"93","Defense","Navy","1700","NAVAIR","U.S. NAVY NAVAL AIR SYSTEMS COMMAND","AA4M0",NA,NA,8.28258988746313,0,2000,2004,NA,NA,0
"94","Defense","Navy","1700","NAVAIR","U.S. NAVY NAVAL AIR SYSTEMS COMMAND","AT715",NA,NA,0.552710916179974,0,2000,2004,NA,NA,0
"95","Defense","Navy","1700","NAVAIR","U.S. NAVY NAVAL AIR SYSTEMS COMMAND","AT727",NA,NA,0.439208528772886,0,2000,2004,NA,NA,0
"96","Defense","Navy","1700","NAVAIR","U.S. NAVY NAVAL AIR SYSTEMS COMMAND","AT730",NA,NA,0.016580080671573,0,2000,2003,NA,NA,0
"97","Defense","Navy","1700","NAVAIR","U.S. NAVY NAVAL AIR SYSTEMS COMMAND","ATPE0",NA,NA,4.15702825418229e-05,0,2000,2000,NA,NA,0
"98","Defense","Navy","1700","NAVSUP","U.S. NAVY NAVAL SUPPLY SYSTEMS COMMAND","JA10E",NA,NA,0.65578772736145,0,2000,2004,NA,NA,0
"99","Defense","Navy","1700","NAVSUP","U.S. NAVY NAVAL SUPPLY SYSTEMS COMMAND","NJ40D",NA,NA,0.00772155499312241,0,2000,2004,NA,NA,0
"100","Defense","Navy","1700","NAVSUP","U.S. NAVY NAVAL SUPPLY SYSTEMS COMMAND","NJ605",NA,NA,0.00827777811843865,0,2000,2004,NA,NA,0
"101","Defense","Navy","1700","NAVSUP","U.S. NAVY NAVAL SUPPLY SYSTEMS COMMAND","PK604",NA,NA,0.00114840642936169,0,2000,2004,NA,NA,0
"102","Defense","Navy","1700","NAVSUP","U.S. NAVY NAVAL SUPPLY SYSTEMS COMMAND","PK618",NA,NA,0.000470261480350985,0,2000,2000,NA,NA,0
"103","Defense","Navy","1700","NAVSUP","U.S. NAVY NAVAL SUPPLY SYSTEMS COMMAND","PK624",NA,NA,0.00500487179161584,0,2000,2004,NA,NA,0
"104","Defense","Navy","1700","NAVSUP","U.S. NAVY NAVAL SUPPLY SYSTEMS COMMAND","QK717",NA,NA,0.000404536348045052,0,2000,2001,NA,NA,0
"105","Defense","Navy","1700","NAVSUP","U.S. NAVY NAVAL SUPPLY SYSTEMS COMMAND","RE500",NA,NA,0.000126055046370189,0,2000,2000,NA,NA,0
"106","Defense","Navy","1700","NAVSUP","U.S. NAVY NAVAL SUPPLY SYSTEMS COMMAND","RG524",NA,NA,0.0714317329784757,0,2000,2004,NA,NA,0
"107","Defense","Navy","1700","NAVSUP","U.S. NAVY NAVAL SUPPLY SYSTEMS COMMAND","RS511",NA,NA,5.31770017338485e-05,0,2000,2000,NA,NA,0
"108","Defense","Navy","1700","NAVSUP","U.S. NAVY NAVAL SUPPLY SYSTEMS COMMAND","RX522",NA,NA,0.0978009158364507,0,2000,2004,NA,NA,0
"109","Defense","Navy","1700","NAVSUP","U.S. NAVY NAVAL SUPPLY SYSTEMS COMMAND","TE201",NA,NA,0.109616107502756,0,2000,2004,NA,NA,0
"110","Defense","Navy","1700","NAVSUP","U.S. NAVY NAVAL SUPPLY SYSTEMS COMMAND","TL515",NA,NA,0.0348414069968557,0,2000,2004,NA,NA,0
"111","Defense","Navy","1700","NAVSUP","U.S. NAVY NAVAL SUPPLY SYSTEMS COMMAND","TR802",NA,NA,0.0493101663464309,0,2000,2004,NA,NA,0
"112","Defense","Navy","1700","NAVSUP","U.S. NAVY NAVAL SUPPLY SYSTEMS COMMAND","UH500",NA,NA,0.0183448161100125,0,2000,2004,NA,NA,0
"113","Defense","Navy","1700","NAVSUP","U.S. NAVY NAVAL SUPPLY SYSTEMS COMMAND","WA40F",NA,NA,0.0229170887690066,0,2000,2004,NA,NA,0
"114","Defense","Navy","1700","NAVSUP","U.S. NAVY NAVAL SUPPLY SYSTEMS COMMAND","WH828",NA,NA,0.000462429232824758,0,2000,2004,NA,NA,0
"115","Defense","Navy","1700","NAVSUP","U.S. NAVY NAVAL SUPPLY SYSTEMS COMMAND","WK211",NA,NA,0.00163461858992598,0,2000,2003,NA,NA,0
"116","Defense","Navy","1700","NAVSUP","U.S. NAVY NAVAL SUPPLY SYSTEMS COMMAND","WK644",NA,NA,0.00403491532266721,0,2000,2004,NA,NA,0
"117","Defense","Navy","1700","NAVFAC","U.S. NAVY NAVAL FACILITIES ENGINEERING COMMAND","C7408",NA,NA,1.54482016126121,0,2000,2004,NA,NA,0
"118","Defense","Navy","1700","NAVSEA","U.S. NAVY NAVAL SEA SYSTEMS COMMAND","BD302",NA,NA,-0.000116524968582545,0,2000,2000,NA,NA,0
"119","Defense","Navy","1700","NAVSEA","U.S. NAVY NAVAL SEA SYSTEMS COMMAND","BW10B",NA,NA,0.671213820860239,0,2000,2004,NA,NA,0
"120","Defense","Navy","1700","NAVSEA","U.S. NAVY NAVAL SEA SYSTEMS COMMAND","BW12A",NA,NA,0.399142182776151,0,2000,2004,NA,NA,0
"121","Defense","Navy","1700","NAVSEA","U.S. NAVY NAVAL SEA SYSTEMS COMMAND","BW21A",NA,NA,0.99304336606957,0,2000,2004,NA,NA,0
"122","Defense","Navy","1700","NAVSEA","U.S. NAVY NAVAL SEA SYSTEMS COMMAND","BW21F",NA,NA,1.15729088079697,0,2000,2004,NA,NA,0
"123","Defense","Navy","1700","NAVSEA","U.S. NAVY NAVAL SEA SYSTEMS COMMAND","BW27A",NA,NA,0.128009526668417,0,2000,2004,NA,NA,0
"124","Defense","Navy","1700","NAVSEA","U.S. NAVY NAVAL SEA SYSTEMS COMMAND","BZ004",NA,NA,6.53180885972332,0,2000,2004,NA,NA,0
"125","Defense","Navy","1700","NAVSEA","U.S. NAVY NAVAL SEA SYSTEMS COMMAND","BZ009",NA,NA,0.0579866119091816,0,2000,2002,NA,NA,0
"126","Defense","Navy","1700","SSP","U.S. NAVY STRATEGIC SYSTEMS PROGRAMS","XSP01",NA,NA,8.28690262081722,0,2000,2004,NA,NA,0
"127","Defense","Navy","1700","USMC","UNITED STATES MARINE CORPS","F0262",NA,NA,0.000445832089177714,0,2000,2001,NA,NA,0
"128","Defense","Navy","1700","USMC","UNITED STATES MARINE CORPS","F0263",NA,NA,0.0671603753920286,0,2000,2004,NA,NA,0
"129","Defense","Navy","1700","USMC","UNITED STATES MARINE CORPS","F0264",NA,NA,0.427006876771105,0,2000,2004,NA,NA,0
"130","Defense","Navy","1700","SPAWAR","U.S. NAVY SPACE AND NAVAL WARFARE SYSTEMS COMMAND","D0231",NA,NA,0.581776436192068,0,2000,2004,NA,NA,0
"131","Defense","Navy","1700","SPAWAR","U.S. NAVY SPACE AND NAVAL WARFARE SYSTEMS COMMAND","D710H",NA,NA,0.351036706769243,0,2000,2004,NA,NA,0
"132","Defense","Navy","1700","SPAWAR","U.S. NAVY SPACE AND NAVAL WARFARE SYSTEMS COMMAND","D910D",NA,NA,0.0321322647104596,0,2000,2004,NA,NA,0
"133","Defense","Navy","1700","ONR","OFFICE OF NAVAL RESEARCH","E614B",NA,NA,0.224327631547431,0,2000,2001,NA,NA,0
"134","Defense","Other DoD","Uncategorized","Uncategorized","Uncategorized","ZA99",NA,NA,0.0387995636260526,0,2000,2003,NA,NA,0
"135","Defense","Other DoD","Uncategorized","Uncategorized","Uncategorized","ZD05",NA,NA,0.0900755679283081,0,2000,2003,NA,NA,0
"136","Defense","Other DoD","Uncategorized","Uncategorized","Uncategorized","ZD11",NA,NA,9.83838576865914,0.000721329681363598,2000,2003,2003,2003,7.33178895730481e-05
"137","Defense","Other DoD","Uncategorized","Uncategorized","Uncategorized","ZD90",NA,NA,0.662851680145411,0,2000,2003,NA,NA,0
"138","Defense","Other DoD","Uncategorized","Uncategorized","Uncategorized","ZM32",NA,NA,0.503754391258081,0,2000,2003,NA,NA,0
"139","DHS","COAST GUARD","Uncategorized","Uncategorized","Uncategorized","00039",NA,NA,0.0424916606156544,8.75333658782526e-06,2000,2016,2006,2015,0.000206001282628159
"140","DHS","COAST GUARD","Uncategorized","Uncategorized","Uncategorized","00083",NA,NA,0.760915675231828,0.00119665051349419,2000,2016,2012,2015,0.00157264536984286
"141","DHS","COAST GUARD","Uncategorized","Uncategorized","Uncategorized","00084",NA,NA,2.3726732690462,0.0219597756949779,2000,2016,2005,2016,0.00925528853106926
"142","DHS","FEMA","Uncategorized","Uncategorized","Uncategorized","OFMA9",NA,NA,0.0102338133239614,0,2000,2002,NA,NA,0
"143","DHS","FEMA","Uncategorized","Uncategorized","Uncategorized","OFMAN",NA,NA,0.108206636336306,0,2000,2008,NA,NA,0
"144","Energy","Energy","Uncategorized","Uncategorized","Uncategorized","00002",NA,NA,46.8770863081682,0.00600884072474308,2000,2016,2006,2011,0.000128182896975319
"145","Energy","Energy","Uncategorized","Uncategorized","Uncategorized","00012",NA,NA,4.04702796320627,0,2000,2008,NA,NA,0
"146","Energy","Energy","Uncategorized","Uncategorized","Uncategorized","00024",NA,NA,4.48985451287452,0,2000,2008,NA,NA,0
"147","Energy","Energy","Uncategorized","Uncategorized","Uncategorized","00027",NA,NA,19.4652246626216,0.0550580246510983,2000,2016,2011,2015,0.00282853270924863
"148","Energy","Energy","Uncategorized","Uncategorized","Uncategorized","00052",NA,NA,18.0909096519249,0.00177408925661929,2000,2016,2010,2015,9.80652322494199e-05
"149","GSA","GSA","Uncategorized","Uncategorized","Uncategorized","",NA,NA,0.00586121741389962,0,2000,2005,NA,NA,0
"150","GSA","GSA","Uncategorized","Uncategorized","Uncategorized","AU000",NA,NA,0.0951452605041984,0,2000,2016,NA,NA,0
"151","GSA","GSA","Uncategorized","Uncategorized","Uncategorized","AW000",NA,NA,0.380525269691559,0,2000,2016,NA,NA,0
"152","GSA","GSA","Uncategorized","Uncategorized","Uncategorized","AY000",NA,NA,0.0162404382767561,0,2000,2016,NA,NA,0
"153","GSA","GSA","Uncategorized","Uncategorized","Uncategorized","BH000",NA,NA,3.8109217555897,0.00175739433923114,2000,2016,2010,2011,0.000461146791233239
"154","GSA","GSA","Uncategorized","Uncategorized","Uncategorized","BK000",NA,NA,2.80229294182688,0.0918797677996087,2000,2016,2010,2014,0.0327873529666425
"155","GSA","GSA","Uncategorized","Uncategorized","Uncategorized","BN000",NA,NA,8.07138855245733,0,2000,2016,NA,NA,0
"156","GSA","GSA","Uncategorized","Uncategorized","Uncategorized","BS000",NA,NA,2.77723895550142e-05,0,2000,2015,NA,NA,0
"157","GSA","GSA","Uncategorized","Uncategorized","Uncategorized","CB000",NA,NA,0.00210181275725246,0,2000,2010,NA,NA,0
"158","GSA","GSA","Uncategorized","Uncategorized","Uncategorized","CV000",NA,NA,4.22663580225415,0,2000,2016,NA,NA,0
"159","GSA","GSA","Uncategorized","Uncategorized","Uncategorized","DX000",NA,NA,1.42609400860074,-3.58383818635249e-05,2000,2016,2012,2015,-2.5130448376744e-05
"160","GSA","GSA","Uncategorized","Uncategorized","Uncategorized","EY000",NA,NA,0.174634598969657,0,2000,2003,NA,NA,0
"161","GSA","GSA","Uncategorized","Uncategorized","Uncategorized","GV000",NA,NA,2.31112676565278,0,2000,2016,2012,2012,0
"162","GSA","GSA","Uncategorized","Uncategorized","Uncategorized","GW000",NA,NA,0.00496624426844556,0,2000,2016,NA,NA,0
"163","GSA","GSA","Uncategorized","Uncategorized","Uncategorized","JF000",NA,NA,1.1259590298516,0.000183319221623167,2000,2016,2010,2015,0.00016281162703347
"164","GSA","GSA","Uncategorized","Uncategorized","Uncategorized","KY000",NA,NA,0.253593138267357,0,2000,2010,NA,NA,0
"165","GSA","GSA","Uncategorized","Uncategorized","Uncategorized","LP000",NA,NA,0.0350974088338741,0,2000,2016,NA,NA,0
"166","GSA","GSA","Uncategorized","Uncategorized","Uncategorized","LS000",NA,NA,0.630809373648548,0.000750753609397142,2000,2016,2011,2013,0.00119014339475466
"167","GSA","GSA","Uncategorized","Uncategorized","Uncategorized","NA000",NA,NA,0.044609401229565,0.00012186854464857,2000,2016,2006,2008,0.00273190272206123
"168","GSA","GSA","Uncategorized","Uncategorized","Uncategorized","NE000",NA,NA,0.0167566075055664,0,2000,2013,NA,NA,0
"169","GSA","GSA","Uncategorized","Uncategorized","Uncategorized","NH000",NA,NA,0.0598491929082846,0,2000,2016,NA,NA,0
"170","GSA","GSA","Uncategorized","Uncategorized","Uncategorized","NZ000",NA,NA,0.123359754453385,0,2000,2005,NA,NA,0
"171","GSA","GSA","Uncategorized","Uncategorized","Uncategorized","PC000",NA,NA,0.484826143062196,0.000239056084944664,2000,2016,2007,2011,0.000493075896103229
"172","GSA","GSA","Uncategorized","Uncategorized","Uncategorized","PI000",NA,NA,0.243378464471987,9.46209287944457e-06,2000,2016,2012,2012,3.88781024647054e-05
"173","GSA","GSA","Uncategorized","Uncategorized","Uncategorized","PW000",NA,NA,0.640609703028417,1.23629546837297e-05,2000,2016,2014,2014,1.92987315447847e-05
"174","GSA","GSA","Uncategorized","Uncategorized","Uncategorized","QB000",NA,NA,0.0167820071355227,0,2000,2016,NA,NA,0
"175","GSA","GSA","Uncategorized","Uncategorized","Uncategorized","QH000",NA,NA,0.0503514896366301,9.61833372314711e-05,2000,2016,2011,2014,0.00191023816625077
"176","GSA","GSA","Uncategorized","Uncategorized","Uncategorized","SH000",NA,NA,0.00698163343409585,0,2000,2005,NA,NA,0
"177","GSA","GSA","Uncategorized","Uncategorized","Uncategorized","TB000",NA,NA,0.0198916281866229,0,2000,2016,NA,NA,0
"178","GSA","GSA","Uncategorized","Uncategorized","Uncategorized","UH000",NA,NA,0.0570199742556592,0,2000,2004,NA,NA,0
"179","GSA","GSA","Uncategorized","Uncategorized","Uncategorized","UR000",NA,NA,0.39242315266429,8.18e-06,2000,2016,2012,2015,2.08448455308085e-05
"180","GSA","GSA","Uncategorized","Uncategorized","Uncategorized","UU000",NA,NA,0.1434008794688,0,2000,2012,NA,NA,0
"181","Defense","Air Force","Uncategorized","Uncategorized","Uncategorized","",NA,NA,0.015783971837678,0,2000,2003,NA,NA,0
"182","Defense","Air Force","Uncategorized","Uncategorized","Uncategorized","AC28",NA,NA,0.12729031993015,0,2000,2002,NA,NA,0
"183","Defense","Air Force","Uncategorized","Uncategorized","Uncategorized","AC33",NA,NA,0.150801948888984,0,2000,2002,NA,NA,0
