"SourceFiscalYear","AccountDSI","AccountTitle","Organization","BudgetActivity","BudgetActivityTitle","LineNumber","SAG","SAG.Title","IncludeInTOA","Classified","FiscalYear","OriginType","ActualTotal","EnactedTotal","EnactedType","PBtotal","PBtype","AGtitle","BudgetSubActivityTitle","BudgetLineItem"
2016,"4557N","National Defense Sealift Fund","NAVY","05","Ready Reserve Forces","100","0500","Ready Reserve Force",,"U",2015,"Base",,,291195,,,"Ready Reserve and Prepositioning Force",,
2016,"493003F","Working Capital Fund, Air Force","AF","20","Undistributed","010","110","Supplies and Materials",,"U",2015,"Base",,,61717,,,"Working Capital Fund",,
2016,"493003F","Working Capital Fund, Air Force","AF","20","Undistributed","020","ES17","Transportation of Fallen Heroes",,"U",2015,"Base",,,0,,,"Working Capital Fund",,
2016,"493005D","Working Capital Fund, Defense-Wide","DLA","06","Energy Management - Defense","010","010","Energy Management - Def",,"U",2015,"Base",,,0,,,"Working Capital Fund Support",,
2016,"493005D","Working Capital Fund, Defense-Wide","DLA","08","Supply Chain Management - Defense","020","010","Supply Chain Management - Def",,"U",2015,"Base",,,44293,,,"Working Capital Fund Support",,
2016,"493005D","Working Capital Fund, Defense-Wide","DLA","20","DLA Working Capital Funds","030","ES08","Defense Logistics Agency (DLA)",,"U",2015,"Base",,,0,,,"Working Capital Fund",,
2016,"493004D","Working Capital Fund, DECA","DECA","01","Commissary Resale Stocks","010","ES11","Working Capital Fund, DECA",,"U",2015,"Base",,,0,,,"Working Capital Fund Support",,
2016,"493004D","Working Capital Fund, DECA","DECA","02","Commissary Operations","020","ES12","Working Capital Fund, DECA",,"U",2015,"Base",,,1304731,,,"Working Capital Fund Support",,
2016,"493001A","Working Capital Fund, Army","ARMY","01","Working Capital Fund","010","100","Industrial Operations",,"U",2015,"OCO",,,0,,,"Army Arsenals Initiative",,
2016,"493001A","Working Capital Fund, Army","ARMY","04","Supply Management - Army","020","400","Supply Management - Army",,"U",2015,"OCO",,,0,,,"Army Supply Management",,
2016,"4557N","National Defense Sealift Fund","NAVY","01","Construction And Conversion","010","0100","LMSR",,"U",2015,"OCO",,,0,,,"Strategic Sealift Acquisition",,
2016,"4557N","National Defense Sealift Fund","NAVY","01","Construction And Conversion","020","0120","T-AKE",,"U",2015,"OCO",,,0,,,"Strategic Sealift Acquisition",,
2016,"4557N","National Defense Sealift Fund","NAVY","01","Construction And Conversion","030","0401","MPF MLP",,"U",2015,"OCO",,,0,,,"Strategic Sealift Acquisition",,
2016,"4557N","National Defense Sealift Fund","NAVY","01","Construction And Conversion","040","5000","Post Delivery and Outfitting",,"U",2015,"OCO",,,0,,,"Strategic Sealift Acquisition",,
2016,"4557N","National Defense Sealift Fund","NAVY","02","Operations, Maintenance And Lease","050","0200","National Def Sealift Vessel",,"U",2015,"OCO",,,0,,,"Mobilization Preparedness",,
2016,"4557N","National Defense Sealift Fund","NAVY","02","Operations, Maintenance And Lease","060","0220","LG Med Spd Ro/Ro Maintenance",,"U",2015,"OCO",,,0,,,"Mobilization Preparedness",,
2016,"4557N","National Defense Sealift Fund","NAVY","02","Operations, Maintenance And Lease","070","0230","DoD Mobilization Alterations",,"U",2015,"OCO",,,0,,,"Mobilization Preparedness",,
2016,"4557N","National Defense Sealift Fund","NAVY","02","Operations, Maintenance And Lease","080","0250","TAH Maintenance",,"U",2015,"OCO",,,0,,,"Mobilization Preparedness",,
2016,"4557N","National Defense Sealift Fund","NAVY","04","Research and Development","090","0900","Research And Development",,"U",2015,"OCO",,,0,,,"Research And Development",,
2016,"4557N","National Defense Sealift Fund","NAVY","05","Ready Reserve Forces","100","0500","Ready Reserve Force",,"U",2015,"OCO",,,0,,,"Ready Reserve and Prepositioning Force",,
2016,"493003F","Working Capital Fund, Air Force","AF","20","Undistributed","010","110","Supplies and Materials",,"U",2015,"OCO",,,0,,,"Working Capital Fund",,
2016,"493003F","Working Capital Fund, Air Force","AF","20","Undistributed","020","ES17","Transportation of Fallen Heroes",,"U",2015,"OCO",,,5000,,,"Working Capital Fund",,
2016,"493005D","Working Capital Fund, Defense-Wide","DLA","06","Energy Management - Defense","010","010","Energy Management - Def",,"U",2015,"OCO",,,47000,,,"Working Capital Fund Support",,
2016,"493005D","Working Capital Fund, Defense-Wide","DLA","08","Supply Chain Management - Defense","020","010","Supply Chain Management - Def",,"U",2015,"OCO",,,39350,,,"Working Capital Fund Support",,
2016,"493005D","Working Capital Fund, Defense-Wide","DLA","20","DLA Working Capital Funds","030","ES08","Defense Logistics Agency (DLA)",,"U",2015,"OCO",,,0,,,"Working Capital Fund",,
2016,"493004D","Working Capital Fund, DECA","DECA","01","Commissary Resale Stocks","010","ES11","Working Capital Fund, DECA",,"U",2015,"OCO",,,0,,,"Working Capital Fund Support",,
2016,"493004D","Working Capital Fund, DECA","DECA","02","Commissary Operations","020","ES12","Working Capital Fund, DECA",,"U",2015,"OCO",,,0,,,"Working Capital Fund Support",,
2016,"493001A","Working Capital Fund, Army","ARMY","01","Working Capital Fund","010","100","Industrial Operations",,"U",2015,"Total",,225000,,,,"Army Arsenals Initiative",,
2016,"493001A","Working Capital Fund, Army","ARMY","04","Supply Management - Army","020","400","Supply Management - Army",,"U",2015,"Total",,13727,,,,"Army Supply Management",,
2016,"4557N","National Defense Sealift Fund","NAVY","01","Construction And Conversion","010","0100","LMSR",,"U",2015,"Total",,0,,,,"Strategic Sealift Acquisition",,
2016,"4557N","National Defense Sealift Fund","NAVY","01","Construction And Conversion","020","0120","T-AKE",,"U",2015,"Total",,0,,,,"Strategic Sealift Acquisition",,
2016,"4557N","National Defense Sealift Fund","NAVY","01","Construction And Conversion","030","0401","MPF MLP",,"U",2015,"Total",,0,,,,"Strategic Sealift Acquisition",,
2016,"4557N","National Defense Sealift Fund","NAVY","01","Construction And Conversion","040","5000","Post Delivery and Outfitting",,"U",2015,"Total",,17300,,,,"Strategic Sealift Acquisition",,
2016,"4557N","National Defense Sealift Fund","NAVY","02","Operations, Maintenance And Lease","050","0200","National Def Sealift Vessel",,"U",2015,"Total",,0,,,,"Mobilization Preparedness",,
2016,"4557N","National Defense Sealift Fund","NAVY","02","Operations, Maintenance And Lease","060","0220","LG Med Spd Ro/Ro Maintenance",,"U",2015,"Total",,105900,,,,"Mobilization Preparedness",,
2016,"4557N","National Defense Sealift Fund","NAVY","02","Operations, Maintenance And Lease","070","0230","DoD Mobilization Alterations",,"U",2015,"Total",,19000,,,,"Mobilization Preparedness",,
2016,"4557N","National Defense Sealift Fund","NAVY","02","Operations, Maintenance And Lease","080","0250","TAH Maintenance",,"U",2015,"Total",,27200,,,,"Mobilization Preparedness",,
2016,"4557N","National Defense Sealift Fund","NAVY","04","Research and Development","090","0900","Research And Development",,"U",2015,"Total",,24417,,,,"Research And Development",,
2016,"4557N","National Defense Sealift Fund","NAVY","05","Ready Reserve Forces","100","0500","Ready Reserve Force",,"U",2015,"Total",,291195,,,,"Ready Reserve and Prepositioning Force",,
2016,"493003F","Working Capital Fund, Air Force","AF","20","Undistributed","010","110","Supplies and Materials",,"U",2015,"Total",,61717,,,,"Working Capital Fund",,
2016,"493003F","Working Capital Fund, Air Force","AF","20","Undistributed","020","ES17","Transportation of Fallen Heroes",,"U",2015,"Total",,5000,,,,"Working Capital Fund",,
2016,"493005D","Working Capital Fund, Defense-Wide","DLA","06","Energy Management - Defense","010","010","Energy Management - Def",,"U",2015,"Total",,47000,,,,"Working Capital Fund Support",,
2016,"493005D","Working Capital Fund, Defense-Wide","DLA","08","Supply Chain Management - Defense","020","010","Supply Chain Management - Def",,"U",2015,"Total",,83643,,,,"Working Capital Fund Support",,
2016,"493005D","Working Capital Fund, Defense-Wide","DLA","20","DLA Working Capital Funds","030","ES08","Defense Logistics Agency (DLA)",,"U",2015,"Total",,0,,,,"Working Capital Fund",,
2016,"493004D","Working Capital Fund, DECA","DECA","01","Commissary Resale Stocks","010","ES11","Working Capital Fund, DECA",,"U",2015,"Total",,0,,,,"Working Capital Fund Support",,
2016,"493004D","Working Capital Fund, DECA","DECA","02","Commissary Operations","020","ES12","Working Capital Fund, DECA",,"U",2015,"Total",,1304731,,,,"Working Capital Fund Support",,
2016,"493001A","Working Capital Fund, Army","ARMY","01","Working Capital Fund","010","100","Industrial Operations",,"U",2016,"Base",,,,,0,"Army Arsenals Initiative",,
2016,"493001A","Working Capital Fund, Army","ARMY","04","Supply Management - Army","020","400","Supply Management - Army",,"U",2016,"Base",,,,,50432,"Army Supply Management",,
2016,"4557N","National Defense Sealift Fund","NAVY","01","Construction And Conversion","010","0100","LMSR",,"U",2016,"Base",,,,,0,"Strategic Sealift Acquisition",,
2016,"4557N","National Defense Sealift Fund","NAVY","01","Construction And Conversion","020","0120","T-AKE",,"U",2016,"Base",,,,,0,"Strategic Sealift Acquisition",,
2016,"4557N","National Defense Sealift Fund","NAVY","01","Construction And Conversion","030","0401","MPF MLP",,"U",2016,"Base",,,,,0,"Strategic Sealift Acquisition",,
2016,"4557N","National Defense Sealift Fund","NAVY","01","Construction And Conversion","040","5000","Post Delivery and Outfitting",,"U",2016,"Base",,,,,15456,"Strategic Sealift Acquisition",,
2016,"4557N","National Defense Sealift Fund","NAVY","02","Operations, Maintenance And Lease","050","0200","National Def Sealift Vessel",,"U",2016,"Base",,,,,0,"Mobilization Preparedness",,
2016,"4557N","National Defense Sealift Fund","NAVY","02","Operations, Maintenance And Lease","060","0220","LG Med Spd Ro/Ro Maintenance",,"U",2016,"Base",,,,,124493,"Mobilization Preparedness",,
2016,"4557N","National Defense Sealift Fund","NAVY","02","Operations, Maintenance And Lease","070","0230","DoD Mobilization Alterations",,"U",2016,"Base",,,,,8243,"Mobilization Preparedness",,
2016,"4557N","National Defense Sealift Fund","NAVY","02","Operations, Maintenance And Lease","080","0250","TAH Maintenance",,"U",2016,"Base",,,,,27784,"Mobilization Preparedness",,
2016,"4557N","National Defense Sealift Fund","NAVY","04","Research and Development","090","0900","Research And Development",,"U",2016,"Base",,,,,25197,"Research And Development",,
2016,"4557N","National Defense Sealift Fund","NAVY","05","Ready Reserve Forces","100","0500","Ready Reserve Force",,"U",2016,"Base",,,,,272991,"Ready Reserve and Prepositioning Force",,
2016,"493003F","Working Capital Fund, Air Force","AF","20","Undistributed","010","110","Supplies and Materials",,"U",2016,"Base",,,,,62898,"Working Capital Fund",,
2016,"493003F","Working Capital Fund, Air Force","AF","20","Undistributed","020","ES17","Transportation of Fallen Heroes",,"U",2016,"Base",,,,,0,"Working Capital Fund",,
2016,"493005D","Working Capital Fund, Defense-Wide","DLA","06","Energy Management - Defense","010","010","Energy Management - Def",,"U",2016,"Base",,,,,0,"Working Capital Fund Support",,
2016,"493005D","Working Capital Fund, Defense-Wide","DLA","08","Supply Chain Management - Defense","020","010","Supply Chain Management - Def",,"U",2016,"Base",,,,,0,"Working Capital Fund Support",,
2016,"493005D","Working Capital Fund, Defense-Wide","DLA","20","DLA Working Capital Funds","030","ES08","Defense Logistics Agency (DLA)",,"U",2016,"Base",,,,,45084,"Working Capital Fund",,
2016,"493004D","Working Capital Fund, DECA","DECA","01","Commissary Resale Stocks","010","ES11","Working Capital Fund, DECA",,"U",2016,"Base",,,,,0,"Working Capital Fund Support",,
2016,"493004D","Working Capital Fund, DECA","DECA","02","Commissary Operations","020","ES12","Working Capital Fund, DECA",,"U",2016,"Base",,,,,1154154,"Working Capital Fund Support",,
2016,"493001A","Working Capital Fund, Army","ARMY","01","Working Capital Fund","010","100","Industrial Operations",,"U",2016,"OCO",,,,,0,"Army Arsenals Initiative",,
2016,"493001A","Working Capital Fund, Army","ARMY","04","Supply Management - Army","020","400","Supply Management - Army",,"U",2016,"OCO",,,,,0,"Army Supply Management",,
2016,"4557N","National Defense Sealift Fund","NAVY","01","Construction And Conversion","010","0100","LMSR",,"U",2016,"OCO",,,,,0,"Strategic Sealift Acquisition",,
2016,"4557N","National Defense Sealift Fund","NAVY","01","Construction And Conversion","020","0120","T-AKE",,"U",2016,"OCO",,,,,0,"Strategic Sealift Acquisition",,
2016,"4557N","National Defense Sealift Fund","NAVY","01","Construction And Conversion","030","0401","MPF MLP",,"U",2016,"OCO",,,,,0,"Strategic Sealift Acquisition",,
2016,"4557N","National Defense Sealift Fund","NAVY","01","Construction And Conversion","040","5000","Post Delivery and Outfitting",,"U",2016,"OCO",,,,,0,"Strategic Sealift Acquisition",,
2016,"4557N","National Defense Sealift Fund","NAVY","02","Operations, Maintenance And Lease","050","0200","National Def Sealift Vessel",,"U",2016,"OCO",,,,,0,"Mobilization Preparedness",,
2016,"4557N","National Defense Sealift Fund","NAVY","02","Operations, Maintenance And Lease","060","0220","LG Med Spd Ro/Ro Maintenance",,"U",2016,"OCO",,,,,0,"Mobilization Preparedness",,
2016,"4557N","National Defense Sealift Fund","NAVY","02","Operations, Maintenance And Lease","070","0230","DoD Mobilization Alterations",,"U",2016,"OCO",,,,,0,"Mobilization Preparedness",,
2016,"4557N","National Defense Sealift Fund","NAVY","02","Operations, Maintenance And Lease","080","0250","TAH Maintenance",,"U",2016,"OCO",,,,,0,"Mobilization Preparedness",,
2016,"4557N","National Defense Sealift Fund","NAVY","04","Research and Development","090","0900","Research And Development",,"U",2016,"OCO",,,,,0,"Research And Development",,
2016,"4557N","National Defense Sealift Fund","NAVY","05","Ready Reserve Forces","100","0500","Ready Reserve Force",,"U",2016,"OCO",,,,,0,"Ready Reserve and Prepositioning Force",,
2016,"493003F","Working Capital Fund, Air Force","AF","20","Undistributed","010","110","Supplies and Materials",,"U",2016,"OCO",,,,,0,"Working Capital Fund",,
2016,"493003F","Working Capital Fund, Air Force","AF","20","Undistributed","020","ES17","Transportation of Fallen Heroes",,"U",2016,"OCO",,,,,2500,"Working Capital Fund",,
2016,"493005D","Working Capital Fund, Defense-Wide","DLA","06","Energy Management - Defense","010","010","Energy Management - Def",,"U",2016,"OCO",,,,,0,"Working Capital Fund Support",,
2016,"493005D","Working Capital Fund, Defense-Wide","DLA","08","Supply Chain Management - Defense","020","010","Supply Chain Management - Def",,"U",2016,"OCO",,,,,0,"Working Capital Fund Support",,
2016,"493005D","Working Capital Fund, Defense-Wide","DLA","20","DLA Working Capital Funds","030","ES08","Defense Logistics Agency (DLA)",,"U",2016,"OCO",,,,,86350,"Working Capital Fund",,
2016,"493004D","Working Capital Fund, DECA","DECA","01","Commissary Resale Stocks","010","ES11","Working Capital Fund, DECA",,"U",2016,"OCO",,,,,0,"Working Capital Fund Support",,
2016,"493004D","Working Capital Fund, DECA","DECA","02","Commissary Operations","020","ES12","Working Capital Fund, DECA",,"U",2016,"OCO",,,,,0,"Working Capital Fund Support",,
2016,"493001A","Working Capital Fund, Army","ARMY","01","Working Capital Fund","010","100","Industrial Operations",,"U",2016,"Total",,,,0,,"Army Arsenals Initiative",,
2016,"493001A","Working Capital Fund, Army","ARMY","04","Supply Management - Army","020","400","Supply Management - Army",,"U",2016,"Total",,,,50432,,"Army Supply Management",,
2016,"4557N","National Defense Sealift Fund","NAVY","01","Construction And Conversion","010","0100","LMSR",,"U",2016,"Total",,,,0,,"Strategic Sealift Acquisition",,
2016,"4557N","National Defense Sealift Fund","NAVY","01","Construction And Conversion","020","0120","T-AKE",,"U",2016,"Total",,,,0,,"Strategic Sealift Acquisition",,
2016,"4557N","National Defense Sealift Fund","NAVY","01","Construction And Conversion","030","0401","MPF MLP",,"U",2016,"Total",,,,0,,"Strategic Sealift Acquisition",,
2016,"4557N","National Defense Sealift Fund","NAVY","01","Construction And Conversion","040","5000","Post Delivery and Outfitting",,"U",2016,"Total",,,,15456,,"Strategic Sealift Acquisition",,
2016,"4557N","National Defense Sealift Fund","NAVY","02","Operations, Maintenance And Lease","050","0200","National Def Sealift Vessel",,"U",2016,"Total",,,,0,,"Mobilization Preparedness",,
2016,"4557N","National Defense Sealift Fund","NAVY","02","Operations, Maintenance And Lease","060","0220","LG Med Spd Ro/Ro Maintenance",,"U",2016,"Total",,,,124493,,"Mobilization Preparedness",,
2016,"4557N","National Defense Sealift Fund","NAVY","02","Operations, Maintenance And Lease","070","0230","DoD Mobilization Alterations",,"U",2016,"Total",,,,8243,,"Mobilization Preparedness",,
2016,"4557N","National Defense Sealift Fund","NAVY","02","Operations, Maintenance And Lease","080","0250","TAH Maintenance",,"U",2016,"Total",,,,27784,,"Mobilization Preparedness",,
2016,"4557N","National Defense Sealift Fund","NAVY","04","Research and Development","090","0900","Research And Development",,"U",2016,"Total",,,,25197,,"Research And Development",,
2016,"4557N","National Defense Sealift Fund","NAVY","05","Ready Reserve Forces","100","0500","Ready Reserve Force",,"U",2016,"Total",,,,272991,,"Ready Reserve and Prepositioning Force",,
2016,"493003F","Working Capital Fund, Air Force","AF","20","Undistributed","010","110","Supplies and Materials",,"U",2016,"Total",,,,62898,,"Working Capital Fund",,
2016,"493003F","Working Capital Fund, Air Force","AF","20","Undistributed","020","ES17","Transportation of Fallen Heroes",,"U",2016,"Total",,,,2500,,"Working Capital Fund",,
2016,"493005D","Working Capital Fund, Defense-Wide","DLA","06","Energy Management - Defense","010","010","Energy Management - Def",,"U",2016,"Total",,,,0,,"Working Capital Fund Support",,
2016,"493005D","Working Capital Fund, Defense-Wide","DLA","08","Supply Chain Management - Defense","020","010","Supply Chain Management - Def",,"U",2016,"Total",,,,0,,"Working Capital Fund Support",,
2016,"493005D","Working Capital Fund, Defense-Wide","DLA","20","DLA Working Capital Funds","030","ES08","Defense Logistics Agency (DLA)",,"U",2016,"Total",,,,131434,,"Working Capital Fund",,
2016,"493004D","Working Capital Fund, DECA","DECA","01","Commissary Resale Stocks","010","ES11","Working Capital Fund, DECA",,"U",2016,"Total",,,,0,,"Working Capital Fund Support",,
2016,"493004D","Working Capital Fund, DECA","DECA","02","Commissary Operations","020","ES12","Working Capital Fund, DECA",,"U",2016,"Total",,,,1154154,,"Working Capital Fund Support",,
2017,"493001A","Working Capital Fund, Army","ARMY","01","Industrial Operations","010","100",,,"U",2015,"Total",225000,,,,,,"Army Arsenals Initiative","Industrial Operations"
2017,"493001A","Working Capital Fund, Army","ARMY","04","Supply Management - Army","020","400",,,"U",2015,"Total",26495,,,,,,"Army Supply Management","Supply Management - Army"
2017,"4557N","National Defense Sealift Fund","NAVY","01","Construction And Conversion","010","0100",,,"U",2015,"Total",1195,,,,,,"Strategic Sealift Acquisition","LMSR"
2017,"4557N","National Defense Sealift Fund","NAVY","01","Construction And Conversion","020","0401",,,"U",2015,"Total",16083,,,,,,"Strategic Sealift Acquisition","MPF MLP"
2017,"4557N","National Defense Sealift Fund","NAVY","01","Construction And Conversion","030","5000",,,"U",2015,"Total",19899,,,,,,"Strategic Sealift Acquisition","Post Delivery and Outfitting"
2017,"4557N","National Defense Sealift Fund","NAVY","02","Operations, Maintenance And Lease","040","0200",,,"U",2015,"Total",2443,,,,,,"Mobilization Preparedness","National Def Sealift Vessel"
2017,"4557N","National Defense Sealift Fund","NAVY","02","Operations, Maintenance And Lease","050","0220",,,"U",2015,"Total",105880,,,,,,"Mobilization Preparedness","LG Med Spd Ro/Ro Maintenance"
2017,"4557N","National Defense Sealift Fund","NAVY","02","Operations, Maintenance And Lease","060","0230",,,"U",2015,"Total",21937,,,,,,"Mobilization Preparedness","DoD Mobilization Alterations"
2017,"4557N","National Defense Sealift Fund","NAVY","02","Operations, Maintenance And Lease","070","0250",,,"U",2015,"Total",27669,,,,,,"Mobilization Preparedness","TAH Maintenance"
2017,"4557N","National Defense Sealift Fund","NAVY","04","Research and Development","080","0900",,,"U",2015,"Total",21620,,,,,,"Research And Development","Research And Development"
2017,"4557N","National Defense Sealift Fund","NAVY","05","Ready Reserve Forces","090","0500",,,"U",2015,"Total",291195,,,,,,"Ready Reserve and Prepositioning Force","Ready Reserve Force"
2017,"493003F","Working Capital Fund, Air Force","AF","01","Transportation","010","ES17",,,"U",2015,"Total",7580,,,,,,"Working Capital Fund","Fuel Costs"
2017,"493003F","Working Capital Fund, Air Force","AF","03","Supply Management","020","110",,,"U",2015,"Total",61717,,,,,,"Working Capital Fund","Supplies and Materials"
2017,"493005D","Working Capital Fund, Defense-Wide","DLA","06","Energy Management - Defense","010","010",,,"U",2015,"Total",47000,,,,,,"Working Capital Fund Support","Energy Management - Def"
2017,"493005D","Working Capital Fund, Defense-Wide","DLA","08","Supply Chain Management - Defense","020","010",,,"U",2015,"Total",83643,,,,,,"Working Capital Fund Support","Supply Chain Management - Def"
2017,"493005D","Working Capital Fund, Defense-Wide","DLA","20","DLA Working Capital Funds","030","ES08",,,"U",2015,"Total",0,,,,,,"Working Capital Fund","Defense Logistics Agency (DLA)"
2017,"493004D","Working Capital Fund, DECA","DECA","02","Commissary Operations","010","ES12",,,"U",2015,"Total",1307269,,,,,,"Working Capital Fund Support","Working Capital Fund, DECA"
2017,"493001A","Working Capital Fund, Army","ARMY","01","Industrial Operations","010","100",,,"U",2016,"Base",,,145000,,,,"Army Arsenals Initiative","Industrial Operations"
2017,"493001A","Working Capital Fund, Army","ARMY","04","Supply Management - Army","020","400",,,"U",2016,"Base",,,50432,,,,"Army Supply Management","Supply Management - Army"
2017,"4557N","National Defense Sealift Fund","NAVY","01","Construction And Conversion","010","0100",,,"U",2016,"Base",,,0,,,,"Strategic Sealift Acquisition","LMSR"
2017,"4557N","National Defense Sealift Fund","NAVY","01","Construction And Conversion","020","0401",,,"U",2016,"Base",,,0,,,,"Strategic Sealift Acquisition","MPF MLP"
2017,"4557N","National Defense Sealift Fund","NAVY","01","Construction And Conversion","030","5000",,,"U",2016,"Base",,,15456,,,,"Strategic Sealift Acquisition","Post Delivery and Outfitting"
2017,"4557N","National Defense Sealift Fund","NAVY","02","Operations, Maintenance And Lease","040","0200",,,"U",2016,"Base",,,0,,,,"Mobilization Preparedness","National Def Sealift Vessel"
2017,"4557N","National Defense Sealift Fund","NAVY","02","Operations, Maintenance And Lease","050","0220",,,"U",2016,"Base",,,124493,,,,"Mobilization Preparedness","LG Med Spd Ro/Ro Maintenance"
2017,"4557N","National Defense Sealift Fund","NAVY","02","Operations, Maintenance And Lease","060","0230",,,"U",2016,"Base",,,8243,,,,"Mobilization Preparedness","DoD Mobilization Alterations"
2017,"4557N","National Defense Sealift Fund","NAVY","02","Operations, Maintenance And Lease","070","0250",,,"U",2016,"Base",,,27784,,,,"Mobilization Preparedness","TAH Maintenance"
2017,"4557N","National Defense Sealift Fund","NAVY","04","Research and Development","080","0900",,,"U",2016,"Base",,,25197,,,,"Research And Development","Research And Development"
2017,"4557N","National Defense Sealift Fund","NAVY","05","Ready Reserve Forces","090","0500",,,"U",2016,"Base",,,272991,,,,"Ready Reserve and Prepositioning Force","Ready Reserve Force"
2017,"493003F","Working Capital Fund, Air Force","AF","01","Transportation","010","ES17",,,"U",2016,"Base",,,0,,,,"Working Capital Fund","Fuel Costs"
2017,"493003F","Working Capital Fund, Air Force","AF","03","Supply Management","020","110",,,"U",2016,"Base",,,62898,,,,"Working Capital Fund","Supplies and Materials"
2017,"493005D","Working Capital Fund, Defense-Wide","DLA","06","Energy Management - Defense","010","010",,,"U",2016,"Base",,,0,,,,"Working Capital Fund Support","Energy Management - Def"
2017,"493005D","Working Capital Fund, Defense-Wide","DLA","08","Supply Chain Management - Defense","020","010",,,"U",2016,"Base",,,45084,,,,"Working Capital Fund Support","Supply Chain Management - Def"
2017,"493005D","Working Capital Fund, Defense-Wide","DLA","20","DLA Working Capital Funds","030","ES08",,,"U",2016,"Base",,,0,,,,"Working Capital Fund","Defense Logistics Agency (DLA)"
2017,"493004D","Working Capital Fund, DECA","DECA","02","Commissary Operations","010","ES12",,,"U",2016,"Base",,,1435354,,,,"Working Capital Fund Support","Working Capital Fund, DECA"
2017,"493001A","Working Capital Fund, Army","ARMY","01","Industrial Operations","010","100",,,"U",2016,"OCO",,,0,,,,"Army Arsenals Initiative","Industrial Operations"
2017,"493001A","Working Capital Fund, Army","ARMY","04","Supply Management - Army","020","400",,,"U",2016,"OCO",,,0,,,,"Army Supply Management","Supply Management - Army"
2017,"4557N","National Defense Sealift Fund","NAVY","01","Construction And Conversion","010","0100",,,"U",2016,"OCO",,,0,,,,"Strategic Sealift Acquisition","LMSR"
2017,"4557N","National Defense Sealift Fund","NAVY","01","Construction And Conversion","020","0401",,,"U",2016,"OCO",,,0,,,,"Strategic Sealift Acquisition","MPF MLP"
2017,"4557N","National Defense Sealift Fund","NAVY","01","Construction And Conversion","030","5000",,,"U",2016,"OCO",,,0,,,,"Strategic Sealift Acquisition","Post Delivery and Outfitting"
2017,"4557N","National Defense Sealift Fund","NAVY","02","Operations, Maintenance And Lease","040","0200",,,"U",2016,"OCO",,,0,,,,"Mobilization Preparedness","National Def Sealift Vessel"
2017,"4557N","National Defense Sealift Fund","NAVY","02","Operations, Maintenance And Lease","050","0220",,,"U",2016,"OCO",,,0,,,,"Mobilization Preparedness","LG Med Spd Ro/Ro Maintenance"
2017,"4557N","National Defense Sealift Fund","NAVY","02","Operations, Maintenance And Lease","060","0230",,,"U",2016,"OCO",,,0,,,,"Mobilization Preparedness","DoD Mobilization Alterations"
2017,"4557N","National Defense Sealift Fund","NAVY","02","Operations, Maintenance And Lease","070","0250",,,"U",2016,"OCO",,,0,,,,"Mobilization Preparedness","TAH Maintenance"
2017,"4557N","National Defense Sealift Fund","NAVY","04","Research and Development","080","0900",,,"U",2016,"OCO",,,0,,,,"Research And Development","Research And Development"
2017,"4557N","National Defense Sealift Fund","NAVY","05","Ready Reserve Forces","090","0500",,,"U",2016,"OCO",,,0,,,,"Ready Reserve and Prepositioning Force","Ready Reserve Force"
2017,"493003F","Working Capital Fund, Air Force","AF","01","Transportation","010","ES17",,,"U",2016,"OCO",,,2500,,,,"Working Capital Fund","Fuel Costs"
2017,"493003F","Working Capital Fund, Air Force","AF","03","Supply Management","020","110",,,"U",2016,"OCO",,,0,,,,"Working Capital Fund","Supplies and Materials"
2017,"493005D","Working Capital Fund, Defense-Wide","DLA","06","Energy Management - Defense","010","010",,,"U",2016,"OCO",,,47000,,,,"Working Capital Fund Support","Energy Management - Def"
2017,"493005D","Working Capital Fund, Defense-Wide","DLA","08","Supply Chain Management - Defense","020","010",,,"U",2016,"OCO",,,39350,,,,"Working Capital Fund Support","Supply Chain Management - Def"
2017,"493005D","Working Capital Fund, Defense-Wide","DLA","20","DLA Working Capital Funds","030","ES08",,,"U",2016,"OCO",,,0,,,,"Working Capital Fund","Defense Logistics Agency (DLA)"
2017,"493004D","Working Capital Fund, DECA","DECA","02","Commissary Operations","010","ES12",,,"U",2016,"OCO",,,0,,,,"Working Capital Fund Support","Working Capital Fund, DECA"
2017,"493001A","Working Capital Fund, Army","ARMY","01","Industrial Operations","010","100",,,"U",2016,"Total",,145000,,,,,"Army Arsenals Initiative","Industrial Operations"
2017,"493001A","Working Capital Fund, Army","ARMY","04","Supply Management - Army","020","400",,,"U",2016,"Total",,50432,,,,,"Army Supply Management","Supply Management - Army"
2017,"4557N","National Defense Sealift Fund","NAVY","01","Construction And Conversion","010","0100",,,"U",2016,"Total",,0,,,,,"Strategic Sealift Acquisition","LMSR"
2017,"4557N","National Defense Sealift Fund","NAVY","01","Construction And Conversion","020","0401",,,"U",2016,"Total",,0,,,,,"Strategic Sealift Acquisition","MPF MLP"
2017,"4557N","National Defense Sealift Fund","NAVY","01","Construction And Conversion","030","5000",,,"U",2016,"Total",,15456,,,,,"Strategic Sealift Acquisition","Post Delivery and Outfitting"
2017,"4557N","National Defense Sealift Fund","NAVY","02","Operations, Maintenance And Lease","040","0200",,,"U",2016,"Total",,0,,,,,"Mobilization Preparedness","National Def Sealift Vessel"
2017,"4557N","National Defense Sealift Fund","NAVY","02","Operations, Maintenance And Lease","050","0220",,,"U",2016,"Total",,124493,,,,,"Mobilization Preparedness","LG Med Spd Ro/Ro Maintenance"
