"ID","SourceFiscalYear","AccountDSI","TreasuryAgencyCode","MainAccountCode","AccountTitle","Organization","BudgetActivity","BudgetActivityTitle","LineNumber","BSA","BSA.Title","LineItem","LineItemTitle","CostType","CostTypeTitle","AddOrNonAdd","Classified","Category","FiscalYear","OriginType","PBtotal","PBtype","EnactedTotal","EnactedType","SpecialType","ActualTotal","QuantPBtotal","QuantPBtype","QuantEnactedTotal","QuantEnactedType","QuantSpecialTotal","QuantActualTotal"
,2014,"2031A",,,"Aircraft Procurement, Army","ARMY","02","Modification of Aircraft","19 ","10",,"2706AA6605","AH-64 Mods","A","Weapon System Cost","Add","U",,2012,"Total",,,,,,329929,,,,,,0
,2014,"2031A",,,"Aircraft Procurement, Army","ARMY","02","Modification of Aircraft","20 ","10",,"3264AA0252","CH-47 Cargo Helicopter Mods (MYP)","A","Weapon System Cost","Add","U",,2012,"Total",,,,,,69012,,,,,,0
,2014,"2031A",,,"Aircraft Procurement, Army","ARMY","02","Modification of Aircraft","21 ","10",,"4194AA0270","Utility/Cargo Airplane Mods","A","Weapon System Cost","Add","U",,2012,"Total",,,,,,12107,,,,,,0
,2014,"2031A",,,"Aircraft Procurement, Army","ARMY","02","Modification of Aircraft","22 ","10",,"6949AA0480","Utility Helicopter Mods","A","Weapon System Cost","Add","U",,2012,"Total",,,,,,74745,,,,,,97
,2014,"2031A",,,"Aircraft Procurement, Army","ARMY","02","Modification of Aircraft","23 ","10",,"7542AZ2200","Kiowa Mods Warrior","A","Weapon System Cost","Add","U",,2012,"Total",,,,,,92552,,,,,,0
,2014,"2031A",,,"Aircraft Procurement, Army","ARMY","02","Modification of Aircraft","24 ","10",,"8658AA0712","Network and Mission Plan","A","Weapon System Cost","Add","U",,2012,"Total",,,,,,118432,,,,,,0
,2014,"2031A",,,"Aircraft Procurement, Army","ARMY","02","Modification of Aircraft","25 ","10",,"8659AA0723","Comms, Nav Surveillance","A","Weapon System Cost","Add","U",,2012,"Total",,,,,,117855,,,,,,0
,2014,"2031A",,,"Aircraft Procurement, Army","ARMY","02","Modification of Aircraft","26 ","10",,"8859AA0711","GATM Rollup","A","Weapon System Cost","Add","U",,2012,"Total",,,,,,69220,,,,,,0
,2014,"2031A",,,"Aircraft Procurement, Army","ARMY","02","Modification of Aircraft","27 ","10",,"9555A00018","RQ-7 UAV MODS","A","Weapon System Cost","Add","U",,2012,"Total",,,,,,165139,,,,,,4
,2014,"2031A",,,"Aircraft Procurement, Army","ARMY","04","Support Equipment and Facilities","28 ","10",,"3632AZ3504","Aircraft Survivability Equipment","A","Weapon System Cost","Add","U",,2012,"Total",,,,,,35993,,,,,,0
,2014,"2031A",,,"Aircraft Procurement, Army","ARMY","04","Support Equipment and Facilities","29 ","10",,"5044AZ3507","Survivability CM","A","Weapon System Cost","Add","U",,2012,"Total",,,,,,0,,,,,,0
,2014,"2031A",,,"Aircraft Procurement, Army","ARMY","04","Support Equipment and Facilities","30 ","10",,"5397AZ3517","CMWS","A","Weapon System Cost","Add","U",,2012,"Total",,,,,,104251,,,,,,0
,2014,"2031A",,,"Aircraft Procurement, Army","ARMY","04","Support Equipment and Facilities","31 ","30",,"0832AZ3000","Avionics Support Equipment","A","Weapon System Cost","Add","U",,2012,"Total",,,,,,4840,,,,,,568
,2014,"2031A",,,"Aircraft Procurement, Army","ARMY","04","Support Equipment and Facilities","32 ","30",,"5212AZ3100","Common Ground Equipment","A","Weapon System Cost","Add","U",,2012,"Total",,,,,,114517,,,,,,0
,2014,"2031A",,,"Aircraft Procurement, Army","ARMY","04","Support Equipment and Facilities","33 ","30",,"6380AZ3110","Aircrew Integrated Systems","A","Weapon System Cost","Add","U",,2012,"Total",,,,,,62746,,,,,,0
,2014,"2031A",,,"Aircraft Procurement, Army","ARMY","04","Support Equipment and Facilities","34 ","30",,"6818AA0050","Air Traffic Control","A","Weapon System Cost","Add","U",,2012,"Total",,,,,,114844,,,,,,0
,2014,"2031A",,,"Aircraft Procurement, Army","ARMY","04","Support Equipment and Facilities","35 ","30",,"8132AZ3300","Industrial Facilities","A","Weapon System Cost","Add","U",,2012,"Total",,,,,,1593,,,,,,0
,2014,"2031A",,,"Aircraft Procurement, Army","ARMY","04","Support Equipment and Facilities","36 ","30",,"9154A50100","Launcher, 2.75 Rocket","A","Weapon System Cost","Add","U",,2012,"Total",,,,,,2878,,,,,,449
,2014,"2031A",,,"Aircraft Procurement, Army","ARMY","20","Undistributed","37 ","99",,"FY2013CR","Adj to Match Continuing Resolution","A","Weapon System Cost","Add","U",,2012,"Total",,,,,,0,,,,,,0
,2014,"2032A",,,"Missile Procurement, Army","ARMY","02","Other Missiles","1  ","10",,"7152C49100","Patriot System Summary","A","Weapon System Cost","Add","U",,2012,"Total",,,,,,662231,,,,,,84
,2014,"2032A",,,"Missile Procurement, Army","ARMY","02","Other Missiles","2  ","10",,"8260C53101","MSE Missile","A","Weapon System Cost","Add","U",,2012,"Total",,,,,,74953,,,,,,0
,2014,"2032A",,,"Missile Procurement, Army","ARMY","02","Other Missiles","3  ","20",,"1338C70000","Hellfire Sys Summary","A","Weapon System Cost","Add","U",,2012,"Total",,,,,,108966,,,,,,907
,2014,"2032A",,,"Missile Procurement, Army","ARMY","02","Other Missiles","4  ","30",,"0648CC0007","Javelin (Aaws-M) System Summary","A","Weapon System Cost","Add","U",,2012,"Total",,,,,,172502,,,,,,710
,2014,"2032A",,,"Missile Procurement, Army","ARMY","02","Other Missiles","5  ","30",,"2104C59300","Tow 2 System Summary","A","Weapon System Cost","Add","U",,2012,"Total",,,,,,95296,,,,,,802
,2014,"2032A",,,"Missile Procurement, Army","ARMY","02","Other Missiles","5  ","30",,"2104C59300","Tow 2 System Summary","B","Less: Advance Procurement (PY)","Add","U",,2012,"Total",,,,,,-48355,,,,,,0
,2014,"2032A",,,"Missile Procurement, Army","ARMY","02","Other Missiles","6  ","30",,"2104C59300","Tow 2 System Summary","C","Advance Procurement (CY)","Add","U",,2012,"Total",,,,,,19886,,,,,,0
,2014,"2032A",,,"Missile Procurement, Army","ARMY","02","Other Missiles","7  ","30",,"6005C64400","Guided MLRS Rocket (GMLRS)","A","Weapon System Cost","Add","U",,2012,"Total",,,,,,333167,,,,,,3194
,2014,"2032A",,,"Missile Procurement, Army","ARMY","02","Other Missiles","8  ","30",,"6060C65405","MLRS Reduced Range Practice Rockets (RRPR)","A","Weapon System Cost","Add","U",,2012,"Total",,,,,,18175,,,,,,2370
,2014,"2032A",,,"Missile Procurement, Army","ARMY","02","Other Missiles","9  ","30",,"6200C02901","High Mobility Artillery Rocket System","A","Weapon System Cost","Add","U",,2012,"Total",,,,,,31674,,,,,,0
,2014,"2032A",,,"Missile Procurement, Army","ARMY","02","Other Missiles","10 ","30",,"6472C98510","Army Tactical Msl Sys (Atacms) - Sys Sum","A","Weapon System Cost","Add","U",,2012,"Total",,,,,,0,,,,,,0
,2014,"2032A",,,"Missile Procurement, Army","ARMY","03","Modification of Missiles","11 ","10",,"0962C50700","Patriot Mods","A","Weapon System Cost","Add","U",,2012,"Total",,,,,,68665,,,,,,0
,2014,"2032A",,,"Missile Procurement, Army","ARMY","03","Modification of Missiles","12 ","10",,"2684C20000","Stinger Mods","A","Weapon System Cost","Add","U",,2012,"Total",,,,,,0,,,,,,0
,2014,"2032A",,,"Missile Procurement, Army","ARMY","03","Modification of Missiles","13 ","10",,"3972C61700","Itas/Tow Mods","A","Weapon System Cost","Add","U",,2012,"Total",,,,,,13577,,,,,,0
,2014,"2032A",,,"Missile Procurement, Army","ARMY","03","Modification of Missiles","14 ","10",,"6552C67500","MLRS Mods","A","Weapon System Cost","Add","U",,2012,"Total",,,,,,8236,,,,,,0
,2014,"2032A",,,"Missile Procurement, Army","ARMY","03","Modification of Missiles","15 ","10",,"6580C67501","Himars Modifications","A","Weapon System Cost","Add","U",,2012,"Total",,,,,,11670,,,,,,0
,2014,"2032A",,,"Missile Procurement, Army","ARMY","04","Spares and Repair Parts","16 ","10",,"1242CA0250","Spares and Repair Parts","A","Weapon System Cost","Add","U",,2012,"Total",,,,,,6960,,,,,,0
,2014,"2032A",,,"Missile Procurement, Army","ARMY","05","Support Equipment and Facilities","17 ","10",,"1242C93000","Air Defense Targets","A","Weapon System Cost","Add","U",,2012,"Total",,,,,,3674,,,,,,0
,2014,"2032A",,,"Missile Procurement, Army","ARMY","05","Support Equipment and Facilities","18 ","10",,"3902CL2000","Items Less Than $5.0m (Missiles)","A","Weapon System Cost","Add","U",,2012,"Total",,,,,,1459,,,,,,0
,2014,"2032A",,,"Missile Procurement, Army","ARMY","05","Support Equipment and Facilities","19 ","10",,"4662CA0100","Production Base Support","A","Weapon System Cost","Add","U",,2012,"Total",,,,,,5043,,,,,,0
,2014,"2032A",,,"Missile Procurement, Army","ARMY","20","Undistributed","20 ","99",,"FY2013CR","Adj to Match Continuing Resolution","A","Weapon System Cost","Add","U",,2012,"Total",,,,,,0,,,,,,0
,2014,"2033A",,,"Procurement of W&TCV, Army","ARMY","01","Tracked Combat Vehicles","1  ","10",,"7180G85100","Stryker Vehicle","A","Weapon System Cost","Add","U",,2012,"Total",,,,,,606894,,,,,,100
,2014,"2033A",,,"Procurement of W&TCV, Army","ARMY","01","Tracked Combat Vehicles","2  ","20",,"0230GM0100","STRYKER (MOD)","A","Weapon System Cost","Add","U",,2012,"Total",,,,,,51497,,,,,,0
,2014,"2033A",,,"Procurement of W&TCV, Army","ARMY","01","Tracked Combat Vehicles","3  ","20",,"1284GZ2300","Fist Vehicle (MOD)","A","Weapon System Cost","Add","U",,2012,"Total",,,,,,35082,,,,,,0
,2014,"2033A",,,"Procurement of W&TCV, Army","ARMY","01","Tracked Combat Vehicles","4  ","20",,"1678GZ2400","Bradley Program (MOD)","A","Weapon System Cost","Add","U",,2012,"Total",,,,,,250710,,,,,,0
,2014,"2033A",,,"Procurement of W&TCV, Army","ARMY","01","Tracked Combat Vehicles","5  ","20",,"2072GA0400","Howitzer, Med Sp Ft 155mm M109a6 (MOD)","A","Weapon System Cost","Add","U",,2012,"Total",,,,,,46876,,,,,,0
,2014,"2033A",,,"Procurement of W&TCV, Army","ARMY","01","Tracked Combat Vehicles","6  ","20",,"2073GZ0410","Paladin Integrated Management (PIM)","A","Weapon System Cost","Add","U",,2012,"Total",,,,,,0,,,,,,0
,2014,"2033A",,,"Procurement of W&TCV, Army","ARMY","01","Tracked Combat Vehicles","7  ","20",,"3700GA0570","Improved Recovery Vehicle (M88A2 Hercules)","A","Weapon System Cost","Add","U",,2012,"Total",,,,,,7452,,,,,,0
,2014,"2033A",,,"Procurement of W&TCV, Army","ARMY","01","Tracked Combat Vehicles","8  ","20",,"4520GZ3250","Assault Bridge (Mod)","A","Weapon System Cost","Add","U",,2012,"Total",,,,,,0,,,,,,0
,2014,"2033A",,,"Procurement of W&TCV, Army","ARMY","01","Tracked Combat Vehicles","9  ","20",,"4872G82925","Assault Breacher Vehicle","A","Weapon System Cost","Add","U",,2012,"Total",,,,,,97004,,,,,,26
,2014,"2033A",,,"Procurement of W&TCV, Army","ARMY","01","Tracked Combat Vehicles","10 ","20",,"5129G80571","M88 FOV MODS","A","Weapon System Cost","Add","U",,2012,"Total",,,,,,32483,,,,,,0
,2014,"2033A",,,"Procurement of W&TCV, Army","ARMY","01","Tracked Combat Vehicles","11 ","20",,"5225GZ3001","Joint Assault Bridge","A","Weapon System Cost","Add","U",,2012,"Total",,,,,,0,,,,,,0
,2014,"2033A",,,"Procurement of W&TCV, Army","ARMY","01","Tracked Combat Vehicles","12 ","20",,"6406GA0700","M1 Abrams Tank (MOD)","A","Weapon System Cost","Add","U",,2012,"Total",,,,,,131098,,,,,,0
,2014,"2033A",,,"Procurement of W&TCV, Army","ARMY","01","Tracked Combat Vehicles","13 ","20",,"6500GA0750","Abrams Upgrade Program","A","Weapon System Cost","Add","U",,2012,"Total",,,,,,436329,,,,,,67
,2014,"2033A",,,"Procurement of W&TCV, Army","ARMY","01","Tracked Combat Vehicles","14 ","30",,"5960GA0050","Production Base Support (TCV-WTCV)","A","Weapon System Cost","Add","U",,2012,"Total",,,,,,1073,,,,,,0
,2014,"2033A",,,"Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","15 ","10",,"1696G16101","Integrated Air Burst Weapon System Family","A","Weapon System Cost","Add","U",,2012,"Total",,,,,,0,,,,,,0
,2014,"2033A",,,"Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","16 ","10",,"5000GB2000","Machine Gun, Cal .50 M2 Roll","A","Weapon System Cost","Add","U",,2012,"Total",,,,,,31102,,,,,,0
,2014,"2033A",,,"Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","17 ","10",,"5237G12800","Lightweight .50 Caliber Machine Gun","A","Weapon System Cost","Add","U",,2012,"Total",,,,,,0,,,,,,0
,2014,"2033A",,,"Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","18 ","10",,"6580G02200","Mortar Systems","A","Weapon System Cost","Add","U",,2012,"Total",,,,,,10177,,,,,,70
,2014,"2033A",,,"Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","19 ","10",,"8181G01501","XM320 Grenade Launcher Module (GLM)","A","Weapon System Cost","Add","U",,2012,"Total",,,,,,12055,,,,,,2954
,2014,"2033A",,,"Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","20 ","10",,"8198G14904","M4 Carbine","A","Weapon System Cost","Add","U",,2012,"Total",,,,,,4700,,,,,,2264
,2014,"2033A",,,"Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","21 ","10",,"8201G13501","Carbine","A","Weapon System Cost","Add","U",,2012,"Total",,,,,,0,,,,,,0
,2014,"2033A",,,"Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","22 ","10",,"8262G18300","Shotgun, Modular Accessory System (MASS)","A","Weapon System Cost","Add","U",,2012,"Total",,,,,,6707,,,,,,1891
,2014,"2033A",,,"Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","23 ","10",,"8310G04700","Common Remotely Operated Weapons Station","A","Weapon System Cost","Add","U",,2012,"Total",,,,,,14890,,,,,,0
,2014,"2033A",,,"Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","24 ","10",,"8635G15325","Handgun","A","Weapon System Cost","Add","U",,2012,"Total",,,,,,0,,,,,,0
,2014,"2033A",,,"Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","25 ","10",,"9582G01700","Howitzer Lt Wt 155mm (T)","A","Weapon System Cost","Add","U",,2012,"Total",,,,,,13066,,,,,,0
,2014,"2033A",,,"Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","26 ","20",,"3005GZ1700","M777 Mods","A","Weapon System Cost","Add","U",,2012,"Total",,,,,,0,,,,,,0
,2014,"2033A",,,"Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","27 ","20",,"3010GB3007","M4 Carbine Mods","A","Weapon System Cost","Add","U",,2012,"Total",,,,,,41892,,,,,,0
,2014,"2033A",,,"Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","28 ","20",,"3015GB4000","M2 50 Cal Machine Gun Mods","A","Weapon System Cost","Add","U",,2012,"Total",,,,,,48856,,,,,,0
,2014,"2033A",,,"Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","29 ","20",,"3020GZ1290","M249 Saw Machine Gun Mods","A","Weapon System Cost","Add","U",,2012,"Total",,,,,,8480,,,,,,0
,2014,"2033A",,,"Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","30 ","20",,"3030GZ1300","M240 Medium Machine Gun Mods","A","Weapon System Cost","Add","U",,2012,"Total",,,,,,15718,,,,,,0
,2014,"2033A",,,"Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","31 ","20",,"3181GZ1500","Sniper Rifles Modifications","A","Weapon System Cost","Add","U",,2012,"Total",,,,,,1994,,,,,,0
,2014,"2033A",,,"Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","32 ","20",,"3640GC0401","M119 Modifications","A","Weapon System Cost","Add","U",,2012,"Total",,,,,,38701,,,,,,0
,2014,"2033A",,,"Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","33 ","20",,"6456GZ2800","M16 Rifle Mods","A","Weapon System Cost","Add","U",,2012,"Total",,,,,,3476,,,,,,0
,2014,"2033A",,,"Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","34 ","20",,"9280GC0925","Modifications Less Than $5.0m (WOCV-WTCV)","A","Weapon System Cost","Add","U",,2012,"Total",,,,,,2973,,,,,,0
,2014,"2033A",,,"Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","35 ","30",,"1862GL3200","Items Less Than $5.0m (WOCV-WTCV)","A","Weapon System Cost","Add","U",,2012,"Total",,,,,,0,,,,,,0
,2014,"2033A",,,"Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","36 ","30",,"3270GC0050","Production Base Support (WOCV-WTCV)","A","Weapon System Cost","Add","U",,2012,"Total",,,,,,10160,,,,,,0
,2014,"2033A",,,"Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","37 ","30",,"3400GC0075","Industrial Preparedness","A","Weapon System Cost","Add","U",,2012,"Total",,,,,,424,,,,,,0
,2014,"2033A",,,"Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","38 ","30",,"4010GC0076","Small Arms Equipment (Soldier Enh Prog)","A","Weapon System Cost","Add","U",,2012,"Total",,,,,,2453,,,,,,0
,2014,"2033A",,,"Procurement of W&TCV, Army","ARMY","03","Spare and Repair Parts","39 ","10",,"4540GE0150","Spares and Repair Parts (WTCV)","A","Weapon System Cost","Add","U",,2012,"Total",,,,,,106843,,,,,,0
,2014,"2033A",,,"Procurement of W&TCV, Army","ARMY","20","Undistributed","40 ","99",,"FY2013CR","Adj to Match Continuing Resolution","A","Weapon System Cost","Add","U",,2012,"Total",,,,,,0,,,,,,0
,2014,"2034A",,,"Procurement of Ammunition, Army","ARMY","01","Ammunition","1  ","30",,"0001E03000","Cartridge Cal .30 Blank M1909 All Types","A","Weapon System Cost","Add","U",,2012,"Total",,,,,,2998,,,,,,0
,2014,"2034A",,,"Procurement of Ammunition, Army","ARMY","01","Ammunition","2  ","30",,"0132E00700","Ctg, 5.56mm, All Types","A","Weapon System Cost","Add","U",,2012,"Total",,,,,,160959,,,,,,0
,2014,"2034A",,,"Procurement of Ammunition, Army","ARMY","01","Ammunition","3  ","30",,"0612E02000","CTG, 7.62mm, All Types","A","Weapon System Cost","Add","U",,2012,"Total",,,,,,83730,,,,,,0
,2014,"2034A",,,"Procurement of Ammunition, Army","ARMY","01","Ammunition","4  ","30",,"1450EA3000","CTG, Handgun, All Types","A","Weapon System Cost","Add","U",,2012,"Total",,,,,,8273,,,,,,0
,2014,"2034A",,,"Procurement of Ammunition, Army","ARMY","01","Ammunition","5  ","30",,"1722E08000","CTG, .50 Cal, All Types","A","Weapon System Cost","Add","U",,2012,"Total",,,,,,125775,,,,,,0
,2014,"2034A",,,"Procurement of Ammunition, Army","ARMY","01","Ammunition","6  ","30",,"2382E08900","CTG, 20mm, All Types","A","Weapon System Cost","Add","U",,2012,"Total",,,,,,0,,,,,,0
,2014,"2034A",,,"Procurement of Ammunition, Army","ARMY","01","Ammunition","7  ","30",,"2650E08200","CTG, 25mm, All Types","A","Weapon System Cost","Add","U",,2012,"Total",,,,,,7371,,,,,,0
,2014,"2034A",,,"Procurement of Ammunition, Army","ARMY","01","Ammunition","8  ","30",,"2938ER8120","CTG, 30mm, All Types","A","Weapon System Cost","Add","U",,2012,"Total",,,,,,109807,,,,,,0
,2014,"2034A",,,"Procurement of Ammunition, Army","ARMY","01","Ammunition","9  ","30",,"3222ER8001","CTG, 40mm, All Types","A","Weapon System Cost","Add","U",,2012,"Total",,,,,,120599,,,,,,0
,2014,"2034A",,,"Procurement of Ammunition, Army","ARMY","01","Ammunition","10 ","33",,"0050E89600","60MM Mortar, All Types","A","Weapon System Cost","Add","U",,2012,"Total",,,,,,31287,,,,,,0
,2014,"2034A",,,"Procurement of Ammunition, Army","ARMY","01","Ammunition","11 ","33",,"3584E76000","81MM Mortar, All Types","A","Weapon System Cost","Add","U",,2012,"Total",,,,,,10787,,,,,,0
,2014,"2034A",,,"Procurement of Ammunition, Army","ARMY","01","Ammunition","12 ","33",,"6780E25500","120MM Mortar, ALL TYPES","A","Weapon System Cost","Add","U",,2012,"Total",,,,,,156056,,,,,,0
,2014,"2034A",,,"Procurement of Ammunition, Army","ARMY","01","Ammunition","13 ","35",,"1120E22203","Cartridges, Tank, 105MM and 120MM, All Types","A","Weapon System Cost","Add","U",,2012,"Total",,,,,,65205,,,,,,0
,2014,"2034A",,,"Procurement of Ammunition, Army","ARMY","01","Ammunition","14 ","37",,"0530E15101","Artillery Cartridges, 75MM & 105MM, All Types","A","Weapon System Cost","Add","U",,2012,"Total",,,,,,103227,,,,,,0
,2014,"2034A",,,"Procurement of Ammunition, Army","ARMY","01","Ammunition","15 ","37",,"3102E89500","Artillery Projectile, 155MM, All Types","A","Weapon System Cost","Add","U",,2012,"Total",,,,,,40061,,,,,,0
,2014,"2034A",,,"Procurement of Ammunition, Army","ARMY","01","Ammunition","16 ","37",,"6600E80100","Proj 155mm Extended Range M982","A","Weapon System Cost","Add","U",,2012,"Total",,,,,,58074,,,,,,744
,2014,"2034A",,,"Procurement of Ammunition, Army","ARMY","01","Ammunition","17 ","37",,"8750E27501","Artillery Propellants, Fuzes and Primers, All","A","Weapon System Cost","Add","U",,2012,"Total",,,,,,41405,,,,,,0
,2014,"2034A",,,"Procurement of Ammunition, Army","ARMY","01","Ammunition","18 ","43",,"0442EA0800","Mines & Clearing Charges, All Types","A","Weapon System Cost","Add","U",,2012,"Total",,,,,,523,,,,,,0
,2014,"2034A",,,"Procurement of Ammunition, Army","ARMY","01","Ammunition","19 ","44",,"9680E95900","Spider Network Munitions, All Types","A","Weapon System Cost","Add","U",,2012,"Total",,,,,,43123,,,,,,0
,2014,"2034A",,,"Procurement of Ammunition, Army","ARMY","01","Ammunition","20 ","45",,"2348EA4000","Shoulder Launched Munitions, All Types","A","Weapon System Cost","Add","U",,2012,"Total",,,,,,22854,,,,,,0
