"","SourceFiscalYear","AccountDSI","AccountTitle","Organization","BudgetActivity","BudgetActivityTitle","AGtitle","LineNumber","LineNumber","SAG","SAG.Title","IncludeInTOA","IncludeInTOA","Classified","FiscalYear","OriginType","ActualTotal","EnactedTotal","EnactedType","PBtotal","PBtype"
"1379",2014,"3400F","Operation & Maintenance, Air Force","AF","01","Operating Forces","Combat Related Operations","070","070","012A","Global C3I and Early Warning","Y","Y","U",2013,"Total",NA,972148,NA,NA,NA
"1380",2014,"3400F","Operation & Maintenance, Air Force","AF","01","Operating Forces","Combat Related Operations","080","080","012C","Other Combat Ops Spt Programs","Y","Y","U",2013,"Total",NA,1187590,NA,NA,NA
"1381",2014,"3400F","Operation & Maintenance, Air Force","AF","01","Operating Forces","Combat Related Operations","090","090","012D","JCS Exercises","Y","Y","U",2013,"Total",NA,0,NA,NA,NA
"1382",2014,"3400F","Operation & Maintenance, Air Force","AF","01","Operating Forces","Combat Related Operations","100","100","012F","Tactical Intel and Other Special Activities","Y","Y","U",2013,"Total",NA,759116,NA,NA,NA
"1383",2014,"3400F","Operation & Maintenance, Air Force","AF","01","Operating Forces","Space Operations","110","110","013A","Launch Facilities","Y","Y","U",2013,"Total",NA,314490,NA,NA,NA
"1384",2014,"3400F","Operation & Maintenance, Air Force","AF","01","Operating Forces","Space Operations","120","120","013C","Space Control Systems","Y","Y","U",2013,"Total",NA,493872,NA,NA,NA
"1385",2014,"3400F","Operation & Maintenance, Air Force","AF","01","Operating Forces","COCOM","130","130","015A","Combatant Commanders Direct Mission Support","Y","Y","U",2013,"Total",NA,915152,NA,NA,NA
"1386",2014,"3400F","Operation & Maintenance, Air Force","AF","01","Operating Forces","COCOM","140","140","015B","Combatant Commanders Core Operations","Y","Y","U",2013,"Total",NA,222429,NA,NA,NA
"1387",2014,"3400F","Operation & Maintenance, Air Force","AF","02","Mobilization","Mobility Operations","150","150","021A","Airlift Operations","Y","Y","U",2013,"Total",NA,4972590,NA,NA,NA
"1388",2014,"3400F","Operation & Maintenance, Air Force","AF","02","Mobilization","Mobility Operations","160","160","021D","Mobilization Preparedness","Y","Y","U",2013,"Total",NA,197558,NA,NA,NA
"1389",2014,"3400F","Operation & Maintenance, Air Force","AF","02","Mobilization","Mobility Operations","170","170","021M","Depot Maintenance","Y","Y","U",2013,"Total",NA,2032339,NA,NA,NA
"1390",2014,"3400F","Operation & Maintenance, Air Force","AF","02","Mobilization","Mobility Operations","180","180","021R","Facilities Sustainment, Restoration & Modernization","Y","Y","U",2013,"Total",NA,318737,NA,NA,NA
"1391",2014,"3400F","Operation & Maintenance, Air Force","AF","02","Mobilization","Mobility Operations","190","190","021Z","Base Support","Y","Y","U",2013,"Total",NA,717117,NA,NA,NA
"1392",2014,"3400F","Operation & Maintenance, Air Force","AF","03","Training and Recruiting","Accession Training","200","200","031A","Officer Acquisition","Y","Y","U",2013,"Total",NA,115427,NA,NA,NA
"1393",2014,"3400F","Operation & Maintenance, Air Force","AF","03","Training and Recruiting","Accession Training","210","210","031B","Recruit Training","Y","Y","U",2013,"Total",NA,17619,NA,NA,NA
"1394",2014,"3400F","Operation & Maintenance, Air Force","AF","03","Training and Recruiting","Accession Training","220","220","031D","Reserve Officers Training Corps (ROTC)","Y","Y","U",2013,"Total",NA,92949,NA,NA,NA
"1395",2014,"3400F","Operation & Maintenance, Air Force","AF","03","Training and Recruiting","Accession Training","230","230","031R","Facilities Sustainment, Restoration & Modernization","Y","Y","U",2013,"Total",NA,336857,NA,NA,NA
"1396",2014,"3400F","Operation & Maintenance, Air Force","AF","03","Training and Recruiting","Accession Training","240","240","031Z","Base Support","Y","Y","U",2013,"Total",NA,843477,NA,NA,NA
"1397",2014,"3400F","Operation & Maintenance, Air Force","AF","03","Training and Recruiting","Basic Skills and Advanced Training","250","250","032A","Specialized Skill Training","Y","Y","U",2013,"Total",NA,493557,NA,NA,NA
"1398",2014,"3400F","Operation & Maintenance, Air Force","AF","03","Training and Recruiting","Basic Skills and Advanced Training","260","260","032B","Flight Training","Y","Y","U",2013,"Total",NA,750681,NA,NA,NA
"1399",2014,"3400F","Operation & Maintenance, Air Force","AF","03","Training and Recruiting","Basic Skills and Advanced Training","270","270","032C","Professional Development Education","Y","Y","U",2013,"Total",NA,235437,NA,NA,NA
"1400",2014,"3400F","Operation & Maintenance, Air Force","AF","03","Training and Recruiting","Basic Skills and Advanced Training","280","280","032D","Training Support","Y","Y","U",2013,"Total",NA,101583,NA,NA,NA
"1401",2014,"3400F","Operation & Maintenance, Air Force","AF","03","Training and Recruiting","Basic Skills and Advanced Training","290","290","032M","Depot Maintenance","Y","Y","U",2013,"Total",NA,233330,NA,NA,NA
"1402",2014,"3400F","Operation & Maintenance, Air Force","AF","03","Training and Recruiting","Recruiting and Other Training & Education","300","300","033A","Recruiting and Advertising","Y","Y","U",2013,"Total",NA,130217,NA,NA,NA
"1403",2014,"3400F","Operation & Maintenance, Air Force","AF","03","Training and Recruiting","Recruiting and Other Training & Education","310","310","033B","Examining","Y","Y","U",2013,"Total",NA,2738,NA,NA,NA
"1404",2014,"3400F","Operation & Maintenance, Air Force","AF","03","Training and Recruiting","Recruiting and Other Training & Education","320","320","033C","Off-Duty and Voluntary Education","Y","Y","U",2013,"Total",NA,155170,NA,NA,NA
"1405",2014,"3400F","Operation & Maintenance, Air Force","AF","03","Training and Recruiting","Recruiting and Other Training & Education","330","330","033D","Civilian Education and Training","Y","Y","U",2013,"Total",NA,175147,NA,NA,NA
"1406",2014,"3400F","Operation & Maintenance, Air Force","AF","03","Training and Recruiting","Recruiting and Other Training & Education","340","340","033E","Junior ROTC","Y","Y","U",2013,"Total",NA,74809,NA,NA,NA
"1407",2014,"3400F","Operation & Maintenance, Air Force","AF","04","Admin & Srvwd Activities","Logistics Operations","350","350","041A","Logistics Operations","Y","Y","U",2013,"Total",NA,1130163,NA,NA,NA
"1408",2014,"3400F","Operation & Maintenance, Air Force","AF","04","Admin & Srvwd Activities","Logistics Operations","360","360","041B","Technical Support Activities","Y","Y","U",2013,"Total",NA,913843,NA,NA,NA
"1409",2014,"3400F","Operation & Maintenance, Air Force","AF","04","Admin & Srvwd Activities","Logistics Operations","370","370","041M","Depot Maintenance","Y","Y","U",2013,"Total",NA,29163,NA,NA,NA
"1410",2014,"3400F","Operation & Maintenance, Air Force","AF","04","Admin & Srvwd Activities","Logistics Operations","380","380","041R","Facilities Sustainment, Restoration & Modernization","Y","Y","U",2013,"Total",NA,352295,NA,NA,NA
"1411",2014,"3400F","Operation & Maintenance, Air Force","AF","04","Admin & Srvwd Activities","Logistics Operations","390","390","041Z","Base Support","Y","Y","U",2013,"Total",NA,1274042,NA,NA,NA
"1412",2014,"3400F","Operation & Maintenance, Air Force","AF","04","Admin & Srvwd Activities","Servicewide Activities","400","400","042A","Administration","Y","Y","U",2013,"Total",NA,589206,NA,NA,NA
"1413",2014,"3400F","Operation & Maintenance, Air Force","AF","04","Admin & Srvwd Activities","Servicewide Activities","410","410","042B","Servicewide Communications","Y","Y","U",2013,"Total",NA,750004,NA,NA,NA
"1414",2014,"3400F","Operation & Maintenance, Air Force","AF","04","Admin & Srvwd Activities","Servicewide Activities","420","420","042G","Other Servicewide Activities","Y","Y","U",2013,"Total",NA,1677486,NA,NA,NA
"1415",2014,"3400F","Operation & Maintenance, Air Force","AF","04","Admin & Srvwd Activities","Servicewide Activities","430","430","042I","Civil Air Patrol","Y","Y","U",2013,"Total",NA,23904,NA,NA,NA
"1416",2014,"3400F","Operation & Maintenance, Air Force","AF","04","Admin & Srvwd Activities","Servicewide Activities","440","440","042N","Judgement Fund Reimbursement","Y","Y","U",2013,"Total",NA,0,NA,NA,NA
"1417",2014,"3400F","Operation & Maintenance, Air Force","AF","04","Admin & Srvwd Activities","Support to Other Nations","460","460","044A","International Support","Y","Y","U",2013,"Total",NA,81307,NA,NA,NA
"1418",2014,"3400F","Operation & Maintenance, Air Force",NA,"04","Admin & Srvwd Activities",NA,NA,NA,"9999","Classified Programs","Y","Y","U",2013,"Total",NA,1230147,NA,NA,NA
"1419",2014,"3400F","Operation & Maintenance, Air Force","AF","20","Undistributed","Undistributed","470","470","CR","Adj to Match Continuing Resolution","Y","Y","U",2013,"Total",NA,-242981,NA,NA,NA
"1420",2014,"3740F","Operation & Maintenance, AF Reserve","AF","01","Operating Forces","Air Operations","010","010","011A","Primary Combat Forces","Y","Y","U",2013,"Total",NA,2096926,NA,NA,NA
"1421",2014,"3740F","Operation & Maintenance, AF Reserve","AF","01","Operating Forces","Air Operations","020","020","011G","Mission Support Operations","Y","Y","U",2013,"Total",NA,112992,NA,NA,NA
"1422",2014,"3740F","Operation & Maintenance, AF Reserve","AF","01","Operating Forces","Air Operations","030","030","011M","Depot Maintenance","Y","Y","U",2013,"Total",NA,512869,NA,NA,NA
"1423",2014,"3740F","Operation & Maintenance, AF Reserve","AF","01","Operating Forces","Air Operations","040","040","011R","Facilities Sustainment, Restoration & Modernization","Y","Y","U",2013,"Total",NA,71564,NA,NA,NA
"1424",2014,"3740F","Operation & Maintenance, AF Reserve","AF","01","Operating Forces","Air Operations","050","050","011Z","Base Support","Y","Y","U",2013,"Total",NA,371112,NA,NA,NA
"1425",2014,"3740F","Operation & Maintenance, AF Reserve","AF","04","Administration And Servicewide Activities","Servicewide Activities","060","060","042A","Administration","Y","Y","U",2013,"Total",NA,78824,NA,NA,NA
"1426",2014,"3740F","Operation & Maintenance, AF Reserve","AF","04","Administration And Servicewide Activities","Servicewide Activities","070","070","042J","Recruiting and Advertising","Y","Y","U",2013,"Total",NA,16020,NA,NA,NA
"1427",2014,"3740F","Operation & Maintenance, AF Reserve","AF","04","Administration And Servicewide Activities","Servicewide Activities","080","080","042K","Military Manpower and Pers Mgmt (ARPC)","Y","Y","U",2013,"Total",NA,19496,NA,NA,NA
"1428",2014,"3740F","Operation & Maintenance, AF Reserve","AF","04","Administration And Servicewide Activities","Servicewide Activities","090","090","042L","Other Pers Support (Disability Comp)","Y","Y","U",2013,"Total",NA,6489,NA,NA,NA
"1429",2014,"3740F","Operation & Maintenance, AF Reserve","AF","04","Administration And Servicewide Activities","Servicewide Activities","100","100","042M","Audiovisual","Y","Y","U",2013,"Total",NA,808,NA,NA,NA
"1430",2014,"3740F","Operation & Maintenance, AF Reserve","AF","20","Undistributed","Undistributed","110","110","CR","Adj to Match Continuing Resolution","Y","Y","U",2013,"Total",NA,127916,NA,NA,NA
"1431",2014,"3840F","Operation & Maintenance, ANG","AF","01","Operating Forces","Air Operations","010","010","011F","Aircraft Operations","Y","Y","U",2013,"Total",NA,3559824,NA,NA,NA
"1432",2014,"3840F","Operation & Maintenance, ANG","AF","01","Operating Forces","Air Operations","020","020","011G","Mission Support Operations","Y","Y","U",2013,"Total",NA,741200,NA,NA,NA
"1433",2014,"3840F","Operation & Maintenance, ANG","AF","01","Operating Forces","Air Operations","030","030","011M","Depot Maintenance","Y","Y","U",2013,"Total",NA,774875,NA,NA,NA
"1434",2014,"3840F","Operation & Maintenance, ANG","AF","01","Operating Forces","Air Operations","040","040","011R","Facilities Sustainment, Restoration & Modernization","Y","Y","U",2013,"Total",NA,276484,NA,NA,NA
"1435",2014,"3840F","Operation & Maintenance, ANG","AF","01","Operating Forces","Air Operations","050","050","011Z","Base Support","Y","Y","U",2013,"Total",NA,624443,NA,NA,NA
"1436",2014,"3840F","Operation & Maintenance, ANG","AF","04","Administration And Service-Wide Activities","Servicewide Activities","060","060","042A","Administration","Y","Y","U",2013,"Total",NA,32358,NA,NA,NA
"1437",2014,"3840F","Operation & Maintenance, ANG","AF","04","Administration And Service-Wide Activities","Servicewide Activities","070","070","042J","Recruiting and Advertising","Y","Y","U",2013,"Total",NA,32021,NA,NA,NA
"1438",2014,"3840F","Operation & Maintenance, ANG","AF","20","Undistributed","Undistributed","080","080","CR","Adj to Match Continuing Resolution","Y","Y","U",2013,"Total",NA,120650,NA,NA,NA
"1439",2014,"0100D","Operation and Maintenance, Defense-Wide","TJS","01","Operating Forces","Defensewide Activities","010","010","1PL1","Joint Chiefs of Staff","Y","Y","U",2013,"Total",NA,487708,NA,NA,NA
"1440",2014,"0100D","Operation and Maintenance, Defense-Wide","SOCOM","01","Operating Forces","Defensewide Activities","020","020","1PL2","Special Operations Command","Y","Y","U",2013,"Total",NA,7594061,NA,NA,NA
"1441",2014,"0100D","Operation and Maintenance, Defense-Wide",NA,"01","Operating Forces",NA,NA,NA,"9999","Classified Programs","Y","Y","U",2013,"Total",NA,0,NA,NA,NA
"1442",2014,"0100D","Operation and Maintenance, Defense-Wide","DAU","03","Training and Recruiting","Defensewide Activities","040","040","3EV2","Defense Acquisition University","Y","Y","U",2013,"Total",NA,147210,NA,NA,NA
"1443",2014,"0100D","Operation and Maintenance, Defense-Wide","NDU","03","Training and Recruiting","Recruiting and Other Training & Education","050","050","PEV5","National Defense University","Y","Y","U",2013,"Total",NA,84999,NA,NA,NA
"1444",2014,"0100D","Operation and Maintenance, Defense-Wide","CMP","04","Administration And Servicewide Activities","Defensewide Activities","060","060","4GT3","Civil Military Programs","Y","Y","U",2013,"Total",NA,161294,NA,NA,NA
"1445",2014,"0100D","Operation and Maintenance, Defense-Wide","DCAA","04","Administration And Servicewide Activities","Defensewide Activities","080","080","4GT6","Defense Contract Audit Agency","Y","Y","U",2013,"Total",NA,604647,NA,NA,NA
"1446",2014,"0100D","Operation and Maintenance, Defense-Wide","DCMA","04","Administration And Servicewide Activities","Defensewide Activities","090","090","4GTO","Defense Contract Management Agency","Y","Y","U",2013,"Total",NA,1362999,NA,NA,NA
"1447",2014,"0100D","Operation and Maintenance, Defense-Wide","DFAS","04","Administration And Servicewide Activities","Defensewide Activities","100","100","4GT7","Defense Finance and Accounting Service","Y","Y","U",2013,"Total",NA,17513,NA,NA,NA
"1448",2014,"0100D","Operation and Maintenance, Defense-Wide","DHRA","04","Administration And Servicewide Activities","Defensewide Activities","110","110","4GT8","Defense Human Resources Activity","Y","Y","U",2013,"Total",NA,679520,NA,NA,NA
"1449",2014,"0100D","Operation and Maintenance, Defense-Wide","DISA","04","Administration And Servicewide Activities","Defensewide Activities","120","120","4GT9","Defense Information Systems Agency","Y","Y","U",2013,"Total",NA,1499772,NA,NA,NA
"1450",2014,"0100D","Operation and Maintenance, Defense-Wide","DLSA","04","Administration And Servicewide Activities","Defensewide Activities","140","140","4GTA","Defense Legal Services Agency","Y","Y","U",2013,"Total",NA,137459,NA,NA,NA
"1451",2014,"0100D","Operation and Maintenance, Defense-Wide","DLA","04","Administration And Servicewide Activities","Defensewide Activities","150","150","4GTB","Defense Logistics Agency","Y","Y","U",2013,"Total",NA,431893,NA,NA,NA
"1452",2014,"0100D","Operation and Maintenance, Defense-Wide","DMACT","04","Administration And Servicewide Activities","Defensewide Activities","160","160","ES18","Defense Media Activity","Y","Y","U",2013,"Total",NA,234836,NA,NA,NA
"1453",2014,"0100D","Operation and Maintenance, Defense-Wide","DPMO","04","Administration And Servicewide Activities","Defensewide Activities","170","170","4GTC","Defense POW/MIA Office","Y","Y","U",2013,"Total",NA,21964,NA,NA,NA
"1454",2014,"0100D","Operation and Maintenance, Defense-Wide","DSCA","04","Administration And Servicewide Activities","Defensewide Activities","180","180","4GTD","Defense Security Cooperation Agency","Y","Y","U",2013,"Total",NA,2757917,NA,NA,NA
"1455",2014,"0100D","Operation and Maintenance, Defense-Wide","DSS","04","Administration And Servicewide Activities","Defensewide Activities","190","190","4GTE","Defense Security Service","Y","Y","U",2013,"Total",NA,499276,NA,NA,NA
"1456",2014,"0100D","Operation and Maintenance, Defense-Wide","DTSA","04","Administration And Servicewide Activities","Defensewide Activities","210","210","4GTH","Defense Technology Security Administration","Y","Y","U",2013,"Total",NA,35319,NA,NA,NA
"1457",2014,"0100D","Operation and Maintenance, Defense-Wide","DTRA","04","Administration And Servicewide Activities","Defensewide Activities","220","220","4GTI","Defense Threat Reduction Agency","Y","Y","U",2013,"Total",NA,434074,NA,NA,NA
"1458",2014,"0100D","Operation and Maintenance, Defense-Wide","DODEA","04","Administration And Servicewide Activities","Defensewide Activities","240","240","4GTJ","Department of Defense Education Activity","Y","Y","U",2013,"Total",NA,2884801,NA,NA,NA
"1459",2014,"0100D","Operation and Maintenance, Defense-Wide","MDA","04","Administration And Servicewide Activities","Defensewide Activities","250","250","011A","Missile Defense Agency","Y","Y","U",2013,"Total",NA,259975,NA,NA,NA
"1460",2014,"0100D","Operation and Maintenance, Defense-Wide","OEA","04","Administration And Servicewide Activities","Defensewide Activities","270","270","4GTM","Office of Economic Adjustment","Y","Y","U",2013,"Total",NA,253437,NA,NA,NA
"1461",2014,"0100D","Operation and Maintenance, Defense-Wide","OSD","04","Administration And Servicewide Activities","Defensewide Activities","280","280","4GTN","Office of the Secretary of Defense","Y","Y","U",2013,"Total",NA,2183167,NA,NA,NA
"1462",2014,"0100D","Operation and Maintenance, Defense-Wide","WHS","04","Administration And Servicewide Activities","Defensewide Activities","290","290","4GTQ","Washington Headquarters Services","Y","Y","U",2013,"Total",NA,521297,NA,NA,NA
"1463",2014,"0100D","Operation and Maintenance, Defense-Wide",NA,"04","Administration And Servicewide Activities",NA,NA,NA,"9999","Classified Programs","Y","Y","U",2013,"Total",NA,16522454,NA,NA,NA
"1464",2014,"0100D","Operation and Maintenance, Defense-Wide","DEFW","20","Undistributed","Undistributed","300","300","CR","Adj to Match Continuing Resolution","Y","Y","U",2013,"Total",NA,-1361018,NA,NA,NA
"1465",2014,"0107D","Office of the Inspector General","IG","01","Operation And Maintenance","Defensewide Activities","010","010","4GTV","Office of the Inspector General","Y","Y","U",2013,"Total",NA,283587,NA,NA,NA
"1466",2014,"0107D","Office of the Inspector General","IG","02","RDT&E","Defensewide Activities","020","020","4GTV","Office of the Inspector General","Y","Y","U",2013,"Total",NA,0,NA,NA,NA
"1467",2014,"0107D","Office of the Inspector General","IG","03","Procurement","Defensewide Activities","030","030","4GTV","Office of the Inspector General","Y","Y","U",2013,"Total",NA,1000,NA,NA,NA
"1468",2014,"0107D","Office of the Inspector General","IG","20","Undistributed","Undistributed","040","040","CR","Adj to Match Continuing Resolution","Y","Y","U",2013,"Total",NA,75221,NA,NA,NA
"1469",2014,"0104D","US Court of Appeals for Armed Forces, Def","CAAF","04","Administration And Associated Activities","Defensewide Activities","010","010","4GTT","Us Court of Appeals for the Armed Forces, Defense","Y","Y","U",2013,"Total",NA,13516,NA,NA,NA
"1470",2014,"0104D","US Court of Appeals for Armed Forces, Def","CAAF","20","Undistributed","Undistributed","020","020","CR","Adj to Match Continuing Resolution","Y","Y","U",2013,"Total",NA,430,NA,NA,NA
"1471",2014,"0130D","Defense Health Program","DHP","01","Operation & Maintenance","Defense Health Program","010","010","1","In-House Care","Y","Y","U",2013,"Total",NA,9108833,NA,NA,NA
"1472",2014,"0130D","Defense Health Program","DHP","01","Operation & Maintenance","Defense Health Program","020","020","2","Private Sector Care","Y","Y","U",2013,"Total",NA,16525245,NA,NA,NA
"1473",2014,"0130D","Defense Health Program","DHP","01","Operation & Maintenance","Defense Health Program","030","030","3","Consolidated Health Support","Y","Y","U",2013,"Total",NA,2420860,NA,NA,NA
"1474",2014,"0130D","Defense Health Program","DHP","01","Operation & Maintenance","Defense Health Program","040","040","4","Information Management","Y","Y","U",2013,"Total",NA,1470101,NA,NA,NA
"1475",2014,"0130D","Defense Health Program","DHP","01","Operation & Maintenance","Defense Health Program","050","050","5","Management Activities","Y","Y","U",2013,"Total",NA,332781,NA,NA,NA
"1476",2014,"0130D","Defense Health Program","DHP","01","Operation & Maintenance","Defense Health Program","060","060","6","Education and Training","Y","Y","U",2013,"Total",NA,737451,NA,NA,NA
"1477",2014,"0130D","Defense Health Program","DHP","01","Operation & Maintenance","Defense Health Program","070","070","7","Base Operations/Communications","Y","Y","U",2013,"Total",NA,1747906,NA,NA,NA
"1478",2014,"0130D","Defense Health Program","DHP","02","RDT&E","Defensewide Activities","080","080","0601","R&D Research","Y","Y","U",2013,"Total",NA,0,NA,NA,NA
"1479",2014,"0130D","Defense Health Program","DHP","02","RDT&E","Defensewide Activities","090","090","0602","R&D Exploratry Development","Y","Y","U",2013,"Total",NA,0,NA,NA,NA
"1480",2014,"0130D","Defense Health Program","DHP","02","RDT&E","Defensewide Activities","100","100","0603","R&D Advanced Development","Y","Y","U",2013,"Total",NA,0,NA,NA,NA
"1481",2014,"0130D","Defense Health Program","DHP","02","RDT&E","Defensewide Activities","110","110","0604","R&D Demonstration/Validation","Y","Y","U",2013,"Total",NA,0,NA,NA,NA
"1482",2014,"0130D","Defense Health Program","DHP","02","RDT&E","Defensewide Activities","120","120","0605","R&D Engineering Development","Y","Y","U",2013,"Total",NA,0,NA,NA,NA
"1483",2014,"0130D","Defense Health Program","DHP","02","RDT&E","Defensewide Activities","130","130","0606","R&D Management and Support","Y","Y","U",2013,"Total",NA,0,NA,NA,NA
"1484",2014,"0130D","Defense Health Program","DHP","02","RDT&E","Defensewide Activities","140","140","0607","R&D Capabilities Enhancement","Y","Y","U",2013,"Total",NA,0,NA,NA,NA
"1485",2014,"0130D","Defense Health Program","DHP","02","RDT&E","Defensewide Activities","150","150","4GTR","Defense Health Program","Y","Y","U",2013,"Total",NA,672977,NA,NA,NA
"1486",2014,"0130D","Defense Health Program","DHP","03","Procurement","Defensewide Activities","160","160","4GTR","Defense Health Program","Y","Y","U",2013,"Total",NA,506462,NA,NA,NA
"1487",2014,"0130D","Defense Health Program","DHP","03","Procurement","Defensewide Activities","170","170","7720","PROC Initial Outfitting","Y","Y","U",2013,"Total",NA,0,NA,NA,NA
"1488",2014,"0130D","Defense Health Program","DHP","03","Procurement","Defensewide Activities","180","180","7721","PROC Replacement & Modernization","Y","Y","U",2013,"Total",NA,0,NA,NA,NA
"1489",2014,"0130D","Defense Health Program","DHP","03","Procurement","Defensewide Activities","190","190","7740","PROC IEHR","Y","Y","U",2013,"Total",NA,0,NA,NA,NA
"1490",2014,"0130D","Defense Health Program","DHP","20","Undistributed","Undistributed","200","200","CR","Adj to Match Continuing Resolution","Y","Y","U",2013,"Total",NA,140541,NA,NA,NA
"1491",2014,"0819D","Overseas Humanitarian, Disaster, and Civic Aid","DSCA","01","Humanitarian Assistance","Defensewide Activities","010","010","4GTD","Overseas Humanitarian, Disaster and Civic Aid","Y","Y","U",2013,"Total",NA,108759,NA,NA,NA
"1492",2014,"0819D","Overseas Humanitarian, Disaster, and Civic Aid","DSCA","20","Undistributed","Undistributed","020","020","CR","Adj to Match Continuing Resolution","Y","Y","U",2013,"Total",NA,-438,NA,NA,NA
"1493",2014,"0134D","Cooperative Threat Reduction Account","DTRA","01","Fsu Threat Reduction","Defensewide Activities","010","010","1PL3","Former Soviet Union (FSU) Threat Reduction","Y","Y","U",2013,"Total",NA,519111,NA,NA,NA
"1494",2014,"0134D","Cooperative Threat Reduction Account","DTRA","20","Undistributed","Undistributed","020","020","CR","Adj to Match Continuing Resolution","Y","Y","U",2013,"Total",NA,-7782,NA,NA,NA
"1495",2014,"0462D","Military Intelligence Program Transfer Fund","NGA","20","Undistributed","Undistributed","010","010","CR","Adj to Match Continuing Resolution","Y","Y","U",2013,"Total",NA,312660,NA,NA,NA
"1496",2014,"0111D","DoD Acquisition Workforce Development Fund","DAU","01","Acquisition Workforce Development","Acq Workforce Dev Fd","010","010","012","Acq Workforce Dev Fd","Y","Y","U",2013,"Total",NA,843745,NA,NA,NA
"1497",2014,"0111D","DoD Acquisition Workforce Development Fund","DAU","20","Undistributed","Undistributed","020","020","CR","Adj to Match Continuing Resolution","Y","Y","U",2013,"Total",NA,-168051,NA,NA,NA
"1498",2014,"0105D","Drug Interdiction & Ctr-Drug Activities, Def","DEPS","01","Drug Interdiction And Counter Drug Activities","Defensewide Activities","010","010","2FU1","Drug Interdiction and Counter-Drug Activities, Defense","Y","Y","U",2013,"Total",NA,1358570,NA,NA,NA
"1499",2014,"0105D","Drug Interdiction & Ctr-Drug Activities, Def","DEPS","02","Drug Demand Reduction Program","Drug Intrdct & Cntr-Drg Act, Def","020","020","ES01","Drug Demand Reduction Program","Y","Y","U",2013,"Total",NA,109818,NA,NA,NA
"1500",2014,"0105D","Drug Interdiction & Ctr-Drug Activities, Def","DEPSDDR","02","Drug Demand Reduction Program","Drug Intrdct & Cntr-Drg Act, Def","030","030","ES01","Drug Demand Reduction Program","Y","Y","U",2013,"Total",NA,0,NA,NA,NA
"1501",2014,"0105D","Drug Interdiction & Ctr-Drug Activities, Def","DEPS","20","Undistributed","Undistributed","040","040","CR","Adj to Match Continuing Resolution","Y","Y","U",2013,"Total",NA,217660,NA,NA,NA
"1502",2014,"0810A","Environmental Restoration, Army","ARMY","01","Department Of The Army","Defense Environmental Restoration Fund","050","050","493","Environmental Restoration, Army","Y","Y","U",2013,"Total",NA,335921,NA,NA,NA
"1503",2014,"0810A","Environmental Restoration, Army","ARMY","20","Environmental Restoration, Army","Undistributed","060","060","CR","Adj to Match Continuing Resolution","Y","Y","U",2013,"Total",NA,12228,NA,NA,NA
"1504",2014,"0810N","Environmental Restoration, Navy","NAVY","02","Department Of The Navy","Administration","070","070","044G","Environmental Restoration, Navy","Y","Y","U",2013,"Total",NA,310594,NA,NA,NA
"1505",2014,"0810N","Environmental Restoration, Navy","NAVY","20","Environmental Restoration, Navy","Undistributed","080","080","CR","Adj to Match Continuing Resolution","Y","Y","U",2013,"Total",NA,-37,NA,NA,NA
"1506",2014,"0810F","Environmental Restoration, Air Force","AF","03","Department Of The Air Force","Administration","090","090","042G","Environmental Restoration, Air Force","Y","Y","U",2013,"Total",NA,529263,NA,NA,NA
"1507",2014,"0810F","Environmental Restoration, Air Force","AF","20","Environmental Restoration, Air Force","Undistributed","100","100","CR","Adj to Match Continuing Resolution","Y","Y","U",2013,"Total",NA,-594,NA,NA,NA
"1508",2014,"0810D","Environmental Restoration, Defense","DEFW","04","Defense-Wide","Administration","110","110","045G","Environmental Restoration, Defense","Y","Y","U",2013,"Total",NA,11133,NA,NA,NA
"1509",2014,"0810D","Environmental Restoration, Defense","DEFW","20","Environmental Restoration, Defense","Undistributed","120","120","CR","Adj to Match Continuing Resolution","Y","Y","U",2013,"Total",NA,-351,NA,NA,NA
"1510",2014,"0811D","Environmental Restoration Formerly Used Sites","DEFW","05","Defense-Wide","Administration","130","130","047G","Environmental Restoration Formerly Used Sites","Y","Y","U",2013,"Total",NA,237543,NA,NA,NA
"1511",2014,"0811D","Environmental Restoration Formerly Used Sites","DEFW","20","Undistributed","Undistributed","140","140","CR","Adj to Match Continuing Resolution","Y","Y","U",2013,"Total",NA,90950,NA,NA,NA
"1512",2014,"0118D","Overseas Contingency Operations Transfer Fund","DEFR","01","Overseas Contingency Operations Transfer Fund","Administration","150","150","052","Overseas Contingency Operations Transfer Fund","Y","Y","U",2013,"Total",NA,0,NA,NA,NA
"1513",2014,"0118D","Overseas Contingency Operations Transfer Fund",NA,"01","Overseas Contingency Operations Transfer Fund",NA,NA,NA,"9999","Classified Programs","Y","Y","U",2013,"Total",NA,0,NA,NA,NA
"1514",2014,"0838D","Support for International Sporting Competitions , Defense","DEFW","01","Operations Support","Administration","160","160","054","Support of International Sporting Competitions, Defense","Y","Y","U",2013,"Total",NA,0,NA,NA,NA
"1515",2014,"0833D","Emergency Response Fund, Defense","DEFW","10","Airport Security","Administration","170","170","4GTF","Emergency Response Fund, Defense","Y","Y","U",2013,"Total",NA,0,NA,NA,NA
"1516",2014,"5286A","National Science Center, Army","ARMY","10","Concept Obligations","National Science Center, Army","180","180","110","National Science Center, Army","N","N","U",2013,"Total",NA,25,NA,NA,NA
"1517",2014,"5286A","National Science Center, Army","ARMY","20","Undistributed","Undistributed","190","190","CR","Adj to Match Continuing Resolution","N","N","U",2013,"Total",NA,-25,NA,NA,NA
