"","SourceFiscalYear","AccountDSI","AccountTitle","Organization","BudgetActivity","BudgetActivityTitle","LineNumber","ProgramElement","ProgramElementTitle","LineNumber","IncludeInTOA","IncludeInTOA","Classified","FiscalYear","OriginType","ActualTotal","EnactedTotal","EnactedType","PBtotal","PBtype"
"290",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","05","System Development & Demonstration","104 ","0604376M","Marine Air Ground Task Force (MAGTF) Electronic Warfare (EW) for Aviation","104 ","Y","Y","U",2012,"Total",0,NA,NA,NA,NA
"291",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","05","System Development & Demonstration","105 ","0604378N","Naval Integrated Fire Control - Counter Air Systems Engineering","105 ","Y","Y","U",2012,"Total",28279,NA,NA,NA,NA
"292",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","05","System Development & Demonstration","106 ","0604404N","Unmanned Carrier Launched Airborne Surveillance and Strike (UCLASS) System","106 ","Y","Y","U",2012,"Total",71182,NA,NA,NA,NA
"293",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","05","System Development & Demonstration","107 ","0604501N","Advanced Above Water Sensors","107 ","Y","Y","U",2012,"Total",245946,NA,NA,NA,NA
"294",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","05","System Development & Demonstration","108 ","0604503N","SSN-688 and Trident Modernization","108 ","Y","Y","U",2012,"Total",89083,NA,NA,NA,NA
"295",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","05","System Development & Demonstration","109 ","0604504N","Air Control","109 ","Y","Y","U",2012,"Total",6116,NA,NA,NA,NA
"296",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","05","System Development & Demonstration","110 ","0604512N","Shipboard Aviation Systems","110 ","Y","Y","U",2012,"Total",47903,NA,NA,NA,NA
"297",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","05","System Development & Demonstration","111 ","0604518N","Combat Information Center Conversion","111 ","Y","Y","U",2012,"Total",3315,NA,NA,NA,NA
"298",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","05","System Development & Demonstration","112 ","0604558N","New Design SSN","112 ","Y","Y","U",2012,"Total",109117,NA,NA,NA,NA
"299",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","05","System Development & Demonstration","113 ","0604562N","Submarine Tactical Warfare System","113 ","Y","Y","U",2012,"Total",47318,NA,NA,NA,NA
"300",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","05","System Development & Demonstration","114 ","0604567N","Ship Contract Design/ Live Fire T&E","114 ","Y","Y","U",2012,"Total",121008,NA,NA,NA,NA
"301",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","05","System Development & Demonstration","115 ","0604574N","Navy Tactical Computer Resources","115 ","Y","Y","U",2012,"Total",3003,NA,NA,NA,NA
"302",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","05","System Development & Demonstration","116 ","0604601N","Mine Development","116 ","Y","Y","U",2012,"Total",3874,NA,NA,NA,NA
"303",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","05","System Development & Demonstration","117 ","0604610N","Lightweight Torpedo Development","117 ","Y","Y","U",2012,"Total",25457,NA,NA,NA,NA
"304",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","05","System Development & Demonstration","118 ","0604654N","Joint Service Explosive Ordnance Development","118 ","Y","Y","U",2012,"Total",11954,NA,NA,NA,NA
"305",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","05","System Development & Demonstration","119 ","0604703N","Personnel, Training, Simulation, and Human Factors","119 ","Y","Y","U",2012,"Total",12552,NA,NA,NA,NA
"306",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","05","System Development & Demonstration","120 ","0604727N","Joint Standoff Weapon Systems","120 ","Y","Y","U",2012,"Total",7303,NA,NA,NA,NA
"307",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","05","System Development & Demonstration","121 ","0604755N","Ship Self Defense (Detect & Control)","121 ","Y","Y","U",2012,"Total",71094,NA,NA,NA,NA
"308",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","05","System Development & Demonstration","122 ","0604756N","Ship Self Defense (Engage: Hard Kill)","122 ","Y","Y","U",2012,"Total",20041,NA,NA,NA,NA
"309",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","05","System Development & Demonstration","123 ","0604757N","Ship Self Defense (Engage: Soft Kill/EW)","123 ","Y","Y","U",2012,"Total",179033,NA,NA,NA,NA
"310",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","05","System Development & Demonstration","124 ","0604761N","Intelligence Engineering","124 ","Y","Y","U",2012,"Total",2196,NA,NA,NA,NA
"311",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","05","System Development & Demonstration","125 ","0604771N","Medical Development","125 ","Y","Y","U",2012,"Total",32118,NA,NA,NA,NA
"312",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","05","System Development & Demonstration","126 ","0604777N","Navigation/ID System","126 ","Y","Y","U",2012,"Total",38389,NA,NA,NA,NA
"313",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","05","System Development & Demonstration","127 ","0604800M","Joint Strike Fighter (JSF) - EMD","127 ","Y","Y","U",2012,"Total",617695,NA,NA,NA,NA
"314",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","05","System Development & Demonstration","128 ","0604800N","Joint Strike Fighter (JSF) - EMD","128 ","Y","Y","U",2012,"Total",632042,NA,NA,NA,NA
"315",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","05","System Development & Demonstration","129 ","0605013M","Information Technology Development","129 ","Y","Y","U",2012,"Total",19080,NA,NA,NA,NA
"316",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","05","System Development & Demonstration","130 ","0605013N","Information Technology Development","130 ","Y","Y","U",2012,"Total",28919,NA,NA,NA,NA
"317",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","05","System Development & Demonstration","131 ","0605018N","Navy Integrated Military Human Resources System (N-IMHRS)","131 ","Y","Y","U",2012,"Total",2367,NA,NA,NA,NA
"318",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","05","System Development & Demonstration","132 ","0605212N","CH-53K RDTE","132 ","Y","Y","U",2012,"Total",606255,NA,NA,NA,NA
"319",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","05","System Development & Demonstration","133 ","0605450N","Joint Air-to-Ground Missile (JAGM)","133 ","Y","Y","U",2012,"Total",108395,NA,NA,NA,NA
"320",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","05","System Development & Demonstration","134 ","0605500N","Multi-mission Maritime Aircraft (MMA)","134 ","Y","Y","U",2012,"Total",595532,NA,NA,NA,NA
"321",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","05","System Development & Demonstration","135 ","0204202N","DDG-1000","135 ","Y","Y","U",2012,"Total",249780,NA,NA,NA,NA
"322",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","05","System Development & Demonstration","136 ","0304231N","Tactical Command System - MIP","136 ","Y","Y","U",2012,"Total",979,NA,NA,NA,NA
"323",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","05","System Development & Demonstration","137 ","0304785N","Tactical Cryptologic Systems","137 ","Y","Y","U",2012,"Total",31740,NA,NA,NA,NA
"324",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","05","System Development & Demonstration","138 ","0305124N","Special Applications Program","138 ","Y","Y","U",2012,"Total",1e+05,NA,NA,NA,NA
"325",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","06","Management Support","139 ","0604256N","Threat Simulator Development","139 ","Y","Y","U",2012,"Total",27687,NA,NA,NA,NA
"326",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","06","Management Support","140 ","0604258N","Target Systems Development","140 ","Y","Y","U",2012,"Total",52561,NA,NA,NA,NA
"327",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","06","Management Support","141 ","0604759N","Major T&E Investment","141 ","Y","Y","U",2012,"Total",36670,NA,NA,NA,NA
"328",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","06","Management Support","142 ","0605126N","Joint Theater Air and Missile Defense Organization","142 ","Y","Y","U",2012,"Total",2896,NA,NA,NA,NA
"329",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","06","Management Support","143 ","0605152N","Studies and Analysis Support - Navy","143 ","Y","Y","U",2012,"Total",18431,NA,NA,NA,NA
"330",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","06","Management Support","144 ","0605154N","Center for Naval Analyses","144 ","Y","Y","U",2012,"Total",46312,NA,NA,NA,NA
"331",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","06","Management Support","145 ","0605502N","Small Business Innovative Research","145 ","Y","Y","U",2012,"Total",325202,NA,NA,NA,NA
"332",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","06","Management Support","146 ","0605804N","Technical Information Services","146 ","Y","Y","U",2012,"Total",1230,NA,NA,NA,NA
"333",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","06","Management Support","147 ","0605853N","Management, Technical  & International Support","147 ","Y","Y","U",2012,"Total",56441,NA,NA,NA,NA
"334",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","06","Management Support","148 ","0605856N","Strategic Technical Support","148 ","Y","Y","U",2012,"Total",3192,NA,NA,NA,NA
"335",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","06","Management Support","149 ","0605861N","RDT&E Science and Technology Management","149 ","Y","Y","U",2012,"Total",72778,NA,NA,NA,NA
"336",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","06","Management Support","150 ","0605863N","RDT&E Ship and Aircraft Support","150 ","Y","Y","U",2012,"Total",134087,NA,NA,NA,NA
"337",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","06","Management Support","151 ","0605864N","Test and Evaluation Support","151 ","Y","Y","U",2012,"Total",333344,NA,NA,NA,NA
"338",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","06","Management Support","152 ","0605865N","Operational Test and Evaluation Capability","152 ","Y","Y","U",2012,"Total",16464,NA,NA,NA,NA
"339",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","06","Management Support","153 ","0605866N","Navy Space and Electronic Warfare (SEW) Support","153 ","Y","Y","U",2012,"Total",4152,NA,NA,NA,NA
"340",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","06","Management Support","154 ","0605867N","SEW Surveillance/Reconnaissance Support","154 ","Y","Y","U",2012,"Total",7642,NA,NA,NA,NA
"341",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","06","Management Support","155 ","0605873M","Marine Corps Program Wide Support","155 ","Y","Y","U",2012,"Total",26303,NA,NA,NA,NA
"342",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","06","Management Support","156 ","0305885N","Tactical Cryptologic Activities","156 ","Y","Y","U",2012,"Total",1198,NA,NA,NA,NA
"343",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","06","Management Support","157 ","0909999N","Financing for Cancelled Account Adjustments","157 ","Y","Y","U",2012,"Total",441,NA,NA,NA,NA
"344",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","159 ","0604227N","HARPOON Modifications","159 ","Y","Y","U",2012,"Total",0,NA,NA,NA,NA
"345",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","160 ","0604402N","Unmanned Combat Air Vehicle (UCAV) Advanced Component and Prototype Development","160 ","Y","Y","U",2012,"Total",202188,NA,NA,NA,NA
"346",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","161 ","0604717M","Marine Corps Combat Services Support","161 ","Y","Y","U",2012,"Total",392,NA,NA,NA,NA
"347",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","162 ","0604766M","Marine Corps Data Systems","162 ","Y","Y","U",2012,"Total",1617,NA,NA,NA,NA
"348",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","163 ","0605525N","Carrier Onboard Delivery (COD) Follow On","163 ","Y","Y","U",2012,"Total",0,NA,NA,NA,NA
"349",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","164 ","0605555N","Strike Weapons Development","164 ","Y","Y","U",2012,"Total",0,NA,NA,NA,NA
"350",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","165 ","0101221N","Strategic Sub & Weapons System Support","165 ","Y","Y","U",2012,"Total",87454,NA,NA,NA,NA
"351",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","166 ","0101224N","SSBN Security Technology Program","166 ","Y","Y","U",2012,"Total",32464,NA,NA,NA,NA
"352",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","167 ","0101226N","Submarine Acoustic Warfare Development","167 ","Y","Y","U",2012,"Total",6210,NA,NA,NA,NA
"353",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","168 ","0101402N","Navy Strategic Communications","168 ","Y","Y","U",2012,"Total",24075,NA,NA,NA,NA
"354",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","169 ","0203761N","Rapid Technology Transition (RTT)","169 ","Y","Y","U",2012,"Total",32959,NA,NA,NA,NA
"355",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","170 ","0204136N","F/A-18 Squadrons","170 ","Y","Y","U",2012,"Total",148313,NA,NA,NA,NA
"356",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","171 ","0204152N","E-2 Squadrons","171 ","Y","Y","U",2012,"Total",11276,NA,NA,NA,NA
"357",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","172 ","0204163N","Fleet Telecommunications (Tactical)","172 ","Y","Y","U",2012,"Total",2035,NA,NA,NA,NA
"358",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","173 ","0204228N","Surface Support","173 ","Y","Y","U",2012,"Total",3292,NA,NA,NA,NA
"359",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","174 ","0204229N","Tomahawk and Tomahawk Mission Planning Center (TMPC)","174 ","Y","Y","U",2012,"Total",8581,NA,NA,NA,NA
"360",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","175 ","0204311N","Integrated Surveillance System","175 ","Y","Y","U",2012,"Total",29275,NA,NA,NA,NA
"361",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","176 ","0204413N","Amphibious Tactical Support Units (Displacement Craft)","176 ","Y","Y","U",2012,"Total",5085,NA,NA,NA,NA
"362",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","177 ","0204460M","Ground/Air Task Oriented Radar (G/ATOR)","177 ","Y","Y","U",2012,"Total",0,NA,NA,NA,NA
"363",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","178 ","0204571N","Consolidated Training Systems Development","178 ","Y","Y","U",2012,"Total",38055,NA,NA,NA,NA
"364",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","179 ","0204574N","Cryptologic Direct Support","179 ","Y","Y","U",2012,"Total",1447,NA,NA,NA,NA
"365",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","180 ","0204575N","Electronic Warfare (EW) Readiness Support","180 ","Y","Y","U",2012,"Total",17686,NA,NA,NA,NA
"366",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","181 ","0205601N","HARM Improvement","181 ","Y","Y","U",2012,"Total",11748,NA,NA,NA,NA
"367",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","182 ","0205604N","Tactical Data Links","182 ","Y","Y","U",2012,"Total",62367,NA,NA,NA,NA
"368",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","183 ","0205620N","Surface ASW Combat System Integration","183 ","Y","Y","U",2012,"Total",28927,NA,NA,NA,NA
"369",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","184 ","0205632N","MK-48 ADCAP","184 ","Y","Y","U",2012,"Total",45130,NA,NA,NA,NA
"370",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","185 ","0205633N","Aviation Improvements","185 ","Y","Y","U",2012,"Total",101135,NA,NA,NA,NA
"371",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","186 ","0205658N","Navy Science Assistance Program","186 ","Y","Y","U",2012,"Total",1937,NA,NA,NA,NA
"372",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","187 ","0205675N","Operational Nuclear Power Systems","187 ","Y","Y","U",2012,"Total",82705,NA,NA,NA,NA
"373",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","188 ","0206313M","Marine Corps Communications Systems","188 ","Y","Y","U",2012,"Total",313832,NA,NA,NA,NA
"374",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","189 ","0206623M","Marine Corps Ground Combat/Supporting Arms Systems","189 ","Y","Y","U",2012,"Total",153435,NA,NA,NA,NA
"375",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","190 ","0206624M","Marine Corps Combat Services Support","190 ","Y","Y","U",2012,"Total",45803,NA,NA,NA,NA
"376",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","191 ","0206625M","USMC Intelligence/Electronic Warfare Systems (MIP)","191 ","Y","Y","U",2012,"Total",19627,NA,NA,NA,NA
"377",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","192 ","0207161N","Tactical AIM Missiles","192 ","Y","Y","U",2012,"Total",8463,NA,NA,NA,NA
"378",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","193 ","0207163N","Advanced Medium Range Air-to-Air Missile (AMRAAM)","193 ","Y","Y","U",2012,"Total",2803,NA,NA,NA,NA
"379",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","194 ","0208058N","Joint High Speed Vessel (JHSV)","194 ","Y","Y","U",2012,"Total",3991,NA,NA,NA,NA
"380",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","199 ","0303109N","Satellite Communications (SPACE)","199 ","Y","Y","U",2012,"Total",258812,NA,NA,NA,NA
"381",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","200 ","0303138N","Consolidated Afloat Network Enterprise Services (CANES)","200 ","Y","Y","U",2012,"Total",24039,NA,NA,NA,NA
"382",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","201 ","0303140N","Information Systems Security Program","201 ","Y","Y","U",2012,"Total",38747,NA,NA,NA,NA
"383",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","202 ","0303150M","WWMCCS/Global Command and Control System","202 ","Y","Y","U",2012,"Total",1226,NA,NA,NA,NA
"384",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","203 ","0303238N","Consolidated Afloat Network Enterprise Services (CANES) - MIP","203 ","Y","Y","U",2012,"Total",6602,NA,NA,NA,NA
"385",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","205 ","0305149N","COBRA JUDY","205 ","Y","Y","U",2012,"Total",40605,NA,NA,NA,NA
"386",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","206 ","0305160N","Navy Meteorological and Ocean Sensors-Space (METOC)","206 ","Y","Y","U",2012,"Total",820,NA,NA,NA,NA
"387",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","207 ","0305192N","Military Intelligence Program (MIP) Activities","207 ","Y","Y","U",2012,"Total",4099,NA,NA,NA,NA
"388",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","208 ","0305204N","Tactical Unmanned Aerial Vehicles","208 ","Y","Y","U",2012,"Total",9353,NA,NA,NA,NA
"389",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","209 ","0305206N","Airborne Reconnaissance Systems","209 ","Y","Y","U",2012,"Total",20000,NA,NA,NA,NA
"390",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","210 ","0305207N","Manned Reconnaissance Systems","210 ","Y","Y","U",2012,"Total",0,NA,NA,NA,NA
"391",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","211 ","0305208M","Distributed Common Ground/Surface Systems","211 ","Y","Y","U",2012,"Total",22309,NA,NA,NA,NA
"392",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","212 ","0305208N","Distributed Common Ground/Surface Systems","212 ","Y","Y","U",2012,"Total",27495,NA,NA,NA,NA
"393",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","213 ","0305220N","RQ-4 UAV","213 ","Y","Y","U",2012,"Total",548617,NA,NA,NA,NA
"394",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","214 ","0305231N","MQ-8 UAV","214 ","Y","Y","U",2012,"Total",110011,NA,NA,NA,NA
"395",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","215 ","0305232M","RQ-11 UAV","215 ","Y","Y","U",2012,"Total",979,NA,NA,NA,NA
"396",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","216 ","0305233N","RQ-7 UAV","216 ","Y","Y","U",2012,"Total",872,NA,NA,NA,NA
"397",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","217 ","0305234N","Small (Level 0) Tactical UAS (STUASL0)","217 ","Y","Y","U",2012,"Total",20287,NA,NA,NA,NA
"398",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","218 ","0305237N","Medium Range Maritime UAS","218 ","Y","Y","U",2012,"Total",13237,NA,NA,NA,NA
"399",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","219 ","0305239M","RQ-21A","219 ","Y","Y","U",2012,"Total",24201,NA,NA,NA,NA
"400",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","220 ","0305241N","Multi-Intelligence Sensor Development","220 ","Y","Y","U",2012,"Total",0,NA,NA,NA,NA
"401",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","221 ","0308601N","Modeling and Simulation Support","221 ","Y","Y","U",2012,"Total",8072,NA,NA,NA,NA
"402",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","222 ","0702207N","Depot Maintenance (Non-IF)","222 ","Y","Y","U",2012,"Total",24473,NA,NA,NA,NA
"403",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","223 ","0708011N","Industrial Preparedness","223 ","Y","Y","U",2012,"Total",51778,NA,NA,NA,NA
"404",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","224 ","0708730N","Maritime Technology (MARITECH)","224 ","Y","Y","U",2012,"Total",3923,NA,NA,NA,NA
"405",2014,"1319N","Research, Development, Test & Eval, Navy",NA,"07","Operational Systems Development",NA,"9999999999","Classified Programs",NA,"Y","Y","U",2012,"Total",1341748,NA,NA,NA,NA
"406",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","20","Undistributed","225 ","0901560N","Continuing Resolution Programs","225 ","Y","Y","U",2012,"Total",0,NA,NA,NA,NA
"407",2014,"3600F","Research, Development, Test & Eval, AF","AF","01","Basic Research","1   ","0601102F","Defense Research Sciences","1   ","Y","Y","U",2012,"Total",347833,NA,NA,NA,NA
"408",2014,"3600F","Research, Development, Test & Eval, AF","AF","01","Basic Research","2   ","0601103F","University Research Initiatives","2   ","Y","Y","U",2012,"Total",131957,NA,NA,NA,NA
"409",2014,"3600F","Research, Development, Test & Eval, AF","AF","01","Basic Research","3   ","0601108F","High Energy Laser Research Initiatives","3   ","Y","Y","U",2012,"Total",13819,NA,NA,NA,NA
"410",2014,"3600F","Research, Development, Test & Eval, AF","AF","02","Applied Research","4   ","0602102F","Materials","4   ","Y","Y","U",2012,"Total",142417,NA,NA,NA,NA
"411",2014,"3600F","Research, Development, Test & Eval, AF","AF","02","Applied Research","5   ","0602201F","Aerospace Vehicle Technologies","5   ","Y","Y","U",2012,"Total",145392,NA,NA,NA,NA
"412",2014,"3600F","Research, Development, Test & Eval, AF","AF","02","Applied Research","6   ","0602202F","Human Effectiveness Applied Research","6   ","Y","Y","U",2012,"Total",93034,NA,NA,NA,NA
"413",2014,"3600F","Research, Development, Test & Eval, AF","AF","02","Applied Research","7   ","0602203F","Aerospace Propulsion","7   ","Y","Y","U",2012,"Total",207768,NA,NA,NA,NA
"414",2014,"3600F","Research, Development, Test & Eval, AF","AF","02","Applied Research","8   ","0602204F","Aerospace Sensors","8   ","Y","Y","U",2012,"Total",136327,NA,NA,NA,NA
"415",2014,"3600F","Research, Development, Test & Eval, AF","AF","02","Applied Research","9   ","0602601F","Space Technology","9   ","Y","Y","U",2012,"Total",117986,NA,NA,NA,NA
"416",2014,"3600F","Research, Development, Test & Eval, AF","AF","02","Applied Research","10  ","0602602F","Conventional Munitions","10  ","Y","Y","U",2012,"Total",60725,NA,NA,NA,NA
"417",2014,"3600F","Research, Development, Test & Eval, AF","AF","02","Applied Research","11  ","0602605F","Directed Energy Technology","11  ","Y","Y","U",2012,"Total",139769,NA,NA,NA,NA
"418",2014,"3600F","Research, Development, Test & Eval, AF","AF","02","Applied Research","12  ","0602788F","Dominant Information Sciences and Methods","12  ","Y","Y","U",2012,"Total",139980,NA,NA,NA,NA
"419",2014,"3600F","Research, Development, Test & Eval, AF","AF","02","Applied Research","13  ","0602890F","High Energy Laser Research","13  ","Y","Y","U",2012,"Total",52186,NA,NA,NA,NA
"420",2014,"3600F","Research, Development, Test & Eval, AF","AF","03","Advanced Technology Development","14  ","0603112F","Advanced Materials for Weapon Systems","14  ","Y","Y","U",2012,"Total",60626,NA,NA,NA,NA
"421",2014,"3600F","Research, Development, Test & Eval, AF","AF","03","Advanced Technology Development","15  ","0603199F","Sustainment Science and Technology (S&T)","15  ","Y","Y","U",2012,"Total",5618,NA,NA,NA,NA
"422",2014,"3600F","Research, Development, Test & Eval, AF","AF","03","Advanced Technology Development","16  ","0603203F","Advanced Aerospace Sensors","16  ","Y","Y","U",2012,"Total",119227,NA,NA,NA,NA
"423",2014,"3600F","Research, Development, Test & Eval, AF","AF","03","Advanced Technology Development","17  ","0603211F","Aerospace Technology Dev/Demo","17  ","Y","Y","U",2012,"Total",64544,NA,NA,NA,NA
"424",2014,"3600F","Research, Development, Test & Eval, AF","AF","03","Advanced Technology Development","18  ","0603216F","Aerospace Propulsion and Power Technology","18  ","Y","Y","U",2012,"Total",115725,NA,NA,NA,NA
"425",2014,"3600F","Research, Development, Test & Eval, AF","AF","03","Advanced Technology Development","19  ","0603270F","Electronic Combat Technology","19  ","Y","Y","U",2012,"Total",21896,NA,NA,NA,NA
"426",2014,"3600F","Research, Development, Test & Eval, AF","AF","03","Advanced Technology Development","20  ","0603401F","Advanced Spacecraft Technology","20  ","Y","Y","U",2012,"Total",70643,NA,NA,NA,NA
