"","SourceFiscalYear","AccountDSI","AccountTitle","Organization","BudgetActivity","BudgetActivityTitle","LineNumber","ProgramElement","ProgramElementTitle","LineNumber","IncludeInTOA","IncludeInTOA","Classified","FiscalYear","OriginType","ActualTotal","EnactedTotal","EnactedType","PBtotal","PBtype"
"3844",2014,"2040A","Research, Development, Test & Eval, Army","ARMY","07","Operational Systems Development","182 ","0305232A","RQ-11 UAV","182 ","Y","Y","U",2014,"Base",NA,NA,NA,NA,2321
"3845",2014,"2040A","Research, Development, Test & Eval, Army","ARMY","07","Operational Systems Development","183 ","0305233A","RQ-7 UAV","183 ","Y","Y","U",2014,"Base",NA,NA,NA,NA,12031
"3846",2014,"2040A","Research, Development, Test & Eval, Army","ARMY","07","Operational Systems Development","184 ","0305235A","Vertical UAS","184 ","Y","Y","U",2014,"Base",NA,NA,NA,NA,0
"3847",2014,"2040A","Research, Development, Test & Eval, Army","ARMY","07","Operational Systems Development","185 ","0307665A","Biometrics Enabled Intelligence","185 ","Y","Y","U",2014,"Base",NA,NA,NA,NA,12449
"3848",2014,"2040A","Research, Development, Test & Eval, Army","ARMY","07","Operational Systems Development","186 ","0708045A","End Item Industrial Preparedness Activities","186 ","Y","Y","U",2014,"Base",NA,NA,NA,NA,56136
"3849",2014,"2040A","Research, Development, Test & Eval, Army",NA,"07","Operational Systems Development",NA,"9999999999","Classified Programs",NA,"Y","Y","U",2014,"Base",NA,NA,NA,NA,4717
"3850",2014,"2040A","Research, Development, Test & Eval, Army","ARMY","20","Undistributed","187 ","0901560A","Continuing Resolution Programs","187 ","Y","Y","U",2014,"Base",NA,NA,NA,NA,0
"3851",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","01","Basic Research","1   ","0601103N","University Research Initiatives","1   ","Y","Y","U",2014,"Base",NA,NA,NA,NA,112617
"3852",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","01","Basic Research","2   ","0601152N","In-House Laboratory Independent Research","2   ","Y","Y","U",2014,"Base",NA,NA,NA,NA,18230
"3853",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","01","Basic Research","3   ","0601153N","Defense Research Sciences","3   ","Y","Y","U",2014,"Base",NA,NA,NA,NA,484459
"3854",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","02","Applied Research","4   ","0602114N","Power Projection Applied Research","4   ","Y","Y","U",2014,"Base",NA,NA,NA,NA,104513
"3855",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","02","Applied Research","5   ","0602123N","Force Protection Applied Research","5   ","Y","Y","U",2014,"Base",NA,NA,NA,NA,145307
"3856",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","02","Applied Research","6   ","0602131M","Marine Corps Landing Force Technology","6   ","Y","Y","U",2014,"Base",NA,NA,NA,NA,47334
"3857",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","02","Applied Research","7   ","0602235N","Common Picture Applied Research","7   ","Y","Y","U",2014,"Base",NA,NA,NA,NA,34163
"3858",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","02","Applied Research","8   ","0602236N","Warfighter Sustainment Applied Research","8   ","Y","Y","U",2014,"Base",NA,NA,NA,NA,49689
"3859",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","02","Applied Research","9   ","0602271N","Electromagnetic Systems Applied Research","9   ","Y","Y","U",2014,"Base",NA,NA,NA,NA,97701
"3860",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","02","Applied Research","10  ","0602435N","Ocean Warfighting Environment Applied Research","10  ","Y","Y","U",2014,"Base",NA,NA,NA,NA,45685
"3861",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","02","Applied Research","11  ","0602651M","Joint Non-Lethal Weapons Applied Research","11  ","Y","Y","U",2014,"Base",NA,NA,NA,NA,6060
"3862",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","02","Applied Research","12  ","0602747N","Undersea Warfare Applied Research","12  ","Y","Y","U",2014,"Base",NA,NA,NA,NA,103050
"3863",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","02","Applied Research","13  ","0602750N","Future Naval Capabilities Applied Research","13  ","Y","Y","U",2014,"Base",NA,NA,NA,NA,169710
"3864",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","02","Applied Research","14  ","0602782N","Mine and Expeditionary Warfare Applied Research","14  ","Y","Y","U",2014,"Base",NA,NA,NA,NA,31326
"3865",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","03","Advanced Technology Development","15  ","0603114N","Power Projection Advanced Technology","15  ","Y","Y","U",2014,"Base",NA,NA,NA,NA,48201
"3866",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","03","Advanced Technology Development","16  ","0603123N","Force Protection Advanced Technology","16  ","Y","Y","U",2014,"Base",NA,NA,NA,NA,28328
"3867",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","03","Advanced Technology Development","17  ","0603235N","Common Picture Advanced Technology","17  ","Y","Y","U",2014,"Base",NA,NA,NA,NA,0
"3868",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","03","Advanced Technology Development","18  ","0603236N","Warfighter Sustainment Advanced Technology","18  ","Y","Y","U",2014,"Base",NA,NA,NA,NA,0
"3869",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","03","Advanced Technology Development","19  ","0603271N","Electromagnetic Systems Advanced Technology","19  ","Y","Y","U",2014,"Base",NA,NA,NA,NA,56179
"3870",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","03","Advanced Technology Development","20  ","0603640M","USMC Advanced Technology Demonstration (ATD)","20  ","Y","Y","U",2014,"Base",NA,NA,NA,NA,132400
"3871",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","03","Advanced Technology Development","21  ","0603651M","Joint Non-Lethal Weapons Technology Development","21  ","Y","Y","U",2014,"Base",NA,NA,NA,NA,11854
"3872",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","03","Advanced Technology Development","22  ","0603673N","Future Naval Capabilities Advanced Technology Development","22  ","Y","Y","U",2014,"Base",NA,NA,NA,NA,247931
"3873",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","03","Advanced Technology Development","23  ","0603729N","Warfighter Protection Advanced Technology","23  ","Y","Y","U",2014,"Base",NA,NA,NA,NA,4760
"3874",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","03","Advanced Technology Development","24  ","0603747N","Undersea Warfare Advanced Technology","24  ","Y","Y","U",2014,"Base",NA,NA,NA,NA,0
"3875",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","03","Advanced Technology Development","25  ","0603758N","Navy Warfighting Experiments and Demonstrations","25  ","Y","Y","U",2014,"Base",NA,NA,NA,NA,51463
"3876",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","03","Advanced Technology Development","26  ","0603782N","Mine and Expeditionary Warfare Advanced Technology","26  ","Y","Y","U",2014,"Base",NA,NA,NA,NA,2000
"3877",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","04","Advanced Component Development & Prototypes","27  ","0603207N","Air/Ocean Tactical Applications","27  ","Y","Y","U",2014,"Base",NA,NA,NA,NA,42246
"3878",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","04","Advanced Component Development & Prototypes","28  ","0603216N","Aviation Survivability","28  ","Y","Y","U",2014,"Base",NA,NA,NA,NA,5591
"3879",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","04","Advanced Component Development & Prototypes","29  ","0603237N","Deployable Joint Command and  Control","29  ","Y","Y","U",2014,"Base",NA,NA,NA,NA,3262
"3880",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","04","Advanced Component Development & Prototypes","30  ","0603251N","Aircraft Systems","30  ","Y","Y","U",2014,"Base",NA,NA,NA,NA,74
"3881",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","04","Advanced Component Development & Prototypes","31  ","0603254N","ASW Systems Development","31  ","Y","Y","U",2014,"Base",NA,NA,NA,NA,7964
"3882",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","04","Advanced Component Development & Prototypes","32  ","0603261N","Tactical Airborne Reconnaissance","32  ","Y","Y","U",2014,"Base",NA,NA,NA,NA,5257
"3883",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","04","Advanced Component Development & Prototypes","33  ","0603382N","Advanced Combat Systems Technology","33  ","Y","Y","U",2014,"Base",NA,NA,NA,NA,1570
"3884",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","04","Advanced Component Development & Prototypes","34  ","0603502N","Surface and Shallow Water Mine Countermeasures","34  ","Y","Y","U",2014,"Base",NA,NA,NA,NA,168040
"3885",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","04","Advanced Component Development & Prototypes","35  ","0603506N","Surface Ship Torpedo Defense","35  ","Y","Y","U",2014,"Base",NA,NA,NA,NA,88649
"3886",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","04","Advanced Component Development & Prototypes","36  ","0603512N","Carrier Systems Development","36  ","Y","Y","U",2014,"Base",NA,NA,NA,NA,83902
"3887",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","04","Advanced Component Development & Prototypes","37  ","0603525N","PILOT FISH","37  ","Y","Y","U",2014,"Base",NA,NA,NA,NA,108713
"3888",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","04","Advanced Component Development & Prototypes","38  ","0603527N","RETRACT LARCH","38  ","Y","Y","U",2014,"Base",NA,NA,NA,NA,9316
"3889",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","04","Advanced Component Development & Prototypes","39  ","0603536N","RETRACT JUNIPER","39  ","Y","Y","U",2014,"Base",NA,NA,NA,NA,77108
"3890",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","04","Advanced Component Development & Prototypes","40  ","0603542N","Radiological Control","40  ","Y","Y","U",2014,"Base",NA,NA,NA,NA,762
"3891",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","04","Advanced Component Development & Prototypes","41  ","0603553N","Surface ASW","41  ","Y","Y","U",2014,"Base",NA,NA,NA,NA,2349
"3892",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","04","Advanced Component Development & Prototypes","42  ","0603561N","Advanced Submarine System Development","42  ","Y","Y","U",2014,"Base",NA,NA,NA,NA,852977
"3893",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","04","Advanced Component Development & Prototypes","43  ","0603562N","Submarine Tactical Warfare Systems","43  ","Y","Y","U",2014,"Base",NA,NA,NA,NA,8764
"3894",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","04","Advanced Component Development & Prototypes","44  ","0603563N","Ship Concept Advanced Design","44  ","Y","Y","U",2014,"Base",NA,NA,NA,NA,20501
"3895",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","04","Advanced Component Development & Prototypes","45  ","0603564N","Ship Preliminary Design & Feasibility Studies","45  ","Y","Y","U",2014,"Base",NA,NA,NA,NA,27052
"3896",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","04","Advanced Component Development & Prototypes","46  ","0603570N","Advanced Nuclear Power Systems","46  ","Y","Y","U",2014,"Base",NA,NA,NA,NA,428933
"3897",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","04","Advanced Component Development & Prototypes","47  ","0603573N","Advanced Surface Machinery Systems","47  ","Y","Y","U",2014,"Base",NA,NA,NA,NA,27154
"3898",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","04","Advanced Component Development & Prototypes","48  ","0603576N","CHALK EAGLE","48  ","Y","Y","U",2014,"Base",NA,NA,NA,NA,519140
"3899",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","04","Advanced Component Development & Prototypes","49  ","0603581N","Littoral Combat Ship (LCS)","49  ","Y","Y","U",2014,"Base",NA,NA,NA,NA,406389
"3900",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","04","Advanced Component Development & Prototypes","50  ","0603582N","Combat System Integration","50  ","Y","Y","U",2014,"Base",NA,NA,NA,NA,36570
"3901",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","04","Advanced Component Development & Prototypes","51  ","0603609N","Conventional Munitions","51  ","Y","Y","U",2014,"Base",NA,NA,NA,NA,8404
"3902",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","04","Advanced Component Development & Prototypes","52  ","0603611M","Marine Corps Assault Vehicles","52  ","Y","Y","U",2014,"Base",NA,NA,NA,NA,136967
"3903",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","04","Advanced Component Development & Prototypes","53  ","0603635M","Marine Corps Ground Combat/Support System","53  ","Y","Y","U",2014,"Base",NA,NA,NA,NA,1489
"3904",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","04","Advanced Component Development & Prototypes","54  ","0603654N","Joint Service Explosive Ordnance Development","54  ","Y","Y","U",2014,"Base",NA,NA,NA,NA,38422
"3905",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","04","Advanced Component Development & Prototypes","55  ","0603658N","Cooperative Engagement","55  ","Y","Y","U",2014,"Base",NA,NA,NA,NA,69312
"3906",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","04","Advanced Component Development & Prototypes","56  ","0603713N","Ocean Engineering Technology Development","56  ","Y","Y","U",2014,"Base",NA,NA,NA,NA,9196
"3907",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","04","Advanced Component Development & Prototypes","57  ","0603721N","Environmental Protection","57  ","Y","Y","U",2014,"Base",NA,NA,NA,NA,18850
"3908",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","04","Advanced Component Development & Prototypes","58  ","0603724N","Navy Energy Program","58  ","Y","Y","U",2014,"Base",NA,NA,NA,NA,45618
"3909",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","04","Advanced Component Development & Prototypes","59  ","0603725N","Facilities Improvement","59  ","Y","Y","U",2014,"Base",NA,NA,NA,NA,3019
"3910",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","04","Advanced Component Development & Prototypes","60  ","0603734N","CHALK CORAL","60  ","Y","Y","U",2014,"Base",NA,NA,NA,NA,144951
"3911",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","04","Advanced Component Development & Prototypes","61  ","0603739N","Navy Logistic Productivity","61  ","Y","Y","U",2014,"Base",NA,NA,NA,NA,5797
"3912",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","04","Advanced Component Development & Prototypes","62  ","0603746N","RETRACT MAPLE","62  ","Y","Y","U",2014,"Base",NA,NA,NA,NA,308131
"3913",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","04","Advanced Component Development & Prototypes","63  ","0603748N","LINK PLUMERIA","63  ","Y","Y","U",2014,"Base",NA,NA,NA,NA,195189
"3914",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","04","Advanced Component Development & Prototypes","64  ","0603751N","RETRACT ELM","64  ","Y","Y","U",2014,"Base",NA,NA,NA,NA,56358
"3915",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","04","Advanced Component Development & Prototypes","65  ","0603764N","LINK EVERGREEN","65  ","Y","Y","U",2014,"Base",NA,NA,NA,NA,55378
"3916",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","04","Advanced Component Development & Prototypes","66  ","0603787N","Special Processes","66  ","Y","Y","U",2014,"Base",NA,NA,NA,NA,48842
"3917",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","04","Advanced Component Development & Prototypes","67  ","0603790N","NATO Research and Development","67  ","Y","Y","U",2014,"Base",NA,NA,NA,NA,7509
"3918",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","04","Advanced Component Development & Prototypes","68  ","0603795N","Land Attack Technology","68  ","Y","Y","U",2014,"Base",NA,NA,NA,NA,5075
"3919",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","04","Advanced Component Development & Prototypes","69  ","0603851M","Joint Non-Lethal Weapons Testing","69  ","Y","Y","U",2014,"Base",NA,NA,NA,NA,51178
"3920",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","04","Advanced Component Development & Prototypes","70  ","0603860N","Joint Precision Approach and Landing Systems - Dem/Val","70  ","Y","Y","U",2014,"Base",NA,NA,NA,NA,205615
"3921",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","04","Advanced Component Development & Prototypes","71  ","0603889N","Counterdrug RDT&E Projects","71  ","Y","Y","U",2014,"Base",NA,NA,NA,NA,0
"3922",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","04","Advanced Component Development & Prototypes","72  ","0604272N","Tactical Air Directional Infrared Countermeasures (TADIRCM)","72  ","Y","Y","U",2014,"Base",NA,NA,NA,NA,37227
"3923",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","04","Advanced Component Development & Prototypes","73  ","0604279N","ASE Self-Protection Optimization","73  ","Y","Y","U",2014,"Base",NA,NA,NA,NA,169
"3924",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","04","Advanced Component Development & Prototypes","74  ","0604653N","Joint Counter Radio Controlled IED Electronic Warfare (JCREW)","74  ","Y","Y","U",2014,"Base",NA,NA,NA,NA,20874
"3925",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","04","Advanced Component Development & Prototypes","75  ","0604659N","Precision Strike Weapons Development Program","75  ","Y","Y","U",2014,"Base",NA,NA,NA,NA,2257
"3926",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","04","Advanced Component Development & Prototypes","76  ","0604707N","Space and Electronic Warfare (SEW) Architecture/Engineering Support","76  ","Y","Y","U",2014,"Base",NA,NA,NA,NA,38327
"3927",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","04","Advanced Component Development & Prototypes","77  ","0604786N","Offensive Anti-Surface Warfare Weapon Development","77  ","Y","Y","U",2014,"Base",NA,NA,NA,NA,135985
"3928",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","04","Advanced Component Development & Prototypes","78  ","0605812M","Joint Light Tactical Vehicle (JLTV) Engineering and Manufacturing Development Ph","78  ","Y","Y","U",2014,"Base",NA,NA,NA,NA,50362
"3929",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","04","Advanced Component Development & Prototypes","79  ","0303354N","ASW Systems Development - MIP","79  ","Y","Y","U",2014,"Base",NA,NA,NA,NA,8448
"3930",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","04","Advanced Component Development & Prototypes","80  ","0304270N","Electronic Warfare Development - MIP","80  ","Y","Y","U",2014,"Base",NA,NA,NA,NA,153
"3931",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","05","System Development & Demonstration","81  ","0604212N","Other Helo Development","81  ","Y","Y","U",2014,"Base",NA,NA,NA,NA,40558
"3932",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","05","System Development & Demonstration","82  ","0604214N","AV-8B Aircraft - Eng Dev","82  ","Y","Y","U",2014,"Base",NA,NA,NA,NA,35825
"3933",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","05","System Development & Demonstration","83  ","0604215N","Standards Development","83  ","Y","Y","U",2014,"Base",NA,NA,NA,NA,99891
"3934",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","05","System Development & Demonstration","84  ","0604216N","Multi-Mission Helicopter Upgrade Development","84  ","Y","Y","U",2014,"Base",NA,NA,NA,NA,17565
"3935",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","05","System Development & Demonstration","85  ","0604218N","Air/Ocean Equipment Engineering","85  ","Y","Y","U",2014,"Base",NA,NA,NA,NA,4026
"3936",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","05","System Development & Demonstration","86  ","0604221N","P-3 Modernization Program","86  ","Y","Y","U",2014,"Base",NA,NA,NA,NA,1791
"3937",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","05","System Development & Demonstration","87  ","0604230N","Warfare Support System","87  ","Y","Y","U",2014,"Base",NA,NA,NA,NA,11725
"3938",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","05","System Development & Demonstration","88  ","0604231N","Tactical Command System","88  ","Y","Y","U",2014,"Base",NA,NA,NA,NA,68463
"3939",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","05","System Development & Demonstration","89  ","0604234N","Advanced Hawkeye","89  ","Y","Y","U",2014,"Base",NA,NA,NA,NA,152041
"3940",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","05","System Development & Demonstration","90  ","0604245N","H-1 Upgrades","90  ","Y","Y","U",2014,"Base",NA,NA,NA,NA,47123
"3941",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","05","System Development & Demonstration","91  ","0604261N","Acoustic Search Sensors","91  ","Y","Y","U",2014,"Base",NA,NA,NA,NA,30208
"3942",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","05","System Development & Demonstration","92  ","0604262N","V-22A","92  ","Y","Y","U",2014,"Base",NA,NA,NA,NA,43084
"3943",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","05","System Development & Demonstration","93  ","0604264N","Air Crew Systems Development","93  ","Y","Y","U",2014,"Base",NA,NA,NA,NA,11401
"3944",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","05","System Development & Demonstration","94  ","0604269N","EA-18","94  ","Y","Y","U",2014,"Base",NA,NA,NA,NA,11138
"3945",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","05","System Development & Demonstration","95  ","0604270N","Electronic Warfare Development","95  ","Y","Y","U",2014,"Base",NA,NA,NA,NA,34964
"3946",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","05","System Development & Demonstration","96  ","0604273N","VH-71A Executive Helo Development","96  ","Y","Y","U",2014,"Base",NA,NA,NA,NA,94238
"3947",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","05","System Development & Demonstration","97  ","0604274N","Next Generation Jammer (NGJ)","97  ","Y","Y","U",2014,"Base",NA,NA,NA,NA,257796
"3948",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","05","System Development & Demonstration","98  ","0604280N","Joint Tactical Radio System - Navy (JTRS-Navy)","98  ","Y","Y","U",2014,"Base",NA,NA,NA,NA,3302
"3949",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","05","System Development & Demonstration","99  ","0604307N","Surface Combatant Combat System Engineering","99  ","Y","Y","U",2014,"Base",NA,NA,NA,NA,240298
"3950",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","05","System Development & Demonstration","100 ","0604311N","LPD-17 Class Systems Integration","100 ","Y","Y","U",2014,"Base",NA,NA,NA,NA,1214
"3951",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","05","System Development & Demonstration","101 ","0604329N","Small Diameter Bomb (SDB)","101 ","Y","Y","U",2014,"Base",NA,NA,NA,NA,46007
"3952",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","05","System Development & Demonstration","102 ","0604366N","Standard Missile Improvements","102 ","Y","Y","U",2014,"Base",NA,NA,NA,NA,75592
"3953",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","05","System Development & Demonstration","103 ","0604373N","Airborne MCM","103 ","Y","Y","U",2014,"Base",NA,NA,NA,NA,117854
"3954",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","05","System Development & Demonstration","104 ","0604376M","Marine Air Ground Task Force (MAGTF) Electronic Warfare (EW) for Aviation","104 ","Y","Y","U",2014,"Base",NA,NA,NA,NA,10080
"3955",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","05","System Development & Demonstration","105 ","0604378N","Naval Integrated Fire Control - Counter Air Systems Engineering","105 ","Y","Y","U",2014,"Base",NA,NA,NA,NA,21413
"3956",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","05","System Development & Demonstration","106 ","0604404N","Unmanned Carrier Launched Airborne Surveillance and Strike (UCLASS) System","106 ","Y","Y","U",2014,"Base",NA,NA,NA,NA,146683
"3957",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","05","System Development & Demonstration","107 ","0604501N","Advanced Above Water Sensors","107 ","Y","Y","U",2014,"Base",NA,NA,NA,NA,275871
"3958",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","05","System Development & Demonstration","108 ","0604503N","SSN-688 and Trident Modernization","108 ","Y","Y","U",2014,"Base",NA,NA,NA,NA,89672
"3959",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","05","System Development & Demonstration","109 ","0604504N","Air Control","109 ","Y","Y","U",2014,"Base",NA,NA,NA,NA,13754
"3960",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","05","System Development & Demonstration","110 ","0604512N","Shipboard Aviation Systems","110 ","Y","Y","U",2014,"Base",NA,NA,NA,NA,69615
"3961",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","05","System Development & Demonstration","111 ","0604518N","Combat Information Center Conversion","111 ","Y","Y","U",2014,"Base",NA,NA,NA,NA,0
"3962",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","05","System Development & Demonstration","112 ","0604558N","New Design SSN","112 ","Y","Y","U",2014,"Base",NA,NA,NA,NA,121566
"3963",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","05","System Development & Demonstration","113 ","0604562N","Submarine Tactical Warfare System","113 ","Y","Y","U",2014,"Base",NA,NA,NA,NA,49143
"3964",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","05","System Development & Demonstration","114 ","0604567N","Ship Contract Design/ Live Fire T&E","114 ","Y","Y","U",2014,"Base",NA,NA,NA,NA,155254
"3965",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","05","System Development & Demonstration","115 ","0604574N","Navy Tactical Computer Resources","115 ","Y","Y","U",2014,"Base",NA,NA,NA,NA,3689
"3966",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","05","System Development & Demonstration","116 ","0604601N","Mine Development","116 ","Y","Y","U",2014,"Base",NA,NA,NA,NA,5041
"3967",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","05","System Development & Demonstration","117 ","0604610N","Lightweight Torpedo Development","117 ","Y","Y","U",2014,"Base",NA,NA,NA,NA,26444
"3968",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","05","System Development & Demonstration","118 ","0604654N","Joint Service Explosive Ordnance Development","118 ","Y","Y","U",2014,"Base",NA,NA,NA,NA,8897
"3969",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","05","System Development & Demonstration","119 ","0604703N","Personnel, Training, Simulation, and Human Factors","119 ","Y","Y","U",2014,"Base",NA,NA,NA,NA,6233
"3970",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","05","System Development & Demonstration","120 ","0604727N","Joint Standoff Weapon Systems","120 ","Y","Y","U",2014,"Base",NA,NA,NA,NA,442
"3971",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","05","System Development & Demonstration","121 ","0604755N","Ship Self Defense (Detect & Control)","121 ","Y","Y","U",2014,"Base",NA,NA,NA,NA,130360
"3972",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","05","System Development & Demonstration","122 ","0604756N","Ship Self Defense (Engage: Hard Kill)","122 ","Y","Y","U",2014,"Base",NA,NA,NA,NA,50209
"3973",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","05","System Development & Demonstration","123 ","0604757N","Ship Self Defense (Engage: Soft Kill/EW)","123 ","Y","Y","U",2014,"Base",NA,NA,NA,NA,164799
"3974",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","05","System Development & Demonstration","124 ","0604761N","Intelligence Engineering","124 ","Y","Y","U",2014,"Base",NA,NA,NA,NA,1984
"3975",2014,"1319N","Research, Development, Test & Eval, Navy","NAVY","05","System Development & Demonstration","125 ","0604771N","Medical Development","125 ","Y","Y","U",2014,"Base",NA,NA,NA,NA,9458
