"","SourceFiscalYear","AccountDSI","AccountTitle","Organization","BudgetActivity","BudgetActivityTitle","BSA","BSAtitle","LineNumber","LineItem","LineItemTitle","CostType","CostTypeTitle","LineNumber","AddOrNonAdd","Classified","FiscalYear","OriginType","ActualTotal","PBtotal","PBtype","QuantActualTotal","QuantPBtotal","QuantPBtype"
"4566",2012,"2034A","Procurement of Ammunition, Army","ARMY","01","Ammunition","37","Artillery Ammunition","19 ","3102E89500","Artillery Projectile, 155MM, All Types","A","Weapon System Cost","19 ","Add","U",2012,"Base",NA,NA,32887,NA,NA,0
"4567",2012,"2034A","Procurement of Ammunition, Army","ARMY","01","Ammunition","37","Artillery Ammunition","20 ","6600E80100","Proj 155mm Extended Range Xm982","A","Weapon System Cost","20 ","Add","U",2012,"Base",NA,NA,69074,NA,NA,0
"4568",2012,"2034A","Procurement of Ammunition, Army","ARMY","01","Ammunition","37","Artillery Ammunition","21 ","8750E27501","Artillery Propellants, Fuzes And Primers, All","A","Weapon System Cost","21 ","Add","U",2012,"Base",NA,NA,48205,NA,NA,0
"4569",2012,"2034A","Procurement of Ammunition, Army","ARMY","01","Ammunition","40","Artillery Fuzes","22 ","1506ER8000","Artillery Fuzes, All Types","A","Weapon System Cost","22 ","Add","U",2012,"Base",NA,NA,0,NA,NA,0
"4570",2012,"2034A","Procurement of Ammunition, Army","ARMY","01","Ammunition","43","Mines","23 ","0442EA0800","Mines & Clearing Charges, All Types","A","Weapon System Cost","23 ","Add","U",2012,"Base",NA,NA,2518,NA,NA,0
"4571",2012,"2034A","Procurement of Ammunition, Army","ARMY","01","Ammunition","43","Mines","24 ","8600E75100","Mine, Clearing Charge, All Types","A","Weapon System Cost","24 ","Add","U",2012,"Base",NA,NA,0,NA,NA,0
"4572",2012,"2034A","Procurement of Ammunition, Army","ARMY","01","Ammunition","44","Networked Munitions","25 ","9680E95900","Spider Network Munitions, All Types","A","Weapon System Cost","25 ","Add","U",2012,"Base",NA,NA,43123,NA,NA,0
"4573",2012,"2034A","Procurement of Ammunition, Army","ARMY","01","Ammunition","44","Networked Munitions","26 ","9691E96900","Scorpion, Intelligent Munitions System , All","A","Weapon System Cost","26 ","Add","U",2012,"Base",NA,NA,0,NA,NA,0
"4574",2012,"2034A","Procurement of Ammunition, Army","ARMY","01","Ammunition","45","Rockets","27 ","2348EA4000","Shoulder Launched Munitions, All Types","A","Weapon System Cost","27 ","Add","U",2012,"Base",NA,NA,19254,NA,NA,0
"4575",2012,"2034A","Procurement of Ammunition, Army","ARMY","01","Ammunition","45","Rockets","28 ","3246E37300","Rocket, Hydra 70, All Types","A","Weapon System Cost","28 ","Add","U",2012,"Base",NA,NA,127265,NA,NA,0
"4576",2012,"2034A","Procurement of Ammunition, Army","ARMY","01","Ammunition","47","Other Ammunition","29 ","2790E55400","Demolition Munitions, All Types","A","Weapon System Cost","29 ","Add","U",2012,"Base",NA,NA,53685,NA,NA,0
"4577",2012,"2034A","Procurement of Ammunition, Army","ARMY","01","Ammunition","47","Other Ammunition","30 ","4582E34000","Grenades, All Types","A","Weapon System Cost","30 ","Add","U",2012,"Base",NA,NA,42558,NA,NA,0
"4578",2012,"2034A","Procurement of Ammunition, Army","ARMY","01","Ammunition","47","Other Ammunition","31 ","6038E46900","Signals, All Types","A","Weapon System Cost","31 ","Add","U",2012,"Base",NA,NA,26173,NA,NA,0
"4579",2012,"2034A","Procurement of Ammunition, Army","ARMY","01","Ammunition","47","Other Ammunition","32 ","8278E51200","Simulators, All Types","A","Weapon System Cost","32 ","Add","U",2012,"Base",NA,NA,14108,NA,NA,0
"4580",2012,"2034A","Procurement of Ammunition, Army","ARMY","01","Ammunition","47","Other Ammunition","33 ","9846EM4000","All Other (Ammo)","A","Weapon System Cost","33 ","Add","U",2012,"Base",NA,NA,50,NA,NA,0
"4581",2012,"2034A","Procurement of Ammunition, Army","ARMY","01","Ammunition","50","Miscellaneous","34 ","0684EB0016","Ammo Components, All Types","A","Weapon System Cost","34 ","Add","U",2012,"Base",NA,NA,18296,NA,NA,0
"4582",2012,"2034A","Procurement of Ammunition, Army","ARMY","01","Ammunition","50","Miscellaneous","35 ","1430E91901","Non-Lethal Ammunition, All Types","A","Weapon System Cost","35 ","Add","U",2012,"Base",NA,NA,14864,NA,NA,0
"4583",2012,"2034A","Procurement of Ammunition, Army","ARMY","01","Ammunition","50","Miscellaneous","36 ","2430EA0003","Cad/Pad All Types","A","Weapon System Cost","36 ","Add","U",2012,"Base",NA,NA,5449,NA,NA,0
"4584",2012,"2034A","Procurement of Ammunition, Army","ARMY","01","Ammunition","50","Miscellaneous","37 ","2624EA0055","Items Less Than $5 Million","A","Weapon System Cost","37 ","Add","U",2012,"Base",NA,NA,11009,NA,NA,0
"4585",2012,"2034A","Procurement of Ammunition, Army","ARMY","01","Ammunition","50","Miscellaneous","38 ","4370EA0575","Ammunition Peculiar Equipment","A","Weapon System Cost","38 ","Add","U",2012,"Base",NA,NA,24200,NA,NA,0
"4586",2012,"2034A","Procurement of Ammunition, Army","ARMY","01","Ammunition","50","Miscellaneous","39 ","4758EA0550","First Destination Transportation (AMMO)","A","Weapon System Cost","39 ","Add","U",2012,"Base",NA,NA,13711,NA,NA,0
"4587",2012,"2034A","Procurement of Ammunition, Army","ARMY","01","Ammunition","50","Miscellaneous","40 ","9615EA8500","Closeout Liabilities","A","Weapon System Cost","40 ","Add","U",2012,"Base",NA,NA,103,NA,NA,0
"4588",2012,"2034A","Procurement of Ammunition, Army","ARMY","02","Ammunition Production Base Support","10","Production Base Support","41 ","0572EP1000","Provision Of Industrial Facilities","A","Weapon System Cost","41 ","Add","U",2012,"Base",NA,NA,199841,NA,NA,0
"4589",2012,"2034A","Procurement of Ammunition, Army","ARMY","02","Ammunition Production Base Support","10","Production Base Support","42 ","2922EP2000","Layaway Of Industrial Facilities","A","Weapon System Cost","42 ","Add","U",2012,"Base",NA,NA,9451,NA,NA,0
"4590",2012,"2034A","Procurement of Ammunition, Army","ARMY","02","Ammunition Production Base Support","10","Production Base Support","43 ","4096EP1500","Maintenance Of Inactive Facilities","A","Weapon System Cost","43 ","Add","U",2012,"Base",NA,NA,5533,NA,NA,0
"4591",2012,"2034A","Procurement of Ammunition, Army","ARMY","02","Ammunition Production Base Support","10","Production Base Support","44 ","4099EP1700","Conventional Munitions Demilitarization, All","A","Weapon System Cost","44 ","Add","U",2012,"Base",NA,NA,189789,NA,NA,0
"4592",2012,"2034A","Procurement of Ammunition, Army","ARMY","02","Ammunition Production Base Support","10","Production Base Support","45 ","4150EP2500","Arms Initiative","A","Weapon System Cost","45 ","Add","U",2012,"Base",NA,NA,3273,NA,NA,0
"4593",2012,"2034A","Procurement of Ammunition, Army","ARMY","20","Undistributed","99","Undistributed","46 ","FY2011CR","Adj to Match Continuing Resolution","A","Weapon System Cost","46 ","Add","U",2012,"Base",NA,NA,0,NA,NA,0
"4594",2012,"2035A","Other Procurement, Army","ARMY","01","Tactical and Support Vehicles","10","Tactical Vehicles","1  ","0254DA0100","Tactical Trailers/Dolly Sets","A","Weapon System Cost","1  ","Add","U",2012,"Base",NA,NA,0,NA,NA,0
"4595",2012,"2035A","Other Procurement, Army","ARMY","01","Tactical and Support Vehicles","10","Tactical Vehicles","2  ","0930D01001","Semitrailers, Flatbed:","A","Weapon System Cost","2  ","Add","U",2012,"Base",NA,NA,13496,NA,NA,102
"4596",2012,"2035A","Other Procurement, Army","ARMY","01","Tactical and Support Vehicles","10","Tactical Vehicles","3  ","1400D02001","Semitrailers, Tankers","A","Weapon System Cost","3  ","Add","U",2012,"Base",NA,NA,0,NA,NA,0
"4597",2012,"2035A","Other Procurement, Army","ARMY","01","Tactical and Support Vehicles","10","Tactical Vehicles","4  ","3446D15400","Hi Mob Multi-Purp Whld Veh (HMMWV)","A","Weapon System Cost","4  ","Add","U",2012,"Base",NA,NA,0,NA,NA,0
"4598",2012,"2035A","Other Procurement, Army","ARMY","01","Tactical and Support Vehicles","10","Tactical Vehicles","5  ","6866D15500","Family Of Medium Tactical Veh (FMTV)","A","Weapon System Cost","5  ","Add","U",2012,"Base",NA,NA,432936,NA,NA,2390
"4599",2012,"2035A","Other Procurement, Army","ARMY","01","Tactical and Support Vehicles","10","Tactical Vehicles","6  ","7000D15800","Firetrucks & Associated Firefighting Equip","A","Weapon System Cost","6  ","Add","U",2012,"Base",NA,NA,21930,NA,NA,0
"4600",2012,"2035A","Other Procurement, Army","ARMY","01","Tactical and Support Vehicles","10","Tactical Vehicles","7  ","8309DA0500","Family Of Heavy Tactical Vehicles (FHTV)","A","Weapon System Cost","7  ","Add","U",2012,"Base",NA,NA,627294,NA,NA,0
"4601",2012,"2035A","Other Procurement, Army","ARMY","01","Tactical and Support Vehicles","10","Tactical Vehicles","8  ","8331D16506","Pls Esp","A","Weapon System Cost","8  ","Add","U",2012,"Base",NA,NA,251667,NA,NA,0
"4602",2012,"2035A","Other Procurement, Army","ARMY","01","Tactical and Support Vehicles","10","Tactical Vehicles","9  ","8350D02800","Armored Security Vehicles (ASV)","A","Weapon System Cost","9  ","Add","U",2012,"Base",NA,NA,0,NA,NA,0
"4603",2012,"2035A","Other Procurement, Army","ARMY","01","Tactical and Support Vehicles","10","Tactical Vehicles","10 ","8360D02901","Mine Protection Vehicle Family","A","Weapon System Cost","10 ","Add","U",2012,"Base",NA,NA,56671,NA,NA,0
"4604",2012,"2035A","Other Procurement, Army","ARMY","01","Tactical and Support Vehicles","10","Tactical Vehicles","11 ","8363D03001","Family Of Mine Resistant Ambush Protec (Mrap)","A","Weapon System Cost","11 ","Add","U",2012,"Base",NA,NA,0,NA,NA,0
"4605",2012,"2035A","Other Procurement, Army","ARMY","01","Tactical and Support Vehicles","10","Tactical Vehicles","12 ","8385DA0600","Truck, Tractor, Line Haul, M915/M916","A","Weapon System Cost","12 ","Add","U",2012,"Base",NA,NA,1461,NA,NA,6
"4606",2012,"2035A","Other Procurement, Army","ARMY","01","Tactical and Support Vehicles","10","Tactical Vehicles","13 ","8948DV0021","Hvy Ezpanded Mobile Tactical Truck Ext Serv","A","Weapon System Cost","13 ","Add","U",2012,"Base",NA,NA,156747,NA,NA,412
"4607",2012,"2035A","Other Procurement, Army","ARMY","01","Tactical and Support Vehicles","10","Tactical Vehicles","14 ","8953DV0230","Hmmwv Recapitalization Program","A","Weapon System Cost","14 ","Add","U",2012,"Base",NA,NA,161631,NA,NA,0
"4608",2012,"2035A","Other Procurement, Army","ARMY","01","Tactical and Support Vehicles","10","Tactical Vehicles","15 ","8980D04003","Tactical Wheeled Vehicle Protection Kits","A","Weapon System Cost","15 ","Add","U",2012,"Base",NA,NA,39908,NA,NA,0
"4609",2012,"2035A","Other Procurement, Army","ARMY","01","Tactical and Support Vehicles","10","Tactical Vehicles","16 ","8992DA0924","Modification Of In Svc Equip","A","Weapon System Cost","16 ","Add","U",2012,"Base",NA,NA,362672,NA,NA,0
"4610",2012,"2035A","Other Procurement, Army","ARMY","01","Tactical and Support Vehicles","10","Tactical Vehicles","17 ","8995D03002","Mine-Resistant Ambush-Protected (MRAP) Mods","A","Weapon System Cost","17 ","Add","U",2012,"Base",NA,NA,142862,NA,NA,0
"4611",2012,"2035A","Other Procurement, Army","ARMY","01","Tactical and Support Vehicles","10","Tactical Vehicles","18 ","9146DL5110","Items Less Than $5.0m (TAC VEH)","A","Weapon System Cost","18 ","Add","U",2012,"Base",NA,NA,0,NA,NA,0
"4612",2012,"2035A","Other Procurement, Army","ARMY","01","Tactical and Support Vehicles","10","Tactical Vehicles","19 ","9449D09900","Towing Device-Fifth Wheel","A","Weapon System Cost","19 ","Add","U",2012,"Base",NA,NA,0,NA,NA,0
"4613",2012,"2035A","Other Procurement, Army","ARMY","01","Tactical and Support Vehicles","10","Tactical Vehicles","20 ","9600D12110","Amc Critical Items, Opa1","A","Weapon System Cost","20 ","Add","U",2012,"Base",NA,NA,20156,NA,NA,0
"4614",2012,"2035A","Other Procurement, Army","ARMY","01","Tactical and Support Vehicles","20","Non-Tactical Vehicles","21 ","0300D22100","Heavy Armored Sedan","A","Weapon System Cost","21 ","Add","U",2012,"Base",NA,NA,1161,NA,NA,6
"4615",2012,"2035A","Other Procurement, Army","ARMY","01","Tactical and Support Vehicles","20","Non-Tactical Vehicles","22 ","0358D23000","Passenger Carrying Vehicles","A","Weapon System Cost","22 ","Add","U",2012,"Base",NA,NA,3222,NA,NA,0
"4616",2012,"2035A","Other Procurement, Army","ARMY","01","Tactical and Support Vehicles","20","Non-Tactical Vehicles","23 ","2450D30000","Nontactical Vehicles, Other","A","Weapon System Cost","23 ","Add","U",2012,"Base",NA,NA,19869,NA,NA,0
"4617",2012,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","12","Comm - Joint Communications","24 ","1750BA0521","Joint Combat Identification Marking System","A","Weapon System Cost","24 ","Add","U",2012,"Base",NA,NA,9984,NA,NA,0
"4618",2012,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","12","Comm - Joint Communications","25 ","1975BW7100","Win-T - Ground Forces Tactical Network","A","Weapon System Cost","25 ","Add","U",2012,"Base",NA,NA,974186,NA,NA,3931
"4619",2012,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","12","Comm - Joint Communications","26 ","2930BB5777","Jcse Equipment (USREDCOM)","A","Weapon System Cost","26 ","Add","U",2012,"Base",NA,NA,4826,NA,NA,0
"4620",2012,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","18","Comm - Satellite Communications","28 ","2948BB8500","Defense Enterprise Wideband Satcom Systems","A","Weapon System Cost","28 ","Add","U",2012,"Base",NA,NA,123859,NA,NA,3
"4621",2012,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","18","Comm - Satellite Communications","29 ","9810BA9350","SHF Term","A","Weapon System Cost","29 ","Add","U",2012,"Base",NA,NA,8910,NA,NA,2
"4622",2012,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","18","Comm - Satellite Communications","30 ","9856K77200","Sat Term, Emut (SPACE)","A","Weapon System Cost","30 ","Add","U",2012,"Base",NA,NA,0,NA,NA,0
"4623",2012,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","18","Comm - Satellite Communications","31 ","9894K47800","Navstar Global Positioning System (SPACE)","A","Weapon System Cost","31 ","Add","U",2012,"Base",NA,NA,29568,NA,NA,6312
"4624",2012,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","18","Comm - Satellite Communications","32 ","9910BC4002","Smart-T (SPACE)","A","Weapon System Cost","32 ","Add","U",2012,"Base",NA,NA,49704,NA,NA,0
"4625",2012,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","18","Comm - Satellite Communications","33 ","9911BC4003","Scamp (SPACE)","A","Weapon System Cost","33 ","Add","U",2012,"Base",NA,NA,2415,NA,NA,0
"4626",2012,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","18","Comm - Satellite Communications","34 ","9915BC4120","Global Brdcst Svc - Gbs","A","Weapon System Cost","34 ","Add","U",2012,"Base",NA,NA,73374,NA,NA,0
"4627",2012,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","18","Comm - Satellite Communications","35 ","9920BB8417","Mod Of In-Svc Equip (TAC SAT)","A","Weapon System Cost","35 ","Add","U",2012,"Base",NA,NA,31799,NA,NA,140
"4628",2012,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","20","Comm - Combat Support Comm","36 ","0207K27910","Mod-In-Service Profiler","A","Weapon System Cost","36 ","Add","U",2012,"Base",NA,NA,969,NA,NA,0
"4629",2012,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","24","Comm - C3 System","37 ","8148BA8250","Army Global Cmd & Control Sys (AGCCS)","A","Weapon System Cost","37 ","Add","U",2012,"Base",NA,NA,18788,NA,NA,0
"4630",2012,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","32","Comm - Combat Communications","38 ","6316BU1400","Army Data Distribution System (DATA RADIO)","A","Weapon System Cost","38 ","Add","U",2012,"Base",NA,NA,3994,NA,NA,0
"4631",2012,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","32","Comm - Combat Communications","39 ","6450B90000","Joint Tactical Radio System","A","Weapon System Cost","39 ","Add","U",2012,"Base",NA,NA,775832,NA,NA,17120
"4632",2012,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","32","Comm - Combat Communications","40 ","6948B22603","Radio Terminal Set, Mids Lvt(2)","A","Weapon System Cost","40 ","Add","U",2012,"Base",NA,NA,8336,NA,NA,0
"4633",2012,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","32","Comm - Combat Communications","41 ","7638BW0006","Sincgars Family","A","Weapon System Cost","41 ","Add","U",2012,"Base",NA,NA,4992,NA,NA,0
"4634",2012,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","32","Comm - Combat Communications","42 ","7667B19920","AMC Critical Items - OPA2","A","Weapon System Cost","42 ","Add","U",2012,"Base",NA,NA,0,NA,NA,0
"4635",2012,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","32","Comm - Combat Communications","43 ","8104BC3000","TRACTOR DESK","A","Weapon System Cost","43 ","Add","U",2012,"Base",NA,NA,10827,NA,NA,0
"4636",2012,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","32","Comm - Combat Communications","44 ","8548BA5210","Comms-Elec Equip Fielding","A","Weapon System Cost","44 ","Add","U",2012,"Base",NA,NA,0,NA,NA,0
"4637",2012,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","32","Comm - Combat Communications","45 ","8554B55501","Spider Apla Remote Control Unit","A","Weapon System Cost","45 ","Add","U",2012,"Base",NA,NA,36224,NA,NA,0
"4638",2012,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","32","Comm - Combat Communications","46 ","8557B55503","IMS Remote Control Unit","A","Weapon System Cost","46 ","Add","U",2012,"Base",NA,NA,0,NA,NA,0
"4639",2012,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","32","Comm - Combat Communications","47 ","8560BA5300","Soldier Enhancement Program Comm/Electronics","A","Weapon System Cost","47 ","Add","U",2012,"Base",NA,NA,1843,NA,NA,0
"4640",2012,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","32","Comm - Combat Communications","48 ","8960B03200","Combat Survivor Evader Locator (CSEL)","A","Weapon System Cost","48 ","Add","U",2012,"Base",NA,NA,0,NA,NA,0
"4641",2012,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","32","Comm - Combat Communications","49 ","8978BA3301","GUNSHOT DETECTION SYSTEM (GDS)","A","Weapon System Cost","49 ","Add","U",2012,"Base",NA,NA,3939,NA,NA,87
"4642",2012,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","32","Comm - Combat Communications","50 ","9164BU8100","Radio, Improved HF (COTS) Family","A","Weapon System Cost","50 ","Add","U",2012,"Base",NA,NA,38535,NA,NA,550
"4643",2012,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","32","Comm - Combat Communications","51 ","9890MA8046","Medical Comm For CBT Casualty Care (MC4)","A","Weapon System Cost","51 ","Add","U",2012,"Base",NA,NA,26232,NA,NA,957
"4644",2012,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","36","Comm - Intelligence Comm","53 ","0250BK5284","Ci Automation Architecture","A","Weapon System Cost","53 ","Add","U",2012,"Base",NA,NA,1547,NA,NA,0
"4645",2012,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","36","Comm - Intelligence Comm","54 ","0263BK6285","Reserve Ca/Miso GPF Equipment","A","Weapon System Cost","54 ","Add","U",2012,"Base",NA,NA,28266,NA,NA,0
"4646",2012,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","64","Information Security","55 ","0120BA1201","Tsec - Army Key Mgt Sys (AKMS)","A","Weapon System Cost","55 ","Add","U",2012,"Base",NA,NA,12541,NA,NA,499
"4647",2012,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","64","Information Security","56 ","0122TA0600","Information System Security Program-ISSP","A","Weapon System Cost","56 ","Add","U",2012,"Base",NA,NA,39349,NA,NA,0
"4648",2012,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","72","Comm - Long Haul Communications","57 ","9400BU1900","Terrestrial Transmission","A","Weapon System Cost","57 ","Add","U",2012,"Base",NA,NA,2232,NA,NA,0
"4649",2012,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","72","Comm - Long Haul Communications","58 ","9716BU4160","Base Support Communications","A","Weapon System Cost","58 ","Add","U",2012,"Base",NA,NA,37780,NA,NA,0
"4650",2012,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","72","Comm - Long Haul Communications","59 ","9850BU3610","WW Tech Con Imp Prog (WWTCIP)","A","Weapon System Cost","59 ","Add","U",2012,"Base",NA,NA,12805,NA,NA,0
"4651",2012,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","73","Comm - Base Communications","60 ","9200BB8650","Information Systems","A","Weapon System Cost","60 ","Add","U",2012,"Base",NA,NA,187227,NA,NA,164
"4652",2012,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","73","Comm - Base Communications","61 ","9632BU3770","Defense Message System (DMS)","A","Weapon System Cost","61 ","Add","U",2012,"Base",NA,NA,4393,NA,NA,0
"4653",2012,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","73","Comm - Base Communications","62 ","9700BU0500","Installation Info Infrastructure Mod Program(","A","Weapon System Cost","62 ","Add","U",2012,"Base",NA,NA,310761,NA,NA,0
"4654",2012,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","73","Comm - Base Communications","63 ","9846BQ0100","Pentagon Information Mgt And Telecom","A","Weapon System Cost","63 ","Add","U",2012,"Base",NA,NA,4992,NA,NA,0
"4655",2012,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","80","Elect Equip - Tact Int Rel Act (TIARA)","66 ","9522V29600","Jtt/Cibs-M","A","Weapon System Cost","66 ","Add","U",2012,"Base",NA,NA,4657,NA,NA,0
"4656",2012,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","80","Elect Equip - Tact Int Rel Act (TIARA)","67 ","9544BZ7326","Prophet Ground","A","Weapon System Cost","67 ","Add","U",2012,"Base",NA,NA,72041,NA,NA,23
"4657",2012,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","80","Elect Equip - Tact Int Rel Act (TIARA)","68 ","9607KA2550","Digital Topographic Spt Sys (DTSS)","A","Weapon System Cost","68 ","Add","U",2012,"Base",NA,NA,0,NA,NA,0
"4658",2012,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","80","Elect Equip - Tact Int Rel Act (TIARA)","69 ","9654BU4050","Drug Interdiction Program (Dip) (TIARA)","A","Weapon System Cost","69 ","Add","U",2012,"Base",NA,NA,0,NA,NA,0
"4659",2012,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","80","Elect Equip - Tact Int Rel Act (TIARA)","70 ","9690BZ7316","DCGS-A (MIP)","A","Weapon System Cost","70 ","Add","U",2012,"Base",NA,NA,144548,NA,NA,0
"4660",2012,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","80","Elect Equip - Tact Int Rel Act (TIARA)","71 ","9692BZ8401","Joint Tactical Ground Station (JTAGS)","A","Weapon System Cost","71 ","Add","U",2012,"Base",NA,NA,1199,NA,NA,5
"4661",2012,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","80","Elect Equip - Tact Int Rel Act (TIARA)","72 ","9704BA0326","TROJAN (MIP)","A","Weapon System Cost","72 ","Add","U",2012,"Base",NA,NA,32707,NA,NA,0
"4662",2012,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","80","Elect Equip - Tact Int Rel Act (TIARA)","73 ","9912BZ9750","MOD OF IN-SVC EQUIP (INTEL SPT) (MIP)","A","Weapon System Cost","73 ","Add","U",2012,"Base",NA,NA,9163,NA,NA,0
"4663",2012,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","80","Elect Equip - Tact Int Rel Act (TIARA)","74 ","9925BK5275","CI HUMINT AUTO REPRTING AND COLL(CHARCS) (MIP","A","Weapon System Cost","74 ","Add","U",2012,"Base",NA,NA,3493,NA,NA,0
"4664",2012,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","80","Elect Equip - Tact Int Rel Act (TIARA)","75 ","9990BK5278","Items Less Than $5.0m (MIP)","A","Weapon System Cost","75 ","Add","U",2012,"Base",NA,NA,802,NA,NA,0
"4665",2012,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","83","Elect Equip - Electronic Warfare (EW)","76 ","8387B05201","Lightweight Counter Mortar Radar","A","Weapon System Cost","76 ","Add","U",2012,"Base",NA,NA,33810,NA,NA,10
"4666",2012,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","83","Elect Equip - Electronic Warfare (EW)","77 ","8490VA8000","CREW","A","Weapon System Cost","77 ","Add","U",2012,"Base",NA,NA,24104,NA,NA,0
"4667",2012,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","83","Elect Equip - Electronic Warfare (EW)","78 ","8495B00001","BCT Unattended Ground Sensor","A","Weapon System Cost","78 ","Add","U",2012,"Base",NA,NA,0,NA,NA,0
"4668",2012,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","83","Elect Equip - Electronic Warfare (EW)","79 ","9926BL5287","Family Of Persistent Surveillance Capabilites","A","Weapon System Cost","79 ","Add","U",2012,"Base",NA,NA,0,NA,NA,0
"4669",2012,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","83","Elect Equip - Electronic Warfare (EW)","80 ","9996BL5283","Counterintelligence/Security Countermeasures","A","Weapon System Cost","80 ","Add","U",2012,"Base",NA,NA,1252,NA,NA,0
"4670",2012,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","83","Elect Equip - Electronic Warfare (EW)","81 ","9997BL5285","CI Modernization","A","Weapon System Cost","81 ","Add","U",2012,"Base",NA,NA,1332,NA,NA,0
"4671",2012,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","86","Elect Equip - Tactical Surv. (Tac Surv)","82 ","0121WK5053","Faad Gbs","A","Weapon System Cost","82 ","Add","U",2012,"Base",NA,NA,7958,NA,NA,0
"4672",2012,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","86","Elect Equip - Tactical Surv. (Tac Surv)","83 ","0125WK5057","Sentinel Mods","A","Weapon System Cost","83 ","Add","U",2012,"Base",NA,NA,41657,NA,NA,47
"4673",2012,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","86","Elect Equip - Tactical Surv. (Tac Surv)","84 ","0127KA2300","Sense Through The Wall (STTW)","A","Weapon System Cost","84 ","Add","U",2012,"Base",NA,NA,47498,NA,NA,5831
"4674",2012,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","86","Elect Equip - Tactical Surv. (Tac Surv)","85 ","0140KA3500","Night Vision Devices","A","Weapon System Cost","85 ","Add","U",2012,"Base",NA,NA,156204,NA,NA,8793
