"","SourceFiscalYear","AccountDSI","AccountTitle","Organization","BudgetActivity","BudgetActivityTitle","BSA","BSAtitle","LineNumber","LineItem","LineItemTitle","CostType","CostTypeTitle","LineNumber","AddOrNonAdd","Classified","FiscalYear","OriginType","ActualTotal","PBtotal","PBtype","QuantActualTotal","QuantPBtotal","QuantPBtype"
"1475",2012,"2093A","Joint Impr Explosive Dev Defeat Fund","ARMY","01","Network Attack","01","Network Attack","1  ","JIED01","Attack The Network","A","Weapon System Cost","1  ","Add","U",2011,"Base",NA,NA,0,NA,NA,0
"1476",2012,"2093A","Joint Impr Explosive Dev Defeat Fund","ARMY","02","JIEDDO Device Defeat","01","JIEDDO Device Defeat","2  ","JIED02","Defeat The Device","A","Weapon System Cost","2  ","Add","U",2011,"Base",NA,NA,0,NA,NA,0
"1477",2012,"2093A","Joint Impr Explosive Dev Defeat Fund","ARMY","03","Force Training","01","Force Training","3  ","JIED03","Train The Force","A","Weapon System Cost","3  ","Add","U",2011,"Base",NA,NA,0,NA,NA,0
"1478",2012,"2093A","Joint Impr Explosive Dev Defeat Fund","ARMY","04","Staff and Infrastructure","01","Staff And Infrastructure","4  ","JIED04","Operations","A","Weapon System Cost","4  ","Add","U",2011,"Base",NA,NA,337418,NA,NA,0
"1479",2012,"2093A","Joint Impr Explosive Dev Defeat Fund","ARMY","20","Undistributed","99","Undistributed","5  ","FY2011CR","Adj to Match Continuing Resolution","A","Weapon System Cost","5  ","Add","U",2011,"Base",NA,NA,-94318,NA,NA,0
"1480",2012,"1506N","Aircraft Procurement, Navy","NAVY","01","Combat Aircraft","01","Combat Aircraft","1  ","0143","EA-18G","A","Weapon System Cost","1  ","Add","U",2011,"Base",NA,NA,2103109,NA,NA,12
"1481",2012,"1506N","Aircraft Procurement, Navy","NAVY","01","Combat Aircraft","01","Combat Aircraft","1  ","0143","EA-18G","B","Less: Advance Procurement (PY)","1  ","Add","U",2011,"Base",NA,NA,-40992,NA,NA,0
"1482",2012,"1506N","Aircraft Procurement, Navy","NAVY","01","Combat Aircraft","01","Combat Aircraft","2  ","0143","EA-18G","C","Advance Procurement (CY)","2  ","Add","U",2011,"Base",NA,NA,110162,NA,NA,0
"1483",2012,"1506N","Aircraft Procurement, Navy","NAVY","01","Combat Aircraft","01","Combat Aircraft","3  ","0145","F/A-18E/F (Fighter) Hornet","A","Weapon System Cost","3  ","Add","U",2011,"Base",NA,NA,3683561,NA,NA,22
"1484",2012,"1506N","Aircraft Procurement, Navy","NAVY","01","Combat Aircraft","01","Combat Aircraft","3  ","0145","F/A-18E/F (Fighter) Hornet","B","Less: Advance Procurement (PY)","3  ","Add","U",2011,"Base",NA,NA,-106328,NA,NA,0
"1485",2012,"1506N","Aircraft Procurement, Navy","NAVY","01","Combat Aircraft","01","Combat Aircraft","4  ","0145","F/A-18E/F (Fighter) Hornet","C","Advance Procurement (CY)","4  ","Add","U",2011,"Base",NA,NA,4590,NA,NA,0
"1486",2012,"1506N","Aircraft Procurement, Navy","NAVY","01","Combat Aircraft","01","Combat Aircraft","5  ","0147","Joint Strike Fighter CV","A","Weapon System Cost","5  ","Add","U",2011,"Base",NA,NA,4301083,NA,NA,7
"1487",2012,"1506N","Aircraft Procurement, Navy","NAVY","01","Combat Aircraft","01","Combat Aircraft","5  ","0147","Joint Strike Fighter CV","B","Less: Advance Procurement (PY)","5  ","Add","U",2011,"Base",NA,NA,-959036,NA,NA,0
"1488",2012,"1506N","Aircraft Procurement, Navy","NAVY","01","Combat Aircraft","01","Combat Aircraft","6  ","0147","Joint Strike Fighter CV","C","Advance Procurement (CY)","6  ","Add","U",2011,"Base",NA,NA,439790,NA,NA,0
"1489",2012,"1506N","Aircraft Procurement, Navy","NAVY","01","Combat Aircraft","01","Combat Aircraft","7  ","0152","JSF STOVL","A","Weapon System Cost","7  ","Add","U",2011,"Base",NA,NA,4590364,NA,NA,13
"1490",2012,"1506N","Aircraft Procurement, Navy","NAVY","01","Combat Aircraft","01","Combat Aircraft","7  ","0152","JSF STOVL","B","Less: Advance Procurement (PY)","7  ","Add","U",2011,"Base",NA,NA,0,NA,NA,0
"1491",2012,"1506N","Aircraft Procurement, Navy","NAVY","01","Combat Aircraft","01","Combat Aircraft","8  ","0152","JSF STOVL","C","Advance Procurement (CY)","8  ","Add","U",2011,"Base",NA,NA,572652,NA,NA,0
"1492",2012,"1506N","Aircraft Procurement, Navy","NAVY","01","Combat Aircraft","01","Combat Aircraft","9  ","0164","V-22 (Medium Lift)","A","Weapon System Cost","9  ","Add","U",2011,"Base",NA,NA,4544433,NA,NA,30
"1493",2012,"1506N","Aircraft Procurement, Navy","NAVY","01","Combat Aircraft","01","Combat Aircraft","9  ","0164","V-22 (Medium Lift)","B","Less: Advance Procurement (PY)","9  ","Add","U",2011,"Base",NA,NA,-293184,NA,NA,0
"1494",2012,"1506N","Aircraft Procurement, Navy","NAVY","01","Combat Aircraft","01","Combat Aircraft","10 ","0164","V-22 (Medium Lift)","C","Advance Procurement (CY)","10 ","Add","U",2011,"Base",NA,NA,163750,NA,NA,0
"1495",2012,"1506N","Aircraft Procurement, Navy","NAVY","01","Combat Aircraft","01","Combat Aircraft","11 ","0178","Uh-1Y/AH-1Z","A","Weapon System Cost","11 ","Add","U",2011,"Base",NA,NA,1581572,NA,NA,28
"1496",2012,"1506N","Aircraft Procurement, Navy","NAVY","01","Combat Aircraft","01","Combat Aircraft","11 ","0178","Uh-1Y/AH-1Z","B","Less: Advance Procurement (PY)","11 ","Add","U",2011,"Base",NA,NA,-100788,NA,NA,0
"1497",2012,"1506N","Aircraft Procurement, Navy","NAVY","01","Combat Aircraft","01","Combat Aircraft","12 ","0178","Uh-1Y/AH-1Z","C","Advance Procurement (CY)","12 ","Add","U",2011,"Base",NA,NA,138720,NA,NA,0
"1498",2012,"1506N","Aircraft Procurement, Navy","NAVY","01","Combat Aircraft","01","Combat Aircraft","13 ","0179","MH-60S (MYP)","A","Weapon System Cost","13 ","Add","U",2011,"Base",NA,NA,1131796,NA,NA,18
"1499",2012,"1506N","Aircraft Procurement, Navy","NAVY","01","Combat Aircraft","01","Combat Aircraft","13 ","0179","MH-60S (MYP)","B","Less: Advance Procurement (PY)","13 ","Add","U",2011,"Base",NA,NA,-172328,NA,NA,0
"1500",2012,"1506N","Aircraft Procurement, Navy","NAVY","01","Combat Aircraft","01","Combat Aircraft","14 ","0179","MH-60S (MYP)","C","Advance Procurement (CY)","14 ","Add","U",2011,"Base",NA,NA,140160,NA,NA,0
"1501",2012,"1506N","Aircraft Procurement, Navy","NAVY","01","Combat Aircraft","01","Combat Aircraft","15 ","0182","MH-60R","A","Weapon System Cost","15 ","Add","U",2011,"Base",NA,NA,2068010,NA,NA,24
"1502",2012,"1506N","Aircraft Procurement, Navy","NAVY","01","Combat Aircraft","01","Combat Aircraft","15 ","0182","MH-60R","B","Less: Advance Procurement (PY)","15 ","Add","U",2011,"Base",NA,NA,-267728,NA,NA,0
"1503",2012,"1506N","Aircraft Procurement, Navy","NAVY","01","Combat Aircraft","01","Combat Aircraft","16 ","0182","MH-60R","C","Advance Procurement (CY)","16 ","Add","U",2011,"Base",NA,NA,324012,NA,NA,0
"1504",2012,"1506N","Aircraft Procurement, Navy","NAVY","01","Combat Aircraft","01","Combat Aircraft","17 ","0193","P-8A Poseidon","A","Weapon System Cost","17 ","Add","U",2011,"Base",NA,NA,3948965,NA,NA,7
"1505",2012,"1506N","Aircraft Procurement, Navy","NAVY","01","Combat Aircraft","01","Combat Aircraft","17 ","0193","P-8A Poseidon","B","Less: Advance Procurement (PY)","17 ","Add","U",2011,"Base",NA,NA,-291798,NA,NA,0
"1506",2012,"1506N","Aircraft Procurement, Navy","NAVY","01","Combat Aircraft","01","Combat Aircraft","18 ","0193","P-8A Poseidon","C","Advance Procurement (CY)","18 ","Add","U",2011,"Base",NA,NA,332306,NA,NA,0
"1507",2012,"1506N","Aircraft Procurement, Navy","NAVY","01","Combat Aircraft","01","Combat Aircraft","19 ","0195","E-2D Adv Hawkeye","A","Weapon System Cost","19 ","Add","U",2011,"Base",NA,NA,1831539,NA,NA,4
"1508",2012,"1506N","Aircraft Procurement, Navy","NAVY","01","Combat Aircraft","01","Combat Aircraft","19 ","0195","E-2D Adv Hawkeye","B","Less: Advance Procurement (PY)","19 ","Add","U",2011,"Base",NA,NA,-189264,NA,NA,0
"1509",2012,"1506N","Aircraft Procurement, Navy","NAVY","01","Combat Aircraft","01","Combat Aircraft","20 ","0195","E-2D Adv Hawkeye","C","Advance Procurement (CY)","20 ","Add","U",2011,"Base",NA,NA,237238,NA,NA,0
"1510",2012,"1506N","Aircraft Procurement, Navy","NAVY","02","Airlift Aircraft","01","Airlift Aircraft","21 ","0246","C-40A","A","Weapon System Cost","21 ","Add","U",2011,"Base",NA,NA,0,NA,NA,0
"1511",2012,"1506N","Aircraft Procurement, Navy","NAVY","03","Trainer Aircraft","01","Trainer Aircraft","22 ","0339","JPATS","A","Weapon System Cost","22 ","Add","U",2011,"Base",NA,NA,533238,NA,NA,38
"1512",2012,"1506N","Aircraft Procurement, Navy","NAVY","04","Other Aircraft","01","Other Aircraft","23 ","0412","HC-130J","A","Weapon System Cost","23 ","Add","U",2011,"Base",NA,NA,0,NA,NA,0
"1513",2012,"1506N","Aircraft Procurement, Navy","NAVY","04","Other Aircraft","01","Other Aircraft","24 ","0416","KC-130J","A","Weapon System Cost","24 ","Add","U",2011,"Base",NA,NA,67664,NA,NA,0
"1514",2012,"1506N","Aircraft Procurement, Navy","NAVY","04","Other Aircraft","01","Other Aircraft","24 ","0416","KC-130J","B","Less: Advance Procurement (PY)","24 ","Add","U",2011,"Base",NA,NA,-67664,NA,NA,0
"1515",2012,"1506N","Aircraft Procurement, Navy","NAVY","04","Other Aircraft","01","Other Aircraft","25 ","0441","RQ-7 UAV","A","Weapon System Cost","25 ","Add","U",2011,"Base",NA,NA,0,NA,NA,0
"1516",2012,"1506N","Aircraft Procurement, Navy","NAVY","04","Other Aircraft","01","Other Aircraft","26 ","0443","MQ-8 UAV","A","Weapon System Cost","26 ","Add","U",2011,"Base",NA,NA,95166,NA,NA,3
"1517",2012,"1506N","Aircraft Procurement, Navy","NAVY","04","Other Aircraft","01","Other Aircraft","27 ","0444","STUASL0 UAV","A","Weapon System Cost","27 ","Add","U",2011,"Base",NA,NA,47924,NA,NA,18
"1518",2012,"1506N","Aircraft Procurement, Navy","NAVY","04","Other Aircraft","01","Other Aircraft","28 ","0465","Other Support Aircraft","A","Weapon System Cost","28 ","Add","U",2011,"Base",NA,NA,0,NA,NA,0
"1519",2012,"1506N","Aircraft Procurement, Navy","NAVY","05","Modification of Aircraft","01","Modification Of Aircraft","29 ","0511","EA-6 Series","A","Weapon System Cost","29 ","Add","U",2011,"Base",NA,NA,29844,NA,NA,0
"1520",2012,"1506N","Aircraft Procurement, Navy","NAVY","05","Modification of Aircraft","01","Modification Of Aircraft","30 ","0513","AEA Systems","A","Weapon System Cost","30 ","Add","U",2011,"Base",NA,NA,67685,NA,NA,0
"1521",2012,"1506N","Aircraft Procurement, Navy","NAVY","05","Modification of Aircraft","01","Modification Of Aircraft","31 ","0514","AV-8 Series","A","Weapon System Cost","31 ","Add","U",2011,"Base",NA,NA,38853,NA,NA,0
"1522",2012,"1506N","Aircraft Procurement, Navy","NAVY","05","Modification of Aircraft","01","Modification Of Aircraft","32 ","0525","F-18 Series","A","Weapon System Cost","32 ","Add","U",2011,"Base",NA,NA,987695,NA,NA,0
"1523",2012,"1506N","Aircraft Procurement, Navy","NAVY","05","Modification of Aircraft","01","Modification Of Aircraft","33 ","0526","H-46 Series","A","Weapon System Cost","33 ","Add","U",2011,"Base",NA,NA,35444,NA,NA,0
"1524",2012,"1506N","Aircraft Procurement, Navy","NAVY","05","Modification of Aircraft","01","Modification Of Aircraft","34 ","0527","AH-1W Series","A","Weapon System Cost","34 ","Add","U",2011,"Base",NA,NA,22068,NA,NA,0
"1525",2012,"1506N","Aircraft Procurement, Navy","NAVY","05","Modification of Aircraft","01","Modification Of Aircraft","35 ","0528","H-53 Series","A","Weapon System Cost","35 ","Add","U",2011,"Base",NA,NA,51850,NA,NA,0
"1526",2012,"1506N","Aircraft Procurement, Navy","NAVY","05","Modification of Aircraft","01","Modification Of Aircraft","36 ","0530","SH-60 Series","A","Weapon System Cost","36 ","Add","U",2011,"Base",NA,NA,135840,NA,NA,0
"1527",2012,"1506N","Aircraft Procurement, Navy","NAVY","05","Modification of Aircraft","01","Modification Of Aircraft","37 ","0532","H-1 Series","A","Weapon System Cost","37 ","Add","U",2011,"Base",NA,NA,6133,NA,NA,0
"1528",2012,"1506N","Aircraft Procurement, Navy","NAVY","05","Modification of Aircraft","01","Modification Of Aircraft","38 ","0537","EP-3 Series","A","Weapon System Cost","38 ","Add","U",2011,"Base",NA,NA,181022,NA,NA,0
"1529",2012,"1506N","Aircraft Procurement, Navy","NAVY","05","Modification of Aircraft","01","Modification Of Aircraft","39 ","0538","P-3 Series","A","Weapon System Cost","39 ","Add","U",2011,"Base",NA,NA,444889,NA,NA,0
"1530",2012,"1506N","Aircraft Procurement, Navy","NAVY","05","Modification of Aircraft","01","Modification Of Aircraft","40 ","0544","E-2 Series","A","Weapon System Cost","40 ","Add","U",2011,"Base",NA,NA,94288,NA,NA,0
"1531",2012,"1506N","Aircraft Procurement, Navy","NAVY","05","Modification of Aircraft","01","Modification Of Aircraft","41 ","0549","Trainer A/C Series","A","Weapon System Cost","41 ","Add","U",2011,"Base",NA,NA,48098,NA,NA,0
"1532",2012,"1506N","Aircraft Procurement, Navy","NAVY","05","Modification of Aircraft","01","Modification Of Aircraft","42 ","0556","C-2A","A","Weapon System Cost","42 ","Add","U",2011,"Base",NA,NA,32107,NA,NA,0
"1533",2012,"1506N","Aircraft Procurement, Navy","NAVY","05","Modification of Aircraft","01","Modification Of Aircraft","43 ","0560","C-130 Series","A","Weapon System Cost","43 ","Add","U",2011,"Base",NA,NA,35752,NA,NA,0
"1534",2012,"1506N","Aircraft Procurement, Navy","NAVY","05","Modification of Aircraft","01","Modification Of Aircraft","44 ","0561","FEWSG","A","Weapon System Cost","44 ","Add","U",2011,"Base",NA,NA,43947,NA,NA,0
"1535",2012,"1506N","Aircraft Procurement, Navy","NAVY","05","Modification of Aircraft","01","Modification Of Aircraft","45 ","0562","Cargo/Transport A/C Series","A","Weapon System Cost","45 ","Add","U",2011,"Base",NA,NA,32251,NA,NA,0
"1536",2012,"1506N","Aircraft Procurement, Navy","NAVY","05","Modification of Aircraft","01","Modification Of Aircraft","46 ","0564","E-6 Series","A","Weapon System Cost","46 ","Add","U",2011,"Base",NA,NA,298949,NA,NA,0
"1537",2012,"1506N","Aircraft Procurement, Navy","NAVY","05","Modification of Aircraft","01","Modification Of Aircraft","47 ","0566","Executive Helicopters Series","A","Weapon System Cost","47 ","Add","U",2011,"Base",NA,NA,87067,NA,NA,0
"1538",2012,"1506N","Aircraft Procurement, Navy","NAVY","05","Modification of Aircraft","01","Modification Of Aircraft","48 ","0567","Special Project Aircraft","A","Weapon System Cost","48 ","Add","U",2011,"Base",NA,NA,29419,NA,NA,0
"1539",2012,"1506N","Aircraft Procurement, Navy","NAVY","05","Modification of Aircraft","01","Modification Of Aircraft","49 ","0569","T-45 Series","A","Weapon System Cost","49 ","Add","U",2011,"Base",NA,NA,123286,NA,NA,0
"1540",2012,"1506N","Aircraft Procurement, Navy","NAVY","05","Modification of Aircraft","01","Modification Of Aircraft","50 ","0570","Power Plant Changes","A","Weapon System Cost","50 ","Add","U",2011,"Base",NA,NA,39979,NA,NA,0
"1541",2012,"1506N","Aircraft Procurement, Navy","NAVY","05","Modification of Aircraft","01","Modification Of Aircraft","51 ","0571","JPATS Series","A","Weapon System Cost","51 ","Add","U",2011,"Base",NA,NA,3670,NA,NA,0
"1542",2012,"1506N","Aircraft Procurement, Navy","NAVY","05","Modification of Aircraft","01","Modification Of Aircraft","52 ","0575","Aviation Life Support Mods","A","Weapon System Cost","52 ","Add","U",2011,"Base",NA,NA,16202,NA,NA,0
"1543",2012,"1506N","Aircraft Procurement, Navy","NAVY","05","Modification of Aircraft","01","Modification Of Aircraft","53 ","0576","Common ECM Equipment","A","Weapon System Cost","53 ","Add","U",2011,"Base",NA,NA,43985,NA,NA,0
"1544",2012,"1506N","Aircraft Procurement, Navy","NAVY","05","Modification of Aircraft","01","Modification Of Aircraft","54 ","0577","Common Avionics Changes","A","Weapon System Cost","54 ","Add","U",2011,"Base",NA,NA,202661,NA,NA,0
"1545",2012,"1506N","Aircraft Procurement, Navy","NAVY","05","Modification of Aircraft","01","Modification Of Aircraft","55 ","0581","Common Defensive Weapon System","A","Weapon System Cost","55 ","Add","U",2011,"Base",NA,NA,0,NA,NA,0
"1546",2012,"1506N","Aircraft Procurement, Navy","NAVY","05","Modification of Aircraft","01","Modification Of Aircraft","56 ","0582","ID Systems","A","Weapon System Cost","56 ","Add","U",2011,"Base",NA,NA,40879,NA,NA,0
"1547",2012,"1506N","Aircraft Procurement, Navy","NAVY","05","Modification of Aircraft","01","Modification Of Aircraft","57 ","0586","P-8 Series","A","Weapon System Cost","57 ","Add","U",2011,"Base",NA,NA,0,NA,NA,0
"1548",2012,"1506N","Aircraft Procurement, Navy","NAVY","05","Modification of Aircraft","01","Modification Of Aircraft","58 ","0587","MAGTF EW for Aviation","A","Weapon System Cost","58 ","Add","U",2011,"Base",NA,NA,0,NA,NA,0
"1549",2012,"1506N","Aircraft Procurement, Navy","NAVY","05","Modification of Aircraft","01","Modification Of Aircraft","59 ","0589","RQ-7 Series","A","Weapon System Cost","59 ","Add","U",2011,"Base",NA,NA,36317,NA,NA,0
"1550",2012,"1506N","Aircraft Procurement, Navy","NAVY","05","Modification of Aircraft","01","Modification Of Aircraft","60 ","0590","V-22 (Tilt/Rotor  ACFT) Osprey","A","Weapon System Cost","60 ","Add","U",2011,"Base",NA,NA,44062,NA,NA,0
"1551",2012,"1506N","Aircraft Procurement, Navy","NAVY","06","Aircraft Spares and Repair Parts","01","Aircraft Spares And Repair Parts","61 ","0605","Spares And Repair Parts","A","Weapon System Cost","61 ","Add","U",2011,"Base",NA,NA,2494531,NA,NA,0
"1552",2012,"1506N","Aircraft Procurement, Navy","NAVY","07","Aircraft Support Equip & Facilities","01","Aircraft Support Equip & Facilities","62 ","0705","Common Ground Equipment","A","Weapon System Cost","62 ","Add","U",2011,"Base",NA,NA,645468,NA,NA,0
"1553",2012,"1506N","Aircraft Procurement, Navy","NAVY","07","Aircraft Support Equip & Facilities","01","Aircraft Support Equip & Facilities","63 ","0715","Aircraft Industrial Facilities","A","Weapon System Cost","63 ","Add","U",2011,"Base",NA,NA,36071,NA,NA,0
"1554",2012,"1506N","Aircraft Procurement, Navy","NAVY","07","Aircraft Support Equip & Facilities","01","Aircraft Support Equip & Facilities","64 ","0720","War Consumables","A","Weapon System Cost","64 ","Add","U",2011,"Base",NA,NA,50601,NA,NA,0
"1555",2012,"1506N","Aircraft Procurement, Navy","NAVY","07","Aircraft Support Equip & Facilities","01","Aircraft Support Equip & Facilities","65 ","0725","Other Production Charges","A","Weapon System Cost","65 ","Add","U",2011,"Base",NA,NA,15190,NA,NA,0
"1556",2012,"1506N","Aircraft Procurement, Navy","NAVY","07","Aircraft Support Equip & Facilities","01","Aircraft Support Equip & Facilities","66 ","0735","Special Support Equipment","A","Weapon System Cost","66 ","Add","U",2011,"Base",NA,NA,92023,NA,NA,0
"1557",2012,"1506N","Aircraft Procurement, Navy","NAVY","07","Aircraft Support Equip & Facilities","01","Aircraft Support Equip & Facilities","67 ","0740","First Destination Transportation","A","Weapon System Cost","67 ","Add","U",2011,"Base",NA,NA,3511,NA,NA,0
"1558",2012,"1506N","Aircraft Procurement, Navy","NAVY","07","Aircraft Support Equip & Facilities","01","Aircraft Support Equip & Facilities","68 ","0790","Cancelled Account Adjustments","A","Weapon System Cost","68 ","Add","U",2011,"Base",NA,NA,0,NA,NA,0
"1559",2012,"1506N","Aircraft Procurement, Navy","NAVY","20","Undistributed","99","Undistributed","69 ","FY2011CR","Adj to Match Continuing Resolution","A","Weapon System Cost","69 ","Add","U",2011,"Base",NA,NA,77105,NA,NA,0
"1560",2012,"1507N","Weapons Procurement, Navy","NAVY","01","Ballistic Missiles","02","Modification Of Missiles","1  ","1250","Trident II Mods","A","Weapon System Cost","1  ","Add","U",2011,"Base",NA,NA,2209678,NA,NA,24
"1561",2012,"1507N","Weapons Procurement, Navy","NAVY","01","Ballistic Missiles","03","Support Equipment & Facilities","2  ","1350","Missile Industrial Facilities","A","Weapon System Cost","2  ","Add","U",2011,"Base",NA,NA,6879,NA,NA,0
"1562",2012,"1507N","Weapons Procurement, Navy","NAVY","02","Other Missiles","01","Strategic Missiles","3  ","2101","Tomahawk","A","Weapon System Cost","3  ","Add","U",2011,"Base",NA,NA,599232,NA,NA,196
"1563",2012,"1507N","Weapons Procurement, Navy","NAVY","02","Other Missiles","02","Tactical Missiles","4  ","2206","AMRAAM","A","Weapon System Cost","4  ","Add","U",2011,"Base",NA,NA,310524,NA,NA,101
"1564",2012,"1507N","Weapons Procurement, Navy","NAVY","02","Other Missiles","02","Tactical Missiles","5  ","2209","Sidewinder","A","Weapon System Cost","5  ","Add","U",2011,"Base",NA,NA,104390,NA,NA,146
"1565",2012,"1507N","Weapons Procurement, Navy","NAVY","02","Other Missiles","02","Tactical Missiles","6  ","2230","JSOW","A","Weapon System Cost","6  ","Add","U",2011,"Base",NA,NA,261791,NA,NA,333
"1566",2012,"1507N","Weapons Procurement, Navy","NAVY","02","Other Missiles","02","Tactical Missiles","7  ","2234","Standard Missile","A","Weapon System Cost","7  ","Add","U",2011,"Base",NA,NA,590736,NA,NA,67
"1567",2012,"1507N","Weapons Procurement, Navy","NAVY","02","Other Missiles","02","Tactical Missiles","8  ","2242","Ram","A","Weapon System Cost","8  ","Add","U",2011,"Base",NA,NA,149671,NA,NA,90
"1568",2012,"1507N","Weapons Procurement, Navy","NAVY","02","Other Missiles","02","Tactical Missiles","9  ","2254","Hellfire","A","Weapon System Cost","9  ","Add","U",2011,"Base",NA,NA,86827,NA,NA,575
"1569",2012,"1507N","Weapons Procurement, Navy","NAVY","02","Other Missiles","02","Tactical Missiles","10 ","2264","Stand Off Precision Guided Munitions (SOPGM)","A","Weapon System Cost","10 ","Add","U",2011,"Base",NA,NA,0,NA,NA,0
"1570",2012,"1507N","Weapons Procurement, Navy","NAVY","02","Other Missiles","02","Tactical Missiles","11 ","2280","Aerial Targets","A","Weapon System Cost","11 ","Add","U",2011,"Base",NA,NA,87811,NA,NA,0
"1571",2012,"1507N","Weapons Procurement, Navy","NAVY","02","Other Missiles","02","Tactical Missiles","12 ","2290","Other Missile Support","A","Weapon System Cost","12 ","Add","U",2011,"Base",NA,NA,7947,NA,NA,0
"1572",2012,"1507N","Weapons Procurement, Navy","NAVY","02","Other Missiles","03","Modification Of Missiles","13 ","2307","ESSM","A","Weapon System Cost","13 ","Add","U",2011,"Base",NA,NA,96124,NA,NA,33
"1573",2012,"1507N","Weapons Procurement, Navy","NAVY","02","Other Missiles","03","Modification Of Missiles","14 ","2327","Harm Mods","A","Weapon System Cost","14 ","Add","U",2011,"Base",NA,NA,106886,NA,NA,0
"1574",2012,"1507N","Weapons Procurement, Navy","NAVY","02","Other Missiles","03","Modification Of Missiles","15 ","2356","Standard Missiles Mods","A","Weapon System Cost","15 ","Add","U",2011,"Base",NA,NA,123560,NA,NA,0
"1575",2012,"1507N","Weapons Procurement, Navy","NAVY","02","Other Missiles","04","Support Equipment & Facilities","16 ","2420","Weapons Industrial Facilities","A","Weapon System Cost","16 ","Add","U",2011,"Base",NA,NA,6550,NA,NA,0
"1576",2012,"1507N","Weapons Procurement, Navy","NAVY","02","Other Missiles","04","Support Equipment & Facilities","17 ","2433","Fleet Satellite Comm Follow-On","A","Weapon System Cost","17 ","Add","U",2011,"Base",NA,NA,1067091,NA,NA,1
"1577",2012,"1507N","Weapons Procurement, Navy","NAVY","02","Other Missiles","04","Support Equipment & Facilities","17 ","2433","Fleet Satellite Comm Follow-On","B","Less: Advance Procurement (PY)","17 ","Add","U",2011,"Base",NA,NA,-57516,NA,NA,0
"1578",2012,"1507N","Weapons Procurement, Navy","NAVY","02","Other Missiles","04","Support Equipment & Facilities","18 ","2433","Fleet Satellite Comm Follow-On","C","Advance Procurement (CY)","18 ","Add","U",2011,"Base",NA,NA,0,NA,NA,0
"1579",2012,"1507N","Weapons Procurement, Navy","NAVY","02","Other Missiles","05","Ordnance Support Equipment","19 ","2500","Ordnance Support Equipment","A","Weapon System Cost","19 ","Add","U",2011,"Base",NA,NA,104109,NA,NA,0
"1580",2012,"1507N","Weapons Procurement, Navy","NAVY","03","Torpedoes and Related Equipment","01","Torpedoes And Related Equip","20 ","3141","ASW Targets","A","Weapon System Cost","20 ","Add","U",2011,"Base",NA,NA,20208,NA,NA,0
"1581",2012,"1507N","Weapons Procurement, Navy","NAVY","03","Torpedoes and Related Equipment","02","Mod Of Torpedoes And Related Equip","21 ","3215","MK-54 Torpedo Mods","A","Weapon System Cost","21 ","Add","U",2011,"Base",NA,NA,84130,NA,NA,0
"1582",2012,"1507N","Weapons Procurement, Navy","NAVY","03","Torpedoes and Related Equipment","02","Mod Of Torpedoes And Related Equip","22 ","3225","MK-48 Torpedo ADCAP Mods","A","Weapon System Cost","22 ","Add","U",2011,"Base",NA,NA,86955,NA,NA,0
"1583",2012,"1507N","Weapons Procurement, Navy","NAVY","03","Torpedoes and Related Equipment","02","Mod Of Torpedoes And Related Equip","23 ","3231","Quickstrike Mine","A","Weapon System Cost","23 ","Add","U",2011,"Base",NA,NA,12157,NA,NA,0
"1584",2012,"1507N","Weapons Procurement, Navy","NAVY","03","Torpedoes and Related Equipment","03","Support Equipment","24 ","3301","Torpedo Support Equipment","A","Weapon System Cost","24 ","Add","U",2011,"Base",NA,NA,87368,NA,NA,0
"1585",2012,"1507N","Weapons Procurement, Navy","NAVY","03","Torpedoes and Related Equipment","03","Support Equipment","25 ","3302","ASW Range Support","A","Weapon System Cost","25 ","Add","U",2011,"Base",NA,NA,19078,NA,NA,0
"1586",2012,"1507N","Weapons Procurement, Navy","NAVY","03","Torpedoes and Related Equipment","04","Destination Transportation","26 ","2410","First Destination Transportation","A","Weapon System Cost","26 ","Add","U",2011,"Base",NA,NA,6975,NA,NA,0
"1587",2012,"1507N","Weapons Procurement, Navy","NAVY","04","Other Weapons","01","Guns And Gun Mounts","27 ","4129","Small Arms And Weapons","A","Weapon System Cost","27 ","Add","U",2011,"Base",NA,NA,28578,NA,NA,0
"1588",2012,"1507N","Weapons Procurement, Navy","NAVY","04","Other Weapons","02","Modification Of Guns And Gun Mounts","28 ","4205","CIWS Mods","A","Weapon System Cost","28 ","Add","U",2011,"Base",NA,NA,82661,NA,NA,0
"1589",2012,"1507N","Weapons Procurement, Navy","NAVY","04","Other Weapons","02","Modification Of Guns And Gun Mounts","29 ","4206","Coast Guard Weapons","A","Weapon System Cost","29 ","Add","U",2011,"Base",NA,NA,41237,NA,NA,0
"1590",2012,"1507N","Weapons Procurement, Navy","NAVY","04","Other Weapons","02","Modification Of Guns And Gun Mounts","30 ","4217","Gun Mount Mods","A","Weapon System Cost","30 ","Add","U",2011,"Base",NA,NA,87817,NA,NA,0
"1591",2012,"1507N","Weapons Procurement, Navy","NAVY","04","Other Weapons","02","Modification Of Guns And Gun Mounts","31 ","4221","LCS Module Weapons","A","Weapon System Cost","31 ","Add","U",2011,"Base",NA,NA,19579,NA,NA,0
