"","SourceFiscalYear","AccountDSI","MilDeptDW","AccountTitle","Organization","BudgetActivity","BudgetActivityTitle","AGtitle","LineNumber","LineNumber","SAG","SAG.Title","IncludeInTOA","IncludeInTOA","Classified","FiscalYear","OriginType","ActualTotal","EnactedTotal","EnactedType","PBtotal","PBtype"
"2096",2012,"1106","N","Operation & Maintenance, Marine Corps","NAVY","03","Training and Recruiting","Recruiting And Other Training & Education","160","160","3C3F","Junior ROTC","Y","Y","U",2012,"OCO",NA,NA,NA,NA,0
"2097",2012,"1106","N","Operation & Maintenance, Marine Corps","NAVY","04","Admin & Srvwd Activities","Servicewide Support","170","170","4A2G","Special Support","Y","Y","U",2012,"OCO",NA,NA,NA,NA,0
"2098",2012,"1106","N","Operation & Maintenance, Marine Corps","NAVY","04","Admin & Srvwd Activities","Servicewide Support","180","180","4A3G","Servicewide Transportation","Y","Y","U",2012,"OCO",NA,NA,NA,NA,376495
"2099",2012,"1106","N","Operation & Maintenance, Marine Corps","NAVY","04","Admin & Srvwd Activities","Servicewide Support","190","190","4A4G","Administration","Y","Y","U",2012,"OCO",NA,NA,NA,NA,5989
"2100",2012,"1106","N","Operation & Maintenance, Marine Corps","NAVY","04","Admin & Srvwd Activities","Servicewide Support","200","200","4B3N","Acquisition & Program Management","Y","Y","U",2012,"OCO",NA,NA,NA,NA,0
"2101",2012,"1106","N","Operation & Maintenance, Marine Corps","NAVY","20","Undistributed","Undistributed","210","210","CR11","Adj to Match Continuing Resolution","Y","Y","U",2012,"OCO",NA,NA,NA,NA,0
"2102",2012,"1806","N","Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","Air Operations","010","010","1A1A","Mission And Other Flight Operations","Y","Y","U",2012,"OCO",NA,NA,NA,NA,38402
"2103",2012,"1806","N","Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","Air Operations","020","020","1A3A","Intermediate Maintenance","Y","Y","U",2012,"OCO",NA,NA,NA,NA,400
"2104",2012,"1806","N","Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","Air Operations","030","030","1A4A","Air Operations And Safety Support","Y","Y","U",2012,"OCO",NA,NA,NA,NA,0
"2105",2012,"1806","N","Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","Air Operations","040","040","1A5A","Aircraft Depot Maintenance","Y","Y","U",2012,"OCO",NA,NA,NA,NA,11330
"2106",2012,"1806","N","Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","Air Operations","050","050","1A6A","Aircraft Depot Operations Support","Y","Y","U",2012,"OCO",NA,NA,NA,NA,0
"2107",2012,"1806","N","Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","Ship Operations","060","060","1B1B","Mission And Other Ship Operations","Y","Y","U",2012,"OCO",NA,NA,NA,NA,10137
"2108",2012,"1806","N","Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","Ship Operations","070","070","1B2B","Ship Operations Support & Training","Y","Y","U",2012,"OCO",NA,NA,NA,NA,0
"2109",2012,"1806","N","Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","Ship Operations","080","080","1B4B","Ship Depot Maintenance","Y","Y","U",2012,"OCO",NA,NA,NA,NA,0
"2110",2012,"1806","N","Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","Combat Operations/Support","090","090","1C1C","Combat Communications","Y","Y","U",2012,"OCO",NA,NA,NA,NA,0
"2111",2012,"1806","N","Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","Combat Operations/Support","100","100","1C6C","Combat Support Forces","Y","Y","U",2012,"OCO",NA,NA,NA,NA,13827
"2112",2012,"1806","N","Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","Weapons Support","110","110","1D4D","Weapons Maintenance","Y","Y","U",2012,"OCO",NA,NA,NA,NA,0
"2113",2012,"1806","N","Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","Base Support","120","120","BSIT","Enterprise Information","Y","Y","U",2012,"OCO",NA,NA,NA,NA,0
"2114",2012,"1806","N","Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","Base Support","130","130","BSMR","Sustainment, Restoration And Modernization","Y","Y","U",2012,"OCO",NA,NA,NA,NA,0
"2115",2012,"1806","N","Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","Base Support","140","140","BSSR","Base Operating Support","Y","Y","U",2012,"OCO",NA,NA,NA,NA,52
"2116",2012,"1806","N","Operation & Maintenance, Navy Res","NAVY","04","Admin & Srvwd Activities","Servicewide Support","150","150","4A1M","Administration","Y","Y","U",2012,"OCO",NA,NA,NA,NA,0
"2117",2012,"1806","N","Operation & Maintenance, Navy Res","NAVY","04","Admin & Srvwd Activities","Servicewide Support","160","160","4A4M","Military Manpower And Personnel Management","Y","Y","U",2012,"OCO",NA,NA,NA,NA,0
"2118",2012,"1806","N","Operation & Maintenance, Navy Res","NAVY","04","Admin & Srvwd Activities","Servicewide Support","170","170","4A6M","Servicewide Communications","Y","Y","U",2012,"OCO",NA,NA,NA,NA,0
"2119",2012,"1806","N","Operation & Maintenance, Navy Res","NAVY","04","Admin & Srvwd Activities","Logistics Operations And Technical Support","180","180","4B3N","Acquisition And Program Management","Y","Y","U",2012,"OCO",NA,NA,NA,NA,0
"2120",2012,"1806","N","Operation & Maintenance, Navy Res","NAVY","04","Admin & Srvwd Activities","Cancelled Accounts","190","190","4EMM","Cancelled Account Adjustments","Y","Y","U",2012,"OCO",NA,NA,NA,NA,0
"2121",2012,"1806","N","Operation & Maintenance, Navy Res","NAVY","04","Admin & Srvwd Activities","Cancelled Accounts","200","200","4EPJ","Judgment Fund","Y","Y","U",2012,"OCO",NA,NA,NA,NA,0
"2122",2012,"1806","N","Operation & Maintenance, Navy Res","NAVY","20","Undistributed","Undistributed","210","210","CR11","Adj to Match Continuing Resolution","Y","Y","U",2012,"OCO",NA,NA,NA,NA,0
"2123",2012,"1107","N","Operation & Maintenance, MC Reserve","NAVY","01","Operating Forces","Expeditionary Forces","010","010","1A1A","Operating Forces","Y","Y","U",2012,"OCO",NA,NA,NA,NA,31284
"2124",2012,"1107","N","Operation & Maintenance, MC Reserve","NAVY","01","Operating Forces","Expeditionary Forces","020","020","1A3A","Depot Maintenance","Y","Y","U",2012,"OCO",NA,NA,NA,NA,0
"2125",2012,"1107","N","Operation & Maintenance, MC Reserve","NAVY","01","Operating Forces","Expeditionary Forces","030","030","1A5A","Training Support","Y","Y","U",2012,"OCO",NA,NA,NA,NA,0
"2126",2012,"1107","N","Operation & Maintenance, MC Reserve","NAVY","01","Operating Forces","Base Support","040","040","BSM1","Sustainment, Restoration And Modernization","Y","Y","U",2012,"OCO",NA,NA,NA,NA,0
"2127",2012,"1107","N","Operation & Maintenance, MC Reserve","NAVY","01","Operating Forces","Base Support","050","050","BSS1","Base Operating Support","Y","Y","U",2012,"OCO",NA,NA,NA,NA,4800
"2128",2012,"1107","N","Operation & Maintenance, MC Reserve","NAVY","04","Admin & Srvwd Activities","Servicewide Support","060","060","4A2G","Special Support","Y","Y","U",2012,"OCO",NA,NA,NA,NA,0
"2129",2012,"1107","N","Operation & Maintenance, MC Reserve","NAVY","04","Admin & Srvwd Activities","Servicewide Support","070","070","4A3G","Servicewide Transportation","Y","Y","U",2012,"OCO",NA,NA,NA,NA,0
"2130",2012,"1107","N","Operation & Maintenance, MC Reserve","NAVY","04","Admin & Srvwd Activities","Servicewide Support","080","080","4A4G","Administration","Y","Y","U",2012,"OCO",NA,NA,NA,NA,0
"2131",2012,"1107","N","Operation & Maintenance, MC Reserve","NAVY","04","Admin & Srvwd Activities","Servicewide Support","090","090","4A6G","Recruiting And Advertising","Y","Y","U",2012,"OCO",NA,NA,NA,NA,0
"2132",2012,"1107","N","Operation & Maintenance, MC Reserve","NAVY","20","Undistributed","Undistributed","100","100","CR11","Adj to Match Continuing Resolution","Y","Y","U",2012,"OCO",NA,NA,NA,NA,0
"2133",2012,"3400","F","Operation & Maintenance, Air Force","AF","01","Operating Forces","Air Operations","010","010","011A","Primary Combat Forces","Y","Y","U",2012,"OCO",NA,NA,NA,NA,2115901
"2134",2012,"3400","F","Operation & Maintenance, Air Force","AF","01","Operating Forces","Air Operations","020","020","011C","Combat Enhancement Forces","Y","Y","U",2012,"OCO",NA,NA,NA,NA,2033929
"2135",2012,"3400","F","Operation & Maintenance, Air Force","AF","01","Operating Forces","Air Operations","030","030","011D","Air Operations Training (OJT, Maintain Skills)","Y","Y","U",2012,"OCO",NA,NA,NA,NA,46844
"2136",2012,"3400","F","Operation & Maintenance, Air Force","AF","01","Operating Forces","Air Operations","040","040","011G","Mission Support Operations","Y","Y","U",2012,"OCO",NA,NA,NA,NA,0
"2137",2012,"3400","F","Operation & Maintenance, Air Force","AF","01","Operating Forces","Air Operations","050","050","011M","Depot Maintenance","Y","Y","U",2012,"OCO",NA,NA,NA,NA,312361
"2138",2012,"3400","F","Operation & Maintenance, Air Force","AF","01","Operating Forces","Air Operations","060","060","011R","Facilities Sustainment, Restoration & Modernization","Y","Y","U",2012,"OCO",NA,NA,NA,NA,334950
"2139",2012,"3400","F","Operation & Maintenance, Air Force","AF","01","Operating Forces","Air Operations","070","070","011Z","Base Support","Y","Y","U",2012,"OCO",NA,NA,NA,NA,641404
"2140",2012,"3400","F","Operation & Maintenance, Air Force","AF","01","Operating Forces","Combat Related Operations","080","080","012A","Global C3I And Early Warning","Y","Y","U",2012,"OCO",NA,NA,NA,NA,69330
"2141",2012,"3400","F","Operation & Maintenance, Air Force","AF","01","Operating Forces","Combat Related Operations","090","090","012C","Other Combat Ops Spt Programs","Y","Y","U",2012,"OCO",NA,NA,NA,NA,297015
"2142",2012,"3400","F","Operation & Maintenance, Air Force","AF","01","Operating Forces","Combat Related Operations","100","100","012F","Tactical Intel And Other Special Activities","Y","Y","U",2012,"OCO",NA,NA,NA,NA,0
"2143",2012,"3400","F","Operation & Maintenance, Air Force","AF","01","Operating Forces","Space Operations","110","110","013A","Launch Facilities","Y","Y","U",2012,"OCO",NA,NA,NA,NA,0
"2144",2012,"3400","F","Operation & Maintenance, Air Force","AF","01","Operating Forces","Space Operations","120","120","013C","Space Control Systems","Y","Y","U",2012,"OCO",NA,NA,NA,NA,16833
"2145",2012,"3400","F","Operation & Maintenance, Air Force","AF","01","Operating Forces","COCOM","130","130","015A","Combatant Commanders Direct Mission Support","Y","Y","U",2012,"OCO",NA,NA,NA,NA,46390
"2146",2012,"3400","F","Operation & Maintenance, Air Force","AF","01","Operating Forces","COCOM","140","140","015B","Combatant Commanders Core Operations","Y","Y","U",2012,"OCO",NA,NA,NA,NA,0
"2147",2012,"3400","F","Operation & Maintenance, Air Force","AF","02","Mobilization","Mobility Operations","150","150","021A","Airlift Operations","Y","Y","U",2012,"OCO",NA,NA,NA,NA,3533338
"2148",2012,"3400","F","Operation & Maintenance, Air Force","AF","02","Mobilization","Mobility Operations","160","160","021D","Mobilization Preparedness","Y","Y","U",2012,"OCO",NA,NA,NA,NA,85416
"2149",2012,"3400","F","Operation & Maintenance, Air Force","AF","02","Mobilization","Mobility Operations","170","170","021M","Depot Maintenance","Y","Y","U",2012,"OCO",NA,NA,NA,NA,161678
"2150",2012,"3400","F","Operation & Maintenance, Air Force","AF","02","Mobilization","Mobility Operations","180","180","021R","Facilities Sustainment, Restoration & Modernization","Y","Y","U",2012,"OCO",NA,NA,NA,NA,9485
"2151",2012,"3400","F","Operation & Maintenance, Air Force","AF","02","Mobilization","Mobility Operations","190","190","021Z","Base Support","Y","Y","U",2012,"OCO",NA,NA,NA,NA,30033
"2152",2012,"3400","F","Operation & Maintenance, Air Force","AF","03","Training and Recruiting","Accession Training","200","200","031A","Officer Acquisition","Y","Y","U",2012,"OCO",NA,NA,NA,NA,0
"2153",2012,"3400","F","Operation & Maintenance, Air Force","AF","03","Training and Recruiting","Accession Training","210","210","031B","Recruit Training","Y","Y","U",2012,"OCO",NA,NA,NA,NA,0
"2154",2012,"3400","F","Operation & Maintenance, Air Force","AF","03","Training and Recruiting","Accession Training","220","220","031D","Reserve Officers Training Corps (ROTC)","Y","Y","U",2012,"OCO",NA,NA,NA,NA,0
"2155",2012,"3400","F","Operation & Maintenance, Air Force","AF","03","Training and Recruiting","Accession Training","230","230","031R","Facilities Sustainment, Restoration & Modernization","Y","Y","U",2012,"OCO",NA,NA,NA,NA,908
"2156",2012,"3400","F","Operation & Maintenance, Air Force","AF","03","Training and Recruiting","Accession Training","240","240","031Z","Base Support","Y","Y","U",2012,"OCO",NA,NA,NA,NA,2280
"2157",2012,"3400","F","Operation & Maintenance, Air Force","AF","03","Training and Recruiting","Basic Skills And Advanced Training","250","250","032A","Specialized Skill Training","Y","Y","U",2012,"OCO",NA,NA,NA,NA,29592
"2158",2012,"3400","F","Operation & Maintenance, Air Force","AF","03","Training and Recruiting","Basic Skills And Advanced Training","260","260","032B","Flight Training","Y","Y","U",2012,"OCO",NA,NA,NA,NA,154
"2159",2012,"3400","F","Operation & Maintenance, Air Force","AF","03","Training and Recruiting","Basic Skills And Advanced Training","270","270","032C","Professional Development Education","Y","Y","U",2012,"OCO",NA,NA,NA,NA,691
"2160",2012,"3400","F","Operation & Maintenance, Air Force","AF","03","Training and Recruiting","Basic Skills And Advanced Training","280","280","032D","Training Support","Y","Y","U",2012,"OCO",NA,NA,NA,NA,753
"2161",2012,"3400","F","Operation & Maintenance, Air Force","AF","03","Training and Recruiting","Basic Skills And Advanced Training","290","290","032M","Depot Maintenance","Y","Y","U",2012,"OCO",NA,NA,NA,NA,0
"2162",2012,"3400","F","Operation & Maintenance, Air Force","AF","03","Training and Recruiting","Recruiting And Other Training & Education","300","300","033A","Recruiting And Advertising","Y","Y","U",2012,"OCO",NA,NA,NA,NA,0
"2163",2012,"3400","F","Operation & Maintenance, Air Force","AF","03","Training and Recruiting","Recruiting And Other Training & Education","310","310","033B","Examining","Y","Y","U",2012,"OCO",NA,NA,NA,NA,0
"2164",2012,"3400","F","Operation & Maintenance, Air Force","AF","03","Training and Recruiting","Recruiting And Other Training & Education","320","320","033C","Off-Duty And Voluntary Education","Y","Y","U",2012,"OCO",NA,NA,NA,NA,0
"2165",2012,"3400","F","Operation & Maintenance, Air Force","AF","03","Training and Recruiting","Recruiting And Other Training & Education","330","330","033D","Civilian Education And Training","Y","Y","U",2012,"OCO",NA,NA,NA,NA,0
"2166",2012,"3400","F","Operation & Maintenance, Air Force","AF","03","Training and Recruiting","Recruiting And Other Training & Education","340","340","033E","Junior ROTC","Y","Y","U",2012,"OCO",NA,NA,NA,NA,0
"2167",2012,"3400","F","Operation & Maintenance, Air Force","AF","04","Admin & Srvwd Activities","Logistics Operations","350","350","041A","Logistics Operations","Y","Y","U",2012,"OCO",NA,NA,NA,NA,155121
"2168",2012,"3400","F","Operation & Maintenance, Air Force","AF","04","Admin & Srvwd Activities","Logistics Operations","360","360","041B","Technical Support Activities","Y","Y","U",2012,"OCO",NA,NA,NA,NA,0
"2169",2012,"3400","F","Operation & Maintenance, Air Force","AF","04","Admin & Srvwd Activities","Logistics Operations","370","370","041M","Depot Maintenance","Y","Y","U",2012,"OCO",NA,NA,NA,NA,0
"2170",2012,"3400","F","Operation & Maintenance, Air Force","AF","04","Admin & Srvwd Activities","Logistics Operations","380","380","041R","Facilities Sustainment, Restoration & Modernization","Y","Y","U",2012,"OCO",NA,NA,NA,NA,0
"2171",2012,"3400","F","Operation & Maintenance, Air Force","AF","04","Admin & Srvwd Activities","Logistics Operations","390","390","041Z","Base Support","Y","Y","U",2012,"OCO",NA,NA,NA,NA,20677
"2172",2012,"3400","F","Operation & Maintenance, Air Force","AF","04","Admin & Srvwd Activities","Servicewide Activities","400","400","042A","Administration","Y","Y","U",2012,"OCO",NA,NA,NA,NA,3320
"2173",2012,"3400","F","Operation & Maintenance, Air Force","AF","04","Admin & Srvwd Activities","Servicewide Activities","410","410","042B","Servicewide Communications","Y","Y","U",2012,"OCO",NA,NA,NA,NA,111561
"2174",2012,"3400","F","Operation & Maintenance, Air Force","AF","04","Admin & Srvwd Activities","Servicewide Activities","420","420","042G","Other Servicewide Activities","Y","Y","U",2012,"OCO",NA,NA,NA,NA,605223
"2175",2012,"3400","F","Operation & Maintenance, Air Force","AF","04","Admin & Srvwd Activities","Servicewide Activities","430","430","042I","Civil Air Patrol","Y","Y","U",2012,"OCO",NA,NA,NA,NA,0
"2176",2012,"3400","F","Operation & Maintenance, Air Force","AF","04","Admin & Srvwd Activities","Servicewide Activities","440","440","042N","Judgment Fund Reimbursement","Y","Y","U",2012,"OCO",NA,NA,NA,NA,0
"2177",2012,"3400","F","Operation & Maintenance, Air Force","AF","04","Admin & Srvwd Activities","Support To Other Nations","460","460","044A","International Support","Y","Y","U",2012,"OCO",NA,NA,NA,NA,0
"2178",2012,"3400","F","Operation & Maintenance, Air Force","","04","Admin & Srvwd Activities","","","","9999","Classified Programs","Y","Y","U",2012,"OCO",NA,NA,NA,NA,54000
"2179",2012,"3400","F","Operation & Maintenance, Air Force","AF","20","Undistributed","Undistributed","470","470","CR11","Adj to Match Continuing Resolution","Y","Y","U",2012,"OCO",NA,NA,NA,NA,0
"2180",2012,"3740","F","Operation & Maintenance, AF Reserve","AF","01","Operating Forces","Air Operations","010","010","011A","Primary Combat Forces","Y","Y","U",2012,"OCO",NA,NA,NA,NA,4800
"2181",2012,"3740","F","Operation & Maintenance, AF Reserve","AF","01","Operating Forces","Air Operations","020","020","011G","Mission Support Operations","Y","Y","U",2012,"OCO",NA,NA,NA,NA,0
"2182",2012,"3740","F","Operation & Maintenance, AF Reserve","AF","01","Operating Forces","Air Operations","030","030","011M","Depot Maintenance","Y","Y","U",2012,"OCO",NA,NA,NA,NA,131000
"2183",2012,"3740","F","Operation & Maintenance, AF Reserve","AF","01","Operating Forces","Air Operations","040","040","011R","Facilities Sustainment, Restoration & Modernization","Y","Y","U",2012,"OCO",NA,NA,NA,NA,0
"2184",2012,"3740","F","Operation & Maintenance, AF Reserve","AF","01","Operating Forces","Air Operations","050","050","011Z","Base Support","Y","Y","U",2012,"OCO",NA,NA,NA,NA,6250
"2185",2012,"3740","F","Operation & Maintenance, AF Reserve","AF","04","Admin & Srvwd Activities","Servicewide Activities","060","060","042A","Administration","Y","Y","U",2012,"OCO",NA,NA,NA,NA,0
"2186",2012,"3740","F","Operation & Maintenance, AF Reserve","AF","04","Admin & Srvwd Activities","Servicewide Activities","070","070","042J","Recruiting And Advertising","Y","Y","U",2012,"OCO",NA,NA,NA,NA,0
"2187",2012,"3740","F","Operation & Maintenance, AF Reserve","AF","04","Admin & Srvwd Activities","Servicewide Activities","080","080","042K","Military Manpower And Pers Mgmt (Arpc)","Y","Y","U",2012,"OCO",NA,NA,NA,NA,0
"2188",2012,"3740","F","Operation & Maintenance, AF Reserve","AF","04","Admin & Srvwd Activities","Servicewide Activities","090","090","042L","Other Pers Support (Disability Comp)","Y","Y","U",2012,"OCO",NA,NA,NA,NA,0
"2189",2012,"3740","F","Operation & Maintenance, AF Reserve","AF","04","Admin & Srvwd Activities","Servicewide Activities","100","100","042M","Audiovisual","Y","Y","U",2012,"OCO",NA,NA,NA,NA,0
"2190",2012,"3740","F","Operation & Maintenance, AF Reserve","AF","20","Undistributed","Undistributed","110","110","CR11","Adj to Match Continuing Resolution","Y","Y","U",2012,"OCO",NA,NA,NA,NA,0
"2191",2012,"3840","F","Operation & Maintenance, ANG","AF","01","Operating Forces","Air Operations","010","010","011F","Aircraft Operations","Y","Y","U",2012,"OCO",NA,NA,NA,NA,0
"2192",2012,"3840","F","Operation & Maintenance, ANG","AF","01","Operating Forces","Air Operations","020","020","011G","Mission Support Operations","Y","Y","U",2012,"OCO",NA,NA,NA,NA,34050
"2193",2012,"3840","F","Operation & Maintenance, ANG","AF","01","Operating Forces","Air Operations","030","030","011M","Depot Maintenance","Y","Y","U",2012,"OCO",NA,NA,NA,NA,0
"2194",2012,"3840","F","Operation & Maintenance, ANG","AF","01","Operating Forces","Air Operations","040","040","011R","Facilities Sustainment, Restoration & Modernization","Y","Y","U",2012,"OCO",NA,NA,NA,NA,0
"2195",2012,"3840","F","Operation & Maintenance, ANG","AF","01","Operating Forces","Air Operations","050","050","011Z","Base Support","Y","Y","U",2012,"OCO",NA,NA,NA,NA,0
"2196",2012,"3840","F","Operation & Maintenance, ANG","AF","04","Admin & Srvwd Activities","Servicewide Activities","060","060","042A","Administration","Y","Y","U",2012,"OCO",NA,NA,NA,NA,0
"2197",2012,"3840","F","Operation & Maintenance, ANG","AF","04","Admin & Srvwd Activities","Servicewide Activities","070","070","042J","Recruiting And Advertising","Y","Y","U",2012,"OCO",NA,NA,NA,NA,0
"2198",2012,"3840","F","Operation & Maintenance, ANG","AF","20","Undistributed","Undistributed","080","080","CR11","Adj to Match Continuing Resolution","Y","Y","U",2012,"OCO",NA,NA,NA,NA,0
"2199",2012,"0100","D","Operation & Maintenance, Defense-Wide","SOCOM","01","Operating Forces","Defensewide Activities","020","020","","Special Operations Command","Y","Y","U",2012,"OCO",NA,NA,NA,NA,3269939
"2200",2012,"0100","D","Operation & Maintenance, Defense-Wide","TJS","01","Operating Forces","Defensewide Activities","010","010","","Joint Chiefs Of Staff","Y","Y","U",2012,"OCO",NA,NA,NA,NA,2000
"2201",2012,"0100","D","Operation & Maintenance, Defense-Wide","DAU","03","Training and Recruiting","Defensewide Activities","030","030","","Defense Acquisition University","Y","Y","U",2012,"OCO",NA,NA,NA,NA,0
"2202",2012,"0100","D","Operation & Maintenance, Defense-Wide","NDU","03","Training and Recruiting","Recruiting And Other Training & Education","040","040","","National Defense University","Y","Y","U",2012,"OCO",NA,NA,NA,NA,0
"2203",2012,"0100","D","Operation & Maintenance, Defense-Wide","BTA","04","Admin & Srvwd Activities","Defensewide Activities","070","070","","Defense Business Transformation Agency","Y","Y","U",2012,"OCO",NA,NA,NA,NA,0
"2204",2012,"0100","D","Operation & Maintenance, Defense-Wide","CMP","04","Admin & Srvwd Activities","Defensewide Activities","050","050","","Civil Military Programs","Y","Y","U",2012,"OCO",NA,NA,NA,NA,0
"2205",2012,"0100","D","Operation & Maintenance, Defense-Wide","DCAA","04","Admin & Srvwd Activities","Defensewide Activities","080","080","","Defense Contract Audit Agency","Y","Y","U",2012,"OCO",NA,NA,NA,NA,23478
"2206",2012,"0100","D","Operation & Maintenance, Defense-Wide","DCMA","04","Admin & Srvwd Activities","Defensewide Activities","090","090","","Defense Contract Management Agency","Y","Y","U",2012,"OCO",NA,NA,NA,NA,87925
"2207",2012,"0100","D","Operation & Maintenance, Defense-Wide","DFAS","04","Admin & Srvwd Activities","Defensewide Activities","100","100","","Defense Finance And Accounting Service","Y","Y","U",2012,"OCO",NA,NA,NA,NA,0
"2208",2012,"0100","D","Operation & Maintenance, Defense-Wide","DHRA","04","Admin & Srvwd Activities","Defensewide Activities","110","110","","Defense Human Resources Activity","Y","Y","U",2012,"OCO",NA,NA,NA,NA,0
"2209",2012,"0100","D","Operation & Maintenance, Defense-Wide","DISA","04","Admin & Srvwd Activities","Defensewide Activities","120","120","","Defense Information Systems Agency","Y","Y","U",2012,"OCO",NA,NA,NA,NA,164520
"2210",2012,"0100","D","Operation & Maintenance, Defense-Wide","DLA","04","Admin & Srvwd Activities","Defensewide Activities","150","150","","Defense Logistics Agency","Y","Y","U",2012,"OCO",NA,NA,NA,NA,0
"2211",2012,"0100","D","Operation & Maintenance, Defense-Wide","DLSA","04","Admin & Srvwd Activities","Defensewide Activities","140","140","","Defense Legal Services Agency","Y","Y","U",2012,"OCO",NA,NA,NA,NA,102322
"2212",2012,"0100","D","Operation & Maintenance, Defense-Wide","DMACT","04","Admin & Srvwd Activities","Defensewide Activities","160","160","","Defense Media Activity","Y","Y","U",2012,"OCO",NA,NA,NA,NA,15457
"2213",2012,"0100","D","Operation & Maintenance, Defense-Wide","DODEA","04","Admin & Srvwd Activities","Defensewide Activities","220","220","","Department Of Defense Education Activity","Y","Y","U",2012,"OCO",NA,NA,NA,NA,194100
"2214",2012,"0100","D","Operation & Maintenance, Defense-Wide","DPMO","04","Admin & Srvwd Activities","Defensewide Activities","170","170","","Defense Pow/Mia Office","Y","Y","U",2012,"OCO",NA,NA,NA,NA,0
"2215",2012,"0100","D","Operation & Maintenance, Defense-Wide","DSCA","04","Admin & Srvwd Activities","Defensewide Activities","180","180","","Defense Security Cooperation Agency","Y","Y","U",2012,"OCO",NA,NA,NA,NA,2200000
"2216",2012,"0100","D","Operation & Maintenance, Defense-Wide","DSS","04","Admin & Srvwd Activities","Defensewide Activities","190","190","","Defense Security Service","Y","Y","U",2012,"OCO",NA,NA,NA,NA,0
"2217",2012,"0100","D","Operation & Maintenance, Defense-Wide","DTRA","04","Admin & Srvwd Activities","Defensewide Activities","210","210","","Defense Threat Reduction Agency","Y","Y","U",2012,"OCO",NA,NA,NA,NA,0
"2218",2012,"0100","D","Operation & Maintenance, Defense-Wide","DTSA","04","Admin & Srvwd Activities","Defensewide Activities","200","200","","Defense Technology Security Administration","Y","Y","U",2012,"OCO",NA,NA,NA,NA,0
"2219",2012,"0100","D","Operation & Maintenance, Defense-Wide","MDA","04","Admin & Srvwd Activities","Defensewide Activities","230","230","","Missile Defense Agency","Y","Y","U",2012,"OCO",NA,NA,NA,NA,0
"2220",2012,"0100","D","Operation & Maintenance, Defense-Wide","OEA","04","Admin & Srvwd Activities","Defensewide Activities","250","250","","Office Of Economic Adjustment","Y","Y","U",2012,"OCO",NA,NA,NA,NA,0
"2221",2012,"0100","D","Operation & Maintenance, Defense-Wide","OSD","04","Admin & Srvwd Activities","Defensewide Activities","260","260","","Office Of The Secretary Of Defense","Y","Y","U",2012,"OCO",NA,NA,NA,NA,143870
"2222",2012,"0100","D","Operation & Maintenance, Defense-Wide","WHS","04","Admin & Srvwd Activities","Defensewide Activities","270","270","","Washington Headquarters Service","Y","Y","U",2012,"OCO",NA,NA,NA,NA,0
"2223",2012,"0100","D","Operation & Maintenance, Defense-Wide","","04","Admin & Srvwd Activities","","","","9999","Classified Programs","Y","Y","U",2012,"OCO",NA,NA,NA,NA,3065800
"2224",2012,"0100","D","Operation & Maintenance, Defense-Wide","UNDD","20","Undistributed","Undistributed","280","280","","Adj to Match Continuing Resolution","Y","Y","U",2012,"OCO",NA,NA,NA,NA,0
"2225",2012,"0107","D","Office of the Inspector General","IG","01","Operation & Maintenance","Defensewide Activities","010","010","","Office Of The Inspector General","Y","Y","U",2012,"OCO",NA,NA,NA,NA,11055
"2226",2012,"0107","D","Office of the Inspector General","IG","02","RDT&E","Defensewide Activities","020","020","","Office Of The Inspector General","Y","Y","U",2012,"OCO",NA,NA,NA,NA,0
"2227",2012,"0107","D","Office of the Inspector General","IG","03","Procurement","Defensewide Activities","030","030","","Office Of The Inspector General","Y","Y","U",2012,"OCO",NA,NA,NA,NA,0
"2228",2012,"0107","D","Office of the Inspector General","IG","20","Undistributed","Undistributed","040","040","","Adj to Match Continuing Resolution","Y","Y","U",2012,"OCO",NA,NA,NA,NA,0
"2229",2012,"0104","D","US Court of Appeals for Armed Forces, Def","DASD","04","Administration & Associated Activities","Defensewide Activities","010","010","","Us Court Of Appeals For The Armed Forces, Defense","Y","Y","U",2012,"OCO",NA,NA,NA,NA,0
"2230",2012,"0104","D","US Court of Appeals for Armed Forces, Def","DASD","20","Undistributed","Undistributed","020","020","","Adj to Match Continuing Resolution","Y","Y","U",2012,"OCO",NA,NA,NA,NA,0
"2231",2012,"0130","D","Defense Health Program","DHP","01","Operation & Maintenance","Defense Health Program","010","010","","In-House Care","Y","Y","U",2012,"OCO",NA,NA,NA,NA,641996
"2232",2012,"0130","D","Defense Health Program","DHP","01","Operation & Maintenance","Defense Health Program","020","020","","Private Sector Care","Y","Y","U",2012,"OCO",NA,NA,NA,NA,464869
