"","FiscalYear","AccountDSI","OriginType","SourceFiscalYear","EnactedTotal","EnactedType"
"673","2011","2065","Base",2012,0,12369856
"674","2011","2080","Base",2012,0,5228408
"675","2011","2091","Base",2012,0,0
"676","2011","2092","Base",2012,0,0
"677","2011","2093A","Base",2012,0,0
"678","2011","2096","Base",2012,0,0
"679","2011","3010F","Base",2012,0,0
"680","2011","3011F","Base",2012,0,0
"681","2011","3020F","Base",2012,0,0
"682","2011","3024F","Base",2012,0,583430
"683","2011","3080F","Base",2012,0,0
"684","2011","3400","Base",2012,0,66360090
"685","2011","3600F","Base",2012,0,55918312
"686","2011","3740","Base",2012,0,6254524
"687","2011","3840","Base",2012,0,11749706
"688","2011","4557N","Base",2012,0,3413880
"689","2011","4640D","Base",2012,0,0
"690","2011","493001A","Base",2012,0,109272
"691","2011","493002N","Base",2012,0,0
"692","2011","493003F","Base",2012,0,133722
"693","2011","493004D","Base",2012,0,2547142
"694","2011","493005D","Base",2012,0,111498
"695","2011","4965","Base",2012,0,0
"696","2011","5188","Base",2012,0,182634
"697","2011","5189","Base",2012,0,180000
"698","2011","5286","Base",2012,0,50
"699","2011","by appropriation.","Base",2012,0,0
"700","2011","level for each appropriation.","Base",2012,0,0
"701","2011","Unlabeled","Base",2012,0,105969085
"702","2011","","OCO",2012,0,0
"703","2011","* Reflects the FY 2011 President's Budget with an undistributed adjustment to match the Annualized Continuing Resolution funding level","OCO",2012,0,0
"704","2011","** Adjusts each budget line included in the FY 2011 President's Budget request proportionally to match the Annualized Continuing Resolution funding","OCO",2012,0,0
"705","2011","0100","OCO",2012,0,17151000
"706","2011","0104","OCO",2012,0,0
"707","2011","0105","OCO",2012,0,865028
"708","2011","0107","OCO",2012,0,17752
"709","2011","0107D","OCO",2012,0,0
"710","2011","0111","OCO",2012,0,0
"711","2011","0118","OCO",2012,0,1e+07
"712","2011","0130","OCO",2012,0,2574340
"713","2011","0130D","OCO",2012,0,0
"714","2011","0134","OCO",2012,0,0
"715","2011","0144D","OCO",2012,0,0
"716","2011","0300D","OCO",2012,0,0
"717","2011","0303D","OCO",2012,0,0
"718","2011","0350D","OCO",2012,0,0
"719","2011","0360D","OCO",2012,0,0
"720","2011","0390D","OCO",2012,0,0
"721","2011","0400D","OCO",2012,0,343456
"722","2011","0460D","OCO",2012,0,0
"723","2011","0810","OCO",2012,0,0
"724","2011","0811","OCO",2012,0,0
"725","2011","0819","OCO",2012,0,0
"726","2011","0833","OCO",2012,0,0
"727","2011","0838","OCO",2012,0,0
"728","2011","1106","OCO",2012,0,8320312
"729","2011","1107","OCO",2012,0,174900
"730","2011","1109N","OCO",2012,0,0
"731","2011","1236","OCO",2012,0,0
"732","2011","1319N","OCO",2012,0,199274
"733","2011","1506N","OCO",2012,0,0
"734","2011","1507N","OCO",2012,0,0
"735","2011","1508N","OCO",2012,0,0
"736","2011","1611N","OCO",2012,0,0
"737","2011","1804","OCO",2012,0,15608556
"738","2011","1806","OCO",2012,0,274814
"739","2011","1810N","OCO",2012,0,0
"740","2011","2020","OCO",2012,0,116665946
"741","2011","2031A","OCO",2012,0,0
"742","2011","2032A","OCO",2012,0,0
"743","2011","2033A","OCO",2012,0,0
"744","2011","2034A","OCO",2012,0,0
"745","2011","2035A","OCO",2012,0,0
"746","2011","2040A","OCO",2012,0,115924
"747","2011","2065","OCO",2012,0,974066
"748","2011","2080","OCO",2012,0,483606
"749","2011","2091","OCO",2012,0,17885348
"750","2011","2092","OCO",2012,0,1827884
"751","2011","2093A","OCO",2012,0,0
"752","2011","2096","OCO",2012,0,0
"753","2011","3010F","OCO",2012,0,0
"754","2011","3011F","OCO",2012,0,0
"755","2011","3020F","OCO",2012,0,0
"756","2011","3024F","OCO",2012,0,0
"757","2011","3080F","OCO",2012,0,0
"758","2011","3400","OCO",2012,0,25043536
"759","2011","3600F","OCO",2012,0,377934
"760","2011","3740","OCO",2012,0,478578
"761","2011","3840","OCO",2012,0,951310
"762","2011","4557N","OCO",2012,0,0
"763","2011","4640D","OCO",2012,0,0
"764","2011","493001A","OCO",2012,0,0
"765","2011","493002N","OCO",2012,0,0
"766","2011","493003F","OCO",2012,0,34000
"767","2011","493004D","OCO",2012,0,0
"768","2011","493005D","OCO",2012,0,2864872
"769","2011","4965","OCO",2012,0,0
"770","2011","5188","OCO",2012,0,0
"771","2011","5189","OCO",2012,0,0
"772","2011","5286","OCO",2012,0,0
"773","2011","by appropriation.","OCO",2012,0,0
"774","2011","level for each appropriation.","OCO",2012,0,0
"775","2011","Unlabeled","OCO",2012,0,7815988
"776","2011","","Total",2012,0,0
"777","2011","* Reflects the FY 2011 President's Budget with an undistributed adjustment to match the Annualized Continuing Resolution funding level","Total",2012,0,0
"778","2011","** Adjusts each budget line included in the FY 2011 President's Budget request proportionally to match the Annualized Continuing Resolution funding","Total",2012,0,0
"779","2011","0100","Total",2012,73544146,0
"780","2011","0104","Total",2012,27828,0
"781","2011","0105","Total",2012,3181480,0
"782","2011","0107","Total",2012,593952,0
"783","2011","0107D","Total",2012,0,0
"784","2011","0111","Total",2012,823748,0
"785","2011","0118","Total",2012,1e+07,0
"786","2011","0130","Total",2012,61068696,0
"787","2011","0130D","Total",2012,972549,0
"788","2011","0134","Total",2012,847120,0
"789","2011","0144D","Total",2012,0,0
"790","2011","0300D","Total",2012,0,0
"791","2011","0303D","Total",2012,0,0
"792","2011","0350D","Total",2012,0,0
"793","2011","0360D","Total",2012,0,0
"794","2011","0390D","Total",2012,810640,0
"795","2011","0400D","Total",2012,41593646,0
"796","2011","0460D","Total",2012,376474,0
"797","2011","0810","Total",2012,2426162,0
"798","2011","0811","Total",2012,584664,0
"799","2011","0819","Total",2012,219462,0
"800","2011","0833","Total",2012,0,0
"801","2011","0838","Total",2012,0,0
"802","2011","1106","Total",2012,19384614,0
"803","2011","1107","Total",2012,620688,0
"804","2011","1109N","Total",2012,0,0
"805","2011","1236","Total",2012,0,0
"806","2011","1319N","Total",2012,40016246,0
"807","2011","1506N","Total",2012,0,0
"808","2011","1507N","Total",2012,0,0
"809","2011","1508N","Total",2012,0,0
"810","2011","1611N","Total",2012,0,0
"811","2011","1804","Total",2012,84950030,0
"812","2011","1806","Total",2012,2819012,0
"813","2011","1810N","Total",2012,0,0
"814","2011","2020","Total",2012,178157236,0
"815","2011","2031A","Total",2012,0,0
"816","2011","2032A","Total",2012,0,0
"817","2011","2033A","Total",2012,0,0
"818","2011","2034A","Total",2012,0,0
"819","2011","2035A","Total",2012,0,0
"820","2011","2040A","Total",2012,22944952,0
"821","2011","2065","Total",2012,13343922,0
"822","2011","2080","Total",2012,5712014,0
"823","2011","2091","Total",2012,17885348,0
"824","2011","2092","Total",2012,1827884,0
"825","2011","2093A","Total",2012,0,0
"826","2011","2096","Total",2012,0,0
"827","2011","3010F","Total",2012,0,0
"828","2011","3011F","Total",2012,0,0
"829","2011","3020F","Total",2012,0,0
"830","2011","3024F","Total",2012,583430,0
"831","2011","3080F","Total",2012,0,0
"832","2011","3400","Total",2012,91403626,0
"833","2011","3600F","Total",2012,56296246,0
"834","2011","3740","Total",2012,6733102,0
"835","2011","3840","Total",2012,12701016,0
"836","2011","4557N","Total",2012,3413880,0
"837","2011","4640D","Total",2012,0,0
"838","2011","493001A","Total",2012,109272,0
"839","2011","493002N","Total",2012,0,0
"840","2011","493003F","Total",2012,167722,0
"841","2011","493004D","Total",2012,2547142,0
"842","2011","493005D","Total",2012,2976370,0
"843","2011","4965","Total",2012,0,0
"844","2011","5188","Total",2012,182634,0
"845","2011","5189","Total",2012,180000,0
"846","2011","5286","Total",2012,50,0
"847","2011","by appropriation.","Total",2012,0,0
"848","2011","level for each appropriation.","Total",2012,0,0
"849","2011","Unlabeled","Total",2012,0,0
"850","2012","","Base",2012,0,0
"851","2012","* Reflects the FY 2011 President's Budget with an undistributed adjustment to match the Annualized Continuing Resolution funding level","Base",2012,0,0
"852","2012","** Adjusts each budget line included in the FY 2011 President's Budget request proportionally to match the Annualized Continuing Resolution funding","Base",2012,0,0
"853","2012","0100","Base",2012,0,0
"854","2012","0104","Base",2012,0,0
"855","2012","0105","Base",2012,0,0
"856","2012","0107","Base",2012,0,0
"857","2012","0107D","Base",2012,0,0
"858","2012","0111","Base",2012,0,0
"859","2012","0118","Base",2012,0,0
"860","2012","0130","Base",2012,0,0
"861","2012","0130D","Base",2012,0,0
"862","2012","0134","Base",2012,0,0
"863","2012","0144D","Base",2012,0,0
"864","2012","0300D","Base",2012,0,0
"865","2012","0303D","Base",2012,0,0
"866","2012","0350D","Base",2012,0,0
"867","2012","0360D","Base",2012,0,0
"868","2012","0390D","Base",2012,0,0
"869","2012","0400D","Base",2012,0,0
"870","2012","0460D","Base",2012,0,0
"871","2012","0810","Base",2012,0,0
"872","2012","0811","Base",2012,0,0
"873","2012","0819","Base",2012,0,0
"874","2012","0833","Base",2012,0,0
"875","2012","0838","Base",2012,0,0
"876","2012","1106","Base",2012,0,0
"877","2012","1107","Base",2012,0,0
"878","2012","1109N","Base",2012,0,0
"879","2012","1236","Base",2012,0,0
"880","2012","1319N","Base",2012,0,0
"881","2012","1506N","Base",2012,0,0
"882","2012","1507N","Base",2012,0,0
"883","2012","1508N","Base",2012,0,0
"884","2012","1611N","Base",2012,0,0
"885","2012","1804","Base",2012,0,0
"886","2012","1806","Base",2012,0,0
"887","2012","1810N","Base",2012,0,0
"888","2012","2020","Base",2012,0,0
"889","2012","2031A","Base",2012,0,0
"890","2012","2032A","Base",2012,0,0
"891","2012","2033A","Base",2012,0,0
"892","2012","2034A","Base",2012,0,0
"893","2012","2035A","Base",2012,0,0
"894","2012","2040A","Base",2012,0,0
"895","2012","2065","Base",2012,0,0
"896","2012","2080","Base",2012,0,0
"897","2012","2091","Base",2012,0,0
"898","2012","2092","Base",2012,0,0
"899","2012","2093A","Base",2012,0,0
"900","2012","2096","Base",2012,0,0
"901","2012","3010F","Base",2012,0,0
"902","2012","3011F","Base",2012,0,0
"903","2012","3020F","Base",2012,0,0
"904","2012","3024F","Base",2012,0,0
"905","2012","3080F","Base",2012,0,0
"906","2012","3400","Base",2012,0,0
"907","2012","3600F","Base",2012,0,0
"908","2012","3740","Base",2012,0,0
"909","2012","3840","Base",2012,0,0
"910","2012","4557N","Base",2012,0,0
"911","2012","4640D","Base",2012,0,0
"912","2012","493001A","Base",2012,0,0
"913","2012","493002N","Base",2012,0,0
"914","2012","493003F","Base",2012,0,0
"915","2012","493004D","Base",2012,0,0
"916","2012","493005D","Base",2012,0,0
"917","2012","4965","Base",2012,0,0
"918","2012","5188","Base",2012,0,0
"919","2012","5189","Base",2012,0,0
"920","2012","5286","Base",2012,0,0
"921","2012","by appropriation.","Base",2012,0,0
"922","2012","level for each appropriation.","Base",2012,0,0
"923","2012","Unlabeled","Base",2012,0,0
"924","2012","","OCO",2012,0,0
"925","2012","* Reflects the FY 2011 President's Budget with an undistributed adjustment to match the Annualized Continuing Resolution funding level","OCO",2012,0,0
"926","2012","** Adjusts each budget line included in the FY 2011 President's Budget request proportionally to match the Annualized Continuing Resolution funding","OCO",2012,0,0
"927","2012","0100","OCO",2012,0,0
"928","2012","0104","OCO",2012,0,0
"929","2012","0105","OCO",2012,0,0
"930","2012","0107","OCO",2012,0,0
"931","2012","0107D","OCO",2012,0,0
"932","2012","0111","OCO",2012,0,0
"933","2012","0118","OCO",2012,0,0
"934","2012","0130","OCO",2012,0,0
"935","2012","0130D","OCO",2012,0,0
"936","2012","0134","OCO",2012,0,0
"937","2012","0144D","OCO",2012,0,0
"938","2012","0300D","OCO",2012,0,0
"939","2012","0303D","OCO",2012,0,0
"940","2012","0350D","OCO",2012,0,0
"941","2012","0360D","OCO",2012,0,0
"942","2012","0390D","OCO",2012,0,0
"943","2012","0400D","OCO",2012,0,0
"944","2012","0460D","OCO",2012,0,0
"945","2012","0810","OCO",2012,0,0
"946","2012","0811","OCO",2012,0,0
"947","2012","0819","OCO",2012,0,0
"948","2012","0833","OCO",2012,0,0
"949","2012","0838","OCO",2012,0,0
"950","2012","1106","OCO",2012,0,0
"951","2012","1107","OCO",2012,0,0
"952","2012","1109N","OCO",2012,0,0
"953","2012","1236","OCO",2012,0,0
"954","2012","1319N","OCO",2012,0,0
"955","2012","1506N","OCO",2012,0,0
"956","2012","1507N","OCO",2012,0,0
"957","2012","1508N","OCO",2012,0,0
"958","2012","1611N","OCO",2012,0,0
"959","2012","1804","OCO",2012,0,0
"960","2012","1806","OCO",2012,0,0
"961","2012","1810N","OCO",2012,0,0
"962","2012","2020","OCO",2012,0,0
"963","2012","2031A","OCO",2012,0,0
"964","2012","2032A","OCO",2012,0,0
"965","2012","2033A","OCO",2012,0,0
"966","2012","2034A","OCO",2012,0,0
"967","2012","2035A","OCO",2012,0,0
"968","2012","2040A","OCO",2012,0,0
"969","2012","2065","OCO",2012,0,0
"970","2012","2080","OCO",2012,0,0
"971","2012","2091","OCO",2012,0,0
"972","2012","2092","OCO",2012,0,0
"973","2012","2093A","OCO",2012,0,0
"974","2012","2096","OCO",2012,0,0
"975","2012","3010F","OCO",2012,0,0
"976","2012","3011F","OCO",2012,0,0
"977","2012","3020F","OCO",2012,0,0
"978","2012","3024F","OCO",2012,0,0
"979","2012","3080F","OCO",2012,0,0
"980","2012","3400","OCO",2012,0,0
"981","2012","3600F","OCO",2012,0,0
"982","2012","3740","OCO",2012,0,0
"983","2012","3840","OCO",2012,0,0
"984","2012","4557N","OCO",2012,0,0
"985","2012","4640D","OCO",2012,0,0
"986","2012","493001A","OCO",2012,0,0
"987","2012","493002N","OCO",2012,0,0
"988","2012","493003F","OCO",2012,0,0
"989","2012","493004D","OCO",2012,0,0
"990","2012","493005D","OCO",2012,0,0
"991","2012","4965","OCO",2012,0,0
"992","2012","5188","OCO",2012,0,0
"993","2012","5189","OCO",2012,0,0
"994","2012","5286","OCO",2012,0,0
"995","2012","by appropriation.","OCO",2012,0,0
"996","2012","level for each appropriation.","OCO",2012,0,0
"997","2012","Unlabeled","OCO",2012,0,0
"998","2012","","Total",2012,0,0
"999","2012","* Reflects the FY 2011 President's Budget with an undistributed adjustment to match the Annualized Continuing Resolution funding level","Total",2012,0,0
"1000","2012","** Adjusts each budget line included in the FY 2011 President's Budget request proportionally to match the Annualized Continuing Resolution funding","Total",2012,0,0
"1001","2012","0100","Total",2012,0,0
"1002","2012","0104","Total",2012,0,0
"1003","2012","0105","Total",2012,0,0
"1004","2012","0107","Total",2012,0,0
"1005","2012","0107D","Total",2012,0,0
"1006","2012","0111","Total",2012,0,0
"1007","2012","0118","Total",2012,0,0
"1008","2012","0130","Total",2012,0,0
"1009","2012","0130D","Total",2012,0,0
"1010","2012","0134","Total",2012,0,0
"1011","2012","0144D","Total",2012,0,0
"1012","2012","0300D","Total",2012,0,0
"1013","2012","0303D","Total",2012,0,0
"1014","2012","0350D","Total",2012,0,0
"1015","2012","0360D","Total",2012,0,0
"1016","2012","0390D","Total",2012,0,0
"1017","2012","0400D","Total",2012,0,0
"1018","2012","0460D","Total",2012,0,0
"1019","2012","0810","Total",2012,0,0
"1020","2012","0811","Total",2012,0,0
"1021","2012","0819","Total",2012,0,0
"1022","2012","0833","Total",2012,0,0
"1023","2012","0838","Total",2012,0,0
"1024","2012","1106","Total",2012,0,0
"1025","2012","1107","Total",2012,0,0
"1026","2012","1109N","Total",2012,0,0
"1027","2012","1236","Total",2012,0,0
"1028","2012","1319N","Total",2012,0,0
"1029","2012","1506N","Total",2012,0,0
"1030","2012","1507N","Total",2012,0,0
"1031","2012","1508N","Total",2012,0,0
"1032","2012","1611N","Total",2012,0,0
"1033","2012","1804","Total",2012,0,0
"1034","2012","1806","Total",2012,0,0
"1035","2012","1810N","Total",2012,0,0
"1036","2012","2020","Total",2012,0,0
"1037","2012","2031A","Total",2012,0,0
"1038","2012","2032A","Total",2012,0,0
"1039","2012","2033A","Total",2012,0,0
"1040","2012","2034A","Total",2012,0,0
"1041","2012","2035A","Total",2012,0,0
"1042","2012","2040A","Total",2012,0,0
"1043","2012","2065","Total",2012,0,0
"1044","2012","2080","Total",2012,0,0
"1045","2012","2091","Total",2012,0,0
"1046","2012","2092","Total",2012,0,0
"1047","2012","2093A","Total",2012,0,0
"1048","2012","2096","Total",2012,0,0
"1049","2012","3010F","Total",2012,0,0
"1050","2012","3011F","Total",2012,0,0
"1051","2012","3020F","Total",2012,0,0
"1052","2012","3024F","Total",2012,0,0
"1053","2012","3080F","Total",2012,0,0
"1054","2012","3400","Total",2012,0,0
"1055","2012","3600F","Total",2012,0,0
"1056","2012","3740","Total",2012,0,0
"1057","2012","3840","Total",2012,0,0
"1058","2012","4557N","Total",2012,0,0
"1059","2012","4640D","Total",2012,0,0
"1060","2012","493001A","Total",2012,0,0
"1061","2012","493002N","Total",2012,0,0
"1062","2012","493003F","Total",2012,0,0
"1063","2012","493004D","Total",2012,0,0
"1064","2012","493005D","Total",2012,0,0
"1065","2012","4965","Total",2012,0,0
"1066","2012","5188","Total",2012,0,0
"1067","2012","5189","Total",2012,0,0
"1068","2012","5286","Total",2012,0,0
"1069","2012","by appropriation.","Total",2012,0,0
"1070","2012","level for each appropriation.","Total",2012,0,0
"1071","2012","Unlabeled","Total",2012,0,0
"1072","2010","* Reflects the FY 2011 President's Budget with an undistributed adjustment to match the Annualized Continuing Resolution funding level","Total",2017,0,0
"1073","2010","** Adjusts each budget line included in the FY 2011 President's Budget request proportionally to match the Annualized Continuing Resolution funding","Total",2017,0,0
"1074","2010","1000N","Total",2017,0,0
"1075","2010","1001N","Total",2017,0,0
"1076","2010","1002N","Total",2017,0,0
"1077","2010","1003N","Total",2017,0,0
"1078","2010","1004A","Total",2017,0,0
"1079","2010","1005A","Total",2017,0,0
"1080","2010","1006A","Total",2017,0,0
"1081","2010","1007F","Total",2017,0,0
"1082","2010","1008F","Total",2017,0,0
"1083","2010","1009F","Total",2017,0,0
"1084","2010","1105N","Total",2017,0,0
"1085","2010","1108N","Total",2017,0,0
"1086","2010","1405N","Total",2017,0,0
"1087","2010","1453N","Total",2017,0,0
"1088","2010","2010A","Total",2017,0,0
"1089","2010","2060A","Total",2017,0,0
"1090","2010","2070A","Total",2017,0,0
"1091","2010","3500F","Total",2017,0,0
"1092","2010","3700F","Total",2017,0,0
"1093","2010","3850F","Total",2017,0,0
"1094","2010","by appropriation.","Total",2017,0,0
"1095","2010","level for each appropriation.","Total",2017,0,0
"1096","2010","Unlabeled","Total",2017,0,0
"1097","2011","* Reflects the FY 2011 President's Budget with an undistributed adjustment to match the Annualized Continuing Resolution funding level","Base",2017,0,0
"1098","2011","** Adjusts each budget line included in the FY 2011 President's Budget request proportionally to match the Annualized Continuing Resolution funding","Base",2017,0,0
"1099","2011","1000N","Base",2017,0,3682992
"1100","2011","1001N","Base",2017,0,2284642
"1101","2011","1002N","Base",2017,0,483168
"1102","2011","1003N","Base",2017,0,264230
"1103","2011","1004A","Base",2017,0,6379414
"1104","2011","1005A","Base",2017,0,1439014
"1105","2011","1006A","Base",2017,0,2507540
