"","SourceFiscalYear","FiscalYear","OriginType","AccountDSI","EnactedTotal","EnactedType"
"1110",2017,"2011","Base","1108N",0,1227000
"1111",2017,"2011","Base","1405N",0,3818602
"1112",2017,"2011","Base","1453N",0,50578098
"1113",2017,"2011","Base","2010A",0,82011224
"1114",2017,"2011","Base","2060A",0,15093810
"1115",2017,"2011","Base","2070A",0,8609426
"1116",2017,"2011","Base","3500F",0,52348272
"1117",2017,"2011","Base","3700F",0,3178824
"1118",2017,"2011","Base","3850F",0,5876458
"1119",2017,"2011","Base","by appropriation.",0,0
"1120",2017,"2011","Base","level for each appropriation.",0,0
"1121",2017,"2011","Base","Unlabeled",0,0
"1122",2017,"2011","OCO","* Reflects the FY 2011 President's Budget with an undistributed adjustment to match the Annualized Continuing Resolution funding level",0,0
"1123",2017,"2011","OCO","** Adjusts each budget line included in the FY 2011 President's Budget request proportionally to match the Annualized Continuing Resolution funding",0,0
"1124",2017,"2011","OCO","1000N",0,0
"1125",2017,"2011","OCO","1001N",0,0
"1126",2017,"2011","OCO","1002N",0,0
"1127",2017,"2011","OCO","1003N",0,0
"1128",2017,"2011","OCO","1004A",0,0
"1129",2017,"2011","OCO","1005A",0,0
"1130",2017,"2011","OCO","1006A",0,0
"1131",2017,"2011","OCO","1007F",0,0
"1132",2017,"2011","OCO","1008F",0,0
"1133",2017,"2011","OCO","1009F",0,0
"1134",2017,"2011","OCO","1105N",0,1823400
"1135",2017,"2011","OCO","1108N",0,126208
"1136",2017,"2011","OCO","1405N",0,78900
"1137",2017,"2011","OCO","1453N",0,2851192
"1138",2017,"2011","OCO","2010A",0,22531204
"1139",2017,"2011","OCO","2060A",0,1710588
"1140",2017,"2011","OCO","2070A",0,596734
"1141",2017,"2011","OCO","3500F",0,3506698
"1142",2017,"2011","OCO","3700F",0,42006
"1143",2017,"2011","OCO","3850F",0,19000
"1144",2017,"2011","OCO","by appropriation.",0,0
"1145",2017,"2011","OCO","level for each appropriation.",0,0
"1146",2017,"2011","OCO","Unlabeled",0,0
"1147",2017,"2011","Total","* Reflects the FY 2011 President's Budget with an undistributed adjustment to match the Annualized Continuing Resolution funding level",0,0
"1148",2017,"2011","Total","** Adjusts each budget line included in the FY 2011 President's Budget request proportionally to match the Annualized Continuing Resolution funding",0,0
"1149",2017,"2011","Total","1000N",3682992,0
"1150",2017,"2011","Total","1001N",2284642,0
"1151",2017,"2011","Total","1002N",483168,0
"1152",2017,"2011","Total","1003N",264230,0
"1153",2017,"2011","Total","1004A",6379414,0
"1154",2017,"2011","Total","1005A",1439014,0
"1155",2017,"2011","Total","1006A",2507540,0
"1156",2017,"2011","Total","1007F",3725130,0
"1157",2017,"2011","Total","1008F",480088,0
"1158",2017,"2011","Total","1009F",774164,0
"1159",2017,"2011","Total","1105N",27423380,0
"1160",2017,"2011","Total","1108N",1353208,0
"1161",2017,"2011","Total","1405N",3897502,0
"1162",2017,"2011","Total","1453N",53429290,0
"1163",2017,"2011","Total","2010A",104542428,0
"1164",2017,"2011","Total","2060A",16804398,0
"1165",2017,"2011","Total","2070A",9206160,0
"1166",2017,"2011","Total","3500F",55854970,0
"1167",2017,"2011","Total","3700F",3220830,0
"1168",2017,"2011","Total","3850F",5895458,0
"1169",2017,"2011","Total","by appropriation.",0,0
"1170",2017,"2011","Total","level for each appropriation.",0,0
"1171",2017,"2011","Total","Unlabeled",0,0
"1172",2017,"2012","Base","* Reflects the FY 2011 President's Budget with an undistributed adjustment to match the Annualized Continuing Resolution funding level",0,0
"1173",2017,"2012","Base","** Adjusts each budget line included in the FY 2011 President's Budget request proportionally to match the Annualized Continuing Resolution funding",0,0
"1174",2017,"2012","Base","1000N",0,0
"1175",2017,"2012","Base","1001N",0,0
"1176",2017,"2012","Base","1002N",0,0
"1177",2017,"2012","Base","1003N",0,0
"1178",2017,"2012","Base","1004A",0,0
"1179",2017,"2012","Base","1005A",0,0
"1180",2017,"2012","Base","1006A",0,0
"1181",2017,"2012","Base","1007F",0,0
"1182",2017,"2012","Base","1008F",0,0
"1183",2017,"2012","Base","1009F",0,0
"1184",2017,"2012","Base","1105N",0,0
"1185",2017,"2012","Base","1108N",0,0
"1186",2017,"2012","Base","1405N",0,0
"1187",2017,"2012","Base","1453N",0,0
"1188",2017,"2012","Base","2010A",0,0
"1189",2017,"2012","Base","2060A",0,0
"1190",2017,"2012","Base","2070A",0,0
"1191",2017,"2012","Base","3500F",0,0
"1192",2017,"2012","Base","3700F",0,0
"1193",2017,"2012","Base","3850F",0,0
"1194",2017,"2012","Base","by appropriation.",0,0
"1195",2017,"2012","Base","level for each appropriation.",0,0
"1196",2017,"2012","Base","Unlabeled",0,0
"1197",2017,"2012","OCO","* Reflects the FY 2011 President's Budget with an undistributed adjustment to match the Annualized Continuing Resolution funding level",0,0
"1198",2017,"2012","OCO","** Adjusts each budget line included in the FY 2011 President's Budget request proportionally to match the Annualized Continuing Resolution funding",0,0
"1199",2017,"2012","OCO","1000N",0,0
"1200",2017,"2012","OCO","1001N",0,0
"1201",2017,"2012","OCO","1002N",0,0
"1202",2017,"2012","OCO","1003N",0,0
"1203",2017,"2012","OCO","1004A",0,0
"1204",2017,"2012","OCO","1005A",0,0
"1205",2017,"2012","OCO","1006A",0,0
"1206",2017,"2012","OCO","1007F",0,0
"1207",2017,"2012","OCO","1008F",0,0
"1208",2017,"2012","OCO","1009F",0,0
"1209",2017,"2012","OCO","1105N",0,0
"1210",2017,"2012","OCO","1108N",0,0
"1211",2017,"2012","OCO","1405N",0,0
"1212",2017,"2012","OCO","1453N",0,0
"1213",2017,"2012","OCO","2010A",0,0
"1214",2017,"2012","OCO","2060A",0,0
"1215",2017,"2012","OCO","2070A",0,0
"1216",2017,"2012","OCO","3500F",0,0
"1217",2017,"2012","OCO","3700F",0,0
"1218",2017,"2012","OCO","3850F",0,0
"1219",2017,"2012","OCO","by appropriation.",0,0
"1220",2017,"2012","OCO","level for each appropriation.",0,0
"1221",2017,"2012","OCO","Unlabeled",0,0
"1222",2017,"2012","Total","* Reflects the FY 2011 President's Budget with an undistributed adjustment to match the Annualized Continuing Resolution funding level",0,0
"1223",2017,"2012","Total","** Adjusts each budget line included in the FY 2011 President's Budget request proportionally to match the Annualized Continuing Resolution funding",0,0
"1224",2017,"2012","Total","1000N",0,0
"1225",2017,"2012","Total","1001N",0,0
"1226",2017,"2012","Total","1002N",0,0
"1227",2017,"2012","Total","1003N",0,0
"1228",2017,"2012","Total","1004A",0,0
"1229",2017,"2012","Total","1005A",0,0
"1230",2017,"2012","Total","1006A",0,0
"1231",2017,"2012","Total","1007F",0,0
"1232",2017,"2012","Total","1008F",0,0
"1233",2017,"2012","Total","1009F",0,0
"1234",2017,"2012","Total","1105N",0,0
"1235",2017,"2012","Total","1108N",0,0
"1236",2017,"2012","Total","1405N",0,0
"1237",2017,"2012","Total","1453N",0,0
"1238",2017,"2012","Total","2010A",0,0
"1239",2017,"2012","Total","2060A",0,0
"1240",2017,"2012","Total","2070A",0,0
"1241",2017,"2012","Total","3500F",0,0
"1242",2017,"2012","Total","3700F",0,0
"1243",2017,"2012","Total","3850F",0,0
"1244",2017,"2012","Total","by appropriation.",0,0
"1245",2017,"2012","Total","level for each appropriation.",0,0
"1246",2017,"2012","Total","Unlabeled",0,0
"1247",2013,"2011","Base","Unlabeled",0,0
"1248",2013,"2011","OCO","Unlabeled",0,0
"1249",2013,"2011","Total","0107D",0,0
"1250",2013,"2011","Total","0130D",0,0
"1251",2013,"2011","Total","0144D",0,0
"1252",2013,"2011","Total","0300D",0,0
"1253",2013,"2011","Total","0303D",0,0
"1254",2013,"2011","Total","0350D",0,0
"1255",2013,"2011","Total","0360D",0,0
"1256",2013,"2011","Total","0390D",0,0
"1257",2013,"2011","Total","0400D",0,0
"1258",2013,"2011","Total","0460D",0,0
"1259",2013,"2011","Total","1000N",0,0
"1260",2013,"2011","Total","1001N",0,0
"1261",2013,"2011","Total","1002N",0,0
"1262",2013,"2011","Total","1003N",0,0
"1263",2013,"2011","Total","1004A",0,0
"1264",2013,"2011","Total","1005A",0,0
"1265",2013,"2011","Total","1006A",0,0
"1266",2013,"2011","Total","1007F",0,0
"1267",2013,"2011","Total","1008F",0,0
"1268",2013,"2011","Total","1009F",0,0
"1269",2013,"2011","Total","1105N",0,0
"1270",2013,"2011","Total","1108N",0,0
"1271",2013,"2011","Total","1109N",0,0
"1272",2013,"2011","Total","1319N",0,0
"1273",2013,"2011","Total","1405N",0,0
"1274",2013,"2011","Total","1453N",0,0
"1275",2013,"2011","Total","1506N",0,0
"1276",2013,"2011","Total","1507N",0,0
"1277",2013,"2011","Total","1508N",0,0
"1278",2013,"2011","Total","1611N",0,0
"1279",2013,"2011","Total","1810N",0,0
"1280",2013,"2011","Total","2010A",0,0
"1281",2013,"2011","Total","2031A",0,0
"1282",2013,"2011","Total","2032A",0,0
"1283",2013,"2011","Total","2033A",0,0
"1284",2013,"2011","Total","2034A",0,0
"1285",2013,"2011","Total","2035A",0,0
"1286",2013,"2011","Total","2040A",0,0
"1287",2013,"2011","Total","2060A",0,0
"1288",2013,"2011","Total","2070A",0,0
"1289",2013,"2011","Total","2093A",0,0
"1290",2013,"2011","Total","3010F",0,0
"1291",2013,"2011","Total","3011F",0,0
"1292",2013,"2011","Total","3020F",0,0
"1293",2013,"2011","Total","3080F",0,0
"1294",2013,"2011","Total","3500F",0,0
"1295",2013,"2011","Total","3600F",0,0
"1296",2013,"2011","Total","3700F",0,0
"1297",2013,"2011","Total","3850F",0,0
"1298",2013,"2011","Total","4557N",0,0
"1299",2013,"2011","Total","493001A",0,0
"1300",2013,"2011","Total","493003F",0,0
"1301",2013,"2011","Total","493004D",0,0
"1302",2013,"2011","Total","493005D",0,0
"1303",2013,"2011","Total","FY 2013 MERHFC accounts assume savings from enactment of TRICARE legislative proposals.",0,0
"1304",2013,"2011","Total","Military Personnel, Army FY 2012 OCO reflects anticipated reprogramming between budget activities.",0,0
"1305",2013,"2012","Base","0107D",0,0
"1306",2013,"2012","Base","0130D",0,0
"1307",2013,"2012","Base","0144D",0,0
"1308",2013,"2012","Base","0300D",0,0
"1309",2013,"2012","Base","0303D",0,0
"1310",2013,"2012","Base","0350D",0,0
"1311",2013,"2012","Base","0360D",0,0
"1312",2013,"2012","Base","0390D",0,0
"1313",2013,"2012","Base","0400D",0,0
"1314",2013,"2012","Base","0460D",0,0
"1315",2013,"2012","Base","1000N",0,0
"1316",2013,"2012","Base","1001N",0,0
"1317",2013,"2012","Base","1002N",0,0
"1318",2013,"2012","Base","1003N",0,0
"1319",2013,"2012","Base","1004A",0,0
"1320",2013,"2012","Base","1005A",0,0
"1321",2013,"2012","Base","1006A",0,0
"1322",2013,"2012","Base","1007F",0,0
"1323",2013,"2012","Base","1008F",0,0
"1324",2013,"2012","Base","1009F",0,0
"1325",2013,"2012","Base","1105N",0,0
"1326",2013,"2012","Base","1108N",0,0
"1327",2013,"2012","Base","1109N",0,0
"1328",2013,"2012","Base","1319N",0,0
"1329",2013,"2012","Base","1405N",0,0
"1330",2013,"2012","Base","1453N",0,0
"1331",2013,"2012","Base","1506N",0,0
"1332",2013,"2012","Base","1507N",0,0
"1333",2013,"2012","Base","1508N",0,0
"1334",2013,"2012","Base","1611N",0,0
"1335",2013,"2012","Base","1810N",0,0
"1336",2013,"2012","Base","2010A",0,0
"1337",2013,"2012","Base","2031A",0,0
"1338",2013,"2012","Base","2032A",0,0
"1339",2013,"2012","Base","2033A",0,0
"1340",2013,"2012","Base","2034A",0,0
"1341",2013,"2012","Base","2035A",0,0
"1342",2013,"2012","Base","2040A",0,0
"1343",2013,"2012","Base","2060A",0,0
"1344",2013,"2012","Base","2070A",0,0
"1345",2013,"2012","Base","2093A",0,0
"1346",2013,"2012","Base","3010F",0,0
"1347",2013,"2012","Base","3011F",0,0
"1348",2013,"2012","Base","3020F",0,0
"1349",2013,"2012","Base","3080F",0,0
"1350",2013,"2012","Base","3500F",0,0
"1351",2013,"2012","Base","3600F",0,0
"1352",2013,"2012","Base","3700F",0,0
"1353",2013,"2012","Base","3850F",0,0
"1354",2013,"2012","Base","4557N",0,0
"1355",2013,"2012","Base","493001A",0,0
"1356",2013,"2012","Base","493003F",0,0
"1357",2013,"2012","Base","493004D",0,0
"1358",2013,"2012","Base","493005D",0,0
"1359",2013,"2012","Base","FY 2013 MERHFC accounts assume savings from enactment of TRICARE legislative proposals.",0,0
"1360",2013,"2012","Base","Military Personnel, Army FY 2012 OCO reflects anticipated reprogramming between budget activities.",0,0
"1361",2013,"2012","Base","Unlabeled",0,13892242
"1362",2013,"2012","OCO","0107D",0,0
"1363",2013,"2012","OCO","0130D",0,0
"1364",2013,"2012","OCO","0144D",0,0
"1365",2013,"2012","OCO","0300D",0,0
"1366",2013,"2012","OCO","0303D",0,0
"1367",2013,"2012","OCO","0350D",0,0
"1368",2013,"2012","OCO","0360D",0,0
"1369",2013,"2012","OCO","0390D",0,0
"1370",2013,"2012","OCO","0400D",0,0
"1371",2013,"2012","OCO","0460D",0,0
"1372",2013,"2012","OCO","1000N",0,0
"1373",2013,"2012","OCO","1001N",0,0
"1374",2013,"2012","OCO","1002N",0,0
"1375",2013,"2012","OCO","1003N",0,0
"1376",2013,"2012","OCO","1004A",0,0
"1377",2013,"2012","OCO","1005A",0,0
"1378",2013,"2012","OCO","1006A",0,0
"1379",2013,"2012","OCO","1007F",0,0
"1380",2013,"2012","OCO","1008F",0,0
"1381",2013,"2012","OCO","1009F",0,0
"1382",2013,"2012","OCO","1105N",0,0
"1383",2013,"2012","OCO","1108N",0,0
"1384",2013,"2012","OCO","1109N",0,0
"1385",2013,"2012","OCO","1319N",0,0
"1386",2013,"2012","OCO","1405N",0,0
"1387",2013,"2012","OCO","1453N",0,0
"1388",2013,"2012","OCO","1506N",0,0
"1389",2013,"2012","OCO","1507N",0,0
"1390",2013,"2012","OCO","1508N",0,0
"1391",2013,"2012","OCO","1611N",0,0
"1392",2013,"2012","OCO","1810N",0,0
"1393",2013,"2012","OCO","2010A",0,0
"1394",2013,"2012","OCO","2031A",0,0
"1395",2013,"2012","OCO","2032A",0,0
"1396",2013,"2012","OCO","2033A",0,0
"1397",2013,"2012","OCO","2034A",0,0
"1398",2013,"2012","OCO","2035A",0,0
"1399",2013,"2012","OCO","2040A",0,0
"1400",2013,"2012","OCO","2060A",0,0
"1401",2013,"2012","OCO","2070A",0,0
"1402",2013,"2012","OCO","2093A",0,0
"1403",2013,"2012","OCO","3010F",0,0
"1404",2013,"2012","OCO","3011F",0,0
"1405",2013,"2012","OCO","3020F",0,0
"1406",2013,"2012","OCO","3080F",0,0
"1407",2013,"2012","OCO","3500F",0,0
"1408",2013,"2012","OCO","3600F",0,0
"1409",2013,"2012","OCO","3700F",0,0
"1410",2013,"2012","OCO","3850F",0,0
"1411",2013,"2012","OCO","4557N",0,0
"1412",2013,"2012","OCO","493001A",0,0
"1413",2013,"2012","OCO","493003F",0,0
"1414",2013,"2012","OCO","493004D",0,0
"1415",2013,"2012","OCO","493005D",0,0
"1416",2013,"2012","OCO","FY 2013 MERHFC accounts assume savings from enactment of TRICARE legislative proposals.",0,0
"1417",2013,"2012","OCO","Military Personnel, Army FY 2012 OCO reflects anticipated reprogramming between budget activities.",0,0
"1418",2013,"2012","OCO","Unlabeled",0,269703
"1419",2013,"2012","Total","0107D",0,0
"1420",2013,"2012","Total","0130D",0,0
"1421",2013,"2012","Total","0144D",0,0
"1422",2013,"2012","Total","0300D",0,0
"1423",2013,"2012","Total","0303D",0,0
"1424",2013,"2012","Total","0350D",0,0
"1425",2013,"2012","Total","0360D",0,0
"1426",2013,"2012","Total","0390D",0,0
"1427",2013,"2012","Total","0400D",0,0
"1428",2013,"2012","Total","0460D",0,0
"1429",2013,"2012","Total","1000N",0,0
"1430",2013,"2012","Total","1001N",0,0
"1431",2013,"2012","Total","1002N",0,0
"1432",2013,"2012","Total","1003N",0,0
"1433",2013,"2012","Total","1004A",0,0
"1434",2013,"2012","Total","1005A",0,0
"1435",2013,"2012","Total","1006A",0,0
"1436",2013,"2012","Total","1007F",0,0
"1437",2013,"2012","Total","1008F",0,0
"1438",2013,"2012","Total","1009F",0,0
"1439",2013,"2012","Total","1105N",0,0
"1440",2013,"2012","Total","1108N",0,0
"1441",2013,"2012","Total","1109N",0,0
"1442",2013,"2012","Total","1319N",0,0
"1443",2013,"2012","Total","1405N",0,0
"1444",2013,"2012","Total","1453N",0,0
"1445",2013,"2012","Total","1506N",0,0
"1446",2013,"2012","Total","1507N",0,0
"1447",2013,"2012","Total","1508N",0,0
"1448",2013,"2012","Total","1611N",0,0
"1449",2013,"2012","Total","1810N",0,0
"1450",2013,"2012","Total","2010A",0,0
"1451",2013,"2012","Total","2031A",0,0
"1452",2013,"2012","Total","2032A",0,0
"1453",2013,"2012","Total","2033A",0,0
"1454",2013,"2012","Total","2034A",0,0
"1455",2013,"2012","Total","2035A",0,0
"1456",2013,"2012","Total","2040A",0,0
"1457",2013,"2012","Total","2060A",0,0
"1458",2013,"2012","Total","2070A",0,0
"1459",2013,"2012","Total","2093A",0,0
"1460",2013,"2012","Total","3010F",0,0
"1461",2013,"2012","Total","3011F",0,0
"1462",2013,"2012","Total","3020F",0,0
"1463",2013,"2012","Total","3080F",0,0
"1464",2013,"2012","Total","3500F",0,0
"1465",2013,"2012","Total","3600F",0,0
"1466",2013,"2012","Total","3700F",0,0
"1467",2013,"2012","Total","3850F",0,0
"1468",2013,"2012","Total","4557N",0,0
"1469",2013,"2012","Total","493001A",0,0
"1470",2013,"2012","Total","493003F",0,0
"1471",2013,"2012","Total","493004D",0,0
"1472",2013,"2012","Total","493005D",0,0
"1473",2013,"2012","Total","FY 2013 MERHFC accounts assume savings from enactment of TRICARE legislative proposals.",0,0
"1474",2013,"2012","Total","Military Personnel, Army FY 2012 OCO reflects anticipated reprogramming between budget activities.",0,0
"1475",2013,"2013","Base","0107D",0,0
"1476",2013,"2013","Base","0130D",0,0
"1477",2013,"2013","Base","0144D",0,0
"1478",2013,"2013","Base","0300D",0,0
"1479",2013,"2013","Base","0303D",0,0
"1480",2013,"2013","Base","0350D",0,0
"1481",2013,"2013","Base","0360D",0,0
"1482",2013,"2013","Base","0390D",0,0
"1483",2013,"2013","Base","0400D",0,0
"1484",2013,"2013","Base","0460D",0,0
"1485",2013,"2013","Base","1000N",0,0
"1486",2013,"2013","Base","1001N",0,0
"1487",2013,"2013","Base","1002N",0,0
"1488",2013,"2013","Base","1003N",0,0
"1489",2013,"2013","Base","1004A",0,0
"1490",2013,"2013","Base","1005A",0,0
"1491",2013,"2013","Base","1006A",0,0
"1492",2013,"2013","Base","1007F",0,0
"1493",2013,"2013","Base","1008F",0,0
"1494",2013,"2013","Base","1009F",0,0
"1495",2013,"2013","Base","1105N",0,0
"1496",2013,"2013","Base","1108N",0,0
"1497",2013,"2013","Base","1109N",0,0
"1498",2013,"2013","Base","1319N",0,0
"1499",2013,"2013","Base","1405N",0,0
"1500",2013,"2013","Base","1453N",0,0
"1501",2013,"2013","Base","1506N",0,0
"1502",2013,"2013","Base","1507N",0,0
"1503",2013,"2013","Base","1508N",0,0
"1504",2013,"2013","Base","1611N",0,0
"1505",2013,"2013","Base","1810N",0,0
"1506",2013,"2013","Base","2010A",0,0
"1507",2013,"2013","Base","2031A",0,0
"1508",2013,"2013","Base","2032A",0,0
"1509",2013,"2013","Base","2033A",0,0
"1510",2013,"2013","Base","2034A",0,0
"1511",2013,"2013","Base","2035A",0,0
"1512",2013,"2013","Base","2040A",0,0
"1513",2013,"2013","Base","2060A",0,0
"1514",2013,"2013","Base","2070A",0,0
"1515",2013,"2013","Base","2093A",0,0
"1516",2013,"2013","Base","3010F",0,0
"1517",2013,"2013","Base","3011F",0,0
"1518",2013,"2013","Base","3020F",0,0
"1519",2013,"2013","Base","3080F",0,0
"1520",2013,"2013","Base","3500F",0,0
"1521",2013,"2013","Base","3600F",0,0
"1522",2013,"2013","Base","3700F",0,0
"1523",2013,"2013","Base","3850F",0,0
"1524",2013,"2013","Base","4557N",0,0
"1525",2013,"2013","Base","493001A",0,0
"1526",2013,"2013","Base","493003F",0,0
"1527",2013,"2013","Base","493004D",0,0
"1528",2013,"2013","Base","493005D",0,0
"1529",2013,"2013","Base","FY 2013 MERHFC accounts assume savings from enactment of TRICARE legislative proposals.",0,0
"1530",2013,"2013","Base","Military Personnel, Army FY 2012 OCO reflects anticipated reprogramming between budget activities.",0,0
"1531",2013,"2013","OCO","0107D",0,0
"1532",2013,"2013","OCO","0130D",0,0
"1533",2013,"2013","OCO","0144D",0,0
"1534",2013,"2013","OCO","0300D",0,0
"1535",2013,"2013","OCO","0303D",0,0
"1536",2013,"2013","OCO","0350D",0,0
"1537",2013,"2013","OCO","0360D",0,0
"1538",2013,"2013","OCO","0390D",0,0
"1539",2013,"2013","OCO","0400D",0,0
"1540",2013,"2013","OCO","0460D",0,0
"1541",2013,"2013","OCO","1000N",0,0
"1542",2013,"2013","OCO","1001N",0,0
"1543",2013,"2013","OCO","1002N",0,0
"1544",2013,"2013","OCO","1003N",0,0
"1545",2013,"2013","OCO","1004A",0,0
"1546",2013,"2013","OCO","1005A",0,0
"1547",2013,"2013","OCO","1006A",0,0
"1548",2013,"2013","OCO","1007F",0,0
"1549",2013,"2013","OCO","1008F",0,0
"1550",2013,"2013","OCO","1009F",0,0
"1551",2013,"2013","OCO","1105N",0,0
"1552",2013,"2013","OCO","1108N",0,0
"1553",2013,"2013","OCO","1109N",0,0
"1554",2013,"2013","OCO","1319N",0,0
"1555",2013,"2013","OCO","1405N",0,0
"1556",2013,"2013","OCO","1453N",0,0
"1557",2013,"2013","OCO","1506N",0,0
"1558",2013,"2013","OCO","1507N",0,0
"1559",2013,"2013","OCO","1508N",0,0
"1560",2013,"2013","OCO","1611N",0,0
"1561",2013,"2013","OCO","1810N",0,0
"1562",2013,"2013","OCO","2010A",0,0
"1563",2013,"2013","OCO","2031A",0,0
"1564",2013,"2013","OCO","2032A",0,0
"1565",2013,"2013","OCO","2033A",0,0
"1566",2013,"2013","OCO","2034A",0,0
"1567",2013,"2013","OCO","2035A",0,0
"1568",2013,"2013","OCO","2040A",0,0
"1569",2013,"2013","OCO","2060A",0,0
"1570",2013,"2013","OCO","2070A",0,0
"1571",2013,"2013","OCO","2093A",0,0
"1572",2013,"2013","OCO","3010F",0,0
"1573",2013,"2013","OCO","3011F",0,0
"1574",2013,"2013","OCO","3020F",0,0
"1575",2013,"2013","OCO","3080F",0,0
"1576",2013,"2013","OCO","3500F",0,0
"1577",2013,"2013","OCO","3600F",0,0
"1578",2013,"2013","OCO","3700F",0,0
"1579",2013,"2013","OCO","3850F",0,0
"1580",2013,"2013","OCO","4557N",0,0
"1581",2013,"2013","OCO","493001A",0,0
"1582",2013,"2013","OCO","493003F",0,0
"1583",2013,"2013","OCO","493004D",0,0
"1584",2013,"2013","OCO","493005D",0,0
"1585",2013,"2013","OCO","FY 2013 MERHFC accounts assume savings from enactment of TRICARE legislative proposals.",0,0
"1586",2013,"2013","OCO","Military Personnel, Army FY 2012 OCO reflects anticipated reprogramming between budget activities.",0,0
"1587",2013,"2013","Total","0107D",0,0
"1588",2013,"2013","Total","0130D",0,0
"1589",2013,"2013","Total","0144D",0,0
"1590",2013,"2013","Total","0300D",0,0
"1591",2013,"2013","Total","0303D",0,0
"1592",2013,"2013","Total","0350D",0,0
"1593",2013,"2013","Total","0360D",0,0
"1594",2013,"2013","Total","0390D",0,0
"1595",2013,"2013","Total","0400D",0,0
"1596",2013,"2013","Total","0460D",0,0
"1597",2013,"2013","Total","1000N",0,0
"1598",2013,"2013","Total","1001N",0,0
"1599",2013,"2013","Total","1002N",0,0
"1600",2013,"2013","Total","1003N",0,0
"1601",2013,"2013","Total","1004A",0,0
"1602",2013,"2013","Total","1005A",0,0
"1603",2013,"2013","Total","1006A",0,0
"1604",2013,"2013","Total","1007F",0,0
"1605",2013,"2013","Total","1008F",0,0
"1606",2013,"2013","Total","1009F",0,0
"1607",2013,"2013","Total","1105N",0,0
"1608",2013,"2013","Total","1108N",0,0
"1609",2013,"2013","Total","1109N",0,0
"1610",2013,"2013","Total","1319N",0,0
"1611",2013,"2013","Total","1405N",0,0
"1612",2013,"2013","Total","1453N",0,0
"1613",2013,"2013","Total","1506N",0,0
"1614",2013,"2013","Total","1507N",0,0
"1615",2013,"2013","Total","1508N",0,0
"1616",2013,"2013","Total","1611N",0,0
"1617",2013,"2013","Total","1810N",0,0
"1618",2013,"2013","Total","2010A",0,0
"1619",2013,"2013","Total","2031A",0,0
"1620",2013,"2013","Total","2032A",0,0
"1621",2013,"2013","Total","2033A",0,0
"1622",2013,"2013","Total","2034A",0,0
"1623",2013,"2013","Total","2035A",0,0
"1624",2013,"2013","Total","2040A",0,0
"1625",2013,"2013","Total","2060A",0,0
"1626",2013,"2013","Total","2070A",0,0
"1627",2013,"2013","Total","2093A",0,0
"1628",2013,"2013","Total","3010F",0,0
"1629",2013,"2013","Total","3011F",0,0
"1630",2013,"2013","Total","3020F",0,0
"1631",2013,"2013","Total","3080F",0,0
"1632",2013,"2013","Total","3500F",0,0
"1633",2013,"2013","Total","3600F",0,0
"1634",2013,"2013","Total","3700F",0,0
"1635",2013,"2013","Total","3850F",0,0
"1636",2013,"2013","Total","4557N",0,0
"1637",2013,"2013","Total","493001A",0,0
"1638",2013,"2013","Total","493003F",0,0
"1639",2013,"2013","Total","493004D",0,0
"1640",2013,"2013","Total","493005D",0,0
"1641",2013,"2013","Total","FY 2013 MERHFC accounts assume savings from enactment of TRICARE legislative proposals.",0,0
"1642",2013,"2013","Total","Military Personnel, Army FY 2012 OCO reflects anticipated reprogramming between budget activities.",0,0
"1643",2013,"2013","Total","Unlabeled",0,0
"1644",2013,"Unlabeled","Total","            FY 2012 OCO does not reflect the rescissions enacted in section 9015 of the Consolidated Appropriations Act,  2012, as these rescissions were applicable to FY 2010 Overseas Contingency Operations funds.",0,0
"1645",2013,"Unlabeled","Total","*  FY 2013 assumes $452 million in savings from enactment of TRICARE legislative proposals.",0,0
"1646",2013,"Unlabeled","Total","0100D",0,0
"1647",2013,"Unlabeled","Total","0104D",0,0
"1648",2013,"Unlabeled","Total","0105D",0,0
"1649",2013,"Unlabeled","Total","0107D",0,0
"1650",2013,"Unlabeled","Total","0111D",0,0
"1651",2013,"Unlabeled","Total","0130D",0,0
"1652",2013,"Unlabeled","Total","0134D",0,0
"1653",2013,"Unlabeled","Total","0462D",0,0
"1654",2013,"Unlabeled","Total","0810A",0,0
"1655",2013,"Unlabeled","Total","0810D",0,0
"1656",2013,"Unlabeled","Total","0810F",0,0
"1657",2013,"Unlabeled","Total","0810N",0,0
"1658",2013,"Unlabeled","Total","0811D",0,0
"1659",2013,"Unlabeled","Total","0819D",0,0
"1660",2013,"Unlabeled","Total","0838D",0,0
"1661",2013,"Unlabeled","Total","1106N",0,0
"1662",2013,"Unlabeled","Total","1107N",0,0
"1663",2013,"Unlabeled","Total","1236N",0,0
"1664",2013,"Unlabeled","Total","1804N",0,0
"1665",2013,"Unlabeled","Total","1806N",0,0
"1666",2013,"Unlabeled","Total","2020A",0,0
"1667",2013,"Unlabeled","Total","2065A",0,0
"1668",2013,"Unlabeled","Total","2080A",0,0
"1669",2013,"Unlabeled","Total","2091A",0,0
"1670",2013,"Unlabeled","Total","2092A",0,0
"1671",2013,"Unlabeled","Total","2095A",0,0
"1672",2013,"Unlabeled","Total","2096A",0,0
"1673",2013,"Unlabeled","Total","3400F",0,0
"1674",2013,"Unlabeled","Total","3740F",0,0
"1675",2013,"Unlabeled","Total","3840F",0,0
"1676",2013,"Unlabeled","Total","5188D",0,0
"1677",2013,"Unlabeled","Total","5189D",0,0
