"","SourceFiscalYear","FiscalYear","OriginType","AccountDSI","EnactedTotal","EnactedType"
"117",2014,2013,"Base","2040A",0,8795214
"118",2014,2013,"Base","2065A",0,6970478
"119",2014,2013,"Base","2080A",0,3090532
"120",2014,2013,"Base","2091A",0,0
"121",2014,2013,"Base","2093A",0,0
"122",2014,2013,"Base","2096A",0,0
"123",2014,2013,"Base","3010F",0,0
"124",2014,2013,"Base","3011F",0,0
"125",2014,2013,"Base","3020F",0,0
"126",2014,2013,"Base","3080F",0,0
"127",2014,2013,"Base","3400F",0,35200879
"128",2014,2013,"Base","3600F",0,26642260
"129",2014,2013,"Base","3740F",0,3294398
"130",2014,2013,"Base","3840F",0,6141880
"131",2014,2013,"Base","4557N",0,1150065
"132",2014,2013,"Base","493001A",0,101814
"133",2014,2013,"Base","493002N",0,24200
"134",2014,2013,"Base","493003F",0,65771
"135",2014,2013,"Base","493004D",0,1385256
"136",2014,2013,"Base","493005D",0,31808
"137",2014,2013,"Base","5188D",0,60747
"138",2014,2013,"Base","5189D",0,92636
"139",2014,2013,"Base","5286A",0,0
"140",2014,2013,"Base","Unlabeled",0,0
"141",2014,2013,"OCO","",0,0
"142",2014,2013,"OCO","   by appropriation.",0,0
"143",2014,2013,"OCO","*  Reflects the FY 2013 President's Budget with an undistributed adjustment to match the Annualized Continuing Resolution funding level",0,0
"144",2014,2013,"OCO","0100D",0,7824579
"145",2014,2013,"OCO","0104D",0,0
"146",2014,2013,"OCO","0105D",0,469025
"147",2014,2013,"OCO","0107D",0,10766
"148",2014,2013,"OCO","0111D",0,0
"149",2014,2013,"OCO","0118D",0,0
"150",2014,2013,"OCO","0130D",0,993898
"151",2014,2013,"OCO","0134D",0,0
"152",2014,2013,"OCO","0144D",0,0
"153",2014,2013,"OCO","0300D",0,0
"154",2014,2013,"OCO","0303D",0,0
"155",2014,2013,"OCO","0350D",0,0
"156",2014,2013,"OCO","0360D",0,0
"157",2014,2013,"OCO","0390D",0,0
"158",2014,2013,"OCO","0400D",0,112387
"159",2014,2013,"OCO","0460D",0,0
"160",2014,2013,"OCO","0462D",0,0
"161",2014,2013,"OCO","0810A",0,0
"162",2014,2013,"OCO","0810D",0,0
"163",2014,2013,"OCO","0810F",0,0
"164",2014,2013,"OCO","0810N",0,0
"165",2014,2013,"OCO","0811D",0,0
"166",2014,2013,"OCO","0819D",0,0
"167",2014,2013,"OCO","0833D",0,0
"168",2014,2013,"OCO","0838D",0,0
"169",2014,2013,"OCO","1106N",0,4066340
"170",2014,2013,"OCO","1107N",0,25477
"171",2014,2013,"OCO","1109N",0,0
"172",2014,2013,"OCO","1319N",0,60119
"173",2014,2013,"OCO","1506N",0,0
"174",2014,2013,"OCO","1507N",0,0
"175",2014,2013,"OCO","1508N",0,0
"176",2014,2013,"OCO","1611N",0,0
"177",2014,2013,"OCO","1804N",0,5880395
"178",2014,2013,"OCO","1806N",0,55924
"179",2014,2013,"OCO","1810N",0,0
"180",2014,2013,"OCO","2020A",0,28591441
"181",2014,2013,"OCO","2031A",0,0
"182",2014,2013,"OCO","2032A",0,0
"183",2014,2013,"OCO","2033A",0,0
"184",2014,2013,"OCO","2034A",0,0
"185",2014,2013,"OCO","2035A",0,0
"186",2014,2013,"OCO","2040A",0,19860
"187",2014,2013,"OCO","2065A",0,382448
"188",2014,2013,"OCO","2080A",0,154537
"189",2014,2013,"OCO","2091A",0,5749167
"190",2014,2013,"OCO","2093A",0,0
"191",2014,2013,"OCO","2096A",0,4e+05
"192",2014,2013,"OCO","3010F",0,0
"193",2014,2013,"OCO","3011F",0,0
"194",2014,2013,"OCO","3020F",0,0
"195",2014,2013,"OCO","3080F",0,0
"196",2014,2013,"OCO","3400F",0,9241613
"197",2014,2013,"OCO","3600F",0,53150
"198",2014,2013,"OCO","3740F",0,120618
"199",2014,2013,"OCO","3840F",0,19975
"200",2014,2013,"OCO","4557N",0,0
"201",2014,2013,"OCO","493001A",0,42600
"202",2014,2013,"OCO","493002N",0,0
"203",2014,2013,"OCO","493003F",0,240400
"204",2014,2013,"OCO","493004D",0,0
"205",2014,2013,"OCO","493005D",0,220364
"206",2014,2013,"OCO","5188D",0,0
"207",2014,2013,"OCO","5189D",0,0
"208",2014,2013,"OCO","5286A",0,0
"209",2014,2013,"OCO","Unlabeled",0,0
"210",2014,2013,"Total","",0,0
"211",2014,2013,"Total","   by appropriation.",0,0
"212",2014,2013,"Total","*  Reflects the FY 2013 President's Budget with an undistributed adjustment to match the Annualized Continuing Resolution funding level",0,0
"213",2014,2013,"Total","0100D",38456574,0
"214",2014,2013,"Total","0104D",13946,0
"215",2014,2013,"Total","0105D",1686048,0
"216",2014,2013,"Total","0107D",359808,0
"217",2014,2013,"Total","0111D",675694,0
"218",2014,2013,"Total","0118D",0,0
"219",2014,2013,"Total","0130D",34336134,0
"220",2014,2013,"Total","0134D",511329,0
"221",2014,2013,"Total","0144D",0,0
"222",2014,2013,"Total","0300D",0,0
"223",2014,2013,"Total","0303D",0,0
"224",2014,2013,"Total","0350D",0,0
"225",2014,2013,"Total","0360D",0,0
"226",2014,2013,"Total","0390D",647351,0
"227",2014,2013,"Total","0400D",19390526,0
"228",2014,2013,"Total","0460D",189188,0
"229",2014,2013,"Total","0462D",312660,0
"230",2014,2013,"Total","0810A",348149,0
"231",2014,2013,"Total","0810D",10782,0
"232",2014,2013,"Total","0810F",528669,0
"233",2014,2013,"Total","0810N",310557,0
"234",2014,2013,"Total","0811D",328493,0
"235",2014,2013,"Total","0819D",108321,0
"236",2014,2013,"Total","0833D",0,0
"237",2014,2013,"Total","0838D",0,0
"238",2014,2013,"Total","1106N",9643200,0
"239",2014,2013,"Total","1107N",298581,0
"240",2014,2013,"Total","1109N",0,0
"241",2014,2013,"Total","1319N",17908260,0
"242",2014,2013,"Total","1506N",0,0
"243",2014,2013,"Total","1507N",0,0
"244",2014,2013,"Total","1508N",0,0
"245",2014,2013,"Total","1611N",0,0
"246",2014,2013,"Total","1804N",44274530,0
"247",2014,2013,"Total","1806N",1369045,0
"248",2014,2013,"Total","1810N",0,0
"249",2014,2013,"Total","2020A",59336680,0
"250",2014,2013,"Total","2031A",0,0
"251",2014,2013,"Total","2032A",0,0
"252",2014,2013,"Total","2033A",0,0
"253",2014,2013,"Total","2034A",0,0
"254",2014,2013,"Total","2035A",0,0
"255",2014,2013,"Total","2040A",8815074,0
"256",2014,2013,"Total","2065A",7352926,0
"257",2014,2013,"Total","2080A",3245069,0
"258",2014,2013,"Total","2091A",5749167,0
"259",2014,2013,"Total","2093A",0,0
"260",2014,2013,"Total","2096A",4e+05,0
"261",2014,2013,"Total","3010F",0,0
"262",2014,2013,"Total","3011F",0,0
"263",2014,2013,"Total","3020F",0,0
"264",2014,2013,"Total","3080F",0,0
"265",2014,2013,"Total","3400F",44442492,0
"266",2014,2013,"Total","3600F",26695410,0
"267",2014,2013,"Total","3740F",3415016,0
"268",2014,2013,"Total","3840F",6161855,0
"269",2014,2013,"Total","4557N",1150065,0
"270",2014,2013,"Total","493001A",144414,0
"271",2014,2013,"Total","493002N",24200,0
"272",2014,2013,"Total","493003F",306171,0
"273",2014,2013,"Total","493004D",1385256,0
"274",2014,2013,"Total","493005D",252172,0
"275",2014,2013,"Total","5188D",60747,0
"276",2014,2013,"Total","5189D",92636,0
"277",2014,2013,"Total","5286A",0,0
"278",2014,2013,"Total","Unlabeled",55601178,0
"279",2014,2014,"Base","",0,0
"280",2014,2014,"Base","   by appropriation.",0,0
"281",2014,2014,"Base","*  Reflects the FY 2013 President's Budget with an undistributed adjustment to match the Annualized Continuing Resolution funding level",0,0
"282",2014,2014,"Base","0100D",0,0
"283",2014,2014,"Base","0104D",0,0
"284",2014,2014,"Base","0105D",0,0
"285",2014,2014,"Base","0107D",0,0
"286",2014,2014,"Base","0111D",0,0
"287",2014,2014,"Base","0118D",0,0
"288",2014,2014,"Base","0130D",0,0
"289",2014,2014,"Base","0134D",0,0
"290",2014,2014,"Base","0144D",0,0
"291",2014,2014,"Base","0300D",0,0
"292",2014,2014,"Base","0303D",0,0
"293",2014,2014,"Base","0350D",0,0
"294",2014,2014,"Base","0360D",0,0
"295",2014,2014,"Base","0390D",0,0
"296",2014,2014,"Base","0400D",0,0
"297",2014,2014,"Base","0460D",0,0
"298",2014,2014,"Base","0462D",0,0
"299",2014,2014,"Base","0810A",0,0
"300",2014,2014,"Base","0810D",0,0
"301",2014,2014,"Base","0810F",0,0
"302",2014,2014,"Base","0810N",0,0
"303",2014,2014,"Base","0811D",0,0
"304",2014,2014,"Base","0819D",0,0
"305",2014,2014,"Base","0833D",0,0
"306",2014,2014,"Base","0838D",0,0
"307",2014,2014,"Base","1106N",0,0
"308",2014,2014,"Base","1107N",0,0
"309",2014,2014,"Base","1109N",0,0
"310",2014,2014,"Base","1319N",0,0
"311",2014,2014,"Base","1506N",0,0
"312",2014,2014,"Base","1507N",0,0
"313",2014,2014,"Base","1508N",0,0
"314",2014,2014,"Base","1611N",0,0
"315",2014,2014,"Base","1804N",0,0
"316",2014,2014,"Base","1806N",0,0
"317",2014,2014,"Base","1810N",0,0
"318",2014,2014,"Base","2020A",0,0
"319",2014,2014,"Base","2031A",0,0
"320",2014,2014,"Base","2032A",0,0
"321",2014,2014,"Base","2033A",0,0
"322",2014,2014,"Base","2034A",0,0
"323",2014,2014,"Base","2035A",0,0
"324",2014,2014,"Base","2040A",0,0
"325",2014,2014,"Base","2065A",0,0
"326",2014,2014,"Base","2080A",0,0
"327",2014,2014,"Base","2091A",0,0
"328",2014,2014,"Base","2093A",0,0
"329",2014,2014,"Base","2096A",0,0
"330",2014,2014,"Base","3010F",0,0
"331",2014,2014,"Base","3011F",0,0
"332",2014,2014,"Base","3020F",0,0
"333",2014,2014,"Base","3080F",0,0
"334",2014,2014,"Base","3400F",0,0
"335",2014,2014,"Base","3600F",0,0
"336",2014,2014,"Base","3740F",0,0
"337",2014,2014,"Base","3840F",0,0
"338",2014,2014,"Base","4557N",0,0
"339",2014,2014,"Base","493001A",0,0
"340",2014,2014,"Base","493002N",0,0
"341",2014,2014,"Base","493003F",0,0
"342",2014,2014,"Base","493004D",0,0
"343",2014,2014,"Base","493005D",0,0
"344",2014,2014,"Base","5188D",0,0
"345",2014,2014,"Base","5189D",0,0
"346",2014,2014,"Base","5286A",0,0
"347",2014,2014,"Base","Unlabeled",0,0
"348",2014,2014,"OCO","",0,0
"349",2014,2014,"OCO","   by appropriation.",0,0
"350",2014,2014,"OCO","*  Reflects the FY 2013 President's Budget with an undistributed adjustment to match the Annualized Continuing Resolution funding level",0,0
"351",2014,2014,"OCO","0100D",0,0
"352",2014,2014,"OCO","0104D",0,0
"353",2014,2014,"OCO","0105D",0,0
"354",2014,2014,"OCO","0107D",0,0
"355",2014,2014,"OCO","0111D",0,0
"356",2014,2014,"OCO","0118D",0,0
"357",2014,2014,"OCO","0130D",0,0
"358",2014,2014,"OCO","0134D",0,0
"359",2014,2014,"OCO","0144D",0,0
"360",2014,2014,"OCO","0300D",0,0
"361",2014,2014,"OCO","0303D",0,0
"362",2014,2014,"OCO","0350D",0,0
"363",2014,2014,"OCO","0360D",0,0
"364",2014,2014,"OCO","0390D",0,0
"365",2014,2014,"OCO","0400D",0,0
"366",2014,2014,"OCO","0460D",0,0
"367",2014,2014,"OCO","0462D",0,0
"368",2014,2014,"OCO","0810A",0,0
"369",2014,2014,"OCO","0810D",0,0
"370",2014,2014,"OCO","0810F",0,0
"371",2014,2014,"OCO","0810N",0,0
"372",2014,2014,"OCO","0811D",0,0
"373",2014,2014,"OCO","0819D",0,0
"374",2014,2014,"OCO","0833D",0,0
"375",2014,2014,"OCO","0838D",0,0
"376",2014,2014,"OCO","1106N",0,0
"377",2014,2014,"OCO","1107N",0,0
"378",2014,2014,"OCO","1109N",0,0
"379",2014,2014,"OCO","1319N",0,0
"380",2014,2014,"OCO","1506N",0,0
"381",2014,2014,"OCO","1507N",0,0
"382",2014,2014,"OCO","1508N",0,0
"383",2014,2014,"OCO","1611N",0,0
"384",2014,2014,"OCO","1804N",0,0
"385",2014,2014,"OCO","1806N",0,0
"386",2014,2014,"OCO","1810N",0,0
"387",2014,2014,"OCO","2020A",0,0
"388",2014,2014,"OCO","2031A",0,0
"389",2014,2014,"OCO","2032A",0,0
"390",2014,2014,"OCO","2033A",0,0
"391",2014,2014,"OCO","2034A",0,0
"392",2014,2014,"OCO","2035A",0,0
"393",2014,2014,"OCO","2040A",0,0
"394",2014,2014,"OCO","2065A",0,0
"395",2014,2014,"OCO","2080A",0,0
"396",2014,2014,"OCO","2091A",0,0
"397",2014,2014,"OCO","2093A",0,0
"398",2014,2014,"OCO","2096A",0,0
"399",2014,2014,"OCO","3010F",0,0
"400",2014,2014,"OCO","3011F",0,0
"401",2014,2014,"OCO","3020F",0,0
"402",2014,2014,"OCO","3080F",0,0
"403",2014,2014,"OCO","3400F",0,0
"404",2014,2014,"OCO","3600F",0,0
"405",2014,2014,"OCO","3740F",0,0
"406",2014,2014,"OCO","3840F",0,0
"407",2014,2014,"OCO","4557N",0,0
"408",2014,2014,"OCO","493001A",0,0
"409",2014,2014,"OCO","493002N",0,0
"410",2014,2014,"OCO","493003F",0,0
"411",2014,2014,"OCO","493004D",0,0
"412",2014,2014,"OCO","493005D",0,0
"413",2014,2014,"OCO","5188D",0,0
"414",2014,2014,"OCO","5189D",0,0
"415",2014,2014,"OCO","5286A",0,0
"416",2014,2014,"OCO","Unlabeled",0,0
"417",2014,2014,"Total","",0,0
"418",2014,2014,"Total","   by appropriation.",0,0
"419",2014,2014,"Total","*  Reflects the FY 2013 President's Budget with an undistributed adjustment to match the Annualized Continuing Resolution funding level",0,0
"420",2014,2014,"Total","0100D",0,0
"421",2014,2014,"Total","0104D",0,0
"422",2014,2014,"Total","0105D",0,0
"423",2014,2014,"Total","0107D",0,0
"424",2014,2014,"Total","0111D",0,0
"425",2014,2014,"Total","0118D",0,0
"426",2014,2014,"Total","0130D",0,0
"427",2014,2014,"Total","0134D",0,0
"428",2014,2014,"Total","0144D",0,0
"429",2014,2014,"Total","0300D",0,0
"430",2014,2014,"Total","0303D",0,0
"431",2014,2014,"Total","0350D",0,0
"432",2014,2014,"Total","0360D",0,0
"433",2014,2014,"Total","0390D",0,0
"434",2014,2014,"Total","0400D",0,0
"435",2014,2014,"Total","0460D",0,0
"436",2014,2014,"Total","0462D",0,0
"437",2014,2014,"Total","0810A",0,0
"438",2014,2014,"Total","0810D",0,0
"439",2014,2014,"Total","0810F",0,0
"440",2014,2014,"Total","0810N",0,0
"441",2014,2014,"Total","0811D",0,0
"442",2014,2014,"Total","0819D",0,0
"443",2014,2014,"Total","0833D",0,0
"444",2014,2014,"Total","0838D",0,0
"445",2014,2014,"Total","1106N",0,0
"446",2014,2014,"Total","1107N",0,0
"447",2014,2014,"Total","1109N",0,0
"448",2014,2014,"Total","1319N",0,0
"449",2014,2014,"Total","1506N",0,0
"450",2014,2014,"Total","1507N",0,0
"451",2014,2014,"Total","1508N",0,0
"452",2014,2014,"Total","1611N",0,0
"453",2014,2014,"Total","1804N",0,0
"454",2014,2014,"Total","1806N",0,0
"455",2014,2014,"Total","1810N",0,0
"456",2014,2014,"Total","2020A",0,0
"457",2014,2014,"Total","2031A",0,0
"458",2014,2014,"Total","2032A",0,0
"459",2014,2014,"Total","2033A",0,0
"460",2014,2014,"Total","2034A",0,0
"461",2014,2014,"Total","2035A",0,0
"462",2014,2014,"Total","2040A",0,0
"463",2014,2014,"Total","2065A",0,0
"464",2014,2014,"Total","2080A",0,0
"465",2014,2014,"Total","2091A",0,0
"466",2014,2014,"Total","2093A",0,0
"467",2014,2014,"Total","2096A",0,0
"468",2014,2014,"Total","3010F",0,0
"469",2014,2014,"Total","3011F",0,0
"470",2014,2014,"Total","3020F",0,0
"471",2014,2014,"Total","3080F",0,0
"472",2014,2014,"Total","3400F",0,0
"473",2014,2014,"Total","3600F",0,0
"474",2014,2014,"Total","3740F",0,0
"475",2014,2014,"Total","3840F",0,0
"476",2014,2014,"Total","4557N",0,0
"477",2014,2014,"Total","493001A",0,0
"478",2014,2014,"Total","493002N",0,0
"479",2014,2014,"Total","493003F",0,0
"480",2014,2014,"Total","493004D",0,0
"481",2014,2014,"Total","493005D",0,0
"482",2014,2014,"Total","5188D",0,0
"483",2014,2014,"Total","5189D",0,0
"484",2014,2014,"Total","5286A",0,0
"485",2014,2014,"Total","Unlabeled",0,0
"486",2015,2013,"Total","* The FY 2014 column does not include anticipated internal realignments or reprogrammings.",0,0
"487",2015,2013,"Total","1000N",0,0
"488",2015,2013,"Total","1001N",0,0
"489",2015,2013,"Total","1002N",0,0
"490",2015,2013,"Total","1003N",0,0
"491",2015,2013,"Total","1004A",0,0
"492",2015,2013,"Total","1005A",0,0
"493",2015,2013,"Total","1006A",0,0
"494",2015,2013,"Total","1007F",0,0
"495",2015,2013,"Total","1008F",0,0
"496",2015,2013,"Total","1009F",0,0
"497",2015,2013,"Total","1105N",0,0
"498",2015,2013,"Total","1108N",0,0
"499",2015,2013,"Total","1405N",0,0
"500",2015,2013,"Total","1453N",0,0
"501",2015,2013,"Total","2010A",0,0
"502",2015,2013,"Total","2060A",0,0
"503",2015,2013,"Total","2070A",0,0
"504",2015,2013,"Total","3500F",0,0
"505",2015,2013,"Total","3700F",0,0
"506",2015,2013,"Total","3850F",0,0
"507",2015,2014,"Base","* The FY 2014 column does not include anticipated internal realignments or reprogrammings.",0,0
"508",2015,2014,"Base","1000N",0,1298063
"509",2015,2014,"Base","1001N",0,739326
"510",2015,2014,"Base","1002N",0,147812
"511",2015,2014,"Base","1003N",0,89108
"512",2015,2014,"Base","1004A",0,1971735
"513",2015,2014,"Base","1005A",0,471007
"514",2015,2014,"Base","1006A",0,818575
"515",2015,2014,"Base","1007F",0,1316910
"516",2015,2014,"Base","1008F",0,156087
"517",2015,2014,"Base","1009F",0,249750
"518",2015,2014,"Base","1105N",0,12755505
"519",2015,2014,"Base","1108N",0,655109
"520",2015,2014,"Base","1405N",0,1843966
"521",2015,2014,"Base","1453N",0,27201971
"522",2015,2014,"Base","2010A",0,40743257
"523",2015,2014,"Base","2060A",0,7776498
"524",2015,2014,"Base","2070A",0,4377563
"525",2015,2014,"Base","3500F",0,28461705
"526",2015,2014,"Base","3700F",0,1723159
"527",2015,2014,"Base","3850F",0,3114421
"528",2015,2014,"OCO","* The FY 2014 column does not include anticipated internal realignments or reprogrammings.",0,0
"529",2015,2014,"OCO","1000N",0,0
"530",2015,2014,"OCO","1001N",0,39735
"531",2015,2014,"OCO","1002N",0,0
"532",2015,2014,"OCO","1003N",0,0
"533",2015,2014,"OCO","1004A",0,137573
"534",2015,2014,"OCO","1005A",0,0
"535",2015,2014,"OCO","1006A",0,0
"536",2015,2014,"OCO","1007F",0,0
"537",2015,2014,"OCO","1008F",0,0
"538",2015,2014,"OCO","1009F",0,0
"539",2015,2014,"OCO","1105N",0,777922
"540",2015,2014,"OCO","1108N",0,15134
"541",2015,2014,"OCO","1405N",0,20238
"542",2015,2014,"OCO","1453N",0,558344
"543",2015,2014,"OCO","2010A",0,5449725
"544",2015,2014,"OCO","2060A",0,257064
"545",2015,2014,"OCO","2070A",0,33352
"546",2015,2014,"OCO","3500F",0,832862
"547",2015,2014,"OCO","3700F",0,20432
"548",2015,2014,"OCO","3850F",0,6919
"549",2015,2014,"Total","* The FY 2014 column does not include anticipated internal realignments or reprogrammings.",0,0
"550",2015,2014,"Total","1000N",1298063,0
"551",2015,2014,"Total","1001N",779061,0
"552",2015,2014,"Total","1002N",147812,0
"553",2015,2014,"Total","1003N",89108,0
"554",2015,2014,"Total","1004A",2109308,0
"555",2015,2014,"Total","1005A",471007,0
"556",2015,2014,"Total","1006A",818575,0
"557",2015,2014,"Total","1007F",1316910,0
"558",2015,2014,"Total","1008F",156087,0
"559",2015,2014,"Total","1009F",249750,0
"560",2015,2014,"Total","1105N",13533427,0
"561",2015,2014,"Total","1108N",670243,0
"562",2015,2014,"Total","1405N",1864204,0
"563",2015,2014,"Total","1453N",27760315,0
"564",2015,2014,"Total","2010A",46192982,0
"565",2015,2014,"Total","2060A",8033562,0
"566",2015,2014,"Total","2070A",4410915,0
"567",2015,2014,"Total","3500F",29294567,0
"568",2015,2014,"Total","3700F",1743591,0
"569",2015,2014,"Total","3850F",3121340,0
"570",2015,2015,"Base","* The FY 2014 column does not include anticipated internal realignments or reprogrammings.",0,0
"571",2015,2015,"Base","1000N",0,0
"572",2015,2015,"Base","1001N",0,0
"573",2015,2015,"Base","1002N",0,0
"574",2015,2015,"Base","1003N",0,0
"575",2015,2015,"Base","1004A",0,0
"576",2015,2015,"Base","1005A",0,0
"577",2015,2015,"Base","1006A",0,0
"578",2015,2015,"Base","1007F",0,0
"579",2015,2015,"Base","1008F",0,0
"580",2015,2015,"Base","1009F",0,0
"581",2015,2015,"Base","1105N",0,0
"582",2015,2015,"Base","1108N",0,0
"583",2015,2015,"Base","1405N",0,0
"584",2015,2015,"Base","1453N",0,0
"585",2015,2015,"Base","2010A",0,0
"586",2015,2015,"Base","2060A",0,0
"587",2015,2015,"Base","2070A",0,0
"588",2015,2015,"Base","3500F",0,0
"589",2015,2015,"Base","3700F",0,0
"590",2015,2015,"Base","3850F",0,0
"591",2015,2015,"OCO","* The FY 2014 column does not include anticipated internal realignments or reprogrammings.",0,0
"592",2015,2015,"OCO","1000N",0,0
"593",2015,2015,"OCO","1001N",0,0
"594",2015,2015,"OCO","1002N",0,0
"595",2015,2015,"OCO","1003N",0,0
"596",2015,2015,"OCO","1004A",0,0
"597",2015,2015,"OCO","1005A",0,0
"598",2015,2015,"OCO","1006A",0,0
"599",2015,2015,"OCO","1007F",0,0
"600",2015,2015,"OCO","1008F",0,0
"601",2015,2015,"OCO","1009F",0,0
"602",2015,2015,"OCO","1105N",0,0
"603",2015,2015,"OCO","1108N",0,0
"604",2015,2015,"OCO","1405N",0,0
"605",2015,2015,"OCO","1453N",0,0
"606",2015,2015,"OCO","2010A",0,0
"607",2015,2015,"OCO","2060A",0,0
"608",2015,2015,"OCO","2070A",0,0
"609",2015,2015,"OCO","3500F",0,0
"610",2015,2015,"OCO","3700F",0,0
"611",2015,2015,"OCO","3850F",0,0
"612",2015,2015,"Total","* The FY 2014 column does not include anticipated internal realignments or reprogrammings.",0,0
"613",2015,2015,"Total","1000N",0,0
"614",2015,2015,"Total","1001N",0,0
"615",2015,2015,"Total","1002N",0,0
"616",2015,2015,"Total","1003N",0,0
"617",2015,2015,"Total","1004A",0,0
"618",2015,2015,"Total","1005A",0,0
