"ID","SourceFiscalYear","AccountDSI","TreasuryAgencyCode","MainAccountCode","AccountTitle","Organization","BudgetActivity","BudgetActivityTitle","LineNumber","BSA","BSA.Title","LineItem","LineItemTitle","CostType","CostTypeTitle","AddOrNonAdd","Classified","Category","FiscalYear","OriginType","PBtotal","PBtype","EnactedTotal","EnactedType","SpecialType","ActualTotal","QuantPBtotal","QuantPBtype","QuantEnactedTotal","QuantEnactedType","QuantSpecialTotal","QuantActualTotal"
,2011,"2035A",,,"Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","85 ","86",,"0142K38300","Long Range Advanced Scout Surveillance System","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,156762,,,,,,0
,2011,"2035A",,,"Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","86 ","86",,"0152K22900","Night Vision, Thermal Wpn Sight","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,435213,,,,,,0
,2011,"2035A",,,"Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","87 ","86",,"0155K35110","Small Tactical Optical Rifle Mounted MLRF","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,0,,,,,,0
,2011,"2035A",,,"Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","88 ","86",,"0162WC5200","Radiation Monitoring Systems","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,1884,,,,,,0
,2011,"2035A",,,"Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","89 ","86",,"0165BZ0526","Counter-Rocket, Artillery & Mortar (C-RAM)","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,507700,,,,,,0
,2011,"2035A",,,"Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","90 ","86",,"0169BZ6501","Base Expeditionary Targeting And Surv Sys","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,368500,,,,,,0
,2011,"2035A",,,"Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","91 ","86",,"0178AD3200","Artillery Accuracy Equip","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,4946,,,,,,0
,2011,"2035A",,,"Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","92 ","86",,"0179AD3255","Mod Of In-Svc Equip (Mms)","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,798,,,,,,0
,2011,"2035A",,,"Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","93 ","86",,"0187AD3260","ENHANCED PORTABLE INDUCTIVE ARTILLERY FUZE SE","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,2571,,,,,,0
,2011,"2035A",,,"Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","94 ","86",,"0200K27900","Profiler","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,10590,,,,,,0
,2011,"2035A",,,"Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","95 ","86",,"0224BZ7325","Mod Of In-Svc Equip (FIREFINDER RADARS)","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,27347,,,,,,0
,2011,"2035A",,,"Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","96 ","86",,"0240W61900","Force XXI Battle Cmd Brigade & Below (FBCB2)","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,317633,,,,,,0
,2011,"2035A",,,"Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","97 ","86",,"0245W61990","Joint Battle Command - Platform (JBC-P)","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,0,,,,,,0
,2011,"2035A",,,"Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","98 ","86",,"0250K31100","LIGHTWEIGHT LASER DESIGNATOR/RANGEFINDER (LLD","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,79696,,,,,,0
,2011,"2035A",,,"Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","99 ","86",,"5726K99200","Computer Ballistics:  LHMBC XM32","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,2262,,,,,,0
,2011,"2035A",,,"Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","100","86",,"7500K99300","Mortar Fire Control System","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,20975,,,,,,0
,2011,"2035A",,,"Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","101","86",,"8386BA5500","Counterfire Radars","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,96145,,,,,,0
,2011,"2035A",,,"Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","102","86",,"8700BZ5050","Enhanced Sensor & Monitoring System","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,1981,,,,,,0
,2011,"2035A",,,"Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","103","89",,"9040BZ9865","Tactical Operations Centers","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,142441,,,,,,0
,2011,"2035A",,,"Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","104","89",,"9060B28501","Fire Support C2 Family","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,58137,,,,,,0
,2011,"2035A",,,"Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","105","89",,"9142W34600","Battle Command Sustainment Support System (BC","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,36720,,,,,,0
,2011,"2035A",,,"Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","106","89",,"9262AD5050","Faad C2","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,7467,,,,,,0
,2011,"2035A",,,"Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","107","89",,"9266AD5070","AIR & MSL DEFENSE PLANNING & CONTROL SYS (AMD","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,34858,,,,,,0
,2011,"2035A",,,"Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","108","89",,"9329B78504","Knight Family","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,144812,,,,,,0
,2011,"2035A",,,"Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","109","89",,"9442BD3955","Life Cycle Software Support (LCSS)","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,4488,,,,,,0
,2011,"2035A",,,"Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","110","89",,"9502BZ8889","Automatic Identification Technology","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,58749,,,,,,0
,2011,"2035A",,,"Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","111","89",,"9510BZ8900","TC AIMS II","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,22774,,,,,,0
,2011,"2035A",,,"Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","112","89",,"9677B95700","Joint Network Management System (JNMS)","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,11026,,,,,,0
,2011,"2035A",,,"Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","113","89",,"9678B93900","Tactical Internet Manager","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,4795,,,,,,0
,2011,"2035A",,,"Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","114","89",,"9705BA9301","Network Management Initialization And Service","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,29988,,,,,,0
,2011,"2035A",,,"Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","115","89",,"9742BA9320","Maneuver Control System (MCS)","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,119146,,,,,,0
,2011,"2035A",,,"Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","116","89",,"9920W10801","Single Army Logistics Enterprise (SALE)","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,37821,,,,,,0
,2011,"2035A",,,"Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","117","89",,"9966BZ9966","Reconnaissance And Surveying Instrument Set","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,0,,,,,,0
,2011,"2035A",,,"Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","118","89",,"9970BZ9970","Mounted Battle Command On The Move (MBCOTM)","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,43793,,,,,,0
,2011,"2035A",,,"Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","119","92",,"3000BE4168","General Fund Enterprise Business System","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,36048,,,,,,0
,2011,"2035A",,,"Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","120","92",,"3001BE4169","Army Training Modernization","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,12097,,,,,,0
,2011,"2035A",,,"Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","121","92",,"3002BD3000","Automated Data Processing Equip","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,185022,,,,,,0
,2011,"2035A",,,"Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","122","92",,"3051BD3501","CSS Communications","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,78190,,,,,,0
,2011,"2035A",,,"Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","123","92",,"9956BE4167","Reserve Component Automation Sys (RCAS)","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,39837,,,,,,0
,2011,"2035A",,,"Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","124","95",,"9988BK5289","Items Less Than $5.0m (A/V)","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,6857,,,,,,0
,2011,"2035A",,,"Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","125","95",,"9998BL5300","Items Less Than $5m (Surveying Equipment)","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,12576,,,,,,0
,2011,"2035A",,,"Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","126","96",,"9696B10300","Weaponization Of Unmanned Aerial System (UAS)","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,15079,,,,,,0
,2011,"2035A",,,"Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","127","98",,"2700BF4500","Items Under $5m (SSE)","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,8093,,,,,,0
,2011,"2035A",,,"Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","128","98",,"2716BF5400","Production Base Support (C-E)","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,512,,,,,,0
,2011,"2035A",,,"Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","129","98",,"8496B00002","BCT NETWORK","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,0,,,,,,0
,2011,"2035A",,,"Other Procurement, Army","","02","Communications and Electronics Equipment","","99",,"9999999999","Classified Programs","","","Add","U",,2009,"Total",,,,,,3737,,,,,,0
,2011,"2035A",,,"Other Procurement, Army","ARMY","03","Other Support Equipment","130","10",,"2205W01103","Protective Systems","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,3457,,,,,,0
,2011,"2035A",,,"Other Procurement, Army","ARMY","03","Other Support Equipment","131","10",,"2224M11205","FAMILY OF NON-LETHAL EQUIPMENT  (FNLE)","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,0,,,,,,0
,2011,"2035A",,,"Other Procurement, Army","ARMY","03","Other Support Equipment","132","10",,"4516M01001","CBRN Soldier Protection","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,66172,,,,,,0
,2011,"2035A",,,"Other Procurement, Army","ARMY","03","Other Support Equipment","133","10",,"6230MX0600","Smoke & Obscurant Family: SOF (NON AAO ITEM)","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,16764,,,,,,0
,2011,"2035A",,,"Other Procurement, Army","ARMY","03","Other Support Equipment","134","15",,"2831MX0100","Tactical Bridging","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,265653,,,,,,0
,2011,"2035A",,,"Other Procurement, Army","ARMY","03","Other Support Equipment","135","15",,"3542MA8890","Tactical Bridge, Float-Ribbon","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,141896,,,,,,0
,2011,"2035A",,,"Other Procurement, Army","ARMY","03","Other Support Equipment","136","20",,"2876R68200","Handheld Standoff Minefield Detection Sys-Hst","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,45871,,,,,,0
,2011,"2035A",,,"Other Procurement, Army","ARMY","03","Other Support Equipment","137","20",,"2881R68400","GRND STANDOFF MINE DETECTION SYSTEM (GSTAMIDS","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,197885,,,,,,0
,2011,"2035A",,,"Other Procurement, Army","ARMY","03","Other Support Equipment","138","20",,"5900MA9200","Explosive Ordnance Disposal Eqpmt (EOD EQPMT)","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,64748,,,,,,0
,2011,"2035A",,,"Other Procurement, Army","ARMY","03","Other Support Equipment","139","20",,"5943MA7700","< $5m, Countermine Equipment","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,3183,,,,,,0
,2011,"2035A",,,"Other Procurement, Army","ARMY","03","Other Support Equipment","140","20",,"7024S11500","Aerial Detection","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,12735,,,,,,0
,2011,"2035A",,,"Other Procurement, Army","ARMY","03","Other Support Equipment","141","25",,"0100MF9000","Heaters And Ecu'S","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,10458,,,,,,0
,2011,"2035A",,,"Other Procurement, Army","ARMY","03","Other Support Equipment","142","25",,"8380M82700","Laundries, Showers And Latrines","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,9181,,,,,,0
,2011,"2035A",,,"Other Procurement, Army","ARMY","03","Other Support Equipment","143","25",,"8796MA6800","Soldier Enhancement","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,9169,,,,,,0
,2011,"2035A",,,"Other Procurement, Army","ARMY","03","Other Support Equipment","144","25",,"8798MA8061","Lightweight Maintenance Enclosure (LME)","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,8307,,,,,,0
,2011,"2035A",,,"Other Procurement, Army","ARMY","03","Other Support Equipment","145","25",,"8820M80500","Land Warrior","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,51460,,,,,,0
,2011,"2035A",,,"Other Procurement, Army","ARMY","03","Other Support Equipment","146","25",,"8822G01101","Personnel Recovery Support System (PRSS)","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,0,,,,,,0
,2011,"2035A",,,"Other Procurement, Army","ARMY","03","Other Support Equipment","147","25",,"8825R80501","Ground Soldier System","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,0,,,,,,0
,2011,"2035A",,,"Other Procurement, Army","ARMY","03","Other Support Equipment","148","25",,"8840M80600","Mounted Soldier System","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,0,,,,,,0
,2011,"2035A",,,"Other Procurement, Army","ARMY","03","Other Support Equipment","149","25",,"8860M80200","Force Provider","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,0,,,,,,0
,2011,"2035A",,,"Other Procurement, Army","ARMY","03","Other Support Equipment","150","25",,"9120M65800","Field Feeding Equipment","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,79231,,,,,,0
,2011,"2035A",,,"Other Procurement, Army","ARMY","03","Other Support Equipment","151","25",,"9140MA7804","Cargo Aerial Del & Personnel Parachute System","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,65833,,,,,,0
,2011,"2035A",,,"Other Procurement, Army","ARMY","03","Other Support Equipment","152","25",,"9177M77700","Mobile Integrated Remains Collection System:","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,17751,,,,,,0
,2011,"2035A",,,"Other Procurement, Army","ARMY","03","Other Support Equipment","153","25",,"9530ML5301","Items Less Than $5m (ENG SPT)","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,38435,,,,,,0
,2011,"2035A",,,"Other Procurement, Army","ARMY","03","Other Support Equipment","154","30",,"4700MA6000","Distribution Systems, Petroleum & Water","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,75251,,,,,,0
,2011,"2035A",,,"Other Procurement, Army","ARMY","03","Other Support Equipment","155","35",,"2500R05600","Water Purification Systems","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,50636,,,,,,0
,2011,"2035A",,,"Other Procurement, Army","ARMY","03","Other Support Equipment","156","40",,"7500MN1000","Combat Support Medical","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,73063,,,,,,0
,2011,"2035A",,,"Other Procurement, Army","ARMY","03","Other Support Equipment","157","45",,"0639G05301","Mobile Maintenance Equipment Systems","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,60512,,,,,,0
,2011,"2035A",,,"Other Procurement, Army","ARMY","03","Other Support Equipment","158","45",,"9562ML5345","Items Less Than $5.0m (MAINT EQ)","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,1325,,,,,,0
,2011,"2035A",,,"Other Procurement, Army","ARMY","03","Other Support Equipment","159","50",,"0375R03800","Grader, Road Mtzd, Hvy, 6x4 (CCE)","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,57086,,,,,,0
,2011,"2035A",,,"Other Procurement, Army","ARMY","03","Other Support Equipment","160","50",,"0502R11011","Skid Steer Loader (SSL) Family Of System","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,19884,,,,,,0
,2011,"2035A",,,"Other Procurement, Army","ARMY","03","Other Support Equipment","161","50",,"0822RA0100","Scrapers,  Earthmoving","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,0,,,,,,0
,2011,"2035A",,,"Other Procurement, Army","ARMY","03","Other Support Equipment","162","50",,"1830M03100","Distr, Water, Sp Min 2500g Sec/Non-Sec","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,5236,,,,,,0
,2011,"2035A",,,"Other Procurement, Army","ARMY","03","Other Support Equipment","163","50",,"1900R02000","Mission Modules - Engineering","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,21432,,,,,,0
,2011,"2035A",,,"Other Procurement, Army","ARMY","03","Other Support Equipment","164","50",,"4100R04500","Loaders","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,51096,,,,,,0
,2011,"2035A",,,"Other Procurement, Army","ARMY","03","Other Support Equipment","165","50",,"4428X01500","Hydraulic Excavator","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,9537,,,,,,0
,2011,"2035A",,,"Other Procurement, Army","ARMY","03","Other Support Equipment","166","50",,"4700M05800","Tractor, Full Tracked","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,66716,,,,,,0
,2011,"2035A",,,"Other Procurement, Army","ARMY","03","Other Support Equipment","167","50",,"6445M08100","Plant, Asphalt Mixing","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,7883,,,,,,0
,2011,"2035A",,,"Other Procurement, Army","ARMY","03","Other Support Equipment","168","50",,"7495R05901","HIGH MOBILITY ENGINEER EXCAVATOR (HMEE) FOS","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,54347,,,,,,0
,2011,"2035A",,,"Other Procurement, Army","ARMY","03","Other Support Equipment","169","50",,"9120M05500","Const Equip Esp","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,35671,,,,,,0
,2011,"2035A",,,"Other Procurement, Army","ARMY","03","Other Support Equipment","170","50",,"9462ML5350","Items Less Than $5.0m (CONST EQUIP)","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,14144,,,,,,0
,2011,"2035A",,,"Other Procurement, Army","ARMY","03","Other Support Equipment","171","55",,"3464M11203","Joint High Speed Vessel (JHSV)","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,168348,,,,,,0
,2011,"2035A",,,"Other Procurement, Army","ARMY","03","Other Support Equipment","172","55",,"3466M11204","Harbormaster Command and Control Center (HCCC","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,17563,,,,,,0
,2011,"2035A",,,"Other Procurement, Army","ARMY","03","Other Support Equipment","173","55",,"9552ML5355","Items Less Than $5.0m (Float/Rail)","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,7780,,,,,,0
,2011,"2035A",,,"Other Procurement, Army","ARMY","03","Other Support Equipment","174","60",,"0426MA9800","Generators And Associated Equip","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,240609,,,,,,0
,2011,"2035A",,,"Other Procurement, Army","ARMY","03","Other Support Equipment","175","65",,"5382M41200","Rough Terrain Container Handler (RTCH)","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,94967,,,,,,0
,2011,"2035A",,,"Other Procurement, Army","ARMY","03","Other Support Equipment","176","65",,"5558G41001","FAMILY OF FORKLIFTS","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,0,,,,,,0
,2011,"2035A",,,"Other Procurement, Army","ARMY","03","Other Support Equipment","177","65",,"7240M41800","All Terrain Lifting Army System","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,54837,,,,,,0
,2011,"2035A",,,"Other Procurement, Army","ARMY","03","Other Support Equipment","178","70",,"1780MA6600","Combat Training Centers Support","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,36459,,,,,,0
,2011,"2035A",,,"Other Procurement, Army","ARMY","03","Other Support Equipment","179","70",,"2062NA0100","Training Devices, Nonsystem","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,298298,,,,,,0
,2011,"2035A",,,"Other Procurement, Army","ARMY","03","Other Support Equipment","180","70",,"6650NA0170","Close Combat Tactical Trainer","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,56890,,,,,,0
,2011,"2035A",,,"Other Procurement, Army","ARMY","03","Other Support Equipment","181","70",,"6800NA0173","AVIATION COMBINED ARMS TACTICAL TRAINER (AVCA","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,23038,,,,,,0
,2011,"2035A",,,"Other Procurement, Army","ARMY","03","Other Support Equipment","182","70",,"6860NA0176","Gaming Technology In Support Of Army Training","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,0,,,,,,0
,2011,"2035A",,,"Other Procurement, Army","ARMY","03","Other Support Equipment","183","80",,"0100N10000","Calibration Sets Equipment","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,9660,,,,,,0
,2011,"2035A",,,"Other Procurement, Army","ARMY","03","Other Support Equipment","184","80",,"0200MB4000","Integrated Family Of Test Equipment (IFTE)","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,46159,,,,,,0
,2011,"2035A",,,"Other Procurement, Army","ARMY","03","Other Support Equipment","185","80",,"0600N11000","Test Equipment Modernization (TEMOD)","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,22311,,,,,,0
,2011,"2035A",,,"Other Procurement, Army","ARMY","03","Other Support Equipment","186","90",,"0017M80101","Rapid Equipping Soldier Support Equipment","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,496023,,,,,,0
,2011,"2035A",,,"Other Procurement, Army","ARMY","03","Other Support Equipment","187","90",,"0050MA0780","Physical Security Systems (OPA3)","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,142411,,,,,,0
,2011,"2035A",,,"Other Procurement, Army","ARMY","03","Other Support Equipment","188","90",,"0312MB7000","Base Level Com'L Equipment","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,5711,,,,,,0
,2011,"2035A",,,"Other Procurement, Army","ARMY","03","Other Support Equipment","189","90",,"1110MA4500","Modification Of In-Svc Equipment (OPA-3)","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,35405,,,,,,0
,2011,"2035A",,,"Other Procurement, Army","ARMY","03","Other Support Equipment","190","90",,"1220MA0450","Production Base Support (OTH)","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,3098,,,,,,0
,2011,"2035A",,,"Other Procurement, Army","ARMY","03","Other Support Equipment","191","90",,"1500MA9160","Building, Pre-Fab, Relocatable","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,386000,,,,,,0
,2011,"2035A",,,"Other Procurement, Army","ARMY","03","Other Support Equipment","192","90",,"1572MA6700","Special Equipment For User Testing","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,28915,,,,,,0
,2011,"2035A",,,"Other Procurement, Army","ARMY","03","Other Support Equipment","193","90",,"3569G01001","AMC Critical Items OPA3","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,5594,,,,,,0
,2011,"2035A",,,"Other Procurement, Army","ARMY","03","Other Support Equipment","194","90",,"9219MA8975","MA8975","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,2616,,,,,,0
,2011,"2035A",,,"Other Procurement, Army","ARMY","03","Other Support Equipment","195","90",,"9221F00001","BCT UNMANNED GROUND VEHICLE","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,0,,,,,,0
,2011,"2035A",,,"Other Procurement, Army","ARMY","03","Other Support Equipment","196","90",,"9222G80001","BCT TRAINING/LOGISTICS/MANAGEMENT","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,0,,,,,,0
,2011,"2035A",,,"Other Procurement, Army","ARMY","04","Spare and Repair Parts","197","20",,"0200BS9100","Initial Spares - C&E","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,33527,,,,,,0
,2011,"2093A",,,"Joint Impr Explosive Dev Defeat Fund","ARMY","01","Network Attack","1  ","01",,"JIED01","Attack The Network","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,1074830,,,,,,0
,2011,"2093A",,,"Joint Impr Explosive Dev Defeat Fund","ARMY","02","JIEDDO Device Defeat","2  ","01",,"JIED02","Defeat The Device","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,1407389,,,,,,0
,2011,"2093A",,,"Joint Impr Explosive Dev Defeat Fund","ARMY","03","Force Training","3  ","01",,"JIED03","Train The Force","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,533527,,,,,,0
,2011,"2093A",,,"Joint Impr Explosive Dev Defeat Fund","ARMY","04","Staff and Infrastructure","4  ","01",,"JIED04","Operations","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,101000,,,,,,0
,2011,"1506N",,,"Aircraft Procurement, Navy","NAVY","01","Combat Aircraft","1  ","01",,"0143","EA-18g","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,1617776,,,,,,22
,2011,"1506N",,,"Aircraft Procurement, Navy","NAVY","01","Combat Aircraft","1  ","01",,"0143","EA-18g","B","Less: Advance Procurement (PY)","Add","U",,2009,"Total",,,,,,-50771,,,,,,0
,2011,"1506N",,,"Aircraft Procurement, Navy","NAVY","01","Combat Aircraft","2  ","01",,"0143","EA-18g","C","Advance Procurement (CY)","Add","U",,2009,"Total",,,,,,46693,,,,,,0
,2011,"1506N",,,"Aircraft Procurement, Navy","NAVY","01","Combat Aircraft","3  ","01",,"0145","F/A-18e/F (Fighter) Hornet","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,1861271,,,,,,23
,2011,"1506N",,,"Aircraft Procurement, Navy","NAVY","01","Combat Aircraft","3  ","01",,"0145","F/A-18e/F (Fighter) Hornet","B","Less: Advance Procurement (PY)","Add","U",,2009,"Total",,,,,,-49203,,,,,,0
,2011,"1506N",,,"Aircraft Procurement, Navy","NAVY","01","Combat Aircraft","4  ","01",,"0145","F/A-18e/F (Fighter) Hornet","C","Advance Procurement (CY)","Add","U",,2009,"Total",,,,,,42490,,,,,,0
,2011,"1506N",,,"Aircraft Procurement, Navy","NAVY","01","Combat Aircraft","5  ","01",,"0147","Joint Strike Fighter CV","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,1553593,,,,,,7
,2011,"1506N",,,"Aircraft Procurement, Navy","NAVY","01","Combat Aircraft","5  ","01",,"0147","Joint Strike Fighter CV","B","Less: Advance Procurement (PY)","Add","U",,2009,"Total",,,,,,-118771,,,,,,0
,2011,"1506N",,,"Aircraft Procurement, Navy","NAVY","01","Combat Aircraft","6  ","01",,"0147","Joint Strike Fighter CV","C","Advance Procurement (CY)","Add","U",,2009,"Total",,,,,,258143,,,,,,0
,2011,"1506N",,,"Aircraft Procurement, Navy","NAVY","01","Combat Aircraft","7  ","01",,"0152","JSF STOVL","A","Weapon System Cost","Add","U",,2009,"Total",,,,,,0,,,,,,0
