"","SourceFiscalYear","AccountDSI","MilDeptDW","AccountTitle","Organization","BudgetActivity","BudgetActivityTitle","AGtitle","LineNumber","LineNumber","SAG","SAG.Title","IncludeInTOA","Classified","FiscalYear","OriginType","ActualTotal","EnactedTotal","EnactedType","PBtotal","PBtype","SpecialTotal","SpecialType"
"1612",2012,"2091","A","Afghanistan Security Forces Fund","ARMY","02","Ministry of Interior","Interior Forces","080","080","ES07","Training And Operations","Y","U",2011,"Base.Ann",NA,NA,NA,NA,NA,NA,0
"1613",2012,"2091","A","Afghanistan Security Forces Fund","ARMY","02","Ministry of Interior","Interior Forces","090","090","ES08","Sustainment","Y","U",2011,"Base.Ann",NA,NA,NA,NA,NA,NA,0
"1614",2012,"2091","A","Afghanistan Security Forces Fund","ARMY","03","Associated Activities","Related Activities","110","110","ES10","Sustainment","Y","U",2011,"Base.Ann",NA,NA,NA,NA,NA,NA,0
"1615",2012,"2091","A","Afghanistan Security Forces Fund","ARMY","03","Associated Activities","Related Activities","120","120","ES11","Training And Operations","Y","U",2011,"Base.Ann",NA,NA,NA,NA,NA,NA,0
"1616",2012,"2091","A","Afghanistan Security Forces Fund","ARMY","03","Associated Activities","Related Activities","130","130","ES12","Infrastructure","Y","U",2011,"Base.Ann",NA,NA,NA,NA,NA,NA,0
"1617",2012,"2091","A","Afghanistan Security Forces Fund","ARMY","03","Associated Activities","Related Activities","140","140","ES14","Coin Activities","Y","U",2011,"Base.Ann",NA,NA,NA,NA,NA,NA,0
"1618",2012,"2091","A","Afghanistan Security Forces Fund","ARMY","03","Associated Activities","Related Activities","150","150","ES16","Equipment And Transportation","Y","U",2011,"Base.Ann",NA,NA,NA,NA,NA,NA,0
"1619",2012,"2091","A","Afghanistan Security Forces Fund","ARMY","05","Contributions","Related Activities","170","170","500","Contributions","Y","U",2011,"Base.Ann",NA,NA,NA,NA,NA,NA,0
"1620",2012,"2091","A","Afghanistan Security Forces Fund","ARMY","20","Undistributed","Undistributed","180","180","CR11","Adj to Match Continuing Resolution","Y","U",2011,"Base.Ann",NA,NA,NA,NA,NA,NA,0
"1621",2012,"2092","A","Iraq Security Forces Fund","ARMY","01","Ministry of Defense","Administration","040","040","100","Iraq Security Forces Fund","Y","U",2011,"Base.Ann",NA,NA,NA,NA,NA,NA,0
"1622",2012,"2092","A","Iraq Security Forces Fund","ARMY","01","Ministry of Defense","Defense Forces","010","010","ES02","Equipment And Transportation","Y","U",2011,"Base.Ann",NA,NA,NA,NA,NA,NA,0
"1623",2012,"2092","A","Iraq Security Forces Fund","ARMY","01","Ministry of Defense","Defense Forces","020","020","ES03","Training","Y","U",2011,"Base.Ann",NA,NA,NA,NA,NA,NA,0
"1624",2012,"2092","A","Iraq Security Forces Fund","ARMY","01","Ministry of Defense","Defense Forces","030","030","ES04","Sustainment","Y","U",2011,"Base.Ann",NA,NA,NA,NA,NA,NA,0
"1625",2012,"2092","A","Iraq Security Forces Fund","ARMY","02","Ministry of Interior","Administration","070","070","200","Iraq Interior Forces","Y","U",2011,"Base.Ann",NA,NA,NA,NA,NA,NA,0
"1626",2012,"2092","A","Iraq Security Forces Fund","ARMY","02","Ministry of Interior","Interior Forces","050","050","ES06","Equipment And Transportation","Y","U",2011,"Base.Ann",NA,NA,NA,NA,NA,NA,0
"1627",2012,"2092","A","Iraq Security Forces Fund","ARMY","02","Ministry of Interior","Interior Forces","060","060","ES08","Sustainment","Y","U",2011,"Base.Ann",NA,NA,NA,NA,NA,NA,0
"1628",2012,"2092","A","Iraq Security Forces Fund","ARMY","03","Associated Activities","Related Activities","080","080","ES10","Quick Response Force","Y","U",2011,"Base.Ann",NA,NA,NA,NA,NA,NA,0
"1629",2012,"2092","A","Iraq Security Forces Fund","ARMY","20","Undistributed","Undistributed","090","090","CR11","Adj to Match Continuing Resolution","Y","U",2011,"Base.Ann",NA,NA,NA,NA,NA,NA,0
"1630",2012,"2096","A","Afghanistan Infrastructure Fund","ARMY","01","Power","Administration","010","010","110","Power","Y","U",2011,"Base.Ann",NA,NA,NA,NA,NA,NA,0
"1631",2012,"2096","A","Afghanistan Infrastructure Fund","ARMY","01","Power","Administration","020","020","120","Transportation","Y","U",2011,"Base.Ann",NA,NA,NA,NA,NA,NA,0
"1632",2012,"2096","A","Afghanistan Infrastructure Fund","ARMY","01","Power","Administration","030","030","130","Water","Y","U",2011,"Base.Ann",NA,NA,NA,NA,NA,NA,0
"1633",2012,"2096","A","Afghanistan Infrastructure Fund","ARMY","01","Power","Administration","040","040","140","Other Related Activities","Y","U",2011,"Base.Ann",NA,NA,NA,NA,NA,NA,0
"1634",2012,"1804","N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Air Operations","010","010","1A1A","Mission And Other Flight Operations","Y","U",2011,"Base.Ann",NA,NA,NA,NA,NA,NA,4027490
"1635",2012,"1804","N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Air Operations","020","020","1A2A","Fleet Air Training","Y","U",2011,"Base.Ann",NA,NA,NA,NA,NA,NA,73957
"1636",2012,"1804","N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Air Operations","030","030","1A3A","Aviation Technical Data & Engineering Services","Y","U",2011,"Base.Ann",NA,NA,NA,NA,NA,NA,35396
"1637",2012,"1804","N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Air Operations","040","040","1A4A","Air Operations And Safety Support","Y","U",2011,"Base.Ann",NA,NA,NA,NA,NA,NA,91358
"1638",2012,"1804","N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Air Operations","050","050","1A4N","Air Systems Support","Y","U",2011,"Base.Ann",NA,NA,NA,NA,NA,NA,323230
"1639",2012,"1804","N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Air Operations","060","060","1A5A","Aircraft Depot Maintenance","Y","U",2011,"Base.Ann",NA,NA,NA,NA,NA,NA,1110475
"1640",2012,"1804","N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Air Operations","070","070","1A6A","Aircraft Depot Operations Support","Y","U",2011,"Base.Ann",NA,NA,NA,NA,NA,NA,24955
"1641",2012,"1804","N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Air Operations","080","080","1A9A","Aviation Logistics","Y","U",2011,"Base.Ann",NA,NA,NA,NA,NA,NA,0
"1642",2012,"1804","N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Ship Operations","090","090","1B1B","Mission And Other Ship Operations","Y","U",2011,"Base.Ann",NA,NA,NA,NA,NA,NA,3361139
"1643",2012,"1804","N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Ship Operations","100","100","1B2B","Ship Operations Support & Training","Y","U",2011,"Base.Ann",NA,NA,NA,NA,NA,NA,662773
"1644",2012,"1804","N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Ship Operations","110","110","1B4B","Ship Depot Maintenance","Y","U",2011,"Base.Ann",NA,NA,NA,NA,NA,NA,4329189
"1645",2012,"1804","N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Ship Operations","120","120","1B5B","Ship Depot Operations Support","Y","U",2011,"Base.Ann",NA,NA,NA,NA,NA,NA,1222698
"1646",2012,"1804","N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Combat Operations/Support","130","130","1C1C","Combat Communications","Y","U",2011,"Base.Ann",NA,NA,NA,NA,NA,NA,559205
"1647",2012,"1804","N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Combat Operations/Support","140","140","1C2C","Electronic Warfare","Y","U",2011,"Base.Ann",NA,NA,NA,NA,NA,NA,81226
"1648",2012,"1804","N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Combat Operations/Support","150","150","1C3C","Space Systems And Surveillance","Y","U",2011,"Base.Ann",NA,NA,NA,NA,NA,NA,161285
"1649",2012,"1804","N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Combat Operations/Support","160","160","1C4C","Warfare Tactics","Y","U",2011,"Base.Ann",NA,NA,NA,NA,NA,NA,378278
"1650",2012,"1804","N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Combat Operations/Support","170","170","1C5C","Operational Meteorology And Oceanography","Y","U",2011,"Base.Ann",NA,NA,NA,NA,NA,NA,287776
"1651",2012,"1804","N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Combat Operations/Support","180","180","1C6C","Combat Support Forces","Y","U",2011,"Base.Ann",NA,NA,NA,NA,NA,NA,985198
"1652",2012,"1804","N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Combat Operations/Support","190","190","1C7C","Equipment Maintenance","Y","U",2011,"Base.Ann",NA,NA,NA,NA,NA,NA,150909
"1653",2012,"1804","N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Combat Operations/Support","200","200","1C8C","Depot Operations Support","Y","U",2011,"Base.Ann",NA,NA,NA,NA,NA,NA,2578
"1654",2012,"1804","N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Combat Operations/Support","210","210","1CCH","Combatant Commanders Core Operations","Y","U",2011,"Base.Ann",NA,NA,NA,NA,NA,NA,189336
"1655",2012,"1804","N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Combat Operations/Support","220","220","1CCM","Combatant Commanders Direct Mission Support","Y","U",2011,"Base.Ann",NA,NA,NA,NA,NA,NA,249178
"1656",2012,"1804","N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Weapons Support","230","230","1D1D","Cruise Missile","Y","U",2011,"Base.Ann",NA,NA,NA,NA,NA,NA,118392
"1657",2012,"1804","N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Weapons Support","240","240","1D2D","Fleet Ballistic Missile","Y","U",2011,"Base.Ann",NA,NA,NA,NA,NA,NA,1035021
"1658",2012,"1804","N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Weapons Support","250","250","1D3D","In-Service Weapons Systems Support","Y","U",2011,"Base.Ann",NA,NA,NA,NA,NA,NA,81084
"1659",2012,"1804","N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Weapons Support","260","260","1D4D","Weapons Maintenance","Y","U",2011,"Base.Ann",NA,NA,NA,NA,NA,NA,417821
"1660",2012,"1804","N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Weapons Support","270","270","1D7D","Other Weapon Systems Support","Y","U",2011,"Base.Ann",NA,NA,NA,NA,NA,NA,333441
"1661",2012,"1804","N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Base Support","280","280","BSIT","Enterprise Information","Y","U",2011,"Base.Ann",NA,NA,NA,NA,NA,NA,745984
"1662",2012,"1804","N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Base Support","290","290","BSM1","Sustainment, Restoration And Modernization","Y","U",2011,"Base.Ann",NA,NA,NA,NA,NA,NA,1727782
"1663",2012,"1804","N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Base Support","300","300","BSS1","Base Operating Support","Y","U",2011,"Base.Ann",NA,NA,NA,NA,NA,NA,4093882
"1664",2012,"1804","N","Operation & Maintenance, Navy","NAVY","02","Mobilization","Ready Reserve And Prepositioning Force","310","310","2A1F","Ship Prepositioning And Surge","Y","U",2011,"Base.Ann",NA,NA,NA,NA,NA,NA,385533
"1665",2012,"1804","N","Operation & Maintenance, Navy","NAVY","02","Mobilization","Activations/Inactivations","320","320","2B1G","Aircraft Activations/Inactivations","Y","U",2011,"Base.Ann",NA,NA,NA,NA,NA,NA,6903
"1666",2012,"1804","N","Operation & Maintenance, Navy","NAVY","02","Mobilization","Activations/Inactivations","330","330","2B2G","Ship Activations/Inactivations","Y","U",2011,"Base.Ann",NA,NA,NA,NA,NA,NA,161362
"1667",2012,"1804","N","Operation & Maintenance, Navy","NAVY","02","Mobilization","Mobilization Preparation","340","340","2C1H","Expeditionary Health Services Systems","Y","U",2011,"Base.Ann",NA,NA,NA,NA,NA,NA,64542
"1668",2012,"1804","N","Operation & Maintenance, Navy","NAVY","02","Mobilization","Mobilization Preparation","350","350","2C2H","Industrial Readiness","Y","U",2011,"Base.Ann",NA,NA,NA,NA,NA,NA,2461
"1669",2012,"1804","N","Operation & Maintenance, Navy","NAVY","02","Mobilization","Mobilization Preparation","360","360","2C3H","Coast Guard Support","Y","U",2011,"Base.Ann",NA,NA,NA,NA,NA,NA,21679
"1670",2012,"1804","N","Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","Accession Training","370","370","3A1J","Officer Acquisition","Y","U",2011,"Base.Ann",NA,NA,NA,NA,NA,NA,128245
"1671",2012,"1804","N","Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","Accession Training","380","380","3A2J","Recruit Training","Y","U",2011,"Base.Ann",NA,NA,NA,NA,NA,NA,9867
"1672",2012,"1804","N","Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","Accession Training","390","390","3A3J","Reserve Officers Training Corps","Y","U",2011,"Base.Ann",NA,NA,NA,NA,NA,NA,130470
"1673",2012,"1804","N","Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","Basic Skills And Advanced Training","400","400","3B1K","Specialized Skill Training","Y","U",2011,"Base.Ann",NA,NA,NA,NA,NA,NA,484594
"1674",2012,"1804","N","Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","Basic Skills And Advanced Training","410","410","3B2K","Flight Training","Y","U",2011,"Base.Ann",NA,NA,NA,NA,NA,NA,1398466
"1675",2012,"1804","N","Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","Basic Skills And Advanced Training","420","420","3B3K","Professional Development Education","Y","U",2011,"Base.Ann",NA,NA,NA,NA,NA,NA,148054
"1676",2012,"1804","N","Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","Basic Skills And Advanced Training","430","430","3B4K","Training Support","Y","U",2011,"Base.Ann",NA,NA,NA,NA,NA,NA,155608
"1677",2012,"1804","N","Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","Recruiting And Other Training & Education","440","440","3C1L","Recruiting And Advertising","Y","U",2011,"Base.Ann",NA,NA,NA,NA,NA,NA,237555
"1678",2012,"1804","N","Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","Recruiting And Other Training & Education","450","450","3C3L","Off-Duty And Voluntary Education","Y","U",2011,"Base.Ann",NA,NA,NA,NA,NA,NA,132339
"1679",2012,"1804","N","Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","Recruiting And Other Training & Education","460","460","3C4L","Civilian Education And Training","Y","U",2011,"Base.Ann",NA,NA,NA,NA,NA,NA,99886
"1680",2012,"1804","N","Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","Recruiting And Other Training & Education","470","470","3C5L","Junior ROTC","Y","U",2011,"Base.Ann",NA,NA,NA,NA,NA,NA,45794
"1681",2012,"1804","N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Servicewide Support","480","480","4A1M","Administration","Y","U",2011,"Base.Ann",NA,NA,NA,NA,NA,NA,753715
"1682",2012,"1804","N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Servicewide Support","490","490","4A2M","External Relations","Y","U",2011,"Base.Ann",NA,NA,NA,NA,NA,NA,6939
"1683",2012,"1804","N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Servicewide Support","500","500","4A3M","Civilian Manpower And Personnel Management","Y","U",2011,"Base.Ann",NA,NA,NA,NA,NA,NA,108044
"1684",2012,"1804","N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Servicewide Support","510","510","4A4M","Military Manpower And Personnel Management","Y","U",2011,"Base.Ann",NA,NA,NA,NA,NA,NA,177084
"1685",2012,"1804","N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Servicewide Support","520","520","4A5M","Other Personnel Support","Y","U",2011,"Base.Ann",NA,NA,NA,NA,NA,NA,256915
"1686",2012,"1804","N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Servicewide Support","530","530","4A6M","Servicewide Communications","Y","U",2011,"Base.Ann",NA,NA,NA,NA,NA,NA,457376
"1687",2012,"1804","N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Servicewide Support","540","540","4A8M","Medical Activities","Y","U",2011,"Base.Ann",NA,NA,NA,NA,NA,NA,0
"1688",2012,"1804","N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Logistics Operations And Technical Support","550","550","4B1N","Servicewide Transportation","Y","U",2011,"Base.Ann",NA,NA,NA,NA,NA,NA,209377
"1689",2012,"1804","N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Logistics Operations And Technical Support","560","560","4B2E","Environmental Programs","Y","U",2011,"Base.Ann",NA,NA,NA,NA,NA,NA,0
"1690",2012,"1804","N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Logistics Operations And Technical Support","570","570","4B2N","Planning, Engineering And Design","Y","U",2011,"Base.Ann",NA,NA,NA,NA,NA,NA,236376
"1691",2012,"1804","N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Logistics Operations And Technical Support","580","580","4B3N","Acquisition And Program Management","Y","U",2011,"Base.Ann",NA,NA,NA,NA,NA,NA,789226
"1692",2012,"1804","N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Logistics Operations And Technical Support","590","590","4B5N","Hull, Mechanical And Electrical Support","Y","U",2011,"Base.Ann",NA,NA,NA,NA,NA,NA,50202
"1693",2012,"1804","N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Logistics Operations And Technical Support","600","600","4B6N","Combat/Weapons Systems","Y","U",2011,"Base.Ann",NA,NA,NA,NA,NA,NA,17323
"1694",2012,"1804","N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Logistics Operations And Technical Support","610","610","4B7N","Space And Electronic Warfare Systems","Y","U",2011,"Base.Ann",NA,NA,NA,NA,NA,NA,70645
"1695",2012,"1804","N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Investigations And Security Programs","620","620","4C1P","Naval Investigative Service","Y","U",2011,"Base.Ann",NA,NA,NA,NA,NA,NA,499577
"1696",2012,"1804","N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Support Of Other Nations","680","680","4D1Q","International Headquarters And Agencies","Y","U",2011,"Base.Ann",NA,NA,NA,NA,NA,NA,5060
"1697",2012,"1804","N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Cancelled Accounts","690","690","4EMM","Cancelled Account Adjustments","Y","U",2011,"Base.Ann",NA,NA,NA,NA,NA,NA,0
"1698",2012,"1804","N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Cancelled Accounts","700","700","4EPJ","Judgement Fund","Y","U",2011,"Base.Ann",NA,NA,NA,NA,NA,NA,0
"1699",2012,"1804","N","Operation & Maintenance, Navy","","04","Admin & Srvwd Activities","","","","9999","Classified Programs","Y","U",2011,"Base.Ann",NA,NA,NA,NA,NA,NA,558484
"1700",2012,"1804","N","Operation & Maintenance, Navy","NAVY","20","Undistributed","Undistributed","710","710","CR11","Adj to Match Continuing Resolution","Y","U",2011,"Base.Ann",NA,NA,NA,NA,NA,NA,0
"1701",2012,"1106","N","Operation & Maintenance, Marine Corps","NAVY","01","Operating Forces","Expeditionary Forces","010","010","1A1A","Operational Forces","Y","U",2011,"Base.Ann",NA,NA,NA,NA,NA,NA,737916
"1702",2012,"1106","N","Operation & Maintenance, Marine Corps","NAVY","01","Operating Forces","Expeditionary Forces","020","020","1A2A","Field Logistics","Y","U",2011,"Base.Ann",NA,NA,NA,NA,NA,NA,651761
"1703",2012,"1106","N","Operation & Maintenance, Marine Corps","NAVY","01","Operating Forces","Expeditionary Forces","030","030","1A3A","Depot Maintenance","Y","U",2011,"Base.Ann",NA,NA,NA,NA,NA,NA,78070
"1704",2012,"1106","N","Operation & Maintenance, Marine Corps","NAVY","01","Operating Forces","USMC Prepositioning","040","040","1B1B","Maritime Prepositioning","Y","U",2011,"Base.Ann",NA,NA,NA,NA,NA,NA,71591
"1705",2012,"1106","N","Operation & Maintenance, Marine Corps","NAVY","01","Operating Forces","USMC Prepositioning","050","050","1B2B","Norway Prepositioning","Y","U",2011,"Base.Ann",NA,NA,NA,NA,NA,NA,0
"1706",2012,"1106","N","Operation & Maintenance, Marine Corps","NAVY","01","Operating Forces","Base Support","060","060","BSM1","Sustainment, Restoration, & Modernization","Y","U",2011,"Base.Ann",NA,NA,NA,NA,NA,NA,588712
"1707",2012,"1106","N","Operation & Maintenance, Marine Corps","NAVY","01","Operating Forces","Base Support","070","070","BSS1","Base Operating Support","Y","U",2011,"Base.Ann",NA,NA,NA,NA,NA,NA,2183174
"1708",2012,"1106","N","Operation & Maintenance, Marine Corps","NAVY","03","Training and Recruiting","Accession Training","080","080","3A1C","Recruit Training","Y","U",2011,"Base.Ann",NA,NA,NA,NA,NA,NA,15928
"1709",2012,"1106","N","Operation & Maintenance, Marine Corps","NAVY","03","Training and Recruiting","Accession Training","090","090","3A2C","Officer Acquisition","Y","U",2011,"Base.Ann",NA,NA,NA,NA,NA,NA,416
"1710",2012,"1106","N","Operation & Maintenance, Marine Corps","NAVY","03","Training and Recruiting","Basic Skills And Advanced Training","100","100","3B1D","Specialized Skill Training","Y","U",2011,"Base.Ann",NA,NA,NA,NA,NA,NA,90248
"1711",2012,"1106","N","Operation & Maintenance, Marine Corps","NAVY","03","Training and Recruiting","Basic Skills And Advanced Training","110","110","3B2D","Flight Training","Y","U",2011,"Base.Ann",NA,NA,NA,NA,NA,NA,0
"1712",2012,"1106","N","Operation & Maintenance, Marine Corps","NAVY","03","Training and Recruiting","Basic Skills And Advanced Training","120","120","3B3D","Professional Development Education","Y","U",2011,"Base.Ann",NA,NA,NA,NA,NA,NA,32042
"1713",2012,"1106","N","Operation & Maintenance, Marine Corps","NAVY","03","Training and Recruiting","Basic Skills And Advanced Training","130","130","3B4D","Training Support","Y","U",2011,"Base.Ann",NA,NA,NA,NA,NA,NA,316414
"1714",2012,"1106","N","Operation & Maintenance, Marine Corps","NAVY","03","Training and Recruiting","Recruiting And Other Training & Education","140","140","3C1F","Recruiting And Advertising","Y","U",2011,"Base.Ann",NA,NA,NA,NA,NA,NA,231231
"1715",2012,"1106","N","Operation & Maintenance, Marine Corps","NAVY","03","Training and Recruiting","Recruiting And Other Training & Education","150","150","3C2F","Off-Duty And Voluntary Education","Y","U",2011,"Base.Ann",NA,NA,NA,NA,NA,NA,61335
"1716",2012,"1106","N","Operation & Maintenance, Marine Corps","NAVY","03","Training and Recruiting","Recruiting And Other Training & Education","160","160","3C3F","Junior ROTC","Y","U",2011,"Base.Ann",NA,NA,NA,NA,NA,NA,19294
"1717",2012,"1106","N","Operation & Maintenance, Marine Corps","NAVY","04","Admin & Srvwd Activities","Servicewide Support","170","170","4A2G","Special Support","Y","U",2011,"Base.Ann",NA,NA,NA,NA,NA,NA,0
"1718",2012,"1106","N","Operation & Maintenance, Marine Corps","NAVY","04","Admin & Srvwd Activities","Servicewide Support","180","180","4A3G","Servicewide Transportation","Y","U",2011,"Base.Ann",NA,NA,NA,NA,NA,NA,29261
"1719",2012,"1106","N","Operation & Maintenance, Marine Corps","NAVY","04","Admin & Srvwd Activities","Servicewide Support","190","190","4A4G","Administration","Y","U",2011,"Base.Ann",NA,NA,NA,NA,NA,NA,338101
"1720",2012,"1106","N","Operation & Maintenance, Marine Corps","NAVY","04","Admin & Srvwd Activities","Servicewide Support","200","200","4B3N","Acquisition & Program Management","Y","U",2011,"Base.Ann",NA,NA,NA,NA,NA,NA,86657
"1721",2012,"1106","N","Operation & Maintenance, Marine Corps","NAVY","20","Undistributed","Undistributed","210","210","CR11","Adj to Match Continuing Resolution","Y","U",2011,"Base.Ann",NA,NA,NA,NA,NA,NA,0
"1722",2012,"1806","N","Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","Air Operations","010","010","1A1A","Mission And Other Flight Operations","Y","U",2011,"Base.Ann",NA,NA,NA,NA,NA,NA,557708
"1723",2012,"1806","N","Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","Air Operations","020","020","1A3A","Intermediate Maintenance","Y","U",2011,"Base.Ann",NA,NA,NA,NA,NA,NA,12285
"1724",2012,"1806","N","Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","Air Operations","030","030","1A4A","Air Operations And Safety Support","Y","U",2011,"Base.Ann",NA,NA,NA,NA,NA,NA,2481
"1725",2012,"1806","N","Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","Air Operations","040","040","1A5A","Aircraft Depot Maintenance","Y","U",2011,"Base.Ann",NA,NA,NA,NA,NA,NA,130559
"1726",2012,"1806","N","Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","Air Operations","050","050","1A6A","Aircraft Depot Operations Support","Y","U",2011,"Base.Ann",NA,NA,NA,NA,NA,NA,287
"1727",2012,"1806","N","Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","Ship Operations","060","060","1B1B","Mission And Other Ship Operations","Y","U",2011,"Base.Ann",NA,NA,NA,NA,NA,NA,61158
"1728",2012,"1806","N","Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","Ship Operations","070","070","1B2B","Ship Operations Support & Training","Y","U",2011,"Base.Ann",NA,NA,NA,NA,NA,NA,546
"1729",2012,"1806","N","Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","Ship Operations","080","080","1B4B","Ship Depot Maintenance","Y","U",2011,"Base.Ann",NA,NA,NA,NA,NA,NA,84685
"1730",2012,"1806","N","Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","Combat Operations/Support","090","090","1C1C","Combat Communications","Y","U",2011,"Base.Ann",NA,NA,NA,NA,NA,NA,14771
"1731",2012,"1806","N","Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","Combat Operations/Support","100","100","1C6C","Combat Support Forces","Y","U",2011,"Base.Ann",NA,NA,NA,NA,NA,NA,130381
"1732",2012,"1806","N","Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","Weapons Support","110","110","1D4D","Weapons Maintenance","Y","U",2011,"Base.Ann",NA,NA,NA,NA,NA,NA,5108
"1733",2012,"1806","N","Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","Base Support","120","120","BSIT","Enterprise Information","Y","U",2011,"Base.Ann",NA,NA,NA,NA,NA,NA,52126
"1734",2012,"1806","N","Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","Base Support","130","130","BSMR","Sustainment, Restoration And Modernization","Y","U",2011,"Base.Ann",NA,NA,NA,NA,NA,NA,75713
"1735",2012,"1806","N","Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","Base Support","140","140","BSSR","Base Operating Support","Y","U",2011,"Base.Ann",NA,NA,NA,NA,NA,NA,122756
"1736",2012,"1806","N","Operation & Maintenance, Navy Res","NAVY","04","Admin & Srvwd Activities","Servicewide Support","150","150","4A1M","Administration","Y","U",2011,"Base.Ann",NA,NA,NA,NA,NA,NA,3047
"1737",2012,"1806","N","Operation & Maintenance, Navy Res","NAVY","04","Admin & Srvwd Activities","Servicewide Support","160","160","4A4M","Military Manpower And Personnel Management","Y","U",2011,"Base.Ann",NA,NA,NA,NA,NA,NA,12740
"1738",2012,"1806","N","Operation & Maintenance, Navy Res","NAVY","04","Admin & Srvwd Activities","Servicewide Support","170","170","4A6M","Servicewide Communications","Y","U",2011,"Base.Ann",NA,NA,NA,NA,NA,NA,2444
"1739",2012,"1806","N","Operation & Maintenance, Navy Res","NAVY","04","Admin & Srvwd Activities","Logistics Operations And Technical Support","180","180","4B3N","Acquisition And Program Management","Y","U",2011,"Base.Ann",NA,NA,NA,NA,NA,NA,3304
