"","SourceFiscalYear","AccountDSI","AccountTitle","MilDeptDW","Organization","BudgetActivity","BudgetActivityTitle","AGtitle","LineNumber","EnactedTotal","EnactedType","PBtotal","PBtype","SAG","SAG.Title","FiscalYear","BudgetSubActivityTitle","BudgetLineItem","ActualTotal"
"1149",2012,"2020","Operation & Maintenance, Army","A","ARMY",1,"Operating Forces","Land Forces Readiness",90,890122,NA,NA,NA,"123","Land Forces Depot Maintenance",2011,"","",NA
"1150",2012,"2020","Operation & Maintenance, Army","A","ARMY",1,"Operating Forces","Land Forces Readiness Support",100,7563566,NA,NA,NA,"131","Base Operations Support",2011,"","",NA
"1151",2012,"2020","Operation & Maintenance, Army","A","ARMY",1,"Operating Forces","Land Forces Readiness Support",110,2500892,NA,NA,NA,"132","Facilities Sustainment, Restoration, & Modernization",2011,"","",NA
"1152",2012,"2020","Operation & Maintenance, Army","A","ARMY",1,"Operating Forces","Land Forces Readiness Support",120,390004,NA,NA,NA,"133","Management And Operational Hq",2011,"","",NA
"1153",2012,"2020","Operation & Maintenance, Army","A","ARMY",1,"Operating Forces","Land Forces Readiness Support",130,167758,NA,NA,NA,"134","Combatant Commanders Core Operations",2011,"","",NA
"1154",2012,"2020","Operation & Maintenance, Army","A","ARMY",1,"Operating Forces","Land Forces Readiness Support",140,47638208,NA,NA,NA,"135","Additional Activities",2011,"","",NA
"1155",2012,"2020","Operation & Maintenance, Army","A","ARMY",1,"Operating Forces","Land Forces Readiness Support",150,1300000,NA,NA,NA,"136","CommanderS Emergency Response Program",2011,"","",NA
"1156",2012,"2020","Operation & Maintenance, Army","A","ARMY",1,"Operating Forces","Land Forces Readiness Support",160,7840211,NA,NA,NA,"137","RESET",2011,"","",NA
"1157",2012,"2020","Operation & Maintenance, Army","A","ARMY",1,"Operating Forces","Land Forces Readiness Support",170,464851,NA,NA,NA,"138","Combatant Commanders Ancillary Missions",2011,"","",NA
"1158",2012,"2020","Operation & Maintenance, Army","A","ARMY",2,"Mobilization","Mobility Operations",180,333266,NA,NA,NA,"211","Strategic Mobility",2011,"","",NA
"1159",2012,"2020","Operation & Maintenance, Army","A","ARMY",2,"Mobilization","Mobility Operations",190,102240,NA,NA,NA,"212","Army Prepositioning Stocks",2011,"","",NA
"1160",2012,"2020","Operation & Maintenance, Army","A","ARMY",2,"Mobilization","Mobility Operations",200,5736,NA,NA,NA,"213","Industrial Preparedness",2011,"","",NA
"1161",2012,"2020","Operation & Maintenance, Army","A","ARMY",3,"Training and Recruiting","Accession Training",210,129902,NA,NA,NA,"311","Officer Acquisition",2011,"","",NA
"1162",2012,"2020","Operation & Maintenance, Army","A","ARMY",3,"Training and Recruiting","Accession Training",220,74705,NA,NA,NA,"312","Recruit Training",2011,"","",NA
"1163",2012,"2020","Operation & Maintenance, Army","A","ARMY",3,"Training and Recruiting","Accession Training",230,63223,NA,NA,NA,"313","One Station Unit Training",2011,"","",NA
"1164",2012,"2020","Operation & Maintenance, Army","A","ARMY",3,"Training and Recruiting","Accession Training",240,479343,NA,NA,NA,"314","Senior Reserve Officers Training Corps",2011,"","",NA
"1165",2012,"2020","Operation & Maintenance, Army","A","ARMY",3,"Training and Recruiting","Basic Skills And Advanced Training",250,1082517,NA,NA,NA,"321","Specialized Skill Training",2011,"","",NA
"1166",2012,"2020","Operation & Maintenance, Army","A","ARMY",3,"Training and Recruiting","Basic Skills And Advanced Training",260,1046124,NA,NA,NA,"322","Flight Training",2011,"","",NA
"1167",2012,"2020","Operation & Maintenance, Army","A","ARMY",3,"Training and Recruiting","Basic Skills And Advanced Training",270,163607,NA,NA,NA,"323","Professional Development Education",2011,"","",NA
"1168",2012,"2020","Operation & Maintenance, Army","A","ARMY",3,"Training and Recruiting","Basic Skills And Advanced Training",280,695200,NA,NA,NA,"324","Training Support",2011,"","",NA
"1169",2012,"2020","Operation & Maintenance, Army","A","ARMY",3,"Training and Recruiting","Recruiting And Other Training & Education",290,544014,NA,NA,NA,"331","Recruiting And Advertising",2011,"","",NA
"1170",2012,"2020","Operation & Maintenance, Army","A","ARMY",3,"Training and Recruiting","Recruiting And Other Training & Education",300,153091,NA,NA,NA,"332","Examining",2011,"","",NA
"1171",2012,"2020","Operation & Maintenance, Army","A","ARMY",3,"Training and Recruiting","Recruiting And Other Training & Education",310,241170,NA,NA,NA,"333","Off-Duty And Voluntary Education",2011,"","",NA
"1172",2012,"2020","Operation & Maintenance, Army","A","ARMY",3,"Training and Recruiting","Recruiting And Other Training & Education",320,220771,NA,NA,NA,"334","Civilian Education And Training",2011,"","",NA
"1173",2012,"2020","Operation & Maintenance, Army","A","ARMY",3,"Training and Recruiting","Recruiting And Other Training & Education",330,175347,NA,NA,NA,"335","Junior ROTC",2011,"","",NA
"1174",2012,"2020","Operation & Maintenance, Army","A","ARMY",4,"Admin & Srvwide Activities","Security Programs",340,3389220,NA,NA,NA,"411","Security Programs",2011,"","",NA
"1175",2012,"2020","Operation & Maintenance, Army","A","ARMY",4,"Admin & Srvwide Activities","Logistics Operations",350,4053286,NA,NA,NA,"421","Servicewide Transportation",2011,"","",NA
"1176",2012,"2020","Operation & Maintenance, Army","A","ARMY",4,"Admin & Srvwide Activities","Logistics Operations",360,669853,NA,NA,NA,"422","Central Supply Activities",2011,"","",NA
"1177",2012,"2020","Operation & Maintenance, Army","A","ARMY",4,"Admin & Srvwide Activities","Logistics Operations",370,503876,NA,NA,NA,"423","Logistic Support Activities",2011,"","",NA
"1178",2012,"2020","Operation & Maintenance, Army","A","ARMY",4,"Admin & Srvwide Activities","Logistics Operations",380,435020,NA,NA,NA,"424","Ammunition Management",2011,"","",NA
"1179",2012,"2020","Operation & Maintenance, Army","A","ARMY",4,"Admin & Srvwide Activities","Servicewide Support",390,912355,NA,NA,NA,"431","Administration",2011,"","",NA
"1180",2012,"2020","Operation & Maintenance, Army","A","ARMY",4,"Admin & Srvwide Activities","Servicewide Support",400,1528371,NA,NA,NA,"432","Servicewide Communications",2011,"","",NA
"1181",2012,"2020","Operation & Maintenance, Army","A","ARMY",4,"Admin & Srvwide Activities","Servicewide Support",410,368480,NA,NA,NA,"433","Manpower Management",2011,"","",NA
"1182",2012,"2020","Operation & Maintenance, Army","A","ARMY",4,"Admin & Srvwide Activities","Servicewide Support",420,261829,NA,NA,NA,"434","Other Personnel Support",2011,"","",NA
"1183",2012,"2020","Operation & Maintenance, Army","A","ARMY",4,"Admin & Srvwide Activities","Servicewide Support",430,1145902,NA,NA,NA,"435","Other Service Support",2011,"","",NA
"1184",2012,"2020","Operation & Maintenance, Army","A","ARMY",4,"Admin & Srvwide Activities","Servicewide Support",440,205967,NA,NA,NA,"436","Army Claims Activities",2011,"","",NA
"1185",2012,"2020","Operation & Maintenance, Army","A","ARMY",4,"Admin & Srvwide Activities","Servicewide Support",450,168664,NA,NA,NA,"437","Real Estate Management",2011,"","",NA
"1186",2012,"2020","Operation & Maintenance, Army","A","ARMY",4,"Admin & Srvwide Activities","Support Of Other Nations",460,462488,NA,NA,NA,"441","Support Of NATO Operations",2011,"","",NA
"1187",2012,"2020","Operation & Maintenance, Army","A","ARMY",4,"Admin & Srvwide Activities","Support Of Other Nations",470,19179,NA,NA,NA,"442","Misc. Support Of Other Nations",2011,"","",NA
"1188",2012,"2020","Operation & Maintenance, Army","A","ARMY",20,"Undistributed","Undistributed",480,-7495965,NA,NA,NA,"CR11","Adj to Match Continuing Resolution",2011,"","",NA
"1189",2012,"2080","Operation & Maintenance, Army Res","A","ARMY",1,"Operating Forces","Land Forces",10,1282,NA,NA,NA,"111","Maneuver Units",2011,"","",NA
"1190",2012,"2080","Operation & Maintenance, Army Res","A","ARMY",1,"Operating Forces","Land Forces",20,12413,NA,NA,NA,"112","Modular Support Brigades",2011,"","",NA
"1191",2012,"2080","Operation & Maintenance, Army Res","A","ARMY",1,"Operating Forces","Land Forces",30,460814,NA,NA,NA,"113","Echelons Above Brigade",2011,"","",NA
"1192",2012,"2080","Operation & Maintenance, Army Res","A","ARMY",1,"Operating Forces","Land Forces",40,168020,NA,NA,NA,"114","Theater Level Assets",2011,"","",NA
"1193",2012,"2080","Operation & Maintenance, Army Res","A","ARMY",1,"Operating Forces","Land Forces",50,555944,NA,NA,NA,"115","Land Forces Operations Support",2011,"","",NA
"1194",2012,"2080","Operation & Maintenance, Army Res","A","ARMY",1,"Operating Forces","Land Forces",60,70378,NA,NA,NA,"116","Aviation Assets",2011,"","",NA
"1195",2012,"2080","Operation & Maintenance, Army Res","A","ARMY",1,"Operating Forces","Land Forces Readiness",70,391326,NA,NA,NA,"121","Force Readiness Operations Support",2011,"","",NA
"1196",2012,"2080","Operation & Maintenance, Army Res","A","ARMY",1,"Operating Forces","Land Forces Readiness",80,108093,NA,NA,NA,"122","Land Forces Systems Readiness",2011,"","",NA
"1197",2012,"2080","Operation & Maintenance, Army Res","A","ARMY",1,"Operating Forces","Land Forces Readiness",90,136854,NA,NA,NA,"123","Land Forces Depot Maintenance",2011,"","",NA
"1198",2012,"2080","Operation & Maintenance, Army Res","A","ARMY",1,"Operating Forces","Land Forces Readiness Support",100,577146,NA,NA,NA,"131","Base Operations Support",2011,"","",NA
"1199",2012,"2080","Operation & Maintenance, Army Res","A","ARMY",1,"Operating Forces","Land Forces Readiness Support",110,234486,NA,NA,NA,"132","Facilities Sustainment, Restoration, & Modernization",2011,"","",NA
"1200",2012,"2080","Operation & Maintenance, Army Res","A","ARMY",1,"Operating Forces","Land Forces Readiness Support",120,286950,NA,NA,NA,"135","Additional Activities",2011,"","",NA
"1201",2012,"2080","Operation & Maintenance, Army Res","A","ARMY",4,"Admin & Srvwd Activities","Logistics Operations",130,12717,NA,NA,NA,"421","Servicewide Transportation",2011,"","",NA
"1202",2012,"2080","Operation & Maintenance, Army Res","A","ARMY",4,"Admin & Srvwd Activities","Servicewide Support",140,74685,NA,NA,NA,"431","Administration",2011,"","",NA
"1203",2012,"2080","Operation & Maintenance, Army Res","A","ARMY",4,"Admin & Srvwd Activities","Servicewide Support",150,3797,NA,NA,NA,"432","Servicewide Communications",2011,"","",NA
"1204",2012,"2080","Operation & Maintenance, Army Res","A","ARMY",4,"Admin & Srvwd Activities","Servicewide Support",160,9245,NA,NA,NA,"433","Manpower Management",2011,"","",NA
"1205",2012,"2080","Operation & Maintenance, Army Res","A","ARMY",4,"Admin & Srvwd Activities","Servicewide Support",170,61877,NA,NA,NA,"434","Recruiting And Advertising",2011,"","",NA
"1206",2012,"2080","Operation & Maintenance, Army Res","A","ARMY",20,"Undistributed","Undistributed",180,-310020,NA,NA,NA,"CR11","Adj to Match Continuing Resolution",2011,"","",NA
"1207",2012,"2065","Operation & Maintenance, ARNG","A","ARMY",1,"Operating Forces","Land Forces",10,807193,NA,NA,NA,"111","Maneuver Units",2011,"","",NA
"1208",2012,"2065","Operation & Maintenance, ARNG","A","ARMY",1,"Operating Forces","Land Forces",20,166474,NA,NA,NA,"112","Modular Support Brigades",2011,"","",NA
"1209",2012,"2065","Operation & Maintenance, ARNG","A","ARMY",1,"Operating Forces","Land Forces",30,607567,NA,NA,NA,"113","Echelons Above Brigade",2011,"","",NA
"1210",2012,"2065","Operation & Maintenance, ARNG","A","ARMY",1,"Operating Forces","Land Forces",40,249930,NA,NA,NA,"114","Theater Level Assets",2011,"","",NA
"1211",2012,"2065","Operation & Maintenance, ARNG","A","ARMY",1,"Operating Forces","Land Forces",50,35657,NA,NA,NA,"115","Land Forces Operations Support",2011,"","",NA
"1212",2012,"2065","Operation & Maintenance, ARNG","A","ARMY",1,"Operating Forces","Land Forces",60,838895,NA,NA,NA,"116","Aviation Assets",2011,"","",NA
"1213",2012,"2065","Operation & Maintenance, ARNG","A","ARMY",1,"Operating Forces","Land Forces Readiness",70,570119,NA,NA,NA,"121","Force Readiness Operations Support",2011,"","",NA
"1214",2012,"2065","Operation & Maintenance, ARNG","A","ARMY",1,"Operating Forces","Land Forces Readiness",80,121980,NA,NA,NA,"122","Land Forces Systems Readiness",2011,"","",NA
"1215",2012,"2065","Operation & Maintenance, ARNG","A","ARMY",1,"Operating Forces","Land Forces Readiness",90,380789,NA,NA,NA,"123","Land Forces Depot Maintenance",2011,"","",NA
"1216",2012,"2065","Operation & Maintenance, ARNG","A","ARMY",1,"Operating Forces","Land Forces Readiness Support",100,933514,NA,NA,NA,"131","Base Operations Support",2011,"","",NA
"1217",2012,"2065","Operation & Maintenance, ARNG","A","ARMY",1,"Operating Forces","Land Forces Readiness Support",110,621843,NA,NA,NA,"132","Facilities Sustainment, Restoration, & Modernization",2011,"","",NA
"1218",2012,"2065","Operation & Maintenance, ARNG","A","ARMY",1,"Operating Forces","Land Forces Readiness Support",120,540738,NA,NA,NA,"133","Management And Operational Hq",2011,"","",NA
"1219",2012,"2065","Operation & Maintenance, ARNG","A","ARMY",1,"Operating Forces","Land Forces Readiness Support",130,544349,NA,NA,NA,"135","Additional Activities",2011,"","",NA
"1220",2012,"2065","Operation & Maintenance, ARNG","A","ARMY",4,"Admin & Srvwd Activities","Logistics Operations",140,17771,NA,NA,NA,"421","Servicewide Transportation",2011,"","",NA
"1221",2012,"2065","Operation & Maintenance, ARNG","A","ARMY",4,"Admin & Srvwd Activities","Servicewide Support",150,183781,NA,NA,NA,"431","Administration",2011,"","",NA
"1222",2012,"2065","Operation & Maintenance, ARNG","A","ARMY",4,"Admin & Srvwd Activities","Servicewide Support",160,48188,NA,NA,NA,"432","Servicewide Communications",2011,"","",NA
"1223",2012,"2065","Operation & Maintenance, ARNG","A","ARMY",4,"Admin & Srvwd Activities","Servicewide Support",170,8020,NA,NA,NA,"433","Manpower Management",2011,"","",NA
"1224",2012,"2065","Operation & Maintenance, ARNG","A","ARMY",4,"Admin & Srvwd Activities","Servicewide Support",180,440245,NA,NA,NA,"434","Recruiting And Advertising",2011,"","",NA
"1225",2012,"2065","Operation & Maintenance, ARNG","A","ARMY",20,"Undistributed","Undistributed",190,-445092,NA,NA,NA,"CR11","Adj to Match Continuing Resolution",2011,"","",NA
"1226",2012,"2091","Afghanistan Security Forces Fund","A","ARMY",1,"Ministry of Defense","Defense Forces",10,1790933,NA,NA,NA,"ES01","Infrastructure",2011,"","",NA
"1227",2012,"2091","Afghanistan Security Forces Fund","A","ARMY",1,"Ministry of Defense","Defense Forces",20,1846623,NA,NA,NA,"ES02","Equipment And Transportation",2011,"","",NA
"1228",2012,"2091","Afghanistan Security Forces Fund","A","ARMY",1,"Ministry of Defense","Defense Forces",30,836842,NA,NA,NA,"ES03","Training And Operations",2011,"","",NA
"1229",2012,"2091","Afghanistan Security Forces Fund","A","ARMY",1,"Ministry of Defense","Defense Forces",40,2992616,NA,NA,NA,"ES04","Sustainment",2011,"","",NA
"1230",2012,"2091","Afghanistan Security Forces Fund","A","ARMY",2,"Ministry of Interior","Interior Forces",60,1078413,NA,NA,NA,"ES05","Infrastructure",2011,"","",NA
"1231",2012,"2091","Afghanistan Security Forces Fund","A","ARMY",2,"Ministry of Interior","Interior Forces",70,917966,NA,NA,NA,"ES06","Equipment And Transportation",2011,"","",NA
"1232",2012,"2091","Afghanistan Security Forces Fund","A","ARMY",2,"Ministry of Interior","Interior Forces",80,990213,NA,NA,NA,"ES07","Training And Operations",2011,"","",NA
"1233",2012,"2091","Afghanistan Security Forces Fund","A","ARMY",2,"Ministry of Interior","Interior Forces",90,1098845,NA,NA,NA,"ES08","Sustainment",2011,"","",NA
"1234",2012,"2091","Afghanistan Security Forces Fund","A","ARMY",3,"Associated Activities","Related Activities",110,6037,NA,NA,NA,"ES10","Sustainment",2011,"","",NA
"1235",2012,"2091","Afghanistan Security Forces Fund","A","ARMY",3,"Associated Activities","Related Activities",120,1530,NA,NA,NA,"ES11","Training And Operations",2011,"","",NA
"1236",2012,"2091","Afghanistan Security Forces Fund","A","ARMY",3,"Associated Activities","Related Activities",130,58265,NA,NA,NA,"ES12","Infrastructure",2011,"","",NA
"1237",2012,"2091","Afghanistan Security Forces Fund","A","ARMY",3,"Associated Activities","Related Activities",140,1000,NA,NA,NA,"ES14","Coin Activities",2011,"","",NA
"1238",2012,"2091","Afghanistan Security Forces Fund","A","ARMY",3,"Associated Activities","Related Activities",150,0,NA,NA,NA,"ES16","Equipment And Transportation",2011,"","",NA
"1239",2012,"2091","Afghanistan Security Forces Fund","A","ARMY",5,"Contributions","Related Activities",170,0,NA,NA,NA,"500","Contributions",2011,"","",NA
"1240",2012,"2091","Afghanistan Security Forces Fund","A","ARMY",20,"Undistributed","Undistributed",180,-2676609,NA,NA,NA,"CR11","Adj to Match Continuing Resolution",2011,"","",NA
"1241",2012,"2092","Iraq Security Forces Fund","A","ARMY",1,"Ministry of Defense","Administration",40,0,NA,NA,NA,"100","Iraq Security Forces Fund",2011,"","",NA
"1242",2012,"2092","Iraq Security Forces Fund","A","ARMY",1,"Ministry of Defense","Defense Forces",10,1067706,NA,NA,NA,"ES02","Equipment And Transportation",2011,"","",NA
"1243",2012,"2092","Iraq Security Forces Fund","A","ARMY",1,"Ministry of Defense","Defense Forces",20,248075,NA,NA,NA,"ES03","Training",2011,"","",NA
"1244",2012,"2092","Iraq Security Forces Fund","A","ARMY",1,"Ministry of Defense","Defense Forces",30,341125,NA,NA,NA,"ES04","Sustainment",2011,"","",NA
"1245",2012,"2092","Iraq Security Forces Fund","A","ARMY",2,"Ministry of Interior","Administration",70,0,NA,NA,NA,"200","Iraq Interior Forces",2011,"","",NA
"1246",2012,"2092","Iraq Security Forces Fund","A","ARMY",2,"Ministry of Interior","Interior Forces",50,220469,NA,NA,NA,"ES06","Equipment And Transportation",2011,"","",NA
"1247",2012,"2092","Iraq Security Forces Fund","A","ARMY",2,"Ministry of Interior","Interior Forces",60,47625,NA,NA,NA,"ES08","Sustainment",2011,"","",NA
"1248",2012,"2092","Iraq Security Forces Fund","A","ARMY",3,"Associated Activities","Related Activities",80,75000,NA,NA,NA,"ES10","Quick Response Force",2011,"","",NA
"1249",2012,"2092","Iraq Security Forces Fund","A","ARMY",20,"Undistributed","Undistributed",90,-1086058,NA,NA,NA,"CR11","Adj to Match Continuing Resolution",2011,"","",NA
"1250",2012,"2096","Afghanistan Infrastructure Fund","A","ARMY",1,"Power","Administration",10,0,NA,NA,NA,"110","Power",2011,"","",NA
"1251",2012,"2096","Afghanistan Infrastructure Fund","A","ARMY",1,"Power","Administration",20,0,NA,NA,NA,"120","Transportation",2011,"","",NA
"1252",2012,"2096","Afghanistan Infrastructure Fund","A","ARMY",1,"Power","Administration",30,0,NA,NA,NA,"130","Water",2011,"","",NA
"1253",2012,"2096","Afghanistan Infrastructure Fund","A","ARMY",1,"Power","Administration",40,0,NA,NA,NA,"140","Other Related Activities",2011,"","",NA
"1254",2012,"1804","Operation & Maintenance, Navy","N","NAVY",1,"Operating Forces","Air Operations",10,6269750,NA,NA,NA,"1A1A","Mission And Other Flight Operations",2011,"","",NA
"1255",2012,"1804","Operation & Maintenance, Navy","N","NAVY",1,"Operating Forces","Air Operations",20,84798,NA,NA,NA,"1A2A","Fleet Air Training",2011,"","",NA
"1256",2012,"1804","Operation & Maintenance, Navy","N","NAVY",1,"Operating Forces","Air Operations",30,40332,NA,NA,NA,"1A3A","Aviation Technical Data & Engineering Services",2011,"","",NA
"1257",2012,"1804","Operation & Maintenance, Navy","N","NAVY",1,"Operating Forces","Air Operations",40,127322,NA,NA,NA,"1A4A","Air Operations And Safety Support",2011,"","",NA
"1258",2012,"1804","Operation & Maintenance, Navy","N","NAVY",1,"Operating Forces","Air Operations",50,400087,NA,NA,NA,"1A4N","Air Systems Support",2011,"","",NA
"1259",2012,"1804","Operation & Maintenance, Navy","N","NAVY",1,"Operating Forces","Air Operations",60,1454524,NA,NA,NA,"1A5A","Aircraft Depot Maintenance",2011,"","",NA
"1260",2012,"1804","Operation & Maintenance, Navy","N","NAVY",1,"Operating Forces","Air Operations",70,27448,NA,NA,NA,"1A6A","Aircraft Depot Operations Support",2011,"","",NA
"1261",2012,"1804","Operation & Maintenance, Navy","N","NAVY",1,"Operating Forces","Air Operations",80,0,NA,NA,NA,"1A9A","Aviation Logistics",2011,"","",NA
"1262",2012,"1804","Operation & Maintenance, Navy","N","NAVY",1,"Operating Forces","Ship Operations",90,4848378,NA,NA,NA,"1B1B","Mission And Other Ship Operations",2011,"","",NA
"1263",2012,"1804","Operation & Maintenance, Navy","N","NAVY",1,"Operating Forces","Ship Operations",100,756455,NA,NA,NA,"1B2B","Ship Operations Support & Training",2011,"","",NA
"1264",2012,"1804","Operation & Maintenance, Navy","N","NAVY",1,"Operating Forces","Ship Operations",110,6028226,NA,NA,NA,"1B4B","Ship Depot Maintenance",2011,"","",NA
"1265",2012,"1804","Operation & Maintenance, Navy","N","NAVY",1,"Operating Forces","Ship Operations",120,1344844,NA,NA,NA,"1B5B","Ship Depot Operations Support",2011,"","",NA
"1266",2012,"1804","Operation & Maintenance, Navy","N","NAVY",1,"Operating Forces","Combat Operations/Support",130,653537,NA,NA,NA,"1C1C","Combat Communications",2011,"","",NA
"1267",2012,"1804","Operation & Maintenance, Navy","N","NAVY",1,"Operating Forces","Combat Operations/Support",140,89340,NA,NA,NA,"1C2C","Electronic Warfare",2011,"","",NA
"1268",2012,"1804","Operation & Maintenance, Navy","N","NAVY",1,"Operating Forces","Combat Operations/Support",150,177397,NA,NA,NA,"1C3C","Space Systems And Surveillance",2011,"","",NA
"1269",2012,"1804","Operation & Maintenance, Navy","N","NAVY",1,"Operating Forces","Combat Operations/Support",160,498869,NA,NA,NA,"1C4C","Warfare Tactics",2011,"","",NA
"1270",2012,"1804","Operation & Maintenance, Navy","N","NAVY",1,"Operating Forces","Combat Operations/Support",170,341380,NA,NA,NA,"1C5C","Operational Meteorology And Oceanography",2011,"","",NA
"1271",2012,"1804","Operation & Maintenance, Navy","N","NAVY",1,"Operating Forces","Combat Operations/Support",180,3821345,NA,NA,NA,"1C6C","Combat Support Forces",2011,"","",NA
"1272",2012,"1804","Operation & Maintenance, Navy","N","NAVY",1,"Operating Forces","Combat Operations/Support",190,169662,NA,NA,NA,"1C7C","Equipment Maintenance",2011,"","",NA
"1273",2012,"1804","Operation & Maintenance, Navy","N","NAVY",1,"Operating Forces","Combat Operations/Support",200,2836,NA,NA,NA,"1C8C","Depot Operations Support",2011,"","",NA
"1274",2012,"1804","Operation & Maintenance, Navy","N","NAVY",1,"Operating Forces","Combat Operations/Support",210,215250,NA,NA,NA,"1CCH","Combatant Commanders Core Operations",2011,"","",NA
"1275",2012,"1804","Operation & Maintenance, Navy","N","NAVY",1,"Operating Forces","Combat Operations/Support",220,281526,NA,NA,NA,"1CCM","Combatant Commanders Direct Mission Support",2011,"","",NA
"1276",2012,"1804","Operation & Maintenance, Navy","N","NAVY",1,"Operating Forces","Weapons Support",230,130219,NA,NA,NA,"1D1D","Cruise Missile",2011,"","",NA
"1277",2012,"1804","Operation & Maintenance, Navy","N","NAVY",1,"Operating Forces","Weapons Support",240,1138418,NA,NA,NA,"1D2D","Fleet Ballistic Missile",2011,"","",NA
"1278",2012,"1804","Operation & Maintenance, Navy","N","NAVY",1,"Operating Forces","Weapons Support",250,188302,NA,NA,NA,"1D3D","In-Service Weapons Systems Support",2011,"","",NA
"1279",2012,"1804","Operation & Maintenance, Navy","N","NAVY",1,"Operating Forces","Weapons Support",260,542080,NA,NA,NA,"1D4D","Weapons Maintenance",2011,"","",NA
"1280",2012,"1804","Operation & Maintenance, Navy","N","NAVY",1,"Operating Forces","Weapons Support",270,383689,NA,NA,NA,"1D7D","Other Weapon Systems Support",2011,"","",NA
"1281",2012,"1804","Operation & Maintenance, Navy","N","NAVY",1,"Operating Forces","Base Support",280,830857,NA,NA,NA,"BSIT","Enterprise Information",2011,"","",NA
"1282",2012,"1804","Operation & Maintenance, Navy","N","NAVY",1,"Operating Forces","Base Support",290,1928636,NA,NA,NA,"BSM1","Sustainment, Restoration And Modernization",2011,"","",NA
"1283",2012,"1804","Operation & Maintenance, Navy","N","NAVY",1,"Operating Forces","Base Support",300,4884606,NA,NA,NA,"BSS1","Base Operating Support",2011,"","",NA
"1284",2012,"1804","Operation & Maintenance, Navy","N","NAVY",2,"Mobilization","Ready Reserve And Prepositioning Force",310,451347,NA,NA,NA,"2A1F","Ship Prepositioning And Surge",2011,"","",NA
"1285",2012,"1804","Operation & Maintenance, Navy","N","NAVY",2,"Mobilization","Activations/Inactivations",320,7593,NA,NA,NA,"2B1G","Aircraft Activations/Inactivations",2011,"","",NA
"1286",2012,"1804","Operation & Maintenance, Navy","N","NAVY",2,"Mobilization","Activations/Inactivations",330,177482,NA,NA,NA,"2B2G","Ship Activations/Inactivations",2011,"","",NA
"1287",2012,"1804","Operation & Maintenance, Navy","N","NAVY",2,"Mobilization","Mobilization Preparation",340,75390,NA,NA,NA,"2C1H","Expeditionary Health Services Systems",2011,"","",NA
"1288",2012,"1804","Operation & Maintenance, Navy","N","NAVY",2,"Mobilization","Mobilization Preparation",350,2707,NA,NA,NA,"2C2H","Industrial Readiness",2011,"","",NA
"1289",2012,"1804","Operation & Maintenance, Navy","N","NAVY",2,"Mobilization","Mobilization Preparation",360,278306,NA,NA,NA,"2C3H","Coast Guard Support",2011,"","",NA
"1290",2012,"1804","Operation & Maintenance, Navy","N","NAVY",3,"Training and Recruiting","Accession Training",370,141057,NA,NA,NA,"3A1J","Officer Acquisition",2011,"","",NA
"1291",2012,"1804","Operation & Maintenance, Navy","N","NAVY",3,"Training and Recruiting","Accession Training",380,10853,NA,NA,NA,"3A2J","Recruit Training",2011,"","",NA
"1292",2012,"1804","Operation & Maintenance, Navy","N","NAVY",3,"Training and Recruiting","Accession Training",390,143504,NA,NA,NA,"3A3J","Reserve Officers Training Corps",2011,"","",NA
"1293",2012,"1804","Operation & Maintenance, Navy","N","NAVY",3,"Training and Recruiting","Basic Skills And Advanced Training",400,614458,NA,NA,NA,"3B1K","Specialized Skill Training",2011,"","",NA
"1294",2012,"1804","Operation & Maintenance, Navy","N","NAVY",3,"Training and Recruiting","Basic Skills And Advanced Training",410,1538171,NA,NA,NA,"3B2K","Flight Training",2011,"","",NA
"1295",2012,"1804","Operation & Maintenance, Navy","N","NAVY",3,"Training and Recruiting","Basic Skills And Advanced Training",420,162844,NA,NA,NA,"3B3K","Professional Development Education",2011,"","",NA
"1296",2012,"1804","Operation & Maintenance, Navy","N","NAVY",3,"Training and Recruiting","Basic Skills And Advanced Training",430,176553,NA,NA,NA,"3B4K","Training Support",2011,"","",NA
"1297",2012,"1804","Operation & Maintenance, Navy","N","NAVY",3,"Training and Recruiting","Recruiting And Other Training & Education",440,261287,NA,NA,NA,"3C1L","Recruiting And Advertising",2011,"","",NA
"1298",2012,"1804","Operation & Maintenance, Navy","N","NAVY",3,"Training and Recruiting","Recruiting And Other Training & Education",450,145560,NA,NA,NA,"3C3L","Off-Duty And Voluntary Education",2011,"","",NA
"1299",2012,"1804","Operation & Maintenance, Navy","N","NAVY",3,"Training and Recruiting","Recruiting And Other Training & Education",460,109865,NA,NA,NA,"3C4L","Civilian Education And Training",2011,"","",NA
"1300",2012,"1804","Operation & Maintenance, Navy","N","NAVY",3,"Training and Recruiting","Recruiting And Other Training & Education",470,50369,NA,NA,NA,"3C5L","Junior ROTC",2011,"","",NA
"1301",2012,"1804","Operation & Maintenance, Navy","N","NAVY",4,"Admin & Srvwd Activities","Servicewide Support",480,833275,NA,NA,NA,"4A1M","Administration",2011,"","",NA
"1302",2012,"1804","Operation & Maintenance, Navy","N","NAVY",4,"Admin & Srvwd Activities","Servicewide Support",490,8099,NA,NA,NA,"4A2M","External Relations",2011,"","",NA
"1303",2012,"1804","Operation & Maintenance, Navy","N","NAVY",4,"Admin & Srvwd Activities","Servicewide Support",500,119288,NA,NA,NA,"4A3M","Civilian Manpower And Personnel Management",2011,"","",NA
