"","SourceFiscalYear","AccountDSI","AccountTitle","MilDeptDW","Organization","BudgetActivity","BudgetActivityTitle","AGtitle","LineNumber","EnactedTotal","EnactedType","PBtotal","PBtype","SAG","SAG.Title","FiscalYear","BudgetSubActivityTitle","BudgetLineItem","ActualTotal"
"6181",2014,"2020A","Operation & Maintenance, Army","","ARMY",3,"Training and Recruiting","Accession Training",220,NA,NA,NA,NA,"312","Recruit Training",2012,"","",65425
"6182",2014,"2020A","Operation & Maintenance, Army","","ARMY",3,"Training and Recruiting","Accession Training",230,NA,NA,NA,NA,"313","One Station Unit Training",2012,"","",36236
"6183",2014,"2020A","Operation & Maintenance, Army","","ARMY",3,"Training and Recruiting","Accession Training",240,NA,NA,NA,NA,"314","Senior Reserve Officers Training Corps",2012,"","",503519
"6184",2014,"2020A","Operation & Maintenance, Army","","ARMY",3,"Training and Recruiting","Basic Skills and Advanced Training",250,NA,NA,NA,NA,"321","Specialized Skill Training",2012,"","",1015172
"6185",2014,"2020A","Operation & Maintenance, Army","","ARMY",3,"Training and Recruiting","Basic Skills and Advanced Training",260,NA,NA,NA,NA,"322","Flight Training",2012,"","",1041384
"6186",2014,"2020A","Operation & Maintenance, Army","","ARMY",3,"Training and Recruiting","Basic Skills and Advanced Training",270,NA,NA,NA,NA,"323","Professional Development Education",2012,"","",190254
"6187",2014,"2020A","Operation & Maintenance, Army","","ARMY",3,"Training and Recruiting","Basic Skills and Advanced Training",280,NA,NA,NA,NA,"324","Training Support",2012,"","",668236
"6188",2014,"2020A","Operation & Maintenance, Army","","ARMY",3,"Training and Recruiting","Recruiting and Other Training & Education",290,NA,NA,NA,NA,"331","Recruiting and Advertising",2012,"","",512470
"6189",2014,"2020A","Operation & Maintenance, Army","","ARMY",3,"Training and Recruiting","Recruiting and Other Training & Education",300,NA,NA,NA,NA,"332","Examining",2012,"","",170725
"6190",2014,"2020A","Operation & Maintenance, Army","","ARMY",3,"Training and Recruiting","Recruiting and Other Training & Education",310,NA,NA,NA,NA,"333","Off-Duty and Voluntary Education",2012,"","",251882
"6191",2014,"2020A","Operation & Maintenance, Army","","ARMY",3,"Training and Recruiting","Recruiting and Other Training & Education",320,NA,NA,NA,NA,"334","Civilian Education and Training",2012,"","",161880
"6192",2014,"2020A","Operation & Maintenance, Army","","ARMY",3,"Training and Recruiting","Recruiting and Other Training & Education",330,NA,NA,NA,NA,"335","Junior ROTC",2012,"","",154657
"6193",2014,"2020A","Operation & Maintenance, Army","","ARMY",4,"Admin & Srvwide Activities","Logistics Operations",350,NA,NA,NA,NA,"421","Servicewide Transportation",2012,"","",5661732
"6194",2014,"2020A","Operation & Maintenance, Army","","ARMY",4,"Admin & Srvwide Activities","Logistics Operations",360,NA,NA,NA,NA,"422","Central Supply Activities",2012,"","",727506
"6195",2014,"2020A","Operation & Maintenance, Army","","ARMY",4,"Admin & Srvwide Activities","Logistics Operations",370,NA,NA,NA,NA,"423","Logistic Support Activities",2012,"","",544694
"6196",2014,"2020A","Operation & Maintenance, Army","","ARMY",4,"Admin & Srvwide Activities","Logistics Operations",380,NA,NA,NA,NA,"424","Ammunition Management",2012,"","",461529
"6197",2014,"2020A","Operation & Maintenance, Army","","ARMY",4,"Admin & Srvwide Activities","Servicewide Support",390,NA,NA,NA,NA,"431","Administration",2012,"","",657883
"6198",2014,"2020A","Operation & Maintenance, Army","","ARMY",4,"Admin & Srvwide Activities","Servicewide Support",400,NA,NA,NA,NA,"432","Servicewide Communications",2012,"","",1532321
"6199",2014,"2020A","Operation & Maintenance, Army","","ARMY",4,"Admin & Srvwide Activities","Servicewide Support",410,NA,NA,NA,NA,"433","Manpower Management",2012,"","",320564
"6200",2014,"2020A","Operation & Maintenance, Army","","ARMY",4,"Admin & Srvwide Activities","Servicewide Support",420,NA,NA,NA,NA,"434","Other Personnel Support",2012,"","",355232
"6201",2014,"2020A","Operation & Maintenance, Army","","ARMY",4,"Admin & Srvwide Activities","Servicewide Support",430,NA,NA,NA,NA,"435","Other Service Support",2012,"","",1095631
"6202",2014,"2020A","Operation & Maintenance, Army","","ARMY",4,"Admin & Srvwide Activities","Servicewide Support",440,NA,NA,NA,NA,"436","Army Claims Activities",2012,"","",237740
"6203",2014,"2020A","Operation & Maintenance, Army","","ARMY",4,"Admin & Srvwide Activities","Servicewide Support",450,NA,NA,NA,NA,"437","Real Estate Management",2012,"","",222450
"6204",2014,"2020A","Operation & Maintenance, Army","","ARMY",4,"Admin & Srvwide Activities","Servicewide Support",460,NA,NA,NA,NA,"438","Base Operations Support",2012,"","",0
"6205",2014,"2020A","Operation & Maintenance, Army","","ARMY",4,"Admin & Srvwide Activities","Support of Other Nations",470,NA,NA,NA,NA,"441","Support of NATO Operations",2012,"","",437144
"6206",2014,"2020A","Operation & Maintenance, Army","","ARMY",4,"Admin & Srvwide Activities","Support of Other Nations",480,NA,NA,NA,NA,"442","Misc. Support of Other Nations",2012,"","",19615
"6207",2014,"2020A","Operation & Maintenance, Army","","ARMY",4,"Admin & Srvwide Activities","Administration",490,NA,NA,NA,NA,"451","Closed Account Adjustments",2012,"","",29089
"6208",2014,"2020A","Operation & Maintenance, Army","","ARMY",4,"Admin & Srvwide Activities","Administration",500,NA,NA,NA,NA,"471","Foreign Currency Fluctuation",2012,"","",-54057
"6209",2014,"2020A","Operation & Maintenance, Army","","ARMY",4,"Admin & Srvwide Activities","Administration",510,NA,NA,NA,NA,"493","Defense Environmental Restoration Account (DERA)",2012,"","",674339
"6210",2014,"2020A","Operation & Maintenance, Army","","ARMY",4,"Admin & Srvwide Activities","Judgment Fund",520,NA,NA,NA,NA,"461","Judgment Fund",2012,"","",145
"6211",2014,"2020A","Operation & Maintenance, Army","","",4,"Admin & Srvwide Activities","",NA,NA,NA,NA,NA,"9999","Classified Programs",2012,"","",3602276
"6212",2014,"2020A","Operation & Maintenance, Army","","ARMY",20,"Undistributed","Undistributed",530,NA,NA,NA,NA,"CR","Adj to Match Continuing Resolution",2012,"","",0
"6213",2014,"2080A","Operation & Maintenance, Army Res","","ARMY",1,"Operating Forces","Land Forces",10,NA,NA,NA,NA,"111","Maneuver Units",2012,"","",1077
"6214",2014,"2080A","Operation & Maintenance, Army Res","","ARMY",1,"Operating Forces","Land Forces",20,NA,NA,NA,NA,"112","Modular Support Brigades",2012,"","",18053
"6215",2014,"2080A","Operation & Maintenance, Army Res","","ARMY",1,"Operating Forces","Land Forces",30,NA,NA,NA,NA,"113","Echelons Above Brigade",2012,"","",518491
"6216",2014,"2080A","Operation & Maintenance, Army Res","","ARMY",1,"Operating Forces","Land Forces",40,NA,NA,NA,NA,"114","Theater Level Assets",2012,"","",131321
"6217",2014,"2080A","Operation & Maintenance, Army Res","","ARMY",1,"Operating Forces","Land Forces",50,NA,NA,NA,NA,"115","Land Forces Operations Support",2012,"","",590347
"6218",2014,"2080A","Operation & Maintenance, Army Res","","ARMY",1,"Operating Forces","Land Forces",60,NA,NA,NA,NA,"116","Aviation Assets",2012,"","",67864
"6219",2014,"2080A","Operation & Maintenance, Army Res","","ARMY",1,"Operating Forces","Land Forces Readiness",70,NA,NA,NA,NA,"121","Force Readiness Operations Support",2012,"","",526363
"6220",2014,"2080A","Operation & Maintenance, Army Res","","ARMY",1,"Operating Forces","Land Forces Readiness",80,NA,NA,NA,NA,"122","Land Forces Systems Readiness",2012,"","",74194
"6221",2014,"2080A","Operation & Maintenance, Army Res","","ARMY",1,"Operating Forces","Land Forces Readiness",90,NA,NA,NA,NA,"123","Land Forces Depot Maintenance",2012,"","",246778
"6222",2014,"2080A","Operation & Maintenance, Army Res","","ARMY",1,"Operating Forces","Land Forces Readiness Support",100,NA,NA,NA,NA,"131","Base Operations Support",2012,"","",635812
"6223",2014,"2080A","Operation & Maintenance, Army Res","","ARMY",1,"Operating Forces","Land Forces Readiness Support",110,NA,NA,NA,NA,"132","Facilities Sustainment, Restoration & Modernization",2012,"","",284893
"6224",2014,"2080A","Operation & Maintenance, Army Res","","ARMY",1,"Operating Forces","Land Forces Readiness Support",120,NA,NA,NA,NA,"133","Management and Operational Hq's",2012,"","",0
"6225",2014,"2080A","Operation & Maintenance, Army Res","","ARMY",4,"Admin & Srvwd Activities","Logistics Operations",130,NA,NA,NA,NA,"421","Servicewide Transportation",2012,"","",14447
"6226",2014,"2080A","Operation & Maintenance, Army Res","","ARMY",4,"Admin & Srvwd Activities","Servicewide Support",140,NA,NA,NA,NA,"431","Administration",2012,"","",75313
"6227",2014,"2080A","Operation & Maintenance, Army Res","","ARMY",4,"Admin & Srvwd Activities","Servicewide Support",150,NA,NA,NA,NA,"432","Servicewide Communications",2012,"","",3807
"6228",2014,"2080A","Operation & Maintenance, Army Res","","ARMY",4,"Admin & Srvwd Activities","Servicewide Support",160,NA,NA,NA,NA,"433","Manpower Management",2012,"","",15854
"6229",2014,"2080A","Operation & Maintenance, Army Res","","ARMY",4,"Admin & Srvwd Activities","Servicewide Support",170,NA,NA,NA,NA,"434","Recruiting and Advertising",2012,"","",46106
"6230",2014,"2080A","Operation & Maintenance, Army Res","","ARMY",20,"Undistributed","Undistributed",180,NA,NA,NA,NA,"CR","Adj to Match Continuing Resolution",2012,"","",0
"6231",2014,"2065A","Operation & Maintenance, ARNG","","ARMY",1,"Operating Forces","Land Forces",10,NA,NA,NA,NA,"111","Maneuver Units",2012,"","",659988
"6232",2014,"2065A","Operation & Maintenance, ARNG","","ARMY",1,"Operating Forces","Land Forces",20,NA,NA,NA,NA,"112","Modular Support Brigades",2012,"","",153527
"6233",2014,"2065A","Operation & Maintenance, ARNG","","ARMY",1,"Operating Forces","Land Forces",30,NA,NA,NA,NA,"113","Echelons Above Brigade",2012,"","",687581
"6234",2014,"2065A","Operation & Maintenance, ARNG","","ARMY",1,"Operating Forces","Land Forces",40,NA,NA,NA,NA,"114","Theater Level Assets",2012,"","",170265
"6235",2014,"2065A","Operation & Maintenance, ARNG","","ARMY",1,"Operating Forces","Land Forces",50,NA,NA,NA,NA,"115","Land Forces Operations Support",2012,"","",38684
"6236",2014,"2065A","Operation & Maintenance, ARNG","","ARMY",1,"Operating Forces","Land Forces",60,NA,NA,NA,NA,"116","Aviation Assets",2012,"","",920775
"6237",2014,"2065A","Operation & Maintenance, ARNG","","ARMY",1,"Operating Forces","Land Forces Readiness",70,NA,NA,NA,NA,"121","Force Readiness Operations Support",2012,"","",708778
"6238",2014,"2065A","Operation & Maintenance, ARNG","","ARMY",1,"Operating Forces","Land Forces Readiness",80,NA,NA,NA,NA,"122","Land Forces Systems Readiness",2012,"","",68687
"6239",2014,"2065A","Operation & Maintenance, ARNG","","ARMY",1,"Operating Forces","Land Forces Readiness",90,NA,NA,NA,NA,"123","Land Forces Depot Maintenance",2012,"","",580715
"6240",2014,"2065A","Operation & Maintenance, ARNG","","ARMY",1,"Operating Forces","Land Forces Readiness Support",100,NA,NA,NA,NA,"131","Base Operations Support",2012,"","",1124483
"6241",2014,"2065A","Operation & Maintenance, ARNG","","ARMY",1,"Operating Forces","Land Forces Readiness Support",110,NA,NA,NA,NA,"132","Facilities Sustainment, Restoration & Modernization",2012,"","",614336
"6242",2014,"2065A","Operation & Maintenance, ARNG","","ARMY",1,"Operating Forces","Land Forces Readiness Support",120,NA,NA,NA,NA,"133","Management and Operational Hq's",2012,"","",892009
"6243",2014,"2065A","Operation & Maintenance, ARNG","","ARMY",4,"Admin & Srvwd Activities","Logistics Operations",130,NA,NA,NA,NA,"421","Servicewide Transportation",2012,"","",6119
"6244",2014,"2065A","Operation & Maintenance, ARNG","","ARMY",4,"Admin & Srvwd Activities","Servicewide Support",140,NA,NA,NA,NA,"437","Real Estate Management",2012,"","",0
"6245",2014,"2065A","Operation & Maintenance, ARNG","","ARMY",4,"Admin & Srvwd Activities","Servicewide Support",150,NA,NA,NA,NA,"431","Administration",2012,"","",159936
"6246",2014,"2065A","Operation & Maintenance, ARNG","","ARMY",4,"Admin & Srvwd Activities","Servicewide Support",160,NA,NA,NA,NA,"432","Servicewide Communications",2012,"","",40854
"6247",2014,"2065A","Operation & Maintenance, ARNG","","ARMY",4,"Admin & Srvwd Activities","Servicewide Support",170,NA,NA,NA,NA,"433","Manpower Management",2012,"","",6229
"6248",2014,"2065A","Operation & Maintenance, ARNG","","ARMY",4,"Admin & Srvwd Activities","Servicewide Support",180,NA,NA,NA,NA,"434","Recruiting and Advertising",2012,"","",395036
"6249",2014,"2065A","Operation & Maintenance, ARNG","","ARMY",20,"Undistributed","Undistributed",190,NA,NA,NA,NA,"CR","Adj to Match Continuing Resolution",2012,"","",0
"6250",2014,"2091A","Afghanistan Security Forces Fund","","ARMY",1,"Ministry of Defense","Defense Forces",10,NA,NA,NA,NA,"110","Sustainment",2012,"","",0
"6251",2014,"2091A","Afghanistan Security Forces Fund","","ARMY",1,"Ministry of Defense","Defense Forces",20,NA,NA,NA,NA,"120","Infrastructure",2012,"","",0
"6252",2014,"2091A","Afghanistan Security Forces Fund","","ARMY",1,"Ministry of Defense","Defense Forces",30,NA,NA,NA,NA,"130","Equipment and Transportation",2012,"","",0
"6253",2014,"2091A","Afghanistan Security Forces Fund","","ARMY",1,"Ministry of Defense","Defense Forces",40,NA,NA,NA,NA,"140","Training and Operations",2012,"","",0
"6254",2014,"2091A","Afghanistan Security Forces Fund","","ARMY",1,"Ministry of Defense","Administration",50,NA,NA,NA,NA,"100","Afghanistan Security Forces Fund",2012,"","",6234815
"6255",2014,"2091A","Afghanistan Security Forces Fund","","ARMY",2,"Ministry of Interior","Interior Forces",60,NA,NA,NA,NA,"210","Sustainment",2012,"","",0
"6256",2014,"2091A","Afghanistan Security Forces Fund","","ARMY",2,"Ministry of Interior","Interior Forces",70,NA,NA,NA,NA,"220","Infrastructure",2012,"","",0
"6257",2014,"2091A","Afghanistan Security Forces Fund","","ARMY",2,"Ministry of Interior","Interior Forces",80,NA,NA,NA,NA,"230","Equipment and Transportation",2012,"","",0
"6258",2014,"2091A","Afghanistan Security Forces Fund","","ARMY",2,"Ministry of Interior","Interior Forces",90,NA,NA,NA,NA,"240","Training and Operations",2012,"","",0
"6259",2014,"2091A","Afghanistan Security Forces Fund","","ARMY",2,"Ministry of Interior","Administration",100,NA,NA,NA,NA,"200","Ministry Of Interior",2012,"","",3570697
"6260",2014,"2091A","Afghanistan Security Forces Fund","","ARMY",4,"Detainee Ops","Related Activities",110,NA,NA,NA,NA,"410","Sustainment",2012,"","",107405
"6261",2014,"2091A","Afghanistan Security Forces Fund","","ARMY",4,"Detainee Ops","Related Activities",120,NA,NA,NA,NA,"420","Infrastructue",2012,"","",0
"6262",2014,"2091A","Afghanistan Security Forces Fund","","ARMY",4,"Detainee Ops","Related Activities",130,NA,NA,NA,NA,"430","Equipment & Transportation",2012,"","",0
"6263",2014,"2091A","Afghanistan Security Forces Fund","","ARMY",4,"Detainee Ops","Related Activities",140,NA,NA,NA,NA,"440","Training and Operations",2012,"","",0
"6264",2014,"2091A","Afghanistan Security Forces Fund","","ARMY",5,"Contributions","Related Activities",150,NA,NA,NA,NA,"500","Contributions",2012,"","",287083
"6265",2014,"2096A","Afghanistan Infrastructure Fund","","ARMY",1,"Afghanistan Infrastructure Fund","Administration",10,NA,NA,NA,NA,"11","Power",2012,"","",168600
"6266",2014,"2096A","Afghanistan Infrastructure Fund","","ARMY",1,"Afghanistan Infrastructure Fund","Administration",20,NA,NA,NA,NA,"110","Power",2012,"","",0
"6267",2014,"2096A","Afghanistan Infrastructure Fund","","ARMY",1,"Afghanistan Infrastructure Fund","Administration",30,NA,NA,NA,NA,"120","Transportation",2012,"","",45600
"6268",2014,"2096A","Afghanistan Infrastructure Fund","","ARMY",1,"Afghanistan Infrastructure Fund","Administration",40,NA,NA,NA,NA,"130","Water",2012,"","",185800
"6269",2014,"1804N","Operation & Maintenance, Navy","","NAVY",1,"Operating Forces","Air Operations",10,NA,NA,NA,NA,"1A1A","Mission and Other Flight Operations",2012,"","",5513964
"6270",2014,"1804N","Operation & Maintenance, Navy","","NAVY",1,"Operating Forces","Air Operations",20,NA,NA,NA,NA,"1A2A","Fleet Air Training",2012,"","",1805048
"6271",2014,"1804N","Operation & Maintenance, Navy","","NAVY",1,"Operating Forces","Air Operations",30,NA,NA,NA,NA,"1A3A","Aviation Technical Data & Engineering Services",2012,"","",47273
"6272",2014,"1804N","Operation & Maintenance, Navy","","NAVY",1,"Operating Forces","Air Operations",40,NA,NA,NA,NA,"1A4A","Air Operations and Safety Support",2012,"","",113440
"6273",2014,"1804N","Operation & Maintenance, Navy","","NAVY",1,"Operating Forces","Air Operations",50,NA,NA,NA,NA,"1A4N","Air Systems Support",2012,"","",442087
"6274",2014,"1804N","Operation & Maintenance, Navy","","NAVY",1,"Operating Forces","Air Operations",60,NA,NA,NA,NA,"1A5A","Aircraft Depot Maintenance",2012,"","",1170535
"6275",2014,"1804N","Operation & Maintenance, Navy","","NAVY",1,"Operating Forces","Air Operations",70,NA,NA,NA,NA,"1A6A","Aircraft Depot Operations Support",2012,"","",41157
"6276",2014,"1804N","Operation & Maintenance, Navy","","NAVY",1,"Operating Forces","Air Operations",80,NA,NA,NA,NA,"1A9A","Aviation Logistics",2012,"","",265272
"6277",2014,"1804N","Operation & Maintenance, Navy","","NAVY",1,"Operating Forces","Ship Operations",90,NA,NA,NA,NA,"1B1B","Mission and Other Ship Operations",2012,"","",5213855
"6278",2014,"1804N","Operation & Maintenance, Navy","","NAVY",1,"Operating Forces","Ship Operations",100,NA,NA,NA,NA,"1B2B","Ship Operations Support & Training",2012,"","",766714
"6279",2014,"1804N","Operation & Maintenance, Navy","","NAVY",1,"Operating Forces","Ship Operations",110,NA,NA,NA,NA,"1B4B","Ship Depot Maintenance",2012,"","",6894279
"6280",2014,"1804N","Operation & Maintenance, Navy","","NAVY",1,"Operating Forces","Ship Operations",120,NA,NA,NA,NA,"1B5B","Ship Depot Operations Support",2012,"","",1304491
"6281",2014,"1804N","Operation & Maintenance, Navy","","NAVY",1,"Operating Forces","Combat Operations/Support",130,NA,NA,NA,NA,"1C1C","Combat Communications",2012,"","",711777
"6282",2014,"1804N","Operation & Maintenance, Navy","","NAVY",1,"Operating Forces","Combat Operations/Support",140,NA,NA,NA,NA,"1C2C","Electronic Warfare",2012,"","",98024
"6283",2014,"1804N","Operation & Maintenance, Navy","","NAVY",1,"Operating Forces","Combat Operations/Support",150,NA,NA,NA,NA,"1C3C","Space Systems and Surveillance",2012,"","",211891
"6284",2014,"1804N","Operation & Maintenance, Navy","","NAVY",1,"Operating Forces","Combat Operations/Support",160,NA,NA,NA,NA,"1C4C","Warfare Tactics",2012,"","",492574
"6285",2014,"1804N","Operation & Maintenance, Navy","","NAVY",1,"Operating Forces","Combat Operations/Support",170,NA,NA,NA,NA,"1C5C","Operational Meteorology and Oceanography",2012,"","",363073
"6286",2014,"1804N","Operation & Maintenance, Navy","","NAVY",1,"Operating Forces","Combat Operations/Support",180,NA,NA,NA,NA,"1C6C","Combat Support Forces",2012,"","",2309948
"6287",2014,"1804N","Operation & Maintenance, Navy","","NAVY",1,"Operating Forces","Combat Operations/Support",190,NA,NA,NA,NA,"1C7C","Equipment Maintenance",2012,"","",197159
"6288",2014,"1804N","Operation & Maintenance, Navy","","NAVY",1,"Operating Forces","Combat Operations/Support",200,NA,NA,NA,NA,"1C8C","Depot Operations Support",2012,"","",4124
"6289",2014,"1804N","Operation & Maintenance, Navy","","NAVY",1,"Operating Forces","Combat Operations/Support",210,NA,NA,NA,NA,"1CCH","Combatant Commanders Core Operations",2012,"","",108670
"6290",2014,"1804N","Operation & Maintenance, Navy","","NAVY",1,"Operating Forces","Combat Operations/Support",220,NA,NA,NA,NA,"1CCM","Combatant Commanders Direct Mission Support",2012,"","",207459
"6291",2014,"1804N","Operation & Maintenance, Navy","","NAVY",1,"Operating Forces","Weapons Support",230,NA,NA,NA,NA,"1D1D","Cruise Missile",2012,"","",124822
"6292",2014,"1804N","Operation & Maintenance, Navy","","NAVY",1,"Operating Forces","Weapons Support",240,NA,NA,NA,NA,"1D2D","Fleet Ballistic Missile",2012,"","",1192496
"6293",2014,"1804N","Operation & Maintenance, Navy","","NAVY",1,"Operating Forces","Weapons Support",250,NA,NA,NA,NA,"1D3D","In-Service Weapons Systems Support",2012,"","",218446
"6294",2014,"1804N","Operation & Maintenance, Navy","","NAVY",1,"Operating Forces","Weapons Support",260,NA,NA,NA,NA,"1D4D","Weapons Maintenance",2012,"","",763236
"6295",2014,"1804N","Operation & Maintenance, Navy","","NAVY",1,"Operating Forces","Weapons Support",270,NA,NA,NA,NA,"1D7D","Other Weapon Systems Support",2012,"","",360937
"6296",2014,"1804N","Operation & Maintenance, Navy","","NAVY",1,"Operating Forces","Base Support",280,NA,NA,NA,NA,"BSIT","Enterprise Information",2012,"","",968686
"6297",2014,"1804N","Operation & Maintenance, Navy","","NAVY",1,"Operating Forces","Base Support",290,NA,NA,NA,NA,"BSM1","Sustainment, Restoration and Modernization",2012,"","",2243701
"6298",2014,"1804N","Operation & Maintenance, Navy","","NAVY",1,"Operating Forces","Base Support",300,NA,NA,NA,NA,"BSS1","Base Operating Support",2012,"","",4837358
"6299",2014,"1804N","Operation & Maintenance, Navy","","NAVY",2,"Mobilization","Ready Reserve and Prepositioning Force",310,NA,NA,NA,NA,"2A1F","Ship Prepositioning and Surge",2012,"","",481011
"6300",2014,"1804N","Operation & Maintenance, Navy","","NAVY",2,"Mobilization","Activations/Inactivations",320,NA,NA,NA,NA,"2B1G","Aircraft Activations/Inactivations",2012,"","",7244
"6301",2014,"1804N","Operation & Maintenance, Navy","","NAVY",2,"Mobilization","Activations/Inactivations",330,NA,NA,NA,NA,"2B2G","Ship Activations/Inactivations",2012,"","",213806
"6302",2014,"1804N","Operation & Maintenance, Navy","","NAVY",2,"Mobilization","Mobilization Preparation",340,NA,NA,NA,NA,"2C1H","Expeditionary Health Services Systems",2012,"","",95218
"6303",2014,"1804N","Operation & Maintenance, Navy","","NAVY",2,"Mobilization","Mobilization Preparation",350,NA,NA,NA,NA,"2C2H","Industrial Readiness",2012,"","",2670
"6304",2014,"1804N","Operation & Maintenance, Navy","","NAVY",2,"Mobilization","Mobilization Preparation",360,NA,NA,NA,NA,"2C3H","Coast Guard Support",2012,"","",25076
"6305",2014,"1804N","Operation & Maintenance, Navy","","NAVY",3,"Training and Recruiting","Accession Training",370,NA,NA,NA,NA,"3A1J","Officer Acquisition",2012,"","",145945
"6306",2014,"1804N","Operation & Maintenance, Navy","","NAVY",3,"Training and Recruiting","Accession Training",380,NA,NA,NA,NA,"3A2J","Recruit Training",2012,"","",12694
"6307",2014,"1804N","Operation & Maintenance, Navy","","NAVY",3,"Training and Recruiting","Accession Training",390,NA,NA,NA,NA,"3A3J","Reserve Officers Training Corps",2012,"","",130680
"6308",2014,"1804N","Operation & Maintenance, Navy","","NAVY",3,"Training and Recruiting","Basic Skills and Advanced Training",400,NA,NA,NA,NA,"3B1K","Specialized Skill Training",2012,"","",642350
"6309",2014,"1804N","Operation & Maintenance, Navy","","NAVY",3,"Training and Recruiting","Basic Skills and Advanced Training",410,NA,NA,NA,NA,"3B2K","Flight Training",2012,"","",8713
"6310",2014,"1804N","Operation & Maintenance, Navy","","NAVY",3,"Training and Recruiting","Basic Skills and Advanced Training",420,NA,NA,NA,NA,"3B3K","Professional Development Education",2012,"","",183815
"6311",2014,"1804N","Operation & Maintenance, Navy","","NAVY",3,"Training and Recruiting","Basic Skills and Advanced Training",430,NA,NA,NA,NA,"3B4K","Training Support",2012,"","",183408
"6312",2014,"1804N","Operation & Maintenance, Navy","","NAVY",3,"Training and Recruiting","Recruiting and Other Training & Education",440,NA,NA,NA,NA,"3C1L","Recruiting and Advertising",2012,"","",270209
"6313",2014,"1804N","Operation & Maintenance, Navy","","NAVY",3,"Training and Recruiting","Recruiting and Other Training & Education",450,NA,NA,NA,NA,"3C3L","Off-Duty and Voluntary Education",2012,"","",131966
"6314",2014,"1804N","Operation & Maintenance, Navy","","NAVY",3,"Training and Recruiting","Recruiting and Other Training & Education",460,NA,NA,NA,NA,"3C4L","Civilian Education and Training",2012,"","",74064
"6315",2014,"1804N","Operation & Maintenance, Navy","","NAVY",3,"Training and Recruiting","Recruiting and Other Training & Education",470,NA,NA,NA,NA,"3C5L","Junior ROTC",2012,"","",53291
"6316",2014,"1804N","Operation & Maintenance, Navy","","NAVY",4,"Admin & Srvwd Activities","Servicewide Support",480,NA,NA,NA,NA,"4A1M","Administration",2012,"","",853421
"6317",2014,"1804N","Operation & Maintenance, Navy","","NAVY",4,"Admin & Srvwd Activities","Servicewide Support",490,NA,NA,NA,NA,"4A2M","External Relations",2012,"","",15383
"6318",2014,"1804N","Operation & Maintenance, Navy","","NAVY",4,"Admin & Srvwd Activities","Servicewide Support",500,NA,NA,NA,NA,"4A3M","Civilian Manpower and Personnel Management",2012,"","",122838
"6319",2014,"1804N","Operation & Maintenance, Navy","","NAVY",4,"Admin & Srvwd Activities","Servicewide Support",510,NA,NA,NA,NA,"4A4M","Military Manpower and Personnel Management",2012,"","",225062
"6320",2014,"1804N","Operation & Maintenance, Navy","","NAVY",4,"Admin & Srvwd Activities","Servicewide Support",520,NA,NA,NA,NA,"4A5M","Other Personnel Support",2012,"","",267248
"6321",2014,"1804N","Operation & Maintenance, Navy","","NAVY",4,"Admin & Srvwd Activities","Servicewide Support",530,NA,NA,NA,NA,"4A6M","Servicewide Communications",2012,"","",553136
"6322",2014,"1804N","Operation & Maintenance, Navy","","NAVY",4,"Admin & Srvwd Activities","Servicewide Support",540,NA,NA,NA,NA,"4A8M","Medical Activities",2012,"","",23981
"6323",2014,"1804N","Operation & Maintenance, Navy","","NAVY",4,"Admin & Srvwd Activities","Logistics Operations and Technical Support",550,NA,NA,NA,NA,"4B1N","Servicewide Transportation",2012,"","",468505
"6324",2014,"1804N","Operation & Maintenance, Navy","","NAVY",4,"Admin & Srvwd Activities","Logistics Operations and Technical Support",560,NA,NA,NA,NA,"4B2E","Environmental Programs",2012,"","",308062
"6325",2014,"1804N","Operation & Maintenance, Navy","","NAVY",4,"Admin & Srvwd Activities","Logistics Operations and Technical Support",570,NA,NA,NA,NA,"4B2N","Planning, Engineering and Design",2012,"","",287074
"6326",2014,"1804N","Operation & Maintenance, Navy","","NAVY",4,"Admin & Srvwd Activities","Logistics Operations and Technical Support",580,NA,NA,NA,NA,"4B3N","Acquisition and Program Management",2012,"","",884049
"6327",2014,"1804N","Operation & Maintenance, Navy","","NAVY",4,"Admin & Srvwd Activities","Logistics Operations and Technical Support",590,NA,NA,NA,NA,"4B5N","Hull, Mechanical and Electrical Support",2012,"","",54428
"6328",2014,"1804N","Operation & Maintenance, Navy","","NAVY",4,"Admin & Srvwd Activities","Logistics Operations and Technical Support",600,NA,NA,NA,NA,"4B6N","Combat/Weapons Systems",2012,"","",20118
"6329",2014,"1804N","Operation & Maintenance, Navy","","NAVY",4,"Admin & Srvwd Activities","Logistics Operations and Technical Support",610,NA,NA,NA,NA,"4B7N","Space and Electronic Warfare Systems",2012,"","",65708
"6330",2014,"1804N","Operation & Maintenance, Navy","","NAVY",4,"Admin & Srvwd Activities","Investigations and Security Programs",620,NA,NA,NA,NA,"4C1P","Naval Investigative Service",2012,"","",597831
"6331",2014,"1804N","Operation & Maintenance, Navy","","NAVY",4,"Admin & Srvwd Activities","Support of Other Nations",680,NA,NA,NA,NA,"4D1Q","International Headquarters and Agencies",2012,"","",5074
"6332",2014,"1804N","Operation & Maintenance, Navy","","NAVY",4,"Admin & Srvwd Activities","Cancelled Accounts",690,NA,NA,NA,NA,"4EMM","Cancelled Account Adjustments",2012,"","",4927
