"","SourceFiscalYear","AccountDSI","AccountTitle","Organization","BudgetActivity","BudgetActivityTitle","BudgetSubActivityTitle","BudgetLineItem","LineNumber","LineNumber","SAG","IncludeInTOA","IncludeInTOA","Classified","FiscalYear","OriginType","ActualTotal","EnactedTotal","EnactedType","PBtotal","PBtype"
"1010",2017,"0130D","Defense Health Program","DHA","01","Operation & Maintenance","Defense Health Program","Private Sector Care","020","020","2","Y","Y","U",2016,"OCO",NA,NA,192210,NA,NA
"1011",2017,"0130D","Defense Health Program","DHA","01","Operation & Maintenance","Defense Health Program","Consolidated Health Support","030","030","3","Y","Y","U",2016,"OCO",NA,NA,9460,NA,NA
"1012",2017,"0130D","Defense Health Program","DHA","01","Operation & Maintenance","Defense Health Program","Information Management","040","040","4","Y","Y","U",2016,"OCO",NA,NA,0,NA,NA
"1013",2017,"0130D","Defense Health Program","DHA","01","Operation & Maintenance","Defense Health Program","Management Activities","050","050","5","Y","Y","U",2016,"OCO",NA,NA,0,NA,NA
"1014",2017,"0130D","Defense Health Program","DHA","01","Operation & Maintenance","Defense Health Program","Education and Training","060","060","6","Y","Y","U",2016,"OCO",NA,NA,5885,NA,NA
"1015",2017,"0130D","Defense Health Program","DHA","01","Operation & Maintenance","Defense Health Program","Base Operations/Communications","070","070","7","Y","Y","U",2016,"OCO",NA,NA,0,NA,NA
"1016",2017,"0130D","Defense Health Program","DHA","02","RDT&E","Defensewide Activities","R&D Research","080","080","0601","Y","Y","U",2016,"OCO",NA,NA,0,NA,NA
"1017",2017,"0130D","Defense Health Program","DHA","02","RDT&E","Defensewide Activities","R&D Exploratry Development","090","090","0602","Y","Y","U",2016,"OCO",NA,NA,0,NA,NA
"1018",2017,"0130D","Defense Health Program","DHA","02","RDT&E","Defensewide Activities","R&D Advanced Development","100","100","0603","Y","Y","U",2016,"OCO",NA,NA,0,NA,NA
"1019",2017,"0130D","Defense Health Program","DHA","02","RDT&E","Defensewide Activities","R&D Demonstration/Validation","110","110","0604","Y","Y","U",2016,"OCO",NA,NA,0,NA,NA
"1020",2017,"0130D","Defense Health Program","DHA","02","RDT&E","Defensewide Activities","R&D Engineering Development","120","120","0605","Y","Y","U",2016,"OCO",NA,NA,0,NA,NA
"1021",2017,"0130D","Defense Health Program","DHA","02","RDT&E","Defensewide Activities","R&D Management and Support","130","130","0606","Y","Y","U",2016,"OCO",NA,NA,0,NA,NA
"1022",2017,"0130D","Defense Health Program","DHA","02","RDT&E","Defensewide Activities","R&D Capabilities Enhancement","140","140","0607","Y","Y","U",2016,"OCO",NA,NA,0,NA,NA
"1023",2017,"0130D","Defense Health Program","DHA","03","Procurement","Defensewide Activities","PROC Initial Outfitting","150","150","7720","Y","Y","U",2016,"OCO",NA,NA,0,NA,NA
"1024",2017,"0130D","Defense Health Program","DHA","03","Procurement","Defensewide Activities","PROC Replacement & Modernization","160","160","7721","Y","Y","U",2016,"OCO",NA,NA,0,NA,NA
"1025",2017,"0130D","Defense Health Program","DHA","03","Procurement","Defensewide Activities","PROC Theater Medical Information Program","170","170","7744","Y","Y","U",2016,"OCO",NA,NA,0,NA,NA
"1026",2017,"0130D","Defense Health Program","DHA","03","Procurement","Defensewide Activities","PROC Joint Operational Medicine Information System","180","180","7746","Y","Y","U",2016,"OCO",NA,NA,0,NA,NA
"1027",2017,"0130D","Defense Health Program","DHA","03","Procurement","Defensewide Activities","PROC IEHR","190","190","7784","Y","Y","U",2016,"OCO",NA,NA,0,NA,NA
"1028",2017,"0130D","Defense Health Program","DHA","03","Procurement","Defensewide Activities","PROC DoD Healthcare Management System Modernization","200","200","7787","Y","Y","U",2016,"OCO",NA,NA,0,NA,NA
"1029",2017,"0819D","Overseas Humanitarian, Disaster, and Civic Aid","DSCA","01","Humanitarian Assistance","Defensewide Activities","Overseas Humanitarian, Disaster and Civic Aid","010","010","4GTD","Y","Y","U",2016,"OCO",NA,NA,0,NA,NA
"1030",2017,"0134D","Cooperative Threat Reduction Account","DTRA","01","FSU Threat Reduction","Defensewide Activities","Former Soviet Union (FSU) Threat Reduction","010","010","1PL3","Y","Y","U",2016,"OCO",NA,NA,0,NA,NA
"1031",2017,"5751D","Contributions to the Cooperative Threat Red Pgm","DTRA","01","FSU Threat Reduction","Defensewide Activities","Contributions to the CTR Program","010","010","1PL3","Y","Y","U",2016,"OCO",NA,NA,0,NA,NA
"1032",2017,"0111D","DoD Acquisition Workforce Development Fund","DAU","01","Acquisition Workforce Development","Acq Workforce Dev Fd","Acq Workforce Dev Fd","010","010","012","Y","Y","U",2016,"OCO",NA,NA,0,NA,NA
"1033",2017,"0105D","Drug Interdiction & Ctr-Drug Activities, Def","DEPS","01","Drug Interdiction And Counter Drug Activities","Defensewide Activities","Drug Interdiction and Counter-Drug Activities, Defense","010","010","2FU1","Y","Y","U",2016,"OCO",NA,NA,186000,NA,NA
"1034",2017,"0105D","Drug Interdiction & Ctr-Drug Activities, Def","DEPSDDR","02","Drug Demand Reduction Program","Drug Intrdct & Cntr-Drg Act, Def","Drug Demand Reduction Program","020","020","ES01","Y","Y","U",2016,"OCO",NA,NA,0,NA,NA
"1035",2017,"0105D","Drug Interdiction & Ctr-Drug Activities, Def","DEPS","03","National Guard Counter-Drug Program","Drug Intrdct & Cntr-Drg Act, Def","National Guard Counter-Drug Program","030","030","ES01","Y","Y","U",2016,"OCO",NA,NA,0,NA,NA
"1036",2017,"0810A","Environmental Restoration, Army","ARMY","01","Department Of The Army","Defense Environmental Restoration Fund","Environmental Restoration, Army","040","040","493","Y","Y","U",2016,"OCO",NA,NA,0,NA,NA
"1037",2017,"0810N","Environmental Restoration, Navy","NAVY","02","Department Of The Navy","Closed Account Adjustments","Environmental Restoration, Navy","050","050","044G","Y","Y","U",2016,"OCO",NA,NA,0,NA,NA
"1038",2017,"0810F","Environmental Restoration, Air Force","AF","03","Department Of The Air Force","Closed Account Adjustments","Environmental Restoration, Air Force","060","060","042G","Y","Y","U",2016,"OCO",NA,NA,0,NA,NA
"1039",2017,"0810D","Environmental Restoration, Defense","DEFW","04","Defense-Wide","Closed Account Adjustments","Environmental Restoration, Defense","070","070","045G","Y","Y","U",2016,"OCO",NA,NA,0,NA,NA
"1040",2017,"0811D","Environmental Restoration Formerly Used Sites","DEFW","05","Defense-Wide","Closed Account Adjustments","Environmental Restoration Formerly Used Sites","080","080","047G","Y","Y","U",2016,"OCO",NA,NA,0,NA,NA
"1041",2017,"0145D","Counterterrorism Partnerships Fund","DEFW","01","Counterterrorism Partnerships Fund","Counterterrorism Partnerships Fund","Counterterrorism Partnerships Fund","090","090","010","Y","Y","U",2016,"OCO",NA,NA,1100000,NA,NA
"1042",2017,"0838D","Support for International Sporting Competitions , Defense","DEFW","01","Operations Support","Closed Account Adjustments","Support of International Sporting Competitions, Defense","100","100","054","Y","Y","U",2016,"OCO",NA,NA,0,NA,NA
"1043",2017,"5188D","Disposal of DoD Real Property","AF","10","Concept Obligations","Disposal of DoD Real Property","Disposal of DoD Real Property","110","110","110","N","N","U",2016,"OCO",NA,NA,0,NA,NA
"1044",2017,"5188D","Disposal of DoD Real Property","ARMY","10","Concept Obligations","Disposal of DoD Real Property","Disposal of DoD Real Property","120","120","110","N","N","U",2016,"OCO",NA,NA,0,NA,NA
"1045",2017,"5188D","Disposal of DoD Real Property","NAVY","10","Concept Obligations","Disposal of DoD Real Property","Disposal of DoD Real Property","130","130","110","N","N","U",2016,"OCO",NA,NA,0,NA,NA
"1046",2017,"5189D","Lease of DoD Real Property","AF","10","Concept Obligations","Lease of DoD Real Property","Lease of DoD Real Property","140","140","110","N","N","U",2016,"OCO",NA,NA,0,NA,NA
"1047",2017,"5189D","Lease of DoD Real Property","ARMY","10","Concept Obligations","Lease of DoD Real Property","Lease of DoD Real Property","150","150","110","N","N","U",2016,"OCO",NA,NA,0,NA,NA
"1048",2017,"5189D","Lease of DoD Real Property","NAVY","10","Concept Obligations","Lease of DoD Real Property","Lease of DoD Real Property","160","160","110","N","N","U",2016,"OCO",NA,NA,0,NA,NA
"1049",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"OCO",NA,NA,NA,NA,NA
"1050",2017,"* Defense Health Program - $137.4M for transfer to the Department of Veterans Affairs included in this total.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"OCO",NA,NA,NA,NA,NA
"1051",2017,"2020A","Operation & Maintenance, Army","ARMY","01","Operating Forces","Land Forces","Maneuver Units","010","010","111","Y","Y","U",2016,"Total",NA,1298105,NA,NA,NA
"1052",2017,"2020A","Operation & Maintenance, Army","ARMY","01","Operating Forces","Land Forces","Modular Support Brigades","020","020","112","Y","Y","U",2016,"Total",NA,64329,NA,NA,NA
"1053",2017,"2020A","Operation & Maintenance, Army","ARMY","01","Operating Forces","Land Forces","Echelons Above Brigade","030","030","113","Y","Y","U",2016,"Total",NA,468310,NA,NA,NA
"1054",2017,"2020A","Operation & Maintenance, Army","ARMY","01","Operating Forces","Land Forces","Theater Level Assets","040","040","114","Y","Y","U",2016,"Total",NA,1832042,NA,NA,NA
"1055",2017,"2020A","Operation & Maintenance, Army","ARMY","01","Operating Forces","Land Forces","Land Forces Operations Support","050","050","115","Y","Y","U",2016,"Total",NA,1338748,NA,NA,NA
"1056",2017,"2020A","Operation & Maintenance, Army","ARMY","01","Operating Forces","Land Forces","Aviation Assets","060","060","116","Y","Y","U",2016,"Total",NA,1477977,NA,NA,NA
"1057",2017,"2020A","Operation & Maintenance, Army","ARMY","01","Operating Forces","Land Forces Readiness","Force Readiness Operations Support","070","070","121","Y","Y","U",2016,"Total",NA,4312905,NA,NA,NA
"1058",2017,"2020A","Operation & Maintenance, Army","ARMY","01","Operating Forces","Land Forces Readiness","Land Forces Systems Readiness","080","080","122","Y","Y","U",2016,"Total",NA,549381,NA,NA,NA
"1059",2017,"2020A","Operation & Maintenance, Army","ARMY","01","Operating Forces","Land Forces Readiness","Land Forces Depot Maintenance","090","090","123","Y","Y","U",2016,"Total",NA,1093952,NA,NA,NA
"1060",2017,"2020A","Operation & Maintenance, Army","ARMY","01","Operating Forces","Land Forces Readiness Support","Base Operations Support","100","100","131","Y","Y","U",2016,"Total",NA,7487593,NA,NA,NA
"1061",2017,"2020A","Operation & Maintenance, Army","ARMY","01","Operating Forces","Land Forces Readiness Support","Facilities Sustainment, Restoration & Modernization","110","110","132","Y","Y","U",2016,"Total",NA,2628253,NA,NA,NA
"1062",2017,"2020A","Operation & Maintenance, Army","ARMY","01","Operating Forces","Land Forces Readiness Support","Management and Operational Headquarters","120","120","133","Y","Y","U",2016,"Total",NA,410698,NA,NA,NA
"1063",2017,"2020A","Operation & Maintenance, Army","ARMY","01","Operating Forces","Land Forces Readiness Support","Combatant Commanders Core Operations","130","130","134","Y","Y","U",2016,"Total",NA,163225,NA,NA,NA
"1064",2017,"2020A","Operation & Maintenance, Army","ARMY","01","Operating Forces","Land Forces Readiness Support","Additional Activities","140","140","135","Y","Y","U",2016,"Total",NA,5284216,NA,NA,NA
"1065",2017,"2020A","Operation & Maintenance, Army","ARMY","01","Operating Forces","Land Forces Readiness Support","Commanders Emergency Response Program","150","150","136","Y","Y","U",2016,"Total",NA,5000,NA,NA,NA
"1066",2017,"2020A","Operation & Maintenance, Army","ARMY","01","Operating Forces","Land Forces Readiness Support","RESET","160","160","137","Y","Y","U",2016,"Total",NA,1834777,NA,NA,NA
"1067",2017,"2020A","Operation & Maintenance, Army","ARMY","01","Operating Forces","Land Forces Readiness Support","Combatant Commands Direct Mission Support","170","170","138","Y","Y","U",2016,"Total",NA,426611,NA,NA,NA
"1068",2017,"2020A","Operation & Maintenance, Army","ARMY","02","Mobilization","Mobility Operations","Strategic Mobility","180","180","211","Y","Y","U",2016,"Total",NA,387118,NA,NA,NA
"1069",2017,"2020A","Operation & Maintenance, Army","ARMY","02","Mobilization","Mobility Operations","Army Prepositioned Stocks","190","190","212","Y","Y","U",2016,"Total",NA,291083,NA,NA,NA
"1070",2017,"2020A","Operation & Maintenance, Army","ARMY","02","Mobilization","Mobility Operations","Industrial Preparedness","200","200","213","Y","Y","U",2016,"Total",NA,6532,NA,NA,NA
"1071",2017,"2020A","Operation & Maintenance, Army","ARMY","03","Training and Recruiting","Accession Training","Officer Acquisition","210","210","311","Y","Y","U",2016,"Total",NA,128997,NA,NA,NA
"1072",2017,"2020A","Operation & Maintenance, Army","ARMY","03","Training and Recruiting","Accession Training","Recruit Training","220","220","312","Y","Y","U",2016,"Total",NA,47468,NA,NA,NA
"1073",2017,"2020A","Operation & Maintenance, Army","ARMY","03","Training and Recruiting","Accession Training","One Station Unit Training","230","230","313","Y","Y","U",2016,"Total",NA,41954,NA,NA,NA
"1074",2017,"2020A","Operation & Maintenance, Army","ARMY","03","Training and Recruiting","Accession Training","Senior Reserve Officers Training Corps","240","240","314","Y","Y","U",2016,"Total",NA,478430,NA,NA,NA
"1075",2017,"2020A","Operation & Maintenance, Army","ARMY","03","Training and Recruiting","Basic Skill and Advanced Training","Specialized Skill Training","250","250","321","Y","Y","U",2016,"Total",NA,938759,NA,NA,NA
"1076",2017,"2020A","Operation & Maintenance, Army","ARMY","03","Training and Recruiting","Basic Skill and Advanced Training","Flight Training","260","260","322","Y","Y","U",2016,"Total",NA,926320,NA,NA,NA
"1077",2017,"2020A","Operation & Maintenance, Army","ARMY","03","Training and Recruiting","Basic Skill and Advanced Training","Professional Development Education","270","270","323","Y","Y","U",2016,"Total",NA,221917,NA,NA,NA
"1078",2017,"2020A","Operation & Maintenance, Army","ARMY","03","Training and Recruiting","Basic Skill and Advanced Training","Training Support","280","280","324","Y","Y","U",2016,"Total",NA,570598,NA,NA,NA
"1079",2017,"2020A","Operation & Maintenance, Army","ARMY","03","Training and Recruiting","Recruiting, and Other Training & Education","Recruiting and Advertising","290","290","331","Y","Y","U",2016,"Total",NA,479121,NA,NA,NA
"1080",2017,"2020A","Operation & Maintenance, Army","ARMY","03","Training and Recruiting","Recruiting, and Other Training & Education","Examining","300","300","332","Y","Y","U",2016,"Total",NA,175937,NA,NA,NA
"1081",2017,"2020A","Operation & Maintenance, Army","ARMY","03","Training and Recruiting","Recruiting, and Other Training & Education","Off-Duty and Voluntary Education","310","310","333","Y","Y","U",2016,"Total",NA,219210,NA,NA,NA
"1082",2017,"2020A","Operation & Maintenance, Army","ARMY","03","Training and Recruiting","Recruiting, and Other Training & Education","Civilian Education and Training","320","320","334","Y","Y","U",2016,"Total",NA,145583,NA,NA,NA
"1083",2017,"2020A","Operation & Maintenance, Army","ARMY","03","Training and Recruiting","Recruiting, and Other Training & Education","Junior Reserve Officer Training Corps","330","330","335","Y","Y","U",2016,"Total",NA,175015,NA,NA,NA
"1084",2017,"2020A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Logistics Operations","Servicewide Transportation","350","350","421","Y","Y","U",2016,"Total",NA,1248555,NA,NA,NA
"1085",2017,"2020A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Logistics Operations","Central Supply Activities","360","360","422","Y","Y","U",2016,"Total",NA,780360,NA,NA,NA
"1086",2017,"2020A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Logistics Operations","Logistic Support Activities","370","370","423","Y","Y","U",2016,"Total",NA,668522,NA,NA,NA
"1087",2017,"2020A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Logistics Operations","Ammunition Management","380","380","424","Y","Y","U",2016,"Total",NA,319778,NA,NA,NA
"1088",2017,"2020A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Servicewide Support","Administration","390","390","431","Y","Y","U",2016,"Total",NA,372235,NA,NA,NA
"1089",2017,"2020A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Servicewide Support","Servicewide Communications","400","400","432","Y","Y","U",2016,"Total",NA,1736106,NA,NA,NA
"1090",2017,"2020A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Servicewide Support","Manpower Management","410","410","433","Y","Y","U",2016,"Total",NA,277101,NA,NA,NA
"1091",2017,"2020A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Servicewide Support","Other Personnel Support","420","420","434","Y","Y","U",2016,"Total",NA,475334,NA,NA,NA
"1092",2017,"2020A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Servicewide Support","Other Service Support","430","430","435","Y","Y","U",2016,"Total",NA,1077926,NA,NA,NA
"1093",2017,"2020A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Servicewide Support","Army Claims Activities","440","440","436","Y","Y","U",2016,"Total",NA,215153,NA,NA,NA
"1094",2017,"2020A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Servicewide Support","Real Estate Management","450","450","437","Y","Y","U",2016,"Total",NA,391730,NA,NA,NA
"1095",2017,"2020A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Servicewide Support","Financial Management and Audit Readiness","460","460","438","Y","Y","U",2016,"Total",NA,222938,NA,NA,NA
"1096",2017,"2020A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Support of Other Nations","International Military Headquarters","470","470","441","Y","Y","U",2016,"Total",NA,376804,NA,NA,NA
"1097",2017,"2020A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Support of Other Nations","Misc. Support of Other Nations","480","480","442","Y","Y","U",2016,"Total",NA,39608,NA,NA,NA
"1098",2017,"2020A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Closed Account Adjustments","Closed Account Adjustments","490","490","451","Y","Y","U",2016,"Total",NA,0,NA,NA,NA
"1099",2017,"2020A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Closed Account Adjustments","Foreign Currency Fluctuation","500","500","471","Y","Y","U",2016,"Total",NA,0,NA,NA,NA
"1100",2017,"2020A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Closed Account Adjustments","Defense Environmental Restoration Account (DERA)","510","510","493","Y","Y","U",2016,"Total",NA,0,NA,NA,NA
"1101",2017,"2020A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Judgment Fund","Judgment Fund","520","520","461","Y","Y","U",2016,"Total",NA,0,NA,NA,NA
"1102",2017,"2020A","Operation & Maintenance, Army","","04","Admin & Srvwide Activities","","Classified Programs","","","9999","Y","Y","U",2016,"Total",NA,2292310,NA,NA,NA
"1103",2017,"2080A","Operation & Maintenance, Army Res","ARMY","01","Operating Forces","Land Forces","Modular Support Brigades","010","010","112","Y","Y","U",2016,"Total",NA,16408,NA,NA,NA
"1104",2017,"2080A","Operation & Maintenance, Army Res","ARMY","01","Operating Forces","Land Forces","Echelons Above Brigade","020","020","113","Y","Y","U",2016,"Total",NA,495332,NA,NA,NA
"1105",2017,"2080A","Operation & Maintenance, Army Res","ARMY","01","Operating Forces","Land Forces","Theater Level Assets","030","030","114","Y","Y","U",2016,"Total",NA,104529,NA,NA,NA
"1106",2017,"2080A","Operation & Maintenance, Army Res","ARMY","01","Operating Forces","Land Forces","Land Forces Operations Support","040","040","115","Y","Y","U",2016,"Total",NA,533934,NA,NA,NA
"1107",2017,"2080A","Operation & Maintenance, Army Res","ARMY","01","Operating Forces","Land Forces","Aviation Assets","050","050","116","Y","Y","U",2016,"Total",NA,79442,NA,NA,NA
"1108",2017,"2080A","Operation & Maintenance, Army Res","ARMY","01","Operating Forces","Land Forces Readiness","Force Readiness Operations Support","060","060","121","Y","Y","U",2016,"Total",NA,361880,NA,NA,NA
"1109",2017,"2080A","Operation & Maintenance, Army Res","ARMY","01","Operating Forces","Land Forces Readiness","Land Forces Systems Readiness","070","070","122","Y","Y","U",2016,"Total",NA,81350,NA,NA,NA
"1110",2017,"2080A","Operation & Maintenance, Army Res","ARMY","01","Operating Forces","Land Forces Readiness","Land Forces Depot Maintenance","080","080","123","Y","Y","U",2016,"Total",NA,59574,NA,NA,NA
"1111",2017,"2080A","Operation & Maintenance, Army Res","ARMY","01","Operating Forces","Land Forces Readiness Support","Base Operations Support","090","090","131","Y","Y","U",2016,"Total",NA,597772,NA,NA,NA
"1112",2017,"2080A","Operation & Maintenance, Army Res","ARMY","01","Operating Forces","Land Forces Readiness Support","Facilities Sustainment, Restoration & Modernization","100","100","132","Y","Y","U",2016,"Total",NA,258462,NA,NA,NA
"1113",2017,"2080A","Operation & Maintenance, Army Res","ARMY","01","Operating Forces","Land Forces Readiness Support","Management and Operational Headquarters","110","110","133","Y","Y","U",2016,"Total",NA,40962,NA,NA,NA
"1114",2017,"2080A","Operation & Maintenance, Army Res","ARMY","04","Admin & Srvwd Activities","Logistics Operations","Servicewide Transportation","120","120","421","Y","Y","U",2016,"Total",NA,10665,NA,NA,NA
"1115",2017,"2080A","Operation & Maintenance, Army Res","ARMY","04","Admin & Srvwd Activities","Servicewide Support","Administration","130","130","431","Y","Y","U",2016,"Total",NA,18390,NA,NA,NA
"1116",2017,"2080A","Operation & Maintenance, Army Res","ARMY","04","Admin & Srvwd Activities","Servicewide Support","Servicewide Communications","140","140","432","Y","Y","U",2016,"Total",NA,9976,NA,NA,NA
"1117",2017,"2080A","Operation & Maintenance, Army Res","ARMY","04","Admin & Srvwd Activities","Servicewide Support","Manpower Management","150","150","433","Y","Y","U",2016,"Total",NA,8841,NA,NA,NA
"1118",2017,"2080A","Operation & Maintenance, Army Res","ARMY","04","Admin & Srvwd Activities","Servicewide Support","Recruiting and Advertising","160","160","434","Y","Y","U",2016,"Total",NA,50928,NA,NA,NA
"1119",2017,"2080A","Operation & Maintenance, Army Res","ARMY","04","Admin & Srvwd Activities","Closed Account Adjustments","Closed Account Adjustments","170","170","451","Y","Y","U",2016,"Total",NA,0,NA,NA,NA
"1120",2017,"2065A","Operation & Maintenance, ARNG","ARMY","01","Operating Forces","Land Forces","Maneuver Units","010","010","111","Y","Y","U",2016,"Total",NA,765187,NA,NA,NA
"1121",2017,"2065A","Operation & Maintenance, ARNG","ARMY","01","Operating Forces","Land Forces","Modular Support Brigades","020","020","112","Y","Y","U",2016,"Total",NA,164887,NA,NA,NA
"1122",2017,"2065A","Operation & Maintenance, ARNG","ARMY","01","Operating Forces","Land Forces","Echelons Above Brigade","030","030","113","Y","Y","U",2016,"Total",NA,726949,NA,NA,NA
"1123",2017,"2065A","Operation & Maintenance, ARNG","ARMY","01","Operating Forces","Land Forces","Theater Level Assets","040","040","114","Y","Y","U",2016,"Total",NA,94825,NA,NA,NA
"1124",2017,"2065A","Operation & Maintenance, ARNG","ARMY","01","Operating Forces","Land Forces","Land Forces Operations Support","050","050","115","Y","Y","U",2016,"Total",NA,31224,NA,NA,NA
"1125",2017,"2065A","Operation & Maintenance, ARNG","ARMY","01","Operating Forces","Land Forces","Aviation Assets","060","060","116","Y","Y","U",2016,"Total",NA,939907,NA,NA,NA
"1126",2017,"2065A","Operation & Maintenance, ARNG","ARMY","01","Operating Forces","Land Forces Readiness","Force Readiness Operations Support","070","070","121","Y","Y","U",2016,"Total",NA,693549,NA,NA,NA
"1127",2017,"2065A","Operation & Maintenance, ARNG","ARMY","01","Operating Forces","Land Forces Readiness","Land Forces Systems Readiness","080","080","122","Y","Y","U",2016,"Total",NA,67934,NA,NA,NA
"1128",2017,"2065A","Operation & Maintenance, ARNG","ARMY","01","Operating Forces","Land Forces Readiness","Land Forces Depot Maintenance","090","090","123","Y","Y","U",2016,"Total",NA,165112,NA,NA,NA
"1129",2017,"2065A","Operation & Maintenance, ARNG","ARMY","01","Operating Forces","Land Forces Readiness Support","Base Operations Support","100","100","131","Y","Y","U",2016,"Total",NA,1018830,NA,NA,NA
"1130",2017,"2065A","Operation & Maintenance, ARNG","ARMY","01","Operating Forces","Land Forces Readiness Support","Facilities Sustainment, Restoration & Modernization","110","110","132","Y","Y","U",2016,"Total",NA,692586,NA,NA,NA
"1131",2017,"2065A","Operation & Maintenance, ARNG","ARMY","01","Operating Forces","Land Forces Readiness Support","Management and Operational Headquarters","120","120","133","Y","Y","U",2016,"Total",NA,934321,NA,NA,NA
"1132",2017,"2065A","Operation & Maintenance, ARNG","ARMY","04","Admin & Srvwd Activities","Logistics Operations","Servicewide Transportation","130","130","421","Y","Y","U",2016,"Total",NA,6570,NA,NA,NA
"1133",2017,"2065A","Operation & Maintenance, ARNG","ARMY","04","Admin & Srvwd Activities","Servicewide Support","Administration","140","140","431","Y","Y","U",2016,"Total",NA,52438,NA,NA,NA
"1134",2017,"2065A","Operation & Maintenance, ARNG","ARMY","04","Admin & Srvwd Activities","Servicewide Support","Servicewide Communications","150","150","432","Y","Y","U",2016,"Total",NA,67616,NA,NA,NA
"1135",2017,"2065A","Operation & Maintenance, ARNG","ARMY","04","Admin & Srvwd Activities","Servicewide Support","Manpower Management","160","160","433","Y","Y","U",2016,"Total",NA,8298,NA,NA,NA
"1136",2017,"2065A","Operation & Maintenance, ARNG","ARMY","04","Admin & Srvwd Activities","Servicewide Support","Other Personnel Support","170","170","434","Y","Y","U",2016,"Total",NA,258615,NA,NA,NA
"1137",2017,"2065A","Operation & Maintenance, ARNG","ARMY","04","Admin & Srvwd Activities","Servicewide Support","Real Estate Management","180","180","437","Y","Y","U",2016,"Total",NA,2942,NA,NA,NA
"1138",2017,"2091A","Afghanistan Security Forces Fund","ARMY","01","Ministry of Defense","Defense Forces","Sustainment","010","010","110","Y","Y","U",2016,"Total",NA,2136899,NA,NA,NA
"1139",2017,"2091A","Afghanistan Security Forces Fund","ARMY","01","Ministry of Defense","Defense Forces","Infrastructure","020","020","120","Y","Y","U",2016,"Total",NA,182751,NA,NA,NA
"1140",2017,"2091A","Afghanistan Security Forces Fund","ARMY","01","Ministry of Defense","Defense Forces","Equipment and Transportation","030","030","130","Y","Y","U",2016,"Total",NA,281555,NA,NA,NA
"1141",2017,"2091A","Afghanistan Security Forces Fund","ARMY","01","Ministry of Defense","Defense Forces","Training and Operations","040","040","140","Y","Y","U",2016,"Total",NA,0,NA,NA,NA
"1142",2017,"2091A","Afghanistan Security Forces Fund","ARMY","02","Ministry of Interior","Interior Forces","Sustainment","050","050","210","Y","Y","U",2016,"Total",NA,869137,NA,NA,NA
"1143",2017,"2091A","Afghanistan Security Forces Fund","ARMY","02","Ministry of Interior","Interior Forces","Infrastructure","060","060","220","Y","Y","U",2016,"Total",NA,116573,NA,NA,NA
"1144",2017,"2091A","Afghanistan Security Forces Fund","ARMY","02","Ministry of Interior","Interior Forces","Equipment and Transportation","070","070","230","Y","Y","U",2016,"Total",NA,65342,NA,NA,NA
"1145",2017,"2091A","Afghanistan Security Forces Fund","ARMY","02","Ministry of Interior","Interior Forces","Training and Operations","080","080","240","Y","Y","U",2016,"Total",NA,0,NA,NA,NA
"1146",2017,"2091A","Afghanistan Security Forces Fund","ARMY","04","Detainee Ops","Related Activities","Sustainment","090","090","410","Y","Y","U",2016,"Total",NA,0,NA,NA,NA
"1147",2017,"2091A","Afghanistan Security Forces Fund","ARMY","04","Detainee Ops","Related Activities","Training and Operations","100","100","440","Y","Y","U",2016,"Total",NA,0,NA,NA,NA
"1148",2017,"2097A","Iraq Train and Equip Fund","ARMY","01","Iraq Train and Equip Fund","Defense Forces","Iraq Train and Equip Fund","010","010","140","Y","Y","U",2016,"Total",NA,715000,NA,NA,NA
"1149",2017,"2098A","Syria Train and Equip Fund","ARMY","01","Syria Train and Equip Fund","Defense Forces","Syria Train and Equip Fund","010","010","140","Y","Y","U",2016,"Total",NA,0,NA,NA,NA
"1150",2017,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Air Operations","Mission and Other Flight Operations","010","010","1A1A","Y","Y","U",2016,"Total",NA,4811827,NA,NA,NA
