"SourceFiscalYear","AccountDSI","AccountTitle","Organization","BudgetActivity","BudgetActivityTitle","LineNumber","ProgramElement","ProgramElementTitle","LineNumber","IncludeInTOA","Classified","FiscalYear","OriginType","ActualTotal","EnactedTotal","EnactedType","PBtotal","PBtype"
2011,"1319N","Research, Development, Test & Eval, Navy","NAVY","05","System Development & Demonstration","144 ","0605500N","Multi-mission Maritime Aircraft (MMA)","144 ","Y","U",2015,"Total",,306033,,,
2011,"1319N","Research, Development, Test & Eval, Navy","NAVY","05","System Development & Demonstration","145 ","0204202N","DDG-1000","145 ","Y","U",2015,"Total",,202517,,,
2011,"1319N","Research, Development, Test & Eval, Navy","NAVY","05","System Development & Demonstration","146 ","0304231N","Tactical Command System - MIP","146 ","Y","U",2015,"Total",,1011,,,
2011,"1319N","Research, Development, Test & Eval, Navy","NAVY","05","System Development & Demonstration","147 ","0304785N","Tactical Cryptologic Systems","147 ","Y","U",2015,"Total",,10827,,,
2011,"1319N","Research, Development, Test & Eval, Navy","NAVY","05","System Development & Demonstration","148 ","0305124N","Special Applications Program","148 ","Y","U",2015,"Total",,23975,,,
2011,"1319N","Research, Development, Test & Eval, Navy","NAVY","06","Management Support","149 ","0604256N","Threat Simulator Development","149 ","Y","U",2015,"Total",,40793,,,
2011,"1319N","Research, Development, Test & Eval, Navy","NAVY","06","Management Support","150 ","0604258N","Target Systems Development","150 ","Y","U",2015,"Total",,66718,,,
2011,"1319N","Research, Development, Test & Eval, Navy","NAVY","06","Management Support","151 ","0604759N","Major T&E Investment","151 ","Y","U",2015,"Total",,123993,,,
2011,"1319N","Research, Development, Test & Eval, Navy","NAVY","06","Management Support","152 ","0605126N","Joint Theater Air and Missile Defense Organization","152 ","Y","U",2015,"Total",,4960,,,
2011,"1319N","Research, Development, Test & Eval, Navy","NAVY","06","Management Support","153 ","0605152N","Studies and Analysis Support - Navy","153 ","Y","U",2015,"Total",,3484,,,
2011,"1319N","Research, Development, Test & Eval, Navy","NAVY","06","Management Support","154 ","0605154N","Center for Naval Analyses","154 ","Y","U",2015,"Total",,44696,,,
2011,"1319N","Research, Development, Test & Eval, Navy","NAVY","06","Management Support","155 ","0605285N","Next Generation Fighter","155 ","Y","U",2015,"Total",,4794,,,
2011,"1319N","Research, Development, Test & Eval, Navy","NAVY","06","Management Support","156 ","0605502N","Small Business Innovative Research","156 ","Y","U",2015,"Total",,0,,,
2011,"1319N","Research, Development, Test & Eval, Navy","NAVY","06","Management Support","157 ","0605804N","Technical Information Services","157 ","Y","U",2015,"Total",,876,,,
2011,"1319N","Research, Development, Test & Eval, Navy","NAVY","06","Management Support","158 ","0605853N","Management, Technical  & International Support","158 ","Y","U",2015,"Total",,87038,,,
2011,"1319N","Research, Development, Test & Eval, Navy","NAVY","06","Management Support","159 ","0605856N","Strategic Technical Support","159 ","Y","U",2015,"Total",,2590,,,
2011,"1319N","Research, Development, Test & Eval, Navy","NAVY","06","Management Support","160 ","0605861N","RDT&E Science and Technology Management","160 ","Y","U",2015,"Total",,73033,,,
2011,"1319N","Research, Development, Test & Eval, Navy","NAVY","06","Management Support","161 ","0605863N","RDT&E Ship and Aircraft Support","161 ","Y","U",2015,"Total",,138304,,,
2011,"1319N","Research, Development, Test & Eval, Navy","NAVY","06","Management Support","162 ","0605864N","Test and Evaluation Support","162 ","Y","U",2015,"Total",,336286,,,
2011,"1319N","Research, Development, Test & Eval, Navy","NAVY","06","Management Support","163 ","0605865N","Operational Test and Evaluation Capability","163 ","Y","U",2015,"Total",,16650,,,
2011,"1319N","Research, Development, Test & Eval, Navy","NAVY","06","Management Support","164 ","0605866N","Navy Space and Electronic Warfare (SEW) Support","164 ","Y","U",2015,"Total",,2503,,,
2011,"1319N","Research, Development, Test & Eval, Navy","NAVY","06","Management Support","165 ","0605867N","SEW Surveillance/Reconnaissance Support","165 ","Y","U",2015,"Total",,8325,,,
2011,"1319N","Research, Development, Test & Eval, Navy","NAVY","06","Management Support","166 ","0605873M","Marine Corps Program Wide Support","166 ","Y","U",2015,"Total",,17849,,,
2011,"1319N","Research, Development, Test & Eval, Navy","NAVY","06","Management Support","167 ","0909999N","Financing for Cancelled Account Adjustments","167 ","Y","U",2015,"Total",,0,,,
2011,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","169 ","0604227N","HARPOON Modifications","169 ","Y","U",2015,"Total",,0,,,
2011,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","170 ","0604402N","Unmanned Combat Air Vehicle (UCAV) Advanced Component and Prototype Development","170 ","Y","U",2015,"Total",,35877,,,
2011,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","171 ","0604766M","Marine Corps Data Systems","171 ","Y","U",2015,"Total",,0,,,
2011,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","172 ","0605525N","Carrier Onboard Delivery (COD) Follow On","172 ","Y","U",2015,"Total",,8873,,,
2011,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","173 ","0605555N","Strike Weapons Development","173 ","Y","U",2015,"Total",,0,,,
2011,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","174 ","0101221N","Strategic Sub & Weapons System Support","174 ","Y","U",2015,"Total",,94525,,,
2011,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","175 ","0101224N","SSBN Security Technology Program","175 ","Y","U",2015,"Total",,30039,,,
2011,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","176 ","0101226N","Submarine Acoustic Warfare Development","176 ","Y","U",2015,"Total",,4509,,,
2011,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","177 ","0101402N","Navy Strategic Communications","177 ","Y","U",2015,"Total",,13672,,,
2011,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","178 ","0203761N","Rapid Technology Transition (RTT)","178 ","Y","U",2015,"Total",,8480,,,
2011,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","179 ","0204136N","F/A-18 Squadrons","179 ","Y","U",2015,"Total",,86216,,,
2011,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","180 ","0204152N","E-2 Squadrons","180 ","Y","U",2015,"Total",,0,,,
2011,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","181 ","0204163N","Fleet Telecommunications (Tactical)","181 ","Y","U",2015,"Total",,27039,,,
2011,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","182 ","0204228N","Surface Support","182 ","Y","U",2015,"Total",,2878,,,
2011,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","183 ","0204229N","Tomahawk and Tomahawk Mission Planning Center (TMPC)","183 ","Y","U",2015,"Total",,26145,,,
2011,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","184 ","0204311N","Integrated Surveillance System","184 ","Y","U",2015,"Total",,34471,,,
2011,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","185 ","0204413N","Amphibious Tactical Support Units (Displacement Craft)","185 ","Y","U",2015,"Total",,4609,,,
2011,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","186 ","0204460M","Ground/Air Task Oriented Radar (G/ATOR)","186 ","Y","U",2015,"Total",,99082,,,
2011,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","187 ","0204571N","Consolidated Training Systems Development","187 ","Y","U",2015,"Total",,37922,,,
2011,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","188 ","0204574N","Cryptologic Direct Support","188 ","Y","U",2015,"Total",,1627,,,
2011,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","189 ","0204575N","Electronic Warfare (EW) Readiness Support","189 ","Y","U",2015,"Total",,16567,,,
2011,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","190 ","0205601N","HARM Improvement","190 ","Y","U",2015,"Total",,17420,,,
2011,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","191 ","0205604N","Tactical Data Links","191 ","Y","U",2015,"Total",,121680,,,
2011,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","192 ","0205620N","Surface ASW Combat System Integration","192 ","Y","U",2015,"Total",,26366,,,
2011,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","193 ","0205632N","MK-48 ADCAP","193 ","Y","U",2015,"Total",,25952,,,
2011,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","194 ","0205633N","Aviation Improvements","194 ","Y","U",2015,"Total",,85037,,,
2011,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","195 ","0205675N","Operational Nuclear Power Systems","195 ","Y","U",2015,"Total",,104023,,,
2011,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","196 ","0206313M","Marine Corps Communications Systems","196 ","Y","U",2015,"Total",,73982,,,
2011,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","197 ","0206335M","Common Aviation Command and Control System (CAC2S)","197 ","Y","U",2015,"Total",,32495,,,
2011,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","198 ","0206623M","Marine Corps Ground Combat/Supporting Arms Systems","198 ","Y","U",2015,"Total",,52377,,,
2011,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","199 ","0206624M","Marine Corps Combat Services Support","199 ","Y","U",2015,"Total",,20999,,,
2011,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","200 ","0206625M","USMC Intelligence/Electronic Warfare Systems (MIP)","200 ","Y","U",2015,"Total",,14170,,,
2011,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","201 ","0206629M","Amphibious Assault Vehicle","201 ","Y","U",2015,"Total",,96207,,,
2011,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","202 ","0207161N","Tactical AIM Missiles","202 ","Y","U",2015,"Total",,37258,,,
2011,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","203 ","0207163N","Advanced Medium Range Air-to-Air Missile (AMRAAM)","203 ","Y","U",2015,"Total",,10210,,,
2011,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","204 ","0208058N","Joint High Speed Vessel (JHSV)","204 ","Y","U",2015,"Total",,0,,,
2011,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","208 ","0303109N","Satellite Communications (SPACE)","208 ","Y","U",2015,"Total",,41729,,,
2011,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","209 ","0303138N","Consolidated Afloat Network Enterprise Services (CANES)","209 ","Y","U",2015,"Total",,22773,,,
2011,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","210 ","0303140N","Information Systems Security Program","210 ","Y","U",2015,"Total",,23016,,,
2011,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","211 ","0303150M","WWMCCS/Global Command and Control System","211 ","Y","U",2015,"Total",,0,,,
2011,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","213 ","0305160N","Navy Meteorological and Ocean Sensors-Space (METOC)","213 ","Y","U",2015,"Total",,359,,,
2011,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","214 ","0305192N","Military Intelligence Program (MIP) Activities","214 ","Y","U",2015,"Total",,6166,,,
2011,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","215 ","0305204N","Tactical Unmanned Aerial Vehicles","215 ","Y","U",2015,"Total",,8505,,,
2011,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","216 ","0305205N","UAS Integration and Interoperability","216 ","Y","U",2015,"Total",,0,,,
2011,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","217 ","0305208M","Distributed Common Ground/Surface Systems","217 ","Y","U",2015,"Total",,11606,,,
2011,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","218 ","0305208N","Distributed Common Ground/Surface Systems","218 ","Y","U",2015,"Total",,18146,,,
2011,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","219 ","0305220N","RQ-4 UAV","219 ","Y","U",2015,"Total",,451442,,,
2011,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","220 ","0305231N","MQ-8 UAV","220 ","Y","U",2015,"Total",,43294,,,
2011,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","221 ","0305232M","RQ-11 UAV","221 ","Y","U",2015,"Total",,718,,,
2011,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","222 ","0305233N","RQ-7 UAV","222 ","Y","U",2015,"Total",,851,,,
2011,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","223 ","0305234N","Small (Level 0) Tactical UAS (STUASL0)","223 ","Y","U",2015,"Total",,4813,,,
2011,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","224 ","0305239M","RQ-21A","224 ","Y","U",2015,"Total",,8192,,,
2011,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","225 ","0305241N","Multi-Intelligence Sensor Development","225 ","Y","U",2015,"Total",,17751,,,
2011,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","226 ","0305242M","Unmanned Aerial Systems (UAS) Payloads (MIP)","226 ","Y","U",2015,"Total",,2000,,,
2011,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","227 ","0305421N","RQ-4 Modernization","227 ","Y","U",2015,"Total",,5000,,,
2011,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","228 ","0308601N","Modeling and Simulation Support","228 ","Y","U",2015,"Total",,4719,,,
2011,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","229 ","0702207N","Depot Maintenance (Non-IF)","229 ","Y","U",2015,"Total",,21168,,,
2011,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","230 ","0708011N","Industrial Preparedness","230 ","Y","U",2015,"Total",,37169,,,
2011,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","231 ","0708730N","Maritime Technology (MARITECH)","231 ","Y","U",2015,"Total",,4347,,,
2011,"1319N","Research, Development, Test & Eval, Navy","","07","Operational Systems Development","","9999999999","Classified Programs","","Y","U",2015,"Total",,1197753,,,
2011,"3600F","Research, Development, Test & Eval, AF","AF","01","Basic Research","1   ","0601102F","Defense Research Sciences","1   ","Y","U",2015,"Total",,389979,,,
2011,"3600F","Research, Development, Test & Eval, AF","AF","01","Basic Research","2   ","0601103F","University Research Initiatives","2   ","Y","U",2015,"Total",,147079,,,
2011,"3600F","Research, Development, Test & Eval, AF","AF","01","Basic Research","3   ","0601108F","High Energy Laser Research Initiatives","3   ","Y","U",2015,"Total",,13950,,,
2011,"3600F","Research, Development, Test & Eval, AF","AF","02","Applied Research","4   ","0602102F","Materials","4   ","Y","U",2015,"Total",,110680,,,
2011,"3600F","Research, Development, Test & Eval, AF","AF","02","Applied Research","5   ","0602201F","Aerospace Vehicle Technologies","5   ","Y","U",2015,"Total",,105673,,,
2011,"3600F","Research, Development, Test & Eval, AF","AF","02","Applied Research","6   ","0602202F","Human Effectiveness Applied Research","6   ","Y","U",2015,"Total",,96894,,,
2011,"3600F","Research, Development, Test & Eval, AF","AF","02","Applied Research","7   ","0602203F","Aerospace Propulsion","7   ","Y","U",2015,"Total",,172550,,,
2011,"3600F","Research, Development, Test & Eval, AF","AF","02","Applied Research","8   ","0602204F","Aerospace Sensors","8   ","Y","U",2015,"Total",,118321,,,
2011,"3600F","Research, Development, Test & Eval, AF","AF","02","Applied Research","9   ","0602601F","Space Technology","9   ","Y","U",2015,"Total",,98229,,,
2011,"3600F","Research, Development, Test & Eval, AF","AF","02","Applied Research","10  ","0602602F","Conventional Munitions","10  ","Y","U",2015,"Total",,87387,,,
2011,"3600F","Research, Development, Test & Eval, AF","AF","02","Applied Research","11  ","0602605F","Directed Energy Technology","11  ","Y","U",2015,"Total",,125866,,,
2011,"3600F","Research, Development, Test & Eval, AF","AF","02","Applied Research","12  ","0602788F","Dominant Information Sciences and Methods","12  ","Y","U",2015,"Total",,147749,,,
2011,"3600F","Research, Development, Test & Eval, AF","AF","02","Applied Research","13  ","0602890F","High Energy Laser Research","13  ","Y","U",2015,"Total",,37441,,,
2011,"3600F","Research, Development, Test & Eval, AF","AF","03","Advanced Technology Development","14  ","0603112F","Advanced Materials for Weapon Systems","14  ","Y","U",2015,"Total",,40177,,,
2011,"3600F","Research, Development, Test & Eval, AF","AF","03","Advanced Technology Development","15  ","0603199F","Sustainment Science and Technology (S&T)","15  ","Y","U",2015,"Total",,15800,,,
2011,"3600F","Research, Development, Test & Eval, AF","AF","03","Advanced Technology Development","16  ","0603203F","Advanced Aerospace Sensors","16  ","Y","U",2015,"Total",,34334,,,
2011,"3600F","Research, Development, Test & Eval, AF","AF","03","Advanced Technology Development","17  ","0603211F","Aerospace Technology Dev/Demo","17  ","Y","U",2015,"Total",,91037,,,
2011,"3600F","Research, Development, Test & Eval, AF","AF","03","Advanced Technology Development","18  ","0603216F","Aerospace Propulsion and Power Technology","18  ","Y","U",2015,"Total",,132681,,,
2011,"3600F","Research, Development, Test & Eval, AF","AF","03","Advanced Technology Development","19  ","0603270F","Electronic Combat Technology","19  ","Y","U",2015,"Total",,47508,,,
2011,"3600F","Research, Development, Test & Eval, AF","AF","03","Advanced Technology Development","20  ","0603401F","Advanced Spacecraft Technology","20  ","Y","U",2015,"Total",,68907,,,
2011,"3600F","Research, Development, Test & Eval, AF","AF","03","Advanced Technology Development","21  ","0603444F","Maui Space Surveillance System (MSSS)","21  ","Y","U",2015,"Total",,14031,,,
2011,"3600F","Research, Development, Test & Eval, AF","AF","03","Advanced Technology Development","22  ","0603456F","Human Effectiveness Advanced Technology Development","22  ","Y","U",2015,"Total",,21788,,,
2011,"3600F","Research, Development, Test & Eval, AF","AF","03","Advanced Technology Development","23  ","0603601F","Conventional Weapons Technology","23  ","Y","U",2015,"Total",,42046,,,
2011,"3600F","Research, Development, Test & Eval, AF","AF","03","Advanced Technology Development","24  ","0603605F","Advanced Weapons Technology","24  ","Y","U",2015,"Total",,33542,,,
2011,"3600F","Research, Development, Test & Eval, AF","AF","03","Advanced Technology Development","25  ","0603680F","Manufacturing Technology Program","25  ","Y","U",2015,"Total",,52772,,,
2011,"3600F","Research, Development, Test & Eval, AF","AF","03","Advanced Technology Development","26  ","0603788F","Battlespace Knowledge Development and Demonstration","26  ","Y","U",2015,"Total",,35289,,,
2011,"3600F","Research, Development, Test & Eval, AF","AF","04","Advanced Component Development & Prototypes","27  ","0603260F","Intelligence Advanced Development","27  ","Y","U",2015,"Total",,5408,,,
2011,"3600F","Research, Development, Test & Eval, AF","AF","04","Advanced Component Development & Prototypes","28  ","0603287F","Physical Security Equipment","28  ","Y","U",2015,"Total",,0,,,
2011,"3600F","Research, Development, Test & Eval, AF","AF","04","Advanced Component Development & Prototypes","29  ","0603438F","Space Control Technology","29  ","Y","U",2015,"Total",,6075,,,
2011,"3600F","Research, Development, Test & Eval, AF","AF","04","Advanced Component Development & Prototypes","30  ","0603742F","Combat Identification Technology","30  ","Y","U",2015,"Total",,10980,,,
2011,"3600F","Research, Development, Test & Eval, AF","AF","04","Advanced Component Development & Prototypes","31  ","0603790F","NATO Research and Development","31  ","Y","U",2015,"Total",,2392,,,
2011,"3600F","Research, Development, Test & Eval, AF","AF","04","Advanced Component Development & Prototypes","32  ","0603791F","International Space Cooperative R&D","32  ","Y","U",2015,"Total",,833,,,
2011,"3600F","Research, Development, Test & Eval, AF","AF","04","Advanced Component Development & Prototypes","33  ","0603830F","Space Security and Defense Program","33  ","Y","U",2015,"Total",,31613,,,
2011,"3600F","Research, Development, Test & Eval, AF","AF","04","Advanced Component Development & Prototypes","34  ","0603851F","Intercontinental Ballistic Missile - Dem/Val","34  ","Y","U",2015,"Total",,30885,,,
2011,"3600F","Research, Development, Test & Eval, AF","AF","04","Advanced Component Development & Prototypes","35  ","0603859F","Pollution Prevention - Dem/Val","35  ","Y","U",2015,"Total",,998,,,
2011,"3600F","Research, Development, Test & Eval, AF","AF","04","Advanced Component Development & Prototypes","36  ","0604015F","Long Range Strike","36  ","Y","U",2015,"Total",,913728,,,
2011,"3600F","Research, Development, Test & Eval, AF","AF","04","Advanced Component Development & Prototypes","37  ","0604317F","Technology Transfer","37  ","Y","U",2015,"Total",,4769,,,
2011,"3600F","Research, Development, Test & Eval, AF","AF","04","Advanced Component Development & Prototypes","38  ","0604327F","Hard and Deeply Buried Target Defeat System (HDBTDS) Program","38  ","Y","U",2015,"Total",,0,,,
2011,"3600F","Research, Development, Test & Eval, AF","AF","04","Advanced Component Development & Prototypes","39  ","0604337F","Requirements Analysis and Maturation","39  ","Y","U",2015,"Total",,0,,,
2011,"3600F","Research, Development, Test & Eval, AF","AF","04","Advanced Component Development & Prototypes","40  ","0604422F","Weather System Follow-on","40  ","Y","U",2015,"Total",,39901,,,
2011,"3600F","Research, Development, Test & Eval, AF","AF","04","Advanced Component Development & Prototypes","41  ","0604458F","Air & Space Ops Center","41  ","Y","U",2015,"Total",,0,,,
2011,"3600F","Research, Development, Test & Eval, AF","AF","04","Advanced Component Development & Prototypes","42  ","0604618F","Joint Direct Attack Munition","42  ","Y","U",2015,"Total",,0,,,
2011,"3600F","Research, Development, Test & Eval, AF","AF","04","Advanced Component Development & Prototypes","43  ","0604635F","Ground Attack Weapons Fuze Development","43  ","Y","U",2015,"Total",,0,,,
2011,"3600F","Research, Development, Test & Eval, AF","AF","04","Advanced Component Development & Prototypes","44  ","0604857F","Operationally Responsive Space","44  ","Y","U",2015,"Total",,20000,,,
2011,"3600F","Research, Development, Test & Eval, AF","AF","04","Advanced Component Development & Prototypes","45  ","0604858F","Tech Transition Program","45  ","Y","U",2015,"Total",,79004,,,
2011,"3600F","Research, Development, Test & Eval, AF","AF","04","Advanced Component Development & Prototypes","46  ","0605230F","Ground Based Strategic Deterrent","46  ","Y","U",2015,"Total",,0,,,
2011,"3600F","Research, Development, Test & Eval, AF","AF","04","Advanced Component Development & Prototypes","47  ","0105921F","Service Support to STRATCOM - Space Activities","47  ","Y","U",2015,"Total",,0,,,
2011,"3600F","Research, Development, Test & Eval, AF","AF","04","Advanced Component Development & Prototypes","48  ","0201184F","Counter Narco-Terrorism Program Office","48  ","Y","U",2015,"Total",,0,,,
2011,"3600F","Research, Development, Test & Eval, AF","AF","04","Advanced Component Development & Prototypes","49  ","0207110F","Next Generation Air Dominance","49  ","Y","U",2015,"Total",,15722,,,
2011,"3600F","Research, Development, Test & Eval, AF","AF","04","Advanced Component Development & Prototypes","50  ","0207455F","Three Dimensional Long-Range Radar (3DELRR)","50  ","Y","U",2015,"Total",,88825,,,
2011,"3600F","Research, Development, Test & Eval, AF","AF","04","Advanced Component Development & Prototypes","51  ","0305164F","NAVSTAR Global Positioning System (User Equipment) (SPACE)","51  ","Y","U",2015,"Total",,156221,,,
2011,"3600F","Research, Development, Test & Eval, AF","AF","04","Advanced Component Development & Prototypes","52  ","0306250F","Cyber Operations Technology Development","52  ","Y","U",2015,"Total",,0,,,
2011,"3600F","Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration","53  ","0603260F","Intelligence Advanced Development","53  ","Y","U",2015,"Total",,0,,,
2011,"3600F","Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration","54  ","0604233F","Specialized Undergraduate Flight Training","54  ","Y","U",2015,"Total",,13324,,,
2011,"3600F","Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration","55  ","0604270F","Electronic Warfare Development","55  ","Y","U",2015,"Total",,7815,,,
2011,"3600F","Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration","56  ","0604281F","Tactical Data Networks Enterprise","56  ","Y","U",2015,"Total",,39059,,,
2011,"3600F","Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration","57  ","0604287F","Physical Security Equipment","57  ","Y","U",2015,"Total",,3926,,,
2011,"3600F","Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration","58  ","0604329F","Small Diameter Bomb (SDB)  - EMD","58  ","Y","U",2015,"Total",,68738,,,
2011,"3600F","Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration","59  ","0604421F","Counterspace Systems","59  ","Y","U",2015,"Total",,23424,,,
2011,"3600F","Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration","60  ","0604425F","Space Situation Awareness Systems","60  ","Y","U",2015,"Total",,9462,,,
2011,"3600F","Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration","61  ","0604426F","Space Fence","61  ","Y","U",2015,"Total",,200082,,,
2011,"3600F","Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration","62  ","0604429F","Airborne Electronic Attack","62  ","Y","U",2015,"Total",,30687,,,
2011,"3600F","Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration","63  ","0604441F","Space Based Infrared System (SBIRS) High EMD","63  ","Y","U",2015,"Total",,308788,,,
2011,"3600F","Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration","64  ","0604602F","Armament/Ordnance Development","64  ","Y","U",2015,"Total",,29112,,,
2011,"3600F","Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration","65  ","0604604F","Submunitions","65  ","Y","U",2015,"Total",,2543,,,
2011,"3600F","Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration","66  ","0604617F","Agile Combat Support","66  ","Y","U",2015,"Total",,42840,,,
2011,"3600F","Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration","67  ","0604706F","Life Support Systems","67  ","Y","U",2015,"Total",,14854,,,
2011,"3600F","Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration","68  ","0604735F","Combat Training Ranges","68  ","Y","U",2015,"Total",,10129,,,
2011,"3600F","Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration","69  ","0604800F","F-35 - EMD","69  ","Y","U",2015,"Total",,567889,,,
2011,"3600F","Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration","70  ","0604851F","Intercontinental Ballistic Missile - EMD","70  ","Y","U",2015,"Total",,0,,,
2011,"3600F","Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration","71  ","0604853F","Evolved Expendable Launch Vehicle Program (SPACE) - EMD","71  ","Y","U",2015,"Total",,225600,,,
2011,"3600F","Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration","72  ","0604932F","Long Range Standoff Weapon","72  ","Y","U",2015,"Total",,3438,,,
2011,"3600F","Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration","73  ","0604933F","ICBM Fuze Modernization","73  ","Y","U",2015,"Total",,59826,,,
2011,"3600F","Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration","74  ","0605213F","F-22 Modernization Increment 3.2B","74  ","Y","U",2015,"Total",,173647,,,
2011,"3600F","Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration","75  ","0605214F","Ground Attack Weapons Fuze Development","75  ","Y","U",2015,"Total",,5332,,,
2011,"3600F","Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration","76  ","0605221F","KC-46","76  ","Y","U",2015,"Total",,786437,,,
2011,"3600F","Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration","77  ","0605223F","Advanced Pilot Training","77  ","Y","U",2015,"Total",,8201,,,
