"","SourceFiscalYear","AccountDSI","Account","MilDeptDW","AccountTitle","Organization","BudgetActivity","BudgetActivityTitle","StateCountry","StateCountryTitle","FacilityCategoryTitle","LocationTitle","ConstructionProject","ConstructionProjectTitle","Classified","FiscalYear","BudgetMetric","OriginType","ActualTotal","EnactedType","PBtotal","EnactedTotal"
"2446",2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","MD","MARYLAND","Training Buildings","Annapolis","61152621","Cyber Security Studies Building","U","2015","AppnAmount","Base",NA,120112,NA,NA
"2447",2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","MD","MARYLAND","Rdt&E Science Laborartories","Indian Head","61151190","Advanced Energetics Research Lab Complex Ph 2","U","2015","AppnAmount","Base",NA,15346,NA,NA
"2448",2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","MD","MARYLAND","Misc Items & Equip RDT&E Buildings","Patuxent River","47608155","Atlantic Test Range Facility","U","2015","AppnAmount","Base",NA,9860,NA,NA
"2449",2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","NV","NEVADA","Training Buildings","Fallon","60495420","Air Wing Training Facility","U","2015","AppnAmount","Base",NA,27763,NA,NA
"2450",2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","NV","NEVADA","Aircraft Maintenance Facilities","Fallon","60495430","Facility Alteration for F-35 Training Mission","U","2015","AppnAmount","Base",NA,3499,NA,NA
"2451",2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","NC","NORTH CAROLINA","Ship Operational Buildings","Camp Lejeune, North Carolina","670011280","2nd Radio Bn Complex Operations Consolidation","U","2015","AppnAmount","Base",NA,0,NA,NA
"2452",2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","NC","NORTH CAROLINA","Potable Water Supply, Treatment & Storage","Cherry Point Marine Corps Air Station","00146193","Water Treatment Plant Replacement","U","2015","AppnAmount","Base",NA,41588,NA,NA
"2453",2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","PA","PENNSYLVANIA","Propulsion RDT&E Buildings","Philadelphia","32414547","Ohio Replacement Power & Propulsion Facility","U","2015","AppnAmount","Base",NA,23985,NA,NA
"2454",2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","SC","SOUTH CAROLINA","Training Buildings","Charleston","42237099","Nuclear Power Operational Support Facility","U","2015","AppnAmount","Base",NA,35716,NA,NA
"2455",2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","VA","VIRGINIA","Rdt&E Science Laborartories","Dahlgren","61151287","Missile Support Facility","U","2015","AppnAmount","Base",NA,27313,NA,NA
"2456",2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","VA","VIRGINIA","Operational Support Buildings","Norfolk","50092354","EOD Consolidated Ops & Logistics Facilities","U","2015","AppnAmount","Base",NA,39274,NA,NA
"2457",2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","VA","VIRGINIA","Ships and Spares Maintenance Facilities","Portsmouth","32443527","Submarine Maintenance Facility","U","2015","AppnAmount","Base",NA,9743,NA,NA
"2458",2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","VA","VIRGINIA","Depot & Arsenal Ammunition Storage","Quantico","00264635","Ammunition Supply Point Expansion","U","2015","AppnAmount","Base",NA,12613,NA,NA
"2459",2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","VA","VIRGINIA","Enlisted Personnel Unaccompanied Personnel Housing","Yorktown","69212991","Bachelor Enlisted Quarters","U","2015","AppnAmount","Base",NA,19152,NA,NA
"2460",2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","VA","VIRGINIA","Ship Operational Buildings","Yorktown","69212992","FAST Company Training Facility","U","2015","AppnAmount","Base",NA,7836,NA,NA
"2461",2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","WA","WASHINGTON","Ships and Spares Maintenance Facilities","Bangor","68436401","Regional Ship Maintenance Support Facility","U","2015","AppnAmount","Base",NA,0,NA,NA
"2462",2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","WA","WASHINGTON","Aircraft Maintenance Facilities","Whidbey Island","00620259","P-8A Aircraft Apron and Supporting Facilities","U","2015","AppnAmount","Base",NA,24390,NA,NA
"2463",2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","WA","WASHINGTON","Ships and Spares Maintenance Facilities","Bremerton","68436422","Integrated Water Treatment System, DD 1, 2, 5","U","2015","AppnAmount","Base",NA,16401,NA,NA
"2464",2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","WA","WASHINGTON","Piers and Wharfs","Kitsap","68436990","Explosives Handling Wharf #2 (INC)","U","2015","AppnAmount","Base",NA,83778,NA,NA
"2465",2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","WA","WASHINGTON","Piers and Wharfs","Port Angeles","68436993","TPS Port Angeles Forward Operating Location","U","2015","AppnAmount","Base",NA,20638,NA,NA
"2466",2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","BI","BAHRAIN ISLAND","Training Buildings","SW Asia","63005955","P-8A Hangar","U","2015","AppnAmount","Base",NA,27826,NA,NA
"2467",2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","GU","GUAM","Misc Items & Equip Maint Facilities","Joint Region Marianas","61755230","GSE Shops at North Ramp","U","2015","AppnAmount","Base",NA,21880,NA,NA
"2468",2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","GU","GUAM","Misc Items & Equip Maint Facilities","Joint Region Marianas","61755240","MWSS Facilities at North Ramp","U","2015","AppnAmount","Base",NA,28771,NA,NA
"2469",2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","JA","JAPAN","Aircraft Maintenance Facilities","Iwakuni","62613602","Security Mods DPRI MC167-T (CVW-5 E2D EA-18G)","U","2015","AppnAmount","Base",NA,6415,NA,NA
"2470",2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","JA","JAPAN","Aircraft Maintenance Facilities","Kadena AB","67400803","Aircraft Maint Hangar Alterations and SAP-F","U","2015","AppnAmount","Base",NA,19411,NA,NA
"2471",2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","JA","JAPAN","Airfield Runways","Okinawa","67400801","LHD Practice Site Improvements","U","2015","AppnAmount","Base",NA,35685,NA,NA
"2472",2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","JA","JAPAN","Aircraft Maintenance Facilities","MCAS Futenma","67400213","Hangar & Rinse Facility Modernizations","U","2015","AppnAmount","Base",NA,4639,NA,NA
"2473",2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","SP","SPAIN","Electric Power Source","Rota","62863712","Ship Berthing Power Upgrades","U","2015","AppnAmount","Base",NA,20233,NA,NA
"2474",2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","DJ","DJIBOUTI","Installation Support Fac","Camp Lemonier, Djibouti","3379A330","Entry Control Point","U","2015","AppnAmount","Base",NA,9923,NA,NA
"2475",2016,"1205N","1205","N","Mil Con, Navy","NAVY","02","MINOR CONST","ZU","WORLDWIDE UNSPECIFIED","Milcon Unspecified Minor Construction","Unspecified Worldwide Locations","64481400","Unspecified Minor Construction","U","2015","AppnAmount","Base",NA,7163,NA,NA
"2476",2016,"1205N","1205","N","Mil Con, Navy","NAVY","03","Planning & Design","ZU","WORLDWIDE UNSPECIFIED","Milcon Planning & Design","Unspecified Worldwide Locations","64482044","MCON Design Funds","U","2015","AppnAmount","Base",NA,33366,NA,NA
"2477",2016,"1235N","1235","N","Mil Con, Navy Res","NAVY","01","MAJOR CONST","CA","CALIFORNIA","Training Buildings","March AFB","61065202","NOSC Moreno Valley Reserve Training Center","U","2015","AppnAmount","Base",NA,2000,NA,NA
"2478",2016,"1235N","1235","N","Mil Con, Navy Res","NAVY","01","MAJOR CONST","PA","PENNSYLVANIA","Training Buildings","Pittsburgh","68479149","Reserve Training Center","U","2015","AppnAmount","Base",NA,17650,NA,NA
"2479",2016,"1235N","1235","N","Mil Con, Navy Res","NAVY","01","MAJOR CONST","TN","TENNESSEE","Training Buildings","Memphis","68479031","Reserve Boat Maintenance and Storage Facility","U","2015","AppnAmount","Base",NA,1976,NA,NA
"2480",2016,"1235N","1235","N","Mil Con, Navy Res","NAVY","01","MAJOR CONST","WA","WASHINGTON","Ship Operational Buildings","Everett","68967177","Joint Reserve Intelligence Center","U","2015","AppnAmount","Base",NA,0,NA,NA
"2481",2016,"1235N","1235","N","Mil Con, Navy Res","NAVY","01","MAJOR CONST","WA","WASHINGTON","Aircraft Maintenance Facilities","Whidbey Island","00620234","C-40 Aircraft Maintenance Hangar","U","2015","AppnAmount","Base",NA,27755,NA,NA
"2482",2016,"1235N","1235","N","Mil Con, Navy Res","NAVY","02","MINOR CONST","ZU","WORLDWIDE UNSPECIFIED","Milcon Unspecified Minor Construction","Unspecified Worldwide Locations","64069004","MCNR Unspecified Minor Construction","U","2015","AppnAmount","Base",NA,4000,NA,NA
"2483",2016,"1235N","1235","N","Mil Con, Navy Res","NAVY","03","Planning & Design","ZU","WORLDWIDE UNSPECIFIED","Milcon Planning & Design","Unspecified Worldwide Locations","64480432","MCNR Planning & Design","U","2015","AppnAmount","Base",NA,2123,NA,NA
"2484",2016,"0730N","0730","N","Fam Hsg Con, N/MC","NAVY","03","CONSTRUCTION IMPROVEMENTS","ZU","WORLDWIDE UNSPECIFIED","FH Post Acquisition Construction Improvements","Unspecified Worldwide Locations","N8800411","Improvements","U","2015","AppnAmount","Base",NA,15940,NA,NA
"2485",2016,"0730N","0730","N","Fam Hsg Con, N/MC","NAVY","04","PLANNING & DESIGN","ZU","WORLDWIDE UNSPECIFIED","Family Housing P&D","Unspecified Worldwide Locations","N8800412","Design","U","2015","AppnAmount","Base",NA,472,NA,NA
"2486",2016,"0735N","0735","N","Fam Hsg O&M, N/MC","NAVY","05","UTILITIES","ZU","WORLDWIDE UNSPECIFIED","FH Utilities Account","Unspecified Worldwide Locations","N0900233","Utilities Account","U","2015","AppnAmount","Base",NA,71092,NA,NA
"2487",2016,"0735N","0735","N","Fam Hsg O&M, N/MC","NAVY","06","Operations","ZU","WORLDWIDE UNSPECIFIED","FH Furnishings Account","Unspecified Worldwide Locations","N8800413","Furnishings Account","U","2015","AppnAmount","Base",NA,17881,NA,NA
"2488",2016,"0735N","0735","N","Fam Hsg O&M, N/MC","NAVY","06","Operations","ZU","WORLDWIDE UNSPECIFIED","FH Management Account","Unspecified Worldwide Locations","N8800414","Management Account","U","2015","AppnAmount","Base",NA,55124,NA,NA
"2489",2016,"0735N","0735","N","Fam Hsg O&M, N/MC","NAVY","06","Operations","ZU","WORLDWIDE UNSPECIFIED","FH Miscellaneous Account","Unspecified Worldwide Locations","N8800415","Miscellaneous Account","U","2015","AppnAmount","Base",NA,366,NA,NA
"2490",2016,"0735N","0735","N","Fam Hsg O&M, N/MC","NAVY","06","Operations","ZU","WORLDWIDE UNSPECIFIED","FH Services Account","Unspecified Worldwide Locations","N8800416","Services Account","U","2015","AppnAmount","Base",NA,18079,NA,NA
"2491",2016,"0735N","0735","N","Fam Hsg O&M, N/MC","NAVY","07","LEASING","ZU","WORLDWIDE UNSPECIFIED","FH Leasing Account","Unspecified Worldwide Locations","N8800418","Leasing","U","2015","AppnAmount","Base",NA,65999,NA,NA
"2492",2016,"0735N","0735","N","Fam Hsg O&M, N/MC","NAVY","08","Maintenance","ZU","WORLDWIDE UNSPECIFIED","FH Maintenance Of Real Property","Unspecified Worldwide Locations","N8800419","Maintenance of Real Property","U","2015","AppnAmount","Base",NA,97612,NA,NA
"2493",2016,"0735N","0735","N","Fam Hsg O&M, N/MC","NAVY","12","HOUSING PVT SUPPORT","ZU","WORLDWIDE UNSPECIFIED","FH Privatization Support","Unspecified Worldwide Locations","N8800422","Privatization Support Costs","U","2015","AppnAmount","Base",NA,27876,NA,NA
"2494",2016,"051602N","051602","N","DoD BRAC - Navy","NAVY","01","DoD BRAC","ZU","WORLDWIDE UNSPECIFIED","Base Realignment & Closure Account IV","Base Realignment & Closure, Navy","N9900003","Base Realignment & Closure","U","2015","AppnAmount","Base",NA,93406,NA,NA
"2495",2016,"051602N","051602","N","DoD BRAC - Navy","NAVY","01","DoD BRAC","ZU","WORLDWIDE UNSPECIFIED","Base Realignment & Closure Account V","Unspecified Worldwide Locations","COMM0059","DON-172: NWS Seal Beach, Concord, CA","U","2015","AppnAmount","Base",NA,11066,NA,NA
"2496",2016,"051602N","051602","N","DoD BRAC - Navy","NAVY","01","DoD BRAC","ZU","WORLDWIDE UNSPECIFIED","Base Realignment & Closure Account V","Unspecified Worldwide Locations","COMM0065","DON-138: NAS Brunswick, ME","U","2015","AppnAmount","Base",NA,904,NA,NA
"2497",2016,"051602N","051602","N","DoD BRAC - Navy","NAVY","01","DoD BRAC","ZU","WORLDWIDE UNSPECIFIED","Base Realignment & Closure Account V","Unspecified Worldwide Locations","COMM0066","DON-157: MCSA Kansas City, MO","U","2015","AppnAmount","Base",NA,40,NA,NA
"2498",2016,"051602N","051602","N","DoD BRAC - Navy","NAVY","01","DoD BRAC","ZU","WORLDWIDE UNSPECIFIED","Base Realignment & Closure Account V","Unspecified Worldwide Locations","COMM0068","DON-84: JRB Willow Grove & Cambria Reg AP","U","2015","AppnAmount","Base",NA,5178,NA,NA
"2499",2016,"051602N","051602","N","DoD BRAC - Navy","NAVY","01","DoD BRAC","ZU","WORLDWIDE UNSPECIFIED","Base Realignment & Closure Account V","Unspecified Worldwide Locations","PB000008","DON-100: Planing, Design and Management","U","2015","AppnAmount","Base",NA,7682,NA,NA
"2500",2016,"051602N","051602","N","DoD BRAC - Navy","NAVY","01","DoD BRAC","ZU","WORLDWIDE UNSPECIFIED","Base Realignment & Closure Account V","Unspecified Worldwide Locations","PB000009","DON-101: Various Locations","U","2015","AppnAmount","Base",NA,21416,NA,NA
"2501",2016,"3300F","3300","F","MilCon, Air Force","AF","01","MAJOR CONSTRUCTION","AK","ALASKA","Operating Fuel Storage Facilities","Clear AFS","DXEB133001","Emergency Power Plant Fuel Storage","U","2015","AppnAmount","Base",NA,11500,NA,NA
"2502",2016,"3300F","3300","F","MilCon, Air Force","AF","01","MAJOR CONSTRUCTION","AZ","ARIZONA","Aircraft Fuel Dispensing Facilities","Luke AFB","NUEX103005","F-35 Flightline Fillstands","U","2015","AppnAmount","Base",NA,15600,NA,NA
"2503",2016,"3300F","3300","F","MilCon, Air Force","AF","01","MAJOR CONSTRUCTION","AZ","ARIZONA","Aircraft Maintenance Facilities","Luke AFB","NUEX123001","F-35 Aircraft Mx Hangar - Sqdn #2","U","2015","AppnAmount","Base",NA,11200,NA,NA
"2504",2016,"3300F","3300","F","MilCon, Air Force","AF","01","MAJOR CONSTRUCTION","KS","KANSAS","Training Buildings","Mcconnell AFB","PRQE145118","KC-46A Fuselage Trainer","U","2015","AppnAmount","Base",NA,6400,NA,NA
"2505",2016,"3300F","3300","F","MilCon, Air Force","AF","01","MAJOR CONSTRUCTION","KS","KANSAS","Airfield Operational Buildings","Mcconnell AFB","PRQE155118","KC-46A ADAL Mobility Bag Strg Expansion","U","2015","AppnAmount","Base",NA,2300,NA,NA
"2506",2016,"3300F","3300","F","MilCon, Air Force","AF","01","MAJOR CONSTRUCTION","KS","KANSAS","Training Buildings","Mcconnell AFB","PRQE155120","KC-46A ADAL Regional Mx Tng Facility","U","2015","AppnAmount","Base",NA,16100,NA,NA
"2507",2016,"3300F","3300","F","MilCon, Air Force","AF","01","MAJOR CONSTRUCTION","KS","KANSAS","Aircraft Maintenance Facilities","Mcconnell AFB","PRQE155121","KC-46A Alter Composite Mx Shop","U","2015","AppnAmount","Base",NA,4100,NA,NA
"2508",2016,"3300F","3300","F","MilCon, Air Force","AF","01","MAJOR CONSTRUCTION","KS","KANSAS","Airfield Taxiways","Mcconnell AFB","PRQE155124","KC-46A Alter Taxiway Foxtrot","U","2015","AppnAmount","Base",NA,5500,NA,NA
"2509",2016,"3300F","3300","F","MilCon, Air Force","AF","01","MAJOR CONSTRUCTION","MD","MARYLAND","Airfield Operational Buildings","Fort Meade","PAYZ130011B","CYBERCOM Joint Operations Center, Increment 2","U","2015","AppnAmount","Base",NA,166000,NA,NA
"2510",2016,"3300F","3300","F","MilCon, Air Force","AF","01","MAJOR CONSTRUCTION","MA","MASSACHUSETTS","Enlisted Personnel Unaccompanied Personnel Housing","Hanscom AFB","MXRD083002","Dormitory (72 RM)","U","2015","AppnAmount","Base",NA,13500,NA,NA
"2511",2016,"3300F","3300","F","MilCon, Air Force","AF","01","MAJOR CONSTRUCTION","NE","NEBRASKA","Admin Bldgs","Offutt AFB","SGBP100904G","USSTRATCOM Replacement Facility- Incr 4","U","2015","AppnAmount","Base",NA,180000,NA,NA
"2512",2016,"3300F","3300","F","MilCon, Air Force","AF","01","MAJOR CONSTRUCTION","NV","NEVADA","Training Buildings","Nellis AFB","RKMF123007","F-35 Weapons School Facility","U","2015","AppnAmount","Base",NA,8900,NA,NA
"2513",2016,"3300F","3300","F","MilCon, Air Force","AF","01","MAJOR CONSTRUCTION","NV","NEVADA","Training Buildings","Nellis AFB","RKMF133001","F-22 Flight Simulator Facility","U","2015","AppnAmount","Base",NA,14000,NA,NA
"2514",2016,"3300F","3300","F","MilCon, Air Force","AF","01","MAJOR CONSTRUCTION","NV","NEVADA","Aircraft Maintenance Facilities","Nellis AFB","RKMF143001","F-35 Aircraft Mx Unit - 4 Bay Hangar","U","2015","AppnAmount","Base",NA,31000,NA,NA
"2515",2016,"3300F","3300","F","MilCon, Air Force","AF","01","MAJOR CONSTRUCTION","NJ","NEW JERSEY","Replace Tele. and Security Forces Facility","Joint Base Mcguire-Dix-Lakehurst","HEKP103001","Fire Station","U","2015","AppnAmount","Base",NA,5900,NA,NA
"2516",2016,"3300F","3300","F","MilCon, Air Force","AF","01","MAJOR CONSTRUCTION","NM","NEW MEXICO","Personnel Support Facilities","Cannon AFB","CZQZ013004","Airmen and Family Readiness Center","U","2015","AppnAmount","Base",NA,5500,NA,NA
"2517",2016,"3300F","3300","F","MilCon, Air Force","AF","01","MAJOR CONSTRUCTION","OK","OKLAHOMA","Roads","Tinker AFB","WWYK143004","KC-46A Depot Maint Complex Spt Infrastr","U","2015","AppnAmount","Base",NA,48000,NA,NA
"2518",2016,"3300F","3300","F","MilCon, Air Force","AF","01","MAJOR CONSTRUCTION","OK","OKLAHOMA","Aircraft Maintenance Facilities","Tinker AFB","WWYK153005","KC-46A Two-Bay Depot Mx Hangar","U","2015","AppnAmount","Base",NA,63000,NA,NA
"2519",2016,"3300F","3300","F","MilCon, Air Force","AF","01","MAJOR CONSTRUCTION","TX","TEXAS","Replace Tele. and Security Forces Facility","Joint Base San Antonio","MPLS3274JB","Fire Station","U","2015","AppnAmount","Base",NA,5800,NA,NA
"2520",2016,"3300F","3300","F","MilCon, Air Force","AF","01","MAJOR CONSTRUCTION","UT","UTAH","Replace Firecrash/Rescue Station","Hill AFB","KRSM003009","Fire Crash Rescue Station","U","2015","AppnAmount","Base",NA,18500,NA,NA
"2521",2016,"3300F","3300","F","MilCon, Air Force","AF","01","MAJOR CONSTRUCTION","VA","VIRGINIA","Install & Ready-Issue Ammunition Storage","Joint Base Langley-Eustis","MUHJ073003B","4-Bay Conventional Munitions Inspection Bldg","U","2015","AppnAmount","Base",NA,4800,NA,NA
"2522",2016,"3300F","3300","F","MilCon, Air Force","AF","01","MAJOR CONSTRUCTION","GU","GUAM","Aircraft Maintenance Facilities","Joint Region Marianas","AJJY123010B","Guam Strike Fuel Systems Maint.Hangar Inc 2","U","2015","AppnAmount","Base",NA,64000,NA,NA
"2523",2016,"3300F","3300","F","MilCon, Air Force","AF","01","MAJOR CONSTRUCTION","GU","GUAM","Aircraft Maintenance Facilities","Joint Region Marianas","AJJY133028","PAR - LO/Corrosion Cntrl/Composite Repair","U","2015","AppnAmount","Base",NA,0,NA,NA
"2524",2016,"3300F","3300","F","MilCon, Air Force","AF","01","MAJOR CONSTRUCTION","GU","GUAM","Admin Bldgs","Joint Region Marianas","SAKW059006","PRTC - RED HORSE Logistics Facility","U","2015","AppnAmount","Base",NA,3150,NA,NA
"2525",2016,"3300F","3300","F","MilCon, Air Force","AF","01","MAJOR CONSTRUCTION","GU","GUAM","Airfield Operational Buildings","Joint Region Marianas","SAKW113003","PRTC RED HORSE Airfield Operations Facility","U","2015","AppnAmount","Base",NA,8500,NA,NA
"2526",2016,"3300F","3300","F","MilCon, Air Force","AF","01","MAJOR CONSTRUCTION","GU","GUAM","Electronic & Communications Equipment Maintenance Facilities","Joint Region Marianas","SAKW113008","PRTC - Combat Comm Infrastr Facility","U","2015","AppnAmount","Base",NA,3750,NA,NA
"2527",2016,"3300F","3300","F","MilCon, Air Force","AF","01","MAJOR CONSTRUCTION","GU","GUAM","Training Facilities Other Than Buildings","Joint Region Marianas","SAKW133005","PRTC SF Fire Rescue & Emergency Mgt","U","2015","AppnAmount","Base",NA,4600,NA,NA
"2528",2016,"3300F","3300","F","MilCon, Air Force","AF","01","MAJOR CONSTRUCTION","GU","GUAM","Replace Tele. and Security Forces Facility","Joint Region Marianas","SAKW143031","PRTC - Satellite Fire Station","U","2015","AppnAmount","Base",NA,6500,NA,NA
"2529",2016,"3300F","3300","F","MilCon, Air Force","AF","01","MAJOR CONSTRUCTION","UK","UNITED KINGDOM","Airfield Operational Buildings","Croughton RAF","EXSW143010","JIAC Consolidation - Phase 1","U","2015","AppnAmount","Base",NA,92223,NA,NA
"2530",2016,"3300F","3300","F","MilCon, Air Force","AF","02","MINOR CONSTRUCTION","ZU","WORLDWIDE UNSPECIFIED","Milcon Unspecified Minor Construction","Various Worldwide Locations","PAYZ150003","Unspecified Minor Military Construction","U","2015","AppnAmount","Base",NA,22613,NA,NA
"2531",2016,"3300F","3300","F","MilCon, Air Force","AF","03","Planning & Design","ZU","WORLDWIDE UNSPECIFIED","Milcon Planning & Design","Various Worldwide Locations","PAYZ150002","Planning and Design","U","2015","AppnAmount","Base",NA,10738,NA,NA
"2532",2016,"3830F","3830","F","MilCon, ANG","AF","01","MAJOR CONSTRUCTION","AR","ARKANSAS","Airfield Operational Buildings","Fort Smith Map","HKRZ129076","Consolidated SCIF","U","2015","AppnAmount","Base",NA,0,NA,NA
"2533",2016,"3830F","3830","F","MilCon, ANG","AF","01","MAJOR CONSTRUCTION","CT","CONNECTICUT","Aircraft Maintenance Facilities","Bradley IAP","CEKT139004","Construct C-130 Fuel Cell and Corrosion Contr","U","2015","AppnAmount","Base",NA,16306,NA,NA
"2534",2016,"3830F","3830","F","MilCon, ANG","AF","01","MAJOR CONSTRUCTION","IA","IOWA","Operational Support Facilities Other Than Buildings","Des Moines Map","FFAN139010","Remotely Piloted Aircraft and Targeting Group","U","2015","AppnAmount","Base",NA,8993,NA,NA
"2535",2016,"3830F","3830","F","MilCon, ANG","AF","01","MAJOR CONSTRUCTION","MI","MICHIGAN","Airfield Operational Buildings","W. K. Kellog Regional Airport","MBMV129060","RPA Beddown","U","2015","AppnAmount","Base",NA,6000,NA,NA
"2536",2016,"3830F","3830","F","MilCon, ANG","AF","01","MAJOR CONSTRUCTION","NH","NEW HAMPSHIRE","Aircraft Maintenance Facilities","Pease International Trade Port","SZCQ139901","KC-46A ADAL Fuel Cell Building 253","U","2015","AppnAmount","Base",NA,16800,NA,NA
"2537",2016,"3830F","3830","F","MilCon, ANG","AF","01","MAJOR CONSTRUCTION","NH","NEW HAMPSHIRE","Aircraft Maintenance Facilities","Pease International Trade Port","SZCQ139904","KC-46A ADAL Maint Hangar Building 254","U","2015","AppnAmount","Base",NA,18002,NA,NA
"2538",2016,"3830F","3830","F","MilCon, ANG","AF","01","MAJOR CONSTRUCTION","NH","NEW HAMPSHIRE","Airfield Aprons","Pease International Trade Port","SZCQ139905","KC-46A ADAL Airfield Pavements & Hydrant Syst","U","2015","AppnAmount","Base",NA,7100,NA,NA
"2539",2016,"3830F","3830","F","MilCon, ANG","AF","01","MAJOR CONSTRUCTION","PA","PENNSYLVANIA","Operational Support Facilities Other Than Buildings","Willow Grove ARF","ZAWA159061","RPA Operations Center","U","2015","AppnAmount","Base",NA,5662,NA,NA
"2540",2016,"3830F","3830","F","MilCon, ANG","AF","02","MINOR CONSTRUCTION","ZU","WORLDWIDE UNSPECIFIED","Milcon Unspecified Minor Construction","Various Worldwide Locations","PAYZ150006","Unspecified Minor Construction","U","2015","AppnAmount","Base",NA,6100,NA,NA
"2541",2016,"3830F","3830","F","MilCon, ANG","AF","03","Planning & Design","ZU","WORLDWIDE UNSPECIFIED","Milcon Planning & Design","Various Worldwide Locations","PAYZ150005","Planning and Design","U","2015","AppnAmount","Base",NA,7700,NA,NA
"2542",2016,"3730F","3730","F","MilCon, AF Res","AF","01","MAJOR CONSTRUCTION","AZ","ARIZONA","Airfield Operational Buildings","Davis-Monthan AFB","FBNV169001","Guardian Angel Operations","U","2015","AppnAmount","Base",NA,0,NA,NA
"2543",2016,"3730F","3730","F","MilCon, AF Res","AF","01","MAJOR CONSTRUCTION","GA","GEORGIA","Training Buildings","Robins AFB","UHHZ073004","AFRC Consolidated Mission Complex, Ph I","U","2015","AppnAmount","Base",NA,27700,NA,NA
"2544",2016,"3730F","3730","F","MilCon, AF Res","AF","01","MAJOR CONSTRUCTION","NC","NORTH CAROLINA","Airfield Aprons","Seymour Johnson AFB","VKAG089003","KC-135 Tanker Parking Apron Expansion","U","2015","AppnAmount","Base",NA,9800,NA,NA
"2545",2016,"3730F","3730","F","MilCon, AF Res","AF","01","MAJOR CONSTRUCTION","TX","TEXAS","Airfield Operational Buildings","Fort Worth","DDPM130008","EOD Facility","U","2015","AppnAmount","Base",NA,3700,NA,NA
"2546",2016,"3730F","3730","F","MilCon, AF Res","AF","02","MINOR CONSTRUCTION","ZU","WORLDWIDE UNSPECIFIED","Milcon Unspecified Minor Construction","Various Worldwide Locations","PAYZ015341","Unspecified Minor Military Construction","U","2015","AppnAmount","Base",NA,1400,NA,NA
"2547",2016,"3730F","3730","F","MilCon, AF Res","AF","03","Planning & Design","ZU","WORLDWIDE UNSPECIFIED","Milcon Planning & Design","Various Worldwide Locations","PAYZ015313","Planning and Design","U","2015","AppnAmount","Base",NA,6892,NA,NA
"2548",2016,"0745F","0745","F","Fam Hsg O&M, AF","AF","05","UTILITIES","ZU","WORLDWIDE UNSPECIFIED","FH Utilities Account","Unspecified Worldwide Locations","5100000745","Utilities Account","U","2015","AppnAmount","Base",NA,42322,NA,NA
"2549",2016,"0745F","0745","F","Fam Hsg O&M, AF","AF","06","Operations","ZU","WORLDWIDE UNSPECIFIED","FH Management Account","Unspecified Worldwide Locations","6100000745","Management Account","U","2015","AppnAmount","Base",NA,47834,NA,NA
"2550",2016,"0745F","0745","F","Fam Hsg O&M, AF","AF","06","Operations","ZU","WORLDWIDE UNSPECIFIED","FH Services Account","Unspecified Worldwide Locations","6200000745","Services Account","U","2015","AppnAmount","Base",NA,12709,NA,NA
"2551",2016,"0745F","0745","F","Fam Hsg O&M, AF","AF","06","Operations","ZU","WORLDWIDE UNSPECIFIED","FH Furnishings Account","Unspecified Worldwide Locations","6400000745","Furnishings Account","U","2015","AppnAmount","Base",NA,38543,NA,NA
