"","SourceFiscalYear","AccountDSI","Account","MilDeptDW","AccountTitle","Organization","BudgetActivity","BudgetActivityTitle","StateCountry","StateCountryTitle","FacilityCategoryTitle","LocationTitle","ConstructionProject","ConstructionProjectTitle","Classified","FiscalYear","BudgetMetric","OriginType","ActualTotal","EnactedType","PBtotal","EnactedTotal"
"1016",2016,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","ZU","WORLDWIDE UNSPECIFIED","Other Operational","Unspecified Worldwide Locations","88850200","Foreign Currency Fluctuation Account","U","2014","AuthForAppnAmount","Total",0,NA,NA,NA
"1017",2016,"2050A","2050","A","MILCON, Army","ARMY","02","MINOR CONSTRUCTION","ZU","WORLDWIDE UNSPECIFIED","Milcon Planning & Design","Unspecified Worldwide Locations","07243700","Minor Construction FY14","U","2014","AuthForAppnAmount","Total",25000,NA,NA,NA
"1018",2016,"2050A","2050","A","MILCON, Army","ARMY","03","Planning & Design","ZU","WORLDWIDE UNSPECIFIED","Milcon Planning & Design","Unspecified Worldwide Locations","07243300","Planning and Design FY14","U","2014","AuthForAppnAmount","Total",41575,NA,NA,NA
"1019",2016,"2050A","2050","A","MILCON, Army","ARMY","03","Planning & Design","ZU","WORLDWIDE UNSPECIFIED","Host Nation Support (P&D)","Unspecified Worldwide Locations","07243500","Host Nation Support FY14","U","2014","AuthForAppnAmount","Total",23000,NA,NA,NA
"1020",2016,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","AL","ALABAMA","Training Buildings","Decatur","01101400","National Guard Readiness Center Add/Alt","U","2014","AuthForAppnAmount","Total",4000,NA,NA,NA
"1021",2016,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","AR","ARKANSAS","Training Ranges","Fort Chaffee","05018200","Scout RECCE Gunnery Complex","U","2014","AuthForAppnAmount","Total",21000,NA,NA,NA
"1022",2016,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","FL","FLORIDA","Airfield Operational Buildings","Pinellas Park","12019500","Ready Building","U","2014","AuthForAppnAmount","Total",5700,NA,NA,NA
"1023",2016,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","IL","ILLINOIS","Training Buildings","Kankakee","17003300","National Guard Readiness Center","U","2014","AuthForAppnAmount","Total",14000,NA,NA,NA
"1024",2016,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","IL","ILLINOIS","Aircraft Maintenance Facilities","Kankakee","17012700","Aircraft Maintenance Hangar","U","2014","AuthForAppnAmount","Total",28000,NA,NA,NA
"1025",2016,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","MA","MASSACHUSETTS","Enlisted Personnel Unaccompanied Personnel Housing","Camp Edwards","25009500","Enlisted Barracks, Transient Training Additio","U","2014","AuthForAppnAmount","Total",19000,NA,NA,NA
"1026",2016,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","MI","MICHIGAN","Enlisted Personnel Unaccompanied Personnel Housing","Camp Grayling","26005100","Enlisted Barracks, Transient Training","U","2014","AuthForAppnAmount","Total",17000,NA,NA,NA
"1027",2016,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","MN","MINNESOTA","Training Buildings","Stillwater","27001400","National Guard Readiness Center","U","2014","AuthForAppnAmount","Total",17000,NA,NA,NA
"1028",2016,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","MS","MISSISSIPPI","Misc Utilities-Square Feet","Camp Shelby","28042300","Water Supply/Treatment Building, Potable","U","2014","AuthForAppnAmount","Total",3000,NA,NA,NA
"1029",2016,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","MS","MISSISSIPPI","Training Buildings","Pascagoula","28027200","National Guard Readiness Center","U","2014","AuthForAppnAmount","Total",4500,NA,NA,NA
"1030",2016,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","MO","MISSOURI","Tank and Automotive Maintenance Facilities","Macon","29019100","National Guard Vehicle Maintenance Shop","U","2014","AuthForAppnAmount","Total",9100,NA,NA,NA
"1031",2016,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","MO","MISSOURI","Aircraft Maintenance Facilities","Whiteman AFB","29022100","Aircraft Maintenance Hangar","U","2014","AuthForAppnAmount","Total",5000,NA,NA,NA
"1032",2016,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","NY","NEW YORK","Training Buildings","New York","36016100","National Guard Readiness Center Alteration","U","2014","AuthForAppnAmount","Total",31000,NA,NA,NA
"1033",2016,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","OH","OHIO","Sewage & Industrial Waste Collection Lines","Ravenna Army Ammunition Plant","39029200","Sanitary Sewer","U","2014","AuthForAppnAmount","Total",5200,NA,NA,NA
"1034",2016,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","PA","PENNSYLVANIA","Training Buildings","Fort Indiantown Gap","42005100","Aircraft Maintenance Instructional Building","U","2014","AuthForAppnAmount","Total",40000,NA,NA,NA
"1035",2016,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","SC","SOUTH CAROLINA","Tank and Automotive Maintenance Facilities","Greenville","45013100","National Guard Vehicle Maintenance Shop","U","2014","AuthForAppnAmount","Total",13000,NA,NA,NA
"1036",2016,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","SC","SOUTH CAROLINA","Training Buildings","Greenville","45028300","National Guard Readiness Center","U","2014","AuthForAppnAmount","Total",13000,NA,NA,NA
"1037",2016,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","TX","TEXAS","Training Buildings","Fort Worth","48024300","Armed Forces Reserve Center","U","2014","AuthForAppnAmount","Total",14270,NA,NA,NA
"1038",2016,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","WY","WYOMING","Training Buildings","Afton","56008100","National Guard Readiness Center","U","2014","AuthForAppnAmount","Total",10200,NA,NA,NA
"1039",2016,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","PR","PUERTO RICO","Tank and Automotive Maintenance Facilities","Camp Santiago","43007000","Maneuver Area Training & Equipment Site Addit","U","2014","AuthForAppnAmount","Total",5600,NA,NA,NA
"1040",2016,"2085A","2085","A","MILCON, ARNG","ARMY","02","MINOR CONSTRUCTION","ZU","WORLDWIDE UNSPECIFIED","Milcon Unspecified Minor Construction","Unspecified Worldwide Locations","99002200","Unspecified Minor Construction","U","2014","AuthForAppnAmount","Total",12240,NA,NA,NA
"1041",2016,"2085A","2085","A","MILCON, ARNG","ARMY","03","Planning & Design","ZU","WORLDWIDE UNSPECIFIED","Milcon Planning & Design","Unspecified Worldwide Locations","99003300","Planning and Design","U","2014","AuthForAppnAmount","Total",22930,NA,NA,NA
"1042",2016,"2086A","2086","A","MILCON, Army R","ARMY","01","MAJOR CONSTRUCTION","CA","CALIFORNIA","Training Buildings","Camp Parks","07190300","Army Reserve Center","U","2014","AuthForAppnAmount","Total",17500,NA,NA,NA
"1043",2016,"2086A","2086","A","MILCON, Army R","ARMY","01","MAJOR CONSTRUCTION","CA","CALIFORNIA","Training Buildings","Fort Hunter Liggett","07228400","TASS Training Center (TTC)","U","2014","AuthForAppnAmount","Total",16500,NA,NA,NA
"1044",2016,"2086A","2086","A","MILCON, Army R","ARMY","01","MAJOR CONSTRUCTION","MD","MARYLAND","Training Buildings","Bowie","06766300","Army Reserve Center","U","2014","AuthForAppnAmount","Total",25500,NA,NA,NA
"1045",2016,"2086A","2086","A","MILCON, Army R","ARMY","01","MAJOR CONSTRUCTION","NJ","NEW JERSEY","Unaccom Personnel Housing Mess Fac","Joint Base Mcguire-Dix-Lakehurst","06527700","Consolidated Dining Facility","U","2014","AuthForAppnAmount","Total",13400,NA,NA,NA
"1046",2016,"2086A","2086","A","MILCON, Army R","ARMY","01","MAJOR CONSTRUCTION","NJ","NEW JERSEY","Install & Org Covered Storage","Joint Base Mcguire-Dix-Lakehurst","06966900","Central Issue Facility","U","2014","AuthForAppnAmount","Total",7900,NA,NA,NA
"1047",2016,"2086A","2086","A","MILCON, Army R","ARMY","01","MAJOR CONSTRUCTION","NJ","NEW JERSEY","Training Ranges","Joint Base Mcguire-Dix-Lakehurst","07176800","Automated Multipurpose Machine Gun (MPMG)","U","2014","AuthForAppnAmount","Total",9500,NA,NA,NA
"1048",2016,"2086A","2086","A","MILCON, Army R","ARMY","01","MAJOR CONSTRUCTION","NJ","NEW JERSEY","Training Ranges","Joint Base Mcguire-Dix-Lakehurst","07176900","Modified Record Fire Range","U","2014","AuthForAppnAmount","Total",5400,NA,NA,NA
"1049",2016,"2086A","2086","A","MILCON, Army R","ARMY","01","MAJOR CONSTRUCTION","NY","NEW YORK","Training Buildings","Bullville","06769000","Army Reserve Center","U","2014","AuthForAppnAmount","Total",14500,NA,NA,NA
"1050",2016,"2086A","2086","A","MILCON, Army R","ARMY","01","MAJOR CONSTRUCTION","NC","NORTH CAROLINA","Training Buildings","Fort Bragg","07190000","Army Reserve Center","U","2014","AuthForAppnAmount","Total",24500,NA,NA,NA
"1051",2016,"2086A","2086","A","MILCON, Army R","ARMY","01","MAJOR CONSTRUCTION","WI","WISCONSIN","Airfield Operational Buildings","Fort Mccoy","06756700","Access Control Point/Mail/Freight Center","U","2014","AuthForAppnAmount","Total",17500,NA,NA,NA
"1052",2016,"2086A","2086","A","MILCON, Army R","ARMY","01","MAJOR CONSTRUCTION","WI","WISCONSIN","Unaccom Personnel Housing Mess Fac","Fort Mccoy","07199900","NCO Academy Dining Facility","U","2014","AuthForAppnAmount","Total",5900,NA,NA,NA
"1053",2016,"2086A","2086","A","MILCON, Army R","ARMY","02","MINOR CONSTRUCTION","ZU","WORLDWIDE UNSPECIFIED","Milcon Unspecified Minor Construction","Unspecified Worldwide Locations","07267000","Unspecified Minor Construction","U","2014","AuthForAppnAmount","Total",1748,NA,NA,NA
"1054",2016,"2086A","2086","A","MILCON, Army R","ARMY","03","Planning & Design","ZU","WORLDWIDE UNSPECIFIED","Milcon Planning & Design","Unspecified Worldwide Locations","07267200","Planning and Design","U","2014","AuthForAppnAmount","Total",14212,NA,NA,NA
"1055",2016,"0720A","0720","A","Fam Hsg Con, Army","ARMY","01","FH NEWCONSTRUCT","WI","WISCONSIN","Fam Hsg Dewellings","Fort Mccoy","07486100","Family Housing New Construction","U","2014","AuthForAppnAmount","Total",23000,NA,NA,NA
"1056",2016,"0720A","0720","A","Fam Hsg Con, Army","ARMY","01","FH NEWCONSTRUCT","ZU","WORLDWIDE UNSPECIFIED","Fam Hsg Dewellings","Unspecified Worldwide Locations","91072000","Foreign Currency Fluctuation","U","2014","AuthForAppnAmount","Total",4962,NA,NA,NA
"1057",2016,"0720A","0720","A","Fam Hsg Con, Army","ARMY","04","PLANNING & DESIGN","ZU","WORLDWIDE UNSPECIFIED","Family Housing P&D","Unspecified Worldwide Locations","07196400","Family Housing P & D","U","2014","AuthForAppnAmount","Total",4408,NA,NA,NA
"1058",2016,"0725A","0725","A","Fam Hsg O&M, Army","ARMY","05","UTILITIES","ZU","WORLDWIDE UNSPECIFIED","FH Utilities Account","Unspecified Worldwide Locations","19350000","Utilities","U","2014","AuthForAppnAmount","Total",67735,NA,NA,NA
"1059",2016,"0725A","0725","A","Fam Hsg O&M, Army","ARMY","06","Operations","ZU","WORLDWIDE UNSPECIFIED","FH Management Account","Unspecified Worldwide Locations","19100000","Management Account","U","2014","AuthForAppnAmount","Total",4067,NA,NA,NA
"1060",2016,"0725A","0725","A","Fam Hsg O&M, Army","ARMY","06","Operations","ZU","WORLDWIDE UNSPECIFIED","FH Management Account","Unspecified Worldwide Locations","19110000","Management Account","U","2014","AuthForAppnAmount","Total",40791,NA,NA,NA
"1061",2016,"0725A","0725","A","Fam Hsg O&M, Army","ARMY","06","Operations","ZU","WORLDWIDE UNSPECIFIED","FH Services Account","Unspecified Worldwide Locations","19120000","Services","U","2014","AuthForAppnAmount","Total",9426,NA,NA,NA
"1062",2016,"0725A","0725","A","Fam Hsg O&M, Army","ARMY","06","Operations","ZU","WORLDWIDE UNSPECIFIED","FH Furnishings Account","Unspecified Worldwide Locations","19130000","Furnishings","U","2014","AuthForAppnAmount","Total",21373,NA,NA,NA
"1063",2016,"0725A","0725","A","Fam Hsg O&M, Army","ARMY","06","Operations","ZU","WORLDWIDE UNSPECIFIED","FH Miscellaneous Account","Unspecified Worldwide Locations","19140000","Miscellaneous","U","2014","AuthForAppnAmount","Total",906,NA,NA,NA
"1064",2016,"0725A","0725","A","Fam Hsg O&M, Army","ARMY","07","LEASING","ZU","WORLDWIDE UNSPECIFIED","FH Leasing Account","Unspecified Worldwide Locations","19400000","Leased Housing","U","2014","AuthForAppnAmount","Total",172938,NA,NA,NA
"1065",2016,"0725A","0725","A","Fam Hsg O&M, Army","ARMY","08","Maintenance","ZU","WORLDWIDE UNSPECIFIED","FH Maintenance Of Real Property","Unspecified Worldwide Locations","19200000","Maintenance of Real Property Facilities","U","2014","AuthForAppnAmount","Total",130088,NA,NA,NA
"1066",2016,"0725A","0725","A","Fam Hsg O&M, Army","ARMY","12","HOUSING PVT  SUPPORT","ZU","WORLDWIDE UNSPECIFIED","FH Privatization Support","Unspecified Worldwide Locations","19500000","Military Housing Privitization Initiative","U","2014","AuthForAppnAmount","Total",22369,NA,NA,NA
"1067",2016,"051001A","051001","A","BRAC - Army","ARMY","01","BASE CLOSURE I","ZU","WORLDWIDE UNSPECIFIED","Base Realignment & Closure Account IV","Base Realignment & Closure, Army","10900003","Base Realignment & Closure","U","2014","AuthForAppnAmount","Total",16323,NA,NA,NA
"1068",2016,"051601A","051601","A","DoD BRAC - Army","ARMY","01","DoD BRAC","ZU","WORLDWIDE UNSPECIFIED","Base Realignment & Closure Account IV","Base Realignment & Closure, Army","90000600","Base Realignment and Closure","U","2014","AuthForAppnAmount","Total",442949,NA,NA,NA
"1069",2016,"051201A","051201","A","FY 2005 BRAC - A","ARMY","01","FY2005 BRAC","ZU","WORLDWIDE UNSPECIFIED","Base Realignment & Closure Account V","Unspecified Worldwide Locations","06BRAC51","FY2005 BRAC","U","2014","AuthForAppnAmount","Total",24307,NA,NA,NA
"1070",2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","CA","CALIFORNIA","Tank and Automotive Maintenance Facilities","Barstow","62204939","Engine Dynamometer Facility","U","2014","AuthForAppnAmount","Total",14998,NA,NA,NA
"1071",2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","CA","CALIFORNIA","Depot & Arsenal Ammunition Storage","Camp Pendleton, California","00681970","Ammunition Supply Point Upgrade","U","2014","AuthForAppnAmount","Total",13124,NA,NA,NA
"1072",2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","CA","CALIFORNIA","Aircraft Maintenance Facilities","Point Mugu","69232281","Aircraft Engine Test Pads","U","2014","AuthForAppnAmount","Total",7198,NA,NA,NA
"1073",2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","CA","CALIFORNIA","Aircraft Maintenance Facilities","Point Mugu","69232593","BAMS Consolidated Maintenance Hangar","U","2014","AuthForAppnAmount","Total",17469,NA,NA,NA
"1074",2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","CA","CALIFORNIA","Enlisted Personnel Unaccompanied Personnel Housing","Port Hueneme","69232599","Unaccompanied Housing Conversion","U","2014","AuthForAppnAmount","Total",33600,NA,NA,NA
"1075",2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","CA","CALIFORNIA","Heat Transmission & Dist Lines","San Diego","00243520","Steam Plant Decentralization","U","2014","AuthForAppnAmount","Total",34331,NA,NA,NA
"1076",2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","CA","CALIFORNIA","Training Support Facilities","Twentynine Palms, California","67399159","Camp Wilson Infrastructure Upgrades","U","2014","AuthForAppnAmount","Total",33437,NA,NA,NA
"1077",2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","CA","CALIFORNIA","Training Buildings","Coronado","00246957","H-60 Trainer Facility","U","2014","AuthForAppnAmount","Total",8910,NA,NA,NA
"1078",2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","FL","FLORIDA","Airfield Aprons","Jacksonville","00207659","P-8 Training & Parking Apron Expansion","U","2014","AuthForAppnAmount","Total",20752,NA,NA,NA
"1079",2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","FL","FLORIDA","Airfield Operational Buildings","Key West","00213678","Aircraft Crash/Rescue & Fire Headquarters","U","2014","AuthForAppnAmount","Total",14001,NA,NA,NA
"1080",2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","FL","FLORIDA","Admin Bldgs","Mayport","60201425","LCS Logistic Support Facility","U","2014","AuthForAppnAmount","Total",16093,NA,NA,NA
"1081",2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","GA","GEORGIA","Weapons and Spares Maintenance Facilities","Albany","67004934","Weapons Storage and Inspection Facility","U","2014","AuthForAppnAmount","Total",15600,NA,NA,NA
"1082",2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","GA","GEORGIA","Operational Support Buildings","Albany","67004954","CERS Dispatch Facility","U","2014","AuthForAppnAmount","Total",1010,NA,NA,NA
"1083",2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","GA","GEORGIA","Land Purchase, Condemnation, Donation or Transfer","Townsend","60169473","Townsend Bombing Range Land Acq - Phase 1","U","2014","AuthForAppnAmount","Total",61717,NA,NA,NA
"1084",2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","HI","HAWAII","Install & Org Covered Storage","Kaneohe Bay","00318778","Armory Addition and Renovation","U","2014","AuthForAppnAmount","Total",12952,NA,NA,NA
"1085",2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","HI","HAWAII","Electronic & Communications Equipment Maintenance Facilities","Kaneohe Bay","00318852","3rd Radio Bn Maintenance/Operations Complex","U","2014","AuthForAppnAmount","Total",25336,NA,NA,NA
"1086",2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","HI","HAWAII","Airfield Aprons","Kaneohe Bay","00318863","Aircraft Maintenance Hangar Upgrades","U","2014","AuthForAppnAmount","Total",31820,NA,NA,NA
"1087",2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","HI","HAWAII","Aircraft Maintenance Facilities","Kaneohe Bay","00318864","Aircraft Maintenance Expansion","U","2014","AuthForAppnAmount","Total",16968,NA,NA,NA
"1088",2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","HI","HAWAII","Training Buildings","Kaneohe Bay","00318884","Aviation Simulator Modernization/Addition","U","2014","AuthForAppnAmount","Total",17724,NA,NA,NA
"1089",2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","HI","HAWAII","Airfield Aprons","Kaneohe Bay","00318907","MV-22 Parking Apron and Infrastructure","U","2014","AuthForAppnAmount","Total",74665,NA,NA,NA
"1090",2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","HI","HAWAII","Aircraft Maintenance Facilities","Kaneohe Bay","00318908","MV-22 Hangar","U","2014","AuthForAppnAmount","Total",57517,NA,NA,NA
"1091",2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","HI","HAWAII","Ships and Spares Maintenance Facilities","Pearl Harbor","62813270","Drydock Waterfront Facility","U","2014","AuthForAppnAmount","Total",22721,NA,NA,NA
"1092",2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","HI","HAWAII","Ships and Spares Maintenance Facilities","Pearl Harbor","62813320","Submarine Production Support Facility","U","2014","AuthForAppnAmount","Total",35277,NA,NA,NA
"1093",2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","HI","HAWAII","Potable Water Distribution System","Pearl Harbor","62813493","Water Transmission Line","U","2014","AuthForAppnAmount","Total",30100,NA,NA,NA
"1094",2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","IL","ILLINOIS","Enlisted Personnel Unaccompanied Personnel Housing","Great Lakes","00128714","Unaccompanied Housing","U","2014","AuthForAppnAmount","Total",35851,NA,NA,NA
"1095",2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","ME","MAINE","Ships and Spares Maintenance Facilities","Bangor","32446308","NCTAMS VLF Commercial Power Connection","U","2014","AuthForAppnAmount","Total",13800,NA,NA,NA
"1096",2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","ME","MAINE","Ships and Spares Maintenance Facilities","Kittery","32446266","Structural Shops Consolidation","U","2014","AuthForAppnAmount","Total",11522,NA,NA,NA
"1097",2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","MD","MARYLAND","Communication Buildings","Fort Meade","67925001","MARFORCYBERCOM HQ-OPS Building","U","2014","AuthForAppnAmount","Total",83988,NA,NA,NA
"1098",2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","NV","NEVADA","Sewage & Industrial Waste Treatment & Disposal","Fallon","60495393","Wastewater Treatment Plant","U","2014","AuthForAppnAmount","Total",11334,NA,NA,NA
"1099",2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","NC","NORTH CAROLINA","Training Buildings","Camp Lejeune, North Carolina","670011349","Operations Training Complex","U","2014","AuthForAppnAmount","Total",22515,NA,NA,NA
"1100",2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","NC","NORTH CAROLINA","Refuse & Garbage Fac","Camp Lejeune, North Carolina","670011353","Landfill - Phase 4","U","2014","AuthForAppnAmount","Total",20795,NA,NA,NA
"1101",2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","NC","NORTH CAROLINA","Heat Transmission & Dist Lines","Camp Lejeune, North Carolina","670011445","Steam Decentralization - Camp Johnson","U","2014","AuthForAppnAmount","Total",2620,NA,NA,NA
"1102",2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","NC","NORTH CAROLINA","Heat Transmission & Dist Lines","Camp Lejeune, North Carolina","670011447","Steam Decentralization - Hadnot Point","U","2014","AuthForAppnAmount","Total",13390,NA,NA,NA
"1103",2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","NC","NORTH CAROLINA","Heat Transmission & Dist Lines","Camp Lejeune, North Carolina","670011448","Steam Decentralization - BEQ Nodes","U","2014","AuthForAppnAmount","Total",18679,NA,NA,NA
"1104",2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","NC","NORTH CAROLINA","Aircraft Maintenance Facilities","New River","62573674","Corrosion Control Hangar","U","2014","AuthForAppnAmount","Total",12547,NA,NA,NA
"1105",2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","NC","NORTH CAROLINA","Training Buildings","New River","62573676","CH-53K Maintenance Training Facility","U","2014","AuthForAppnAmount","Total",13218,NA,NA,NA
"1106",2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","NC","NORTH CAROLINA","Communication Buildings","New River","62573726","Regional Communication Station","U","2014","AuthForAppnAmount","Total",20098,NA,NA,NA
"1107",2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","OK","OKLAHOMA","Aircraft Maintenance Facilities","Tinker AFB","00128136","Hangar Bay Addition - TACAMO E-6B","U","2014","AuthForAppnAmount","Total",14144,NA,NA,NA
"1108",2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","RI","RHODE ISLAND","Training Buildings","Newport","32411103","Hewitt Hall Research Center","U","2014","AuthForAppnAmount","Total",12422,NA,NA,NA
"1109",2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","SC","SOUTH CAROLINA","Training Buildings","Charleston","42237100","Nuclear Power Operation Training Facility","U","2014","AuthForAppnAmount","Total",73932,NA,NA,NA
"1110",2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","VA","VIRGINIA","Guided Missile Maintenance Facilities","Dam Neck","60191815","Aerial Target Operation Consolidation","U","2014","AuthForAppnAmount","Total",10587,NA,NA,NA
"1111",2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","VA","VIRGINIA","Piers and Wharfs","Norfolk","62688500","Pier 11 Power Upgrades for CVN-78","U","2014","AuthForAppnAmount","Total",3380,NA,NA,NA
"1112",2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","VA","VIRGINIA","Communication Buildings","Quantico","002621406","ATC Transmitter/Receiver Relocation","U","2014","AuthForAppnAmount","Total",3630,NA,NA,NA
"1113",2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","VA","VIRGINIA","Roads","Quantico","00264588","Fuller Road Improvements","U","2014","AuthForAppnAmount","Total",9013,NA,NA,NA
"1114",2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","VA","VIRGINIA","Training Buildings","Quantico","00264677","Academic Instruction Facility TECOM Schools","U","2014","AuthForAppnAmount","Total",25731,NA,NA,NA
"1115",2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","VA","VIRGINIA","Training Facilities Other Than Buildings","Yorktown","69212461","Small Arms Ranges","U","2014","AuthForAppnAmount","Total",18700,NA,NA,NA
"1116",2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","WA","WASHINGTON","Aircraft Maintenance Facilities","Whidbey Island","00620239","EA-18G Facility Improvements","U","2014","AuthForAppnAmount","Total",32482,NA,NA,NA
"1117",2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","WA","WASHINGTON","Training Buildings","Whidbey Island","00620251","P-8A Hangar and Training Facilities","U","2014","AuthForAppnAmount","Total",85167,NA,NA,NA
"1118",2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","WA","WASHINGTON","Ships and Spares Maintenance Facilities","Bremerton","68436420","Integrated Water Treatment Sys Dry Docks 3&4","U","2014","AuthForAppnAmount","Total",18189,NA,NA,NA
"1119",2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","WA","WASHINGTON","Piers and Wharfs","Kitsap","68436990","Explosives Handling Wharf #2 (INC)","U","2014","AuthForAppnAmount","Total",24880,NA,NA,NA
"1120",2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","JA","JAPAN","Communication Buildings","Yokosuka","61028011","Communication System Upgrade","U","2014","AuthForAppnAmount","Total",7568,NA,NA,NA
"1121",2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","JA","JAPAN","Aircraft Maintenance Facilities","MCAS Futenma","63026201","Airfield Security Upgrades","U","2014","AuthForAppnAmount","Total",5820,NA,NA,NA
"1122",2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","ML","MARIANA ISLANDS","Training Buildings","Guam","41557625","BAMS Forward Operational & Maintenance Hangar","U","2014","AuthForAppnAmount","Total",61702,NA,NA,NA
